	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_eubayanus
3396	OG0003396	YNL007C	augustus_masked-chrXIV-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.122&CDS=1-1089
3397	OG0003397	YNL008C	snap_masked-chrXIV-processed-gene-6.203-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-6.203&CDS=1-2031
3398	OG0003398	YNL010W	augustus_masked-chrXIV-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.87&CDS=1-723
3399	OG0003399	YNL011C	augustus_masked-chrXIV-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.120&CDS=1-1335
3400	OG0003400	YNL015W	augustus_masked-chrXIV-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.83&CDS=1-225
3401	OG0003401	YNL016W	augustus_masked-chrXIV-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.82&CDS=1-1416
3402	OG0003402	YNL020C	augustus_masked-chrXIV-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-6.84&CDS=1-1881
3403	OG0003403	YNL021W	augustus_masked-chrXIV-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.87&CDS=1-2118
3404	OG0003404	YNL023C	augustus_masked-chrXIV-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.105&CDS=1-5847
3405	OG0003405	YNL026W	augustus_masked-chrXIV-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.86&CDS=1-1452
3406	OG0003406	YNL027W	augustus_masked-chrXIV-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.85&CDS=1-2004
3407	OG0003407	YNL029C	augustus_masked-chrXIV-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.104&CDS=1-1569
3408	OG0003408	YNL032W	augustus_masked-chrXIV-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.83&CDS=1-843
3409	OG0003409	YNL035C	augustus_masked-chrXIV-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.102&CDS=1-1167
3410	OG0003410	YNL036W	augustus_masked-chrXIV-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.96&CDS=1-663
3411	OG0003411	YNL037C	augustus_masked-chrXIV-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.80&CDS=1-1080
3412	OG0003412	YNL038W	maker-chrXIV-augustus-gene-5.10-mRNA-1_1&gene=maker-chrXIV-augustus-gene-5.10&CDS=1-729
3413	OG0003413	YNL039W	augustus_masked-chrXIV-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.98&CDS=1-1764
3414	OG0003414	YNL040W	augustus_masked-chrXIV-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.99&CDS=1-1374
3415	OG0003415	YNL041C	augustus_masked-chrXIV-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.95&CDS=1-2520
3416	OG0003416	YNL042W	augustus_masked-chrXIV-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.79&CDS=1-1203
3417	OG0003417	YNL045W	maker-chrXIV-snap-gene-5.0-mRNA-1_1&gene=maker-chrXIV-snap-gene-5.0&CDS=1-2634
3418	OG0003418	YNL046W	augustus_masked-chrXIV-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.77&CDS=1-528
3419	OG0003419	YNL048W	genemark-chrXIV-processed-gene-5.118-mRNA-1_1&gene=genemark-chrXIV-processed-gene-5.118&CDS=1-1644
3420	OG0003420	YNL051W	augustus_masked-chrXIV-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.75&CDS=1-1194
3421	OG0003421	YNL052W	augustus_masked-chrXIV-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.74&CDS=1-459
3422	OG0003422	YNL053W	snap_masked-chrXIV-processed-gene-5.26-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-5.26&CDS=1-1467
3423	OG0003423	YNL054W	augustus_masked-chrXIV-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.72&CDS=1-3654
3424	OG0003424	YNL055C	augustus_masked-chrXIV-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.92&CDS=1-849
3425	OG0003425	YNL056W	augustus_masked-chrXIV-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.71&CDS=1-516
3426	OG0003426	YNL058C	augustus_masked-chrXIV-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.91&CDS=1-951
3427	OG0003427	YNL059C	augustus_masked-chrXIV-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.90&CDS=1-2265
3428	OG0003428	YNL061W	augustus_masked-chrXIV-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.70&CDS=1-1857
3429	OG0003429	YNL062C	augustus_masked-chrXIV-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.89&CDS=1-1437
3430	OG0003430	YNL063W	augustus_masked-chrXIV-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.69&CDS=1-930
3431	OG0003431	YNL064C	augustus_masked-chrXIV-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.88&CDS=1-1227
3432	OG0003432	YNL065W	genemark-chrXIV-processed-gene-5.108-mRNA-1_1&gene=genemark-chrXIV-processed-gene-5.108&CDS=1-1686
3433	OG0003433	YNL068C	augustus_masked-chrXIV-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-5.68&CDS=1-2604
3434	OG0003434	YNL070W	snap_masked-chrXIV-processed-gene-4.45-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-4.45&CDS=1-180
3435	OG0003435	YNL071W	maker-chrXIV-augustus-gene-4.2-mRNA-1_1&gene=maker-chrXIV-augustus-gene-4.2&CDS=1-2385
3436	OG0003436	YNL073W	augustus_masked-chrXIV-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.81&CDS=1-1611
3437	OG0003437	YNL074C	augustus_masked-chrXIV-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.97&CDS=1-1359
3438	OG0003438	YNL075W	augustus_masked-chrXIV-processed-gene-4.80-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.80&CDS=1-870
3439	OG0003439	YNL076W	augustus_masked-chrXIV-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.79&CDS=1-1761
3440	OG0003440	YNL077W	augustus_masked-chrXIV-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.78&CDS=1-1620
3441	OG0003441	YNL078W	augustus_masked-chrXIV-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.77&CDS=1-1179
3442	OG0003442	YNL079C	augustus_masked-chrXIV-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.96&CDS=1-597
3443	OG0003443	YNL080C	maker-chrXIV-augustus-gene-4.5-mRNA-1_1&gene=maker-chrXIV-augustus-gene-4.5&CDS=1-1377
3444	OG0003444	YNL082W	augustus_masked-chrXIV-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.76&CDS=1-4236
3445	OG0003445	YNL084C	augustus_masked-chrXIV-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.93&CDS=1-1047
3446	OG0003446	YNL085W	augustus_masked-chrXIV-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.75&CDS=1-2493
3447	OG0003447	YNL086W	augustus_masked-chrXIV-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.74&CDS=1-306
3448	OG0003448	YNL088W	snap_masked-chrXIV-processed-gene-4.30-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-4.30&CDS=1-4257
3449	OG0003449	YNL091W	maker-chrXIV-snap-gene-4.7-mRNA-1_1&gene=maker-chrXIV-snap-gene-4.7&CDS=1-6018
3450	OG0003450	YNL094W	snap_masked-chrXIV-processed-gene-4.25-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-4.25&CDS=1-1767
3451	OG0003451	YNL096C	maker-chrXIV-augustus-gene-4.4-mRNA-1_1&gene=maker-chrXIV-augustus-gene-4.4&CDS=1-570
3452	OG0003452	YNL097C	augustus_masked-chrXIV-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.90&CDS=1-984
3453	OG0003453	YNL099C	augustus_masked-chrXIV-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.89&CDS=1-1629
3454	OG0003454	YNL100W	genemark-chrXIV-processed-gene-4.111-mRNA-1_1&gene=genemark-chrXIV-processed-gene-4.111&CDS=1-705
3455	OG0003455	YNL102W	genemark-chrXIV-processed-gene-4.110-mRNA-1_1&gene=genemark-chrXIV-processed-gene-4.110&CDS=1-6474
3456	OG0003456	YNL103W	augustus_masked-chrXIV-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.70&CDS=1-2037
3457	OG0003457	YNL107W	augustus_masked-chrXIV-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.69&CDS=1-672
3458	OG0003458	YNL108C	augustus_masked-chrXIV-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.86&CDS=1-810
3459	OG0003459	YNL110C	augustus_masked-chrXIV-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.85&CDS=1-663
3460	OG0003460	YNL111C	augustus_masked-chrXIV-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.84&CDS=1-360
3461	OG0003461	YNL112W	maker-chrXIV-snap-gene-4.6-mRNA-1_1&gene=maker-chrXIV-snap-gene-4.6&CDS=1-1638
3462	OG0003462	YNL113W	snap_masked-chrXIV-processed-gene-4.17-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-4.17&CDS=1-426
3463	OG0003463	YNL115C	augustus_masked-chrXIV-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.83&CDS=1-1953
3464	OG0003464	YNL116W	augustus_masked-chrXIV-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.67&CDS=1-1629
3465	OG0003465	YNL118C	augustus_masked-chrXIV-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.66&CDS=1-2985
3466	OG0003466	YNL119W	augustus_masked-chrXIV-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.63&CDS=1-1482
3467	OG0003467	YNL122C	snap_masked-chrXIV-processed-gene-4.13-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-4.13&CDS=1-294
3468	OG0003468	YNL123W	augustus_masked-chrXIV-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-4.62&CDS=1-4413
3469	OG0003469	YNL125C	augustus_masked-chrXIV-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.91&CDS=1-2010
3470	OG0003470	YNL126W	snap_masked-chrXIV-processed-gene-3.120-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-3.120&CDS=1-2535
3471	OG0003471	YNL127W	snap_masked-chrXIV-processed-gene-3.119-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-3.119&CDS=1-2898
3472	OG0003472	YNL128W	augustus_masked-chrXIV-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.70&CDS=1-1275
3473	OG0003473	YNL129W	augustus_masked-chrXIV-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.69&CDS=1-720
3474	OG0003474	YNL130C	maker-chrXIV-snap-gene-3.144-mRNA-1_1&gene=maker-chrXIV-snap-gene-3.144&CDS=1-1179
3475	OG0003475	YNL132W	genemark-chrXIV-processed-gene-3.21-mRNA-1_1&gene=genemark-chrXIV-processed-gene-3.21&CDS=1-3534
3476	OG0003476	YNL133C	augustus_masked-chrXIV-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.89&CDS=1-519
3477	OG0003477	YNL135C	augustus_masked-chrXIV-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.87&CDS=1-342
3478	OG0003478	YNL136W	augustus_masked-chrXIV-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.66&CDS=1-1161
3479	OG0003479	YNL137C	augustus_masked-chrXIV-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.86&CDS=1-1458
3480	OG0003480	YNL138W	augustus_masked-chrXIV-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.65&CDS=1-1881
3481	OG0003481	YNL139C	augustus_masked-chrXIV-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.85&CDS=1-4812
3482	OG0003482	YNL141W	augustus_masked-chrXIV-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.64&CDS=1-1041
3483	OG0003483	YNL142W	augustus_masked-chrXIV-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.63&CDS=1-1497
3484	OG0003484	YNL144C	augustus_masked-chrXIV-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.84&CDS=1-2166
3485	OG0003485	YNL147W	maker-chrXIV-augustus-gene-3.145-mRNA-1_1&gene=maker-chrXIV-augustus-gene-3.145&CDS=1-609
3486	OG0003486	YNL149C	augustus_masked-chrXIV-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.83&CDS=1-777
3487	OG0003487	YNL151C	augustus_masked-chrXIV-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.82&CDS=1-789
3488	OG0003488	YNL152W	augustus_masked-chrXIV-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.61&CDS=1-1218
3489	OG0003489	YNL153C	augustus_masked-chrXIV-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.81&CDS=1-387
3490	OG0003490	YNL155W	augustus_masked-chrXIV-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.60&CDS=1-834
3491	OG0003491	YNL156C	augustus_masked-chrXIV-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.79&CDS=1-885
3492	OG0003492	YNL157W	augustus_masked-chrXIV-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.59&CDS=1-1047
3493	OG0003493	YNL159C	genemark-chrXIV-processed-gene-3.34-mRNA-1_1&gene=genemark-chrXIV-processed-gene-3.34&CDS=1-867
3494	OG0003494	YNL160W	augustus_masked-chrXIV-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.58&CDS=1-1056
3495	OG0003495	YNL161W	augustus_masked-chrXIV-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.57&CDS=1-2283
3496	OG0003496	YNL162W-A	snap_masked-chrXIV-processed-gene-3.100-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-3.100&CDS=1-216
3497	OG0003497	YNL163C	augustus_masked-chrXIV-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.77&CDS=1-3330
3498	OG0003498	YNL164C	augustus_masked-chrXIV-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.76&CDS=1-1053
3499	OG0003499	YNL165W	augustus_masked-chrXIV-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.55&CDS=1-1233
3500	OG0003500	YNL166C	augustus_masked-chrXIV-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.75&CDS=1-1326
3501	OG0003501	YNL167C	augustus_masked-chrXIV-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.74&CDS=1-1959
3502	OG0003502	YNL168C	augustus_masked-chrXIV-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.73&CDS=1-777
3503	OG0003503	YNL169C	augustus_masked-chrXIV-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.72&CDS=1-1503
3504	OG0003504	YNL172W	augustus_masked-chrXIV-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.54&CDS=1-5220
3505	OG0003505	YNL175C	maker-chrXIV-augustus-gene-3.147-mRNA-1_1&gene=maker-chrXIV-augustus-gene-3.147&CDS=1-2364
3506	OG0003506	YNL176C	genemark-chrXIV-processed-gene-3.5-mRNA-1_1&gene=genemark-chrXIV-processed-gene-3.5&CDS=1-1788
3507	OG0003507	YNL177C	snap_masked-chrXIV-processed-gene-3.96-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-3.96&CDS=1-924
3508	OG0003508	YNL178W	augustus_masked-chrXIV-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.50&CDS=1-720
3509	OG0003509	YNL180C	augustus_masked-chrXIV-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.52&CDS=1-993
3510	OG0003510	YNL181W	augustus_masked-chrXIV-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.49&CDS=1-1221
3511	OG0003511	YNL182C	augustus_masked-chrXIV-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-3.51&CDS=1-1674
3512	OG0003512	YNL183C	augustus_masked-chrXIV-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.43&CDS=1-2376
3513	OG0003513	YNL185C	augustus_masked-chrXIV-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.42&CDS=1-474
3514	OG0003514	YNL186W	augustus_masked-chrXIV-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.29&CDS=1-2367
3515	OG0003515	YNL187W	genemark-chrXIV-processed-gene-2.71-mRNA-1_1&gene=genemark-chrXIV-processed-gene-2.71&CDS=1-2460
3516	OG0003516	YNL189W	augustus_masked-chrXIV-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.27&CDS=1-1626
3517	OG0003517	YNL190W	augustus_masked-chrXIV-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.26&CDS=1-600
3518	OG0003518	YNL191W	snap_masked-chrXIV-processed-gene-2.115-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.115&CDS=1-1071
3519	OG0003519	YNL192W	snap_masked-chrXIV-processed-gene-2.114-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.114&CDS=1-3387
3520	OG0003520	YNL193W	snap_masked-chrXIV-processed-gene-2.113-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.113&CDS=1-1686
3521	OG0003521	YNL196C	augustus_masked-chrXIV-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.40&CDS=1-897
3522	OG0003522	YNL197C	augustus_masked-chrXIV-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.39&CDS=1-2175
3523	OG0003523	YNL199C	augustus_masked-chrXIV-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.38&CDS=1-1605
3524	OG0003524	YNL200C	augustus_masked-chrXIV-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.37&CDS=1-738
3525	OG0003525	YNL201C	augustus_masked-chrXIV-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.36&CDS=1-2577
3526	OG0003526	YNL202W	augustus_masked-chrXIV-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.24&CDS=1-876
3527	OG0003527	YNL206C	augustus_masked-chrXIV-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.35&CDS=1-2202
3528	OG0003528	YNL207W	augustus_masked-chrXIV-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.23&CDS=1-1293
3529	OG0003529	YNL208W	augustus_masked-chrXIV-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.22&CDS=1-663
3530	OG0003530	YNL210W	augustus_masked-chrXIV-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.20&CDS=1-825
3531	OG0003531	YNL211C	snap_masked-chrXIV-processed-gene-2.129-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.129&CDS=1-252
3532	OG0003532	YNL212W	augustus_masked-chrXIV-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.19&CDS=1-2343
3533	OG0003533	YNL213C	augustus_masked-chrXIV-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.34&CDS=1-627
3534	OG0003534	YNL214W	snap_masked-chrXIV-processed-gene-2.106-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.106&CDS=1-1545
3535	OG0003535	YNL216W	augustus_masked-chrXIV-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.17&CDS=1-5193
3536	OG0003536	YNL219C	augustus_masked-chrXIV-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.33&CDS=1-1665
3537	OG0003537	YNL220W	augustus_masked-chrXIV-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.16&CDS=1-1299
3538	OG0003538	YNL221C	augustus_masked-chrXIV-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.32&CDS=1-2610
3539	OG0003539	YNL222W	augustus_masked-chrXIV-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.15&CDS=1-618
3540	OG0003540	YNL223W	augustus_masked-chrXIV-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.14&CDS=1-1455
3541	OG0003541	YNL224C	snap_masked-chrXIV-processed-gene-2.125-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.125&CDS=1-2286
3542	OG0003542	YNL225C	snap_masked-chrXIV-processed-gene-2.124-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.124&CDS=1-1746
3543	OG0003543	YNL227C	snap_masked-chrXIV-processed-gene-2.123-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.123&CDS=1-1800
3544	OG0003544	YNL229C	snap_masked-chrXIV-processed-gene-2.122-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.122&CDS=1-1032
3545	OG0003545	YNL230C	snap_masked-chrXIV-processed-gene-2.121-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.121&CDS=1-1122
3546	OG0003546	YNL231C	augustus_masked-chrXIV-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.30&CDS=1-1044
3547	OG0003547	YNL236W	augustus_masked-chrXIV-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.12&CDS=1-11367
3548	OG0003548	YNL239W	augustus_masked-chrXIV-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-2.11&CDS=1-1362
3549	OG0003549	YNL240C	maker-chrXIV-snap-gene-2.1-mRNA-1_1&gene=maker-chrXIV-snap-gene-2.1&CDS=1-1347
3550	OG0003550	YNL241C	snap_masked-chrXIV-processed-gene-2.95-mRNA-1_1&gene=snap_masked-chrXIV-processed-gene-2.95&CDS=1-1521
3551	OG0003551	YNL242W	augustus_masked-chrXIV-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.70&CDS=1-4761
3552	OG0003552	YNL243W	augustus_masked-chrXIV-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.69&CDS=1-2889
3553	OG0003553	YNL244C	maker-chrXIV-augustus-gene-1.8-mRNA-1_1&gene=maker-chrXIV-augustus-gene-1.8&CDS=1-891
3554	OG0003554	YNL247W	augustus_masked-chrXIV-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.68&CDS=1-3015
3555	OG0003555	YNL248C	augustus_masked-chrXIV-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.85&CDS=1-1245
3556	OG0003556	YNL249C	augustus_masked-chrXIV-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.84&CDS=1-1632
3557	OG0003557	YNL250W	augustus_masked-chrXIV-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.67&CDS=1-3936
3558	OG0003558	YNL251C	augustus_masked-chrXIV-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.83&CDS=1-1737
3559	OG0003559	YNL252C	augustus_masked-chrXIV-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.82&CDS=1-837
3560	OG0003560	YNL253W	augustus_masked-chrXIV-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.66&CDS=1-1266
3561	OG0003561	YNL254C	maker-chrXIV-augustus-gene-1.7-mRNA-1_1&gene=maker-chrXIV-augustus-gene-1.7&CDS=1-1641
3562	OG0003562	YNL256W	augustus_masked-chrXIV-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.65&CDS=1-2481
3563	OG0003563	YNL257C	augustus_masked-chrXIV-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.80&CDS=1-3690
3564	OG0003564	YNL258C	augustus_masked-chrXIV-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.79&CDS=1-3039
3565	OG0003565	YNL261W	augustus_masked-chrXIV-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.64&CDS=1-1437
3566	OG0003566	YNL262W	augustus_masked-chrXIV-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.63&CDS=1-6660
3567	OG0003567	YNL263C	augustus_masked-chrXIV-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.78&CDS=1-969
3568	OG0003568	YNL264C	augustus_masked-chrXIV-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-chrXIV-processed-gene-1.77&CDS=1-1053
