	OrthologID	Saccharomyces_cerevisiae	Zygosaccharomyces_rouxii
3020	OG0003020	YMR133W	augustus_masked-Zyro0A-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-7.101&CDS=1-1233
3021	OG0003021	YMR134W	genemark-Zyro0A-processed-gene-6.57-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-6.57&CDS=1-711
3022	OG0003022	YMR135C	augustus_masked-Zyro0A-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.88&CDS=1-975
3023	OG0003023	YMR137C	augustus_masked-Zyro0A-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.87&CDS=1-1470
3024	OG0003024	YMR139W	augustus_masked-Zyro0A-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.110&CDS=1-1101
3025	OG0003025	YMR140W	augustus_masked-Zyro0A-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.108&CDS=1-1416
3026	OG0003026	YMR144W	augustus_masked-Zyro0A-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.105&CDS=1-1080
3027	OG0003027	YMR145C	genemark-Zyro0A-processed-gene-6.24-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-6.24&CDS=1-1620
3028	OG0003028	YMR146C	augustus_masked-Zyro0A-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.82&CDS=1-1038
3029	OG0003029	YMR148W	snap_masked-Zyro0A-processed-gene-6.165-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-6.165&CDS=1-1209
3030	OG0003030	YMR149W	snap_masked-Zyro0A-processed-gene-6.164-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-6.164&CDS=1-828
3031	OG0003031	YMR150C	genemark-Zyro0A-processed-gene-6.21-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-6.21&CDS=1-570
3032	OG0003032	YMR153W	augustus_masked-Zyro0A-processed-gene-6.100-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.100&CDS=1-1425
3033	OG0003033	YMR154C	augustus_masked-Zyro0A-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.78&CDS=1-2088
3034	OG0003034	YMR155W	augustus_masked-Zyro0A-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.97&CDS=1-1929
3035	OG0003035	YMR156C	genemark-Zyro0A-processed-gene-6.16-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-6.16&CDS=1-528
3036	OG0003036	YMR157C	augustus_masked-Zyro0A-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.75&CDS=1-714
3037	OG0003037	YMR158W	augustus_masked-Zyro0A-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.94&CDS=1-465
3038	OG0003038	YMR159C	augustus_masked-Zyro0A-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.73&CDS=1-381
3039	OG0003039	YMR161W	augustus_masked-Zyro0A-processed-gene-6.91-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.91&CDS=1-714
3040	OG0003040	YMR162C	augustus_masked-Zyro0A-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.71&CDS=1-4806
3041	OG0003041	YMR163C	augustus_masked-Zyro0A-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.70&CDS=1-1869
3042	OG0003042	YMR164C	augustus_masked-Zyro0A-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.69&CDS=1-597
3043	OG0003043	YMR165C	augustus_masked-Zyro0A-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.68&CDS=1-2487
3044	OG0003044	YMR166C	augustus_masked-Zyro0A-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.63&CDS=1-1089
3045	OG0003045	YMR167W	augustus_masked-Zyro0A-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-6.66&CDS=1-2217
3046	OG0003046	YMR171C	augustus_masked-Zyro0A-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.29&CDS=1-1779
3047	OG0003047	YMR172W	augustus_masked-Zyro0E-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-5.65&CDS=1-2010
3048	OG0003048	YMR176W	augustus_masked-Zyro0E-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-6.0&CDS=1-3957
3049	OG0003049	YMR177W	augustus_masked-Zyro0E-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-6.1&CDS=1-1509
3050	OG0003050	YMR178W	augustus_masked-Zyro0E-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-6.2&CDS=1-870
3051	OG0003051	YMR179W	augustus_masked-Zyro0E-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-6.3&CDS=1-1989
3052	OG0003052	YMR181C	augustus_masked-Zyro0E-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-6.25&CDS=1-384
3053	OG0003053	YMR184W	augustus_masked-Zyro0E-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-6.9&CDS=1-543
3054	OG0003054	YMR187C	augustus_masked-Zyro0E-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-6.32&CDS=1-1305
3055	OG0003055	YMR188C	genemark-Zyro0E-processed-gene-6.124-mRNA-1_1&gene=genemark-Zyro0E-processed-gene-6.124&CDS=1-690
3056	OG0003056	YMR189W	augustus_masked-Zyro0E-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-6.16&CDS=1-3048
3057	OG0003057	YMR190C	augustus_masked-Zyro0E-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-6.36&CDS=1-3876
3058	OG0003058	YMR193W	maker-Zyro0C-augustus-gene-4.105-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-4.105&CDS=1-1035
3059	OG0003059	YMR194C-B	snap_masked-Zyro0C-processed-gene-4.118-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-4.118&CDS=1-222
3060	OG0003060	YMR196W	augustus_masked-Zyro0C-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-4.78&CDS=1-3210
3061	OG0003061	YMR197C	augustus_masked-Zyro0C-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-4.60&CDS=1-660
3062	OG0003062	YMR201C	augustus_masked-Zyro0C-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-4.57&CDS=1-1872
3063	OG0003063	YMR203W	maker-Zyro0C-augustus-gene-4.103-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-4.103&CDS=1-2121
3064	OG0003064	YMR204C	augustus_masked-Zyro0D-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-7.141&CDS=1-861
3065	OG0003065	YMR206W	snap_masked-Zyro0D-processed-gene-7.51-mRNA-1_1&gene=snap_masked-Zyro0D-processed-gene-7.51&CDS=1-303
3066	OG0003066	YMR208W	augustus_masked-Zyro0F-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.60&CDS=1-1254
3067	OG0003067	YMR209C	augustus_masked-Zyro0F-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.80&CDS=1-1350
3068	OG0003068	YMR211W	augustus_masked-Zyro0F-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.62&CDS=1-1383
3069	OG0003069	YMR212C	augustus_masked-Zyro0F-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.82&CDS=1-2223
3070	OG0003070	YMR213W	augustus_masked-Zyro0F-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-7.64&CDS=1-1638
3071	OG0003071	YMR214W	maker-Zyro0A-augustus-gene-5.136-mRNA-1_1&gene=maker-Zyro0A-augustus-gene-5.136&CDS=1-1632
3072	OG0003072	YMR215W	augustus_masked-Zyro0A-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.10&CDS=1-1578
3073	OG0003073	YMR216C	genemark-Zyro0A-processed-gene-5.49-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-5.49&CDS=1-2211
3074	OG0003074	YMR217W	augustus_masked-Zyro0A-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.9&CDS=1-1569
3075	OG0003075	YMR218C	augustus_masked-Zyro0A-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-5.6&CDS=1-3273
3076	OG0003076	YMR219W	snap_masked-Zyro0A-processed-gene-4.59-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-4.59&CDS=1-4533
3077	OG0003077	YMR220W	snap_masked-Zyro0A-processed-gene-4.58-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-4.58&CDS=1-1359
3078	OG0003078	YMR221C	augustus_masked-Zyro0A-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-4.91&CDS=1-1497
3079	OG0003079	YMR223W	augustus_masked-Zyro0A-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-4.112&CDS=1-1395
3080	OG0003080	YMR224C	augustus_masked-Zyro0A-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-4.89&CDS=1-2742
3081	OG0003081	YMR226C	augustus_masked-Zyro0A-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-4.86&CDS=1-819
3082	OG0003082	YMR227C	augustus_masked-Zyro0G-processed-gene-13.51-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-13.51&CDS=1-1761
3083	OG0003083	YMR228W	augustus_masked-Zyro0G-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-12.34&CDS=1-1023
3084	OG0003084	YMR229C	augustus_masked-Zyro0G-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-12.13&CDS=1-5151
3085	OG0003085	YMR231W	augustus_masked-Zyro0G-processed-gene-12.31-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-12.31&CDS=1-3072
3086	OG0003086	YMR232W	augustus_masked-Zyro0G-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-12.30&CDS=1-2121
3087	OG0003087	YMR233W	augustus_masked-Zyro0G-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-12.28&CDS=1-762
3088	OG0003088	YMR234W	genemark-Zyro0C-processed-gene-0.136-mRNA-1_1&gene=genemark-Zyro0C-processed-gene-0.136&CDS=1-1044
3089	OG0003089	YMR235C	augustus_masked-Zyro0C-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.67&CDS=1-1206
3090	OG0003090	YMR236W	augustus_masked-Zyro0F-processed-gene-10.0-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.0&CDS=1-465
3091	OG0003091	YMR239C	augustus_masked-Zyro0F-processed-gene-10.20-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.20&CDS=1-1368
3092	OG0003092	YMR240C	augustus_masked-Zyro0F-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.21&CDS=1-1362
3093	OG0003093	YMR241W	augustus_masked-Zyro0F-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.6&CDS=1-924
3094	OG0003094	YMR243C	augustus_masked-Zyro0F-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.28&CDS=1-1329
3095	OG0003095	YMR244C-A	augustus_masked-Zyro0F-processed-gene-10.30-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.30&CDS=1-339
3096	OG0003096	YMR244W	augustus_masked-Zyro0F-processed-gene-10.7-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.7&CDS=1-915
3097	OG0003097	YMR247C	augustus_masked-Zyro0F-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-10.31&CDS=1-6078
3098	OG0003098	YMR250W	snap_masked-Zyro0F-processed-gene-10.98-mRNA-1_1&gene=snap_masked-Zyro0F-processed-gene-10.98&CDS=1-1770
3099	OG0003099	YMR252C	augustus_masked-Zyro0G-processed-gene-10.119-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.119&CDS=1-339
3100	OG0003100	YMR258C	snap_masked-Zyro0G-processed-gene-10.38-mRNA-1_1&gene=snap_masked-Zyro0G-processed-gene-10.38&CDS=1-3978
3101	OG0003101	YMR259C	augustus_masked-Zyro0G-processed-gene-10.123-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.123&CDS=1-4242
3102	OG0003102	YMR260C	augustus_masked-Zyro0G-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.124&CDS=1-459
3103	OG0003103	YMR261C	augustus_masked-Zyro0G-processed-gene-10.125-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.125&CDS=1-3234
3104	OG0003104	YMR262W	augustus_masked-Zyro0G-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.105&CDS=1-1785
3105	OG0003105	YMR265C	augustus_masked-Zyro0G-processed-gene-10.127-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-10.127&CDS=1-1233
3106	OG0003106	YMR267W	genemark-Zyro0G-processed-gene-11.53-mRNA-1_1&gene=genemark-Zyro0G-processed-gene-11.53&CDS=1-867
3107	OG0003107	YMR268C	augustus_masked-Zyro0G-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-11.101&CDS=1-1260
3108	OG0003108	YMR269W	augustus_masked-Zyro0G-processed-gene-11.100-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-11.100&CDS=1-594
3109	OG0003109	YMR270C	augustus_masked-Zyro0G-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-11.120&CDS=1-1062
3110	OG0003110	YMR272C	augustus_masked-Zyro0G-processed-gene-11.122-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-11.122&CDS=1-1152
3111	OG0003111	YMR274C	augustus_masked-Zyro0G-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-11.125&CDS=1-906
3112	OG0003112	YMR276W	augustus_masked-Zyro0G-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-11.106&CDS=1-1107
3113	OG0003113	YMR277W	genemark-Zyro0G-processed-gene-11.63-mRNA-1_1&gene=genemark-Zyro0G-processed-gene-11.63&CDS=1-2292
3114	OG0003114	YMR278W	maker-Zyro0G-augustus-gene-11.1-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-11.1&CDS=1-2793
3115	OG0003115	YMR280C	augustus_masked-Zyro0G-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-11.127&CDS=1-7404
3116	OG0003116	YMR281W	augustus_masked-Zyro0G-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-Zyro0G-processed-gene-11.110&CDS=1-840
3117	OG0003117	YMR283C	maker-Zyro0G-augustus-gene-11.3-mRNA-1_1&gene=maker-Zyro0G-augustus-gene-11.3&CDS=1-2940
3118	OG0003118	YMR284W	augustus_masked-Zyro0C-processed-gene-11.22-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.22&CDS=1-1782
3119	OG0003119	YMR285C	genemark-Zyro0C-processed-gene-11.103-mRNA-1_1&gene=genemark-Zyro0C-processed-gene-11.103&CDS=1-1374
3120	OG0003120	YMR286W	augustus_masked-Zyro0C-processed-gene-11.23-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.23&CDS=1-252
3121	OG0003121	YMR287C	augustus_masked-Zyro0C-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.46&CDS=1-2847
3122	OG0003122	YMR288W	augustus_masked-Zyro0D-processed-gene-6.137-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.137&CDS=1-2892
3123	OG0003123	YMR289W	augustus_masked-Zyro0D-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.136&CDS=1-1257
3124	OG0003124	YMR290C	augustus_masked-Zyro0D-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.119&CDS=1-1482
3125	OG0003125	YMR291W	snap_masked-Zyro0D-processed-gene-6.40-mRNA-1_1&gene=snap_masked-Zyro0D-processed-gene-6.40&CDS=1-1536
3126	OG0003126	YMR293C	augustus_masked-Zyro0D-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.116&CDS=1-1407
3127	OG0003127	YMR294W	augustus_masked-Zyro0D-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.133&CDS=1-1080
3128	OG0003128	YMR295C	augustus_masked-Zyro0D-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.114&CDS=1-585
3129	OG0003129	YMR296C	augustus_masked-Zyro0D-processed-gene-6.113-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.113&CDS=1-1659
3130	OG0003130	YMR300C	augustus_masked-Zyro0D-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.110&CDS=1-1527
3131	OG0003131	YMR301C	augustus_masked-Zyro0D-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.109&CDS=1-2127
3132	OG0003132	YMR302C	augustus_masked-Zyro0D-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.108&CDS=1-2472
3133	OG0003133	YMR304W	augustus_masked-Zyro0D-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-6.129&CDS=1-3579
3134	OG0003134	YMR308C	augustus_masked-Zyro0C-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-1.5&CDS=1-3276
3135	OG0003135	YMR309C	augustus_masked-Zyro0C-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-1.4&CDS=1-2457
3136	OG0003136	YMR310C	augustus_masked-Zyro0C-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.74&CDS=1-1053
3137	OG0003137	YMR311C	augustus_masked-Zyro0C-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.73&CDS=1-588
3138	OG0003138	YMR312W	augustus_masked-Zyro0C-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.91&CDS=1-768
3139	OG0003139	YMR313C	augustus_masked-Zyro0C-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.70&CDS=1-1752
3140	OG0003140	YMR314W	augustus_masked-Zyro0C-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-0.90&CDS=1-699
3141	OG0003141	YMR315W	augustus_masked-Zyro0C-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-3.1&CDS=1-1047
3142	OG0003142	YMR319C	augustus_masked-Zyro0F-processed-gene-14.161-mRNA-1_1&gene=augustus_masked-Zyro0F-processed-gene-14.161&CDS=1-1671
3143	OG0003143	YNL001W	augustus_masked-Zyro0E-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-3.133&CDS=1-1176
3144	OG0003144	YNL002C	augustus_masked-Zyro0E-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-3.123&CDS=1-798
3145	OG0003145	YNL003C	augustus_masked-Zyro0E-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-3.125&CDS=1-837
3146	OG0003146	YNL004W	augustus_masked-Zyro0E-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-3.143&CDS=1-1227
3147	OG0003147	YNL005C	augustus_masked-Zyro0E-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-3.127&CDS=1-1110
3148	OG0003148	YNL006W	augustus_masked-Zyro0E-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-3.122&CDS=1-909
3149	OG0003149	YNL007C	augustus_masked-Zyro0E-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-3.137&CDS=1-1071
3150	OG0003150	YNL010W	augustus_masked-Zyro0E-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-3.147&CDS=1-720
3151	OG0003151	YNL011C	augustus_masked-Zyro0E-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-Zyro0E-processed-gene-3.128&CDS=1-1338
3152	OG0003152	YNL015W	snap_masked-Zyro0A-processed-gene-2.3-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-2.3&CDS=1-228
3153	OG0003153	YNL016W	augustus_masked-Zyro0A-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-2.55&CDS=1-1227
3154	OG0003154	YNL021W	augustus_masked-Zyro0A-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.38&CDS=1-2121
3155	OG0003155	YNL022C	augustus_masked-Zyro0A-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.21&CDS=1-1395
3156	OG0003156	YNL023C	augustus_masked-Zyro0A-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.22&CDS=1-2859
3157	OG0003157	YNL024C-A	snap_masked-Zyro0A-processed-gene-1.119-mRNA-1_1&gene=snap_masked-Zyro0A-processed-gene-1.119&CDS=1-216
3158	OG0003158	YNL025C	augustus_masked-Zyro0A-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.24&CDS=1-993
3159	OG0003159	YNL026W	augustus_masked-Zyro0A-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.28&CDS=1-1476
3160	OG0003160	YNL027W	genemark-Zyro0A-processed-gene-1.74-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-1.74&CDS=1-1857
3161	OG0003161	YNL032W	augustus_masked-Zyro0A-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.25&CDS=1-510
3162	OG0003162	YNL035C	augustus_masked-Zyro0A-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.37&CDS=1-1128
3163	OG0003163	YNL036W	augustus_masked-Zyro0D-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-2.74&CDS=1-612
3164	OG0003164	YNL037C	augustus_masked-Zyro0D-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-2.61&CDS=1-1083
3165	OG0003165	YNL038W	snap_masked-Zyro0D-processed-gene-2.28-mRNA-1_1&gene=snap_masked-Zyro0D-processed-gene-2.28&CDS=1-591
3166	OG0003166	YNL039W	augustus_masked-Zyro0D-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-2.77&CDS=1-1707
3167	OG0003167	YNL040W	augustus_masked-Zyro0A-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.36&CDS=1-1335
3168	OG0003168	YNL041C	augustus_masked-Zyro0D-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-2.72&CDS=1-2517
3169	OG0003169	YNL042W	augustus_masked-Zyro0D-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-2.57&CDS=1-1224
3170	OG0003170	YNL045W	augustus_masked-Zyro0D-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-2.56&CDS=1-2361
3171	OG0003171	YNL050C	augustus_masked-Zyro0D-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-2.52&CDS=1-729
3172	OG0003172	YNL051W	augustus_masked-Zyro0D-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-Zyro0D-processed-gene-1.23&CDS=1-5199
3173	OG0003173	YNL054W	augustus_masked-Zyro0A-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.18&CDS=1-2844
3174	OG0003174	YNL055C	augustus_masked-Zyro0A-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.35&CDS=1-843
3175	OG0003175	YNL056W	augustus_masked-Zyro0A-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.16&CDS=1-513
3176	OG0003176	YNL058C	augustus_masked-Zyro0A-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.33&CDS=1-939
3177	OG0003177	YNL059C	augustus_masked-Zyro0A-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.32&CDS=1-2244
3178	OG0003178	YNL061W	augustus_masked-Zyro0A-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.14&CDS=1-1851
3179	OG0003179	YNL062C	augustus_masked-Zyro0A-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.31&CDS=1-1362
3180	OG0003180	YNL063W	genemark-Zyro0A-processed-gene-1.59-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-1.59&CDS=1-909
3181	OG0003181	YNL064C	augustus_masked-Zyro0A-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-1.30&CDS=1-1236
3182	OG0003182	YNL071W	maker-Zyro0A-augustus-gene-0.1-mRNA-1_1&gene=maker-Zyro0A-augustus-gene-0.1&CDS=1-2319
3183	OG0003183	YNL072W	genemark-Zyro0A-processed-gene-0.95-mRNA-1_1&gene=genemark-Zyro0A-processed-gene-0.95&CDS=1-927
3184	OG0003184	YNL073W	augustus_masked-Zyro0A-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-Zyro0A-processed-gene-0.55&CDS=1-1503
3185	OG0003185	YNL075W	maker-Zyro0C-augustus-gene-11.174-mRNA-1_1&gene=maker-Zyro0C-augustus-gene-11.174&CDS=1-2031
3186	OG0003186	YNL077W	augustus_masked-Zyro0C-processed-gene-11.49-mRNA-1_1&gene=augustus_masked-Zyro0C-processed-gene-11.49&CDS=1-1473
3187	OG0003187	YNL078W	snap_masked-Zyro0C-processed-gene-11.168-mRNA-1_1&gene=snap_masked-Zyro0C-processed-gene-11.168&CDS=1-897
