	OrthologID	Priceomyces_haplophilus	Saccharomyces_cerevisiae
2867	OG0002867	-processed-gene-5.84-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.84&CDS=1-753	YML014W
2868	OG0002868	-processed-gene-5.62-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.62&CDS=1-726	YML015C
2869	OG0002869	-processed-gene-5.63-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.63&CDS=1-333	YLR364W
2870	OG0002870	-processed-gene-5.86-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.86&CDS=1-1410	YLR058C
2871	OG0002871	-processed-gene-5.137-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.137&CDS=1-1695	YBR280C
2872	OG0002872	-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.13&CDS=1-1998	YDL144C
2873	OG0002873	-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.34&CDS=1-3102	YJL100W
2874	OG0002874	-processed-gene-5.67-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.67&CDS=1-2922	YBR281C
2875	OG0002875	-processed-gene-5.93-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.93&CDS=1-1383	YMR140W
2876	OG0002876	-processed-gene-5.98-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.98&CDS=1-885	YER175C
2877	OG0002877	-processed-gene-5.99-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.99&CDS=1-1023	YDR297W
2878	OG0002878	-processed-gene-5.68-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.68&CDS=1-576	YKR068C
2879	OG0002879	-processed-gene-5.70-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.70&CDS=1-516	YOR052C
2880	OG0002880	-processed-gene-5.100-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.100&CDS=1-1338	YOR051C
2881	OG0002881	-snap-gene-5.0-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-5.0&CDS=1-2709	YKR069W
2882	OG0002882	-processed-gene-5.74-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-5.74&CDS=1-1128	YOR042W
2883	OG0002883	-processed-gene-6.3-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.3&CDS=1-4329	YNL088W
2884	OG0002884	-processed-gene-6.31-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.31&CDS=1-1152	YFL030W
2885	OG0002885	-processed-gene-6.6-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.6&CDS=1-252	YLR038C
2886	OG0002886	-processed-gene-6.32-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.32&CDS=1-600	YMR132C
2887	OG0002887	-processed-gene-6.97-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.97&CDS=1-7836	YCR093W
2888	OG0002888	-processed-gene-6.9-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.9&CDS=1-660	YDR177W
2889	OG0002889	-processed-gene-6.10-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.10&CDS=1-1413	YNR051C
2890	OG0002890	-processed-gene-6.12-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.12&CDS=1-1443	YNR052C
2891	OG0002891	-snap-gene-6.89-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-6.89&CDS=1-1623	YNR053C
2892	OG0002892	-processed-gene-6.13-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.13&CDS=1-2694	YPR097W
2893	OG0002893	-processed-gene-6.15-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.15&CDS=1-1686	YLR023C
2894	OG0002894	-processed-gene-6.34-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.34&CDS=1-1683	YDR536W
2895	OG0002895	-augustus-gene-6.45-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-augustus-gene-6.45&CDS=1-990	YMR234W
2896	OG0002896	-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.61&CDS=1-2193	YLL035W
2897	OG0002897	-processed-gene-6.35-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.35&CDS=1-2550	YFL047W
2898	OG0002898	-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.65&CDS=1-2106	YHL023C
2899	OG0002899	-processed-gene-6.39-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.39&CDS=1-7071	YHR165C
2900	OG0002900	-processed-gene-6.22-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.22&CDS=1-1728	YMR296C
2901	OG0002901	-processed-gene-6.40-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.40&CDS=1-1728	YHR166C
2902	OG0002902	-processed-gene-6.26-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.26&CDS=1-1473	YFL018C
2903	OG0002903	-processed-gene-6.27-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.27&CDS=1-759	YJL063C
2904	OG0002904	-processed-gene-6.28-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.28&CDS=1-966	YBR265W
2905	OG0002905	-augustus-gene-6.47-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-augustus-gene-6.47&CDS=1-1245	YLR439W
2906	OG0002906	-processed-gene-6.29-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-6.29&CDS=1-261	YLR438C-A
2907	OG0002907	-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.9&CDS=1-2475	YLR440C
2908	OG0002908	-processed-gene-7.60-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.60&CDS=1-4536	YML059C
2909	OG0002909	-processed-gene-7.61-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.61&CDS=1-1872	YLR352W
2910	OG0002910	-processed-gene-7.63-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.63&CDS=1-432	YPR017C
2911	OG0002911	-processed-gene-7.65-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.65&CDS=1-1410	YGL181W
2912	OG0002912	-processed-gene-7.67-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.67&CDS=1-735	YPR016C
2913	OG0002913	-processed-gene-7.68-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.68&CDS=1-5640	YLR305C
2914	OG0002914	-processed-gene-7.88-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.88&CDS=1-264	YER048W-A
2915	OG0002915	-processed-gene-7.90-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.90&CDS=1-3651	YMR218C
2916	OG0002916	-processed-gene-7.92-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.92&CDS=1-1746	YAL058W
2917	OG0002917	-snap-gene-7.4-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-7.4&CDS=1-540	YAL059W
2918	OG0002918	-processed-gene-7.94-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.94&CDS=1-1974	YDR311W
2919	OG0002919	-processed-gene-7.70-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.70&CDS=1-471	YIL157C
2920	OG0002920	-processed-gene-7.72-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.72&CDS=1-1065	YKR087C
2921	OG0002921	-processed-gene-7.73-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.73&CDS=1-744	YOR077W
2922	OG0002922	-processed-gene-7.97-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.97&CDS=1-2064	YKR099W
2923	OG0002923	-processed-gene-7.98-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.98&CDS=1-987	YKR080W
2924	OG0002924	-processed-gene-7.99-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.99&CDS=1-1827	YOR070C
2925	OG0002925	-processed-gene-7.100-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.100&CDS=1-1632	YHR064C
2926	OG0002926	-processed-gene-7.75-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.75&CDS=1-216	YDR320C-A
2927	OG0002927	-processed-gene-7.102-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.102&CDS=1-183	YHR072W-A
2928	OG0002928	-processed-gene-7.76-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.76&CDS=1-2229	YDR320C
2929	OG0002929	-processed-gene-7.78-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.78&CDS=1-537	YMR295C
2930	OG0002930	-snap-gene-7.3-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-7.3&CDS=1-600	YGL200C
2931	OG0002931	-processed-gene-7.81-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-7.81&CDS=1-1248	YLR027C
2932	OG0002932	-snap-gene-7.5-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-7.5&CDS=1-2580	YER133W
2933	OG0002933	-augustus-gene-7.56-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-augustus-gene-7.56&CDS=1-1986	YGL148W
2934	OG0002934	-processed-gene-8.7-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.7&CDS=1-1341	YDR148C
2935	OG0002935	-processed-gene-8.5-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.5&CDS=1-2247	YPR181C
2936	OG0002936	-snap-gene-8.102-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-8.102&CDS=1-1038	YPR180W
2937	OG0002937	-augustus-gene-8.54-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-augustus-gene-8.54&CDS=1-3225	YPR179C
2938	OG0002938	-processed-gene-8.15-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.15&CDS=1-924	YHR142W
2939	OG0002939	-processed-gene-8.33-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.33&CDS=1-369	YKL192C
2940	OG0002940	-processed-gene-8.18-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.18&CDS=1-486	YNR036C
2941	OG0002941	-processed-gene-8.34-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.34&CDS=1-1080	YNR035C
2942	OG0002942	-processed-gene-8.136-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.136&CDS=1-1953	YMR216C
2943	OG0002943	-processed-gene-8.140-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.140&CDS=1-1809	YGR123C
2944	OG0002944	-snap-gene-8.104-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-8.104&CDS=1-4998	YDL145C
2945	OG0002945	-processed-gene-8.42-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.42&CDS=1-2754	YPL084W
2946	OG0002946	-processed-gene-8.25-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.25&CDS=1-1167	YDL183C
2947	OG0002947	-processed-gene-8.47-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-8.47&CDS=1-1857	YDL185W
2948	OG0002948	-processed-gene-9.4-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.4&CDS=1-1329	YBR162C
2949	OG0002949	-processed-gene-9.5-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.5&CDS=1-720	YOR095C
2950	OG0002950	-processed-gene-9.31-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.31&CDS=1-1824	YHR114W
2951	OG0002951	-processed-gene-9.99-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.99&CDS=1-2214	YNL094W
2952	OG0002952	-processed-gene-9.32-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.32&CDS=1-1098	YOR091W
2953	OG0002953	-processed-gene-9.33-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.33&CDS=1-8322	YIL129C
2954	OG0002954	-processed-gene-9.8-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.8&CDS=1-3324	YIL128W
2955	OG0002955	-processed-gene-9.34-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.34&CDS=1-576	YIL127C
2956	OG0002956	-processed-gene-9.9-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.9&CDS=1-2298	YAL021C
2957	OG0002957	-processed-gene-9.11-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.11&CDS=1-2868	YLR129W
2958	OG0002958	-processed-gene-9.12-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.12&CDS=1-3270	YOL051W
2959	OG0002959	-processed-gene-9.13-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.13&CDS=1-480	YPR073C
2960	OG0002960	-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.65&CDS=1-2031	YPR074C
2961	OG0002961	-snap-gene-9.91-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-9.91&CDS=1-474	YOR357C
2962	OG0002962	-processed-gene-9.122-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.122&CDS=1-1446	YGL055W
2963	OG0002963	-processed-gene-9.23-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.23&CDS=1-3033	YMR189W
2964	OG0002964	-snap-gene-9.90-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-9.90&CDS=1-1512	YPL247C
2965	OG0002965	-processed-gene-9.123-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.123&CDS=1-1377	YHR036W
2966	OG0002966	-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.70&CDS=1-1743	YHR085W
2967	OG0002967	-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.84&CDS=1-2547	YLR268W
2968	OG0002968	-processed-gene-9.40-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.40&CDS=1-1413	YOR260W
2969	OG0002969	-processed-gene-9.29-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.29&CDS=1-1245	YOR259C
2970	OG0002970	-processed-gene-9.41-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.41&CDS=1-969	YPL173W
2971	OG0002971	-processed-gene-9.128-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.128&CDS=1-516	YOR257W
2972	OG0002972	-processed-gene-9.43-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.43&CDS=1-1341	YPL175W
2973	OG0002973	-processed-gene-9.44-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-9.44&CDS=1-1776	YPL169C
2974	OG0002974	-processed-gene-10.2-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.2&CDS=1-435	YPL170W
2975	OG0002975	-processed-gene-10.0-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.0&CDS=1-522	YOR253W
2976	OG0002976	-processed-gene-10.3-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.3&CDS=1-1986	YOR254C
2977	OG0002977	-processed-gene-10.4-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.4&CDS=1-1767	YMR120C
2978	OG0002978	-processed-gene-10.6-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.6&CDS=1-678	YER004W
2979	OG0002979	-processed-gene-10.7-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.7&CDS=1-693	YPR124W
2980	OG0002980	-processed-gene-10.30-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.30&CDS=1-3375	YPR055W
2981	OG0002981	-processed-gene-10.8-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.8&CDS=1-1560	YBR098W
2982	OG0002982	-processed-gene-10.31-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.31&CDS=1-846	YBR101C
2983	OG0002983	-processed-gene-10.9-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.9&CDS=1-1245	YCR012W
2984	OG0002984	-processed-gene-10.32-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.32&CDS=1-1950	YBR041W
2985	OG0002985	-processed-gene-10.10-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.10&CDS=1-1431	YER141W
2986	OG0002986	-processed-gene-10.34-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.34&CDS=1-2055	YER140W
2987	OG0002987	-processed-gene-10.36-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.36&CDS=1-1704	YFR028C
2988	OG0002988	-snap-gene-10.99-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-10.99&CDS=1-777	YDR064W
2989	OG0002989	-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.66&CDS=1-6948	YBR097W
2990	OG0002990	-processed-gene-10.18-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.18&CDS=1-390	YPR063C
2991	OG0002991	-processed-gene-10.37-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.37&CDS=1-1707	YBR103W
2992	OG0002992	-processed-gene-10.19-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.19&CDS=1-2196	YBR102C
2993	OG0002993	-processed-gene-10.38-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.38&CDS=1-1848	YBR043C
2994	OG0002994	-processed-gene-10.121-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.121&CDS=1-13254	YHR099W
2995	OG0002995	-snap-gene-10.101-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-10.101&CDS=1-618	YHR100C
2996	OG0002996	-processed-gene-10.22-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.22&CDS=1-1875	YDR266C
2997	OG0002997	-processed-gene-10.91-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.91&CDS=1-702	YJR074W
2998	OG0002998	-processed-gene-10.93-mRNA-1_1&gene=augustus_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.93&CDS=1-1059	YMR214W
2999	OG0002999	-processed-gene-10.24-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.24&CDS=1-1479	YMR211W
3000	OG0003000	-processed-gene-10.42-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.42&CDS=1-1335	YNR050C
3001	OG0003001	-processed-gene-10.25-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.25&CDS=1-633	YJR073C
3002	OG0003002	-processed-gene-10.26-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.26&CDS=1-936	YOR352W
3003	OG0003003	-processed-gene-10.29-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.29&CDS=1-3753	YKL209C
3004	OG0003004	-processed-gene-10.45-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-10.45&CDS=1-3063	YKL210W
3005	OG0003005	-processed-gene-11.4-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.4&CDS=1-330	YBL001C
3006	OG0003006	-augustus-gene-11.50-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-augustus-gene-11.50&CDS=1-2208	YCR002C
3007	OG0003007	-processed-gene-11.1-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.1&CDS=1-615	YCR003W
3008	OG0003008	-processed-gene-11.3-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.3&CDS=1-693	YBR035C
3009	OG0003009	-processed-gene-11.33-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.33&CDS=1-603	YDR032C
3010	OG0003010	-processed-gene-11.34-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.34&CDS=1-303	YDR016C
3011	OG0003011	-processed-gene-11.35-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.35&CDS=1-2409	YDR017C
3012	OG0003012	-processed-gene-11.11-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.11&CDS=1-2784	YDL031W
3013	OG0003013	-processed-gene-11.36-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.36&CDS=1-1434	YOL123W
3014	OG0003014	-processed-gene-11.12-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.12&CDS=1-1302	YOL124C
3015	OG0003015	-snap-gene-11.91-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-11.91&CDS=1-582	YGR078C
3016	OG0003016	-processed-gene-11.37-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.37&CDS=1-1002	YOL073C
3017	OG0003017	-processed-gene-11.38-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.38&CDS=1-12636	YKR054C
3018	OG0003018	-processed-gene-11.19-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.19&CDS=1-969	YDR044W
3019	OG0003019	-augustus-gene-11.51-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-augustus-gene-11.51&CDS=1-3648	YNL308C
3020	OG0003020	-processed-gene-11.21-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.21&CDS=1-1026	YML095C
3021	OG0003021	-processed-gene-11.41-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.41&CDS=1-462	YML094W
3022	OG0003022	-processed-gene-11.117-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.117&CDS=1-1089	YOL054W
3023	OG0003023	-processed-gene-11.25-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.25&CDS=1-1776	YMR258C
3024	OG0003024	-processed-gene-11.27-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.27&CDS=1-2979	YKL205W
3025	OG0003025	-processed-gene-11.28-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.28&CDS=1-1653	YJL069C
3026	OG0003026	-snap-gene-11.94-mRNA-1_1&gene=maker-gi|1002316139|dbj|BCIF01000001.1|-snap-gene-11.94&CDS=1-267	YJL062W-A
3027	OG0003027	-processed-gene-11.44-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-11.44&CDS=1-2100	YAL043C
3028	OG0003028	-processed-gene-12.4-mRNA-1_1&gene=genemark-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-12.4&CDS=1-1095	YJR068W
3029	OG0003029	-processed-gene-12.62-mRNA-1_1&gene=snap_masked-gi|1002316139|dbj|BCIF01000001.1|-processed-gene-12.62&CDS=1-1068	YOR043W
