	OrthologID	Eremothecium_sinecaudum	Saccharomyces_cerevisiae
2560	OG0002560	augustus_masked-CP014245.1-processed-gene-10.182-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.182&CDS=1-888	YGL025C
2561	OG0002561	augustus_masked-CP014245.1-processed-gene-10.156-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.156&CDS=1-2604	YML093W
2562	OG0002562	augustus_masked-CP014245.1-processed-gene-10.184-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.184&CDS=1-1221	YML092C
2563	OG0002563	snap_masked-CP014245.1-processed-gene-10.58-mRNA-1_1&gene=snap_masked-CP014245.1-processed-gene-10.58&CDS=1-180	YML129C
2564	OG0002564	snap_masked-CP014245.1-processed-gene-10.59-mRNA-1_1&gene=snap_masked-CP014245.1-processed-gene-10.59&CDS=1-2091	YML128C
2565	OG0002565	augustus_masked-CP014245.1-processed-gene-10.158-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.158&CDS=1-1755	YML127W
2566	OG0002566	snap_masked-CP014245.1-processed-gene-10.60-mRNA-1_1&gene=snap_masked-CP014245.1-processed-gene-10.60&CDS=1-3549	YML091C
2567	OG0002567	maker-CP014245.1-augustus-gene-10.201-mRNA-1_1&gene=maker-CP014245.1-augustus-gene-10.201&CDS=1-1392	YML126C
2568	OG0002568	augustus_masked-CP014245.1-processed-gene-10.188-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.188&CDS=1-4389	YLR320W
2569	OG0002569	augustus_masked-CP014245.1-processed-gene-10.159-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.159&CDS=1-2202	YLR319C
2570	OG0002570	snap_masked-CP014245.1-processed-gene-10.63-mRNA-1_1&gene=snap_masked-CP014245.1-processed-gene-10.63&CDS=1-2559	YLR318W
2571	OG0002571	genemark-CP014245.1-processed-gene-10.96-mRNA-1_1&gene=genemark-CP014245.1-processed-gene-10.96&CDS=1-975	YLR316C
2572	OG0002572	augustus_masked-CP014245.1-processed-gene-10.191-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.191&CDS=1-2226	YGL022W
2573	OG0002573	snap_masked-CP014245.1-processed-gene-10.30-mRNA-1_1&gene=snap_masked-CP014245.1-processed-gene-10.30&CDS=1-1992	YGL023C
2574	OG0002574	genemark-CP014245.1-processed-gene-10.131-mRNA-1_1&gene=genemark-CP014245.1-processed-gene-10.131&CDS=1-2277	YBL011W
2575	OG0002575	genemark-CP014245.1-processed-gene-10.132-mRNA-1_1&gene=genemark-CP014245.1-processed-gene-10.132&CDS=1-1095	YBL013W
2576	OG0002576	maker-CP014245.1-augustus-gene-10.202-mRNA-1_1&gene=maker-CP014245.1-augustus-gene-10.202&CDS=1-471	YML094W
2577	OG0002577	augustus_masked-CP014245.1-processed-gene-10.162-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.162&CDS=1-594	YML095C
2578	OG0002578	augustus_masked-CP014245.1-processed-gene-10.195-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.195&CDS=1-1533	YML096W
2579	OG0002579	maker-CP014245.1-augustus-gene-10.198-mRNA-1_1&gene=maker-CP014245.1-augustus-gene-10.198&CDS=1-2964	YML130C
2580	OG0002580	augustus_masked-CP014245.1-processed-gene-10.196-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.196&CDS=1-468	YML098W
2581	OG0002581	augustus_masked-CP014245.1-processed-gene-10.164-mRNA-1_1&gene=augustus_masked-CP014245.1-processed-gene-10.164&CDS=1-2559	YML099C
2582	OG0002582	genemark-CP014246.1-processed-gene-0.93-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-0.93&CDS=1-2370	YIL107C
2583	OG0002583	augustus_masked-CP014246.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.69&CDS=1-2052	YIL108W
2584	OG0002584	augustus_masked-CP014246.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.51&CDS=1-2667	YIL109C
2585	OG0002585	augustus_masked-CP014246.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.52&CDS=1-726	YNL050C
2586	OG0002586	augustus_masked-CP014246.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.70&CDS=1-1152	YNL051W
2587	OG0002587	augustus_masked-CP014246.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.71&CDS=1-1167	YIL110W
2588	OG0002588	maker-CP014246.1-augustus-gene-0.88-mRNA-1_1&gene=maker-CP014246.1-augustus-gene-0.88&CDS=1-456	YNL052W
2589	OG0002589	augustus_masked-CP014246.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.74&CDS=1-2913	YNL054W
2590	OG0002590	augustus_masked-CP014246.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.53&CDS=1-843	YNL055C
2591	OG0002591	augustus_masked-CP014246.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.54&CDS=1-4191	YIL115C
2592	OG0002592	augustus_masked-CP014246.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.75&CDS=1-1158	YIL116W
2593	OG0002593	genemark-CP014246.1-processed-gene-0.121-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-0.121&CDS=1-474	YNL056W
2594	OG0002594	augustus_masked-CP014246.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.55&CDS=1-723	YIL117C
2595	OG0002595	augustus_masked-CP014246.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.76&CDS=1-681	YIL118W
2596	OG0002596	augustus_masked-CP014246.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.56&CDS=1-2238	YNL059C
2597	OG0002597	augustus_masked-CP014246.1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.77&CDS=1-1824	YNL061W
2598	OG0002598	augustus_masked-CP014246.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.57&CDS=1-1353	YNL062C
2599	OG0002599	augustus_masked-CP014246.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.78&CDS=1-885	YNL063W
2600	OG0002600	augustus_masked-CP014246.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.58&CDS=1-1221	YNL064C
2601	OG0002601	genemark-CP014246.1-processed-gene-0.125-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-0.125&CDS=1-684	YOR104W
2602	OG0002602	genemark-CP014246.1-processed-gene-0.126-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-0.126&CDS=1-684	YNL099C
2603	OG0002603	genemark-CP014246.1-processed-gene-0.101-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-0.101&CDS=1-426	YOR103C
2604	OG0002604	augustus_masked-CP014246.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.59&CDS=1-936	YOR100C
2605	OG0002605	maker-CP014246.1-augustus-gene-0.91-mRNA-1_1&gene=maker-CP014246.1-augustus-gene-0.91&CDS=1-570	YOR096W
2606	OG0002606	augustus_masked-CP014246.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.61&CDS=1-759	YOR095C
2607	OG0002607	augustus_masked-CP014246.1-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.83&CDS=1-543	YOR094W
2608	OG0002608	augustus_masked-CP014246.1-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.62&CDS=1-4917	YOR093C
2609	OG0002609	snap_masked-CP014246.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-0.15&CDS=1-1746	YNL094W
2610	OG0002610	augustus_masked-CP014246.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.85&CDS=1-1002	YOR091W
2611	OG0002611	augustus_masked-CP014246.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.64&CDS=1-1626	YOR090C
2612	OG0002612	snap_masked-CP014246.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-0.44&CDS=1-591	YKL214C
2613	OG0002613	genemark-CP014246.1-processed-gene-0.134-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-0.134&CDS=1-2121	YKL213C
2614	OG0002614	augustus_masked-CP014246.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-0.67&CDS=1-1866	YKL212W
2615	OG0002615	augustus_masked-CP014246.1-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.52&CDS=1-1452	YKL211C
2616	OG0002616	maker-CP014246.1-snap-gene-1.97-mRNA-1_1&gene=maker-CP014246.1-snap-gene-1.97&CDS=1-1842	YJR075W
2617	OG0002617	augustus_masked-CP014246.1-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.51&CDS=1-3042	YKL210W
2618	OG0002618	genemark-CP014246.1-processed-gene-1.5-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-1.5&CDS=1-3888	YKL209C
2619	OG0002619	augustus_masked-CP014246.1-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.55&CDS=1-642	YJR073C
2620	OG0002620	augustus_masked-CP014246.1-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.57&CDS=1-786	YKL207W
2621	OG0002621	augustus_masked-CP014246.1-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.58&CDS=1-1158	YJR072C
2622	OG0002622	snap_masked-CP014246.1-processed-gene-1.129-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-1.129&CDS=1-819	YKL206C
2623	OG0002623	augustus_masked-CP014246.1-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.59&CDS=1-966	YJR070C
2624	OG0002624	augustus_masked-CP014246.1-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.60&CDS=1-585	YJR069C
2625	OG0002625	augustus_masked-CP014246.1-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.61&CDS=1-3144	YKL205W
2626	OG0002626	snap_masked-CP014246.1-processed-gene-1.109-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-1.109&CDS=1-1971	YKL204W
2627	OG0002627	augustus_masked-CP014246.1-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.82&CDS=1-1050	YJR068W
2628	OG0002628	augustus_masked-CP014246.1-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.63&CDS=1-426	YJR067C
2629	OG0002629	augustus_masked-CP014246.1-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.83&CDS=1-7377	YKL203C
2630	OG0002630	augustus_masked-CP014246.1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.64&CDS=1-1365	YJR065C
2631	OG0002631	augustus_masked-CP014246.1-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.84&CDS=1-1680	YJR064W
2632	OG0002632	augustus_masked-CP014246.1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.85&CDS=1-375	YJR063W
2633	OG0002633	augustus_masked-CP014246.1-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.66&CDS=1-1239	YJR062C
2634	OG0002634	augustus_masked-CP014246.1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.86&CDS=1-792	YJR060W
2635	OG0002635	augustus_masked-CP014246.1-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.67&CDS=1-438	YJR058C
2636	OG0002636	augustus_masked-CP014246.1-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.88&CDS=1-639	YJR057W
2637	OG0002637	augustus_masked-CP014246.1-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.68&CDS=1-939	YML052W
2638	OG0002638	augustus_masked-CP014246.1-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.90&CDS=1-492	YJR055W
2639	OG0002639	augustus_masked-CP014246.1-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.69&CDS=1-966	YML050W
2640	OG0002640	augustus_masked-CP014246.1-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.91&CDS=1-4005	YML049C
2641	OG0002641	augustus_masked-CP014246.1-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.70&CDS=1-1152	YML048W
2642	OG0002642	augustus_masked-CP014246.1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.72&CDS=1-1692	YJR052W
2643	OG0002643	augustus_masked-CP014246.1-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.92&CDS=1-1848	YML046W
2644	OG0002644	snap_masked-CP014246.1-processed-gene-1.120-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-1.120&CDS=1-1731	YJR053W
2645	OG0002645	snap_masked-CP014246.1-processed-gene-1.121-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-1.121&CDS=1-438	YDR022C
2646	OG0002646	augustus_masked-CP014246.1-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.93&CDS=1-1194	YDR021W
2647	OG0002647	augustus_masked-CP014246.1-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.75&CDS=1-630	YDR020C
2648	OG0002648	snap_masked-CP014246.1-processed-gene-1.123-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-1.123&CDS=1-1689	YBR044C
2649	OG0002649	snap_masked-CP014246.1-processed-gene-1.125-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-1.125&CDS=1-3459	YDR369C
2650	OG0002650	augustus_masked-CP014246.1-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.79&CDS=1-1473	YOR119C
2651	OG0002651	augustus_masked-CP014246.1-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-1.96&CDS=1-1692	YOR118W
2652	OG0002652	genemark-CP014246.1-processed-gene-1.31-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-1.31&CDS=1-1842	YDR365C
2653	OG0002653	snap_masked-CP014246.1-processed-gene-1.128-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-1.128&CDS=1-2349	YML034W
2654	OG0002654	genemark-CP014246.1-processed-gene-2.0-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-2.0&CDS=1-11061	YDR457W
2655	OG0002655	augustus_masked-CP014246.1-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.105&CDS=1-1788	YML031W
2656	OG0002656	augustus_masked-CP014246.1-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.128&CDS=1-1815	YDR456W
2657	OG0002657	augustus_masked-CP014246.1-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.106&CDS=1-555	YDR454C
2658	OG0002658	augustus_masked-CP014246.1-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.107&CDS=1-474	YML030W
2659	OG0002659	augustus_masked-CP014246.1-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.108&CDS=1-2607	YML029W
2660	OG0002660	augustus_masked-CP014246.1-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.130&CDS=1-816	YML025C
2661	OG0002661	augustus_masked-CP014246.1-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.111&CDS=1-1347	YDR449C
2662	OG0002662	augustus_masked-CP014246.1-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.131&CDS=1-1305	YDR448W
2663	OG0002663	augustus_masked-CP014246.1-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.132&CDS=1-810	YDR446W
2664	OG0002664	augustus_masked-CP014246.1-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.113&CDS=1-4074	YDR443C
2665	OG0002665	augustus_masked-CP014246.1-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.134&CDS=1-1584	YML023C
2666	OG0002666	augustus_masked-CP014246.1-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.114&CDS=1-561	YML022W
2667	OG0002667	augustus_masked-CP014246.1-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.135&CDS=1-1719	YDR440W
2668	OG0002668	augustus_masked-CP014246.1-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.136&CDS=1-1059	YML021C
2669	OG0002669	augustus_masked-CP014246.1-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.115&CDS=1-2055	YML020W
2670	OG0002670	augustus_masked-CP014246.1-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.116&CDS=1-975	YML019W
2671	OG0002671	augustus_masked-CP014246.1-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.138&CDS=1-1188	YML018C
2672	OG0002672	augustus_masked-CP014246.1-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.117&CDS=1-1779	YML017W
2673	OG0002673	augustus_masked-CP014246.1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.118&CDS=1-960	YDR435C
2674	OG0002674	augustus_masked-CP014246.1-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.140&CDS=1-1002	YML015C
2675	OG0002675	augustus_masked-CP014246.1-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.141&CDS=1-1524	YDR434W
2676	OG0002676	genemark-CP014246.1-processed-gene-2.15-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-2.15&CDS=1-807	YML014W
2677	OG0002677	snap_masked-CP014246.1-processed-gene-2.68-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-2.68&CDS=1-1815	YML013W
2678	OG0002678	augustus_masked-CP014246.1-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.142&CDS=1-1035	YDR432W
2679	OG0002679	augustus_masked-CP014246.1-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.120&CDS=1-2955	YDR430C
2680	OG0002680	augustus_masked-CP014246.1-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.121&CDS=1-627	YML012W
2681	OG0002681	genemark-CP014246.1-processed-gene-2.41-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-2.41&CDS=1-522	YML011C
2682	OG0002682	augustus_masked-CP014246.1-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.122&CDS=1-2940	YML010W
2683	OG0002683	snap_masked-CP014246.1-processed-gene-2.95-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-2.95&CDS=1-195	YML009C
2684	OG0002684	augustus_masked-CP014246.1-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.123&CDS=1-1488	YDR429C
2685	OG0002685	augustus_masked-CP014246.1-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.143&CDS=1-1176	YDR427W
2686	OG0002686	augustus_masked-CP014246.1-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.144&CDS=1-1893	YDR425W
2687	OG0002687	augustus_masked-CP014246.1-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.124&CDS=1-234	YDR424C
2688	OG0002688	genemark-CP014246.1-processed-gene-2.45-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-2.45&CDS=1-1938	YDR422C
2689	OG0002689	augustus_masked-CP014246.1-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.125&CDS=1-1128	YML008C
2690	OG0002690	augustus_masked-CP014246.1-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.126&CDS=1-1719	YCR098C
2691	OG0002691	augustus_masked-CP014246.1-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.149&CDS=1-1641	YDR208W
2692	OG0002692	augustus_masked-CP014246.1-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-2.127&CDS=1-471	YJR047C
2693	OG0002693	augustus_masked-CP014246.1-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.69&CDS=1-2895	YEL032W
2694	OG0002694	augustus_masked-CP014246.1-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.70&CDS=1-3633	YEL031W
2695	OG0002695	augustus_masked-CP014246.1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.72&CDS=1-1656	YJR046W
2696	OG0002696	maker-CP014246.1-augustus-gene-3.66-mRNA-1_1&gene=maker-CP014246.1-augustus-gene-3.66&CDS=1-420	YJR044C
2697	OG0002697	genemark-CP014246.1-processed-gene-3.147-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-3.147&CDS=1-1473	YHR009C
2698	OG0002698	genemark-CP014246.1-processed-gene-3.148-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-3.148&CDS=1-612	YDR468C
2699	OG0002699	augustus_masked-CP014246.1-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.75&CDS=1-249	YDR469W
2700	OG0002700	augustus_masked-CP014246.1-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.97&CDS=1-1440	YDR470C
2701	OG0002701	augustus_masked-CP014246.1-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.76&CDS=1-2412	YHR011W
2702	OG0002702	augustus_masked-CP014246.1-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.100&CDS=1-678	YHR013C
2703	OG0002703	snap_masked-CP014246.1-processed-gene-3.10-mRNA-1_1&gene=snap_masked-CP014246.1-processed-gene-3.10&CDS=1-1407	YDR472W
2704	OG0002704	augustus_masked-CP014246.1-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.101&CDS=1-702	YDR405W
2705	OG0002705	augustus_masked-CP014246.1-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.102&CDS=1-477	YOR150W
2706	OG0002706	augustus_masked-CP014246.1-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.79&CDS=1-513	YDR404C
2707	OG0002707	augustus_masked-CP014246.1-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.103&CDS=1-1596	YDR403W
2708	OG0002708	genemark-CP014246.1-processed-gene-3.130-mRNA-1_1&gene=genemark-CP014246.1-processed-gene-3.130&CDS=1-1464	YDR402C
2709	OG0002709	augustus_masked-CP014246.1-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.104&CDS=1-1050	YDR400W
2710	OG0002710	augustus_masked-CP014246.1-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.105&CDS=1-1860	YDR398W
2711	OG0002711	augustus_masked-CP014246.1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.81&CDS=1-453	YDR397C
2712	OG0002712	augustus_masked-CP014246.1-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.106&CDS=1-2850	YDR395W
2713	OG0002713	augustus_masked-CP014246.1-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.82&CDS=1-1515	YOR149C
2714	OG0002714	augustus_masked-CP014246.1-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.107&CDS=1-1272	YDR394W
2715	OG0002715	augustus_masked-CP014246.1-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.108&CDS=1-1332	YDR393W
2716	OG0002716	augustus_masked-CP014246.1-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.83&CDS=1-654	YOR148C
2717	OG0002717	augustus_masked-CP014246.1-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.84&CDS=1-813	YOR145C
2718	OG0002718	augustus_masked-CP014246.1-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.85&CDS=1-2361	YOR144C
2719	OG0002719	augustus_masked-CP014246.1-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.110&CDS=1-969	YDR392W
2720	OG0002720	augustus_masked-CP014246.1-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.86&CDS=1-945	YOR143C
2721	OG0002721	augustus_masked-CP014246.1-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.111&CDS=1-468	YLR170C
2722	OG0002722	augustus_masked-CP014246.1-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.112&CDS=1-903	YLR172C
2723	OG0002723	augustus_masked-CP014246.1-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.88&CDS=1-1839	YLR173W
2724	OG0002724	augustus_masked-CP014246.1-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.89&CDS=1-2223	YLR253W
2725	OG0002725	augustus_masked-CP014246.1-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.90&CDS=1-3324	YLR256W
2726	OG0002726	augustus_masked-CP014246.1-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.115&CDS=1-1545	YGL160W
2727	OG0002727	augustus_masked-CP014246.1-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.91&CDS=1-2013	YMR163C
2728	OG0002728	augustus_masked-CP014246.1-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-CP014246.1-processed-gene-3.116&CDS=1-1410	YDL103C
