	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035033_Candida_cretensis
2902	OG0002902	YOL132W	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.14-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.14&CDS=1-1446
2903	OG0002903	YOL133W	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-10.45-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-10.45&CDS=1-381
2904	OG0002904	YOL135C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-10.62-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-10.62&CDS=1-681
2905	OG0002905	YOL136C	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.203-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.203&CDS=1-1014
2906	OG0002906	YOL137W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-4.65-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-4.65&CDS=1-1476
2907	OG0002907	YOL138C	snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-0.124&CDS=1-3543
2908	OG0002908	YOL139C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-0.39&CDS=1-627
2909	OG0002909	YOL140W	maker-NODE_4_length_1487040_cov_29.706_ID_7-augustus-gene-7.109-mRNA-1_1&gene=maker-NODE_4_length_1487040_cov_29.706_ID_7-augustus-gene-7.109&CDS=1-2370
2910	OG0002910	YOL141W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.51-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.51&CDS=1-2007
2911	OG0002911	YOL142W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.50-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-5.50&CDS=1-762
2912	OG0002912	YOL143C	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.87-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.87&CDS=1-492
2913	OG0002913	YOL145C	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.135-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.135&CDS=1-3249
2914	OG0002914	YOL146W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.96-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.96&CDS=1-528
2915	OG0002915	YOL147C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-12.30-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-12.30&CDS=1-684
2916	OG0002916	YOL148C	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.105-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.105&CDS=1-1887
2917	OG0002917	YOL149W	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.106-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.106&CDS=1-528
2918	OG0002918	YOL152W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.165-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.165&CDS=1-1821
2919	OG0002919	YOR001W	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-3.30&CDS=1-2235
2920	OG0002920	YOR002W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-0.58&CDS=1-1542
2921	OG0002921	YOR004W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.48-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.48&CDS=1-783
2922	OG0002922	YOR005C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.0-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.0&CDS=1-2772
2923	OG0002923	YOR007C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.3-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.3&CDS=1-1041
2924	OG0002924	YOR014W	augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-0.50&CDS=1-3525
2925	OG0002925	YOR017W	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.202-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-5.202&CDS=1-2391
2926	OG0002926	YOR025W	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-2.144-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-2.144&CDS=1-1326
2927	OG0002927	YOR026W	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-3.6-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-3.6&CDS=1-1083
2928	OG0002928	YOR027W	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-2.128&CDS=1-1755
2929	OG0002929	YOR035C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-4.8-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-4.8&CDS=1-2223
2930	OG0002930	YOR036W	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-1.116&CDS=1-822
2931	OG0002931	YOR037W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.23-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.23&CDS=1-1551
2932	OG0002932	YOR038C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.47-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.47&CDS=1-2838
2933	OG0002933	YOR039W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.24-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.24&CDS=1-771
2934	OG0002934	YOR042W	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.68-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-4.68&CDS=1-1020
2935	OG0002935	YOR043W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-2.145-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-2.145&CDS=1-1053
2936	OG0002936	YOR046C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-12.8-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-12.8&CDS=1-1476
2937	OG0002937	YOR048C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.104&CDS=1-3243
2938	OG0002938	YOR051C	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.148-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.148&CDS=1-1269
2939	OG0002939	YOR052C	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.201-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.201&CDS=1-519
2940	OG0002940	YOR056C	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.56&CDS=1-1437
2941	OG0002941	YOR058C	augustus_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-2.110&CDS=1-2445
2942	OG0002942	YOR060C	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.38-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.38&CDS=1-822
2943	OG0002943	YOR063W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-2.124&CDS=1-1164
2944	OG0002944	YOR065W	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.36-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.36&CDS=1-867
2945	OG0002945	YOR067C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-12.31-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-12.31&CDS=1-1701
2946	OG0002946	YOR069W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.124-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.124&CDS=1-1980
2947	OG0002947	YOR070C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-7.31-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-7.31&CDS=1-1782
2948	OG0002948	YOR074C	maker-NODE_1_length_1718446_cov_29.5161_ID_1-snap-gene-13.155-mRNA-1_1&gene=maker-NODE_1_length_1718446_cov_29.5161_ID_1-snap-gene-13.155&CDS=1-1110
2949	OG0002949	YOR075W	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-8.145-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-8.145&CDS=1-1662
2950	OG0002950	YOR077W	snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-6.30-mRNA-1_1&gene=snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-6.30&CDS=1-780
2951	OG0002951	YOR079C	snap_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-13.49-mRNA-1_1&gene=snap_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-13.49&CDS=1-894
2952	OG0002952	YOR080W	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-13.136-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-13.136&CDS=1-2763
2953	OG0002953	YOR084W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-12.0-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-12.0&CDS=1-1161
2954	OG0002954	YOR087W	maker-NODE_12_length_373043_cov_22.0375_ID_23-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_12_length_373043_cov_22.0375_ID_23-augustus-gene-0.1&CDS=1-5520
2955	OG0002955	YOR090C	augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-1.71&CDS=1-2688
2956	OG0002956	YOR093C	snap_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-6.36-mRNA-1_1&gene=snap_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-6.36&CDS=1-4431
2957	OG0002957	YOR095C	augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-9.74&CDS=1-732
2958	OG0002958	YOR100C	snap_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-10.98-mRNA-1_1&gene=snap_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-10.98&CDS=1-846
2959	OG0002959	YOR101W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-1.85&CDS=1-678
2960	OG0002960	YOR103C	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-1.60&CDS=1-438
2961	OG0002961	YOR104W	genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-4.140-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-4.140&CDS=1-474
2962	OG0002962	YOR112W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-10.39-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-10.39&CDS=1-4797
2963	OG0002963	YOR115C	maker-NODE_10_length_462220_cov_36.8041_ID_19-augustus-gene-3.259-mRNA-1_1&gene=maker-NODE_10_length_462220_cov_36.8041_ID_19-augustus-gene-3.259&CDS=1-1302
2964	OG0002964	YOR116C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.136-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.136&CDS=1-4341
2965	OG0002965	YOR117W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.135-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-16.135&CDS=1-1281
2966	OG0002966	YOR119C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.14-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.14&CDS=1-1401
2967	OG0002967	YOR122C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.8-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-14.8&CDS=1-378
2968	OG0002968	YOR123C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.169-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.169&CDS=1-1020
2969	OG0002969	YOR124C	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-3.29&CDS=1-3759
2970	OG0002970	YOR125C	augustus_masked-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-2.78&CDS=1-2127
2971	OG0002971	YOR126C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-0.30&CDS=1-795
2972	OG0002972	YOR128C	maker-NODE_8_length_605843_cov_31.9842_ID_15-snap-gene-3.57-mRNA-1_1&gene=maker-NODE_8_length_605843_cov_31.9842_ID_15-snap-gene-3.57&CDS=1-3789
2973	OG0002973	YOR129C	genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-3.135-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-3.135&CDS=1-1905
2974	OG0002974	YOR132W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.97-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.97&CDS=1-1557
2975	OG0002975	YOR136W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.13-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.13&CDS=1-1095
2976	OG0002976	YOR141C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.69-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.69&CDS=1-2427
2977	OG0002977	YOR142W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.70-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.70&CDS=1-972
2978	OG0002978	YOR143C	maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-8.172-mRNA-1_1&gene=maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-8.172&CDS=1-1266
2979	OG0002979	YOR144C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.70&CDS=1-2565
2980	OG0002980	YOR145C	maker-NODE_4_length_1487040_cov_29.706_ID_7-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_4_length_1487040_cov_29.706_ID_7-augustus-gene-1.0&CDS=1-801
2981	OG0002981	YOR148C	snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.6&CDS=1-735
2982	OG0002982	YOR149C	snap_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.216-mRNA-1_1&gene=snap_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.216&CDS=1-1479
2983	OG0002983	YOR150W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.95-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.95&CDS=1-522
2984	OG0002984	YOR151C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.74-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-4.74&CDS=1-3681
2985	OG0002985	YOR154W	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-0.18&CDS=1-1614
2986	OG0002986	YOR157C	genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_4_length_1487040_cov_29.706_ID_7-processed-gene-1.109&CDS=1-810
2987	OG0002987	YOR159C	snap_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.192-mRNA-1_1&gene=snap_masked-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-14.192&CDS=1-261
2988	OG0002988	YOR160W	snap_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.129-mRNA-1_1&gene=snap_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-8.129&CDS=1-2835
2989	OG0002989	YOR161C	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-2.120&CDS=1-1575
2990	OG0002990	YOR163W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.10-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.10&CDS=1-561
2991	OG0002991	YOR164C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.34-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-9.34&CDS=1-966
2992	OG0002992	YOR165W	genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_13_length_357561_cov_21.9019_ID_25-processed-gene-0.66&CDS=1-2451
2993	OG0002993	YOR168W	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.152-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-3.152&CDS=1-2382
2994	OG0002994	YOR174W	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-1.8&CDS=1-897
2995	OG0002995	YOR176W	genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_12_length_373043_cov_22.0375_ID_23-processed-gene-1.36&CDS=1-1152
2996	OG0002996	YOR181W	maker-NODE_13_length_357561_cov_21.9019_ID_25-augustus-gene-2.261-mRNA-1_1&gene=maker-NODE_13_length_357561_cov_21.9019_ID_25-augustus-gene-2.261&CDS=1-3204
2997	OG0002997	YOR187W	augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.31&CDS=1-6495
2998	OG0002998	YOR188W	genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_8_length_605843_cov_31.9842_ID_15-processed-gene-2.62&CDS=1-3810
2999	OG0002999	YOR191W	genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.1-mRNA-1_1&gene=genemark-NODE_9_length_512680_cov_37.0436_ID_17-processed-gene-4.1&CDS=1-3129
3000	OG0003000	YOR194C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-3.73-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-3.73&CDS=1-822
3001	OG0003001	YOR196C	maker-NODE_2_length_1610937_cov_29.4059_ID_3-augustus-gene-3.152-mRNA-1_1&gene=maker-NODE_2_length_1610937_cov_29.4059_ID_3-augustus-gene-3.152&CDS=1-3279
3002	OG0003002	YOR198C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-4.58-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-4.58&CDS=1-1374
3003	OG0003003	YOR201C	snap_masked-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.149-mRNA-1_1&gene=snap_masked-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.149&CDS=1-1269
3004	OG0003004	YOR202W	genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.45-mRNA-1_1&gene=genemark-NODE_5_length_709222_cov_30.1164_ID_9-processed-gene-5.45&CDS=1-660
3005	OG0003005	YOR205C	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-4.46-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-4.46&CDS=1-1848
3006	OG0003006	YOR206W	augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-0.33&CDS=1-4692
3007	OG0003007	YOR207C	maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-0.118-mRNA-1_1&gene=maker-NODE_1_length_1718446_cov_29.5161_ID_1-augustus-gene-0.118&CDS=1-5148
3008	OG0003008	YOR209C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-1.77&CDS=1-1248
3009	OG0003009	YOR210W	augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-3.21&CDS=1-216
3010	OG0003010	YOR211C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-3.69-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-3.69&CDS=1-2568
3011	OG0003011	YOR212W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.195-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-15.195&CDS=1-1140
3012	OG0003012	YOR216C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-7.145-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-7.145&CDS=1-1392
3013	OG0003013	YOR217W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-7.144-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-7.144&CDS=1-2727
3014	OG0003014	YOR220W	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.17&CDS=1-777
3015	OG0003015	YOR221C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-0.67&CDS=1-909
3016	OG0003016	YOR223W	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.3&CDS=1-876
3017	OG0003017	YOR224C	genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_1_length_1718446_cov_29.5161_ID_1-processed-gene-1.28&CDS=1-438
3018	OG0003018	YOR228C	genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_2_length_1610937_cov_29.4059_ID_3-processed-gene-0.20&CDS=1-909
3019	OG0003019	YOR232W	genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-10.71-mRNA-1_1&gene=genemark-NODE_3_length_1568754_cov_25.1773_ID_5-processed-gene-10.71&CDS=1-624
3020	OG0003020	YOR236W	maker-NODE_8_length_605843_cov_31.9842_ID_15-augustus-gene-5.55-mRNA-1_1&gene=maker-NODE_8_length_605843_cov_31.9842_ID_15-augustus-gene-5.55&CDS=1-1209
3021	OG0003021	YOR238W	genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-3.34-mRNA-1_1&gene=genemark-NODE_7_length_636414_cov_30.2886_ID_13-processed-gene-3.34&CDS=1-789
3022	OG0003022	YOR241W	genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.121-mRNA-1_1&gene=genemark-NODE_6_length_679914_cov_30.7648_ID_11-processed-gene-5.121&CDS=1-1671
3023	OG0003023	YOR242C	genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_10_length_462220_cov_36.8041_ID_19-processed-gene-1.75&CDS=1-984
3024	OG0003024	YOR243C	maker-NODE_10_length_462220_cov_36.8041_ID_19-augustus-gene-1.144-mRNA-1_1&gene=maker-NODE_10_length_462220_cov_36.8041_ID_19-augustus-gene-1.144&CDS=1-3030
