	OrthologID	Metschnikowia_borealis	Saccharomyces_cerevisiae
2392	OG0002392	augustus_masked-bor_s571-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.52&CDS=1-1422	YKL004W
2393	OG0002393	augustus_masked-bor_s571-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.53&CDS=1-909	YMR099C
2394	OG0002394	augustus_masked-bor_s571-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.25&CDS=1-1155	YLR328W
2395	OG0002395	genemark-bor_s571-processed-gene-0.183-mRNA-1_1&gene=genemark-bor_s571-processed-gene-0.183&CDS=1-1911	YGR216C
2396	OG0002396	genemark-bor_s571-processed-gene-0.185-mRNA-1_1&gene=genemark-bor_s571-processed-gene-0.185&CDS=1-1758	YJL163C
2397	OG0002397	augustus_masked-bor_s571-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.28&CDS=1-222	YFL017W-A
2398	OG0002398	augustus_masked-bor_s571-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.62&CDS=1-2049	YLR361C
2399	OG0002399	augustus_masked-bor_s571-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.29&CDS=1-1365	YCL032W
2400	OG0002400	augustus_masked-bor_s571-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.65&CDS=1-1128	YML008C
2401	OG0002401	augustus_masked-bor_s571-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.66&CDS=1-3492	YDR325W
2402	OG0002402	augustus_masked-bor_s571-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.32&CDS=1-2322	YEL053C
2403	OG0002403	augustus_masked-bor_s571-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.33&CDS=1-1365	YML007W
2404	OG0002404	augustus_masked-bor_s571-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.35&CDS=1-1137	YHR068W
2405	OG0002405	genemark-bor_s571-processed-gene-0.164-mRNA-1_1&gene=genemark-bor_s571-processed-gene-0.164&CDS=1-1851	YML017W
2406	OG0002406	augustus_masked-bor_s571-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.67&CDS=1-1269	YER020W
2407	OG0002407	augustus_masked-bor_s571-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.38&CDS=1-219	YIL156W-B
2408	OG0002408	augustus_masked-bor_s571-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.69&CDS=1-2049	YKL104C
2409	OG0002409	augustus_masked-bor_s571-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bor_s571-processed-gene-0.41&CDS=1-1332	YMR108W
2410	OG0002410	augustus_masked-bor_s573-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bor_s573-processed-gene-0.36&CDS=1-1017	YEL004W
2411	OG0002411	augustus_masked-bor_s573-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bor_s573-processed-gene-0.37&CDS=1-2520	YJL102W
2412	OG0002412	augustus_masked-bor_s573-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s573-processed-gene-0.38&CDS=1-2643	YOR165W
2413	OG0002413	genemark-bor_s573-processed-gene-0.27-mRNA-1_1&gene=genemark-bor_s573-processed-gene-0.27&CDS=1-885	YPR061C
2414	OG0002414	augustus_masked-bor_s573-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bor_s573-processed-gene-0.41&CDS=1-777	YPR060C
2415	OG0002415	augustus_masked-bor_s575-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s575-processed-gene-0.25&CDS=1-1185	YER154W
2416	OG0002416	augustus_masked-bor_s575-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bor_s575-processed-gene-0.26&CDS=1-3297	YLR383W
2417	OG0002417	augustus_masked-bor_s575-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s575-processed-gene-0.29&CDS=1-1011	YJR111C
2418	OG0002418	augustus_masked-bor_s576-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s576-processed-gene-0.2&CDS=1-1500	YDR299W
2419	OG0002419	genemark-bor_s578-processed-gene-0.0-mRNA-1_1&gene=genemark-bor_s578-processed-gene-0.0&CDS=1-1341	YFL037W
2420	OG0002420	augustus_masked-bor_s579-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s579-processed-gene-0.7&CDS=1-1023	YDR173C
2421	OG0002421	augustus_masked-bor_s579-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s579-processed-gene-0.11&CDS=1-2031	YDR172W
2422	OG0002422	augustus_masked-bor_s579-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-bor_s579-processed-gene-0.8&CDS=1-1383	YCL034W
2423	OG0002423	augustus_masked-bor_s580-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-bor_s580-processed-gene-0.6&CDS=1-2586	YML097C
2424	OG0002424	augustus_masked-bor_s581-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.43&CDS=1-912	YER055C
2425	OG0002425	augustus_masked-bor_s581-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.44&CDS=1-1386	YDL147W
2426	OG0002426	snap_masked-bor_s581-processed-gene-0.23-mRNA-1_1&gene=snap_masked-bor_s581-processed-gene-0.23&CDS=1-1383	YOL030W
2427	OG0002427	augustus_masked-bor_s581-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.45&CDS=1-1332	YPL259C
2428	OG0002428	augustus_masked-bor_s581-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.65&CDS=1-777	YBR088C
2429	OG0002429	augustus_masked-bor_s581-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.66&CDS=1-1158	YBR095C
2430	OG0002430	augustus_masked-bor_s581-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.46&CDS=1-1074	YKL060C
2431	OG0002431	augustus_masked-bor_s581-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.68&CDS=1-324	YBR091C
2432	OG0002432	augustus_masked-bor_s581-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.47&CDS=1-2118	YBR094W
2433	OG0002433	augustus_masked-bor_s581-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.48&CDS=1-2178	YKL054C
2434	OG0002434	augustus_masked-bor_s581-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.50&CDS=1-1362	YMR027W
2435	OG0002435	augustus_masked-bor_s581-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.69&CDS=1-363	YKL058W
2436	OG0002436	augustus_masked-bor_s581-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.52&CDS=1-1125	YMR028W
2437	OG0002437	genemark-bor_s581-processed-gene-0.88-mRNA-1_1&gene=genemark-bor_s581-processed-gene-0.88&CDS=1-3693	YKL059C
2438	OG0002438	genemark-bor_s581-processed-gene-0.108-mRNA-1_1&gene=genemark-bor_s581-processed-gene-0.108&CDS=1-834	YPR127W
2439	OG0002439	augustus_masked-bor_s581-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.54&CDS=1-1272	YOR303W
2440	OG0002440	augustus_masked-bor_s581-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.71&CDS=1-966	YLR354C
2441	OG0002441	snap_masked-bor_s581-processed-gene-0.17-mRNA-1_1&gene=snap_masked-bor_s581-processed-gene-0.17&CDS=1-306	YPR113W
2442	OG0002442	augustus_masked-bor_s581-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.74&CDS=1-1278	YOR249C
2443	OG0002443	snap_masked-bor_s581-processed-gene-0.38-mRNA-1_1&gene=snap_masked-bor_s581-processed-gene-0.38&CDS=1-1335	YFR021W
2444	OG0002444	maker-bor_s581-augustus-gene-0.41-mRNA-1_1&gene=maker-bor_s581-augustus-gene-0.41&CDS=1-3042	YMR110C
2445	OG0002445	augustus_masked-bor_s581-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.76&CDS=1-444	YFR011C
2446	OG0002446	augustus_masked-bor_s581-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bor_s581-processed-gene-0.59&CDS=1-303	YPL098C
2447	OG0002447	augustus_masked-bor_s583-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.34&CDS=1-684	YLR145W
2448	OG0002448	augustus_masked-bor_s583-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.7&CDS=1-1143	YDR161W
2449	OG0002449	augustus_masked-bor_s583-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.37&CDS=1-855	YDL052C
2450	OG0002450	augustus_masked-bor_s583-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.38&CDS=1-1881	YOR129C
2451	OG0002451	maker-bor_s583-augustus-gene-0.2-mRNA-1_1&gene=maker-bor_s583-augustus-gene-0.2&CDS=1-645	YDR381W
2452	OG0002452	augustus_masked-bor_s583-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.10&CDS=1-1359	YOR301W
2453	OG0002453	augustus_masked-bor_s583-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.11&CDS=1-1755	YOR128C
2454	OG0002454	augustus_masked-bor_s583-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.42&CDS=1-1779	YBR083W
2455	OG0002455	augustus_masked-bor_s583-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.43&CDS=1-2169	YPR031W
2456	OG0002456	augustus_masked-bor_s583-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.44&CDS=1-1314	YDR364C
2457	OG0002457	augustus_masked-bor_s583-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.14&CDS=1-903	YDR361C
2458	OG0002458	augustus_masked-bor_s583-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.15&CDS=1-2772	YBR079C
2459	OG0002459	augustus_masked-bor_s583-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.16&CDS=1-990	YCR036W
2460	OG0002460	augustus_masked-bor_s583-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.17&CDS=1-741	YBR153W
2461	OG0002461	snap_masked-bor_s583-processed-gene-0.113-mRNA-1_1&gene=snap_masked-bor_s583-processed-gene-0.113&CDS=1-639	YBR154C
2462	OG0002462	genemark-bor_s583-processed-gene-0.177-mRNA-1_1&gene=genemark-bor_s583-processed-gene-0.177&CDS=1-3327	YOL086W-A
2463	OG0002463	augustus_masked-bor_s583-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.18&CDS=1-1461	YJL194W
2464	OG0002464	augustus_masked-bor_s583-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.20&CDS=1-948	YBR146W
2465	OG0002465	genemark-bor_s583-processed-gene-0.178-mRNA-1_1&gene=genemark-bor_s583-processed-gene-0.178&CDS=1-1338	YNL040W
2466	OG0002466	augustus_masked-bor_s583-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.21&CDS=1-627	YKL119C
2467	OG0002467	augustus_masked-bor_s583-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.52&CDS=1-864	YOL077C
2468	OG0002468	augustus_masked-bor_s583-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.53&CDS=1-198	YOL077W-A
2469	OG0002469	augustus_masked-bor_s583-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.54&CDS=1-2571	YOL078W
2470	OG0002470	augustus_masked-bor_s583-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.25&CDS=1-1281	YOL097C
2471	OG0002471	augustus_masked-bor_s583-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.26&CDS=1-606	YDR487C
2472	OG0002472	genemark-bor_s583-processed-gene-0.186-mRNA-1_1&gene=genemark-bor_s583-processed-gene-0.186&CDS=1-3852	YOL021C
2473	OG0002473	augustus_masked-bor_s583-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.58&CDS=1-1833	YJR002W
2474	OG0002474	augustus_masked-bor_s583-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.28&CDS=1-747	YGL136C
2475	OG0002475	augustus_masked-bor_s583-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.59&CDS=1-1143	YJL171C
2476	OG0002476	augustus_masked-bor_s583-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.31&CDS=1-4776	YGR098C
2477	OG0002477	augustus_masked-bor_s583-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.61&CDS=1-2502	YMR100W
2478	OG0002478	augustus_masked-bor_s583-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.64&CDS=1-897	YMR079W
2479	OG0002479	augustus_masked-bor_s583-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bor_s583-processed-gene-0.65&CDS=1-3534	YKL092C
2480	OG0002480	augustus_masked-bor_s586-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.80&CDS=1-1875	YOR273C
2481	OG0002481	augustus_masked-bor_s586-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.82&CDS=1-2094	YBR019C
2482	OG0002482	augustus_masked-bor_s586-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.83&CDS=1-1158	YBR018C
2483	OG0002483	augustus_masked-bor_s586-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.100&CDS=1-4692	YKL215C
2484	OG0002484	augustus_masked-bor_s586-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.84&CDS=1-1416	YCR054C
2485	OG0002485	augustus_masked-bor_s586-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.102&CDS=1-1536	YCR053W
2486	OG0002486	augustus_masked-bor_s586-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.85&CDS=1-1188	YGR046W
2487	OG0002487	augustus_masked-bor_s586-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.86&CDS=1-459	YMR263W
2488	OG0002488	augustus_masked-bor_s586-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.87&CDS=1-1941	YML102W
2489	OG0002489	augustus_masked-bor_s586-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.104&CDS=1-588	YMR264W
2490	OG0002490	augustus_masked-bor_s586-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.109&CDS=1-1422	YGR009C
2491	OG0002491	maker-bor_s586-augustus-gene-0.79-mRNA-1_1&gene=maker-bor_s586-augustus-gene-0.79&CDS=1-618	YDL208W
2492	OG0002492	augustus_masked-bor_s586-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.112&CDS=1-2829	YDR238C
2493	OG0002493	augustus_masked-bor_s586-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-bor_s586-processed-gene-0.94&CDS=1-1131	YJR032W
2494	OG0002494	genemark-bor_s589-processed-gene-0.9-mRNA-1_1&gene=genemark-bor_s589-processed-gene-0.9&CDS=1-1224	YDR031W
2495	OG0002495	augustus_masked-bor_s589-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s589-processed-gene-0.18&CDS=1-636	YLR250W
2496	OG0002496	augustus_masked-bor_s589-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s589-processed-gene-0.16&CDS=1-540	YOR163W
2497	OG0002497	augustus_masked-bor_s589-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-bor_s589-processed-gene-0.19&CDS=1-933	YOR164C
2498	OG0002498	augustus_masked-bor_s592-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s592-processed-gene-0.1&CDS=1-2400	YER130C
2499	OG0002499	augustus_masked-bor_s592-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s592-processed-gene-0.0&CDS=1-1131	YGL148W
2500	OG0002500	augustus_masked-bor_s593-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bor_s593-processed-gene-0.27&CDS=1-294	YDR079W
2501	OG0002501	augustus_masked-bor_s593-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s593-processed-gene-0.20&CDS=1-798	YDR084C
2502	OG0002502	augustus_masked-bor_s593-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s593-processed-gene-0.28&CDS=1-3036	YDR080W
2503	OG0002503	augustus_masked-bor_s593-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bor_s593-processed-gene-0.29&CDS=1-3639	YDL101C
2504	OG0002504	augustus_masked-bor_s593-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-bor_s593-processed-gene-0.23&CDS=1-1578	YJL014W
2505	OG0002505	genemark-bor_s593-processed-gene-0.37-mRNA-1_1&gene=genemark-bor_s593-processed-gene-0.37&CDS=1-948	YDL108W
2506	OG0002506	augustus_masked-bor_s593-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-bor_s593-processed-gene-0.26&CDS=1-2145	YJL012C
2507	OG0002507	snap_masked-bor_s597-processed-gene-0.12-mRNA-1_1&gene=snap_masked-bor_s597-processed-gene-0.12&CDS=1-1512	YAR003W
2508	OG0002508	augustus_masked-bor_s597-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bor_s597-processed-gene-0.17&CDS=1-2691	YGL008C
2509	OG0002509	augustus_masked-bor_s599-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s599-processed-gene-0.0&CDS=1-273	YKR095W-A
2510	OG0002510	augustus_masked-bor_s602-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s602-processed-gene-0.18&CDS=1-6372	YJL005W
2511	OG0002511	augustus_masked-bor_s602-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s602-processed-gene-0.14&CDS=1-1107	YPR035W
2512	OG0002512	augustus_masked-bor_s602-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bor_s602-processed-gene-0.20&CDS=1-1575	YIL090W
2513	OG0002513	augustus_masked-bor_s61-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bor_s61-processed-gene-0.35&CDS=1-4464	YOR373W
2514	OG0002514	augustus_masked-bor_s61-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-bor_s61-processed-gene-0.31&CDS=1-2058	YBR212W
2515	OG0002515	augustus_masked-bor_s61-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bor_s61-processed-gene-0.38&CDS=1-288	YBR111W-A
2516	OG0002516	augustus_masked-bor_s61-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bor_s61-processed-gene-0.33&CDS=1-786	YBR111C
2517	OG0002517	augustus_masked-bor_s61-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bor_s61-processed-gene-0.39&CDS=1-2247	YBR112C
2518	OG0002518	augustus_masked-bor_s61-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bor_s61-processed-gene-0.40&CDS=1-1530	YPL188W
2519	OG0002519	augustus_masked-bor_s61-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bor_s61-processed-gene-0.41&CDS=1-1470	YNL330C
2520	OG0002520	augustus_masked-bor_s619-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-bor_s619-processed-gene-0.9&CDS=1-993	YJL088W
2521	OG0002521	augustus_masked-bor_s619-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-bor_s619-processed-gene-0.14&CDS=1-783	YEL009C
2522	OG0002522	augustus_masked-bor_s620-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s620-processed-gene-0.1&CDS=1-1431	YBR180W
2523	OG0002523	augustus_masked-bor_s620-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s620-processed-gene-0.2&CDS=1-933	YOL162W
2524	OG0002524	augustus_masked-bor_s623-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s623-processed-gene-0.4&CDS=1-630	YDR486C
2525	OG0002525	augustus_masked-bor_s626-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bor_s626-processed-gene-0.16&CDS=1-690	YAR008W
2526	OG0002526	augustus_masked-bor_s626-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bor_s626-processed-gene-0.18&CDS=1-210	YBL071W-A
2527	OG0002527	augustus_masked-bor_s632-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s632-processed-gene-0.1&CDS=1-4731	YCR042C
2528	OG0002528	augustus_masked-bor_s634-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s634-processed-gene-0.21&CDS=1-2973	YOR048C
2529	OG0002529	augustus_masked-bor_s635-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.62&CDS=1-519	YOR252W
2530	OG0002530	augustus_masked-bor_s635-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.43&CDS=1-504	YOR276W
2531	OG0002531	augustus_masked-bor_s635-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.63&CDS=1-2586	YMR212C
2532	OG0002532	augustus_masked-bor_s635-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.64&CDS=1-609	YOL102C
2533	OG0002533	augustus_masked-bor_s635-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.65&CDS=1-351	YDR493W
2534	OG0002534	augustus_masked-bor_s635-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.44&CDS=1-2997	YMR231W
2535	OG0002535	augustus_masked-bor_s635-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.46&CDS=1-927	YDR233C
2536	OG0002536	augustus_masked-bor_s635-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.67&CDS=1-897	YDL201W
2537	OG0002537	augustus_masked-bor_s635-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.68&CDS=1-759	YDL202W
2538	OG0002538	augustus_masked-bor_s635-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.47&CDS=1-1539	YMR239C
2539	OG0002539	augustus_masked-bor_s635-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.48&CDS=1-1683	YDR101C
2540	OG0002540	maker-bor_s635-augustus-gene-0.80-mRNA-1_1&gene=maker-bor_s635-augustus-gene-0.80&CDS=1-3606	YHR107C
2541	OG0002541	augustus_masked-bor_s635-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.70&CDS=1-852	YMR244W
2542	OG0002542	augustus_masked-bor_s635-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.52&CDS=1-330	YMR059W
2543	OG0002543	augustus_masked-bor_s635-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.72&CDS=1-3294	YDR359C
2544	OG0002544	augustus_masked-bor_s635-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.73&CDS=1-1857	YDR091C
2545	OG0002545	genemark-bor_s635-processed-gene-0.11-mRNA-1_1&gene=genemark-bor_s635-processed-gene-0.11&CDS=1-4080	YER164W
2546	OG0002546	genemark-bor_s635-processed-gene-0.12-mRNA-1_1&gene=genemark-bor_s635-processed-gene-0.12&CDS=1-1851	YER165W
2547	OG0002547	augustus_masked-bor_s635-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.54&CDS=1-2625	YDR074W
2548	OG0002548	augustus_masked-bor_s635-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.57&CDS=1-897	YPL094C
2549	OG0002549	augustus_masked-bor_s635-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-bor_s635-processed-gene-0.59&CDS=1-1404	YDR036C
2550	OG0002550	snap_masked-bor_s635-processed-gene-0.116-mRNA-1_1&gene=snap_masked-bor_s635-processed-gene-0.116&CDS=1-1980	YLR214W
2551	OG0002551	maker-bor_s635-augustus-gene-0.81-mRNA-1_1&gene=maker-bor_s635-augustus-gene-0.81&CDS=1-6414	YLR189C
2552	OG0002552	augustus_masked-bor_s647-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-bor_s647-processed-gene-0.24&CDS=1-900	YKL094W
2553	OG0002553	augustus_masked-bor_s647-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-bor_s647-processed-gene-0.21&CDS=1-1311	YDL006W
2554	OG0002554	augustus_masked-bor_s647-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bor_s647-processed-gene-0.27&CDS=1-645	YHR181W
2555	OG0002555	augustus_masked-bor_s647-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-bor_s647-processed-gene-0.28&CDS=1-5472	YKR031C
2556	OG0002556	augustus_masked-bor_s648-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-bor_s648-processed-gene-0.2&CDS=1-2103	YOR035C
2557	OG0002557	augustus_masked-bor_s648-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-bor_s648-processed-gene-0.0&CDS=1-711	YHR090C
2558	OG0002558	augustus_masked-bor_s649-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s649-processed-gene-0.1&CDS=1-429	YNL185C
2559	OG0002559	augustus_masked-bor_s649-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-bor_s649-processed-gene-0.3&CDS=1-1419	YPL247C
2560	OG0002560	augustus_masked-bor_s649-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s649-processed-gene-0.4&CDS=1-3156	YMR189W
2561	OG0002561	augustus_masked-bor_s650-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-bor_s650-processed-gene-0.4&CDS=1-765	YGR207C
2562	OG0002562	augustus_masked-bor_s650-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-bor_s650-processed-gene-0.5&CDS=1-2466	YLR045C
2563	OG0002563	augustus_masked-bor_s650-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-bor_s650-processed-gene-0.1&CDS=1-1008	YOR292C
