	OrthologID	Lachancea_fermentati	Saccharomyces_cerevisiae
3417	OG0003417	snap_masked-LAFE0G-processed-gene-14.55-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.55&CDS=1-660	YBL040C
3418	OG0003418	snap_masked-LAFE0G-processed-gene-14.76-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.76&CDS=1-726	YBL041W
3419	OG0003419	snap_masked-LAFE0G-processed-gene-14.56-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.56&CDS=1-1332	YBL045C
3420	OG0003420	augustus_masked-LAFE0G-processed-gene-14.32-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-14.32&CDS=1-1080	YBL046W
3421	OG0003421	genemark-LAFE0G-processed-gene-14.108-mRNA-1_1&gene=genemark-LAFE0G-processed-gene-14.108&CDS=1-708	YJR113C
3422	OG0003422	snap_masked-LAFE0G-processed-gene-14.59-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.59&CDS=1-4053	YBL047C
3423	OG0003423	snap_masked-LAFE0G-processed-gene-14.80-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.80&CDS=1-597	YJR112W
3424	OG0003424	augustus_masked-LAFE0G-processed-gene-14.13-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-14.13&CDS=1-819	YJR111C
3425	OG0003425	snap_masked-LAFE0G-processed-gene-14.81-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.81&CDS=1-1953	YJR110W
3426	OG0003426	snap_masked-LAFE0G-processed-gene-14.82-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.82&CDS=1-240	YBL049W
3427	OG0003427	snap_masked-LAFE0G-processed-gene-14.84-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.84&CDS=1-876	YBL050W
3428	OG0003428	snap_masked-LAFE0G-processed-gene-14.62-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.62&CDS=1-3363	YJR109C
3429	OG0003429	snap_masked-LAFE0G-processed-gene-14.63-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.63&CDS=1-1287	YER020W
3430	OG0003430	snap_masked-LAFE0G-processed-gene-14.85-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.85&CDS=1-1233	YJR107W
3431	OG0003431	snap_masked-LAFE0G-processed-gene-14.86-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.86&CDS=1-1782	YJR106W
3432	OG0003432	snap_masked-LAFE0G-processed-gene-14.87-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.87&CDS=1-1023	YJR105W
3433	OG0003433	snap_masked-LAFE0G-processed-gene-14.64-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.64&CDS=1-810	YJR116W
3434	OG0003434	snap_masked-LAFE0G-processed-gene-14.65-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.65&CDS=1-1365	YJR117W
3435	OG0003435	snap_masked-LAFE0G-processed-gene-14.66-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.66&CDS=1-1500	YER021W
3436	OG0003436	snap_masked-LAFE0G-processed-gene-14.67-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.67&CDS=1-1959	YER022W
3437	OG0003437	maker-LAFE0G-augustus-gene-14.145-mRNA-1_1&gene=maker-LAFE0G-augustus-gene-14.145&CDS=1-2847	YJR119C
3438	OG0003438	snap_masked-LAFE0G-processed-gene-14.68-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.68&CDS=1-849	YER023W
3439	OG0003439	snap_masked-LAFE0G-processed-gene-14.69-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.69&CDS=1-1521	YJR121W
3440	OG0003440	snap_masked-LAFE0G-processed-gene-14.70-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.70&CDS=1-1428	YJR122W
3441	OG0003441	snap_masked-LAFE0G-processed-gene-14.71-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.71&CDS=1-675	YJR123W
3442	OG0003442	snap_masked-LAFE0G-processed-gene-14.72-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.72&CDS=1-2526	YER024W
3443	OG0003443	snap_masked-LAFE0G-processed-gene-14.90-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.90&CDS=1-1308	YJR124C
3444	OG0003444	snap_masked-LAFE0G-processed-gene-14.73-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.73&CDS=1-2778	YLR451W
3445	OG0003445	snap_masked-LAFE0G-processed-gene-14.74-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.74&CDS=1-1557	YER025W
3446	OG0003446	snap_masked-LAFE0G-processed-gene-14.92-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.92&CDS=1-2073	YLR452C
3447	OG0003447	snap_masked-LAFE0G-processed-gene-14.93-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.93&CDS=1-1947	YPR161C
3448	OG0003448	snap_masked-LAFE0G-processed-gene-14.94-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.94&CDS=1-1719	YPR162C
3449	OG0003449	snap_masked-LAFE0G-processed-gene-14.95-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-14.95&CDS=1-1191	YPR163C
3450	OG0003450	snap_masked-LAFE0G-processed-gene-15.0-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.0&CDS=1-7842	YLR454W
3451	OG0003451	snap_masked-LAFE0G-processed-gene-15.1-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.1&CDS=1-3507	YPR164W
3452	OG0003452	snap_masked-LAFE0G-processed-gene-15.2-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.2&CDS=1-621	YPR165W
3453	OG0003453	snap_masked-LAFE0G-processed-gene-15.6-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.6&CDS=1-345	YPR166C
3454	OG0003454	augustus_masked-LAFE0G-processed-gene-15.78-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-15.78&CDS=1-783	YPR167C
3455	OG0003455	snap_masked-LAFE0G-processed-gene-15.4-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.4&CDS=1-462	YPR168W
3456	OG0003456	snap_masked-LAFE0G-processed-gene-15.5-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.5&CDS=1-1587	YPR169W
3457	OG0003457	snap_masked-LAFE0G-processed-gene-15.46-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.46&CDS=1-1638	YOL123W
3458	OG0003458	snap_masked-LAFE0G-processed-gene-15.9-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.9&CDS=1-1308	YOL124C
3459	OG0003459	maker-LAFE0G-snap-gene-15.142-mRNA-1_1&gene=maker-LAFE0G-snap-gene-15.142&CDS=1-2499	YNL304W
3460	OG0003460	snap_masked-LAFE0G-processed-gene-15.11-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.11&CDS=1-888	YNL305C
3461	OG0003461	maker-LAFE0G-snap-gene-15.143-mRNA-1_1&gene=maker-LAFE0G-snap-gene-15.143&CDS=1-426	YOL127W
3462	OG0003462	snap_masked-LAFE0G-processed-gene-15.48-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.48&CDS=1-621	YNL306W
3463	OG0003463	snap_masked-LAFE0G-processed-gene-15.12-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.12&CDS=1-1089	YNL307C
3464	OG0003464	augustus_masked-LAFE0G-processed-gene-15.115-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-15.115&CDS=1-528	YOL129W
3465	OG0003465	snap_masked-LAFE0G-processed-gene-15.13-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.13&CDS=1-1680	YNL308C
3466	OG0003466	snap_masked-LAFE0G-processed-gene-15.51-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.51&CDS=1-897	YNL309W
3467	OG0003467	snap_masked-LAFE0G-processed-gene-15.14-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.14&CDS=1-531	YNL310C
3468	OG0003468	snap_masked-LAFE0G-processed-gene-15.15-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.15&CDS=1-2220	YNL311C
3469	OG0003469	maker-LAFE0G-augustus-gene-15.150-mRNA-1_1&gene=maker-LAFE0G-augustus-gene-15.150&CDS=1-2127	YOL132W
3470	OG0003470	snap_masked-LAFE0G-processed-gene-15.16-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.16&CDS=1-2700	YNL313C
3471	OG0003471	snap_masked-LAFE0G-processed-gene-15.54-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.54&CDS=1-888	YNL314W
3472	OG0003472	snap_masked-LAFE0G-processed-gene-15.17-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.17&CDS=1-966	YNL315C
3473	OG0003473	snap_masked-LAFE0G-processed-gene-15.18-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.18&CDS=1-1008	YNL316C
3474	OG0003474	snap_masked-LAFE0G-processed-gene-15.55-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.55&CDS=1-342	YOL133W
3475	OG0003475	snap_masked-LAFE0G-processed-gene-15.19-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.19&CDS=1-675	YOL135C
3476	OG0003476	snap_masked-LAFE0G-processed-gene-15.20-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.20&CDS=1-1128	YOL136C
3477	OG0003477	snap_masked-LAFE0G-processed-gene-15.56-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.56&CDS=1-1359	YNL317W
3478	OG0003478	snap_masked-LAFE0G-processed-gene-15.57-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.57&CDS=1-1380	YOL137W
3479	OG0003479	snap_masked-LAFE0G-processed-gene-15.22-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.22&CDS=1-3777	YOL138C
3480	OG0003480	augustus_masked-LAFE0G-processed-gene-15.123-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-15.123&CDS=1-846	YNL320W
3481	OG0003481	augustus_masked-LAFE0G-processed-gene-15.93-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-15.93&CDS=1-621	YOL139C
3482	OG0003482	snap_masked-LAFE0G-processed-gene-15.58-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.58&CDS=1-2391	YNL321W
3483	OG0003483	snap_masked-LAFE0G-processed-gene-15.24-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.24&CDS=1-879	YNL322C
3484	OG0003484	snap_masked-LAFE0G-processed-gene-15.59-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.59&CDS=1-1272	YOL140W
3485	OG0003485	snap_masked-LAFE0G-processed-gene-15.60-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.60&CDS=1-1290	YNL323W
3486	OG0003486	snap_masked-LAFE0G-processed-gene-15.25-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.25&CDS=1-1566	YGR197C
3487	OG0003487	snap_masked-LAFE0G-processed-gene-15.61-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.61&CDS=1-2076	YOL141W
3488	OG0003488	snap_masked-LAFE0G-processed-gene-15.26-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.26&CDS=1-2586	YNL325C
3489	OG0003489	snap_masked-LAFE0G-processed-gene-15.62-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.62&CDS=1-708	YOL142W
3490	OG0003490	snap_masked-LAFE0G-processed-gene-15.27-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.27&CDS=1-987	YNL326C
3491	OG0003491	snap_masked-LAFE0G-processed-gene-15.28-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.28&CDS=1-432	YNL328C
3492	OG0003492	snap_masked-LAFE0G-processed-gene-15.29-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.29&CDS=1-3108	YNL329C
3493	OG0003493	snap_masked-LAFE0G-processed-gene-15.30-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.30&CDS=1-1296	YNL330C
3494	OG0003494	snap_masked-LAFE0G-processed-gene-15.31-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.31&CDS=1-507	YOL143C
3495	OG0003495	snap_masked-LAFE0G-processed-gene-15.64-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.64&CDS=1-1446	YOL144W
3496	OG0003496	snap_masked-LAFE0G-processed-gene-15.32-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.32&CDS=1-3243	YOL145C
3497	OG0003497	snap_masked-LAFE0G-processed-gene-15.65-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.65&CDS=1-552	YOL146W
3498	OG0003498	snap_masked-LAFE0G-processed-gene-15.33-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.33&CDS=1-678	YOL147C
3499	OG0003499	augustus_masked-LAFE0G-processed-gene-15.104-mRNA-1_1&gene=augustus_masked-LAFE0G-processed-gene-15.104&CDS=1-1650	YOL148C
3500	OG0003500	snap_masked-LAFE0G-processed-gene-15.66-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.66&CDS=1-579	YOL149W
3501	OG0003501	snap_masked-LAFE0G-processed-gene-15.71-mRNA-1_1&gene=snap_masked-LAFE0G-processed-gene-15.71&CDS=1-1941	YOL164W
3502	OG0003502	snap_masked-LAFE0H-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-0.32&CDS=1-1128	YNR074C
3503	OG0003503	augustus_masked-LAFE0H-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-0.25&CDS=1-1125	YJR149W
3504	OG0003504	augustus_masked-LAFE0H-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-0.14&CDS=1-4695	YNL242W
3505	OG0003505	snap_masked-LAFE0H-processed-gene-0.44-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-0.44&CDS=1-3201	YDL240W
3506	OG0003506	maker-LAFE0H-snap-gene-0.0-mRNA-1_1&gene=maker-LAFE0H-snap-gene-0.0&CDS=1-2961	YNL241C
3507	OG0003507	snap_masked-LAFE0H-processed-gene-1.0-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.0&CDS=1-1344	YNL239W
3508	OG0003508	genemark-LAFE0H-processed-gene-1.99-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-1.99&CDS=1-2478	YNL238W
3509	OG0003509	snap_masked-LAFE0H-processed-gene-1.2-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.2&CDS=1-1347	YNL237W
3510	OG0003510	snap_masked-LAFE0H-processed-gene-1.3-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.3&CDS=1-2829	YNL236W
3511	OG0003511	snap_masked-LAFE0H-processed-gene-1.4-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.4&CDS=1-783	YGR253C
3512	OG0003512	snap_masked-LAFE0H-processed-gene-1.5-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.5&CDS=1-1296	YGR252W
3513	OG0003513	snap_masked-LAFE0H-processed-gene-1.29-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.29&CDS=1-1893	YHR171W
3514	OG0003514	snap_masked-LAFE0H-processed-gene-1.30-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.30&CDS=1-1548	YHR170W
3515	OG0003515	snap_masked-LAFE0H-processed-gene-1.31-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.31&CDS=1-573	YGR251W
3516	OG0003516	maker-LAFE0H-snap-gene-1.92-mRNA-1_1&gene=maker-LAFE0H-snap-gene-1.92&CDS=1-2913	YHR169W
3517	OG0003517	snap_masked-LAFE0H-processed-gene-1.34-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.34&CDS=1-789	YHR167W
3518	OG0003518	maker-LAFE0H-snap-gene-1.91-mRNA-1_1&gene=maker-LAFE0H-snap-gene-1.91&CDS=1-9228	YHR165C
3519	OG0003519	snap_masked-LAFE0H-processed-gene-1.9-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.9&CDS=1-4494	YHR164C
3520	OG0003520	snap_masked-LAFE0H-processed-gene-1.10-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.10&CDS=1-2322	YGR250C
3521	OG0003521	snap_masked-LAFE0H-processed-gene-1.37-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.37&CDS=1-756	YHR163W
3522	OG0003522	augustus_masked-LAFE0H-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-1.78&CDS=1-645	YGR247W
3523	OG0003523	snap_masked-LAFE0H-processed-gene-1.12-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.12&CDS=1-1701	YGR246C
3524	OG0003524	snap_masked-LAFE0H-processed-gene-1.13-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.13&CDS=1-2232	YGR245C
3525	OG0003525	snap_masked-LAFE0H-processed-gene-1.14-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.14&CDS=1-1263	YGR244C
3526	OG0003526	snap_masked-LAFE0H-processed-gene-1.16-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.16&CDS=1-1914	YHR161C
3527	OG0003527	snap_masked-LAFE0H-processed-gene-1.39-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.39&CDS=1-1644	YMR065W
3528	OG0003528	snap_masked-LAFE0H-processed-gene-1.40-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.40&CDS=1-1785	YMR064W
3529	OG0003529	snap_masked-LAFE0H-processed-gene-1.41-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.41&CDS=1-729	YMR063W
3530	OG0003530	snap_masked-LAFE0H-processed-gene-1.18-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.18&CDS=1-2151	YKL078W
3531	OG0003531	snap_masked-LAFE0H-processed-gene-1.19-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.19&CDS=1-1974	YDR536W
3532	OG0003532	snap_masked-LAFE0H-processed-gene-1.20-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.20&CDS=1-1323	YMR062C
3533	OG0003533	snap_masked-LAFE0H-processed-gene-1.42-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.42&CDS=1-1956	YMR061W
3534	OG0003534	snap_masked-LAFE0H-processed-gene-1.21-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.21&CDS=1-870	YMR060C
3535	OG0003535	snap_masked-LAFE0H-processed-gene-1.22-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.22&CDS=1-1167	YKL077W
3536	OG0003536	snap_masked-LAFE0H-processed-gene-1.43-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.43&CDS=1-1143	YKL075C
3537	OG0003537	snap_masked-LAFE0H-processed-gene-1.44-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.44&CDS=1-1860	YMR058W
3538	OG0003538	genemark-LAFE0H-processed-gene-1.118-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-1.118&CDS=1-906	YMR055C
3539	OG0003539	snap_masked-LAFE0H-processed-gene-1.45-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.45&CDS=1-1464	YKL074C
3540	OG0003540	augustus_masked-LAFE0H-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-1.68&CDS=1-2661	YKL073W
3541	OG0003541	snap_masked-LAFE0H-processed-gene-1.47-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.47&CDS=1-603	YMR052W
3542	OG0003542	maker-LAFE0H-augustus-gene-1.94-mRNA-1_1&gene=maker-LAFE0H-augustus-gene-1.94&CDS=1-3003	YMR049C
3543	OG0003543	snap_masked-LAFE0H-processed-gene-1.48-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-1.48&CDS=1-810	YMR048W
3544	OG0003544	snap_masked-LAFE0H-processed-gene-2.109-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.109&CDS=1-3534	YKL068W
3545	OG0003545	snap_masked-LAFE0H-processed-gene-2.112-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.112&CDS=1-1323	YMR044W
3546	OG0003546	snap_masked-LAFE0H-processed-gene-2.113-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.113&CDS=1-633	YMR043W
3547	OG0003547	snap_masked-LAFE0H-processed-gene-2.110-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.110&CDS=1-456	YKL067W
3548	OG0003548	maker-LAFE0H-snap-gene-2.0-mRNA-1_1&gene=maker-LAFE0H-snap-gene-2.0&CDS=1-2595	YGR258C
3549	OG0003549	snap_masked-LAFE0H-processed-gene-2.114-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.114&CDS=1-780	YHR185C
3550	OG0003550	snap_masked-LAFE0H-processed-gene-2.115-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.115&CDS=1-1047	YGR257C
3551	OG0003551	augustus_masked-LAFE0H-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-2.86&CDS=1-1812	YHR184W
3552	OG0003552	snap_masked-LAFE0H-processed-gene-2.138-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.138&CDS=1-1476	YHR183W
3553	OG0003553	snap_masked-LAFE0H-processed-gene-2.139-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.139&CDS=1-2262	YHR182W
3554	OG0003554	augustus_masked-LAFE0H-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-2.88&CDS=1-2616	YHR178W
3555	OG0003555	snap_masked-LAFE0H-processed-gene-2.145-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.145&CDS=1-2397	YHR172W
3556	OG0003556	snap_masked-LAFE0H-processed-gene-2.117-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.117&CDS=1-2532	YNL233W
3557	OG0003557	snap_masked-LAFE0H-processed-gene-2.118-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.118&CDS=1-834	YNL232W
3558	OG0003558	snap_masked-LAFE0H-processed-gene-2.146-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.146&CDS=1-1041	YNL231C
3559	OG0003559	snap_masked-LAFE0H-processed-gene-2.147-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.147&CDS=1-1071	YNL230C
3560	OG0003560	genemark-LAFE0H-processed-gene-2.43-mRNA-1_1&gene=genemark-LAFE0H-processed-gene-2.43&CDS=1-2847	YNL229C
3561	OG0003561	snap_masked-LAFE0H-processed-gene-2.150-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.150&CDS=1-2667	YNL225C
3562	OG0003562	snap_masked-LAFE0H-processed-gene-2.151-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.151&CDS=1-2295	YNL224C
3563	OG0003563	snap_masked-LAFE0H-processed-gene-2.119-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.119&CDS=1-1377	YNL223W
3564	OG0003564	snap_masked-LAFE0H-processed-gene-2.120-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.120&CDS=1-618	YNL222W
3565	OG0003565	snap_masked-LAFE0H-processed-gene-2.152-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.152&CDS=1-1431	YDL238C
3566	OG0003566	snap_masked-LAFE0H-processed-gene-2.121-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.121&CDS=1-1245	YDL237W
3567	OG0003567	snap_masked-LAFE0H-processed-gene-2.153-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.153&CDS=1-2529	YNL221C
3568	OG0003568	snap_masked-LAFE0H-processed-gene-2.122-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.122&CDS=1-1299	YNL220W
3569	OG0003569	snap_masked-LAFE0H-processed-gene-2.154-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.154&CDS=1-1656	YNL219C
3570	OG0003570	snap_masked-LAFE0H-processed-gene-2.123-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.123&CDS=1-921	YDL236W
3571	OG0003571	snap_masked-LAFE0H-processed-gene-2.124-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.124&CDS=1-1674	YNL218W
3572	OG0003572	snap_masked-LAFE0H-processed-gene-2.155-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.155&CDS=1-414	YDL235C
3573	OG0003573	augustus_masked-LAFE0H-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-2.74&CDS=1-969	YNL217W
3574	OG0003574	snap_masked-LAFE0H-processed-gene-2.126-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.126&CDS=1-2205	YNL216W
3575	OG0003575	snap_masked-LAFE0H-processed-gene-2.156-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.156&CDS=1-2244	YDL234C
3576	OG0003576	snap_masked-LAFE0H-processed-gene-2.127-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.127&CDS=1-699	YNL215W
3577	OG0003577	augustus_masked-LAFE0H-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-2.77&CDS=1-1662	YDL233W
3578	OG0003578	snap_masked-LAFE0H-processed-gene-2.129-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.129&CDS=1-660	YNL214W
3579	OG0003579	snap_masked-LAFE0H-processed-gene-2.157-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.157&CDS=1-669	YNL213C
3580	OG0003580	augustus_masked-LAFE0H-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-2.79&CDS=1-2427	YNL212W
3581	OG0003581	augustus_masked-LAFE0H-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-LAFE0H-processed-gene-2.102&CDS=1-3177	YDL231C
3582	OG0003582	snap_masked-LAFE0H-processed-gene-2.131-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.131&CDS=1-963	YDL230W
3583	OG0003583	snap_masked-LAFE0H-processed-gene-2.132-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.132&CDS=1-996	YNL210W
3584	OG0003584	snap_masked-LAFE0H-processed-gene-2.135-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.135&CDS=1-1281	YNL207W
3585	OG0003585	snap_masked-LAFE0H-processed-gene-2.159-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.159&CDS=1-1284	YNL206C
3586	OG0003586	snap_masked-LAFE0H-processed-gene-2.160-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.160&CDS=1-1119	YDL226C
3587	OG0003587	snap_masked-LAFE0H-processed-gene-2.136-mRNA-1_1&gene=snap_masked-LAFE0H-processed-gene-2.136&CDS=1-870	YNL202W
