	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034671_Blastobotrys_peoriensis
2650	OG0002650	YMR244W	genemark-NODE_85_length_60181_cov_11.7522_ID_169-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_85_length_60181_cov_11.7522_ID_169-processed-gene-0.50&CDS=1-1323
2651	OG0002651	YMR247C	genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_19_length_190036_cov_12.6426_ID_37-processed-gene-0.72&CDS=1-4821
2652	OG0002652	YMR250W	genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.49&CDS=1-1608
2653	OG0002653	YMR259C	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.3&CDS=1-4164
2654	OG0002654	YMR260C	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.57&CDS=1-462
2655	OG0002655	YMR262W	genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_2_length_299800_cov_11.8646_ID_3-processed-gene-1.60&CDS=1-912
2656	OG0002656	YMR263W	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.53-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.53&CDS=1-423
2657	OG0002657	YMR264W	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.52&CDS=1-630
2658	OG0002658	YMR265C	snap_masked-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.150-mRNA-1_1&gene=snap_masked-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.150&CDS=1-1224
2659	OG0002659	YMR266W	genemark-NODE_42_length_114289_cov_11.7125_ID_83-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_42_length_114289_cov_11.7125_ID_83-processed-gene-0.108&CDS=1-2622
2660	OG0002660	YMR268C	snap_masked-NODE_142_length_19449_cov_12.1292_ID_283-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_142_length_19449_cov_12.1292_ID_283-processed-gene-0.12&CDS=1-2850
2661	OG0002661	YMR269W	genemark-NODE_106_length_40983_cov_11.9699_ID_211-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_106_length_40983_cov_11.9699_ID_211-processed-gene-0.0&CDS=1-654
2662	OG0002662	YMR271C	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-0.25&CDS=1-651
2663	OG0002663	YMR272C	genemark-NODE_49_length_103607_cov_12.4398_ID_97-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_49_length_103607_cov_12.4398_ID_97-processed-gene-0.48&CDS=1-1122
2664	OG0002664	YMR274C	genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_59_length_89443_cov_12.6287_ID_117-processed-gene-0.20&CDS=1-738
2665	OG0002665	YMR276W	genemark-NODE_91_length_56542_cov_12.599_ID_181-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_91_length_56542_cov_12.599_ID_181-processed-gene-0.11&CDS=1-1179
2666	OG0002666	YMR277W	genemark-NODE_166_length_6453_cov_13.4855_ID_331-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_166_length_6453_cov_13.4855_ID_331-processed-gene-0.2&CDS=1-2391
2667	OG0002667	YMR278W	genemark-NODE_166_length_6453_cov_13.4855_ID_331-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_166_length_6453_cov_13.4855_ID_331-processed-gene-0.1&CDS=1-1746
2668	OG0002668	YMR280C	genemark-NODE_17_length_213120_cov_12.7311_ID_33-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_17_length_213120_cov_12.7311_ID_33-processed-gene-1.135&CDS=1-2538
2669	OG0002669	YMR281W	augustus_masked-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-0.86&CDS=1-789
2670	OG0002670	YMR283C	augustus_masked-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-0.104&CDS=1-1359
2671	OG0002671	YMR284W	snap_masked-NODE_81_length_63219_cov_13.4252_ID_161-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_81_length_63219_cov_13.4252_ID_161-processed-gene-0.4&CDS=1-1956
2672	OG0002672	YMR285C	genemark-NODE_81_length_63219_cov_13.4252_ID_161-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_81_length_63219_cov_13.4252_ID_161-processed-gene-0.64&CDS=1-1308
2673	OG0002673	YMR286W	augustus_masked-NODE_81_length_63219_cov_13.4252_ID_161-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_81_length_63219_cov_13.4252_ID_161-processed-gene-0.37&CDS=1-255
2674	OG0002674	YMR287C	augustus_masked-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.65&CDS=1-3513
2675	OG0002675	YMR288W	genemark-NODE_57_length_89632_cov_11.3018_ID_113-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_57_length_89632_cov_11.3018_ID_113-processed-gene-0.107&CDS=1-3480
2676	OG0002676	YMR289W	genemark-NODE_126_length_31280_cov_11.6666_ID_251-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_126_length_31280_cov_11.6666_ID_251-processed-gene-0.34&CDS=1-969
2677	OG0002677	YMR290C	genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.163-mRNA-1_1&gene=genemark-NODE_23_length_169011_cov_11.9977_ID_45-processed-gene-0.163&CDS=1-1794
2678	OG0002678	YMR292W	genemark-NODE_93_length_53556_cov_11.3527_ID_185-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_93_length_53556_cov_11.3527_ID_185-processed-gene-0.42&CDS=1-414
2679	OG0002679	YMR293C	genemark-NODE_93_length_53556_cov_11.3527_ID_185-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_93_length_53556_cov_11.3527_ID_185-processed-gene-0.38&CDS=1-1413
2680	OG0002680	YMR296C	genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_18_length_201582_cov_12.1594_ID_35-processed-gene-1.45&CDS=1-1545
2681	OG0002681	YMR297W	maker-NODE_43_length_113857_cov_13.3362_ID_85-snap-gene-0.104-mRNA-1_1&gene=maker-NODE_43_length_113857_cov_13.3362_ID_85-snap-gene-0.104&CDS=1-2937
2682	OG0002682	YMR300C	genemark-NODE_42_length_114289_cov_11.7125_ID_83-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_42_length_114289_cov_11.7125_ID_83-processed-gene-0.122&CDS=1-1623
2683	OG0002683	YMR301C	snap_masked-NODE_70_length_73143_cov_12.9276_ID_139-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_70_length_73143_cov_12.9276_ID_139-processed-gene-0.49&CDS=1-2196
2684	OG0002684	YMR302C	genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.271-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-1.271&CDS=1-2556
2685	OG0002685	YMR304W	genemark-NODE_69_length_73151_cov_12.5137_ID_137-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_69_length_73151_cov_12.5137_ID_137-processed-gene-0.79&CDS=1-3645
2686	OG0002686	YMR307W	genemark-NODE_83_length_62489_cov_12.1932_ID_165-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_83_length_62489_cov_12.1932_ID_165-processed-gene-0.6&CDS=1-1665
2687	OG0002687	YMR308C	genemark-NODE_98_length_48419_cov_11.9568_ID_195-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_98_length_48419_cov_11.9568_ID_195-processed-gene-0.6&CDS=1-3312
2688	OG0002688	YMR309C	genemark-NODE_74_length_68791_cov_12.1023_ID_147-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_74_length_68791_cov_12.1023_ID_147-processed-gene-0.49&CDS=1-2541
2689	OG0002689	YMR311C	genemark-NODE_17_length_213120_cov_12.7311_ID_33-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_17_length_213120_cov_12.7311_ID_33-processed-gene-1.118&CDS=1-624
2690	OG0002690	YMR313C	maker-NODE_70_length_73143_cov_12.9276_ID_139-augustus-gene-0.109-mRNA-1_1&gene=maker-NODE_70_length_73143_cov_12.9276_ID_139-augustus-gene-0.109&CDS=1-1725
2691	OG0002691	YMR314W	genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-1.266-mRNA-1_1&gene=genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-1.266&CDS=1-828
2692	OG0002692	YMR315W	genemark-NODE_101_length_45765_cov_12.6191_ID_201-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_101_length_45765_cov_12.6191_ID_201-processed-gene-0.15&CDS=1-1032
2693	OG0002693	YMR319C	genemark-NODE_24_length_164461_cov_14.7024_ID_47-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_24_length_164461_cov_14.7024_ID_47-processed-gene-0.107&CDS=1-1596
2694	OG0002694	YNL001W	maker-NODE_38_length_121218_cov_15.9074_ID_75-snap-gene-0.174-mRNA-1_1&gene=maker-NODE_38_length_121218_cov_15.9074_ID_75-snap-gene-0.174&CDS=1-2310
2695	OG0002695	YNL003C	genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_20_length_182759_cov_12.4136_ID_39-processed-gene-0.157&CDS=1-861
2696	OG0002696	YNL005C	genemark-NODE_68_length_76945_cov_12.2257_ID_135-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_68_length_76945_cov_12.2257_ID_135-processed-gene-0.8&CDS=1-1110
2697	OG0002697	YNL006W	genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.29&CDS=1-933
2698	OG0002698	YNL007C	genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.22&CDS=1-1155
2699	OG0002699	YNL010W	genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.69&CDS=1-744
2700	OG0002700	YNL011C	genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_53_length_94915_cov_12.3096_ID_105-processed-gene-0.70&CDS=1-1392
2701	OG0002701	YNL014W	genemark-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_41_length_115665_cov_11.995_ID_81-processed-gene-0.16&CDS=1-3156
2702	OG0002702	YNL015W	augustus_masked-NODE_72_length_71234_cov_12.3934_ID_143-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_72_length_71234_cov_12.3934_ID_143-processed-gene-0.63&CDS=1-222
2703	OG0002703	YNL016W	snap_masked-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.119&CDS=1-1176
2704	OG0002704	YNL020C	genemark-NODE_114_length_36065_cov_13.4488_ID_227-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_114_length_36065_cov_13.4488_ID_227-processed-gene-0.13&CDS=1-3273
2705	OG0002705	YNL021W	genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.72&CDS=1-2409
2706	OG0002706	YNL022C	genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.76&CDS=1-1395
2707	OG0002707	YNL024C	maker-NODE_91_length_56542_cov_12.599_ID_181-augustus-gene-0.79-mRNA-1_1&gene=maker-NODE_91_length_56542_cov_12.599_ID_181-augustus-gene-0.79&CDS=1-687
2708	OG0002708	YNL024C-A	maker-NODE_91_length_56542_cov_12.599_ID_181-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_91_length_56542_cov_12.599_ID_181-snap-gene-0.49&CDS=1-210
2709	OG0002709	YNL025C	genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_3_length_297376_cov_12.4251_ID_5-processed-gene-0.87&CDS=1-810
2710	OG0002710	YNL027W	genemark-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-1.162-mRNA-1_1&gene=genemark-NODE_15_length_224791_cov_11.9214_ID_29-processed-gene-1.162&CDS=1-1821
2711	OG0002711	YNL032W	genemark-NODE_32_length_132186_cov_12.7113_ID_63-processed-gene-0.182-mRNA-1_1&gene=genemark-NODE_32_length_132186_cov_12.7113_ID_63-processed-gene-0.182&CDS=1-579
2712	OG0002712	YNL035C	genemark-NODE_114_length_36065_cov_13.4488_ID_227-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_114_length_36065_cov_13.4488_ID_227-processed-gene-0.16&CDS=1-1212
2713	OG0002713	YNL036W	genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.263-mRNA-1_1&gene=genemark-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.263&CDS=1-633
2714	OG0002714	YNL037C	maker-NODE_114_length_36065_cov_13.4488_ID_227-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_114_length_36065_cov_13.4488_ID_227-augustus-gene-0.43&CDS=1-2382
2715	OG0002715	YNL039W	snap_masked-NODE_114_length_36065_cov_13.4488_ID_227-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_114_length_36065_cov_13.4488_ID_227-processed-gene-0.50&CDS=1-2130
2716	OG0002716	YNL040W	genemark-NODE_42_length_114289_cov_11.7125_ID_83-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_42_length_114289_cov_11.7125_ID_83-processed-gene-0.106&CDS=1-1206
2717	OG0002717	YNL041C	genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.84&CDS=1-1950
2718	OG0002718	YNL042W	augustus_masked-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.51&CDS=1-2067
2719	OG0002719	YNL044W	snap_masked-NODE_102_length_44529_cov_11.641_ID_203-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_102_length_44529_cov_11.641_ID_203-processed-gene-0.43&CDS=1-495
2720	OG0002720	YNL045W	genemark-NODE_7_length_280080_cov_11.8606_ID_13-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_7_length_280080_cov_11.8606_ID_13-processed-gene-0.104&CDS=1-1905
2721	OG0002721	YNL048W	genemark-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.27&CDS=1-1758
2722	OG0002722	YNL051W	genemark-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.24&CDS=1-1179
2723	OG0002723	YNL054W	augustus_masked-NODE_63_length_83352_cov_12.1533_ID_125-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_63_length_83352_cov_12.1533_ID_125-processed-gene-0.62&CDS=1-2352
2724	OG0002724	YNL056W	genemark-NODE_36_length_121507_cov_11.9739_ID_71-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_36_length_121507_cov_11.9739_ID_71-processed-gene-0.68&CDS=1-507
2725	OG0002725	YNL059C	genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.15&CDS=1-2187
2726	OG0002726	YNL061W	genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.23&CDS=1-1785
2727	OG0002727	YNL062C	genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.16&CDS=1-1356
2728	OG0002728	YNL063W	genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_120_length_32315_cov_11.6064_ID_239-processed-gene-0.24&CDS=1-930
2729	OG0002729	YNL066W	genemark-NODE_154_length_10703_cov_12.5775_ID_307-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_154_length_10703_cov_12.5775_ID_307-processed-gene-0.3&CDS=1-1248
2730	OG0002730	YNL070W	genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_30_length_139770_cov_11.9785_ID_59-processed-gene-0.47&CDS=1-168
2731	OG0002731	YNL071W	genemark-NODE_71_length_71598_cov_12.5033_ID_141-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_71_length_71598_cov_12.5033_ID_141-processed-gene-0.23&CDS=1-1434
2732	OG0002732	YNL072W	genemark-NODE_71_length_71598_cov_12.5033_ID_141-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_71_length_71598_cov_12.5033_ID_141-processed-gene-0.22&CDS=1-1110
2733	OG0002733	YNL075W	genemark-NODE_71_length_71598_cov_12.5033_ID_141-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_71_length_71598_cov_12.5033_ID_141-processed-gene-0.28&CDS=1-849
2734	OG0002734	YNL080C	genemark-NODE_56_length_89863_cov_12.3234_ID_111-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_56_length_89863_cov_12.3234_ID_111-processed-gene-0.36&CDS=1-618
2735	OG0002735	YNL081C	genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.96&CDS=1-483
2736	OG0002736	YNL082W	augustus_masked-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_295438_cov_11.9743_ID_9-processed-gene-1.15&CDS=1-2880
2737	OG0002737	YNL084C	genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-1.112&CDS=1-1263
2738	OG0002738	YNL085W	augustus_masked-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-NODE_26_length_150816_cov_11.8845_ID_51-processed-gene-0.218&CDS=1-2193
2739	OG0002739	YNL088W	genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_4_length_296429_cov_12.5131_ID_7-processed-gene-0.52&CDS=1-4659
2740	OG0002740	YNL090W	genemark-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.72&CDS=1-594
2741	OG0002741	YNL091W	snap_masked-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.106&CDS=1-3759
2742	OG0002742	YNL092W	genemark-NODE_55_length_91178_cov_12.208_ID_109-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_55_length_91178_cov_12.208_ID_109-processed-gene-0.17&CDS=1-1263
2743	OG0002743	YNL094W	genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_27_length_145672_cov_12.0219_ID_53-processed-gene-0.104&CDS=1-2310
2744	OG0002744	YNL097C	genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.28&CDS=1-1227
2745	OG0002745	YNL098C	genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_44_length_113619_cov_12.4587_ID_87-processed-gene-0.29&CDS=1-783
2746	OG0002746	YNL102W	genemark-NODE_43_length_113857_cov_13.3362_ID_85-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_43_length_113857_cov_13.3362_ID_85-processed-gene-0.117&CDS=1-4176
2747	OG0002747	YNL107W	genemark-NODE_69_length_73151_cov_12.5137_ID_137-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_69_length_73151_cov_12.5137_ID_137-processed-gene-0.89&CDS=1-885
2748	OG0002748	YNL110C	genemark-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_40_length_117566_cov_12.0694_ID_79-processed-gene-0.44&CDS=1-825
2749	OG0002749	YNL112W	maker-NODE_8_length_266187_cov_12.3814_ID_15-augustus-gene-0.119-mRNA-1_1&gene=maker-NODE_8_length_266187_cov_12.3814_ID_15-augustus-gene-0.119&CDS=1-1809
2750	OG0002750	YNL113W	genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_8_length_266187_cov_12.3814_ID_15-processed-gene-0.96&CDS=1-411
2751	OG0002751	YNL115C	augustus_masked-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.80&CDS=1-1644
2752	OG0002752	YNL118C	genemark-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_31_length_135762_cov_11.5624_ID_61-processed-gene-0.40&CDS=1-3405
2753	OG0002753	YNL119W	genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.37&CDS=1-1041
2754	OG0002754	YNL123W	genemark-NODE_56_length_89863_cov_12.3234_ID_111-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_56_length_89863_cov_12.3234_ID_111-processed-gene-0.8&CDS=1-3060
2755	OG0002755	YNL124W	genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.12&CDS=1-1968
2756	OG0002756	YNL126W	genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-1.160-mRNA-1_1&gene=genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-1.160&CDS=1-2322
2757	OG0002757	YNL127W	genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-1.159-mRNA-1_1&gene=genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-1.159&CDS=1-2406
2758	OG0002758	YNL128W	genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-1.158-mRNA-1_1&gene=genemark-NODE_11_length_240857_cov_12.1525_ID_21-processed-gene-1.158&CDS=1-1047
2759	OG0002759	YNL129W	genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.10&CDS=1-699
2760	OG0002760	YNL131W	genemark-NODE_37_length_121468_cov_12.1133_ID_73-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_37_length_121468_cov_12.1133_ID_73-processed-gene-0.158&CDS=1-453
2761	OG0002761	YNL132W	genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.30&CDS=1-3108
2762	OG0002762	YNL135C	genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.21&CDS=1-324
2763	OG0002763	YNL136W	augustus_masked-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.112&CDS=1-732
2764	OG0002764	YNL137C	genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.22&CDS=1-1659
2765	OG0002765	YNL138W	genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_54_length_91515_cov_11.5492_ID_107-processed-gene-0.41&CDS=1-1713
2766	OG0002766	YNL138W-A	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.50&CDS=1-237
2767	OG0002767	YNL139C	genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_1_length_329478_cov_12.9878_ID_1-processed-gene-2.21&CDS=1-5523
2768	OG0002768	YNL141W	genemark-NODE_62_length_84672_cov_12.3641_ID_123-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_62_length_84672_cov_12.3641_ID_123-processed-gene-0.67&CDS=1-1056
2769	OG0002769	YNL142W	genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_6_length_282082_cov_12.0598_ID_11-processed-gene-1.146&CDS=1-1443
2770	OG0002770	YNL147W	genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.60&CDS=1-405
2771	OG0002771	YNL148C	genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.35&CDS=1-705
2772	OG0002772	YNL151C	genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.37&CDS=1-663
2773	OG0002773	YNL152W	genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_46_length_106824_cov_12.2111_ID_91-processed-gene-0.63&CDS=1-1380
