	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035048_Barnettozyma_salicaria
2712	OG0002712	YML019W	genemark-flattened_line_11-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.141&CDS=1-978
2713	OG0002713	YML020W	genemark-flattened_line_11-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.111&CDS=1-1983
2714	OG0002714	YML021C	genemark-flattened_line_11-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.138&CDS=1-1005
2715	OG0002715	YML023C	snap_masked-flattened_line_11-processed-gene-2.158-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.158&CDS=1-1728
2716	OG0002716	YML025C	snap_masked-flattened_line_43-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.120&CDS=1-795
2717	OG0002717	YML029W	snap_masked-flattened_line_0-processed-gene-8.15-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.15&CDS=1-2202
2718	OG0002718	YML030W	genemark-flattened_line_9-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.85&CDS=1-435
2719	OG0002719	YML031W	genemark-flattened_line_0-processed-gene-8.234-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.234&CDS=1-1728
2720	OG0002720	YML032C	genemark-flattened_line_0-processed-gene-8.284-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.284&CDS=1-1281
2721	OG0002721	YML034W	genemark-flattened_line_5-processed-gene-7.154-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-7.154&CDS=1-2679
2722	OG0002722	YML035C	genemark-flattened_line_3-processed-gene-7.189-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.189&CDS=1-2340
2723	OG0002723	YML036W	genemark-flattened_line_17-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.6&CDS=1-519
2724	OG0002724	YML038C	genemark-flattened_line_9-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.74&CDS=1-1203
2725	OG0002725	YML042W	genemark-flattened_line_15-processed-gene-3.249-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.249&CDS=1-1860
2726	OG0002726	YML043C	snap_masked-flattened_line_23-processed-gene-2.97-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-2.97&CDS=1-1476
2727	OG0002727	YML046W	snap_masked-flattened_line_15-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.64&CDS=1-1917
2728	OG0002728	YML048W	genemark-flattened_line_11-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.137&CDS=1-1146
2729	OG0002729	YML049C	genemark-flattened_line_11-processed-gene-2.45-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.45&CDS=1-3375
2730	OG0002730	YML052W	genemark-flattened_line_27-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.25&CDS=1-852
2731	OG0002731	YML054C	genemark-flattened_line_13-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.66&CDS=1-1695
2732	OG0002732	YML055W	genemark-flattened_line_9-processed-gene-4.9-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.9&CDS=1-528
2733	OG0002733	YML056C	genemark-flattened_line_9-processed-gene-3.79-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.79&CDS=1-1566
2734	OG0002734	YML059C	genemark-flattened_line_45-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.131&CDS=1-4176
2735	OG0002735	YML060W	genemark-flattened_line_45-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.111&CDS=1-1026
2736	OG0002736	YML061C	genemark-flattened_line_45-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.129&CDS=1-2427
2737	OG0002737	YML064C	genemark-flattened_line_9-processed-gene-3.80-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.80&CDS=1-621
2738	OG0002738	YML065W	genemark-flattened_line_9-processed-gene-3.107-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.107&CDS=1-2472
2739	OG0002739	YML066C	genemark-flattened_line_9-processed-gene-3.82-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.82&CDS=1-1533
2740	OG0002740	YML067C	genemark-flattened_line_15-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.129&CDS=1-1026
2741	OG0002741	YML068W	snap_masked-flattened_line_15-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.48&CDS=1-1479
2742	OG0002742	YML069W	genemark-flattened_line_27-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.125&CDS=1-1605
2743	OG0002743	YML071C	genemark-flattened_line_45-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.98&CDS=1-1605
2744	OG0002744	YML072C	maker-flattened_line_45-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_45-snap-gene-0.1&CDS=1-4134
2745	OG0002745	YML076C	augustus_masked-flattened_line_45-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.59&CDS=1-2544
2746	OG0002746	YML080W	genemark-flattened_line_5-processed-gene-4.39-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.39&CDS=1-1266
2747	OG0002747	YML081C-A	snap_masked-flattened_line_0-processed-gene-3.96-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.96&CDS=1-183
2748	OG0002748	YML081W	snap_masked-flattened_line_0-processed-gene-3.78-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.78&CDS=1-3567
2749	OG0002749	YML085C	genemark-flattened_line_9-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.59&CDS=1-1347
2750	OG0002750	YML086C	genemark-flattened_line_9-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.40&CDS=1-1587
2751	OG0002751	YML088W	genemark-flattened_line_17-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.142&CDS=1-1860
2752	OG0002752	YML091C	genemark-flattened_line_17-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.126&CDS=1-2202
2753	OG0002753	YML092C	augustus_masked-flattened_line_17-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.22&CDS=1-1041
2754	OG0002754	YML093W	genemark-flattened_line_17-processed-gene-2.153-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.153&CDS=1-2805
2755	OG0002755	YML094W	genemark-flattened_line_17-processed-gene-2.130-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.130&CDS=1-483
2756	OG0002756	YML095C	genemark-flattened_line_17-processed-gene-2.131-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.131&CDS=1-621
2757	OG0002757	YML096W	genemark-flattened_line_17-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.154&CDS=1-1494
2758	OG0002758	YML097C	genemark-flattened_line_17-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.132&CDS=1-774
2759	OG0002759	YML098W	genemark-flattened_line_29-processed-gene-1.258-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.258&CDS=1-576
2760	OG0002760	YML099C	augustus_masked-flattened_line_29-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.38&CDS=1-2631
2761	OG0002761	YML102W	genemark-flattened_line_25-processed-gene-2.17-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.17&CDS=1-1596
2762	OG0002762	YML103C	genemark-flattened_line_0-processed-gene-3.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.44&CDS=1-4632
2763	OG0002763	YML104C	genemark-flattened_line_5-processed-gene-4.13-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.13&CDS=1-3864
2764	OG0002764	YML105C	genemark-flattened_line_5-processed-gene-4.14-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.14&CDS=1-768
2765	OG0002765	YML106W	genemark-flattened_line_5-processed-gene-4.41-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.41&CDS=1-663
2766	OG0002766	YML110C	genemark-flattened_line_15-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.145&CDS=1-828
2767	OG0002767	YML112W	genemark-flattened_line_17-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.116&CDS=1-810
2768	OG0002768	YML114C	genemark-flattened_line_45-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.123&CDS=1-1602
2769	OG0002769	YML115C	genemark-flattened_line_45-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.107&CDS=1-1458
2770	OG0002770	YML121W	genemark-flattened_line_29-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-0.38&CDS=1-891
2771	OG0002771	YML123C	genemark-flattened_line_27-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-2.5&CDS=1-1704
2772	OG0002772	YML125C	genemark-flattened_line_47-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.73&CDS=1-918
2773	OG0002773	YML126C	genemark-flattened_line_17-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.141&CDS=1-1344
2774	OG0002774	YML127W	genemark-flattened_line_17-processed-gene-2.151-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.151&CDS=1-1527
2775	OG0002775	YML128C	maker-flattened_line_17-augustus-gene-2.157-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-2.157&CDS=1-1914
2776	OG0002776	YML130C	genemark-flattened_line_29-processed-gene-1.222-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.222&CDS=1-1473
2777	OG0002777	YML131W	genemark-flattened_line_7-processed-gene-4.114-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.114&CDS=1-1098
2778	OG0002778	YMR001C	genemark-flattened_line_25-processed-gene-2.14-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.14&CDS=1-2070
2779	OG0002779	YMR002W	genemark-flattened_line_25-processed-gene-2.36-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.36&CDS=1-444
2780	OG0002780	YMR003W	genemark-flattened_line_25-processed-gene-2.35-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.35&CDS=1-912
2781	OG0002781	YMR004W	genemark-flattened_line_25-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.33&CDS=1-1377
2782	OG0002782	YMR005W	genemark-flattened_line_25-processed-gene-2.32-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.32&CDS=1-1155
2783	OG0002783	YMR012W	genemark-flattened_line_5-processed-gene-3.6-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-3.6&CDS=1-3774
2784	OG0002784	YMR013C	genemark-flattened_line_9-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.20&CDS=1-1593
2785	OG0002785	YMR014W	genemark-flattened_line_17-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.39&CDS=1-1461
2786	OG0002786	YMR015C	genemark-flattened_line_5-processed-gene-7.106-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-7.106&CDS=1-1635
2787	OG0002787	YMR019W	genemark-flattened_line_13-processed-gene-3.12-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.12&CDS=1-2502
2788	OG0002788	YMR020W	augustus_masked-flattened_line_9-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.147&CDS=1-1683
2789	OG0002789	YMR022W	genemark-flattened_line_5-processed-gene-3.7-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-3.7&CDS=1-504
2790	OG0002790	YMR023C	snap_masked-flattened_line_3-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.17&CDS=1-1284
2791	OG0002791	YMR024W	genemark-flattened_line_7-processed-gene-4.107-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.107&CDS=1-1038
2792	OG0002792	YMR026C	genemark-flattened_line_5-processed-gene-7.149-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-7.149&CDS=1-1152
2793	OG0002793	YMR027W	genemark-flattened_line_15-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.141&CDS=1-1371
2794	OG0002794	YMR028W	genemark-flattened_line_15-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.116&CDS=1-1029
2795	OG0002795	YMR029C	snap_masked-flattened_line_11-processed-gene-2.134-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.134&CDS=1-582
2796	OG0002796	YMR032W	genemark-flattened_line_0-processed-gene-3.15-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.15&CDS=1-1905
2797	OG0002797	YMR033W	genemark-flattened_line_0-processed-gene-3.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.16&CDS=1-1320
2798	OG0002798	YMR034C	augustus_masked-flattened_line_0-processed-gene-3.147-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.147&CDS=1-1335
2799	OG0002799	YMR035W	genemark-flattened_line_0-processed-gene-3.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.17&CDS=1-603
2800	OG0002800	YMR036C	augustus_masked-flattened_line_17-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.85&CDS=1-1890
2801	OG0002801	YMR039C	genemark-flattened_line_41-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.199&CDS=1-363
2802	OG0002802	YMR041C	genemark-flattened_line_21-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.27&CDS=1-990
2803	OG0002803	YMR048W	snap_masked-flattened_line_17-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.97&CDS=1-1026
2804	OG0002804	YMR049C	genemark-flattened_line_17-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.54&CDS=1-2412
2805	OG0002805	YMR054W	genemark-flattened_line_0-processed-gene-3.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.30&CDS=1-2481
2806	OG0002806	YMR058W	genemark-flattened_line_17-processed-gene-3.189-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.189&CDS=1-1866
2807	OG0002807	YMR060C	genemark-flattened_line_17-processed-gene-3.199-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.199&CDS=1-921
2808	OG0002808	YMR061W	genemark-flattened_line_17-processed-gene-3.197-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.197&CDS=1-2157
2809	OG0002809	YMR062C	genemark-flattened_line_25-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.44&CDS=1-1293
2810	OG0002810	YMR063W	genemark-flattened_line_7-processed-gene-1.52-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.52&CDS=1-1929
2811	OG0002811	YMR065W	genemark-flattened_line_5-processed-gene-3.28-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-3.28&CDS=1-1356
2812	OG0002812	YMR066W	snap_masked-flattened_line_19-processed-gene-2.24-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.24&CDS=1-2409
2813	OG0002813	YMR067C	genemark-flattened_line_35-processed-gene-0.256-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.256&CDS=1-1344
2814	OG0002814	YMR068W	genemark-flattened_line_31-processed-gene-1.78-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.78&CDS=1-1614
2815	OG0002815	YMR069W	genemark-flattened_line_0-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.78&CDS=1-609
2816	OG0002816	YMR071C	genemark-flattened_line_19-processed-gene-2.308-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.308&CDS=1-498
2817	OG0002817	YMR073C	genemark-flattened_line_5-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.104&CDS=1-507
2818	OG0002818	YMR074C	genemark-flattened_line_5-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.100&CDS=1-408
2819	OG0002819	YMR075W	genemark-flattened_line_25-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-2.19&CDS=1-1938
2820	OG0002820	YMR076C	augustus_masked-flattened_line_25-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.161&CDS=1-5442
2821	OG0002821	YMR077C	genemark-flattened_line_15-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.141&CDS=1-618
2822	OG0002822	YMR078C	genemark-flattened_line_9-processed-gene-2.54-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.54&CDS=1-2160
2823	OG0002823	YMR079W	snap_masked-flattened_line_9-processed-gene-2.99-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.99&CDS=1-873
2824	OG0002824	YMR080C	snap_masked-flattened_line_9-processed-gene-2.116-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.116&CDS=1-2985
2825	OG0002825	YMR088C	genemark-flattened_line_9-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.19&CDS=1-1758
2826	OG0002826	YMR089C	genemark-flattened_line_17-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.55&CDS=1-2688
2827	OG0002827	YMR090W	genemark-flattened_line_9-processed-gene-5.148-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-5.148&CDS=1-681
2828	OG0002828	YMR091C	genemark-flattened_line_17-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.56&CDS=1-1302
2829	OG0002829	YMR092C	genemark-flattened_line_17-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.25&CDS=1-1761
2830	OG0002830	YMR093W	genemark-flattened_line_17-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.51&CDS=1-1479
2831	OG0002831	YMR097C	genemark-flattened_line_17-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.49&CDS=1-1077
2832	OG0002832	YMR098C	snap_masked-flattened_line_17-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.100&CDS=1-1821
2833	OG0002833	YMR099C	genemark-flattened_line_11-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.45&CDS=1-894
2834	OG0002834	YMR100W	maker-flattened_line_23-snap-gene-0.32-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-0.32&CDS=1-1689
2835	OG0002835	YMR106C	genemark-flattened_line_17-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.3&CDS=1-1995
2836	OG0002836	YMR108W	genemark-flattened_line_0-processed-gene-4.133-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.133&CDS=1-2034
2837	OG0002837	YMR109W	genemark-flattened_line_5-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.111&CDS=1-3765
2838	OG0002838	YMR110C	snap_masked-flattened_line_15-processed-gene-2.55-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.55&CDS=1-1545
2839	OG0002839	YMR112C	genemark-flattened_line_15-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.132&CDS=1-420
2840	OG0002840	YMR113W	genemark-flattened_line_15-processed-gene-2.130-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.130&CDS=1-1305
2841	OG0002841	YMR114C	augustus_masked-flattened_line_15-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.105&CDS=1-894
2842	OG0002842	YMR116C	genemark-flattened_line_15-processed-gene-2.159-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.159&CDS=1-942
2843	OG0002843	YMR117C	snap_masked-flattened_line_5-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.82&CDS=1-621
2844	OG0002844	YMR120C	genemark-flattened_line_7-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.44&CDS=1-1770
2845	OG0002845	YMR123W	snap_masked-flattened_line_7-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.100&CDS=1-336
2846	OG0002846	YMR125W	genemark-flattened_line_7-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.27&CDS=1-2595
2847	OG0002847	YMR126C	snap_masked-flattened_line_17-processed-gene-3.104-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.104&CDS=1-1005
2848	OG0002848	YMR127C	genemark-flattened_line_17-processed-gene-3.192-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.192&CDS=1-942
2849	OG0002849	YMR128W	snap_masked-flattened_line_17-processed-gene-3.140-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.140&CDS=1-3792
2850	OG0002850	YMR129W	genemark-flattened_line_17-processed-gene-3.228-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-3.228&CDS=1-3933
2851	OG0002851	YMR131C	genemark-flattened_line_11-processed-gene-2.60-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.60&CDS=1-1554
2852	OG0002852	YMR132C	genemark-flattened_line_11-processed-gene-5.219-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.219&CDS=1-663
2853	OG0002853	YMR134W	genemark-flattened_line_9-processed-gene-6.22-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.22&CDS=1-546
2854	OG0002854	YMR135C	genemark-flattened_line_9-processed-gene-6.49-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.49&CDS=1-804
2855	OG0002855	YMR137C	snap_masked-flattened_line_0-processed-gene-5.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.85&CDS=1-1824
2856	OG0002856	YMR138W	genemark-flattened_line_0-processed-gene-5.143-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.143&CDS=1-534
2857	OG0002857	YMR140W	genemark-flattened_line_9-processed-gene-4.21-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.21&CDS=1-1341
2858	OG0002858	YMR145C	genemark-flattened_line_33-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.123&CDS=1-1623
2859	OG0002859	YMR146C	genemark-flattened_line_47-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.99&CDS=1-1023
2860	OG0002860	YMR149W	genemark-flattened_line_15-processed-gene-3.317-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.317&CDS=1-798
2861	OG0002861	YMR150C	genemark-flattened_line_47-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.95&CDS=1-543
2862	OG0002862	YMR152W	genemark-flattened_line_21-processed-gene-2.45-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.45&CDS=1-1071
2863	OG0002863	YMR153W	genemark-flattened_line_19-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.96&CDS=1-1377
2864	OG0002864	YMR154C	genemark-flattened_line_19-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.67&CDS=1-2184
2865	OG0002865	YMR156C	genemark-flattened_line_47-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.68&CDS=1-729
2866	OG0002866	YMR157C	genemark-flattened_line_47-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.97&CDS=1-720
2867	OG0002867	YMR158W	genemark-flattened_line_47-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.69&CDS=1-471
2868	OG0002868	YMR160W	augustus_masked-flattened_line_25-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.81&CDS=1-1974
2869	OG0002869	YMR162C	genemark-flattened_line_27-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.139&CDS=1-4668
2870	OG0002870	YMR165C	genemark-flattened_line_5-processed-gene-7.148-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-7.148&CDS=1-2160
2871	OG0002871	YMR171C	genemark-flattened_line_27-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.157&CDS=1-1413
2872	OG0002872	YMR176W	genemark-flattened_line_25-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.1&CDS=1-4638
2873	OG0002873	YMR177W	genemark-flattened_line_25-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.2&CDS=1-1449
2874	OG0002874	YMR178W	genemark-flattened_line_25-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.3&CDS=1-807
2875	OG0002875	YMR179W	maker-flattened_line_11-snap-gene-5.94-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-5.94&CDS=1-2232
2876	OG0002876	YMR182C	genemark-flattened_line_3-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.129&CDS=1-1029
2877	OG0002877	YMR184W	snap_masked-flattened_line_5-processed-gene-3.102-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.102&CDS=1-651
2878	OG0002878	YMR185W	genemark-flattened_line_37-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.148&CDS=1-2823
2879	OG0002879	YMR186W	genemark-flattened_line_21-processed-gene-2.50-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-2.50&CDS=1-2058
2880	OG0002880	YMR188C	genemark-flattened_line_15-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.137&CDS=1-771
2881	OG0002881	YMR189W	genemark-flattened_line_11-processed-gene-5.210-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.210&CDS=1-3078
2882	OG0002882	YMR190C	genemark-flattened_line_11-processed-gene-5.208-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.208&CDS=1-4356
2883	OG0002883	YMR191W	genemark-flattened_line_11-processed-gene-5.212-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.212&CDS=1-1173
2884	OG0002884	YMR193W	genemark-flattened_line_11-processed-gene-5.214-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.214&CDS=1-774
2885	OG0002885	YMR194C-B	genemark-flattened_line_11-processed-gene-5.253-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-5.253&CDS=1-240
