	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034709_Kluyveromyces_aestuarii
3328	OG0003328	YNR041C	genemark-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.62&CDS=1-1101
3329	OG0003329	YNR043W	snap_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.139&CDS=1-1191
3330	OG0003330	YNR045W	augustus_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.31&CDS=1-1296
3331	OG0003331	YNR046W	genemark-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.83&CDS=1-396
3332	OG0003332	YNR047W	genemark-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.82&CDS=1-2259
3333	OG0003333	YNR049C	augustus_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.6&CDS=1-660
3334	OG0003334	YNR050C	snap_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.109&CDS=1-1338
3335	OG0003335	YNR051C	augustus_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.3&CDS=1-1485
3336	OG0003336	YNR052C	genemark-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.52&CDS=1-1368
3337	OG0003337	YNR053C	augustus_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_21_length_102092_cov_29.7414_ID_41-processed-gene-0.1&CDS=1-2364
3338	OG0003338	YNR055C	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-2.129&CDS=1-1752
3339	OG0003339	YNR058W	genemark-NODE_48_length_4641_cov_87.0117_ID_95-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_48_length_4641_cov_87.0117_ID_95-processed-gene-0.5&CDS=1-1431
3340	OG0003340	YNR062C	snap_masked-NODE_37_length_11803_cov_62.2791_ID_73-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_37_length_11803_cov_62.2791_ID_73-processed-gene-0.8&CDS=1-1068
3341	OG0003341	YNR063W	snap_masked-NODE_37_length_11803_cov_62.2791_ID_73-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_37_length_11803_cov_62.2791_ID_73-processed-gene-0.9&CDS=1-1596
3342	OG0003342	YOL001W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.1&CDS=1-936
3343	OG0003343	YOL003C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.4&CDS=1-537
3344	OG0003344	YOL004W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.28&CDS=1-4263
3345	OG0003345	YOL005C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.5&CDS=1-363
3346	OG0003346	YOL006C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.6&CDS=1-2283
3347	OG0003347	YOL008W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.30&CDS=1-570
3348	OG0003348	YOL009C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.9&CDS=1-798
3349	OG0003349	YOL010W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.31&CDS=1-1089
3350	OG0003350	YOL012C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.12&CDS=1-396
3351	OG0003351	YOL013C	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.13&CDS=1-1632
3352	OG0003352	YOL016C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-6.20-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-6.20&CDS=1-1302
3353	OG0003353	YOL018C	genemark-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.51&CDS=1-1068
3354	OG0003354	YOL019W	snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_29_length_35693_cov_31.0784_ID_57-processed-gene-0.3&CDS=1-1749
3355	OG0003355	YOL021C	snap_masked-NODE_27_length_38662_cov_28.0228_ID_53-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_27_length_38662_cov_28.0228_ID_53-processed-gene-0.39&CDS=1-2988
3356	OG0003356	YOL022C	snap_masked-NODE_27_length_38662_cov_28.0228_ID_53-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_27_length_38662_cov_28.0228_ID_53-processed-gene-0.40&CDS=1-1242
3357	OG0003357	YOL023W	augustus_masked-NODE_27_length_38662_cov_28.0228_ID_53-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_27_length_38662_cov_28.0228_ID_53-processed-gene-0.27&CDS=1-1998
3358	OG0003358	YOL026C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.98&CDS=1-438
3359	OG0003359	YOL028C	augustus_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-1.61&CDS=1-1335
3360	OG0003360	YOL031C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.137-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.137&CDS=1-1461
3361	OG0003361	YOL032W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.190-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.190&CDS=1-717
3362	OG0003362	YOL034W	maker-NODE_6_length_597287_cov_27.2088_ID_11-snap-gene-4.99-mRNA-1_1&gene=maker-NODE_6_length_597287_cov_27.2088_ID_11-snap-gene-4.99&CDS=1-4941
3363	OG0003363	YOL036W	augustus_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.77&CDS=1-2259
3364	OG0003364	YOL038W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-1.125&CDS=1-759
3365	OG0003365	YOL039W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.135-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.135&CDS=1-315
3366	OG0003366	YOL040C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.189-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.189&CDS=1-426
3367	OG0003367	YOL041C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.188-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.188&CDS=1-1353
3368	OG0003368	YOL042W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.132-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.132&CDS=1-1110
3369	OG0003369	YOL043C	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.186-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.186&CDS=1-1134
3370	OG0003370	YOL044W	augustus_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.34&CDS=1-1089
3371	OG0003371	YOL045W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.129&CDS=1-3642
3372	OG0003372	YOL049W	genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.275-mRNA-1_1&gene=genemark-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.275&CDS=1-4458
3373	OG0003373	YOL052C	snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.134-mRNA-1_1&gene=snap_masked-NODE_4_length_706832_cov_27.5555_ID_7-processed-gene-4.134&CDS=1-1122
3374	OG0003374	YOL053W	augustus_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-0.97&CDS=1-924
3375	OG0003375	YOL054W	snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_12_length_381431_cov_26.8905_ID_23-processed-gene-0.15&CDS=1-1062
3376	OG0003376	YOL057W	maker-NODE_1_length_907998_cov_27.5965_ID_1-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_1_length_907998_cov_27.5965_ID_1-augustus-gene-1.0&CDS=1-2871
3377	OG0003377	YOL058W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.90&CDS=1-1257
3378	OG0003378	YOL060C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.104&CDS=1-2019
3379	OG0003379	YOL061W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.88&CDS=1-1395
3380	OG0003380	YOL062C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.102&CDS=1-1419
3381	OG0003381	YOL063C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.86&CDS=1-2448
3382	OG0003382	YOL064C	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.94&CDS=1-2331
3383	OG0003383	YOL067C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.145-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.145&CDS=1-552
3384	OG0003384	YOL069W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.118&CDS=1-1410
3385	OG0003385	YOL070C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.142&CDS=1-1722
3386	OG0003386	YOL072W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.24&CDS=1-1368
3387	OG0003387	YOL073C	genemark-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.134&CDS=1-816
3388	OG0003388	YOL075C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-1.35&CDS=1-3756
3389	OG0003389	YOL076W	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.161-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.161&CDS=1-2301
3390	OG0003390	YOL077C	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.187-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.187&CDS=1-879
3391	OG0003391	YOL077W-A	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.160&CDS=1-207
3392	OG0003392	YOL078W	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.159-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.159&CDS=1-3150
3393	OG0003393	YOL080C	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.185&CDS=1-855
3394	OG0003394	YOL086W-A	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.149&CDS=1-315
3395	OG0003395	YOL087C	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.152&CDS=1-2631
3396	OG0003396	YOL088C	snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-1.150&CDS=1-780
3397	OG0003397	YOL090W	genemark-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_16_length_247587_cov_27.0586_ID_31-processed-gene-0.99&CDS=1-3903
3398	OG0003398	YOL092W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.84&CDS=1-897
3399	OG0003399	YOL093W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.83&CDS=1-882
3400	OG0003400	YOL094C	augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.26&CDS=1-4317
3401	OG0003401	YOL096C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-0.98&CDS=1-954
3402	OG0003402	YOL097C	genemark-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-3.106&CDS=1-1287
3403	OG0003403	YOL098C	snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-3.165-mRNA-1_1&gene=snap_masked-NODE_11_length_412906_cov_27.0339_ID_21-processed-gene-3.165&CDS=1-3108
3404	OG0003404	YOL102C	maker-NODE_1_length_907998_cov_27.5965_ID_1-augustus-gene-2.111-mRNA-1_1&gene=maker-NODE_1_length_907998_cov_27.5965_ID_1-augustus-gene-2.111&CDS=1-1032
3405	OG0003405	YOL107W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.120&CDS=1-1017
3406	OG0003406	YOL108C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.147-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.147&CDS=1-261
3407	OG0003407	YOL111C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-3.108&CDS=1-597
3408	OG0003408	YOL114C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.169-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.169&CDS=1-507
3409	OG0003409	YOL115W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.145&CDS=1-2016
3410	OG0003410	YOL117W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.142&CDS=1-1680
3411	OG0003411	YOL123W	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.141&CDS=1-1656
3412	OG0003412	YOL124C	snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.163-mRNA-1_1&gene=snap_masked-NODE_1_length_907998_cov_27.5965_ID_1-processed-gene-2.163&CDS=1-1308
3413	OG0003413	YOL125W	genemark-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.146-mRNA-1_1&gene=genemark-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.146&CDS=1-1311
3414	OG0003414	YOL126C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.19-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.19&CDS=1-1107
3415	OG0003415	YOL127W	genemark-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.147-mRNA-1_1&gene=genemark-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.147&CDS=1-444
3416	OG0003416	YOL129W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.46&CDS=1-528
3417	OG0003417	YOL133W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.49&CDS=1-312
3418	OG0003418	YOL135C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.30-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.30&CDS=1-612
3419	OG0003419	YOL136C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.31-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.31&CDS=1-1281
3420	OG0003420	YOL137W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-4.51&CDS=1-1458
3421	OG0003421	YOL138C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.87-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.87&CDS=1-3924
3422	OG0003422	YOL139C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.88-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.88&CDS=1-630
3423	OG0003423	YOL140W	maker-NODE_2_length_765917_cov_27.8866_ID_3-augustus-gene-5.131-mRNA-1_1&gene=maker-NODE_2_length_765917_cov_27.8866_ID_3-augustus-gene-5.131&CDS=1-2583
3424	OG0003424	YOL142W	augustus_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.71&CDS=1-729
3425	OG0003425	YOL143C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.98-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.98&CDS=1-495
3426	OG0003426	YOL144W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.118-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.118&CDS=1-1395
3427	OG0003427	YOL145C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.99-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.99&CDS=1-3198
3428	OG0003428	YOL146W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.119-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.119&CDS=1-555
3429	OG0003429	YOL147C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.100-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.100&CDS=1-687
3430	OG0003430	YOL148C	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.101-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.101&CDS=1-1695
3431	OG0003431	YOL149W	snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.120-mRNA-1_1&gene=snap_masked-NODE_2_length_765917_cov_27.8866_ID_3-processed-gene-5.120&CDS=1-564
3432	OG0003432	YOL154W	snap_masked-NODE_32_length_28180_cov_37.9536_ID_63-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_32_length_28180_cov_37.9536_ID_63-processed-gene-0.32&CDS=1-771
3433	OG0003433	YOR001W	snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.2&CDS=1-2217
3434	OG0003434	YOR002W	augustus_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_5_length_653240_cov_27.0146_ID_9-processed-gene-0.116&CDS=1-2505
3435	OG0003435	YOR005C	augustus_masked-NODE_30_length_28311_cov_29.3279_ID_59-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_30_length_28311_cov_29.3279_ID_59-processed-gene-0.17&CDS=1-3462
3436	OG0003436	YOR007C	snap_masked-NODE_30_length_28311_cov_29.3279_ID_59-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_30_length_28311_cov_29.3279_ID_59-processed-gene-0.31&CDS=1-993
3437	OG0003437	YOR014W	snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.140-mRNA-1_1&gene=snap_masked-NODE_6_length_597287_cov_27.2088_ID_11-processed-gene-4.140&CDS=1-1947
3438	OG0003438	YOR016C	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-0.121&CDS=1-624
3439	OG0003439	YOR017W	snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_10_length_474261_cov_27.8157_ID_19-processed-gene-0.93&CDS=1-2103
3440	OG0003440	YOR020C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.138-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.138&CDS=1-315
3441	OG0003441	YOR020W-A	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.159-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.159&CDS=1-231
3442	OG0003442	YOR021C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.137&CDS=1-636
3443	OG0003443	YOR022C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.136&CDS=1-1938
3444	OG0003444	YOR023C	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.135&CDS=1-1359
3445	OG0003445	YOR025W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.158-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.158&CDS=1-1362
3446	OG0003446	YOR026W	genemark-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.96-mRNA-1_1&gene=genemark-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.96&CDS=1-930
3447	OG0003447	YOR027W	snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.157-mRNA-1_1&gene=snap_masked-NODE_9_length_479268_cov_27.3414_ID_17-processed-gene-2.157&CDS=1-1725
