	OrthologID	Saccharomyces_cerevisiae	Vanderwaltozyma_polyspora
2911	OG0002911	YLR262C	augustus_masked-NW_001834617.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.39&CDS=1-642
2912	OG0002912	YLR263W	snap_masked-NW_001834668.1-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NW_001834668.1-processed-gene-0.135&CDS=1-2682
2913	OG0002913	YLR267W	snap_masked-NW_001834664.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NW_001834664.1-processed-gene-0.27&CDS=1-1575
2914	OG0002914	YLR268W	augustus_masked-NW_001834617.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.29&CDS=1-642
2915	OG0002915	YLR270W	augustus_masked-NW_001834617.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.30&CDS=1-1092
2916	OG0002916	YLR272C	augustus_masked-NW_001834617.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.42&CDS=1-3513
2917	OG0002917	YLR274W	snap_masked-NW_001834631.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NW_001834631.1-processed-gene-0.51&CDS=1-2280
2918	OG0002918	YLR275W	snap_masked-NW_001834631.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NW_001834631.1-processed-gene-0.52&CDS=1-312
2919	OG0002919	YLR276C	augustus_masked-NW_001834631.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NW_001834631.1-processed-gene-0.36&CDS=1-1791
2920	OG0002920	YLR277C	augustus_masked-NW_001834631.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NW_001834631.1-processed-gene-0.37&CDS=1-2334
2921	OG0002921	YLR281C	augustus_masked-NW_001834569.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NW_001834569.1-processed-gene-0.21&CDS=1-483
2922	OG0002922	YLR283W	augustus_masked-NW_001834680.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.48&CDS=1-978
2923	OG0002923	YLR284C	augustus_masked-NW_001834680.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.65&CDS=1-819
2924	OG0002924	YLR285W	augustus_masked-NW_001834631.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NW_001834631.1-processed-gene-0.25&CDS=1-813
2925	OG0002925	YLR286C	augustus_masked-NW_001834631.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NW_001834631.1-processed-gene-0.39&CDS=1-1665
2926	OG0002926	YLR287C	augustus_masked-NW_001834680.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.66&CDS=1-1092
2927	OG0002927	YLR288C	augustus_masked-NW_001834680.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.68&CDS=1-1365
2928	OG0002928	YLR289W	augustus_masked-NW_001834631.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NW_001834631.1-processed-gene-0.26&CDS=1-1974
2929	OG0002929	YLR290C	augustus_masked-NW_001834680.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.69&CDS=1-837
2930	OG0002930	YLR291C	maker-NW_001834680.1-augustus-gene-0.0-mRNA-1_1&gene=maker-NW_001834680.1-augustus-gene-0.0&CDS=1-1074
2931	OG0002931	YLR292C	augustus_masked-NW_001834680.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.71&CDS=1-594
2932	OG0002932	YLR295C	genemark-NW_001834631.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NW_001834631.1-processed-gene-0.18&CDS=1-369
2933	OG0002933	YLR298C	snap_masked-NW_001834631.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NW_001834631.1-processed-gene-0.71&CDS=1-342
2934	OG0002934	YLR301W	genemark-NW_001834661.1-processed-gene-0.160-mRNA-1_1&gene=genemark-NW_001834661.1-processed-gene-0.160&CDS=1-729
2935	OG0002935	YLR303W	augustus_masked-NW_001834659.1-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NW_001834659.1-processed-gene-0.76&CDS=1-1332
2936	OG0002936	YLR304C	augustus_masked-NW_001834641.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.56&CDS=1-2340
2937	OG0002937	YLR305C	augustus_masked-NW_001834581.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NW_001834581.1-processed-gene-0.20&CDS=1-5727
2938	OG0002938	YLR306W	augustus_masked-NW_001834581.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NW_001834581.1-processed-gene-0.24&CDS=1-582
2939	OG0002939	YLR308W	augustus_masked-NW_001834641.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NW_001834641.1-processed-gene-0.42&CDS=1-1023
2940	OG0002940	YLR309C	maker-NW_001834641.1-snap-gene-0.95-mRNA-1_1&gene=maker-NW_001834641.1-snap-gene-0.95&CDS=1-2889
2941	OG0002941	YLR310C	snap_masked-NW_001834581.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NW_001834581.1-processed-gene-0.2&CDS=1-4638
2942	OG0002942	YLR312W-A	augustus_masked-NW_001834612.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NW_001834612.1-processed-gene-0.49&CDS=1-726
2943	OG0002943	YLR314C	augustus_masked-NW_001834612.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NW_001834612.1-processed-gene-0.61&CDS=1-1605
2944	OG0002944	YLR315W	snap_masked-NW_001834666.1-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NW_001834666.1-processed-gene-0.71&CDS=1-537
2945	OG0002945	YLR316C	genemark-NW_001834662.1-processed-gene-0.74-mRNA-1_1&gene=genemark-NW_001834662.1-processed-gene-0.74&CDS=1-981
2946	OG0002946	YLR318W	augustus_masked-NW_001834666.1-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.179&CDS=1-2592
2947	OG0002947	YLR319C	augustus_masked-NW_001834666.1-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.150&CDS=1-2442
2948	OG0002948	YLR320W	augustus_masked-NW_001834662.1-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.150&CDS=1-4464
2949	OG0002949	YLR321C	augustus_masked-NW_001834666.1-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.181&CDS=1-1494
2950	OG0002950	YLR323C	augustus_masked-NW_001834662.1-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.124&CDS=1-888
2951	OG0002951	YLR324W	augustus_masked-NW_001834662.1-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.149&CDS=1-1584
2952	OG0002952	YLR325C	augustus_masked-NW_001834666.1-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NW_001834666.1-processed-gene-0.148&CDS=1-234
2953	OG0002953	YLR326W	augustus_masked-NW_001834662.1-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.148&CDS=1-1086
2954	OG0002954	YLR329W	augustus_masked-NW_001834662.1-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NW_001834662.1-processed-gene-0.123&CDS=1-768
2955	OG0002955	YLR330W	maker-NW_001834655.1-snap-gene-0.97-mRNA-1_1&gene=maker-NW_001834655.1-snap-gene-0.97&CDS=1-2514
2956	OG0002956	YLR332W	snap_masked-NW_001834603.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NW_001834603.1-processed-gene-0.0&CDS=1-747
2957	OG0002957	YLR335W	augustus_masked-NW_001834577.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NW_001834577.1-processed-gene-0.20&CDS=1-2097
2958	OG0002958	YLR336C	augustus_masked-NW_001834635.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.75&CDS=1-3189
2959	OG0002959	YLR337C	augustus_masked-NW_001834635.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.74&CDS=1-2406
2960	OG0002960	YLR340W	augustus_masked-NW_001834577.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NW_001834577.1-processed-gene-0.23&CDS=1-933
2961	OG0002961	YLR343W	genemark-NW_001834466.1-processed-gene-0.1-mRNA-1_1&gene=genemark-NW_001834466.1-processed-gene-0.1&CDS=1-1653
2962	OG0002962	YLR345W	augustus_masked-NW_001834635.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.89&CDS=1-1506
2963	OG0002963	YLR346C	snap_masked-NW_001834466.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NW_001834466.1-processed-gene-0.6&CDS=1-267
2964	OG0002964	YLR347C	augustus_masked-NW_001834635.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.69&CDS=1-2589
2965	OG0002965	YLR348C	augustus_masked-NW_001834690.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834690.1-processed-gene-0.34&CDS=1-867
2966	OG0002966	YLR351C	augustus_masked-NW_001834635.1-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.67&CDS=1-858
2967	OG0002967	YLR352W	augustus_masked-NW_001834635.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NW_001834635.1-processed-gene-0.86&CDS=1-2415
2968	OG0002968	YLR355C	augustus_masked-NW_001834680.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.74&CDS=1-1209
2969	OG0002969	YLR356W	augustus_masked-NW_001834680.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NW_001834680.1-processed-gene-0.51&CDS=1-612
2970	OG0002970	YLR359W	augustus_masked-NW_001834617.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.34&CDS=1-1446
2971	OG0002971	YLR360W	augustus_masked-NW_001834617.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.35&CDS=1-1176
2972	OG0002972	YLR361C	augustus_masked-NW_001834614.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.26&CDS=1-1587
2973	OG0002973	YLR362W	augustus_masked-NW_001834617.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.36&CDS=1-2169
2974	OG0002974	YLR363C	augustus_masked-NW_001834617.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NW_001834617.1-processed-gene-0.44&CDS=1-672
2975	OG0002975	YLR363W-A	augustus_masked-NW_001834534.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834534.1-processed-gene-0.7&CDS=1-258
2976	OG0002976	YLR364W	augustus_masked-NW_001834534.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834534.1-processed-gene-0.8&CDS=1-327
2977	OG0002977	YLR368W	augustus_masked-NW_001834614.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.33&CDS=1-1731
2978	OG0002978	YLR369W	augustus_masked-NW_001834614.1-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.32&CDS=1-1953
2979	OG0002979	YLR370C	augustus_masked-NW_001834614.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.21&CDS=1-528
2980	OG0002980	YLR371W	augustus_masked-NW_001834614.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.31&CDS=1-4011
2981	OG0002981	YLR372W	augustus_masked-NW_001834614.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NW_001834614.1-processed-gene-0.30&CDS=1-1116
2982	OG0002982	YLR375W	augustus_masked-NW_001834534.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NW_001834534.1-processed-gene-0.9&CDS=1-1200
2983	OG0002983	YLR376C	snap_masked-NW_001834619.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NW_001834619.1-processed-gene-0.10&CDS=1-588
2984	OG0002984	YLR377C	augustus_masked-NW_001834619.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.55&CDS=1-1038
2985	OG0002985	YLR378C	augustus_masked-NW_001834473.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NW_001834473.1-processed-gene-0.5&CDS=1-1437
2986	OG0002986	YLR380W	augustus_masked-NW_001834581.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NW_001834581.1-processed-gene-0.23&CDS=1-1173
2987	OG0002987	YLR381W	snap_masked-NW_001834619.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NW_001834619.1-processed-gene-0.3&CDS=1-2169
2988	OG0002988	YLR382C	augustus_masked-NW_001834686.1-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.87&CDS=1-2259
2989	OG0002989	YLR383W	augustus_masked-NW_001834619.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.49&CDS=1-3354
2990	OG0002990	YLR384C	augustus_masked-NW_001834619.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.60&CDS=1-3993
2991	OG0002991	YLR385C	augustus_masked-NW_001834686.1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.86&CDS=1-375
2992	OG0002992	YLR386W	augustus_masked-NW_001834686.1-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.108&CDS=1-2613
2993	OG0002993	YLR387C	augustus_masked-NW_001834686.1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.85&CDS=1-1341
2994	OG0002994	YLR389C	snap_masked-NW_001834686.1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NW_001834686.1-processed-gene-1.27&CDS=1-2922
2995	OG0002995	YLR390W	augustus_masked-NW_001834686.1-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.106&CDS=1-306
2996	OG0002996	YLR390W-A	augustus_masked-NW_001834686.1-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.105&CDS=1-690
2997	OG0002997	YLR392C	augustus_masked-NW_001834686.1-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.83&CDS=1-1650
2998	OG0002998	YLR393W	augustus_masked-NW_001834686.1-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.104&CDS=1-846
2999	OG0002999	YLR396C	augustus_masked-NW_001834619.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.63&CDS=1-2052
3000	OG0003000	YLR397C	augustus_masked-NW_001834619.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.64&CDS=1-2349
3001	OG0003001	YLR398C	augustus_masked-NW_001834686.1-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.81&CDS=1-3822
3002	OG0003002	YLR399C	snap_masked-NW_001834686.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NW_001834686.1-processed-gene-1.22&CDS=1-1815
3003	OG0003003	YLR401C	augustus_masked-NW_001834619.1-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NW_001834619.1-processed-gene-0.65&CDS=1-1992
3004	OG0003004	YLR404W	augustus_masked-NW_001834693.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NW_001834693.1-processed-gene-0.73&CDS=1-843
3005	OG0003005	YLR405W	maker-NW_001834686.1-augustus-gene-1.59-mRNA-1_1&gene=maker-NW_001834686.1-augustus-gene-1.59&CDS=1-3039
3006	OG0003006	YLR407W	augustus_masked-NW_001834639.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.28&CDS=1-687
3007	OG0003007	YLR408C	augustus_masked-NW_001834686.1-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.78&CDS=1-381
3008	OG0003008	YLR409C	augustus_masked-NW_001834686.1-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.77&CDS=1-2814
3009	OG0003009	YLR410W	augustus_masked-NW_001834686.1-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.98&CDS=1-3471
3010	OG0003010	YLR412W	augustus_masked-NW_001834686.1-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.97&CDS=1-825
3011	OG0003011	YLR413W	augustus_masked-NW_001834686.1-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.96&CDS=1-2067
3012	OG0003012	YLR414C	augustus_masked-NW_001834686.1-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.71&CDS=1-792
3013	OG0003013	YLR417W	augustus_masked-NW_001834686.1-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.94&CDS=1-1623
3014	OG0003014	YLR418C	genemark-NW_001834686.1-processed-gene-1.115-mRNA-1_1&gene=genemark-NW_001834686.1-processed-gene-1.115&CDS=1-1098
3015	OG0003015	YLR419W	augustus_masked-NW_001834686.1-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NW_001834686.1-processed-gene-1.93&CDS=1-4305
3016	OG0003016	YLR420W	augustus_masked-NW_001834639.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.26&CDS=1-1092
3017	OG0003017	YLR421C	augustus_masked-NW_001834653.1-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NW_001834653.1-processed-gene-0.110&CDS=1-501
3018	OG0003018	YLR422W	maker-NW_001834653.1-augustus-gene-0.5-mRNA-1_1&gene=maker-NW_001834653.1-augustus-gene-0.5&CDS=1-5382
3019	OG0003019	YLR423C	augustus_masked-NW_001834653.1-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NW_001834653.1-processed-gene-0.109&CDS=1-1239
3020	OG0003020	YLR424W	snap_masked-NW_001834653.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NW_001834653.1-processed-gene-0.42&CDS=1-2418
3021	OG0003021	YLR425W	augustus_masked-NW_001834639.1-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.24&CDS=1-3933
3022	OG0003022	YLR426W	augustus_masked-NW_001834642.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NW_001834642.1-processed-gene-0.58&CDS=1-987
3023	OG0003023	YLR427W	snap_masked-NW_001834639.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NW_001834639.1-processed-gene-0.85&CDS=1-2028
3024	OG0003024	YLR429W	augustus_masked-NW_001834639.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.22&CDS=1-1830
3025	OG0003025	YLR430W	augustus_masked-NW_001834651.1-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.120&CDS=1-6801
3026	OG0003026	YLR431C	genemark-NW_001834651.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NW_001834651.1-processed-gene-0.18&CDS=1-1473
3027	OG0003027	YLR433C	augustus_masked-NW_001834639.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.7&CDS=1-1668
3028	OG0003028	YLR435W	augustus_masked-NW_001834639.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.20&CDS=1-627
3029	OG0003029	YLR436C	snap_masked-NW_001834639.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NW_001834639.1-processed-gene-0.65&CDS=1-3885
3030	OG0003030	YLR438C-A	augustus_masked-NW_001834639.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.5&CDS=1-255
3031	OG0003031	YLR438W	augustus_masked-NW_001834651.1-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.119&CDS=1-1302
3032	OG0003032	YLR439W	augustus_masked-NW_001834639.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.18&CDS=1-966
3033	OG0003033	YLR440C	snap_masked-NW_001834651.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NW_001834651.1-processed-gene-0.59&CDS=1-2085
3034	OG0003034	YLR441C	augustus_masked-NW_001834639.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NW_001834639.1-processed-gene-0.3&CDS=1-765
3035	OG0003035	YLR443W	snap_masked-NW_001834639.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NW_001834639.1-processed-gene-0.77&CDS=1-1236
3036	OG0003036	YLR445W	maker-NW_001834639.1-augustus-gene-0.96-mRNA-1_1&gene=maker-NW_001834639.1-augustus-gene-0.96&CDS=1-546
3037	OG0003037	YLR446W	snap_masked-NW_001834651.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NW_001834651.1-processed-gene-0.78&CDS=1-1275
3038	OG0003038	YLR447C	augustus_masked-NW_001834651.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NW_001834651.1-processed-gene-0.93&CDS=1-1035
3039	OG0003039	YLR449W	maker-NW_001834651.1-snap-gene-0.123-mRNA-1_1&gene=maker-NW_001834651.1-snap-gene-0.123&CDS=1-1185
3040	OG0003040	YLR451W	augustus_masked-NW_001834623.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NW_001834623.1-processed-gene-0.8&CDS=1-2706
3041	OG0003041	YLR452C	genemark-NW_001834682.1-processed-gene-1.108-mRNA-1_1&gene=genemark-NW_001834682.1-processed-gene-1.108&CDS=1-2124
3042	OG0003042	YLR454W	augustus_masked-NW_001834682.1-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NW_001834682.1-processed-gene-1.79&CDS=1-7887
3043	OG0003043	YLR455W	augustus_masked-NW_001834691.1-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-1.35&CDS=1-840
3044	OG0003044	YLR459W	augustus_masked-NW_001834691.1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NW_001834691.1-processed-gene-1.37&CDS=1-1182
3045	OG0003045	YML001W	augustus_masked-NW_001834668.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NW_001834668.1-processed-gene-0.70&CDS=1-624
3046	OG0003046	YML002W	augustus_masked-NW_001834668.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NW_001834668.1-processed-gene-0.69&CDS=1-3315
3047	OG0003047	YML004C	augustus_masked-NW_001834667.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NW_001834667.1-processed-gene-0.73&CDS=1-984
3048	OG0003048	YML005W	augustus_masked-NW_001834654.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NW_001834654.1-processed-gene-0.68&CDS=1-1257
3049	OG0003049	YML006C	augustus_masked-NW_001834688.1-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-1.134&CDS=1-1653
3050	OG0003050	YML008C	augustus_masked-NW_001834672.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.95&CDS=1-1155
3051	OG0003051	YML009C	augustus_masked-NW_001834688.1-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-1.132&CDS=1-213
3052	OG0003052	YML010W	augustus_masked-NW_001834688.1-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-1.98&CDS=1-2418
3053	OG0003053	YML011C	genemark-NW_001834672.1-processed-gene-0.170-mRNA-1_1&gene=genemark-NW_001834672.1-processed-gene-0.170&CDS=1-522
3054	OG0003054	YML012W	augustus_masked-NW_001834672.1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.132&CDS=1-636
3055	OG0003055	YML013W	snap_masked-NW_001834672.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NW_001834672.1-processed-gene-0.58&CDS=1-1878
3056	OG0003056	YML014W	augustus_masked-NW_001834688.1-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-1.96&CDS=1-810
3057	OG0003057	YML015C	augustus_masked-NW_001834672.1-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.101&CDS=1-1026
3058	OG0003058	YML017W	snap_masked-NW_001834672.1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NW_001834672.1-processed-gene-0.59&CDS=1-1566
3059	OG0003059	YML018C	augustus_masked-NW_001834672.1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.104&CDS=1-1173
3060	OG0003060	YML019W	augustus_masked-NW_001834672.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.136&CDS=1-966
3061	OG0003061	YML020W	augustus_masked-NW_001834672.1-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.137&CDS=1-1917
3062	OG0003062	YML021C	augustus_masked-NW_001834672.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.106&CDS=1-972
3063	OG0003063	YML022W	augustus_masked-NW_001834672.1-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.138&CDS=1-561
3064	OG0003064	YML023C	augustus_masked-NW_001834688.1-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-1.128&CDS=1-1749
3065	OG0003065	YML025C	augustus_masked-NW_001834672.1-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.110&CDS=1-840
3066	OG0003066	YML027W	augustus_masked-NW_001834672.1-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NW_001834672.1-processed-gene-0.140&CDS=1-1233
3067	OG0003067	YML029W	snap_masked-NW_001834672.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NW_001834672.1-processed-gene-0.67&CDS=1-2145
3068	OG0003068	YML030W	augustus_masked-NW_001834688.1-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-1.89&CDS=1-486
3069	OG0003069	YML031W	snap_masked-NW_001834672.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NW_001834672.1-processed-gene-0.68&CDS=1-1584
3070	OG0003070	YML032C	augustus_masked-NW_001834688.1-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NW_001834688.1-processed-gene-1.123&CDS=1-1803
3071	OG0003071	YML034W	snap_masked-NW_001834672.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NW_001834672.1-processed-gene-0.69&CDS=1-1953
