	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034607_Saccharomycopsis_capsularis
3283	OG0003283	YOR132W	genemark-flattened_line_40-processed-gene-1.240-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.240&CDS=1-1782
3284	OG0003284	YOR136W	genemark-flattened_line_42-processed-gene-1.195-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.195&CDS=1-1110
3285	OG0003285	YOR141C	genemark-flattened_line_36-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.82&CDS=1-2535
3286	OG0003286	YOR142W	genemark-flattened_line_112-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.29&CDS=1-987
3287	OG0003287	YOR143C	snap_masked-flattened_line_102-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.30&CDS=1-1008
3288	OG0003288	YOR144C	snap_masked-flattened_line_92-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.5&CDS=1-4212
3289	OG0003289	YOR145C	genemark-flattened_line_36-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.98&CDS=1-669
3290	OG0003290	YOR149C	augustus_masked-flattened_line_4-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.31&CDS=1-2043
3291	OG0003291	YOR150W	genemark-flattened_line_40-processed-gene-1.218-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.218&CDS=1-501
3292	OG0003292	YOR151C	genemark-flattened_line_40-processed-gene-1.187-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.187&CDS=1-3720
3293	OG0003293	YOR153W	genemark-flattened_line_2-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.20&CDS=1-4461
3294	OG0003294	YOR154W	maker-flattened_line_72-snap-gene-0.54-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.54&CDS=1-2553
3295	OG0003295	YOR155C	maker-flattened_line_40-snap-gene-1.10-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.10&CDS=1-1215
3296	OG0003296	YOR157C	genemark-flattened_line_64-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.85&CDS=1-807
3297	OG0003297	YOR158W	genemark-flattened_line_24-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.22&CDS=1-918
3298	OG0003298	YOR159C	snap_masked-flattened_line_2-processed-gene-2.55-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.55&CDS=1-264
3299	OG0003299	YOR160W	genemark-flattened_line_80-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.170&CDS=1-3108
3300	OG0003300	YOR161C	genemark-flattened_line_40-processed-gene-1.214-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.214&CDS=1-1611
3301	OG0003301	YOR163W	genemark-flattened_line_102-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.112&CDS=1-585
3302	OG0003302	YOR164C	genemark-flattened_line_6-processed-gene-4.28-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.28&CDS=1-1035
3303	OG0003303	YOR165W	genemark-flattened_line_88-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.48&CDS=1-2481
3304	OG0003304	YOR166C	genemark-flattened_line_102-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.91&CDS=1-1752
3305	OG0003305	YOR168W	genemark-flattened_line_14-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.37&CDS=1-2451
3306	OG0003306	YOR174W	maker-flattened_line_102-snap-gene-0.39-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.39&CDS=1-789
3307	OG0003307	YOR175C	genemark-flattened_line_102-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.87&CDS=1-1800
3308	OG0003308	YOR176W	genemark-flattened_line_112-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.23&CDS=1-1179
3309	OG0003309	YOR181W	genemark-flattened_line_0-processed-gene-2.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.14&CDS=1-1974
3310	OG0003310	YOR184W	genemark-flattened_line_44-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.54&CDS=1-1209
3311	OG0003311	YOR187W	genemark-flattened_line_20-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.26&CDS=1-1317
3312	OG0003312	YOR188W	genemark-flattened_line_10-processed-gene-4.22-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.22&CDS=1-2412
3313	OG0003313	YOR191W	augustus_masked-flattened_line_150-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.9&CDS=1-4359
3314	OG0003314	YOR194C	genemark-flattened_line_8-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.12&CDS=1-933
3315	OG0003315	YOR195W	genemark-flattened_line_8-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.27&CDS=1-3273
3316	OG0003316	YOR196C	genemark-flattened_line_46-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.67&CDS=1-1293
3317	OG0003317	YOR198C	genemark-flattened_line_12-processed-gene-3.243-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.243&CDS=1-1476
3318	OG0003318	YOR201C	genemark-flattened_line_156-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.39&CDS=1-1308
3319	OG0003319	YOR202W	genemark-flattened_line_156-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.38&CDS=1-699
3320	OG0003320	YOR204W	genemark-flattened_line_12-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.20&CDS=1-1869
3321	OG0003321	YOR205C	snap_masked-flattened_line_78-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.158&CDS=1-2241
3322	OG0003322	YOR206W	genemark-flattened_line_14-processed-gene-3.41-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.41&CDS=1-2463
3323	OG0003323	YOR207C	genemark-flattened_line_18-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.95&CDS=1-3468
3324	OG0003324	YOR209C	genemark-flattened_line_4-processed-gene-5.12-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.12&CDS=1-1281
3325	OG0003325	YOR210W	maker-flattened_line_26-augustus-gene-2.167-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-2.167&CDS=1-213
3326	OG0003326	YOR211C	snap_masked-flattened_line_6-processed-gene-3.93-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.93&CDS=1-2553
3327	OG0003327	YOR212W	genemark-flattened_line_16-processed-gene-3.41-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.41&CDS=1-1659
3328	OG0003328	YOR215C	augustus_masked-flattened_line_20-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.47&CDS=1-570
3329	OG0003329	YOR216C	genemark-flattened_line_0-processed-gene-3.104-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.104&CDS=1-1410
3330	OG0003330	YOR217W	genemark-flattened_line_32-processed-gene-2.95-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-2.95&CDS=1-2838
3331	OG0003331	YOR221C	augustus_masked-flattened_line_22-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.84&CDS=1-1020
3332	OG0003332	YOR223W	snap_masked-flattened_line_80-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.29&CDS=1-1041
3333	OG0003333	YOR224C	genemark-flattened_line_22-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.23&CDS=1-429
3334	OG0003334	YOR228C	genemark-flattened_line_22-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.13&CDS=1-1137
3335	OG0003335	YOR232W	genemark-flattened_line_96-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.17&CDS=1-720
3336	OG0003336	YOR236W	genemark-flattened_line_30-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.10&CDS=1-666
3337	OG0003337	YOR238W	genemark-flattened_line_30-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.80&CDS=1-867
3338	OG0003338	YOR239W	genemark-flattened_line_173-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_173-processed-gene-0.28&CDS=1-1209
3339	OG0003339	YOR241W	genemark-flattened_line_20-processed-gene-2.115-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.115&CDS=1-1566
3340	OG0003340	YOR242C	maker-flattened_line_68-snap-gene-0.64-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.64&CDS=1-1404
3341	OG0003341	YOR243C	genemark-flattened_line_6-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.92&CDS=1-3036
3342	OG0003342	YOR244W	augustus_masked-flattened_line_40-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.154&CDS=1-1482
3343	OG0003343	YOR245C	genemark-flattened_line_12-processed-gene-2.6-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.6&CDS=1-1662
3344	OG0003344	YOR246C	genemark-flattened_line_20-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.21&CDS=1-1035
3345	OG0003345	YOR249C	genemark-flattened_line_16-processed-gene-3.54-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.54&CDS=1-2430
3346	OG0003346	YOR250C	genemark-flattened_line_0-processed-gene-5.95-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.95&CDS=1-1635
3347	OG0003347	YOR251C	genemark-flattened_line_16-processed-gene-3.18-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.18&CDS=1-894
3348	OG0003348	YOR252W	genemark-flattened_line_20-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.108&CDS=1-546
3349	OG0003349	YOR253W	genemark-flattened_line_20-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.17&CDS=1-471
3350	OG0003350	YOR254C	genemark-flattened_line_36-processed-gene-1.194-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.194&CDS=1-1998
3351	OG0003351	YOR257W	genemark-flattened_line_20-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.81&CDS=1-549
3352	OG0003352	YOR259C	genemark-flattened_line_20-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.15&CDS=1-1242
3353	OG0003353	YOR260W	genemark-flattened_line_20-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.18&CDS=1-1404
3354	OG0003354	YOR261C	genemark-flattened_line_20-processed-gene-2.95-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.95&CDS=1-1212
3355	OG0003355	YOR262W	genemark-flattened_line_20-processed-gene-2.110-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.110&CDS=1-1152
3356	OG0003356	YOR265W	genemark-flattened_line_80-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.146&CDS=1-312
3357	OG0003357	YOR267C	genemark-flattened_line_34-processed-gene-1.213-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.213&CDS=1-2166
3358	OG0003358	YOR269W	genemark-flattened_line_96-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.22&CDS=1-1458
3359	OG0003359	YOR270C	genemark-flattened_line_34-processed-gene-1.215-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.215&CDS=1-2562
3360	OG0003360	YOR271C	genemark-flattened_line_66-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.36&CDS=1-990
3361	OG0003361	YOR272W	genemark-flattened_line_20-processed-gene-1.15-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.15&CDS=1-1419
3362	OG0003362	YOR273C	genemark-flattened_line_20-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.35&CDS=1-2127
3363	OG0003363	YOR274W	genemark-flattened_line_20-processed-gene-3.24-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.24&CDS=1-1566
3364	OG0003364	YOR275C	genemark-flattened_line_20-processed-gene-2.93-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.93&CDS=1-2535
3365	OG0003365	YOR276W	genemark-flattened_line_20-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.90&CDS=1-576
3366	OG0003366	YOR278W	snap_masked-flattened_line_12-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.77&CDS=1-1152
3367	OG0003367	YOR281C	genemark-flattened_line_76-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.141&CDS=1-753
3368	OG0003368	YOR283W	genemark-flattened_line_30-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-2.24&CDS=1-792
3369	OG0003369	YOR286W	genemark-flattened_line_20-processed-gene-3.26-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.26&CDS=1-534
3370	OG0003370	YOR287C	genemark-flattened_line_4-processed-gene-5.41-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.41&CDS=1-576
3371	OG0003371	YOR288C	genemark-flattened_line_20-processed-gene-3.15-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.15&CDS=1-963
3372	OG0003372	YOR289W	genemark-flattened_line_48-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.79&CDS=1-642
3373	OG0003373	YOR291W	genemark-flattened_line_88-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.12&CDS=1-4527
3374	OG0003374	YOR292C	genemark-flattened_line_46-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.24&CDS=1-981
3375	OG0003375	YOR294W	augustus_masked-flattened_line_36-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.130&CDS=1-600
3376	OG0003376	YOR296W	genemark-flattened_line_110-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.13&CDS=1-4017
3377	OG0003377	YOR298C-A	genemark-flattened_line_16-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.102&CDS=1-471
3378	OG0003378	YOR301W	genemark-flattened_line_12-processed-gene-2.11-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.11&CDS=1-1599
3379	OG0003379	YOR303W	genemark-flattened_line_0-processed-gene-5.103-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.103&CDS=1-1293
3380	OG0003380	YOR305W	snap_masked-flattened_line_2-processed-gene-5.73-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.73&CDS=1-837
3381	OG0003381	YOR308C	snap_masked-flattened_line_8-processed-gene-4.20-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.20&CDS=1-1548
3382	OG0003382	YOR310C	genemark-flattened_line_48-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.10&CDS=1-1581
3383	OG0003383	YOR311C	genemark-flattened_line_48-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.7&CDS=1-1071
3384	OG0003384	YOR317W	genemark-flattened_line_40-processed-gene-1.185-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.185&CDS=1-2106
3385	OG0003385	YOR319W	genemark-flattened_line_66-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.41&CDS=1-975
3386	OG0003386	YOR320C	genemark-flattened_line_106-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.123&CDS=1-1506
3387	OG0003387	YOR322C	genemark-flattened_line_10-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.31&CDS=1-2226
3388	OG0003388	YOR323C	genemark-flattened_line_16-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.104&CDS=1-1341
3389	OG0003389	YOR326W	genemark-flattened_line_106-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.113&CDS=1-4815
3390	OG0003390	YOR329C	genemark-flattened_line_42-processed-gene-1.194-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.194&CDS=1-2514
3391	OG0003391	YOR330C	genemark-flattened_line_94-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.35&CDS=1-3558
3392	OG0003392	YOR332W	genemark-flattened_line_2-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.8&CDS=1-690
3393	OG0003393	YOR334W	genemark-flattened_line_2-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.23&CDS=1-1554
3394	OG0003394	YOR335C	genemark-flattened_line_60-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.91&CDS=1-2889
3395	OG0003395	YOR336W	augustus_masked-flattened_line_58-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.92&CDS=1-5010
3396	OG0003396	YOR339C	genemark-flattened_line_140-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.44&CDS=1-531
3397	OG0003397	YOR340C	genemark-flattened_line_32-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.75&CDS=1-1011
3398	OG0003398	YOR341W	genemark-flattened_line_44-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.66&CDS=1-4929
3399	OG0003399	YOR344C	genemark-flattened_line_24-processed-gene-2.192-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.192&CDS=1-1485
3400	OG0003400	YOR346W	genemark-flattened_line_40-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.5&CDS=1-4038
3401	OG0003401	YOR349W	augustus_masked-flattened_line_34-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.43&CDS=1-3684
3402	OG0003402	YOR352W	augustus_masked-flattened_line_16-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.86&CDS=1-1251
3403	OG0003403	YOR355W	genemark-flattened_line_14-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.7&CDS=1-1980
3404	OG0003404	YOR356W	genemark-flattened_line_14-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.21&CDS=1-2106
3405	OG0003405	YOR357C	genemark-flattened_line_2-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.16&CDS=1-495
3406	OG0003406	YOR358W	genemark-flattened_line_84-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.46&CDS=1-1344
3407	OG0003407	YOR359W	genemark-flattened_line_112-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.35&CDS=1-2451
3408	OG0003408	YOR360C	genemark-flattened_line_106-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.122&CDS=1-2337
3409	OG0003409	YOR361C	genemark-flattened_line_10-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.28&CDS=1-2223
3410	OG0003410	YOR362C	genemark-flattened_line_128-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.50&CDS=1-789
3411	OG0003411	YOR367W	genemark-flattened_line_106-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.129&CDS=1-540
3412	OG0003412	YOR368W	snap_masked-flattened_line_64-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.135&CDS=1-1704
3413	OG0003413	YOR369C	genemark-flattened_line_6-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.91&CDS=1-432
3414	OG0003414	YOR370C	genemark-flattened_line_4-processed-gene-2.21-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.21&CDS=1-1959
3415	OG0003415	YOR386W	genemark-flattened_line_6-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.87&CDS=1-1692
3416	OG0003416	YOR388C	genemark-flattened_line_4-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.80&CDS=1-1113
3417	OG0003417	YPL001W	genemark-flattened_line_48-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.42&CDS=1-1329
3418	OG0003418	YPL002C	genemark-flattened_line_24-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.24&CDS=1-852
3419	OG0003419	YPL003W	genemark-flattened_line_50-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-1.144&CDS=1-1665
3420	OG0003420	YPL005W	augustus_masked-flattened_line_36-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.67&CDS=1-1581
3421	OG0003421	YPL006W	snap_masked-flattened_line_78-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.126&CDS=1-3945
3422	OG0003422	YPL008W	genemark-flattened_line_152-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.45&CDS=1-2910
3423	OG0003423	YPL009C	genemark-flattened_line_165-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_165-processed-gene-0.29&CDS=1-3453
3424	OG0003424	YPL010W	genemark-flattened_line_4-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.103&CDS=1-576
3425	OG0003425	YPL011C	augustus_masked-flattened_line_4-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.51&CDS=1-786
3426	OG0003426	YPL012W	augustus_masked-flattened_line_8-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.60&CDS=1-3798
3427	OG0003427	YPL013C	genemark-flattened_line_104-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.91&CDS=1-366
3428	OG0003428	YPL014W	snap_masked-flattened_line_6-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.48&CDS=1-1665
3429	OG0003429	YPL015C	genemark-flattened_line_60-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-1.117&CDS=1-1155
3430	OG0003430	YPL016W	augustus_masked-flattened_line_54-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-1.102&CDS=1-3873
3431	OG0003431	YPL020C	genemark-flattened_line_52-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-1.34&CDS=1-2097
3432	OG0003432	YPL022W	genemark-flattened_line_62-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.159&CDS=1-3492
3433	OG0003433	YPL023C	genemark-flattened_line_44-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.8&CDS=1-2142
3434	OG0003434	YPL028W	genemark-flattened_line_163-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_163-processed-gene-0.26&CDS=1-1188
3435	OG0003435	YPL029W	genemark-flattened_line_96-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.39&CDS=1-2613
3436	OG0003436	YPL030W	genemark-flattened_line_0-processed-gene-5.98-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.98&CDS=1-2031
3437	OG0003437	YPL031C	genemark-flattened_line_0-processed-gene-5.86-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.86&CDS=1-1005
3438	OG0003438	YPL040C	genemark-flattened_line_84-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.48&CDS=1-3225
3439	OG0003439	YPL042C	genemark-flattened_line_4-processed-gene-5.6-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.6&CDS=1-1230
3440	OG0003440	YPL043W	genemark-flattened_line_0-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.4&CDS=1-2172
3441	OG0003441	YPL045W	snap_masked-flattened_line_28-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.98&CDS=1-2739
3442	OG0003442	YPL046C	genemark-flattened_line_28-processed-gene-2.39-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-2.39&CDS=1-327
3443	OG0003443	YPL047W	genemark-flattened_line_0-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.87&CDS=1-315
3444	OG0003444	YPL050C	genemark-flattened_line_138-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.4&CDS=1-1122
3445	OG0003445	YPL051W	genemark-flattened_line_44-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.60&CDS=1-627
3446	OG0003446	YPL054W	augustus_masked-flattened_line_6-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.2&CDS=1-2154
3447	OG0003447	YPL059W	genemark-flattened_line_60-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-1.142&CDS=1-603
3448	OG0003448	YPL060W	augustus_masked-flattened_line_128-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.30&CDS=1-1110
3449	OG0003449	YPL063W	genemark-flattened_line_18-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.18&CDS=1-1443
3450	OG0003450	YPL064C	genemark-flattened_line_90-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.25&CDS=1-1347
3451	OG0003451	YPL065W	genemark-flattened_line_90-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.3&CDS=1-933
3452	OG0003452	YPL066W	genemark-flattened_line_90-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.29&CDS=1-2121
3453	OG0003453	YPL067C	genemark-flattened_line_34-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.67&CDS=1-660
3454	OG0003454	YPL069C	genemark-flattened_line_64-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.66&CDS=1-951
3455	OG0003455	YPL070W	snap_masked-flattened_line_108-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.31&CDS=1-2739
