	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035271_Wickerhamomyces_bovis
2567	OG0002567	YLR168C	augustus_masked-NODE_46_length_55520_cov_27.8102_ID_4391-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_46_length_55520_cov_27.8102_ID_4391-processed-gene-0.28&CDS=1-738
2568	OG0002568	YLR170C	augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.243&CDS=1-459
2569	OG0002569	YLR172C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.72&CDS=1-900
2570	OG0002570	YLR175W	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.257-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.257&CDS=1-1407
2571	OG0002571	YLR176C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.100&CDS=1-2394
2572	OG0002572	YLR178C	augustus_masked-NODE_31_length_114607_cov_26.3092_ID_3092-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_31_length_114607_cov_26.3092_ID_3092-processed-gene-0.22&CDS=1-600
2573	OG0002573	YLR186W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.27&CDS=1-726
2574	OG0002574	YLR187W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.90&CDS=1-3054
2575	OG0002575	YLR189C	augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.55&CDS=1-3795
2576	OG0002576	YLR191W	augustus_masked-NODE_68_length_23584_cov_22.0258_ID_5375-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_68_length_23584_cov_22.0258_ID_5375-processed-gene-0.13&CDS=1-1200
2577	OG0002577	YLR192C	maker-NODE_13_length_278934_cov_23.8117_ID_1820-augustus-gene-1.204-mRNA-1_1&gene=maker-NODE_13_length_278934_cov_23.8117_ID_1820-augustus-gene-1.204&CDS=1-1257
2578	OG0002578	YLR193C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.90&CDS=1-546
2579	OG0002579	YLR195C	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.32&CDS=1-1326
2580	OG0002580	YLR196W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.70&CDS=1-1770
2581	OG0002581	YLR197W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.31&CDS=1-1512
2582	OG0002582	YLR200W	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.68&CDS=1-333
2583	OG0002583	YLR201C	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-1.29&CDS=1-714
2584	OG0002584	YLR203C	augustus_masked-NODE_72_length_20340_cov_23.2509_ID_5610-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_72_length_20340_cov_23.2509_ID_5610-processed-gene-0.32&CDS=1-1260
2585	OG0002585	YLR205C	augustus_masked-NODE_72_length_20340_cov_23.2509_ID_5610-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_72_length_20340_cov_23.2509_ID_5610-processed-gene-0.36&CDS=1-855
2586	OG0002586	YLR207W	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.16&CDS=1-2193
2587	OG0002587	YLR208W	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.46&CDS=1-891
2588	OG0002588	YLR209C	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-1.15&CDS=1-894
2589	OG0002589	YLR211C	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.33&CDS=1-819
2590	OG0002590	YLR212C	maker-NODE_19_length_221202_cov_23.1889_ID_2151-augustus-gene-1.194-mRNA-1_1&gene=maker-NODE_19_length_221202_cov_23.1889_ID_2151-augustus-gene-1.194&CDS=1-1350
2591	OG0002591	YLR215C	augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_24_length_139379_cov_21.5415_ID_2650-processed-gene-0.31&CDS=1-1062
2592	OG0002592	YLR216C	maker-NODE_24_length_139379_cov_21.5415_ID_2650-augustus-gene-0.208-mRNA-1_1&gene=maker-NODE_24_length_139379_cov_21.5415_ID_2650-augustus-gene-0.208&CDS=1-1392
2593	OG0002593	YLR220W	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.61&CDS=1-924
2594	OG0002594	YLR221C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.85&CDS=1-522
2595	OG0002595	YLR222C	augustus_masked-NODE_79_length_15302_cov_27.2877_ID_5808-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_79_length_15302_cov_27.2877_ID_5808-processed-gene-0.7&CDS=1-2352
2596	OG0002596	YLR223C	snap_masked-NODE_67_length_23963_cov_26.7098_ID_5920-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_67_length_23963_cov_26.7098_ID_5920-processed-gene-0.12&CDS=1-1929
2597	OG0002597	YLR228C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.82&CDS=1-1932
2598	OG0002598	YLR229C	maker-NODE_4_length_628375_cov_23.1438_ID_2100-augustus-gene-1.60-mRNA-1_1&gene=maker-NODE_4_length_628375_cov_23.1438_ID_2100-augustus-gene-1.60&CDS=1-579
2599	OG0002599	YLR231C	augustus_masked-NODE_73_length_19676_cov_22.0278_ID_5580-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_73_length_19676_cov_22.0278_ID_5580-processed-gene-0.16&CDS=1-1368
2600	OG0002600	YLR234W	augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.93&CDS=1-1872
2601	OG0002601	YLR239C	augustus_masked-NODE_55_length_40521_cov_22.646_ID_4841-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_55_length_40521_cov_22.646_ID_4841-processed-gene-0.34&CDS=1-861
2602	OG0002602	YLR240W	augustus_masked-NODE_55_length_40521_cov_22.646_ID_4841-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_55_length_40521_cov_22.646_ID_4841-processed-gene-0.31&CDS=1-2496
2603	OG0002603	YLR242C	augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.94&CDS=1-861
2604	OG0002604	YLR243W	augustus_masked-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.70&CDS=1-1461
2605	OG0002605	YLR244C	augustus_masked-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.63&CDS=1-1125
2606	OG0002606	YLR245C	augustus_masked-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.68&CDS=1-474
2607	OG0002607	YLR246W	maker-NODE_53_length_42358_cov_22.3602_ID_4751-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_53_length_42358_cov_22.3602_ID_4751-snap-gene-0.0&CDS=1-1038
2608	OG0002608	YLR247C	genemark-NODE_31_length_114607_cov_26.3092_ID_3092-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_31_length_114607_cov_26.3092_ID_3092-processed-gene-0.134&CDS=1-4389
2609	OG0002609	YLR251W	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.105&CDS=1-609
2610	OG0002610	YLR253W	genemark-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.170-mRNA-1_1&gene=genemark-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.170&CDS=1-1713
2611	OG0002611	YLR256W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.88&CDS=1-3405
2612	OG0002612	YLR259C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-0.72&CDS=1-1701
2613	OG0002613	YLR262C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-0.27&CDS=1-1152
2614	OG0002614	YLR262C-A	genemark-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.257-mRNA-1_1&gene=genemark-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.257&CDS=1-192
2615	OG0002615	YLR268W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-8.75&CDS=1-642
2616	OG0002616	YLR271W	augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.198&CDS=1-1071
2617	OG0002617	YLR272C	augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.241-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.241&CDS=1-3297
2618	OG0002618	YLR274W	augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.43&CDS=1-2154
2619	OG0002619	YLR275W	augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.59&CDS=1-336
2620	OG0002620	YLR276C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.106&CDS=1-1722
2621	OG0002621	YLR277C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.48&CDS=1-2109
2622	OG0002622	YLR278C	augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.67&CDS=1-2514
2623	OG0002623	YLR281C	genemark-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.264-mRNA-1_1&gene=genemark-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.264&CDS=1-468
2624	OG0002624	YLR283W	snap_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.30&CDS=1-765
2625	OG0002625	YLR285W	maker-NODE_1_length_1020045_cov_22.3535_ID_1707-augustus-gene-9.67-mRNA-1_1&gene=maker-NODE_1_length_1020045_cov_22.3535_ID_1707-augustus-gene-9.67&CDS=1-1593
2626	OG0002626	YLR287C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.130&CDS=1-984
2627	OG0002627	YLR288C	maker-NODE_11_length_296904_cov_22.075_ID_2611-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_11_length_296904_cov_22.075_ID_2611-augustus-gene-1.2&CDS=1-834
2628	OG0002628	YLR289W	maker-NODE_11_length_296904_cov_22.075_ID_2611-snap-gene-1.140-mRNA-1_1&gene=maker-NODE_11_length_296904_cov_22.075_ID_2611-snap-gene-1.140&CDS=1-4284
2629	OG0002629	YLR290C	maker-NODE_1_length_1020045_cov_22.3535_ID_1707-snap-gene-9.1-mRNA-1_1&gene=maker-NODE_1_length_1020045_cov_22.3535_ID_1707-snap-gene-9.1&CDS=1-2220
2630	OG0002630	YLR291C	maker-NODE_11_length_296904_cov_22.075_ID_2611-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_11_length_296904_cov_22.075_ID_2611-augustus-gene-1.1&CDS=1-1092
2631	OG0002631	YLR292C	augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.37&CDS=1-579
2632	OG0002632	YLR295C	augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.57&CDS=1-312
2633	OG0002633	YLR298C	genemark-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_39_length_68748_cov_27.3738_ID_3862-processed-gene-0.72&CDS=1-360
2634	OG0002634	YLR299W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.331-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.331&CDS=1-1677
2635	OG0002635	YLR301W	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.142&CDS=1-684
2636	OG0002636	YLR303W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.81&CDS=1-1317
2637	OG0002637	YLR304C	augustus_masked-NODE_79_length_15302_cov_27.2877_ID_5808-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_79_length_15302_cov_27.2877_ID_5808-processed-gene-0.10&CDS=1-2349
2638	OG0002638	YLR305C	augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.236-mRNA-1_1&gene=augustus_masked-NODE_21_length_173256_cov_22.717_ID_2877-processed-gene-0.236&CDS=1-5652
2639	OG0002639	YLR306W	augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-0.2&CDS=1-555
2640	OG0002640	YLR308W	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-0.8&CDS=1-948
2641	OG0002641	YLR309C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-0.10&CDS=1-3198
2642	OG0002642	YLR310C	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-0.9&CDS=1-3810
2643	OG0002643	YLR312W-A	augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.103&CDS=1-654
2644	OG0002644	YLR314C	augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.255-mRNA-1_1&gene=augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.255&CDS=1-1578
2645	OG0002645	YLR316C	genemark-NODE_80_length_15223_cov_26.4135_ID_5844-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_80_length_15223_cov_26.4135_ID_5844-processed-gene-0.7&CDS=1-746
2646	OG0002646	YLR318W	snap_masked-NODE_80_length_15223_cov_26.4135_ID_5844-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_80_length_15223_cov_26.4135_ID_5844-processed-gene-0.14&CDS=1-2481
2647	OG0002647	YLR319C	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-0.41&CDS=1-2229
2648	OG0002648	YLR320W	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-0.58&CDS=1-4746
2649	OG0002649	YLR321C	augustus_masked-NODE_80_length_15223_cov_26.4135_ID_5844-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_80_length_15223_cov_26.4135_ID_5844-processed-gene-0.21&CDS=1-969
2650	OG0002650	YLR323C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.81&CDS=1-756
2651	OG0002651	YLR324W	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.65&CDS=1-1473
2652	OG0002652	YLR326W	augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_14_length_268870_cov_26.8865_ID_1946-processed-gene-1.146&CDS=1-660
2653	OG0002653	YLR330W	augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_16_length_241460_cov_22.8791_ID_4286-processed-gene-0.6&CDS=1-1572
2654	OG0002654	YLR336C	augustus_masked-NODE_57_length_37575_cov_21.9688_ID_5033-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_57_length_37575_cov_21.9688_ID_5033-processed-gene-0.30&CDS=1-2979
2655	OG0002655	YLR337C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-3.143&CDS=1-2109
2656	OG0002656	YLR340W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-0.43&CDS=1-930
2657	OG0002657	YLR345W	augustus_masked-NODE_66_length_28491_cov_25.8408_ID_5341-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_66_length_28491_cov_25.8408_ID_5341-processed-gene-0.34&CDS=1-1644
2658	OG0002658	YLR347C	augustus_masked-NODE_66_length_28491_cov_25.8408_ID_5341-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_66_length_28491_cov_25.8408_ID_5341-processed-gene-0.40&CDS=1-2583
2659	OG0002659	YLR348C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.101&CDS=1-912
2660	OG0002660	YLR352W	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-2.217-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-2.217&CDS=1-1560
2661	OG0002661	YLR354C	snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.178-mRNA-1_1&gene=snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-9.178&CDS=1-990
2662	OG0002662	YLR355C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.57&CDS=1-1182
2663	OG0002663	YLR359W	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.150&CDS=1-1443
2664	OG0002664	YLR362W	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-0.51&CDS=1-2013
2665	OG0002665	YLR363W-A	augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.58&CDS=1-279
2666	OG0002666	YLR364W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.296-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.296&CDS=1-333
2667	OG0002667	YLR368W	augustus_masked-NODE_48_length_52736_cov_26.8172_ID_4518-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_48_length_52736_cov_26.8172_ID_4518-processed-gene-0.63&CDS=1-1467
2668	OG0002668	YLR370C	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.119&CDS=1-528
2669	OG0002669	YLR371W	augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_27_length_121081_cov_22.7673_ID_3616-processed-gene-0.90&CDS=1-3954
2670	OG0002670	YLR377C	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.159&CDS=1-1017
2671	OG0002671	YLR378C	maker-NODE_6_length_370431_cov_22.3029_ID_1760-augustus-gene-2.285-mRNA-1_1&gene=maker-NODE_6_length_370431_cov_22.3029_ID_1760-augustus-gene-2.285&CDS=1-2727
2672	OG0002672	YLR380W	genemark-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.105&CDS=1-1275
2673	OG0002673	YLR382C	augustus_masked-NODE_70_length_21041_cov_22.2912_ID_12006-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_70_length_21041_cov_22.2912_ID_12006-processed-gene-0.6&CDS=1-2706
2674	OG0002674	YLR383W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.48&CDS=1-3330
2675	OG0002675	YLR384C	augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.65&CDS=1-4059
2676	OG0002676	YLR386W	maker-NODE_9_length_324451_cov_22.8396_ID_7486-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_9_length_324451_cov_22.8396_ID_7486-augustus-gene-1.2&CDS=1-2616
2677	OG0002677	YLR387C	genemark-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.56&CDS=1-1299
2678	OG0002678	YLR389C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.164&CDS=1-2880
2679	OG0002679	YLR390W	snap_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.92&CDS=1-273
2680	OG0002680	YLR393W	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.167&CDS=1-888
2681	OG0002681	YLR395C	augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.47&CDS=1-243
2682	OG0002682	YLR396C	augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.66&CDS=1-1836
2683	OG0002683	YLR397C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.146&CDS=1-2340
