	OrthologID	Meyerozyma_guilliermondii	Saccharomyces_cerevisiae
2528	OG0002528	augustus_masked-NW_001809799.1-processed-gene-17.112-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-17.112&CDS=1-1947	YDL074C
2529	OG0002529	maker-NW_001809799.1-augustus-gene-17.90-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-17.90&CDS=1-2046	YLR405W
2530	OG0002530	maker-NW_001809799.1-snap-gene-17.143-mRNA-1_1&gene=maker-NW_001809799.1-snap-gene-17.143&CDS=1-4071	YLR086W
2531	OG0002531	augustus_masked-NW_001809799.1-processed-gene-17.133-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-17.133&CDS=1-8982	YLR087C
2532	OG0002532	augustus_masked-NW_001809799.1-processed-gene-17.115-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-17.115&CDS=1-432	YLL050C
2533	OG0002533	maker-NW_001809799.1-snap-gene-17.139-mRNA-1_1&gene=maker-NW_001809799.1-snap-gene-17.139&CDS=1-1785	YIR029W
2534	OG0002534	maker-NW_001809799.1-snap-gene-17.140-mRNA-1_1&gene=maker-NW_001809799.1-snap-gene-17.140&CDS=1-186	YML081C-A
2535	OG0002535	augustus_masked-NW_001809799.1-processed-gene-18.223-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.223&CDS=1-993	YPL254W
2536	OG0002536	maker-NW_001809799.1-augustus-gene-18.104-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-18.104&CDS=1-3837	YMR196W
2537	OG0002537	augustus_masked-NW_001809799.1-processed-gene-18.227-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.227&CDS=1-1194	YLR403W
2538	OG0002538	augustus_masked-NW_001809799.1-processed-gene-18.229-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.229&CDS=1-1596	YLR133W
2539	OG0002539	augustus_masked-NW_001809799.1-processed-gene-18.230-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.230&CDS=1-3528	YDR142C
2540	OG0002540	genemark-NW_001809799.1-processed-gene-18.14-mRNA-1_1&gene=genemark-NW_001809799.1-processed-gene-18.14&CDS=1-1248	YLR094C
2541	OG0002541	augustus_masked-NW_001809799.1-processed-gene-18.235-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.235&CDS=1-2955	YLL048C
2542	OG0002542	augustus_masked-NW_001809799.1-processed-gene-18.236-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.236&CDS=1-1581	YHL036W
2543	OG0002543	augustus_masked-NW_001809799.1-processed-gene-18.238-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.238&CDS=1-651	YMR134W
2544	OG0002544	augustus_masked-NW_001809799.1-processed-gene-18.261-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.261&CDS=1-1014	YMR135C
2545	OG0002545	maker-NW_001809799.1-augustus-gene-18.101-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-18.101&CDS=1-2103	YMR276W
2546	OG0002546	snap_masked-NW_001809799.1-processed-gene-18.145-mRNA-1_1&gene=snap_masked-NW_001809799.1-processed-gene-18.145&CDS=1-1518	YML114C
2547	OG0002547	genemark-NW_001809799.1-processed-gene-18.27-mRNA-1_1&gene=genemark-NW_001809799.1-processed-gene-18.27&CDS=1-2298	YMR277W
2548	OG0002548	augustus_masked-NW_001809799.1-processed-gene-18.241-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.241&CDS=1-1068	YLR414C
2549	OG0002549	maker-NW_001809799.1-augustus-gene-18.102-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-18.102&CDS=1-1458	YLL036C
2550	OG0002550	augustus_masked-NW_001809799.1-processed-gene-18.243-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.243&CDS=1-1824	YMR278W
2551	OG0002551	maker-NW_001809799.1-augustus-gene-18.103-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-18.103&CDS=1-1395	YML115C
2552	OG0002552	augustus_masked-NW_001809799.1-processed-gene-18.265-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.265&CDS=1-1236	YJL218W
2553	OG0002553	augustus_masked-NW_001809799.1-processed-gene-18.268-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.268&CDS=1-2718	YNL175C
2554	OG0002554	genemark-NW_001809799.1-processed-gene-18.34-mRNA-1_1&gene=genemark-NW_001809799.1-processed-gene-18.34&CDS=1-696	YLL038C
2555	OG0002555	maker-NW_001809799.1-snap-gene-18.305-mRNA-1_1&gene=maker-NW_001809799.1-snap-gene-18.305&CDS=1-5352	YHL030W
2556	OG0002556	augustus_masked-NW_001809799.1-processed-gene-18.270-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.270&CDS=1-1536	YGR083C
2557	OG0002557	augustus_masked-NW_001809799.1-processed-gene-18.271-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.271&CDS=1-3861	YAL026C
2558	OG0002558	augustus_masked-NW_001809799.1-processed-gene-18.248-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.248&CDS=1-1314	YOR323C
2559	OG0002559	snap_masked-NW_001809799.1-processed-gene-18.181-mRNA-1_1&gene=snap_masked-NW_001809799.1-processed-gene-18.181&CDS=1-768	YBR213W
2560	OG0002560	augustus_masked-NW_001809799.1-processed-gene-18.249-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.249&CDS=1-1863	YOR370C
2561	OG0002561	augustus_masked-NW_001809799.1-processed-gene-18.250-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.250&CDS=1-432	YOR369C
2562	OG0002562	maker-NW_001809799.1-augustus-gene-18.109-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-18.109&CDS=1-411	YGL054C
2563	OG0002563	genemark-NW_001809799.1-processed-gene-18.68-mRNA-1_1&gene=genemark-NW_001809799.1-processed-gene-18.68&CDS=1-723	YLR301W
2564	OG0002564	maker-NW_001809799.1-snap-gene-18.307-mRNA-1_1&gene=maker-NW_001809799.1-snap-gene-18.307&CDS=1-3597	YOR373W
2565	OG0002565	augustus_masked-NW_001809799.1-processed-gene-18.252-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.252&CDS=1-2043	YBR212W
2566	OG0002566	genemark-NW_001809799.1-processed-gene-18.72-mRNA-1_1&gene=genemark-NW_001809799.1-processed-gene-18.72&CDS=1-804	YBR111W-A
2567	OG0002567	genemark-NW_001809799.1-processed-gene-18.41-mRNA-1_1&gene=genemark-NW_001809799.1-processed-gene-18.41&CDS=1-624	YBR111C
2568	OG0002568	snap_masked-NW_001809799.1-processed-gene-18.191-mRNA-1_1&gene=snap_masked-NW_001809799.1-processed-gene-18.191&CDS=1-1506	YBR112C
2569	OG0002569	augustus_masked-NW_001809799.1-processed-gene-18.279-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.279&CDS=1-3765	YNL330C
2570	OG0002570	augustus_masked-NW_001809799.1-processed-gene-18.280-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.280&CDS=1-1056	YPL244C
2571	OG0002571	augustus_masked-NW_001809799.1-processed-gene-18.281-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.281&CDS=1-1662	YPL243W
2572	OG0002572	augustus_masked-NW_001809799.1-processed-gene-18.255-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.255&CDS=1-1686	YER086W
2573	OG0002573	maker-NW_001809799.1-augustus-gene-18.114-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-18.114&CDS=1-6162	YLR289W
2574	OG0002574	augustus_masked-NW_001809799.1-processed-gene-18.285-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.285&CDS=1-2193	YLR274W
2575	OG0002575	genemark-NW_001809799.1-processed-gene-18.44-mRNA-1_1&gene=genemark-NW_001809799.1-processed-gene-18.44&CDS=1-513	YLR281C
2576	OG0002576	maker-NW_001809799.1-augustus-gene-18.115-mRNA-1_1&gene=maker-NW_001809799.1-augustus-gene-18.115&CDS=1-306	YLR295C
2577	OG0002577	augustus_masked-NW_001809799.1-processed-gene-18.256-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.256&CDS=1-348	YLR298C
2578	OG0002578	augustus_masked-NW_001809799.1-processed-gene-18.288-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.288&CDS=1-642	YLR293C
2579	OG0002579	augustus_masked-NW_001809799.1-processed-gene-18.293-mRNA-1_1&gene=augustus_masked-NW_001809799.1-processed-gene-18.293&CDS=1-897	YAL025C
2580	OG0002580	augustus_masked-NW_001809800.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.63&CDS=1-723	YOR064C
2581	OG0002581	augustus_masked-NW_001809800.1-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.90&CDS=1-1494	YMR093W
2582	OG0002582	augustus_masked-NW_001809800.1-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.91&CDS=1-1740	YMR092C
2583	OG0002583	augustus_masked-NW_001809800.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.64&CDS=1-1584	YKR016W
2584	OG0002584	maker-NW_001809800.1-augustus-gene-0.101-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-0.101&CDS=1-3537	YEL011W
2585	OG0002585	maker-NW_001809800.1-augustus-gene-0.102-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-0.102&CDS=1-1803	YMR106C
2586	OG0002586	augustus_masked-NW_001809800.1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.93&CDS=1-1101	YMR097C
2587	OG0002587	augustus_masked-NW_001809800.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.68&CDS=1-846	YKL110C
2588	OG0002588	augustus_masked-NW_001809800.1-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.94&CDS=1-729	YKL099C
2589	OG0002589	augustus_masked-NW_001809800.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.69&CDS=1-1725	YMR098C
2590	OG0002590	augustus_masked-NW_001809800.1-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.70&CDS=1-1092	YKL108W
2591	OG0002591	augustus_masked-NW_001809800.1-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.95&CDS=1-1467	YKR023W
2592	OG0002592	augustus_masked-NW_001809800.1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.71&CDS=1-3426	YJL106W
2593	OG0002593	augustus_masked-NW_001809800.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.72&CDS=1-2256	YBR034C
2594	OG0002594	augustus_masked-NW_001809800.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.96&CDS=1-939	YDL015C
2595	OG0002595	augustus_masked-NW_001809800.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.73&CDS=1-453	YOR298C-A
2596	OG0002596	augustus_masked-NW_001809800.1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.97&CDS=1-1230	YIL042C
2597	OG0002597	augustus_masked-NW_001809800.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.74&CDS=1-1446	YER051W
2598	OG0002598	augustus_masked-NW_001809800.1-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-0.98&CDS=1-1248	YOL058W
2599	OG0002599	augustus_masked-NW_001809800.1-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.114&CDS=1-3195	YMR288W
2600	OG0002600	augustus_masked-NW_001809800.1-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.112&CDS=1-867	YHR187W
2601	OG0002601	augustus_masked-NW_001809800.1-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.115&CDS=1-1794	YHR188C
2602	OG0002602	genemark-NW_001809800.1-processed-gene-1.2-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-1.2&CDS=1-2616	YGR188C
2603	OG0002603	genemark-NW_001809800.1-processed-gene-1.5-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-1.5&CDS=1-1155	YGL153W
2604	OG0002604	augustus_masked-NW_001809800.1-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.117&CDS=1-3225	YDL102W
2605	OG0002605	augustus_masked-NW_001809800.1-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.120&CDS=1-1230	YOR197W
2606	OG0002606	augustus_masked-NW_001809800.1-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.121&CDS=1-987	YMR161W
2607	OG0002607	augustus_masked-NW_001809800.1-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.136&CDS=1-2031	YDL119C
2608	OG0002608	augustus_masked-NW_001809800.1-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.137&CDS=1-876	YGL154C
2609	OG0002609	augustus_masked-NW_001809800.1-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.126&CDS=1-4488	YNR064C
2610	OG0002610	augustus_masked-NW_001809800.1-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.140&CDS=1-2403	YFL047W
2611	OG0002611	maker-NW_001809800.1-snap-gene-1.109-mRNA-1_1&gene=maker-NW_001809800.1-snap-gene-1.109&CDS=1-8808	YHR165C
2612	OG0002612	augustus_masked-NW_001809800.1-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.130&CDS=1-1686	YMR296C
2613	OG0002613	maker-NW_001809800.1-augustus-gene-1.51-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-1.51&CDS=1-3252	YPR181C
2614	OG0002614	augustus_masked-NW_001809800.1-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.147&CDS=1-1968	YPR179C
2615	OG0002615	augustus_masked-NW_001809800.1-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.148&CDS=1-1395	YPR178W
2616	OG0002616	augustus_masked-NW_001809800.1-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-1.149&CDS=1-3096	YPR122W
2617	OG0002617	genemark-NW_001809800.1-processed-gene-2.8-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-2.8&CDS=1-1917	YPR175W
2618	OG0002618	genemark-NW_001809800.1-processed-gene-2.9-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-2.9&CDS=1-981	YPR176C
2619	OG0002619	augustus_masked-NW_001809800.1-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.131&CDS=1-2130	YER047C
2620	OG0002620	snap_masked-NW_001809800.1-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-2.88&CDS=1-3834	YMR218C
2621	OG0002621	genemark-NW_001809800.1-processed-gene-2.32-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-2.32&CDS=1-3993	YDR311W
2622	OG0002622	augustus_masked-NW_001809800.1-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.122&CDS=1-585	YIL157C
2623	OG0002623	snap_masked-NW_001809800.1-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-2.76&CDS=1-1050	YKR087C
2624	OG0002624	augustus_masked-NW_001809800.1-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.124&CDS=1-762	YOR077W
2625	OG0002625	genemark-NW_001809800.1-processed-gene-2.35-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-2.35&CDS=1-1716	YKR099W
2626	OG0002626	augustus_masked-NW_001809800.1-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.140&CDS=1-2556	YKR080W
2627	OG0002627	augustus_masked-NW_001809800.1-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.141&CDS=1-1629	YHR064C
2628	OG0002628	augustus_masked-NW_001809800.1-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.126&CDS=1-903	YKL095W
2629	OG0002629	augustus_masked-NW_001809800.1-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.144&CDS=1-3474	YNL071W
2630	OG0002630	augustus_masked-NW_001809800.1-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.128&CDS=1-5373	YER155C
2631	OG0002631	augustus_masked-NW_001809800.1-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.146&CDS=1-1083	YER154W
2632	OG0002632	augustus_masked-NW_001809800.1-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-2.147&CDS=1-3384	YLR383W
2633	OG0002633	genemark-NW_001809800.1-processed-gene-2.50-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-2.50&CDS=1-1470	YDL238C
2634	OG0002634	snap_masked-NW_001809800.1-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-2.111&CDS=1-672	YLR390W-A
2635	OG0002635	maker-NW_001809800.1-augustus-gene-3.88-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-3.88&CDS=1-6147	YLR389C
2636	OG0002636	augustus_masked-NW_001809800.1-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.4&CDS=1-1104	YPL181W
2637	OG0002637	genemark-NW_001809800.1-processed-gene-3.66-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-3.66&CDS=1-4020	YOR093C
2638	OG0002638	augustus_masked-NW_001809800.1-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.6&CDS=1-2094	YGR150C
2639	OG0002639	genemark-NW_001809800.1-processed-gene-3.68-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-3.68&CDS=1-2223	YLR382C
2640	OG0002640	augustus_masked-NW_001809800.1-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.22&CDS=1-1161	YGL213C
2641	OG0002641	augustus_masked-NW_001809800.1-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.23&CDS=1-1077	YNL286W
2642	OG0002642	augustus_masked-NW_001809800.1-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.9&CDS=1-375	YBR269C
2643	OG0002643	augustus_masked-NW_001809800.1-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.10&CDS=1-1206	YBR271W
2644	OG0002644	augustus_masked-NW_001809800.1-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.24&CDS=1-2529	YJL060W
2645	OG0002645	augustus_masked-NW_001809800.1-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.25&CDS=1-4047	YJL072C
2646	OG0002646	augustus_masked-NW_001809800.1-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.13&CDS=1-6498	YGL097W
2647	OG0002647	maker-NW_001809800.1-augustus-gene-3.93-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-3.93&CDS=1-7137	YBR248C
2648	OG0002648	genemark-NW_001809800.1-processed-gene-3.60-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-3.60&CDS=1-2598	YJL062W
2649	OG0002649	augustus_masked-NW_001809800.1-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.31&CDS=1-1164	YBR267W
2650	OG0002650	augustus_masked-NW_001809800.1-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-3.18&CDS=1-2265	YOR001W
2651	OG0002651	genemark-NW_001809800.1-processed-gene-4.103-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-4.103&CDS=1-1296	YOL001W
2652	OG0002652	augustus_masked-NW_001809800.1-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.59&CDS=1-864	YMR178W
2653	OG0002653	augustus_masked-NW_001809800.1-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.62&CDS=1-2859	YOR335C
2654	OG0002654	maker-NW_001809800.1-augustus-gene-4.0-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-4.0&CDS=1-2961	YGL073W
2655	OG0002655	augustus_masked-NW_001809800.1-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.84&CDS=1-1782	YFL053W
2656	OG0002656	augustus_masked-NW_001809800.1-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.64&CDS=1-2658	YML099C
2657	OG0002657	augustus_masked-NW_001809800.1-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.85&CDS=1-1587	YML130C
2658	OG0002658	augustus_masked-NW_001809800.1-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.86&CDS=1-1602	YGL078C
2659	OG0002659	augustus_masked-NW_001809800.1-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.66&CDS=1-5178	YGL094C
2660	OG0002660	snap_masked-NW_001809800.1-processed-gene-4.38-mRNA-1_1&gene=snap_masked-NW_001809800.1-processed-gene-4.38&CDS=1-189	YPL183W-A
2661	OG0002661	augustus_masked-NW_001809800.1-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.67&CDS=1-2814	YNL287W
2662	OG0002662	augustus_masked-NW_001809800.1-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.88&CDS=1-2262	YJL212C
2663	OG0002663	augustus_masked-NW_001809800.1-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.68&CDS=1-1389	YCR054C
2664	OG0002664	augustus_masked-NW_001809800.1-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.89&CDS=1-1554	YCR053W
2665	OG0002665	augustus_masked-NW_001809800.1-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.69&CDS=1-1122	YGR046W
2666	OG0002666	augustus_masked-NW_001809800.1-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.70&CDS=1-444	YMR263W
2667	OG0002667	augustus_masked-NW_001809800.1-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.71&CDS=1-609	YMR264W
2668	OG0002668	augustus_masked-NW_001809800.1-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.91&CDS=1-1509	YML102W
2669	OG0002669	augustus_masked-NW_001809800.1-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.94&CDS=1-1533	YGR009C
2670	OG0002670	augustus_masked-NW_001809800.1-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.95&CDS=1-453	YDL208W
2671	OG0002671	augustus_masked-NW_001809800.1-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.96&CDS=1-2817	YDR238C
2672	OG0002672	augustus_masked-NW_001809800.1-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.76&CDS=1-2127	YMR075W
2673	OG0002673	augustus_masked-NW_001809800.1-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.98&CDS=1-453	YKL167C
2674	OG0002674	augustus_masked-NW_001809800.1-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-4.77&CDS=1-1308	YMR062C
2675	OG0002675	genemark-NW_001809800.1-processed-gene-4.145-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-4.145&CDS=1-726	YDL114W
2676	OG0002676	augustus_masked-NW_001809800.1-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.62&CDS=1-3663	YMR076C
2677	OG0002677	augustus_masked-NW_001809800.1-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.84&CDS=1-1413	YDL207W
2678	OG0002678	augustus_masked-NW_001809800.1-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.65&CDS=1-858	YDR237W
2679	OG0002679	maker-NW_001809800.1-augustus-gene-5.0-mRNA-1_1&gene=maker-NW_001809800.1-augustus-gene-5.0&CDS=1-1572	YGR044C
2680	OG0002680	genemark-NW_001809800.1-processed-gene-5.110-mRNA-1_1&gene=genemark-NW_001809800.1-processed-gene-5.110&CDS=1-1266	YDR235W
2681	OG0002681	augustus_masked-NW_001809800.1-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.87&CDS=1-540	YDR236C
2682	OG0002682	augustus_masked-NW_001809800.1-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.68&CDS=1-1392	YPL020C
2683	OG0002683	augustus_masked-NW_001809800.1-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.88&CDS=1-2622	YMR302C
2684	OG0002684	augustus_masked-NW_001809800.1-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.89&CDS=1-1047	YGR028W
2685	OG0002685	augustus_masked-NW_001809800.1-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.69&CDS=1-2589	YLR336C
2686	OG0002686	augustus_masked-NW_001809800.1-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.91&CDS=1-3633	YFL008W
2687	OG0002687	augustus_masked-NW_001809800.1-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.71&CDS=1-966	YLR354C
2688	OG0002688	augustus_masked-NW_001809800.1-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.73&CDS=1-573	YPL010W
2689	OG0002689	augustus_masked-NW_001809800.1-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-NW_001809800.1-processed-gene-5.74&CDS=1-789	YPL011C
