	OrthologID	Saccharomyces_cerevisiae	yHAB132_Kazachstania_martiniae
3353	OG0003353	YNL244C	snap_masked-scf7180000030494-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.34&CDS=1-324
3354	OG0003354	YNL245C	genemark-scf7180000030494-processed-gene-0.126-mRNA-1_1&gene=genemark-scf7180000030494-processed-gene-0.126&CDS=1-414
3355	OG0003355	YNL247W	augustus_masked-scf7180000030494-processed-gene-0.252-mRNA-1_1&gene=augustus_masked-scf7180000030494-processed-gene-0.252&CDS=1-2814
3356	OG0003356	YNL248C	maker-scf7180000030494-snap-gene-0.3-mRNA-1_1&gene=maker-scf7180000030494-snap-gene-0.3&CDS=1-2859
3357	OG0003357	YNL250W	augustus_masked-scf7180000030494-processed-gene-0.253-mRNA-1_1&gene=augustus_masked-scf7180000030494-processed-gene-0.253&CDS=1-3789
3358	OG0003358	YNL251C	snap_masked-scf7180000030494-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.36&CDS=1-1758
3359	OG0003359	YNL252C	snap_masked-scf7180000030494-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.37&CDS=1-747
3360	OG0003360	YNL253W	snap_masked-scf7180000030494-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.86&CDS=1-1440
3361	OG0003361	YNL254C	maker-scf7180000030494-snap-gene-0.5-mRNA-1_1&gene=maker-scf7180000030494-snap-gene-0.5&CDS=1-1056
3362	OG0003362	YNL255C	snap_masked-scf7180000030494-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.39&CDS=1-480
3363	OG0003363	YNL256W	genemark-scf7180000030494-processed-gene-0.175-mRNA-1_1&gene=genemark-scf7180000030494-processed-gene-0.175&CDS=1-2388
3364	OG0003364	YNL258C	augustus_masked-scf7180000030494-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-scf7180000030494-processed-gene-0.217&CDS=1-2394
3365	OG0003365	YNL259C	snap_masked-scf7180000030494-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.43&CDS=1-219
3366	OG0003366	YNL260C	snap_masked-scf7180000030494-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.44&CDS=1-486
3367	OG0003367	YNL261W	genemark-scf7180000030480-processed-gene-1.33-mRNA-1_1&gene=genemark-scf7180000030480-processed-gene-1.33&CDS=1-1365
3368	OG0003368	YNL262W	genemark-scf7180000030494-processed-gene-0.176-mRNA-1_1&gene=genemark-scf7180000030494-processed-gene-0.176&CDS=1-6606
3369	OG0003369	YNL263C	genemark-scf7180000030494-processed-gene-0.136-mRNA-1_1&gene=genemark-scf7180000030494-processed-gene-0.136&CDS=1-984
3370	OG0003370	YNL264C	genemark-scf7180000030494-processed-gene-0.137-mRNA-1_1&gene=genemark-scf7180000030494-processed-gene-0.137&CDS=1-1047
3371	OG0003371	YNL265C	genemark-scf7180000030494-processed-gene-0.138-mRNA-1_1&gene=genemark-scf7180000030494-processed-gene-0.138&CDS=1-876
3372	OG0003372	YNL267W	maker-scf7180000030494-augustus-gene-0.281-mRNA-1_1&gene=maker-scf7180000030494-augustus-gene-0.281&CDS=1-3123
3373	OG0003373	YNL271C	genemark-scf7180000030494-processed-gene-0.139-mRNA-1_1&gene=genemark-scf7180000030494-processed-gene-0.139&CDS=1-5871
3374	OG0003374	YNL272C	snap_masked-scf7180000030494-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.50&CDS=1-2040
3375	OG0003375	YNL273W	genemark-scf7180000030494-processed-gene-0.180-mRNA-1_1&gene=genemark-scf7180000030494-processed-gene-0.180&CDS=1-3714
3376	OG0003376	YNL274C	snap_masked-scf7180000030494-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000030494-processed-gene-0.51&CDS=1-1038
3377	OG0003377	YNL275W	augustus_masked-scf7180000030494-processed-gene-0.261-mRNA-1_1&gene=augustus_masked-scf7180000030494-processed-gene-0.261&CDS=1-3204
3378	OG0003378	YNL279W	maker-scf7180000030494-snap-gene-0.18-mRNA-1_1&gene=maker-scf7180000030494-snap-gene-0.18&CDS=1-1986
3379	OG0003379	YNL280C	snap_masked-scf7180000030482-processed-gene-0.76-mRNA-1_1&gene=snap_masked-scf7180000030482-processed-gene-0.76&CDS=1-1269
3380	OG0003380	YNL282W	augustus_masked-scf7180000030482-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000030482-processed-gene-0.16&CDS=1-1035
3381	OG0003381	YNL284C	snap_masked-scf7180000030474-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scf7180000030474-processed-gene-0.93&CDS=1-801
3382	OG0003382	YNL286W	snap_masked-scf7180000030474-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scf7180000030474-processed-gene-0.94&CDS=1-822
3383	OG0003383	YNL287W	genemark-scf7180000030524-processed-gene-2.150-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.150&CDS=1-2799
3384	OG0003384	YNL288W	genemark-scf7180000030524-processed-gene-2.149-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.149&CDS=1-1119
3385	OG0003385	YNL289W	snap_masked-scf7180000030524-processed-gene-5.224-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.224&CDS=1-846
3386	OG0003386	YNL290W	genemark-scf7180000030524-processed-gene-2.147-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.147&CDS=1-996
3387	OG0003387	YNL291C	snap_masked-scf7180000030524-processed-gene-2.66-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-2.66&CDS=1-1656
3388	OG0003388	YNL292W	snap_masked-scf7180000030524-processed-gene-2.44-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-2.44&CDS=1-1215
3389	OG0003389	YNL294C	genemark-scf7180000030524-processed-gene-2.168-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.168&CDS=1-1599
3390	OG0003390	YNL295W	augustus_masked-scf7180000030524-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-2.89&CDS=1-1500
3391	OG0003391	YNL297C	genemark-scf7180000030524-processed-gene-2.167-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.167&CDS=1-4884
3392	OG0003392	YNL298W	genemark-scf7180000030524-processed-gene-2.143-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.143&CDS=1-2580
3393	OG0003393	YNL304W	genemark-scf7180000030524-processed-gene-2.141-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.141&CDS=1-1245
3394	OG0003394	YNL305C	genemark-scf7180000030524-processed-gene-2.165-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.165&CDS=1-858
3395	OG0003395	YNL306W	genemark-scf7180000030524-processed-gene-2.139-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.139&CDS=1-642
3396	OG0003396	YNL307C	genemark-scf7180000030524-processed-gene-5.54-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.54&CDS=1-1116
3397	OG0003397	YNL308C	genemark-scf7180000030524-processed-gene-2.164-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.164&CDS=1-1782
3398	OG0003398	YNL309W	augustus_masked-scf7180000030524-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-2.83&CDS=1-1266
3399	OG0003399	YNL310C	maker-scf7180000030524-snap-gene-2.18-mRNA-1_1&gene=maker-scf7180000030524-snap-gene-2.18&CDS=1-600
3400	OG0003400	YNL311C	augustus_masked-scf7180000030524-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-2.107&CDS=1-2088
3401	OG0003401	YNL312W	snap_masked-scf7180000030524-processed-gene-5.211-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.211&CDS=1-834
3402	OG0003402	YNL313C	snap_masked-scf7180000030524-processed-gene-5.256-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.256&CDS=1-2733
3403	OG0003403	YNL314W	snap_masked-scf7180000030524-processed-gene-2.34-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-2.34&CDS=1-909
3404	OG0003404	YNL315C	augustus_masked-scf7180000030524-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-2.105&CDS=1-939
3405	OG0003405	YNL316C	genemark-scf7180000030524-processed-gene-2.160-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.160&CDS=1-972
3406	OG0003406	YNL317W	augustus_masked-scf7180000030524-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-5.107&CDS=1-1386
3407	OG0003407	YNL318C	genemark-scf7180000030524-processed-gene-2.159-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-2.159&CDS=1-1509
3408	OG0003408	YNL320W	genemark-scf7180000030524-processed-gene-5.6-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.6&CDS=1-960
3409	OG0003409	YNL321W	augustus_masked-scf7180000030524-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-2.80&CDS=1-3744
3410	OG0003410	YNL323W	genemark-scf7180000030524-processed-gene-5.2-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.2&CDS=1-1239
3411	OG0003411	YNL325C	snap_masked-scf7180000030488-processed-gene-0.204-mRNA-1_1&gene=snap_masked-scf7180000030488-processed-gene-0.204&CDS=1-2718
3412	OG0003412	YNL326C	genemark-scf7180000030488-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000030488-processed-gene-0.39&CDS=1-984
3413	OG0003413	YNL327W	augustus_masked-scf7180000030488-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000030488-processed-gene-0.104&CDS=1-2436
3414	OG0003414	YNL329C	maker-scf7180000030488-augustus-gene-0.91-mRNA-1_1&gene=maker-scf7180000030488-augustus-gene-0.91&CDS=1-3372
3415	OG0003415	YNL330C	snap_masked-scf7180000030524-processed-gene-4.108-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-4.108&CDS=1-1299
3416	OG0003416	YNR001C	snap_masked-scf7180000030490-processed-gene-1.184-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-1.184&CDS=1-1398
3417	OG0003417	YNR004W	snap_masked-scf7180000030518-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scf7180000030518-processed-gene-0.66&CDS=1-450
3418	OG0003418	YNR006W	augustus_masked-scf7180000030439-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scf7180000030439-processed-gene-1.18&CDS=1-1854
3419	OG0003419	YNR007C	snap_masked-scf7180000030439-processed-gene-1.195-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.195&CDS=1-891
3420	OG0003420	YNR008W	genemark-scf7180000030439-processed-gene-1.85-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.85&CDS=1-1878
3421	OG0003421	YNR009W	genemark-scf7180000030439-processed-gene-1.86-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.86&CDS=1-726
3422	OG0003422	YNR010W	genemark-scf7180000030439-processed-gene-1.87-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.87&CDS=1-492
3423	OG0003423	YNR011C	genemark-scf7180000030439-processed-gene-1.121-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.121&CDS=1-2652
3424	OG0003424	YNR012W	genemark-scf7180000030439-processed-gene-1.88-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.88&CDS=1-1422
3425	OG0003425	YNR013C	genemark-scf7180000030439-processed-gene-1.122-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.122&CDS=1-2526
3426	OG0003426	YNR014W	snap_masked-scf7180000030486-processed-gene-1.104-mRNA-1_1&gene=snap_masked-scf7180000030486-processed-gene-1.104&CDS=1-768
3427	OG0003427	YNR015W	maker-scf7180000030439-augustus-gene-1.141-mRNA-1_1&gene=maker-scf7180000030439-augustus-gene-1.141&CDS=1-2118
3428	OG0003428	YNR016C	snap_masked-scf7180000030486-processed-gene-1.137-mRNA-1_1&gene=snap_masked-scf7180000030486-processed-gene-1.137&CDS=1-6720
3429	OG0003429	YNR018W	genemark-scf7180000030439-processed-gene-1.92-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.92&CDS=1-666
3430	OG0003430	YNR020C	snap_masked-scf7180000030439-processed-gene-1.199-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.199&CDS=1-699
3431	OG0003431	YNR021W	snap_masked-scf7180000030486-processed-gene-1.108-mRNA-1_1&gene=snap_masked-scf7180000030486-processed-gene-1.108&CDS=1-1185
3432	OG0003432	YNR022C	genemark-scf7180000030439-processed-gene-1.124-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.124&CDS=1-402
3433	OG0003433	YNR023W	snap_masked-scf7180000030486-processed-gene-1.109-mRNA-1_1&gene=snap_masked-scf7180000030486-processed-gene-1.109&CDS=1-1611
3434	OG0003434	YNR024W	augustus_masked-scf7180000030439-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-scf7180000030439-processed-gene-1.25&CDS=1-501
3435	OG0003435	YNR026C	genemark-scf7180000030439-processed-gene-1.125-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.125&CDS=1-1254
3436	OG0003436	YNR027W	snap_masked-scf7180000030439-processed-gene-1.175-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.175&CDS=1-1005
3437	OG0003437	YNR029C	genemark-scf7180000030439-processed-gene-1.126-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.126&CDS=1-1299
3438	OG0003438	YNR030W	genemark-scf7180000030439-processed-gene-1.98-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.98&CDS=1-1623
3439	OG0003439	YNR032C-A	snap_masked-scf7180000030439-processed-gene-1.203-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.203&CDS=1-219
3440	OG0003440	YNR032W	snap_masked-scf7180000030439-processed-gene-1.178-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.178&CDS=1-1077
3441	OG0003441	YNR033W	snap_masked-scf7180000030439-processed-gene-1.179-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.179&CDS=1-2316
3442	OG0003442	YNR034W	genemark-scf7180000030439-processed-gene-1.101-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.101&CDS=1-960
3443	OG0003443	YNR034W-A	genemark-scf7180000030439-processed-gene-1.102-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.102&CDS=1-297
3444	OG0003444	YNR035C	genemark-scf7180000030439-processed-gene-1.129-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.129&CDS=1-993
3445	OG0003445	YNR036C	snap_masked-scf7180000030439-processed-gene-1.206-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.206&CDS=1-861
3446	OG0003446	YNR038W	genemark-scf7180000030439-processed-gene-1.103-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.103&CDS=1-1914
3447	OG0003447	YNR039C	genemark-scf7180000030439-processed-gene-1.131-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.131&CDS=1-1854
3448	OG0003448	YNR040W	snap_masked-scf7180000030439-processed-gene-1.183-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.183&CDS=1-1335
3449	OG0003449	YNR041C	augustus_masked-scf7180000030439-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-scf7180000030439-processed-gene-1.56&CDS=1-1122
3450	OG0003450	YNR043W	snap_masked-scf7180000030439-processed-gene-1.184-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.184&CDS=1-1188
3451	OG0003451	YNR046W	genemark-scf7180000030439-processed-gene-1.108-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.108&CDS=1-402
3452	OG0003452	YNR049C	snap_masked-scf7180000030439-processed-gene-1.210-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.210&CDS=1-630
3453	OG0003453	YNR050C	snap_masked-scf7180000030439-processed-gene-1.211-mRNA-1_1&gene=snap_masked-scf7180000030439-processed-gene-1.211&CDS=1-1338
3454	OG0003454	YNR052C	genemark-scf7180000030439-processed-gene-1.137-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.137&CDS=1-1350
3455	OG0003455	YNR053C	maker-scf7180000030439-snap-gene-1.221-mRNA-1_1&gene=maker-scf7180000030439-snap-gene-1.221&CDS=1-1533
3456	OG0003456	YNR054C	genemark-scf7180000030439-processed-gene-1.139-mRNA-1_1&gene=genemark-scf7180000030439-processed-gene-1.139&CDS=1-951
3457	OG0003457	YNR056C	maker-scf7180000030468-augustus-gene-0.10-mRNA-1_1&gene=maker-scf7180000030468-augustus-gene-0.10&CDS=1-2016
3458	OG0003458	YNR058W	genemark-scf7180000030468-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000030468-processed-gene-0.18&CDS=1-1458
3459	OG0003459	YOL001W	genemark-scf7180000030526-processed-gene-1.210-mRNA-1_1&gene=genemark-scf7180000030526-processed-gene-1.210&CDS=1-933
3460	OG0003460	YOL002C	genemark-scf7180000030455-processed-gene-1.207-mRNA-1_1&gene=genemark-scf7180000030455-processed-gene-1.207&CDS=1-948
3461	OG0003461	YOL003C	snap_masked-scf7180000030526-processed-gene-1.137-mRNA-1_1&gene=snap_masked-scf7180000030526-processed-gene-1.137&CDS=1-1128
3462	OG0003462	YOL004W	genemark-scf7180000030526-processed-gene-1.217-mRNA-1_1&gene=genemark-scf7180000030526-processed-gene-1.217&CDS=1-4233
3463	OG0003463	YOL005C	genemark-scf7180000030526-processed-gene-1.249-mRNA-1_1&gene=genemark-scf7180000030526-processed-gene-1.249&CDS=1-366
3464	OG0003464	YOL006C	snap_masked-scf7180000030455-processed-gene-1.123-mRNA-1_1&gene=snap_masked-scf7180000030455-processed-gene-1.123&CDS=1-2199
3465	OG0003465	YOL007C	genemark-scf7180000030526-processed-gene-1.219-mRNA-1_1&gene=genemark-scf7180000030526-processed-gene-1.219&CDS=1-978
3466	OG0003466	YOL008W	snap_masked-scf7180000030526-processed-gene-1.140-mRNA-1_1&gene=snap_masked-scf7180000030526-processed-gene-1.140&CDS=1-579
3467	OG0003467	YOL009C	snap_masked-scf7180000030526-processed-gene-1.111-mRNA-1_1&gene=snap_masked-scf7180000030526-processed-gene-1.111&CDS=1-747
3468	OG0003468	YOL012C	snap_masked-scf7180000030442-processed-gene-0.127-mRNA-1_1&gene=snap_masked-scf7180000030442-processed-gene-0.127&CDS=1-396
3469	OG0003469	YOL016C	snap_masked-scf7180000030490-processed-gene-1.169-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-1.169&CDS=1-1308
3470	OG0003470	YOL018C	augustus_masked-scf7180000030490-processed-gene-1.258-mRNA-1_1&gene=augustus_masked-scf7180000030490-processed-gene-1.258&CDS=1-1137
3471	OG0003471	YOL019W	genemark-scf7180000030490-processed-gene-1.14-mRNA-1_1&gene=genemark-scf7180000030490-processed-gene-1.14&CDS=1-1467
3472	OG0003472	YOL021C	genemark-scf7180000030452-processed-gene-1.76-mRNA-1_1&gene=genemark-scf7180000030452-processed-gene-1.76&CDS=1-2991
3473	OG0003473	YOL022C	genemark-scf7180000030490-processed-gene-1.51-mRNA-1_1&gene=genemark-scf7180000030490-processed-gene-1.51&CDS=1-1227
3474	OG0003474	YOL023W	snap_masked-scf7180000030490-processed-gene-1.128-mRNA-1_1&gene=snap_masked-scf7180000030490-processed-gene-1.128&CDS=1-1923
3475	OG0003475	YOL025W	augustus_masked-scf7180000030490-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-scf7180000030490-processed-gene-1.218&CDS=1-1860
3476	OG0003476	YOL027C	maker-scf7180000030510-augustus-gene-2.260-mRNA-1_1&gene=maker-scf7180000030510-augustus-gene-2.260&CDS=1-1632
3477	OG0003477	YOL028C	augustus_masked-scf7180000030510-processed-gene-2.196-mRNA-1_1&gene=augustus_masked-scf7180000030510-processed-gene-2.196&CDS=1-972
3478	OG0003478	YOL030W	genemark-scf7180000030524-processed-gene-5.36-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.36&CDS=1-1491
3479	OG0003479	YOL031C	snap_masked-scf7180000030510-processed-gene-2.153-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-2.153&CDS=1-1590
3480	OG0003480	YOL032W	snap_masked-scf7180000030510-processed-gene-2.119-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-2.119&CDS=1-714
3481	OG0003481	YOL034W	augustus_masked-scf7180000030510-processed-gene-2.199-mRNA-1_1&gene=augustus_masked-scf7180000030510-processed-gene-2.199&CDS=1-4761
3482	OG0003482	YOL038W	snap_masked-scf7180000030510-processed-gene-2.148-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-2.148&CDS=1-756
3483	OG0003483	YOL040C	genemark-scf7180000030510-processed-gene-2.23-mRNA-1_1&gene=genemark-scf7180000030510-processed-gene-2.23&CDS=1-423
3484	OG0003484	YOL041C	genemark-scf7180000030510-processed-gene-2.24-mRNA-1_1&gene=genemark-scf7180000030510-processed-gene-2.24&CDS=1-1305
3485	OG0003485	YOL042W	snap_masked-scf7180000030510-processed-gene-2.155-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-2.155&CDS=1-1110
3486	OG0003486	YOL043C	genemark-scf7180000030510-processed-gene-2.25-mRNA-1_1&gene=genemark-scf7180000030510-processed-gene-2.25&CDS=1-996
3487	OG0003487	YOL044W	snap_masked-scf7180000030510-processed-gene-2.157-mRNA-1_1&gene=snap_masked-scf7180000030510-processed-gene-2.157&CDS=1-870
3488	OG0003488	YOL048C	augustus_masked-scf7180000030510-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-scf7180000030510-processed-gene-2.203&CDS=1-459
3489	OG0003489	YOL049W	genemark-scf7180000030510-processed-gene-2.65-mRNA-1_1&gene=genemark-scf7180000030510-processed-gene-2.65&CDS=1-1467
3490	OG0003490	YOL051W	genemark-scf7180000030456-processed-gene-1.218-mRNA-1_1&gene=genemark-scf7180000030456-processed-gene-1.218&CDS=1-3198
3491	OG0003491	YOL052C	genemark-scf7180000030524-processed-gene-1.31-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-1.31&CDS=1-1200
3492	OG0003492	YOL053W	genemark-scf7180000030428-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000030428-processed-gene-0.23&CDS=1-1938
3493	OG0003493	YOL056W	snap_masked-scf7180000030479-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000030479-processed-gene-0.50&CDS=1-918
3494	OG0003494	YOL057W	maker-scf7180000030479-augustus-gene-0.125-mRNA-1_1&gene=maker-scf7180000030479-augustus-gene-0.125&CDS=1-3348
3495	OG0003495	YOL061W	snap_masked-scf7180000030479-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000030479-processed-gene-0.46&CDS=1-1449
3496	OG0003496	YOL062C	augustus_masked-scf7180000030479-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scf7180000030479-processed-gene-0.107&CDS=1-3636
3497	OG0003497	YOL064C	snap_masked-scf7180000030479-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000030479-processed-gene-0.67&CDS=1-1077
3498	OG0003498	YOL067C	snap_masked-scf7180000030474-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scf7180000030474-processed-gene-0.106&CDS=1-540
3499	OG0003499	YOL069W	genemark-scf7180000030486-processed-gene-1.50-mRNA-1_1&gene=genemark-scf7180000030486-processed-gene-1.50&CDS=1-1359
3500	OG0003500	YOL071W	genemark-scf7180000030486-processed-gene-1.52-mRNA-1_1&gene=genemark-scf7180000030486-processed-gene-1.52&CDS=1-447
3501	OG0003501	YOL072W	genemark-scf7180000030486-processed-gene-1.53-mRNA-1_1&gene=genemark-scf7180000030486-processed-gene-1.53&CDS=1-1404
3502	OG0003502	YOL073C	genemark-scf7180000030486-processed-gene-1.16-mRNA-1_1&gene=genemark-scf7180000030486-processed-gene-1.16&CDS=1-861
3503	OG0003503	YOL075C	snap_masked-scf7180000030456-processed-gene-1.43-mRNA-1_1&gene=snap_masked-scf7180000030456-processed-gene-1.43&CDS=1-3840
3504	OG0003504	YOL076W	augustus_masked-scf7180000030474-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000030474-processed-gene-0.4&CDS=1-3384
3505	OG0003505	YOL077C	snap_masked-scf7180000030456-processed-gene-1.44-mRNA-1_1&gene=snap_masked-scf7180000030456-processed-gene-1.44&CDS=1-870
3506	OG0003506	YOL078W	genemark-scf7180000030456-processed-gene-1.253-mRNA-1_1&gene=genemark-scf7180000030456-processed-gene-1.253&CDS=1-3621
3507	OG0003507	YOL080C	snap_masked-scf7180000030456-processed-gene-1.45-mRNA-1_1&gene=snap_masked-scf7180000030456-processed-gene-1.45&CDS=1-822
3508	OG0003508	YOL084W	augustus_masked-scf7180000030456-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-scf7180000030456-processed-gene-1.162&CDS=1-2979
3509	OG0003509	YOL086W-A	augustus_masked-scf7180000030524-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-scf7180000030524-processed-gene-5.131&CDS=1-294
3510	OG0003510	YOL087C	genemark-scf7180000030524-processed-gene-5.74-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.74&CDS=1-3237
3511	OG0003511	YOL088C	snap_masked-scf7180000030524-processed-gene-5.276-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.276&CDS=1-828
3512	OG0003512	YOL090W	genemark-scf7180000030524-processed-gene-5.33-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.33&CDS=1-2814
3513	OG0003513	YOL091W	snap_masked-scf7180000030524-processed-gene-5.234-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.234&CDS=1-1848
3514	OG0003514	YOL092W	genemark-scf7180000030524-processed-gene-5.31-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.31&CDS=1-906
3515	OG0003515	YOL093W	snap_masked-scf7180000030524-processed-gene-5.232-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.232&CDS=1-948
3516	OG0003516	YOL094C	snap_masked-scf7180000030524-processed-gene-5.274-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.274&CDS=1-975
3517	OG0003517	YOL095C	genemark-scf7180000030524-processed-gene-5.70-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.70&CDS=1-2943
3518	OG0003518	YOL097C	snap_masked-scf7180000030524-processed-gene-5.272-mRNA-1_1&gene=snap_masked-scf7180000030524-processed-gene-5.272&CDS=1-1302
3519	OG0003519	YOL098C	genemark-scf7180000030524-processed-gene-5.68-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.68&CDS=1-3126
3520	OG0003520	YOL100W	genemark-scf7180000030524-processed-gene-5.28-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.28&CDS=1-3336
3521	OG0003521	YOL102C	genemark-scf7180000030524-processed-gene-5.65-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.65&CDS=1-678
3522	OG0003522	YOL107W	genemark-scf7180000030524-processed-gene-5.25-mRNA-1_1&gene=genemark-scf7180000030524-processed-gene-5.25&CDS=1-993
