	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034623_Pichia_norvegensis
2287	OG0002287	YML014W	snap_masked-flattened_line_26-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.47&CDS=1-777
2288	OG0002288	YML016C	snap_masked-flattened_line_26-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.95&CDS=1-2196
2289	OG0002289	YML018C	snap_masked-flattened_line_38-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.85&CDS=1-1065
2290	OG0002290	YML021C	augustus_masked-flattened_line_60-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.142&CDS=1-1680
2291	OG0002291	YML031W	augustus_masked-flattened_line_42-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.42&CDS=1-2016
2292	OG0002292	YML032C	snap_masked-flattened_line_42-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.84&CDS=1-1437
2293	OG0002293	YML035C	snap_masked-flattened_line_70-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.89&CDS=1-2586
2294	OG0002294	YML038C	snap_masked-flattened_line_32-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.123&CDS=1-1749
2295	OG0002295	YML042W	genemark-flattened_line_4-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.129&CDS=1-3081
2296	OG0002296	YML048W	snap_masked-flattened_line_80-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.41&CDS=1-1203
2297	OG0002297	YML049C	snap_masked-flattened_line_56-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.116&CDS=1-3195
2298	OG0002298	YML052W	snap_masked-flattened_line_38-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.126&CDS=1-825
2299	OG0002299	YML055W	snap_masked-flattened_line_18-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.37&CDS=1-516
2300	OG0002300	YML056C	maker-flattened_line_18-snap-gene-1.151-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.151&CDS=1-1566
2301	OG0002301	YML059C	snap_masked-flattened_line_66-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.76&CDS=1-4428
2302	OG0002302	YML060W	snap_masked-flattened_line_34-processed-gene-0.257-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.257&CDS=1-1194
2303	OG0002303	YML061C	snap_masked-flattened_line_64-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.159&CDS=1-2628
2304	OG0002304	YML064C	snap_masked-flattened_line_18-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.40&CDS=1-591
2305	OG0002305	YML065W	snap_masked-flattened_line_18-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.72&CDS=1-2163
2306	OG0002306	YML067C	augustus_masked-flattened_line_36-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.179&CDS=1-1026
2307	OG0002307	YML068W	snap_masked-flattened_line_66-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.93&CDS=1-2304
2308	OG0002308	YML069W	snap_masked-flattened_line_66-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.48&CDS=1-1620
2309	OG0002309	YML072C	snap_masked-flattened_line_14-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.62&CDS=1-4107
2310	OG0002310	YML076C	snap_masked-flattened_line_14-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.38&CDS=1-2718
2311	OG0002311	YML077W	snap_masked-flattened_line_14-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.36&CDS=1-267
2312	OG0002312	YML080W	snap_masked-flattened_line_14-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.81&CDS=1-1311
2313	OG0002313	YML081C-A	maker-flattened_line_16-snap-gene-1.236-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.236&CDS=1-207
2314	OG0002314	YML086C	snap_masked-flattened_line_116-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.35&CDS=1-1584
2315	OG0002315	YML091C	augustus_masked-flattened_line_2-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.158&CDS=1-1929
2316	OG0002316	YML092C	snap_masked-flattened_line_60-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.70&CDS=1-750
2317	OG0002317	YML093W	snap_masked-flattened_line_44-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.135&CDS=1-2811
2318	OG0002318	YML094W	snap_masked-flattened_line_10-processed-gene-1.85-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.85&CDS=1-507
2319	OG0002319	YML095C	snap_masked-flattened_line_30-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.102&CDS=1-996
2320	OG0002320	YML096W	snap_masked-flattened_line_0-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.46&CDS=1-1608
2321	OG0002321	YML097C	snap_masked-flattened_line_52-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.170&CDS=1-2079
2322	OG0002322	YML098W	snap_masked-flattened_line_70-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.49&CDS=1-378
2323	OG0002323	YML099C	snap_masked-flattened_line_70-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.50&CDS=1-3216
2324	OG0002324	YML102W	snap_masked-flattened_line_34-processed-gene-0.208-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.208&CDS=1-1389
2325	OG0002325	YML103C	snap_masked-flattened_line_100-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.12&CDS=1-4677
2326	OG0002326	YML105C	snap_masked-flattened_line_128-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.26&CDS=1-801
2327	OG0002327	YML110C	snap_masked-flattened_line_12-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.43&CDS=1-891
2328	OG0002328	YML112W	snap_masked-flattened_line_38-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.124&CDS=1-1569
2329	OG0002329	YML114C	snap_masked-flattened_line_64-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.138&CDS=1-1893
2330	OG0002330	YML115C	snap_masked-flattened_line_12-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.145&CDS=1-1404
2331	OG0002331	YML121W	snap_masked-flattened_line_0-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.26&CDS=1-1023
2332	OG0002332	YML123C	maker-flattened_line_122-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_122-snap-gene-0.0&CDS=1-3306
2333	OG0002333	YML126C	snap_masked-flattened_line_44-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.81&CDS=1-1338
2334	OG0002334	YML127W	snap_masked-flattened_line_116-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.34&CDS=1-1617
2335	OG0002335	YML129C	genemark-flattened_line_160-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.33&CDS=1-3192
2336	OG0002336	YML130C	snap_masked-flattened_line_70-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.54&CDS=1-1734
2337	OG0002337	YMR001C	snap_masked-flattened_line_48-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.134&CDS=1-1950
2338	OG0002338	YMR002W	snap_masked-flattened_line_48-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.135&CDS=1-504
2339	OG0002339	YMR004W	genemark-flattened_line_40-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.0&CDS=1-1848
2340	OG0002340	YMR005W	snap_masked-flattened_line_40-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.84&CDS=1-906
2341	OG0002341	YMR010W	augustus_masked-flattened_line_10-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.5&CDS=1-1350
2342	OG0002342	YMR012W	snap_masked-flattened_line_114-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.35&CDS=1-3930
2343	OG0002343	YMR014W	snap_masked-flattened_line_72-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.87&CDS=1-1449
2344	OG0002344	YMR015C	snap_masked-flattened_line_54-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.171&CDS=1-1569
2345	OG0002345	YMR020W	snap_masked-flattened_line_46-processed-gene-0.183-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.183&CDS=1-1491
2346	OG0002346	YMR022W	snap_masked-flattened_line_46-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.144&CDS=1-510
2347	OG0002347	YMR023C	snap_masked-flattened_line_6-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.49&CDS=1-1500
2348	OG0002348	YMR024W	snap_masked-flattened_line_40-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.101&CDS=1-1146
2349	OG0002349	YMR026C	snap_masked-flattened_line_38-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.137&CDS=1-1230
2350	OG0002350	YMR027W	snap_masked-flattened_line_14-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.75&CDS=1-1368
2351	OG0002351	YMR028W	augustus_masked-flattened_line_38-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.191&CDS=1-3237
2352	OG0002352	YMR029C	snap_masked-flattened_line_20-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.108&CDS=1-1863
2353	OG0002353	YMR032W	snap_masked-flattened_line_24-processed-gene-0.252-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.252&CDS=1-1875
2354	OG0002354	YMR034C	augustus_masked-flattened_line_12-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.132&CDS=1-2292
2355	OG0002355	YMR035W	snap_masked-flattened_line_54-processed-gene-0.204-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.204&CDS=1-573
2356	OG0002356	YMR036C	snap_masked-flattened_line_54-processed-gene-0.163-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.163&CDS=1-2220
2357	OG0002357	YMR038C	snap_masked-flattened_line_54-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.164&CDS=1-720
2358	OG0002358	YMR039C	snap_masked-flattened_line_24-processed-gene-0.303-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.303&CDS=1-492
2359	OG0002359	YMR041C	snap_masked-flattened_line_24-processed-gene-0.253-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.253&CDS=1-1005
2360	OG0002360	YMR042W	snap_masked-flattened_line_98-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.55&CDS=1-693
2361	OG0002361	YMR049C	snap_masked-flattened_line_82-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.73&CDS=1-3543
2362	OG0002362	YMR055C	snap_masked-flattened_line_56-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.109&CDS=1-1131
2363	OG0002363	YMR058W	snap_masked-flattened_line_126-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.24&CDS=1-1950
2364	OG0002364	YMR059W	snap_masked-flattened_line_10-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.53&CDS=1-324
2365	OG0002365	YMR060C	snap_masked-flattened_line_10-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.14&CDS=1-918
2366	OG0002366	YMR061W	snap_masked-flattened_line_10-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.52&CDS=1-1842
2367	OG0002367	YMR062C	snap_masked-flattened_line_10-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.37&CDS=1-1302
2368	OG0002368	YMR066W	snap_masked-flattened_line_70-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.79&CDS=1-1887
2369	OG0002369	YMR067C	augustus_masked-flattened_line_148-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.44&CDS=1-1560
2370	OG0002370	YMR068W	snap_masked-flattened_line_36-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.77&CDS=1-1557
2371	OG0002371	YMR069W	snap_masked-flattened_line_46-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.140&CDS=1-663
2372	OG0002372	YMR071C	maker-flattened_line_36-snap-gene-0.167-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-0.167&CDS=1-495
2373	OG0002373	YMR073C	snap_masked-flattened_line_34-processed-gene-0.217-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.217&CDS=1-513
2374	OG0002374	YMR074C	snap_masked-flattened_line_34-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.176&CDS=1-426
2375	OG0002375	YMR075W	snap_masked-flattened_line_10-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.79&CDS=1-1599
2376	OG0002376	YMR076C	snap_masked-flattened_line_10-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.77&CDS=1-3771
2377	OG0002377	YMR077C	snap_masked-flattened_line_100-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.27&CDS=1-618
2378	OG0002378	YMR079W	snap_masked-flattened_line_92-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.58&CDS=1-915
2379	OG0002379	YMR080C	snap_masked-flattened_line_6-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.56&CDS=1-2535
2380	OG0002380	YMR087W	snap_masked-flattened_line_20-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.65&CDS=1-840
2381	OG0002381	YMR088C	snap_masked-flattened_line_20-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.29&CDS=1-1749
2382	OG0002382	YMR090W	augustus_masked-flattened_line_6-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.84&CDS=1-855
2383	OG0002383	YMR092C	snap_masked-flattened_line_116-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.53&CDS=1-1743
2384	OG0002384	YMR093W	snap_masked-flattened_line_12-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.98&CDS=1-1506
2385	OG0002385	YMR098C	snap_masked-flattened_line_96-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.5&CDS=1-1494
2386	OG0002386	YMR099C	snap_masked-flattened_line_116-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.32&CDS=1-894
2387	OG0002387	YMR100W	augustus_masked-flattened_line_60-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.141&CDS=1-3108
2388	OG0002388	YMR101C	augustus_masked-flattened_line_0-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.113&CDS=1-909
2389	OG0002389	YMR108W	snap_masked-flattened_line_96-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.32&CDS=1-2022
2390	OG0002390	YMR110C	snap_masked-flattened_line_4-processed-gene-2.112-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.112&CDS=1-1482
2391	OG0002391	YMR113W	snap_masked-flattened_line_12-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.31&CDS=1-1224
2392	OG0002392	YMR114C	snap_masked-flattened_line_12-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.97&CDS=1-810
2393	OG0002393	YMR116C	maker-flattened_line_116-snap-gene-0.91-mRNA-1_1&gene=maker-flattened_line_116-snap-gene-0.91&CDS=1-936
2394	OG0002394	YMR120C	maker-flattened_line_60-augustus-gene-0.10-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.10&CDS=1-2328
2395	OG0002395	YMR123W	snap_masked-flattened_line_60-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.28&CDS=1-312
2396	OG0002396	YMR125W	snap_masked-flattened_line_60-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.31&CDS=1-3036
2397	OG0002397	YMR126C	snap_masked-flattened_line_46-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.126&CDS=1-777
2398	OG0002398	YMR127C	genemark-flattened_line_18-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.40&CDS=1-1065
2399	OG0002399	YMR128W	snap_masked-flattened_line_18-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.61&CDS=1-3789
2400	OG0002400	YMR129W	augustus_masked-flattened_line_12-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.124&CDS=1-3852
2401	OG0002401	YMR131C	snap_masked-flattened_line_76-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.63&CDS=1-1524
2402	OG0002402	YMR134W	snap_masked-flattened_line_80-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.20&CDS=1-639
2403	OG0002403	YMR140W	snap_masked-flattened_line_46-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.156&CDS=1-1380
2404	OG0002404	YMR146C	snap_masked-flattened_line_30-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.121&CDS=1-1104
2405	OG0002405	YMR149W	snap_masked-flattened_line_48-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.81&CDS=1-828
2406	OG0002406	YMR158W	augustus_masked-flattened_line_160-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.11&CDS=1-1134
2407	OG0002407	YMR161W	snap_masked-flattened_line_8-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.31&CDS=1-1056
2408	OG0002408	YMR162C	snap_masked-flattened_line_60-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.58&CDS=1-5076
2409	OG0002409	YMR165C	maker-flattened_line_24-snap-gene-0.103-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.103&CDS=1-4428
2410	OG0002410	YMR167W	snap_masked-flattened_line_100-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.2&CDS=1-2199
2411	OG0002411	YMR171C	snap_masked-flattened_line_36-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.71&CDS=1-1101
2412	OG0002412	YMR176W	snap_masked-flattened_line_52-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.148&CDS=1-4923
2413	OG0002413	YMR185W	snap_masked-flattened_line_80-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.63&CDS=1-2784
2414	OG0002414	YMR186W	snap_masked-flattened_line_82-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.99&CDS=1-2109
2415	OG0002415	YMR188C	snap_masked-flattened_line_64-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.162&CDS=1-711
2416	OG0002416	YMR189W	snap_masked-flattened_line_48-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.136&CDS=1-3048
2417	OG0002417	YMR190C	augustus_masked-flattened_line_68-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.146&CDS=1-4263
2418	OG0002418	YMR193W	augustus_masked-flattened_line_84-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.23&CDS=1-999
2419	OG0002419	YMR196W	snap_masked-flattened_line_128-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.35&CDS=1-3156
2420	OG0002420	YMR197C	snap_masked-flattened_line_128-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.23&CDS=1-645
2421	OG0002421	YMR200W	snap_masked-flattened_line_44-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.123&CDS=1-1305
2422	OG0002422	YMR202W	genemark-flattened_line_92-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.92&CDS=1-609
2423	OG0002423	YMR203W	snap_masked-flattened_line_64-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.139&CDS=1-1143
2424	OG0002424	YMR205C	maker-flattened_line_92-augustus-gene-0.37-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.37&CDS=1-4755
2425	OG0002425	YMR208W	snap_masked-flattened_line_90-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.113&CDS=1-1281
2426	OG0002426	YMR209C	augustus_masked-flattened_line_90-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.24&CDS=1-1119
2427	OG0002427	YMR210W	snap_masked-flattened_line_18-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.63&CDS=1-1437
2428	OG0002428	YMR212C	snap_masked-flattened_line_34-processed-gene-0.206-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.206&CDS=1-2388
2429	OG0002429	YMR213W	snap_masked-flattened_line_34-processed-gene-0.250-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.250&CDS=1-1917
2430	OG0002430	YMR214W	maker-flattened_line_28-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.89&CDS=1-1455
2431	OG0002431	YMR215W	maker-flattened_line_16-snap-gene-0.122-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.122&CDS=1-1800
2432	OG0002432	YMR216C	snap_masked-flattened_line_16-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.77&CDS=1-2025
2433	OG0002433	YMR217W	snap_masked-flattened_line_90-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.114&CDS=1-1581
2434	OG0002434	YMR218C	snap_masked-flattened_line_130-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.18&CDS=1-3396
2435	OG0002435	YMR220W	snap_masked-flattened_line_50-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.134&CDS=1-1404
2436	OG0002436	YMR221C	snap_masked-flattened_line_50-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.145&CDS=1-1575
2437	OG0002437	YMR223W	maker-flattened_line_72-snap-gene-0.142-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.142&CDS=1-1743
2438	OG0002438	YMR224C	snap_masked-flattened_line_82-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.88&CDS=1-1998
2439	OG0002439	YMR226C	snap_masked-flattened_line_32-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.88&CDS=1-810
2440	OG0002440	YMR227C	snap_masked-flattened_line_136-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.28&CDS=1-1749
2441	OG0002441	YMR228W	snap_masked-flattened_line_136-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.23&CDS=1-1110
2442	OG0002442	YMR229C	snap_masked-flattened_line_140-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.21&CDS=1-5085
2443	OG0002443	YMR231W	snap_masked-flattened_line_8-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.77&CDS=1-2919
2444	OG0002444	YMR235C	snap_masked-flattened_line_0-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.21&CDS=1-1203
2445	OG0002445	YMR239C	augustus_masked-flattened_line_14-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.191&CDS=1-3213
2446	OG0002446	YMR241W	snap_masked-flattened_line_38-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.103&CDS=1-885
2447	OG0002447	YMR244W	snap_masked-flattened_line_136-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.29&CDS=1-909
2448	OG0002448	YMR247C	genemark-flattened_line_6-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.17&CDS=1-4590
2449	OG0002449	YMR250W	snap_masked-flattened_line_42-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.116&CDS=1-1821
2450	OG0002450	YMR256C	snap_masked-flattened_line_14-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.93&CDS=1-183
2451	OG0002451	YMR259C	snap_masked-flattened_line_38-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.88&CDS=1-4431
2452	OG0002452	YMR260C	snap_masked-flattened_line_38-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.87&CDS=1-453
2453	OG0002453	YMR262W	snap_masked-flattened_line_66-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.87&CDS=1-1002
