	OrthologID	Naumovozyma_dairenensis	Saccharomyces_cerevisiae
3388	OG0003388	augustus_masked-NC_016485.2-processed-gene-14.159-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.159&CDS=1-2571	YJL062W
3389	OG0003389	augustus_masked-NC_016485.2-processed-gene-14.160-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.160&CDS=1-2202	YJL061W
3390	OG0003390	augustus_masked-NC_016485.2-processed-gene-14.161-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.161&CDS=1-1302	YJL060W
3391	OG0003391	augustus_masked-NC_016485.2-processed-gene-14.162-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.162&CDS=1-1278	YJL059W
3392	OG0003392	augustus_masked-NC_016485.2-processed-gene-14.197-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.197&CDS=1-1956	YJL057C
3393	OG0003393	augustus_masked-NC_016485.2-processed-gene-14.198-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.198&CDS=1-2508	YJL056C
3394	OG0003394	maker-NC_016485.2-augustus-gene-14.76-mRNA-1_1&gene=maker-NC_016485.2-augustus-gene-14.76&CDS=1-2001	YJL054W
3395	OG0003395	augustus_masked-NC_016485.2-processed-gene-14.164-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.164&CDS=1-1020	YJL053W
3396	OG0003396	snap_masked-NC_016485.2-processed-gene-14.13-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-14.13&CDS=1-2610	YJL051W
3397	OG0003397	augustus_masked-NC_016485.2-processed-gene-14.166-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.166&CDS=1-3261	YJL050W
3398	OG0003398	augustus_masked-NC_016485.2-processed-gene-14.167-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.167&CDS=1-1389	YJL049W
3399	OG0003399	snap_masked-NC_016485.2-processed-gene-14.56-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-14.56&CDS=1-2397	YJL047C
3400	OG0003400	augustus_masked-NC_016485.2-processed-gene-14.202-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.202&CDS=1-834	YBR257W
3401	OG0003401	augustus_masked-NC_016485.2-processed-gene-14.168-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.168&CDS=1-1242	YJL046W
3402	OG0003402	augustus_masked-NC_016485.2-processed-gene-14.203-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.203&CDS=1-2043	YHR020W
3403	OG0003403	augustus_masked-NC_016485.2-processed-gene-14.170-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.170&CDS=1-1659	YHR019C
3404	OG0003404	augustus_masked-NC_016485.2-processed-gene-14.171-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.171&CDS=1-1386	YHR018C
3405	OG0003405	augustus_masked-NC_016485.2-processed-gene-14.204-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.204&CDS=1-1116	YHR017W
3406	OG0003406	augustus_masked-NC_016485.2-processed-gene-14.205-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.205&CDS=1-1833	YFR023W
3407	OG0003407	augustus_masked-NC_016485.2-processed-gene-14.206-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.206&CDS=1-2304	YOR018W
3408	OG0003408	snap_masked-NC_016485.2-processed-gene-14.22-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-14.22&CDS=1-2007	YOL025W
3409	OG0003409	augustus_masked-NC_016485.2-processed-gene-14.174-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.174&CDS=1-1953	YOL023W
3410	OG0003410	augustus_masked-NC_016485.2-processed-gene-14.208-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.208&CDS=1-1224	YOL022C
3411	OG0003411	augustus_masked-NC_016485.2-processed-gene-14.209-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.209&CDS=1-1797	YOL020W
3412	OG0003412	augustus_masked-NC_016485.2-processed-gene-14.210-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.210&CDS=1-825	YJL115W
3413	OG0003413	augustus_masked-NC_016485.2-processed-gene-14.211-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.211&CDS=1-921	YJL117W
3414	OG0003414	augustus_masked-NC_016485.2-processed-gene-14.177-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.177&CDS=1-684	YJL121C
3415	OG0003415	augustus_masked-NC_016485.2-processed-gene-14.212-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.212&CDS=1-543	YJL122W
3416	OG0003416	augustus_masked-NC_016485.2-processed-gene-14.178-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.178&CDS=1-1416	YJL123C
3417	OG0003417	augustus_masked-NC_016485.2-processed-gene-14.179-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.179&CDS=1-1110	YJL125C
3418	OG0003418	augustus_masked-NC_016485.2-processed-gene-14.213-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.213&CDS=1-900	YJL126W
3419	OG0003419	augustus_masked-NC_016485.2-processed-gene-14.180-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.180&CDS=1-2319	YJL127C
3420	OG0003420	augustus_masked-NC_016485.2-processed-gene-14.181-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.181&CDS=1-2385	YJL128C
3421	OG0003421	maker-NC_016485.2-augustus-gene-14.77-mRNA-1_1&gene=maker-NC_016485.2-augustus-gene-14.77&CDS=1-7671	YJL130C
3422	OG0003422	augustus_masked-NC_016485.2-processed-gene-14.214-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.214&CDS=1-2271	YJL132W
3423	OG0003423	augustus_masked-NC_016485.2-processed-gene-14.184-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.184&CDS=1-225	YJL133C-A
3424	OG0003424	augustus_masked-NC_016485.2-processed-gene-14.216-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.216&CDS=1-1239	YJL134W
3425	OG0003425	genemark-NC_016485.2-processed-gene-14.116-mRNA-1_1&gene=genemark-NC_016485.2-processed-gene-14.116&CDS=1-2676	YJL141C
3426	OG0003426	augustus_masked-NC_016485.2-processed-gene-14.217-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.217&CDS=1-471	YJL143W
3427	OG0003427	augustus_masked-NC_016485.2-processed-gene-14.219-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.219&CDS=1-891	YJL145W
3428	OG0003428	augustus_masked-NC_016485.2-processed-gene-14.187-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.187&CDS=1-2292	YJL149W
3429	OG0003429	augustus_masked-NC_016485.2-processed-gene-14.220-mRNA-1_1&gene=augustus_masked-NC_016485.2-processed-gene-14.220&CDS=1-621	YLR011W
3430	OG0003430	snap_masked-NC_016485.2-processed-gene-14.75-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-14.75&CDS=1-1464	YJL146W
3431	OG0003431	snap_masked-NC_016485.2-processed-gene-14.39-mRNA-1_1&gene=snap_masked-NC_016485.2-processed-gene-14.39&CDS=1-1173	YJL147C
3432	OG0003432	augustus_masked-NC_016486.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.47&CDS=1-942	YKL216W
3433	OG0003433	augustus_masked-NC_016486.1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.48&CDS=1-1221	YPR201W
3434	OG0003434	augustus_masked-NC_016486.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.49&CDS=1-1896	YHL040C
3435	OG0003435	snap_masked-NC_016486.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-0.2&CDS=1-1764	YHL039W
3436	OG0003436	augustus_masked-NC_016486.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.50&CDS=1-423	YLL050C
3437	OG0003437	snap_masked-NC_016486.1-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-0.19&CDS=1-1884	YHL038C
3438	OG0003438	augustus_masked-NC_016486.1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.34&CDS=1-1704	YHL036W
3439	OG0003439	augustus_masked-NC_016486.1-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.52&CDS=1-5046	YLL048C
3440	OG0003440	augustus_masked-NC_016486.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.53&CDS=1-900	YHL034C
3441	OG0003441	augustus_masked-NC_016486.1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.55&CDS=1-2331	YHL032C
3442	OG0003442	augustus_masked-NC_016486.1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.56&CDS=1-666	YHL031C
3443	OG0003443	augustus_masked-NC_016486.1-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.57&CDS=1-840	YLL041C
3444	OG0003444	augustus_masked-NC_016486.1-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.36&CDS=1-5817	YHL030W
3445	OG0003445	augustus_masked-NC_016486.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.58&CDS=1-930	YLL038C
3446	OG0003446	augustus_masked-NC_016486.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.59&CDS=1-2145	YHL029C
3447	OG0003447	augustus_masked-NC_016486.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.37&CDS=1-1905	YHL027W
3448	OG0003448	snap_masked-NC_016486.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-0.7&CDS=1-1122	YHL025W
3449	OG0003449	augustus_masked-NC_016486.1-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.60&CDS=1-3102	YLL031C
3450	OG0003450	augustus_masked-NC_016486.1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.61&CDS=1-2955	YHL023C
3451	OG0003451	augustus_masked-NC_016486.1-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.40&CDS=1-1704	YLR314C
3452	OG0003452	augustus_masked-NC_016486.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.63&CDS=1-780	YLR312W-A
3453	OG0003453	augustus_masked-NC_016486.1-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-0.44&CDS=1-4767	YLR310C
3454	OG0003454	augustus_masked-NC_016486.1-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.1&CDS=1-1032	YGR163W
3455	OG0003455	augustus_masked-NC_016486.1-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.0&CDS=1-642	YGL047W
3456	OG0003456	augustus_masked-NC_016486.1-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.3&CDS=1-513	YGR161C
3457	OG0003457	augustus_masked-NC_016486.1-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.18&CDS=1-2673	YGR157W
3458	OG0003458	augustus_masked-NC_016486.1-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.19&CDS=1-1545	YGR156W
3459	OG0003459	augustus_masked-NC_016486.1-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.20&CDS=1-1515	YGR155W
3460	OG0003460	augustus_masked-NC_016486.1-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.21&CDS=1-687	YGR147C
3461	OG0003461	augustus_masked-NC_016486.1-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.7&CDS=1-1251	YGR149W
3462	OG0003462	augustus_masked-NC_016486.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.23&CDS=1-2550	YGR150C
3463	OG0003463	augustus_masked-NC_016486.1-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.8&CDS=1-375	YGL029W
3464	OG0003464	augustus_masked-NC_016486.1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.24&CDS=1-2709	YBL014C
3465	OG0003465	augustus_masked-NC_016486.1-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.25&CDS=1-2127	YGL026C
3466	OG0003466	augustus_masked-NC_016486.1-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.26&CDS=1-1161	YOR063W
3467	OG0003467	augustus_masked-NC_016486.1-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.27&CDS=1-1107	YOR061W
3468	OG0003468	augustus_masked-NC_016486.1-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.10&CDS=1-1809	YKR069W
3469	OG0003469	augustus_masked-NC_016486.1-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.11&CDS=1-1035	YKR070W
3470	OG0003470	augustus_masked-NC_016486.1-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.28&CDS=1-1062	YKR071C
3471	OG0003471	augustus_masked-NC_016486.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.12&CDS=1-405	YNR046W
3472	OG0003472	augustus_masked-NC_016486.1-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.30&CDS=1-1563	YOR056C
3473	OG0003473	augustus_masked-NC_016486.1-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.13&CDS=1-1206	YOR057W
3474	OG0003474	augustus_masked-NC_016486.1-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.14&CDS=1-705	YKR068C
3475	OG0003475	augustus_masked-NC_016486.1-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.32&CDS=1-2235	YKR067W
3476	OG0003476	augustus_masked-NC_016486.1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.33&CDS=1-1305	YKL162C
3477	OG0003477	augustus_masked-NC_016486.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.38&CDS=1-3225	YDR270W
3478	OG0003478	augustus_masked-NC_016486.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.39&CDS=1-1131	YDR268W
3479	OG0003479	augustus_masked-NC_016486.1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.16&CDS=1-1068	YDR267C
3480	OG0003480	augustus_masked-NC_016486.1-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-1.17&CDS=1-2058	YDR266C
3481	OG0003481	augustus_masked-NC_016486.1-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.6&CDS=1-1023	YDR265W
3482	OG0003482	augustus_masked-NC_016486.1-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.2&CDS=1-2358	YDR264C
3483	OG0003483	augustus_masked-NC_016486.1-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.7&CDS=1-813	YDR262W
3484	OG0003484	augustus_masked-NC_016486.1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.4&CDS=1-1692	YDR261C
3485	OG0003485	augustus_masked-NC_016486.1-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.5&CDS=1-423	YDR260C
3486	OG0003486	augustus_masked-NC_016486.1-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.8&CDS=1-2184	YDR258C
3487	OG0003487	augustus_masked-NC_016486.1-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.9&CDS=1-3324	YDR479C
3488	OG0003488	augustus_masked-NC_016486.1-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.23&CDS=1-609	YDR478W
3489	OG0003489	augustus_masked-NC_016486.1-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.24&CDS=1-2055	YDR477W
3490	OG0003490	augustus_masked-NC_016486.1-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.10&CDS=1-708	YDR476C
3491	OG0003491	augustus_masked-NC_016486.1-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.11&CDS=1-2565	YDR475C
3492	OG0003492	augustus_masked-NC_016486.1-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.25&CDS=1-909	YDR472W
3493	OG0003493	augustus_masked-NC_016486.1-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.12&CDS=1-1776	YDR470C
3494	OG0003494	augustus_masked-NC_016486.1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.27&CDS=1-495	YDR469W
3495	OG0003495	augustus_masked-NC_016486.1-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.13&CDS=1-723	YDR468C
3496	OG0003496	augustus_masked-NC_016486.1-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.28&CDS=1-3198	YDR466W
3497	OG0003497	augustus_masked-NC_016486.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.14&CDS=1-1293	YDR465C
3498	OG0003498	augustus_masked-NC_016486.1-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.29&CDS=1-4260	YDR464W
3499	OG0003499	augustus_masked-NC_016486.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.15&CDS=1-639	YOR021C
3500	OG0003500	augustus_masked-NC_016486.1-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.30&CDS=1-1413	YDR473C
3501	OG0003501	snap_masked-NC_016486.1-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-2.93&CDS=1-1152	YDR460W
3502	OG0003502	augustus_masked-NC_016486.1-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.17&CDS=1-552	YDR462W
3503	OG0003503	maker-NC_016486.1-snap-gene-2.76-mRNA-1_1&gene=maker-NC_016486.1-snap-gene-2.76&CDS=1-2700	YAL041W
3504	OG0003504	augustus_masked-NC_016486.1-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.33&CDS=1-1908	YAL040C
3505	OG0003505	augustus_masked-NC_016486.1-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.34&CDS=1-882	YAL039C
3506	OG0003506	augustus_masked-NC_016486.1-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.20&CDS=1-1503	YAL038W
3507	OG0003507	augustus_masked-NC_016486.1-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.35&CDS=1-951	YAL034W-A
3508	OG0003508	augustus_masked-NC_016486.1-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.36&CDS=1-1065	YAL036C
3509	OG0003509	augustus_masked-NC_016486.1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-2.37&CDS=1-5007	YOR341W
3510	OG0003510	augustus_masked-NC_016486.1-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.88&CDS=1-660	YIR017C
3511	OG0003511	snap_masked-NC_016486.1-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-3.8&CDS=1-1008	YDR439W
3512	OG0003512	augustus_masked-NC_016486.1-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.91&CDS=1-1968	YIL014W
3513	OG0003513	augustus_masked-NC_016486.1-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.93&CDS=1-783	YIL010W
3514	OG0003514	augustus_masked-NC_016486.1-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.111&CDS=1-912	YMR079W
3515	OG0003515	augustus_masked-NC_016486.1-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.94&CDS=1-2379	YMR078C
3516	OG0003516	augustus_masked-NC_016486.1-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.95&CDS=1-3906	YMR076C
3517	OG0003517	snap_masked-NC_016486.1-processed-gene-3.31-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-3.31&CDS=1-2598	YMR075W
3518	OG0003518	augustus_masked-NC_016486.1-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.97&CDS=1-453	YMR074C
3519	OG0003519	augustus_masked-NC_016486.1-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.98&CDS=1-672	YMR073C
3520	OG0003520	snap_masked-NC_016486.1-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-3.32&CDS=1-579	YMR072W
3521	OG0003521	augustus_masked-NC_016486.1-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.99&CDS=1-501	YMR071C
3522	OG0003522	augustus_masked-NC_016486.1-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.114&CDS=1-1623	YMR070W
3523	OG0003523	augustus_masked-NC_016486.1-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.101&CDS=1-1344	YHR004C
3524	OG0003524	augustus_masked-NC_016486.1-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.115&CDS=1-1089	YHR002W
3525	OG0003525	augustus_masked-NC_016486.1-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.117&CDS=1-1065	YMR010W
3526	OG0003526	augustus_masked-NC_016486.1-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.118&CDS=1-534	YMR009W
3527	OG0003527	snap_masked-NC_016486.1-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-3.21&CDS=1-816	YIR014W
3528	OG0003528	augustus_masked-NC_016486.1-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.105&CDS=1-468	YIR015W
3529	OG0003529	augustus_masked-NC_016486.1-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.106&CDS=1-756	YOL038W
3530	OG0003530	augustus_masked-NC_016486.1-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.107&CDS=1-525	YAL033W
3531	OG0003531	snap_masked-NC_016486.1-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-3.39&CDS=1-1194	YAL032C
3532	OG0003532	augustus_masked-NC_016486.1-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.108&CDS=1-2223	YIR007W
3533	OG0003533	augustus_masked-NC_016486.1-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.121&CDS=1-1242	YIR008C
3534	OG0003534	augustus_masked-NC_016486.1-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-3.109&CDS=1-2727	YDR421W
3535	OG0003535	augustus_masked-NC_016486.1-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.2&CDS=1-2526	YDR422C
3536	OG0003536	maker-NC_016486.1-augustus-gene-4.79-mRNA-1_1&gene=maker-NC_016486.1-augustus-gene-4.79&CDS=1-1686	YDR423C
3537	OG0003537	snap_masked-NC_016486.1-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NC_016486.1-processed-gene-4.84&CDS=1-252	YDR424C
3538	OG0003538	augustus_masked-NC_016486.1-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.0&CDS=1-1239	YDR427W
3539	OG0003539	augustus_masked-NC_016486.1-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.21&CDS=1-2961	YDR430C
3540	OG0003540	augustus_masked-NC_016486.1-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.5&CDS=1-1209	YDR432W
3541	OG0003541	augustus_masked-NC_016486.1-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.6&CDS=1-1575	YDR434W
3542	OG0003542	augustus_masked-NC_016486.1-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.7&CDS=1-1032	YML015C
3543	OG0003543	augustus_masked-NC_016486.1-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.22&CDS=1-1095	YDR435C
3544	OG0003544	augustus_masked-NC_016486.1-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.8&CDS=1-471	YDR437W
3545	OG0003545	augustus_masked-NC_016486.1-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.10&CDS=1-2010	YDR440W
3546	OG0003546	augustus_masked-NC_016486.1-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.25&CDS=1-4110	YDR443C
3547	OG0003547	augustus_masked-NC_016486.1-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.11&CDS=1-1971	YDR444W
3548	OG0003548	augustus_masked-NC_016486.1-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.12&CDS=1-906	YDR446W
3549	OG0003549	augustus_masked-NC_016486.1-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.13&CDS=1-1317	YDR448W
3550	OG0003550	augustus_masked-NC_016486.1-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NC_016486.1-processed-gene-4.27&CDS=1-1323	YDR449C
