	OrthologID	Candida_homilentoma	Saccharomyces_cerevisiae
2290	OG0002290	-processed-gene-1.127-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.127&CDS=1-1710	YDR120C
2291	OG0002291	-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.63&CDS=1-321	YLR099W-A
2292	OG0002292	-processed-gene-1.110-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.110&CDS=1-1113	YDR126W
2293	OG0002293	-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.65&CDS=1-2727	YIR023W
2294	OG0002294	-snap-gene-1.141-mRNA-1_1&gene=maker-gi|1002316231|dbj|BCGB01000002.1|-snap-gene-1.141&CDS=1-2418	YKL013C
2295	OG0002295	-processed-gene-1.131-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.131&CDS=1-4095	YLR084C
2296	OG0002296	-processed-gene-1.113-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.113&CDS=1-2031	YDR108W
2297	OG0002297	-processed-gene-1.133-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.133&CDS=1-2706	YPR019W
2298	OG0002298	-processed-gene-1.134-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.134&CDS=1-1290	YPL101W
2299	OG0002299	-processed-gene-1.115-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.115&CDS=1-1428	YDR105C
2300	OG0002300	-processed-gene-1.116-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.116&CDS=1-375	YPR020W
2301	OG0002301	-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.93&CDS=1-1650	YGL171W
2302	OG0002302	-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-1.74&CDS=1-684	YLR312W-A
2303	OG0002303	-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.6&CDS=1-3372	YLL021W
2304	OG0002304	-processed-gene-2.54-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.54&CDS=1-1191	YDR161W
2305	OG0002305	-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.9&CDS=1-744	YLR145W
2306	OG0002306	-processed-gene-2.56-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.56&CDS=1-906	YLR146C
2307	OG0002307	-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.34&CDS=1-1560	YJL201W
2308	OG0002308	-processed-gene-2.58-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.58&CDS=1-2907	YHR027C
2309	OG0002309	-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.35&CDS=1-588	YHR026W
2310	OG0002310	-processed-gene-2.81-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.81&CDS=1-1524	YPL120W
2311	OG0002311	-processed-gene-2.64-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.64&CDS=1-1182	YLR105C
2312	OG0002312	-processed-gene-2.65-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.65&CDS=1-453	YER159C
2313	OG0002313	-processed-gene-2.67-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.67&CDS=1-2454	YBR294W
2314	OG0002314	-processed-gene-2.68-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.68&CDS=1-1848	YPR018W
2315	OG0002315	-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.26&CDS=1-2268	YER169W
2316	OG0002316	-processed-gene-2.71-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.71&CDS=1-2058	YER173W
2317	OG0002317	-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.43&CDS=1-507	YPR098C
2318	OG0002318	-processed-gene-2.86-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.86&CDS=1-3735	YDR097C
2319	OG0002319	-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.46&CDS=1-1506	YLR107W
2320	OG0002320	-snap-gene-2.1-mRNA-1_1&gene=maker-gi|1002316231|dbj|BCGB01000002.1|-snap-gene-2.1&CDS=1-351	YDR519W
2321	OG0002321	-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-2.32&CDS=1-840	YCL047C
2322	OG0002322	-processed-gene-3.33-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.33&CDS=1-14745	YLR106C
2323	OG0002323	-processed-gene-3.51-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.51&CDS=1-4698	YDR127W
2324	OG0002324	-processed-gene-3.52-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.52&CDS=1-1632	YER168C
2325	OG0002325	-processed-gene-3.34-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.34&CDS=1-3138	YDR524C
2326	OG0002326	-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.18&CDS=1-576	YML036W
2327	OG0002327	-processed-gene-3.53-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.53&CDS=1-1017	YDR460W
2328	OG0002328	-augustus-gene-3.74-mRNA-1_1&gene=maker-gi|1002316231|dbj|BCGB01000002.1|-augustus-gene-3.74&CDS=1-2679	YDR527W
2329	OG0002329	-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.7&CDS=1-2694	YCL045C
2330	OG0002330	-processed-gene-3.55-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.55&CDS=1-1905	YDR479C
2331	OG0002331	-processed-gene-3.56-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.56&CDS=1-1392	YOR025W
2332	OG0002332	-augustus-gene-3.75-mRNA-1_1&gene=maker-gi|1002316231|dbj|BCGB01000002.1|-augustus-gene-3.75&CDS=1-3048	YOR125C
2333	OG0002333	-processed-gene-3.110-mRNA-1_1&gene=genemark-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.110&CDS=1-2274	YDL035C
2334	OG0002334	-processed-gene-3.63-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.63&CDS=1-1188	YER027C
2335	OG0002335	-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.9&CDS=1-1266	YFL026W
2336	OG0002336	-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.28&CDS=1-1557	YIL090W
2337	OG0002337	-processed-gene-3.45-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.45&CDS=1-2151	YIL091C
2338	OG0002338	-processed-gene-3.46-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.46&CDS=1-924	YNL032W
2339	OG0002339	-processed-gene-3.66-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-3.66&CDS=1-423	YIL087C
2340	OG0002340	-augustus-gene-3.76-mRNA-1_1&gene=maker-gi|1002316231|dbj|BCGB01000002.1|-augustus-gene-3.76&CDS=1-2364	YJL127C
2341	OG0002341	-processed-gene-4.0-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.0&CDS=1-3366	YKR050W
2342	OG0002342	-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.34&CDS=1-852	YNL075W
2343	OG0002343	-processed-gene-4.1-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.1&CDS=1-3738	YER093C
2344	OG0002344	-processed-gene-4.3-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.3&CDS=1-780	YJL115W
2345	OG0002345	-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.53&CDS=1-1860	YKR041W
2346	OG0002346	-augustus-gene-4.74-mRNA-1_1&gene=maker-gi|1002316231|dbj|BCGB01000002.1|-augustus-gene-4.74&CDS=1-2016	YBR287W
2347	OG0002347	-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.54&CDS=1-1554	YOR197W
2348	OG0002348	-processed-gene-4.7-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.7&CDS=1-1482	YIL097W
2349	OG0002349	-processed-gene-4.20-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.20&CDS=1-987	YIL096C
2350	OG0002350	-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.57&CDS=1-1962	YDL122W
2351	OG0002351	-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.58&CDS=1-1344	YNL016W
2352	OG0002352	-processed-gene-4.8-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.8&CDS=1-1338	YML005W
2353	OG0002353	-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.43&CDS=1-3561	YNL026W
2354	OG0002354	-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.59&CDS=1-1041	YIL083C
2355	OG0002355	-augustus-gene-4.76-mRNA-1_1&gene=maker-gi|1002316231|dbj|BCGB01000002.1|-augustus-gene-4.76&CDS=1-1605	YNL025C
2356	OG0002356	-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.46&CDS=1-2742	YGL216W
2357	OG0002357	-processed-gene-4.23-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.23&CDS=1-2211	YBL061C
2358	OG0002358	-augustus-gene-4.77-mRNA-1_1&gene=maker-gi|1002316231|dbj|BCGB01000002.1|-augustus-gene-4.77&CDS=1-1710	YER100W
2359	OG0002359	-processed-gene-4.26-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.26&CDS=1-936	YNL155W
2360	OG0002360	-processed-gene-4.13-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.13&CDS=1-882	YHR062C
2361	OG0002361	-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.66&CDS=1-1014	YNL230C
2362	OG0002362	-processed-gene-4.14-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.14&CDS=1-1053	YNL231C
2363	OG0002363	-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.67&CDS=1-900	YNL232W
2364	OG0002364	-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.68&CDS=1-3951	YNL233W
2365	OG0002365	-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.69&CDS=1-1311	YNL234W
2366	OG0002366	-processed-gene-4.30-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.30&CDS=1-561	YBR230C
2367	OG0002367	-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.51&CDS=1-759	YGL123W
2368	OG0002368	-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.72&CDS=1-1428	YGL122C
2369	OG0002369	-processed-gene-4.32-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-4.32&CDS=1-3303	YGL140C
2370	OG0002370	-processed-gene-5.45-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.45&CDS=1-1815	YGL119W
2371	OG0002371	-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.5&CDS=1-525	YOR094W
2372	OG0002372	-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.8&CDS=1-720	YOR095C
2373	OG0002373	-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.9&CDS=1-1836	YHR114W
2374	OG0002374	-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.10&CDS=1-1911	YNL094W
2375	OG0002375	-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.25&CDS=1-1104	YOR091W
2376	OG0002376	-processed-gene-5.63-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.63&CDS=1-8526	YIL129C
2377	OG0002377	-processed-gene-5.49-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.49&CDS=1-3336	YIL128W
2378	OG0002378	-processed-gene-5.65-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.65&CDS=1-609	YIL127C
2379	OG0002379	-processed-gene-5.66-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.66&CDS=1-1170	YGL004C
2380	OG0002380	-processed-gene-5.51-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.51&CDS=1-741	YGL005C
2381	OG0002381	-processed-gene-5.67-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.67&CDS=1-3630	YGL006W
2382	OG0002382	-processed-gene-5.68-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.68&CDS=1-4182	YJR033C
2383	OG0002383	-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.34&CDS=1-378	YJR034W
2384	OG0002384	-processed-gene-5.53-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.53&CDS=1-3690	YML049C
2385	OG0002385	-processed-gene-5.72-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.72&CDS=1-1311	YAR003W
2386	OG0002386	-processed-gene-5.55-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.55&CDS=1-4125	YAL002W
2387	OG0002387	-processed-gene-5.57-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.57&CDS=1-2691	YGL008C
2388	OG0002388	-processed-gene-5.58-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.58&CDS=1-2421	YOR022C
2389	OG0002389	-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.37&CDS=1-618	YOR021C
2390	OG0002390	-processed-gene-5.59-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.59&CDS=1-669	YDR408C
2391	OG0002391	-processed-gene-5.75-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.75&CDS=1-1095	YOR136W
2392	OG0002392	-processed-gene-5.60-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.60&CDS=1-1560	YJL153C
2393	OG0002393	-processed-gene-5.61-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.61&CDS=1-2094	YOR317W
2394	OG0002394	-processed-gene-5.76-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.76&CDS=1-1149	YDR321W
2395	OG0002395	-processed-gene-5.62-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-5.62&CDS=1-321	YMR244C-A
2396	OG0002396	-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.54&CDS=1-4230	YDR407C
2397	OG0002397	-processed-gene-6.101-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.101&CDS=1-810	YOR157C
2398	OG0002398	-processed-gene-6.102-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.102&CDS=1-1047	YDR214W
2399	OG0002399	-processed-gene-6.103-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.103&CDS=1-1137	YDL168W
2400	OG0002400	-processed-gene-6.107-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.107&CDS=1-795	YOR305W
2401	OG0002401	-processed-gene-6.133-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.133&CDS=1-1449	YMR240C
2402	OG0002402	-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.57&CDS=1-1740	YDR057W
2403	OG0002403	-processed-gene-6.110-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.110&CDS=1-1278	YLR203C
2404	OG0002404	-processed-gene-6.136-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.136&CDS=1-3456	YBR081C
2405	OG0002405	-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.87&CDS=1-441	YBR082C
2406	OG0002406	-processed-gene-6.115-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.115&CDS=1-1524	YLR197W
2407	OG0002407	-processed-gene-6.138-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.138&CDS=1-984	YDR124W
2408	OG0002408	-processed-gene-6.139-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.139&CDS=1-363	YDR511W
2409	OG0002409	-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.69&CDS=1-2424	YKL034W
2410	OG0002410	-processed-gene-6.141-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.141&CDS=1-795	YNL305C
2411	OG0002411	-processed-gene-6.124-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.124&CDS=1-1896	YPL260W
2412	OG0002412	-processed-gene-6.125-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.125&CDS=1-1089	YIR011C
2413	OG0002413	-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.92&CDS=1-1554	YER082C
2414	OG0002414	-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.75&CDS=1-1317	YKL216W
2415	OG0002415	-processed-gene-6.128-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.128&CDS=1-960	YER083C
2416	OG0002416	-processed-gene-6.143-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.143&CDS=1-1143	YGR112W
2417	OG0002417	-processed-gene-6.145-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.145&CDS=1-456	YPR168W
2418	OG0002418	-processed-gene-6.146-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.146&CDS=1-1035	YJR111C
2419	OG0002419	-augustus-gene-6.156-mRNA-1_1&gene=maker-gi|1002316231|dbj|BCGB01000002.1|-augustus-gene-6.156&CDS=1-4425	YJR110W
2420	OG0002420	-processed-gene-6.149-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-6.149&CDS=1-1572	YPR169W
2421	OG0002421	-processed-gene-7.5-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.5&CDS=1-522	YCR046C
2422	OG0002422	-processed-gene-7.6-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.6&CDS=1-807	YCR047C
2423	OG0002423	-processed-gene-7.8-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.8&CDS=1-699	YNR020C
2424	OG0002424	-processed-gene-7.0-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.0&CDS=1-639	YCR051W
2425	OG0002425	-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.52&CDS=1-1125	YNR021W
2426	OG0002426	-processed-gene-7.3-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.3&CDS=1-1053	YHR040W
2427	OG0002427	-processed-gene-7.4-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.4&CDS=1-735	YOR319W
2428	OG0002428	-processed-gene-7.11-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.11&CDS=1-1443	YNR023W
2429	OG0002429	-processed-gene-7.16-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.16&CDS=1-780	YNL312W
2430	OG0002430	-processed-gene-7.31-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.31&CDS=1-5319	YLR247C
2431	OG0002431	-processed-gene-7.17-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.17&CDS=1-717	YNL010W
2432	OG0002432	-processed-gene-7.18-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.18&CDS=1-2043	YBR019C
2433	OG0002433	-processed-gene-7.19-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.19&CDS=1-564	YDR246W
2434	OG0002434	-processed-gene-7.20-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.20&CDS=1-1125	YBR018C
2435	OG0002435	-processed-gene-7.21-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.21&CDS=1-990	YOR239W
2436	OG0002436	-processed-gene-7.40-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.40&CDS=1-825	YPL149W
2437	OG0002437	-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.88&CDS=1-744	YNL200C
2438	OG0002438	-processed-gene-7.23-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.23&CDS=1-1821	YDL225W
2439	OG0002439	-processed-gene-7.24-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.24&CDS=1-2616	YLR347C
2440	OG0002440	-processed-gene-7.25-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.25&CDS=1-723	YGR036C
2441	OG0002441	-processed-gene-7.41-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.41&CDS=1-1134	YDL226C
2442	OG0002442	-processed-gene-7.43-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.43&CDS=1-2970	YNL201C
2443	OG0002443	-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.92&CDS=1-1074	YJL180C
2444	OG0002444	-processed-gene-7.26-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.26&CDS=1-363	YJL179W
2445	OG0002445	-processed-gene-7.45-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.45&CDS=1-309	YJL184W
2446	OG0002446	-processed-gene-7.46-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.46&CDS=1-1650	YLR345W
2447	OG0002447	-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.74&CDS=1-783	YGR033C
2448	OG0002448	-processed-gene-7.50-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.50&CDS=1-549	YMR138W
2449	OG0002449	-processed-gene-7.27-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-7.27&CDS=1-2151	YMR137C
2450	OG0002450	-processed-gene-8.45-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-8.45&CDS=1-1299	YJL183W
2451	OG0002451	-processed-gene-8.46-mRNA-1_1&gene=snap_masked-gi|1002316231|dbj|BCGB01000002.1|-processed-gene-8.46&CDS=1-1032	YOL107W
