	OrthologID	Saccharomyces_cerevisiae	yHAB160_Kazachstania_kunashirensis
3403	OG0003403	YNL292W	augustus_masked-scf7180000008976-processed-gene-2.303-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.303&CDS=1-1212
3404	OG0003404	YNL293W	augustus_masked-scf7180000008976-processed-gene-2.304-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.304&CDS=1-1767
3405	OG0003405	YNL294C	augustus_masked-scf7180000008976-processed-gene-2.250-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.250&CDS=1-1620
3406	OG0003406	YNL295W	augustus_masked-scf7180000008976-processed-gene-2.305-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.305&CDS=1-1500
3407	OG0003407	YNL297C	augustus_masked-scf7180000008976-processed-gene-2.251-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.251&CDS=1-4902
3408	OG0003408	YNL298W	augustus_masked-scf7180000008976-processed-gene-2.306-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.306&CDS=1-2481
3409	OG0003409	YNL305C	augustus_masked-scf7180000008976-processed-gene-2.253-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.253&CDS=1-849
3410	OG0003410	YNL307C	augustus_masked-scf7180000008971-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.52&CDS=1-1122
3411	OG0003411	YNL308C	augustus_masked-scf7180000008976-processed-gene-2.254-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.254&CDS=1-1761
3412	OG0003412	YNL309W	snap_masked-scf7180000008976-processed-gene-2.112-mRNA-1_1&gene=snap_masked-scf7180000008976-processed-gene-2.112&CDS=1-1266
3413	OG0003413	YNL311C	augustus_masked-scf7180000008976-processed-gene-2.255-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.255&CDS=1-2835
3414	OG0003414	YNL312W	augustus_masked-scf7180000008971-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.27&CDS=1-843
3415	OG0003415	YNL313C	augustus_masked-scf7180000008971-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.51&CDS=1-2721
3416	OG0003416	YNL314W	snap_masked-scf7180000008976-processed-gene-2.115-mRNA-1_1&gene=snap_masked-scf7180000008976-processed-gene-2.115&CDS=1-1026
3417	OG0003417	YNL315C	augustus_masked-scf7180000008976-processed-gene-2.257-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.257&CDS=1-945
3418	OG0003418	YNL316C	maker-scf7180000008976-augustus-gene-2.3-mRNA-1_1&gene=maker-scf7180000008976-augustus-gene-2.3&CDS=1-897
3419	OG0003419	YNL318C	genemark-scf7180000008976-processed-gene-2.164-mRNA-1_1&gene=genemark-scf7180000008976-processed-gene-2.164&CDS=1-1671
3420	OG0003420	YNL320W	augustus_masked-scf7180000008971-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.24&CDS=1-876
3421	OG0003421	YNL321W	maker-scf7180000008976-augustus-gene-2.10-mRNA-1_1&gene=maker-scf7180000008976-augustus-gene-2.10&CDS=1-3816
3422	OG0003422	YNL322C	genemark-scf7180000008976-processed-gene-2.165-mRNA-1_1&gene=genemark-scf7180000008976-processed-gene-2.165&CDS=1-777
3423	OG0003423	YNL325C	augustus_masked-scf7180000008976-processed-gene-2.261-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.261&CDS=1-2715
3424	OG0003424	YNL326C	genemark-scf7180000008976-processed-gene-2.167-mRNA-1_1&gene=genemark-scf7180000008976-processed-gene-2.167&CDS=1-990
3425	OG0003425	YNL327W	augustus_masked-scf7180000008976-processed-gene-2.314-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.314&CDS=1-1782
3426	OG0003426	YNL329C	augustus_masked-scf7180000008976-processed-gene-2.263-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.263&CDS=1-3510
3427	OG0003427	YNL330C	augustus_masked-scf7180000008976-processed-gene-2.264-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.264&CDS=1-1299
3428	OG0003428	YNR001C	augustus_masked-scf7180000008956-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-scf7180000008956-processed-gene-1.141&CDS=1-1401
3429	OG0003429	YNR003C	augustus_masked-scf7180000008978-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scf7180000008978-processed-gene-1.57&CDS=1-969
3430	OG0003430	YNR004W	snap_masked-scf7180000008955-processed-gene-1.57-mRNA-1_1&gene=snap_masked-scf7180000008955-processed-gene-1.57&CDS=1-444
3431	OG0003431	YNR006W	augustus_masked-scf7180000008951-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.122&CDS=1-1893
3432	OG0003432	YNR007C	augustus_masked-scf7180000008951-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.171&CDS=1-909
3433	OG0003433	YNR008W	snap_masked-scf7180000008951-processed-gene-1.222-mRNA-1_1&gene=snap_masked-scf7180000008951-processed-gene-1.222&CDS=1-2040
3434	OG0003434	YNR009W	snap_masked-scf7180000008951-processed-gene-1.223-mRNA-1_1&gene=snap_masked-scf7180000008951-processed-gene-1.223&CDS=1-771
3435	OG0003435	YNR010W	augustus_masked-scf7180000008951-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.125&CDS=1-645
3436	OG0003436	YNR011C	augustus_masked-scf7180000008951-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.172&CDS=1-2703
3437	OG0003437	YNR012W	augustus_masked-scf7180000008951-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.126&CDS=1-1488
3438	OG0003438	YNR013C	augustus_masked-scf7180000008951-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.173&CDS=1-2835
3439	OG0003439	YNR015W	augustus_masked-scf7180000008951-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.127&CDS=1-1761
3440	OG0003440	YNR016C	snap_masked-scf7180000008895-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000008895-processed-gene-0.11&CDS=1-6801
3441	OG0003441	YNR018W	augustus_masked-scf7180000008951-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.128&CDS=1-669
3442	OG0003442	YNR019W	augustus_masked-scf7180000008951-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.129&CDS=1-1854
3443	OG0003443	YNR020C	augustus_masked-scf7180000008951-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.174&CDS=1-1074
3444	OG0003444	YNR023W	augustus_masked-scf7180000008896-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000008896-processed-gene-0.24&CDS=1-1605
3445	OG0003445	YNR024W	snap_masked-scf7180000008951-processed-gene-1.229-mRNA-1_1&gene=snap_masked-scf7180000008951-processed-gene-1.229&CDS=1-528
3446	OG0003446	YNR026C	augustus_masked-scf7180000008951-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.175&CDS=1-1284
3447	OG0003447	YNR027W	augustus_masked-scf7180000008951-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.132&CDS=1-1737
3448	OG0003448	YNR029C	augustus_masked-scf7180000008951-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.176&CDS=1-1332
3449	OG0003449	YNR030W	augustus_masked-scf7180000008951-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.133&CDS=1-1665
3450	OG0003450	YNR032C-A	augustus_masked-scf7180000008951-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.178&CDS=1-219
3451	OG0003451	YNR032W	augustus_masked-scf7180000008951-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.134&CDS=1-1122
3452	OG0003452	YNR033W	augustus_masked-scf7180000008951-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.135&CDS=1-2271
3453	OG0003453	YNR034W	augustus_masked-scf7180000008951-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.136&CDS=1-969
3454	OG0003454	YNR035C	augustus_masked-scf7180000008951-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.180&CDS=1-1026
3455	OG0003455	YNR036C	augustus_masked-scf7180000008951-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.181&CDS=1-564
3456	OG0003456	YNR038W	augustus_masked-scf7180000008951-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.137&CDS=1-1944
3457	OG0003457	YNR039C	augustus_masked-scf7180000008951-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.182&CDS=1-1947
3458	OG0003458	YNR040W	augustus_masked-scf7180000008951-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.138&CDS=1-816
3459	OG0003459	YNR041C	augustus_masked-scf7180000008951-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.183&CDS=1-1053
3460	OG0003460	YNR043W	augustus_masked-scf7180000008951-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.139&CDS=1-1191
3461	OG0003461	YNR045W	augustus_masked-scf7180000008951-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.141&CDS=1-1362
3462	OG0003462	YNR046W	augustus_masked-scf7180000008951-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.142&CDS=1-402
3463	OG0003463	YNR049C	augustus_masked-scf7180000008951-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.185&CDS=1-624
3464	OG0003464	YNR050C	augustus_masked-scf7180000008951-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.186&CDS=1-1335
3465	OG0003465	YNR051C	snap_masked-scf7180000008951-processed-gene-1.281-mRNA-1_1&gene=snap_masked-scf7180000008951-processed-gene-1.281&CDS=1-1461
3466	OG0003466	YNR052C	snap_masked-scf7180000008951-processed-gene-1.282-mRNA-1_1&gene=snap_masked-scf7180000008951-processed-gene-1.282&CDS=1-1326
3467	OG0003467	YNR053C	augustus_masked-scf7180000008951-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.189&CDS=1-1500
3468	OG0003468	YNR054C	augustus_masked-scf7180000008951-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-scf7180000008951-processed-gene-1.190&CDS=1-942
3469	OG0003469	YOL001W	augustus_masked-scf7180000008959-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000008959-processed-gene-0.47&CDS=1-963
3470	OG0003470	YOL003C	augustus_masked-scf7180000008942-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.152&CDS=1-1155
3471	OG0003471	YOL004W	maker-scf7180000008942-snap-gene-0.11-mRNA-1_1&gene=maker-scf7180000008942-snap-gene-0.11&CDS=1-4482
3472	OG0003472	YOL005C	augustus_masked-scf7180000008942-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.151&CDS=1-366
3473	OG0003473	YOL006C	maker-scf7180000008984-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000008984-augustus-gene-0.0&CDS=1-2604
3474	OG0003474	YOL007C	snap_masked-scf7180000008942-processed-gene-0.203-mRNA-1_1&gene=snap_masked-scf7180000008942-processed-gene-0.203&CDS=1-1071
3475	OG0003475	YOL008W	augustus_masked-scf7180000008942-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.155&CDS=1-597
3476	OG0003476	YOL009C	augustus_masked-scf7180000008942-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.127&CDS=1-870
3477	OG0003477	YOL010W	augustus_masked-scf7180000008942-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.156&CDS=1-1107
3478	OG0003478	YOL012C	augustus_masked-scf7180000008942-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.129&CDS=1-399
3479	OG0003479	YOL013C	genemark-scf7180000008942-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000008942-processed-gene-0.55&CDS=1-1614
3480	OG0003480	YOL016C	augustus_masked-scf7180000008942-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.93&CDS=1-1278
3481	OG0003481	YOL018C	augustus_masked-scf7180000008942-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.94&CDS=1-1074
3482	OG0003482	YOL019W	augustus_masked-scf7180000008942-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.132&CDS=1-1551
3483	OG0003483	YOL021C	augustus_masked-scf7180000008985-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-3.105&CDS=1-3003
3484	OG0003484	YOL022C	augustus_masked-scf7180000008942-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000008942-processed-gene-0.95&CDS=1-1221
3485	OG0003485	YOL023W	snap_masked-scf7180000008942-processed-gene-0.211-mRNA-1_1&gene=snap_masked-scf7180000008942-processed-gene-0.211&CDS=1-2082
3486	OG0003486	YOL025W	snap_masked-scf7180000008942-processed-gene-0.213-mRNA-1_1&gene=snap_masked-scf7180000008942-processed-gene-0.213&CDS=1-2091
3487	OG0003487	YOL027C	augustus_masked-scf7180000008961-processed-gene-0.254-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.254&CDS=1-1890
3488	OG0003488	YOL028C	augustus_masked-scf7180000008987-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-1.149&CDS=1-756
3489	OG0003489	YOL029C	snap_masked-scf7180000008961-processed-gene-0.95-mRNA-1_1&gene=snap_masked-scf7180000008961-processed-gene-0.95&CDS=1-1251
3490	OG0003490	YOL030W	augustus_masked-scf7180000008987-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-1.181&CDS=1-1401
3491	OG0003491	YOL031C	snap_masked-scf7180000008961-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000008961-processed-gene-0.49&CDS=1-1557
3492	OG0003492	YOL032W	augustus_masked-scf7180000008961-processed-gene-0.250-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.250&CDS=1-732
3493	OG0003493	YOL033W	augustus_masked-scf7180000008961-processed-gene-0.251-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.251&CDS=1-1587
3494	OG0003494	YOL034W	augustus_masked-scf7180000008961-processed-gene-0.252-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.252&CDS=1-3243
3495	OG0003495	YOL038W	augustus_masked-scf7180000008961-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.211&CDS=1-765
3496	OG0003496	YOL039W	augustus_masked-scf7180000008961-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.207&CDS=1-318
3497	OG0003497	YOL040C	augustus_masked-scf7180000008961-processed-gene-0.249-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.249&CDS=1-426
3498	OG0003498	YOL041C	augustus_masked-scf7180000008961-processed-gene-0.248-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.248&CDS=1-1329
3499	OG0003499	YOL042W	maker-scf7180000008961-augustus-gene-0.13-mRNA-1_1&gene=maker-scf7180000008961-augustus-gene-0.13&CDS=1-1032
3500	OG0003500	YOL043C	augustus_masked-scf7180000008961-processed-gene-0.247-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.247&CDS=1-1113
3501	OG0003501	YOL044W	snap_masked-scf7180000008961-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000008961-processed-gene-0.43&CDS=1-1041
3502	OG0003502	YOL048C	augustus_masked-scf7180000008961-processed-gene-0.246-mRNA-1_1&gene=augustus_masked-scf7180000008961-processed-gene-0.246&CDS=1-570
3503	OG0003503	YOL049W	genemark-scf7180000008961-processed-gene-0.123-mRNA-1_1&gene=genemark-scf7180000008961-processed-gene-0.123&CDS=1-1494
3504	OG0003504	YOL051W	augustus_masked-scf7180000008987-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-scf7180000008987-processed-gene-1.156&CDS=1-3138
3505	OG0003505	YOL052C	augustus_masked-scf7180000008972-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000008972-processed-gene-0.0&CDS=1-1236
3506	OG0003506	YOL053W	augustus_masked-scf7180000008945-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000008945-processed-gene-0.13&CDS=1-993
3507	OG0003507	YOL054W	augustus_masked-scf7180000008945-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000008945-processed-gene-0.12&CDS=1-1077
3508	OG0003508	YOL057W	maker-scf7180000008962-augustus-gene-0.12-mRNA-1_1&gene=maker-scf7180000008962-augustus-gene-0.12&CDS=1-2970
3509	OG0003509	YOL058W	augustus_masked-scf7180000008962-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000008962-processed-gene-0.37&CDS=1-2226
3510	OG0003510	YOL061W	augustus_masked-scf7180000008962-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000008962-processed-gene-0.36&CDS=1-1359
3511	OG0003511	YOL062C	augustus_masked-scf7180000008962-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000008962-processed-gene-0.66&CDS=1-1164
3512	OG0003512	YOL063C	augustus_masked-scf7180000008962-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000008962-processed-gene-0.65&CDS=1-2847
3513	OG0003513	YOL067C	augustus_masked-scf7180000008976-processed-gene-2.227-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.227&CDS=1-564
3514	OG0003514	YOL068C	augustus_masked-scf7180000008962-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000008962-processed-gene-0.62&CDS=1-1563
3515	OG0003515	YOL069W	snap_masked-scf7180000008962-processed-gene-0.93-mRNA-1_1&gene=snap_masked-scf7180000008962-processed-gene-0.93&CDS=1-1395
3516	OG0003516	YOL070C	augustus_masked-scf7180000008976-processed-gene-2.230-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.230&CDS=1-2838
3517	OG0003517	YOL071W	augustus_masked-scf7180000008962-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000008962-processed-gene-0.32&CDS=1-492
3518	OG0003518	YOL072W	augustus_masked-scf7180000008962-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000008962-processed-gene-0.31&CDS=1-1413
3519	OG0003519	YOL073C	genemark-scf7180000008962-processed-gene-0.176-mRNA-1_1&gene=genemark-scf7180000008962-processed-gene-0.176&CDS=1-852
3520	OG0003520	YOL075C	augustus_masked-scf7180000008962-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000008962-processed-gene-0.58&CDS=1-3855
3521	OG0003521	YOL076W	augustus_masked-scf7180000008976-processed-gene-2.281-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.281&CDS=1-2382
3522	OG0003522	YOL077C	augustus_masked-scf7180000008976-processed-gene-2.235-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.235&CDS=1-870
3523	OG0003523	YOL078W	augustus_masked-scf7180000008962-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000008962-processed-gene-0.28&CDS=1-3528
3524	OG0003524	YOL080C	augustus_masked-scf7180000008985-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000008985-processed-gene-0.101&CDS=1-816
3525	OG0003525	YOL084W	augustus_masked-scf7180000008898-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.19&CDS=1-2901
3526	OG0003526	YOL086W-A	augustus_masked-scf7180000008898-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.20&CDS=1-297
3527	OG0003527	YOL087C	maker-scf7180000008898-augustus-gene-0.106-mRNA-1_1&gene=maker-scf7180000008898-augustus-gene-0.106&CDS=1-3096
3528	OG0003528	YOL088C	snap_masked-scf7180000008898-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000008898-processed-gene-0.36&CDS=1-861
3529	OG0003529	YOL090W	augustus_masked-scf7180000008898-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.21&CDS=1-2886
3530	OG0003530	YOL091W	snap_masked-scf7180000008898-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000008898-processed-gene-0.57&CDS=1-1896
3531	OG0003531	YOL092W	augustus_masked-scf7180000008898-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.23&CDS=1-927
3532	OG0003532	YOL093W	augustus_masked-scf7180000008898-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.24&CDS=1-903
3533	OG0003533	YOL097C	augustus_masked-scf7180000008898-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.7&CDS=1-5160
3534	OG0003534	YOL098C	augustus_masked-scf7180000008898-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.8&CDS=1-3105
3535	OG0003535	YOL100W	augustus_masked-scf7180000008898-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.26&CDS=1-3576
3536	OG0003536	YOL101C	snap_masked-scf7180000008898-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000008898-processed-gene-0.43&CDS=1-621
3537	OG0003537	YOL102C	augustus_masked-scf7180000008898-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.10&CDS=1-699
3538	OG0003538	YOL107W	augustus_masked-scf7180000008898-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.29&CDS=1-1008
3539	OG0003539	YOL108C	augustus_masked-scf7180000008898-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000008898-processed-gene-0.12&CDS=1-441
3540	OG0003540	YOL111C	augustus_masked-scf7180000008971-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.57&CDS=1-630
3541	OG0003541	YOL114C	snap_masked-scf7180000008971-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scf7180000008971-processed-gene-0.100&CDS=1-420
3542	OG0003542	YOL116W	snap_masked-scf7180000008971-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scf7180000008971-processed-gene-0.79&CDS=1-1044
3543	OG0003543	YOL117W	snap_masked-scf7180000008971-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000008971-processed-gene-0.77&CDS=1-1923
3544	OG0003544	YOL119C	maker-scf7180000008971-snap-gene-0.15-mRNA-1_1&gene=maker-scf7180000008971-snap-gene-0.15&CDS=1-3060
3545	OG0003545	YOL124C	augustus_masked-scf7180000008971-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.54&CDS=1-1287
3546	OG0003546	YOL125W	augustus_masked-scf7180000008971-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.32&CDS=1-1272
3547	OG0003547	YOL126C	augustus_masked-scf7180000008971-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.53&CDS=1-1086
3548	OG0003548	YOL127W	augustus_masked-scf7180000008971-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.31&CDS=1-426
3549	OG0003549	YOL129W	augustus_masked-scf7180000008971-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.30&CDS=1-552
3550	OG0003550	YOL132W	maker-scf7180000008971-snap-gene-0.10-mRNA-1_1&gene=maker-scf7180000008971-snap-gene-0.10&CDS=1-1392
3551	OG0003551	YOL133W	augustus_masked-scf7180000008971-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.26&CDS=1-330
3552	OG0003552	YOL136C	augustus_masked-scf7180000008971-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.50&CDS=1-1599
3553	OG0003553	YOL137W	augustus_masked-scf7180000008971-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.25&CDS=1-2757
3554	OG0003554	YOL138C	augustus_masked-scf7180000008971-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.49&CDS=1-4032
3555	OG0003555	YOL139C	augustus_masked-scf7180000008971-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.48&CDS=1-633
3556	OG0003556	YOL140W	maker-scf7180000008971-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000008971-augustus-gene-0.2&CDS=1-2373
3557	OG0003557	YOL142W	augustus_masked-scf7180000008971-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000008971-processed-gene-0.21&CDS=1-711
3558	OG0003558	YOL143C	augustus_masked-scf7180000008976-processed-gene-2.265-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.265&CDS=1-498
3559	OG0003559	YOL144W	augustus_masked-scf7180000008976-processed-gene-2.315-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.315&CDS=1-1497
3560	OG0003560	YOL145C	augustus_masked-scf7180000008976-processed-gene-2.266-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.266&CDS=1-3258
3561	OG0003561	YOL146W	augustus_masked-scf7180000008976-processed-gene-2.316-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.316&CDS=1-618
3562	OG0003562	YOL147C	augustus_masked-scf7180000008976-processed-gene-2.267-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.267&CDS=1-702
3563	OG0003563	YOL148C	augustus_masked-scf7180000008976-processed-gene-2.268-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.268&CDS=1-1965
3564	OG0003564	YOL149W	augustus_masked-scf7180000008976-processed-gene-2.317-mRNA-1_1&gene=augustus_masked-scf7180000008976-processed-gene-2.317&CDS=1-732
3565	OG0003565	YOR001W	augustus_masked-scf7180000008984-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000008984-processed-gene-0.74&CDS=1-2241
3566	OG0003566	YOR002W	augustus_masked-scf7180000008959-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000008959-processed-gene-0.15&CDS=1-2376
