	OrthologID	Saccharomyces_cerevisiae	Wickerhamia_fluorescens
2618	OG0002618	YMR262W	-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-13.84&CDS=1-957
2619	OG0002619	YMR263W	-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-14.15&CDS=1-1140
2620	OG0002620	YMR268C	-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.114&CDS=1-3585
2621	OG0002621	YMR269W	-processed-gene-7.146-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.146&CDS=1-669
2622	OG0002622	YMR272C	-processed-gene-27.98-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-27.98&CDS=1-1125
2623	OG0002623	YMR276W	-augustus-gene-3.49-mRNA-1_1&gene=maker-gi|1002316296|dbj|BCGE01000008.1|-augustus-gene-3.49&CDS=1-2934
2624	OG0002624	YMR277W	-processed-gene-14.2-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-14.2&CDS=1-2274
2625	OG0002625	YMR278W	-processed-gene-14.51-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-14.51&CDS=1-1833
2626	OG0002626	YMR281W	-processed-gene-10.62-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-10.62&CDS=1-942
2627	OG0002627	YMR283C	-processed-gene-11.49-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-11.49&CDS=1-1635
2628	OG0002628	YMR284W	-processed-gene-3.82-mRNA-1_1&gene=genemark-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.82&CDS=1-2298
2629	OG0002629	YMR285C	-processed-gene-15.81-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.81&CDS=1-1683
2630	OG0002630	YMR286W	-processed-gene-8.71-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-8.71&CDS=1-288
2631	OG0002631	YMR287C	-processed-gene-1.23-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.23&CDS=1-3333
2632	OG0002632	YMR288W	-processed-gene-18.54-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-18.54&CDS=1-3321
2633	OG0002633	YMR289W	-processed-gene-2.17-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-2.17&CDS=1-864
2634	OG0002634	YMR290C	-processed-gene-5.96-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.96&CDS=1-3078
2635	OG0002635	YMR292W	-processed-gene-5.108-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.108&CDS=1-417
2636	OG0002636	YMR293C	-processed-gene-5.113-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-5.113&CDS=1-1395
2637	OG0002637	YMR296C	-processed-gene-7.170-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.170&CDS=1-1746
2638	OG0002638	YMR300C	-processed-gene-20.61-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-20.61&CDS=1-1587
2639	OG0002639	YMR301C	-processed-gene-26.11-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-26.11&CDS=1-2313
2640	OG0002640	YMR302C	-processed-gene-10.28-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-10.28&CDS=1-2535
2641	OG0002641	YMR304W	-processed-gene-2.50-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-2.50&CDS=1-3618
2642	OG0002642	YMR308C	-augustus-gene-6.0-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-augustus-gene-6.0&CDS=1-5523
2643	OG0002643	YMR309C	-processed-gene-11.104-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-11.104&CDS=1-2514
2644	OG0002644	YMR311C	-processed-gene-19.67-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-19.67&CDS=1-627
2645	OG0002645	YMR312W	-processed-gene-2.29-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-2.29&CDS=1-822
2646	OG0002646	YMR313C	-processed-gene-2.18-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-2.18&CDS=1-1884
2647	OG0002647	YMR315W	-processed-gene-15.129-mRNA-1_1&gene=genemark-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-15.129&CDS=1-1041
2648	OG0002648	YNL001W	-snap-gene-22.53-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-22.53&CDS=1-2355
2649	OG0002649	YNL002C	-processed-gene-6.25-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-6.25&CDS=1-837
2650	OG0002650	YNL003C	-processed-gene-6.23-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-6.23&CDS=1-834
2651	OG0002651	YNL005C	-processed-gene-2.33-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-2.33&CDS=1-1155
2652	OG0002652	YNL006W	-processed-gene-6.26-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-6.26&CDS=1-1023
2653	OG0002653	YNL007C	-processed-gene-6.27-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-6.27&CDS=1-1026
2654	OG0002654	YNL010W	-processed-gene-9.12-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-9.12&CDS=1-747
2655	OG0002655	YNL011C	-processed-gene-5.69-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-5.69&CDS=1-1443
2656	OG0002656	YNL014W	-processed-gene-5.126-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-5.126&CDS=1-3150
2657	OG0002657	YNL021W	-processed-gene-13.81-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-13.81&CDS=1-2526
2658	OG0002658	YNL022C	-processed-gene-13.82-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-13.82&CDS=1-1437
2659	OG0002659	YNL023C	-processed-gene-13.43-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-13.43&CDS=1-3183
2660	OG0002660	YNL025C	-processed-gene-9.77-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.77&CDS=1-1128
2661	OG0002661	YNL026W	-processed-gene-9.117-mRNA-1_1&gene=augustus_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.117&CDS=1-1470
2662	OG0002662	YNL032W	-processed-gene-2.22-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-2.22&CDS=1-903
2663	OG0002663	YNL035C	-processed-gene-21.42-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-21.42&CDS=1-1206
2664	OG0002664	YNL036W	-processed-gene-16.0-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-16.0&CDS=1-924
2665	OG0002665	YNL037C	-processed-gene-1.47-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.47&CDS=1-1080
2666	OG0002666	YNL039W	-snap-gene-21.83-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-21.83&CDS=1-1899
2667	OG0002667	YNL040W	-augustus-gene-4.2-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-augustus-gene-4.2&CDS=1-3132
2668	OG0002668	YNL041C	-processed-gene-2.38-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-2.38&CDS=1-2376
2669	OG0002669	YNL042W	-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-2.59&CDS=1-1737
2670	OG0002670	YNL044W	-processed-gene-12.54-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-12.54&CDS=1-525
2671	OG0002671	YNL050C	-snap-gene-12.28-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-snap-gene-12.28&CDS=1-5256
2672	OG0002672	YNL051W	-processed-gene-12.80-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-12.80&CDS=1-1191
2673	OG0002673	YNL054W	-processed-gene-1.81-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.81&CDS=1-3333
2674	OG0002674	YNL055C	-processed-gene-15.148-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.148&CDS=1-852
2675	OG0002675	YNL056W	-processed-gene-1.53-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-1.53&CDS=1-768
2676	OG0002676	YNL059C	-processed-gene-9.25-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.25&CDS=1-2310
2677	OG0002677	YNL061W	-processed-gene-9.47-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.47&CDS=1-1869
2678	OG0002678	YNL062C	-processed-gene-9.26-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.26&CDS=1-1434
2679	OG0002679	YNL063W	-processed-gene-9.98-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.98&CDS=1-1140
2680	OG0002680	YNL070W	-processed-gene-16.19-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-16.19&CDS=1-204
2681	OG0002681	YNL071W	-processed-gene-16.20-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-16.20&CDS=1-1422
2682	OG0002682	YNL072W	-processed-gene-13.4-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-13.4&CDS=1-1305
2683	OG0002683	YNL075W	-processed-gene-1.38-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-1.38&CDS=1-849
2684	OG0002684	YNL080C	-processed-gene-14.138-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-14.138&CDS=1-1104
2685	OG0002685	YNL081C	-snap-gene-14.1-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-snap-gene-14.1&CDS=1-366
2686	OG0002686	YNL082W	-processed-gene-7.131-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.131&CDS=1-2586
2687	OG0002687	YNL083W	-processed-gene-7.130-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.130&CDS=1-1701
2688	OG0002688	YNL084C	-processed-gene-16.28-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-16.28&CDS=1-1188
2689	OG0002689	YNL085W	-processed-gene-18.32-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-18.32&CDS=1-2430
2690	OG0002690	YNL088W	-processed-gene-16.74-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-16.74&CDS=1-4284
2691	OG0002691	YNL090W	-processed-gene-10.60-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-10.60&CDS=1-564
2692	OG0002692	YNL092W	-processed-gene-13.20-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-13.20&CDS=1-1209
2693	OG0002693	YNL094W	-processed-gene-4.56-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-4.56&CDS=1-2226
2694	OG0002694	YNL097C	-processed-gene-2.44-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-2.44&CDS=1-1188
2695	OG0002695	YNL099C	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-2.11&CDS=1-888
2696	OG0002696	YNL102W	-processed-gene-9.22-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-9.22&CDS=1-4425
2697	OG0002697	YNL103W	-snap-gene-3.50-mRNA-1_1&gene=maker-gi|1002316299|dbj|BCGE01000005.1|-snap-gene-3.50&CDS=1-1086
2698	OG0002698	YNL107W	-processed-gene-14.129-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-14.129&CDS=1-666
2699	OG0002699	YNL110C	-processed-gene-14.109-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-14.109&CDS=1-735
2700	OG0002700	YNL111C	-processed-gene-14.110-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-14.110&CDS=1-378
2701	OG0002701	YNL113W	-processed-gene-22.10-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.10&CDS=1-393
2702	OG0002702	YNL115C	-processed-gene-0.16-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-0.16&CDS=1-1680
2703	OG0002703	YNL118C	-processed-gene-13.44-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-13.44&CDS=1-2691
2704	OG0002704	YNL119W	-processed-gene-11.71-mRNA-1_1&gene=genemark-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-11.71&CDS=1-2724
2705	OG0002705	YNL122C	-processed-gene-22.25-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.25&CDS=1-258
2706	OG0002706	YNL123W	-processed-gene-22.50-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.50&CDS=1-2925
2707	OG0002707	YNL124W	-processed-gene-9.50-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.50&CDS=1-1653
2708	OG0002708	YNL125C	-processed-gene-15.53-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-15.53&CDS=1-1890
2709	OG0002709	YNL126W	-processed-gene-13.104-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-13.104&CDS=1-2604
2710	OG0002710	YNL127W	-processed-gene-14.62-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-14.62&CDS=1-2817
2711	OG0002711	YNL128W	-processed-gene-14.61-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-14.61&CDS=1-1998
2712	OG0002712	YNL129W	-processed-gene-9.44-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.44&CDS=1-696
2713	OG0002713	YNL131W	-processed-gene-14.63-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-14.63&CDS=1-444
2714	OG0002714	YNL132W	-processed-gene-9.22-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.22&CDS=1-3147
2715	OG0002715	YNL135C	-processed-gene-14.79-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-14.79&CDS=1-336
2716	OG0002716	YNL136W	-processed-gene-9.126-mRNA-1_1&gene=augustus_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.126&CDS=1-1284
2717	OG0002717	YNL137C	-processed-gene-9.49-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.49&CDS=1-1401
2718	OG0002718	YNL138W	-processed-gene-9.46-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-9.46&CDS=1-1602
2719	OG0002719	YNL138W-A	-processed-gene-3.32-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-3.32&CDS=1-255
2720	OG0002720	YNL139C	-processed-gene-10.108-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-10.108&CDS=1-4890
2721	OG0002721	YNL142W	-processed-gene-6.61-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-6.61&CDS=1-1530
2722	OG0002722	YNL147W	-augustus-gene-15.4-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-augustus-gene-15.4&CDS=1-414
2723	OG0002723	YNL148C	-processed-gene-3.97-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-3.97&CDS=1-768
2724	OG0002724	YNL149C	-processed-gene-3.96-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-3.96&CDS=1-399
2725	OG0002725	YNL151C	-processed-gene-3.75-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-3.75&CDS=1-702
2726	OG0002726	YNL152W	-processed-gene-3.94-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-3.94&CDS=1-1656
2727	OG0002727	YNL153C	-processed-gene-16.45-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-16.45&CDS=1-390
2728	OG0002728	YNL155W	-processed-gene-15.119-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.119&CDS=1-816
2729	OG0002729	YNL161W	-processed-gene-10.105-mRNA-1_1&gene=genemark-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-10.105&CDS=1-2403
2730	OG0002730	YNL163C	-processed-gene-20.82-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-20.82&CDS=1-3096
2731	OG0002731	YNL167C	-snap-gene-6.2-mRNA-1_1&gene=maker-gi|1002316298|dbj|BCGE01000006.1|-snap-gene-6.2&CDS=1-2172
2732	OG0002732	YNL168C	-processed-gene-5.96-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-5.96&CDS=1-693
2733	OG0002733	YNL169C	-processed-gene-6.90-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-6.90&CDS=1-1908
2734	OG0002734	YNL175C	-processed-gene-13.70-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-13.70&CDS=1-1275
2735	OG0002735	YNL177C	-snap-gene-18.103-mRNA-1_1&gene=maker-gi|1002316303|dbj|BCGE01000001.1|-snap-gene-18.103&CDS=1-1065
2736	OG0002736	YNL178W	-processed-gene-8.55-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-8.55&CDS=1-735
2737	OG0002737	YNL181W	-processed-gene-4.82-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-4.82&CDS=1-1332
2738	OG0002738	YNL182C	-processed-gene-4.104-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-4.104&CDS=1-1488
2739	OG0002739	YNL185C	-processed-gene-4.62-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-4.62&CDS=1-432
2740	OG0002740	YNL186W	-processed-gene-18.77-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-18.77&CDS=1-2130
2741	OG0002741	YNL189W	-processed-gene-0.51-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-0.51&CDS=1-1692
2742	OG0002742	YNL191W	-processed-gene-6.50-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-6.50&CDS=1-1140
2743	OG0002743	YNL193W	-processed-gene-12.71-mRNA-1_1&gene=snap_masked-gi|1002316300|dbj|BCGE01000004.1|-processed-gene-12.71&CDS=1-1641
2744	OG0002744	YNL200C	-processed-gene-24.6-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.6&CDS=1-720
2745	OG0002745	YNL201C	-processed-gene-24.25-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-24.25&CDS=1-2406
2746	OG0002746	YNL206C	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-0.18&CDS=1-1494
2747	OG0002747	YNL207W	-processed-gene-13.43-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-13.43&CDS=1-1284
2748	OG0002748	YNL208W	-processed-gene-9.5-mRNA-1_1&gene=genemark-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-9.5&CDS=1-576
2749	OG0002749	YNL210W	-processed-gene-13.22-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-13.22&CDS=1-924
2750	OG0002750	YNL212W	-processed-gene-0.6-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-0.6&CDS=1-2274
2751	OG0002751	YNL213C	-processed-gene-7.164-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-7.164&CDS=1-750
2752	OG0002752	YNL216W	-processed-gene-2.48-mRNA-1_1&gene=snap_masked-gi|1002316296|dbj|BCGE01000008.1|-processed-gene-2.48&CDS=1-1971
2753	OG0002753	YNL217W	-processed-gene-8.73-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-8.73&CDS=1-1149
2754	OG0002754	YNL218W	-processed-gene-14.131-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-14.131&CDS=1-2280
2755	OG0002755	YNL219C	-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-6.20&CDS=1-1716
2756	OG0002756	YNL220W	-processed-gene-1.46-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.46&CDS=1-1284
2757	OG0002757	YNL221C	-processed-gene-22.45-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.45&CDS=1-2406
2758	OG0002758	YNL222W	-processed-gene-22.95-mRNA-1_1&gene=augustus_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.95&CDS=1-1932
2759	OG0002759	YNL224C	-processed-gene-22.23-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.23&CDS=1-2418
2760	OG0002760	YNL227C	-processed-gene-22.48-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-22.48&CDS=1-1773
2761	OG0002761	YNL229C	-processed-gene-4.34-mRNA-1_1&gene=snap_masked-gi|1002316302|dbj|BCGE01000002.1|-processed-gene-4.34&CDS=1-975
2762	OG0002762	YNL230C	-processed-gene-15.6-mRNA-1_1&gene=genemark-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.6&CDS=1-1335
2763	OG0002763	YNL232W	-processed-gene-15.116-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.116&CDS=1-882
2764	OG0002764	YNL233W	-processed-gene-15.115-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-15.115&CDS=1-3618
2765	OG0002765	YNL234W	-processed-gene-3.30-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-3.30&CDS=1-960
2766	OG0002766	YNL236W	-processed-gene-8.61-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-8.61&CDS=1-3117
2767	OG0002767	YNL237W	-processed-gene-1.9-mRNA-1_1&gene=genemark-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.9&CDS=1-1269
2768	OG0002768	YNL238W	-processed-gene-1.75-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.75&CDS=1-2634
2769	OG0002769	YNL239W	-snap-gene-3.79-mRNA-1_1&gene=maker-gi|1002316300|dbj|BCGE01000004.1|-snap-gene-3.79&CDS=1-2871
2770	OG0002770	YNL240C	-processed-gene-1.52-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.52&CDS=1-1551
2771	OG0002771	YNL241C	-processed-gene-1.74-mRNA-1_1&gene=snap_masked-gi|1002316295|dbj|BCGE01000009.1|-processed-gene-1.74&CDS=1-1494
2772	OG0002772	YNL242W	-processed-gene-10.123-mRNA-1_1&gene=snap_masked-gi|1002316298|dbj|BCGE01000006.1|-processed-gene-10.123&CDS=1-5814
2773	OG0002773	YNL243W	-snap-gene-2.120-mRNA-1_1&gene=maker-gi|1002316302|dbj|BCGE01000002.1|-snap-gene-2.120&CDS=1-3699
2774	OG0002774	YNL244C	-processed-gene-15.65-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-15.65&CDS=1-327
2775	OG0002775	YNL245C	-processed-gene-15.66-mRNA-1_1&gene=snap_masked-gi|1002316303|dbj|BCGE01000001.1|-processed-gene-15.66&CDS=1-711
2776	OG0002776	YNL246W	-processed-gene-6.11-mRNA-1_1&gene=snap_masked-gi|1002316299|dbj|BCGE01000005.1|-processed-gene-6.11&CDS=1-798
2777	OG0002777	YNL247W	-processed-gene-2.63-mRNA-1_1&gene=snap_masked-gi|1002316297|dbj|BCGE01000007.1|-processed-gene-2.63&CDS=1-2265
2778	OG0002778	YNL248C	-processed-gene-6.124-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-6.124&CDS=1-1242
2779	OG0002779	YNL250W	-processed-gene-9.28-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-9.28&CDS=1-3915
2780	OG0002780	YNL251C	-processed-gene-2.13-mRNA-1_1&gene=snap_masked-gi|1002316301|dbj|BCGE01000003.1|-processed-gene-2.13&CDS=1-2091
