	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034862_Zygotorulaspora_florentina
2787	OG0002787	YLR345W	augustus_masked-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.205&CDS=1-1635
2788	OG0002788	YLR347C	genemark-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.148&CDS=1-2838
2789	OG0002789	YLR348C	augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_1025459_cov_24.1215_ID_5-processed-gene-9.59&CDS=1-546
2790	OG0002790	YLR351C	maker-NODE_14_length_283393_cov_24.7985_ID_27-snap-gene-1.184-mRNA-1_1&gene=maker-NODE_14_length_283393_cov_24.7985_ID_27-snap-gene-1.184&CDS=1-1683
2791	OG0002791	YLR352W	genemark-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.113&CDS=1-2379
2792	OG0002792	YLR354C	augustus_masked-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.239-mRNA-1_1&gene=augustus_masked-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.239&CDS=1-999
2793	OG0002793	YLR355C	augustus_masked-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.242&CDS=1-1185
2794	OG0002794	YLR356W	augustus_masked-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-NODE_14_length_283393_cov_24.7985_ID_27-processed-gene-1.209&CDS=1-621
2795	OG0002795	YLR359W	maker-NODE_10_length_366591_cov_24.4668_ID_19-augustus-gene-2.183-mRNA-1_1&gene=maker-NODE_10_length_366591_cov_24.4668_ID_19-augustus-gene-2.183&CDS=1-4131
2796	OG0002796	YLR360W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.9&CDS=1-1287
2797	OG0002797	YLR361C	snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.193-mRNA-1_1&gene=snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.193&CDS=1-1692
2798	OG0002798	YLR362W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.10&CDS=1-2943
2799	OG0002799	YLR363C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.57&CDS=1-666
2800	OG0002800	YLR363W-A	snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.253-mRNA-1_1&gene=snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.253&CDS=1-267
2801	OG0002801	YLR364W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.64&CDS=1-327
2802	OG0002802	YLR368W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.62&CDS=1-1773
2803	OG0002803	YLR370C	snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.197-mRNA-1_1&gene=snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.197&CDS=1-528
2804	OG0002804	YLR371W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.60&CDS=1-3912
2805	OG0002805	YLR372W	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.59&CDS=1-1047
2806	OG0002806	YLR375W	snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.246-mRNA-1_1&gene=snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.246&CDS=1-1113
2807	OG0002807	YLR376C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.67&CDS=1-684
2808	OG0002808	YLR377C	augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.68&CDS=1-1038
2809	OG0002809	YLR378C	snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.208-mRNA-1_1&gene=snap_masked-NODE_10_length_366591_cov_24.4668_ID_19-processed-gene-2.208&CDS=1-1437
2810	OG0002810	YLR380W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.67&CDS=1-1266
2811	OG0002811	YLR381W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.66&CDS=1-1908
2812	OG0002812	YLR382C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.33&CDS=1-2643
2813	OG0002813	YLR383W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.148-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.148&CDS=1-3303
2814	OG0002814	YLR384C	maker-NODE_6_length_562868_cov_24.3835_ID_11-augustus-gene-4.229-mRNA-1_1&gene=maker-NODE_6_length_562868_cov_24.3835_ID_11-augustus-gene-4.229&CDS=1-4356
2815	OG0002815	YLR386W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.63&CDS=1-2649
2816	OG0002816	YLR387C	maker-NODE_6_length_562868_cov_24.3835_ID_11-augustus-gene-4.228-mRNA-1_1&gene=maker-NODE_6_length_562868_cov_24.3835_ID_11-augustus-gene-4.228&CDS=1-1416
2817	OG0002817	YLR389C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.28&CDS=1-3015
2818	OG0002818	YLR392C	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.100-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.100&CDS=1-1521
2819	OG0002819	YLR393W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.60&CDS=1-846
2820	OG0002820	YLR394W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.139-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.139&CDS=1-1119
2821	OG0002821	YLR395C	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.98&CDS=1-219
2822	OG0002822	YLR396C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.24&CDS=1-2061
2823	OG0002823	YLR397C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.23&CDS=1-2352
2824	OG0002824	YLR398C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.22&CDS=1-3834
2825	OG0002825	YLR399C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.21&CDS=1-2058
2826	OG0002826	YLR401C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.20&CDS=1-1941
2827	OG0002827	YLR403W	maker-NODE_6_length_562868_cov_24.3835_ID_11-snap-gene-4.234-mRNA-1_1&gene=maker-NODE_6_length_562868_cov_24.3835_ID_11-snap-gene-4.234&CDS=1-1587
2828	OG0002828	YLR404W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.134-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.134&CDS=1-837
2829	OG0002829	YLR405W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.55&CDS=1-3069
2830	OG0002830	YLR407W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.53&CDS=1-708
2831	OG0002831	YLR408C	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.90-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.90&CDS=1-321
2832	OG0002832	YLR409C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.17&CDS=1-2826
2833	OG0002833	YLR410W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.51&CDS=1-3474
2834	OG0002834	YLR411W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.128-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.128&CDS=1-744
2835	OG0002835	YLR412W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.49&CDS=1-762
2836	OG0002836	YLR413W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.47&CDS=1-2013
2837	OG0002837	YLR414C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.11&CDS=1-795
2838	OG0002838	YLR419W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.45&CDS=1-4251
2839	OG0002839	YLR420W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.43&CDS=1-1098
2840	OG0002840	YLR421C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.7&CDS=1-426
2841	OG0002841	YLR422W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.41&CDS=1-5760
2842	OG0002842	YLR423C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.6&CDS=1-1254
2843	OG0002843	YLR424W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.77&CDS=1-2253
2844	OG0002844	YLR425W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.3&CDS=1-3984
2845	OG0002845	YLR426W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.122&CDS=1-975
2846	OG0002846	YLR427W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.72&CDS=1-1902
2847	OG0002847	YLR429W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-4.1&CDS=1-1920
2848	OG0002848	YLR430W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.139&CDS=1-6165
2849	OG0002849	YLR431C	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.78-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.78&CDS=1-1323
2850	OG0002850	YLR433C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.120&CDS=1-1734
2851	OG0002851	YLR435W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.137&CDS=1-636
2852	OG0002852	YLR436C	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.76&CDS=1-3810
2853	OG0002853	YLR438C-A	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.117&CDS=1-255
2854	OG0002854	YLR438W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.94&CDS=1-1302
2855	OG0002855	YLR439W	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.134&CDS=1-942
2856	OG0002856	YLR440C	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.72-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.72&CDS=1-2055
2857	OG0002857	YLR441C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.114&CDS=1-765
2858	OG0002858	YLR445W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.87&CDS=1-525
2859	OG0002859	YLR446W	snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.86&CDS=1-1257
2860	OG0002860	YLR447C	augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NODE_6_length_562868_cov_24.3835_ID_11-processed-gene-3.107&CDS=1-1035
2861	OG0002861	YLR451W	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-14.31&CDS=1-2652
2862	OG0002862	YLR454W	snap_masked-NODE_22_length_115979_cov_25.962_ID_43-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_22_length_115979_cov_25.962_ID_43-processed-gene-0.42&CDS=1-7869
2863	OG0002863	YLR455W	augustus_masked-NODE_22_length_115979_cov_25.962_ID_43-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_22_length_115979_cov_25.962_ID_43-processed-gene-0.121&CDS=1-981
2864	OG0002864	YLR457C	snap_masked-NODE_22_length_115979_cov_25.962_ID_43-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_22_length_115979_cov_25.962_ID_43-processed-gene-0.11&CDS=1-1035
2865	OG0002865	YLR459W	snap_masked-NODE_22_length_115979_cov_25.962_ID_43-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_22_length_115979_cov_25.962_ID_43-processed-gene-0.31&CDS=1-1176
2866	OG0002866	YML001W	augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-1.3&CDS=1-624
2867	OG0002867	YML002W	augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-0.96&CDS=1-3279
2868	OG0002868	YML004C	augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1546580_cov_24.4376_ID_1-processed-gene-13.31&CDS=1-978
2869	OG0002869	YML005W	augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-NODE_16_length_181188_cov_23.6141_ID_31-processed-gene-0.220&CDS=1-1257
2870	OG0002870	YML006C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.147&CDS=1-2163
2871	OG0002871	YML007W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.123&CDS=1-1560
2872	OG0002872	YML008C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.146&CDS=1-1116
2873	OG0002873	YML009C	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.3&CDS=1-210
2874	OG0002874	YML010W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.117&CDS=1-3192
2875	OG0002875	YML011C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.42&CDS=1-519
2876	OG0002876	YML012W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.25&CDS=1-639
2877	OG0002877	YML013W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.23&CDS=1-1830
2878	OG0002878	YML014W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.72&CDS=1-813
2879	OG0002879	YML015C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.40&CDS=1-1044
2880	OG0002880	YML017W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.20&CDS=1-1722
2881	OG0002881	YML018C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.38&CDS=1-1206
2882	OG0002882	YML019W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.19&CDS=1-966
2883	OG0002883	YML020W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.18&CDS=1-1926
2884	OG0002884	YML021C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.36&CDS=1-1017
2885	OG0002885	YML022W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.17&CDS=1-561
2886	OG0002886	YML023C	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.86&CDS=1-1563
2887	OG0002887	YML025C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.31&CDS=1-789
2888	OG0002888	YML027W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.12&CDS=1-1053
2889	OG0002889	YML028W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.11&CDS=1-585
2890	OG0002890	YML029W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.58&CDS=1-2589
2891	OG0002891	YML030W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.9&CDS=1-483
2892	OG0002892	YML031W	genemark-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.108&CDS=1-1254
2893	OG0002893	YML032C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.27&CDS=1-1344
2894	OG0002894	YML034W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.6&CDS=1-2445
2895	OG0002895	YML035C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.5&CDS=1-2382
2896	OG0002896	YML036W	snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.45&CDS=1-297
2897	OG0002897	YML037C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.3&CDS=1-1149
2898	OG0002898	YML038C	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-1.1&CDS=1-1179
2899	OG0002899	YML042W	augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NODE_13_length_305098_cov_23.8656_ID_25-processed-gene-2.130&CDS=1-1926
2900	OG0002900	YML043C	snap_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_2_length_1190564_cov_24.2002_ID_3-processed-gene-1.131&CDS=1-1377
2901	OG0002901	YML046W	augustus_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.166&CDS=1-1911
2902	OG0002902	YML048W	augustus_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.167&CDS=1-1155
2903	OG0002903	YML049C	augustus_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.139&CDS=1-3960
2904	OG0002904	YML050W	augustus_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.168&CDS=1-858
2905	OG0002905	YML052W	snap_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_18_length_155097_cov_25.367_ID_35-processed-gene-0.104&CDS=1-894
