	OrthologID	Saccharomyces_cerevisiae	Zygosaccharomyces_bailii
2703	OG0002703	YLR362W	maker-ZYBA0S01-augustus-gene-14.101-mRNA-1_1&gene=maker-ZYBA0S01-augustus-gene-14.101&CDS=1-2964
2704	OG0002704	YLR363C	genemark-ZYBA0S01-processed-gene-14.137-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-14.137&CDS=1-651
2705	OG0002705	YLR363W-A	augustus_masked-ZYBA0S01-processed-gene-14.5-mRNA-1_1&gene=augustus_masked-ZYBA0S01-processed-gene-14.5&CDS=1-270
2706	OG0002706	YLR364W	genemark-ZYBA0S01-processed-gene-14.116-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-14.116&CDS=1-324
2707	OG0002707	YLR368W	snap_masked-ZYBA0S07-processed-gene-1.98-mRNA-1_1&gene=snap_masked-ZYBA0S07-processed-gene-1.98&CDS=1-1713
2708	OG0002708	YLR370C	snap_masked-ZYBA0S07-processed-gene-1.121-mRNA-1_1&gene=snap_masked-ZYBA0S07-processed-gene-1.121&CDS=1-528
2709	OG0002709	YLR371W	genemark-ZYBA0S07-processed-gene-1.55-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-1.55&CDS=1-4080
2710	OG0002710	YLR372W	genemark-ZYBA0S07-processed-gene-1.56-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-1.56&CDS=1-1035
2711	OG0002711	YLR375W	genemark-ZYBA0S07-processed-gene-1.57-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-1.57&CDS=1-1182
2712	OG0002712	YLR376C	snap_masked-ZYBA0S07-processed-gene-1.125-mRNA-1_1&gene=snap_masked-ZYBA0S07-processed-gene-1.125&CDS=1-654
2713	OG0002713	YLR377C	genemark-ZYBA0S07-processed-gene-1.80-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-1.80&CDS=1-1044
2714	OG0002714	YLR378C	genemark-ZYBA0S07-processed-gene-1.62-mRNA-1_1&gene=genemark-ZYBA0S07-processed-gene-1.62&CDS=1-1437
2715	OG0002715	YLR380W	genemark-ZYBA0S11-processed-gene-1.48-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.48&CDS=1-1251
2716	OG0002716	YLR381W	snap_masked-ZYBA0S11-processed-gene-1.7-mRNA-1_1&gene=snap_masked-ZYBA0S11-processed-gene-1.7&CDS=1-2106
2717	OG0002717	YLR382C	augustus_masked-ZYBA0S11-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-1.108&CDS=1-2673
2718	OG0002718	YLR383W	genemark-ZYBA0S11-processed-gene-1.53-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.53&CDS=1-3330
2719	OG0002719	YLR384C	genemark-ZYBA0S11-processed-gene-1.73-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.73&CDS=1-4497
2720	OG0002720	YLR386W	snap_masked-ZYBA0S11-processed-gene-1.10-mRNA-1_1&gene=snap_masked-ZYBA0S11-processed-gene-1.10&CDS=1-2634
2721	OG0002721	YLR389C	genemark-ZYBA0S11-processed-gene-1.75-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.75&CDS=1-2898
2722	OG0002722	YLR390W-A	genemark-ZYBA0S11-processed-gene-1.58-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.58&CDS=1-822
2723	OG0002723	YLR392C	genemark-ZYBA0S11-processed-gene-1.77-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.77&CDS=1-1464
2724	OG0002724	YLR393W	genemark-ZYBA0S11-processed-gene-1.59-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.59&CDS=1-840
2725	OG0002725	YLR395C	snap_masked-ZYBA0S11-processed-gene-1.37-mRNA-1_1&gene=snap_masked-ZYBA0S11-processed-gene-1.37&CDS=1-219
2726	OG0002726	YLR396C	genemark-ZYBA0S11-processed-gene-1.79-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.79&CDS=1-2013
2727	OG0002727	YLR397C	genemark-ZYBA0S11-processed-gene-1.80-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.80&CDS=1-2325
2728	OG0002728	YLR401C	genemark-ZYBA0S11-processed-gene-1.82-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.82&CDS=1-1944
2729	OG0002729	YLR403W	genemark-ZYBA0S11-processed-gene-1.62-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.62&CDS=1-2034
2730	OG0002730	YLR404W	snap_masked-ZYBA0S11-processed-gene-1.20-mRNA-1_1&gene=snap_masked-ZYBA0S11-processed-gene-1.20&CDS=1-822
2731	OG0002731	YLR405W	augustus_masked-ZYBA0S11-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-1.103&CDS=1-2916
2732	OG0002732	YLR407W	snap_masked-ZYBA0S11-processed-gene-1.24-mRNA-1_1&gene=snap_masked-ZYBA0S11-processed-gene-1.24&CDS=1-504
2733	OG0002733	YLR409C	genemark-ZYBA0S11-processed-gene-1.85-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.85&CDS=1-2814
2734	OG0002734	YLR410W	genemark-ZYBA0S11-processed-gene-1.69-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.69&CDS=1-3381
2735	OG0002735	YLR411W	genemark-ZYBA0S11-processed-gene-1.70-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-1.70&CDS=1-732
2736	OG0002736	YLR412W	genemark-ZYBA0S11-processed-gene-2.155-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.155&CDS=1-882
2737	OG0002737	YLR414C	genemark-ZYBA0S11-processed-gene-2.194-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.194&CDS=1-780
2738	OG0002738	YLR418C	genemark-ZYBA0S11-processed-gene-2.196-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.196&CDS=1-1164
2739	OG0002739	YLR420W	augustus_masked-ZYBA0S11-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-2.14&CDS=1-1116
2740	OG0002740	YLR421C	genemark-ZYBA0S11-processed-gene-2.199-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.199&CDS=1-411
2741	OG0002741	YLR422W	snap_masked-ZYBA0S11-processed-gene-2.89-mRNA-1_1&gene=snap_masked-ZYBA0S11-processed-gene-2.89&CDS=1-5679
2742	OG0002742	YLR423C	genemark-ZYBA0S11-processed-gene-2.200-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.200&CDS=1-1263
2743	OG0002743	YLR424W	augustus_masked-ZYBA0S11-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-2.20&CDS=1-1959
2744	OG0002744	YLR425W	maker-ZYBA0S11-augustus-gene-2.70-mRNA-1_1&gene=maker-ZYBA0S11-augustus-gene-2.70&CDS=1-4950
2745	OG0002745	YLR427W	genemark-ZYBA0S11-processed-gene-2.174-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.174&CDS=1-1842
2746	OG0002746	YLR429W	genemark-ZYBA0S11-processed-gene-2.175-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.175&CDS=1-2010
2747	OG0002747	YLR430W	snap_masked-ZYBA0S11-processed-gene-2.101-mRNA-1_1&gene=snap_masked-ZYBA0S11-processed-gene-2.101&CDS=1-6432
2748	OG0002748	YLR431C	augustus_masked-ZYBA0S11-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-2.52&CDS=1-1305
2749	OG0002749	YLR433C	genemark-ZYBA0S11-processed-gene-2.204-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.204&CDS=1-1746
2750	OG0002750	YLR435W	genemark-ZYBA0S11-processed-gene-2.178-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.178&CDS=1-600
2751	OG0002751	YLR436C	genemark-ZYBA0S11-processed-gene-2.205-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.205&CDS=1-3657
2752	OG0002752	YLR437C	genemark-ZYBA0S11-processed-gene-2.206-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.206&CDS=1-372
2753	OG0002753	YLR438C-A	snap_masked-ZYBA0S11-processed-gene-2.135-mRNA-1_1&gene=snap_masked-ZYBA0S11-processed-gene-2.135&CDS=1-255
2754	OG0002754	YLR438W	genemark-ZYBA0S11-processed-gene-2.179-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.179&CDS=1-1290
2755	OG0002755	YLR439W	genemark-ZYBA0S11-processed-gene-2.181-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.181&CDS=1-945
2756	OG0002756	YLR440C	augustus_masked-ZYBA0S11-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-2.58&CDS=1-2061
2757	OG0002757	YLR443W	augustus_masked-ZYBA0S11-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-2.35&CDS=1-1236
2758	OG0002758	YLR445W	genemark-ZYBA0S11-processed-gene-2.187-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.187&CDS=1-504
2759	OG0002759	YLR446W	genemark-ZYBA0S11-processed-gene-2.188-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.188&CDS=1-1254
2760	OG0002760	YLR447C	genemark-ZYBA0S11-processed-gene-2.217-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.217&CDS=1-1035
2761	OG0002761	YLR449W	genemark-ZYBA0S11-processed-gene-2.191-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.191&CDS=1-1257
2762	OG0002762	YLR451W	genemark-ZYBA0S01-processed-gene-1.27-mRNA-1_1&gene=genemark-ZYBA0S01-processed-gene-1.27&CDS=1-2526
2763	OG0002763	YLR454W	snap_masked-ZYBA0S01-processed-gene-1.66-mRNA-1_1&gene=snap_masked-ZYBA0S01-processed-gene-1.66&CDS=1-7860
2764	OG0002764	YLR455W	genemark-ZYBA0S06-processed-gene-5.107-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-5.107&CDS=1-936
2765	OG0002765	YLR457C	genemark-ZYBA0S06-processed-gene-5.147-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-5.147&CDS=1-975
2766	OG0002766	YML001W	genemark-ZYBA0S04-processed-gene-3.69-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-3.69&CDS=1-621
2767	OG0002767	YML002W	genemark-ZYBA0S04-processed-gene-3.65-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-3.65&CDS=1-3300
2768	OG0002768	YML004C	genemark-ZYBA0S12-processed-gene-1.191-mRNA-1_1&gene=genemark-ZYBA0S12-processed-gene-1.191&CDS=1-987
2769	OG0002769	YML005W	genemark-ZYBA0S04-processed-gene-5.90-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-5.90&CDS=1-1224
2770	OG0002770	YML006C	snap_masked-ZYBA0S05-processed-gene-3.35-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-3.35&CDS=1-1581
2771	OG0002771	YML007W	genemark-ZYBA0S05-processed-gene-3.59-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.59&CDS=1-1641
2772	OG0002772	YML008C	genemark-ZYBA0S05-processed-gene-3.78-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.78&CDS=1-1131
2773	OG0002773	YML009C	snap_masked-ZYBA0S05-processed-gene-3.29-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-3.29&CDS=1-210
2774	OG0002774	YML010W	genemark-ZYBA0S05-processed-gene-3.54-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.54&CDS=1-3018
2775	OG0002775	YML011C	genemark-ZYBA0S05-processed-gene-3.73-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.73&CDS=1-528
2776	OG0002776	YML013W	genemark-ZYBA0S05-processed-gene-3.49-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.49&CDS=1-1845
2777	OG0002777	YML014W	genemark-ZYBA0S05-processed-gene-3.48-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-3.48&CDS=1-804
2778	OG0002778	YML015C	snap_masked-ZYBA0S05-processed-gene-3.6-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-3.6&CDS=1-1053
2779	OG0002779	YML017W	genemark-ZYBA0S05-processed-gene-2.81-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.81&CDS=1-1449
2780	OG0002780	YML018C	augustus_masked-ZYBA0S05-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-2.151&CDS=1-1134
2781	OG0002781	YML019W	augustus_masked-ZYBA0S05-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-2.130&CDS=1-972
2782	OG0002782	YML020W	augustus_masked-ZYBA0S05-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-2.129&CDS=1-1740
2783	OG0002783	YML021C	augustus_masked-ZYBA0S05-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-2.149&CDS=1-969
2784	OG0002784	YML022W	genemark-ZYBA0S05-processed-gene-2.78-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.78&CDS=1-561
2785	OG0002785	YML023C	genemark-ZYBA0S05-processed-gene-2.98-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.98&CDS=1-1602
2786	OG0002786	YML025C	snap_masked-ZYBA0S05-processed-gene-2.42-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-2.42&CDS=1-777
2787	OG0002787	YML027W	genemark-ZYBA0S05-processed-gene-2.71-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.71&CDS=1-1140
2788	OG0002788	YML029W	snap_masked-ZYBA0S05-processed-gene-2.17-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-2.17&CDS=1-2817
2789	OG0002789	YML030W	genemark-ZYBA0S05-processed-gene-2.68-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.68&CDS=1-480
2790	OG0002790	YML031W	genemark-ZYBA0S05-processed-gene-2.66-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.66&CDS=1-1827
2791	OG0002791	YML034W	genemark-ZYBA0S05-processed-gene-2.65-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.65&CDS=1-2379
2792	OG0002792	YML035C	genemark-ZYBA0S05-processed-gene-2.89-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.89&CDS=1-2304
2793	OG0002793	YML036W	genemark-ZYBA0S05-processed-gene-2.63-mRNA-1_1&gene=genemark-ZYBA0S05-processed-gene-2.63&CDS=1-426
2794	OG0002794	YML037C	snap_masked-ZYBA0S05-processed-gene-2.34-mRNA-1_1&gene=snap_masked-ZYBA0S05-processed-gene-2.34&CDS=1-1047
2795	OG0002795	YML038C	augustus_masked-ZYBA0S05-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-2.135&CDS=1-1506
2796	OG0002796	YML042W	augustus_masked-ZYBA0S05-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-ZYBA0S05-processed-gene-3.109&CDS=1-3369
2797	OG0002797	YML043C	augustus_masked-ZYBA0S04-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-ZYBA0S04-processed-gene-3.152&CDS=1-1332
2798	OG0002798	YML046W	genemark-ZYBA0S02-processed-gene-13.189-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.189&CDS=1-1911
2799	OG0002799	YML048W	genemark-ZYBA0S02-processed-gene-13.190-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.190&CDS=1-1224
2800	OG0002800	YML049C	genemark-ZYBA0S02-processed-gene-13.162-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.162&CDS=1-3870
2801	OG0002801	YML050W	genemark-ZYBA0S02-processed-gene-13.191-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.191&CDS=1-978
2802	OG0002802	YML051W	genemark-ZYBA0S02-processed-gene-13.192-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.192&CDS=1-1293
2803	OG0002803	YML052W	genemark-ZYBA0S02-processed-gene-13.193-mRNA-1_1&gene=genemark-ZYBA0S02-processed-gene-13.193&CDS=1-975
2804	OG0002804	YML054C	genemark-ZYBA0S11-processed-gene-2.172-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.172&CDS=1-1824
2805	OG0002805	YML055W	genemark-ZYBA0S11-processed-gene-2.202-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.202&CDS=1-510
2806	OG0002806	YML059C	genemark-ZYBA0S11-processed-gene-2.180-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.180&CDS=1-4911
2807	OG0002807	YML060W	genemark-ZYBA0S11-processed-gene-2.207-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.207&CDS=1-1116
2808	OG0002808	YML062C	genemark-ZYBA0S11-processed-gene-2.183-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.183&CDS=1-915
2809	OG0002809	YML064C	genemark-ZYBA0S11-processed-gene-2.184-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.184&CDS=1-663
2810	OG0002810	YML065W	maker-ZYBA0S11-snap-gene-2.5-mRNA-1_1&gene=maker-ZYBA0S11-snap-gene-2.5&CDS=1-2703
2811	OG0002811	YML067C	maker-ZYBA0S11-augustus-gene-2.72-mRNA-1_1&gene=maker-ZYBA0S11-augustus-gene-2.72&CDS=1-2094
2812	OG0002812	YML071C	genemark-ZYBA0S11-processed-gene-2.189-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.189&CDS=1-1320
2813	OG0002813	YML072C	snap_masked-ZYBA0S11-processed-gene-2.117-mRNA-1_1&gene=snap_masked-ZYBA0S11-processed-gene-2.117&CDS=1-4878
2814	OG0002814	YML073C	maker-ZYBA0S11-snap-gene-2.2-mRNA-1_1&gene=maker-ZYBA0S11-snap-gene-2.2&CDS=1-528
2815	OG0002815	YML075C	genemark-ZYBA0S11-processed-gene-2.192-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.192&CDS=1-3135
2816	OG0002816	YML076C	genemark-ZYBA0S11-processed-gene-2.193-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.193&CDS=1-2712
2817	OG0002817	YML077W	augustus_masked-ZYBA0S11-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-2.64&CDS=1-1503
2818	OG0002818	YML078W	genemark-ZYBA0S11-processed-gene-2.220-mRNA-1_1&gene=genemark-ZYBA0S11-processed-gene-2.220&CDS=1-546
2819	OG0002819	YML080W	augustus_masked-ZYBA0S11-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-ZYBA0S11-processed-gene-2.67&CDS=1-6348
2820	OG0002820	YML081C-A	snap_masked-ZYBA0S10-processed-gene-3.124-mRNA-1_1&gene=snap_masked-ZYBA0S10-processed-gene-3.124&CDS=1-177
2821	OG0002821	YML085C	augustus_masked-ZYBA0S10-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-ZYBA0S10-processed-gene-0.114&CDS=1-1338
2822	OG0002822	YML086C	maker-ZYBA0S10-augustus-gene-0.83-mRNA-1_1&gene=maker-ZYBA0S10-augustus-gene-0.83&CDS=1-2610
2823	OG0002823	YML088W	genemark-ZYBA0S10-processed-gene-0.10-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-0.10&CDS=1-1959
2824	OG0002824	YML091C	snap_masked-ZYBA0S10-processed-gene-0.64-mRNA-1_1&gene=snap_masked-ZYBA0S10-processed-gene-0.64&CDS=1-3603
2825	OG0002825	YML092C	genemark-ZYBA0S10-processed-gene-0.22-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-0.22&CDS=1-750
2826	OG0002826	YML093W	augustus_masked-ZYBA0S10-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-ZYBA0S10-processed-gene-0.94&CDS=1-2988
2827	OG0002827	YML096W	genemark-ZYBA0S10-processed-gene-0.5-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-0.5&CDS=1-1536
2828	OG0002828	YML097C	genemark-ZYBA0S10-processed-gene-0.21-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-0.21&CDS=1-1332
2829	OG0002829	YML099C	genemark-ZYBA0S10-processed-gene-0.18-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-0.18&CDS=1-2538
2830	OG0002830	YML102W	genemark-ZYBA0S04-processed-gene-5.109-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-5.109&CDS=1-1365
2831	OG0002831	YML103C	snap_masked-ZYBA0S04-processed-gene-5.32-mRNA-1_1&gene=snap_masked-ZYBA0S04-processed-gene-5.32&CDS=1-4866
2832	OG0002832	YML104C	snap_masked-ZYBA0S04-processed-gene-6.92-mRNA-1_1&gene=snap_masked-ZYBA0S04-processed-gene-6.92&CDS=1-3423
2833	OG0002833	YML105C	genemark-ZYBA0S04-processed-gene-6.46-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-6.46&CDS=1-798
2834	OG0002834	YML106W	genemark-ZYBA0S04-processed-gene-6.49-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-6.49&CDS=1-672
2835	OG0002835	YML107C	augustus_masked-ZYBA0S04-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-ZYBA0S04-processed-gene-6.4&CDS=1-975
2836	OG0002836	YML108W	genemark-ZYBA0S04-processed-gene-6.68-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-6.68&CDS=1-318
2837	OG0002837	YML109W	genemark-ZYBA0S04-processed-gene-6.69-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-6.69&CDS=1-3378
2838	OG0002838	YML110C	genemark-ZYBA0S04-processed-gene-6.50-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-6.50&CDS=1-879
2839	OG0002839	YML112W	genemark-ZYBA0S04-processed-gene-6.72-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-6.72&CDS=1-816
2840	OG0002840	YML114C	augustus_masked-ZYBA0S04-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-ZYBA0S04-processed-gene-6.9&CDS=1-1617
2841	OG0002841	YML117W	genemark-ZYBA0S04-processed-gene-6.74-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-6.74&CDS=1-3372
2842	OG0002842	YML119W	augustus_masked-ZYBA0S04-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-ZYBA0S04-processed-gene-6.33&CDS=1-936
2843	OG0002843	YML120C	genemark-ZYBA0S04-processed-gene-6.59-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-6.59&CDS=1-1521
2844	OG0002844	YML121W	genemark-ZYBA0S10-processed-gene-0.12-mRNA-1_1&gene=genemark-ZYBA0S10-processed-gene-0.12&CDS=1-897
2845	OG0002845	YML123C	snap_masked-ZYBA0S10-processed-gene-0.69-mRNA-1_1&gene=snap_masked-ZYBA0S10-processed-gene-0.69&CDS=1-1818
2846	OG0002846	YML126C	snap_masked-ZYBA0S10-processed-gene-0.65-mRNA-1_1&gene=snap_masked-ZYBA0S10-processed-gene-0.65&CDS=1-1422
2847	OG0002847	YML127W	snap_masked-ZYBA0S10-processed-gene-0.47-mRNA-1_1&gene=snap_masked-ZYBA0S10-processed-gene-0.47&CDS=1-1701
2848	OG0002848	YML128C	augustus_masked-ZYBA0S10-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-ZYBA0S10-processed-gene-0.110&CDS=1-1497
2849	OG0002849	YML129C	snap_masked-ZYBA0S10-processed-gene-0.62-mRNA-1_1&gene=snap_masked-ZYBA0S10-processed-gene-0.62&CDS=1-207
2850	OG0002850	YML130C	augustus_masked-ZYBA0S10-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-ZYBA0S10-processed-gene-0.105&CDS=1-2319
2851	OG0002851	YML131W	genemark-ZYBA0S15-processed-gene-0.125-mRNA-1_1&gene=genemark-ZYBA0S15-processed-gene-0.125&CDS=1-1098
2852	OG0002852	YMR001C	maker-ZYBA0S04-snap-gene-3.166-mRNA-1_1&gene=maker-ZYBA0S04-snap-gene-3.166&CDS=1-2154
2853	OG0002853	YMR002W	genemark-ZYBA0S04-processed-gene-3.75-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-3.75&CDS=1-456
2854	OG0002854	YMR004W	maker-ZYBA0S04-augustus-gene-3.3-mRNA-1_1&gene=maker-ZYBA0S04-augustus-gene-3.3&CDS=1-2361
2855	OG0002855	YMR005W	genemark-ZYBA0S04-processed-gene-3.79-mRNA-1_1&gene=genemark-ZYBA0S04-processed-gene-3.79&CDS=1-1149
2856	OG0002856	YMR009W	genemark-ZYBA0S13-processed-gene-1.93-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-1.93&CDS=1-534
2857	OG0002857	YMR010W	genemark-ZYBA0S13-processed-gene-1.94-mRNA-1_1&gene=genemark-ZYBA0S13-processed-gene-1.94&CDS=1-1263
2858	OG0002858	YMR012W	genemark-ZYBA0S06-processed-gene-0.62-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.62&CDS=1-3816
2859	OG0002859	YMR013C	genemark-ZYBA0S06-processed-gene-0.44-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.44&CDS=1-1527
2860	OG0002860	YMR014W	genemark-ZYBA0S06-processed-gene-0.61-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.61&CDS=1-1419
2861	OG0002861	YMR015C	genemark-ZYBA0S06-processed-gene-0.43-mRNA-1_1&gene=genemark-ZYBA0S06-processed-gene-0.43&CDS=1-1599
2862	OG0002862	YMR019W	genemark-ZYBA0S18-processed-gene-0.0-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.0&CDS=1-2364
2863	OG0002863	YMR020W	genemark-ZYBA0S18-processed-gene-0.1-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.1&CDS=1-1515
2864	OG0002864	YMR021C	genemark-ZYBA0S18-processed-gene-0.14-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.14&CDS=1-1014
2865	OG0002865	YMR022W	genemark-ZYBA0S18-processed-gene-0.2-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.2&CDS=1-495
2866	OG0002866	YMR023C	snap_masked-ZYBA0S18-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ZYBA0S18-processed-gene-0.39&CDS=1-1506
2867	OG0002867	YMR024W	genemark-ZYBA0S18-processed-gene-0.5-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.5&CDS=1-1125
2868	OG0002868	YMR027W	genemark-ZYBA0S18-processed-gene-0.7-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.7&CDS=1-1371
2869	OG0002869	YMR028W	genemark-ZYBA0S18-processed-gene-0.9-mRNA-1_1&gene=genemark-ZYBA0S18-processed-gene-0.9&CDS=1-1095
2870	OG0002870	YMR029C	snap_masked-ZYBA0S18-processed-gene-0.45-mRNA-1_1&gene=snap_masked-ZYBA0S18-processed-gene-0.45&CDS=1-1698
