	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035681_Candida_gotoi
2937	OG0002937	YNL307C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.113&CDS=1-1110
2938	OG0002938	YNL308C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.70&CDS=1-1683
2939	OG0002939	YNL310C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.61&CDS=1-531
2940	OG0002940	YNL312W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.53-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.53&CDS=1-771
2941	OG0002941	YNL313C	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-0.102&CDS=1-2844
2942	OG0002942	YNL315C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-1.62&CDS=1-918
2943	OG0002943	YNL316C	maker-NODE_16_length_382779_cov_70.9361_ID_31-snap-gene-2.268-mRNA-1_1&gene=maker-NODE_16_length_382779_cov_70.9361_ID_31-snap-gene-2.268&CDS=1-900
2944	OG0002944	YNL317W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.87-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.87&CDS=1-1506
2945	OG0002945	YNL320W	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.158-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.158&CDS=1-906
2946	OG0002946	YNL321W	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.133-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.133&CDS=1-3354
2947	OG0002947	YNL325C	snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_26_length_162235_cov_68.3165_ID_51-processed-gene-0.138&CDS=1-3072
2948	OG0002948	YNL326C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.141&CDS=1-1170
2949	OG0002949	YNL328C	snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.169&CDS=1-435
2950	OG0002950	YNL329C	snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.205-mRNA-1_1&gene=snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.205&CDS=1-3597
2951	OG0002951	YNL330C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.142&CDS=1-1413
2952	OG0002952	YNR001C	maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-8.71-mRNA-1_1&gene=maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-8.71&CDS=1-1395
2953	OG0002953	YNR003C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-2.119&CDS=1-981
2954	OG0002954	YNR006W	snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.138&CDS=1-2292
2955	OG0002955	YNR007C	snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.111&CDS=1-915
2956	OG0002956	YNR008W	snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_28_length_139703_cov_65.3203_ID_55-processed-gene-0.112&CDS=1-2040
2957	OG0002957	YNR012W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.242-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-4.242&CDS=1-1551
2958	OG0002958	YNR015W	augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.15&CDS=1-1248
2959	OG0002959	YNR016C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-0.108&CDS=1-6657
2960	OG0002960	YNR017W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.79&CDS=1-627
2961	OG0002961	YNR020C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.62-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.62&CDS=1-702
2962	OG0002962	YNR021W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.82-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.82&CDS=1-1125
2963	OG0002963	YNR023W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.56&CDS=1-1416
2964	OG0002964	YNR029C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.164&CDS=1-2709
2965	OG0002965	YNR030W	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.116&CDS=1-1887
2966	OG0002966	YNR033W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.92&CDS=1-2304
2967	OG0002967	YNR035C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.104-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.104&CDS=1-1029
2968	OG0002968	YNR036C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.86-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.86&CDS=1-537
2969	OG0002969	YNR037C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.0-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.0&CDS=1-273
2970	OG0002970	YNR038W	augustus_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-5.53&CDS=1-1902
2971	OG0002971	YNR039C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.163-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.163&CDS=1-2019
2972	OG0002972	YNR041C	augustus_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.62&CDS=1-1146
2973	OG0002973	YNR043W	maker-NODE_12_length_465408_cov_66.2617_ID_23-snap-gene-3.81-mRNA-1_1&gene=maker-NODE_12_length_465408_cov_66.2617_ID_23-snap-gene-3.81&CDS=1-1155
2974	OG0002974	YNR046W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.89-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-4.89&CDS=1-387
2975	OG0002975	YNR050C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.160-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.160&CDS=1-1332
2976	OG0002976	YNR052C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-6.64-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-6.64&CDS=1-1629
2977	OG0002977	YNR053C	maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-6.39-mRNA-1_1&gene=maker-NODE_1_length_933283_cov_68.0403_ID_1-snap-gene-6.39&CDS=1-1641
2978	OG0002978	YNR054C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-3.4&CDS=1-1038
2979	OG0002979	YNR055C	augustus_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.102&CDS=1-1686
2980	OG0002980	YNR057C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.169-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.169&CDS=1-636
2981	OG0002981	YNR064C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-1.74&CDS=1-930
2982	OG0002982	YOL001W	snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.38&CDS=1-1401
2983	OG0002983	YOL003C	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.138&CDS=1-1248
2984	OG0002984	YOL004W	maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-3.54-mRNA-1_1&gene=maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-3.54&CDS=1-4596
2985	OG0002985	YOL005C	maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-3.53-mRNA-1_1&gene=maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-3.53&CDS=1-366
2986	OG0002986	YOL006C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.83&CDS=1-2316
2987	OG0002987	YOL008W	snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.60&CDS=1-612
2988	OG0002988	YOL009C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-0.60&CDS=1-1152
2989	OG0002989	YOL010W	augustus_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-4.97&CDS=1-1113
2990	OG0002990	YOL012C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.69&CDS=1-396
2991	OG0002991	YOL013C	snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-0.29&CDS=1-1509
2992	OG0002992	YOL016C	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.48-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.48&CDS=1-1356
2993	OG0002993	YOL019W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-0.15&CDS=1-1515
2994	OG0002994	YOL021C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.211-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.211&CDS=1-2958
2995	OG0002995	YOL022C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-2.76&CDS=1-1317
2996	OG0002996	YOL023W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-2.77&CDS=1-2280
2997	OG0002997	YOL027C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.119-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.119&CDS=1-1398
2998	OG0002998	YOL030W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-0.88&CDS=1-1395
2999	OG0002999	YOL031C	snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.179&CDS=1-1356
3000	OG0003000	YOL032W	snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.181-mRNA-1_1&gene=snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.181&CDS=1-633
3001	OG0003001	YOL033W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.104-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.104&CDS=1-1542
3002	OG0003002	YOL034W	genemark-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-2.22&CDS=1-3282
3003	OG0003003	YOL038W	augustus_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.19&CDS=1-780
3004	OG0003004	YOL040C	maker-NODE_2_length_906092_cov_75.1325_ID_3-snap-gene-7.0-mRNA-1_1&gene=maker-NODE_2_length_906092_cov_75.1325_ID_3-snap-gene-7.0&CDS=1-426
3005	OG0003005	YOL041C	snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.193-mRNA-1_1&gene=snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.193&CDS=1-1368
3006	OG0003006	YOL048C	augustus_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.81&CDS=1-831
3007	OG0003007	YOL049W	snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.178-mRNA-1_1&gene=snap_masked-NODE_25_length_171835_cov_70.1684_ID_49-processed-gene-0.178&CDS=1-1473
3008	OG0003008	YOL051W	snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.73&CDS=1-3684
3009	OG0003009	YOL052C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.99-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.99&CDS=1-1428
3010	OG0003010	YOL054W	maker-NODE_4_length_767683_cov_66.5034_ID_7-augustus-gene-1.41-mRNA-1_1&gene=maker-NODE_4_length_767683_cov_66.5034_ID_7-augustus-gene-1.41&CDS=1-1146
3011	OG0003011	YOL057W	snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.181-mRNA-1_1&gene=snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.181&CDS=1-2067
3012	OG0003012	YOL058W	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.112-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-2.112&CDS=1-1248
3013	OG0003013	YOL060C	augustus_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.30&CDS=1-3999
3014	OG0003014	YOL061W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-2.110&CDS=1-1302
3015	OG0003015	YOL062C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-2.111&CDS=1-1485
3016	OG0003016	YOL064C	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-1.60&CDS=1-1095
3017	OG0003017	YOL065C	augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-2.13&CDS=1-1344
3018	OG0003018	YOL066C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-2.103&CDS=1-1749
3019	OG0003019	YOL067C	snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.64&CDS=1-795
3020	OG0003020	YOL069W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-3.50&CDS=1-1419
3021	OG0003021	YOL070C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-0.6&CDS=1-2103
3022	OG0003022	YOL071W	snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_30_length_122419_cov_77.8929_ID_59-processed-gene-0.66&CDS=1-435
3023	OG0003023	YOL072W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.92&CDS=1-1383
3024	OG0003024	YOL073C	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-2.3&CDS=1-1023
3025	OG0003025	YOL075C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.73&CDS=1-4023
3026	OG0003026	YOL076W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.93&CDS=1-2202
3027	OG0003027	YOL077C	genemark-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.44-mRNA-1_1&gene=genemark-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.44&CDS=1-1017
3028	OG0003028	YOL078W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.209-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.209&CDS=1-3003
3029	OG0003029	YOL080C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.208-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.208&CDS=1-804
3030	OG0003030	YOL084W	snap_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_31_length_117061_cov_71.4585_ID_61-processed-gene-0.99&CDS=1-2769
3031	OG0003031	YOL087C	augustus_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.86&CDS=1-3336
3032	OG0003032	YOL090W	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-0.7&CDS=1-3069
3033	OG0003033	YOL093W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-1.106&CDS=1-999
3034	OG0003034	YOL094C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.136-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.136&CDS=1-981
3035	OG0003035	YOL095C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.137&CDS=1-2469
3036	OG0003036	YOL096C	augustus_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.191&CDS=1-921
3037	OG0003037	YOL097C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.168-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.168&CDS=1-1284
3038	OG0003038	YOL098C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-1.53&CDS=1-3171
3039	OG0003039	YOL102C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.157-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.157&CDS=1-810
3040	OG0003040	YOL107W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-4.123-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-4.123&CDS=1-1023
3041	OG0003041	YOL111C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-2.87&CDS=1-612
3042	OG0003042	YOL114C	augustus_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.142&CDS=1-579
3043	OG0003043	YOL115W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-3.79&CDS=1-1782
3044	OG0003044	YOL116W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.139-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-4.139&CDS=1-1977
3045	OG0003045	YOL123W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-2.56&CDS=1-1437
3046	OG0003046	YOL124C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-2.82&CDS=1-1311
3047	OG0003047	YOL125W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-1.48&CDS=1-1476
3048	OG0003048	YOL127W	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.161-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.161&CDS=1-1002
3049	OG0003049	YOL129W	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.162-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.162&CDS=1-534
3050	OG0003050	YOL132W	maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-0.123-mRNA-1_1&gene=maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-0.123&CDS=1-1497
3051	OG0003051	YOL133W	augustus_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.209-mRNA-1_1&gene=augustus_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.209&CDS=1-402
3052	OG0003052	YOL135C	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.164-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.164&CDS=1-732
3053	OG0003053	YOL136C	augustus_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.201-mRNA-1_1&gene=augustus_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.201&CDS=1-960
3054	OG0003054	YOL137W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-2.58&CDS=1-1545
3055	OG0003055	YOL138C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.127&CDS=1-3858
3056	OG0003056	YOL139C	snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_12_length_465408_cov_66.2617_ID_23-processed-gene-3.126&CDS=1-627
3057	OG0003057	YOL140W	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.86&CDS=1-2397
