	OrthologID	Saccharomyces_cerevisiae	Starmerella_bombicola_JCM9596
2443	OG0002443	YOL008W	-processed-gene-14.30-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.30&CDS=1-402
2444	OG0002444	YOL009C	-processed-gene-8.69-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-8.69&CDS=1-792
2445	OG0002445	YOL010W	-processed-gene-3.101-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-3.101&CDS=1-1083
2446	OG0002446	YOL012C	-processed-gene-15.72-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.72&CDS=1-420
2447	OG0002447	YOL013C	-processed-gene-2.150-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-2.150&CDS=1-1365
2448	OG0002448	YOL018C	-processed-gene-11.117-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-11.117&CDS=1-1035
2449	OG0002449	YOL021C	-processed-gene-7.89-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-7.89&CDS=1-2931
2450	OG0002450	YOL022C	-processed-gene-27.57-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-27.57&CDS=1-1065
2451	OG0002451	YOL023W	-processed-gene-27.83-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-27.83&CDS=1-1773
2452	OG0002452	YOL026C	-processed-gene-12.15-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-12.15&CDS=1-321
2453	OG0002453	YOL030W	-processed-gene-6.89-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-6.89&CDS=1-1404
2454	OG0002454	YOL031C	-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.66&CDS=1-909
2455	OG0002455	YOL032W	-processed-gene-11.69-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-11.69&CDS=1-618
2456	OG0002456	YOL033W	-processed-gene-5.127-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-5.127&CDS=1-1515
2457	OG0002457	YOL034W	-processed-gene-4.53-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-4.53&CDS=1-3477
2458	OG0002458	YOL038W	-processed-gene-7.63-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-7.63&CDS=1-765
2459	OG0002459	YOL040C	-processed-gene-28.100-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-28.100&CDS=1-429
2460	OG0002460	YOL041C	-processed-gene-14.10-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.10&CDS=1-1209
2461	OG0002461	YOL049W	-processed-gene-7.116-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-7.116&CDS=1-1437
2462	OG0002462	YOL052C	-processed-gene-13.63-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-13.63&CDS=1-1203
2463	OG0002463	YOL058W	-processed-gene-15.119-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-15.119&CDS=1-1236
2464	OG0002464	YOL060C	-processed-gene-10.89-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.89&CDS=1-1743
2465	OG0002465	YOL061W	-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.29&CDS=1-1296
2466	OG0002466	YOL064C	-processed-gene-1.129-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-1.129&CDS=1-1017
2467	OG0002467	YOL065C	-processed-gene-8.127-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-8.127&CDS=1-1092
2468	OG0002468	YOL066C	-processed-gene-8.103-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-8.103&CDS=1-1605
2469	OG0002469	YOL070C	-processed-gene-8.105-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-8.105&CDS=1-1542
2470	OG0002470	YOL072W	-processed-gene-18.56-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-18.56&CDS=1-1263
2471	OG0002471	YOL076W	-processed-gene-12.55-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.55&CDS=1-2241
2472	OG0002472	YOL077C	-processed-gene-25.7-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.7&CDS=1-861
2473	OG0002473	YOL077W-A	-processed-gene-25.42-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.42&CDS=1-195
2474	OG0002474	YOL078W	-processed-gene-25.8-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.8&CDS=1-2178
2475	OG0002475	YOL090W	-augustus-gene-3.0-mRNA-1_1&gene=maker-gi|1002316115|dbj|BCGO01000004.1|-augustus-gene-3.0&CDS=1-4854
2476	OG0002476	YOL093W	-processed-gene-20.92-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.92&CDS=1-858
2477	OG0002477	YOL094C	-processed-gene-9.23-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-9.23&CDS=1-1005
2478	OG0002478	YOL096C	-processed-gene-25.34-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.34&CDS=1-876
2479	OG0002479	YOL097C	-processed-gene-1.70-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-1.70&CDS=1-1320
2480	OG0002480	YOL098C	-processed-gene-24.4-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-24.4&CDS=1-3111
2481	OG0002481	YOL108C	-processed-gene-14.82-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-14.82&CDS=1-237
2482	OG0002482	YOL111C	-augustus-gene-4.1-mRNA-1_1&gene=maker-gi|1002316118|dbj|BCGO01000001.1|-augustus-gene-4.1&CDS=1-861
2483	OG0002483	YOL114C	-processed-gene-23.62-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.62&CDS=1-432
2484	OG0002484	YOL123W	-processed-gene-26.7-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-26.7&CDS=1-1401
2485	OG0002485	YOL124C	-processed-gene-26.4-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-26.4&CDS=1-1380
2486	OG0002486	YOL127W	-processed-gene-10.90-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-10.90&CDS=1-432
2487	OG0002487	YOL129W	-processed-gene-1.13-mRNA-1_1&gene=genemark-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-1.13&CDS=1-513
2488	OG0002488	YOL132W	-processed-gene-21.105-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.105&CDS=1-1563
2489	OG0002489	YOL135C	-processed-gene-12.76-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-12.76&CDS=1-684
2490	OG0002490	YOL138C	-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-4.4&CDS=1-4320
2491	OG0002491	YOL139C	-processed-gene-12.18-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-12.18&CDS=1-642
2492	OG0002492	YOL140W	-processed-gene-12.21-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-12.21&CDS=1-1224
2493	OG0002493	YOL142W	-processed-gene-11.145-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.145&CDS=1-600
2494	OG0002494	YOL143C	-augustus-gene-12.157-mRNA-1_1&gene=maker-gi|1002316117|dbj|BCGO01000002.1|-augustus-gene-12.157&CDS=1-2136
2495	OG0002495	YOL145C	-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.81&CDS=1-3153
2496	OG0002496	YOL146W	-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.103&CDS=1-876
2497	OG0002497	YOL147C	-processed-gene-23.82-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.82&CDS=1-693
2498	OG0002498	YOL149W	-processed-gene-23.78-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.78&CDS=1-426
2499	OG0002499	YOL158C	-processed-gene-27.53-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-27.53&CDS=1-1887
2500	OG0002500	YOR001W	-processed-gene-12.59-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.59&CDS=1-2127
2501	OG0002501	YOR002W	-augustus-gene-1.131-mRNA-1_1&gene=maker-gi|1002316115|dbj|BCGO01000004.1|-augustus-gene-1.131&CDS=1-2427
2502	OG0002502	YOR004W	-processed-gene-15.171-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-15.171&CDS=1-807
2503	OG0002503	YOR005C	-processed-gene-3.96-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.96&CDS=1-2847
2504	OG0002504	YOR006C	-processed-gene-21.86-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.86&CDS=1-861
2505	OG0002505	YOR007C	-processed-gene-21.85-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.85&CDS=1-990
2506	OG0002506	YOR017W	-processed-gene-6.130-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-6.130&CDS=1-1755
2507	OG0002507	YOR020C	-processed-gene-25.9-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.9&CDS=1-315
2508	OG0002508	YOR021C	-processed-gene-12.54-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.54&CDS=1-609
2509	OG0002509	YOR022C	-processed-gene-12.52-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.52&CDS=1-1695
2510	OG0002510	YOR025W	-processed-gene-0.65-mRNA-1_1&gene=snap_masked-gi|1002316114|dbj|BCGO01000005.1|-processed-gene-0.65&CDS=1-1221
2511	OG0002511	YOR027W	-processed-gene-11.93-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-11.93&CDS=1-1686
2512	OG0002512	YOR028C	-processed-gene-14.71-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-14.71&CDS=1-483
2513	OG0002513	YOR036W	-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-0.85&CDS=1-867
2514	OG0002514	YOR037W	-processed-gene-9.89-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-9.89&CDS=1-1317
2515	OG0002515	YOR039W	-processed-gene-19.275-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-19.275&CDS=1-651
2516	OG0002516	YOR043W	-processed-gene-3.92-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.92&CDS=1-957
2517	OG0002517	YOR046C	-processed-gene-11.78-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.78&CDS=1-1395
2518	OG0002518	YOR048C	-processed-gene-6.110-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-6.110&CDS=1-2520
2519	OG0002519	YOR049C	-processed-gene-8.102-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-8.102&CDS=1-918
2520	OG0002520	YOR051C	-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-8.47&CDS=1-1011
2521	OG0002521	YOR052C	-processed-gene-9.55-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-9.55&CDS=1-480
2522	OG0002522	YOR056C	-processed-gene-0.55-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-0.55&CDS=1-1200
2523	OG0002523	YOR057W	-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-0.115&CDS=1-1026
2524	OG0002524	YOR063W	-processed-gene-22.14-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-22.14&CDS=1-1161
2525	OG0002525	YOR065W	-processed-gene-15.51-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.51&CDS=1-849
2526	OG0002526	YOR067C	-processed-gene-14.33-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.33&CDS=1-1452
2527	OG0002527	YOR069W	-processed-gene-3.104-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-3.104&CDS=1-1797
2528	OG0002528	YOR070C	-processed-gene-16.103-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-16.103&CDS=1-1491
2529	OG0002529	YOR074C	-processed-gene-14.39-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.39&CDS=1-897
2530	OG0002530	YOR077W	-processed-gene-10.152-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-10.152&CDS=1-672
2531	OG0002531	YOR079C	-processed-gene-12.74-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-12.74&CDS=1-1515
2532	OG0002532	YOR084W	-processed-gene-23.21-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.21&CDS=1-1116
2533	OG0002533	YOR085W	-processed-gene-18.80-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-18.80&CDS=1-984
2534	OG0002534	YOR089C	-processed-gene-15.64-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.64&CDS=1-699
2535	OG0002535	YOR091W	-processed-gene-15.67-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-15.67&CDS=1-1005
2536	OG0002536	YOR093C	-processed-gene-11.99-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-11.99&CDS=1-4173
2537	OG0002537	YOR095C	-processed-gene-18.81-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-18.81&CDS=1-729
2538	OG0002538	YOR100C	-processed-gene-22.123-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.123&CDS=1-921
2539	OG0002539	YOR111W	-processed-gene-11.81-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.81&CDS=1-690
2540	OG0002540	YOR112W	-processed-gene-11.56-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-11.56&CDS=1-2148
2541	OG0002541	YOR113W	-processed-gene-20.71-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-20.71&CDS=1-1974
2542	OG0002542	YOR115C	-processed-gene-5.130-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-5.130&CDS=1-489
2543	OG0002543	YOR116C	-processed-gene-9.108-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-9.108&CDS=1-4149
2544	OG0002544	YOR117W	-processed-gene-25.5-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.5&CDS=1-1257
2545	OG0002545	YOR118W	-processed-gene-6.54-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-6.54&CDS=1-1362
2546	OG0002546	YOR119C	-processed-gene-5.35-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-5.35&CDS=1-1416
2547	OG0002547	YOR122C	-processed-gene-22.134-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-22.134&CDS=1-378
2548	OG0002548	YOR123C	-processed-gene-3.19-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-3.19&CDS=1-909
2549	OG0002549	YOR124C	-processed-gene-0.67-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-0.67&CDS=1-3351
2550	OG0002550	YOR125C	-processed-gene-8.10-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-8.10&CDS=1-591
2551	OG0002551	YOR128C	-processed-gene-23.53-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-23.53&CDS=1-1647
2552	OG0002552	YOR130C	-processed-gene-6.95-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-6.95&CDS=1-807
2553	OG0002553	YOR131C	-processed-gene-23.3-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.3&CDS=1-603
2554	OG0002554	YOR132W	-processed-gene-5.103-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-5.103&CDS=1-1488
2555	OG0002555	YOR136W	-augustus-gene-25.196-mRNA-1_1&gene=maker-gi|1002316117|dbj|BCGO01000002.1|-augustus-gene-25.196&CDS=1-1773
2556	OG0002556	YOR140W	-processed-gene-0.53-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-0.53&CDS=1-2409
2557	OG0002557	YOR141C	-processed-gene-0.72-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-0.72&CDS=1-1926
2558	OG0002558	YOR142W	-processed-gene-9.55-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.55&CDS=1-1014
2559	OG0002559	YOR143C	-processed-gene-8.106-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-8.106&CDS=1-705
2560	OG0002560	YOR144C	-processed-gene-9.52-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.52&CDS=1-2292
2561	OG0002561	YOR145C	-processed-gene-8.3-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-8.3&CDS=1-777
2562	OG0002562	YOR149C	-processed-gene-8.6-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-8.6&CDS=1-1548
2563	OG0002563	YOR150W	-processed-gene-9.69-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.69&CDS=1-474
2564	OG0002564	YOR151C	-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-9.37&CDS=1-3690
2565	OG0002565	YOR155C	-processed-gene-1.52-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-1.52&CDS=1-1272
2566	OG0002566	YOR157C	-processed-gene-25.31-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-25.31&CDS=1-795
2567	OG0002567	YOR158W	-processed-gene-19.13-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-19.13&CDS=1-870
2568	OG0002568	YOR160W	-processed-gene-19.58-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.58&CDS=1-2886
2569	OG0002569	YOR161C	-processed-gene-19.80-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-19.80&CDS=1-1461
2570	OG0002570	YOR163W	-processed-gene-23.53-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.53&CDS=1-471
2571	OG0002571	YOR164C	-processed-gene-23.73-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.73&CDS=1-837
2572	OG0002572	YOR165W	-processed-gene-2.170-mRNA-1_1&gene=snap_masked-gi|1002316115|dbj|BCGO01000004.1|-processed-gene-2.170&CDS=1-2397
2573	OG0002573	YOR168W	-processed-gene-21.62-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.62&CDS=1-2421
2574	OG0002574	YOR174W	-processed-gene-24.49-mRNA-1_1&gene=augustus_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-24.49&CDS=1-594
2575	OG0002575	YOR175C	-processed-gene-23.74-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.74&CDS=1-1431
2576	OG0002576	YOR176W	-processed-gene-23.54-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-23.54&CDS=1-1092
2577	OG0002577	YOR181W	-processed-gene-5.43-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-5.43&CDS=1-2448
2578	OG0002578	YOR184W	-processed-gene-21.80-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-21.80&CDS=1-1125
2579	OG0002579	YOR187W	-processed-gene-28.105-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-28.105&CDS=1-1305
2580	OG0002580	YOR194C	-processed-gene-17.29-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-17.29&CDS=1-900
2581	OG0002581	YOR196C	-processed-gene-17.66-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-17.66&CDS=1-1137
2582	OG0002582	YOR197W	-processed-gene-5.101-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-5.101&CDS=1-978
2583	OG0002583	YOR201C	-processed-gene-26.127-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-26.127&CDS=1-1101
2584	OG0002584	YOR202W	-processed-gene-26.129-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-26.129&CDS=1-645
2585	OG0002585	YOR204W	-processed-gene-6.73-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-6.73&CDS=1-1854
2586	OG0002586	YOR206W	-processed-gene-15.127-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-15.127&CDS=1-1902
2587	OG0002587	YOR207C	-processed-gene-15.125-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-15.125&CDS=1-3420
2588	OG0002588	YOR209C	-processed-gene-2.127-mRNA-1_1&gene=snap_masked-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-2.127&CDS=1-1233
2589	OG0002589	YOR210W	-processed-gene-19.8-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-19.8&CDS=1-216
2590	OG0002590	YOR211C	-processed-gene-11.65-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-11.65&CDS=1-4746
2591	OG0002591	YOR216C	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-0.50&CDS=1-1548
2592	OG0002592	YOR217W	-processed-gene-0.34-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-0.34&CDS=1-2604
2593	OG0002593	YOR224C	-processed-gene-14.20-mRNA-1_1&gene=snap_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-14.20&CDS=1-429
2594	OG0002594	YOR232W	-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-gi|1002316116|dbj|BCGO01000003.1|-processed-gene-6.34&CDS=1-648
2595	OG0002595	YOR236W	-processed-gene-17.46-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-17.46&CDS=1-567
2596	OG0002596	YOR239W	-processed-gene-26.30-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-26.30&CDS=1-918
2597	OG0002597	YOR241W	-processed-gene-26.52-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-26.52&CDS=1-1410
2598	OG0002598	YOR242C	-processed-gene-25.28-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.28&CDS=1-825
2599	OG0002599	YOR243C	-processed-gene-25.27-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-25.27&CDS=1-1767
2600	OG0002600	YOR244W	-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-3.134&CDS=1-2286
2601	OG0002601	YOR245C	-processed-gene-9.158-mRNA-1_1&gene=genemark-gi|1002316118|dbj|BCGO01000001.1|-processed-gene-9.158&CDS=1-1173
2602	OG0002602	YOR250C	-processed-gene-1.63-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-1.63&CDS=1-1329
2603	OG0002603	YOR251C	-processed-gene-6.65-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-6.65&CDS=1-870
2604	OG0002604	YOR252W	-processed-gene-2.72-mRNA-1_1&gene=snap_masked-gi|1002316117|dbj|BCGO01000002.1|-processed-gene-2.72&CDS=1-486
