	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034974_Deakozyma_indianensis
2725	OG0002725	YNL305C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-0.63&CDS=1-795
2726	OG0002726	YNL306W	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.7&CDS=1-516
2727	OG0002727	YNL308C	augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-1.138&CDS=1-1500
2728	OG0002728	YNL310C	augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-2.74&CDS=1-468
2729	OG0002729	YNL313C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-10.70&CDS=1-2436
2730	OG0002730	YNL315C	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.4&CDS=1-876
2731	OG0002731	YNL316C	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.5&CDS=1-861
2732	OG0002732	YNL317W	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-1.72&CDS=1-1248
2733	OG0002733	YNL320W	augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-1.60&CDS=1-897
2734	OG0002734	YNL321W	snap_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-0.43&CDS=1-2964
2735	OG0002735	YNL322C	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.24&CDS=1-330
2736	OG0002736	YNL325C	maker-NODE_4_length_629897_cov_23.9612_ID_7-snap-gene-1.54-mRNA-1_1&gene=maker-NODE_4_length_629897_cov_23.9612_ID_7-snap-gene-1.54&CDS=1-3027
2737	OG0002737	YNL326C	snap_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.7&CDS=1-651
2738	OG0002738	YNL329C	snap_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.6&CDS=1-3051
2739	OG0002739	YNL330C	augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.40&CDS=1-1395
2740	OG0002740	YNR001C	augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.247-mRNA-1_1&gene=augustus_masked-NODE_22_length_237600_cov_23.5216_ID_43-processed-gene-1.247&CDS=1-1389
2741	OG0002741	YNR003C	augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_18_length_262085_cov_23.2177_ID_35-processed-gene-1.38&CDS=1-966
2742	OG0002742	YNR006W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-11.101&CDS=1-1716
2743	OG0002743	YNR007C	augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.264-mRNA-1_1&gene=augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.264&CDS=1-864
2744	OG0002744	YNR008W	augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.216&CDS=1-1896
2745	OG0002745	YNR012W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-5.94&CDS=1-1311
2746	OG0002746	YNR013C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-5.71&CDS=1-2295
2747	OG0002747	YNR015W	augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.204&CDS=1-1059
2748	OG0002748	YNR016C	augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-0.87&CDS=1-6621
2749	OG0002749	YNR017W	augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.242&CDS=1-615
2750	OG0002750	YNR018W	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-1.49&CDS=1-639
2751	OG0002751	YNR020C	augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.35&CDS=1-651
2752	OG0002752	YNR021W	augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_28_length_124063_cov_22.7088_ID_55-processed-gene-0.8&CDS=1-1158
2753	OG0002753	YNR023W	augustus_masked-NODE_36_length_39030_cov_21.5212_ID_71-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_36_length_39030_cov_21.5212_ID_71-processed-gene-0.32&CDS=1-1248
2754	OG0002754	YNR029C	augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.192&CDS=1-1035
2755	OG0002755	YNR030W	snap_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.104&CDS=1-1728
2756	OG0002756	YNR032C-A	augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.67&CDS=1-219
2757	OG0002757	YNR032W	augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.68&CDS=1-948
2758	OG0002758	YNR033W	augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.90&CDS=1-2217
2759	OG0002759	YNR034W	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-1.57&CDS=1-789
2760	OG0002760	YNR035C	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-1.44&CDS=1-948
2761	OG0002761	YNR036C	augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-0.39&CDS=1-546
2762	OG0002762	YNR037C	snap_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-2.7&CDS=1-267
2763	OG0002763	YNR039C	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-3.10&CDS=1-1452
2764	OG0002764	YNR041C	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-2.77&CDS=1-1056
2765	OG0002765	YNR043W	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-2.60&CDS=1-1212
2766	OG0002766	YNR046W	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-0.20&CDS=1-384
2767	OG0002767	YNR050C	augustus_masked-NODE_33_length_58837_cov_33.2076_ID_65-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_33_length_58837_cov_33.2076_ID_65-processed-gene-0.0&CDS=1-1332
2768	OG0002768	YNR052C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-1.125&CDS=1-1002
2769	OG0002769	YNR053C	maker-NODE_30_length_88320_cov_22.7683_ID_59-augustus-gene-0.10-mRNA-1_1&gene=maker-NODE_30_length_88320_cov_22.7683_ID_59-augustus-gene-0.10&CDS=1-1569
2770	OG0002770	YNR054C	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.75&CDS=1-909
2771	OG0002771	YNR064C	snap_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.92&CDS=1-987
2772	OG0002772	YOL001W	snap_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-2.30&CDS=1-1023
2773	OG0002773	YOL002C	augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-NODE_20_length_253619_cov_23.9657_ID_39-processed-gene-1.184&CDS=1-798
2774	OG0002774	YOL003C	genemark-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-3.37-mRNA-1_1&gene=genemark-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-3.37&CDS=1-984
2775	OG0002775	YOL004W	augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-1.36&CDS=1-4242
2776	OG0002776	YOL005C	augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_21_length_245991_cov_23.2876_ID_41-processed-gene-1.10&CDS=1-360
2777	OG0002777	YOL006C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-7.124&CDS=1-2418
2778	OG0002778	YOL008W	snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-0.140&CDS=1-564
2779	OG0002779	YOL009C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-0.110&CDS=1-492
2780	OG0002780	YOL010W	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-0.56&CDS=1-1065
2781	OG0002781	YOL012C	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-2.163&CDS=1-399
2782	OG0002782	YOL018C	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-1.0&CDS=1-981
2783	OG0002783	YOL021C	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-1.33&CDS=1-2859
2784	OG0002784	YOL022C	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-5.55&CDS=1-1101
2785	OG0002785	YOL023W	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-5.71&CDS=1-2511
2786	OG0002786	YOL026C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-11.119&CDS=1-390
2787	OG0002787	YOL030W	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-3.80&CDS=1-1344
2788	OG0002788	YOL032W	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-2.109&CDS=1-609
2789	OG0002789	YOL033W	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.32&CDS=1-1518
2790	OG0002790	YOL034W	augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_13_length_396458_cov_24.2092_ID_25-processed-gene-2.73&CDS=1-3501
2791	OG0002791	YOL038W	augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.82&CDS=1-732
2792	OG0002792	YOL040C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-2.117&CDS=1-456
2793	OG0002793	YOL041C	augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_12_length_398490_cov_23.3519_ID_23-processed-gene-1.105&CDS=1-1206
2794	OG0002794	YOL048C	maker-NODE_4_length_629897_cov_23.9612_ID_7-snap-gene-2.144-mRNA-1_1&gene=maker-NODE_4_length_629897_cov_23.9612_ID_7-snap-gene-2.144&CDS=1-861
2795	OG0002795	YOL049W	augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-2.17&CDS=1-1395
2796	OG0002796	YOL052C	augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-0.1&CDS=1-1158
2797	OG0002797	YOL054W	snap_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-0.89&CDS=1-1440
2798	OG0002798	YOL057W	augustus_masked-NODE_35_length_51877_cov_28.9776_ID_69-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_35_length_51877_cov_28.9776_ID_69-processed-gene-0.30&CDS=1-2010
2799	OG0002799	YOL058W	augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.262-mRNA-1_1&gene=augustus_masked-NODE_26_length_184323_cov_24.5943_ID_51-processed-gene-0.262&CDS=1-1236
2800	OG0002800	YOL060C	snap_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-1.273-mRNA-1_1&gene=snap_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-1.273&CDS=1-1767
2801	OG0002801	YOL061W	maker-NODE_3_length_734043_cov_24.8_ID_5-augustus-gene-6.3-mRNA-1_1&gene=maker-NODE_3_length_734043_cov_24.8_ID_5-augustus-gene-6.3&CDS=1-1806
2802	OG0002802	YOL064C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-0.122&CDS=1-996
2803	OG0002803	YOL065C	augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-8.74&CDS=1-1221
2804	OG0002804	YOL066C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.154-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.154&CDS=1-1668
2805	OG0002805	YOL067C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-6.116&CDS=1-1179
2806	OG0002806	YOL069W	snap_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.156-mRNA-1_1&gene=snap_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.156&CDS=1-1389
2807	OG0002807	YOL070C	snap_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.91-mRNA-1_1&gene=snap_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.91&CDS=1-3000
2808	OG0002808	YOL071W	snap_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.192-mRNA-1_1&gene=snap_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.192&CDS=1-459
2809	OG0002809	YOL073C	augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-0.44&CDS=1-762
2810	OG0002810	YOL076W	augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-1.94&CDS=1-2157
2811	OG0002811	YOL077C	augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_4_length_629897_cov_23.9612_ID_7-processed-gene-1.72&CDS=1-873
2812	OG0002812	YOL090W	augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.112&CDS=1-2628
2813	OG0002813	YOL093W	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-2.87&CDS=1-990
2814	OG0002814	YOL094C	augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.120&CDS=1-999
2815	OG0002815	YOL096C	augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.59&CDS=1-870
2816	OG0002816	YOL097C	augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_9_length_418354_cov_23.2809_ID_17-processed-gene-3.75&CDS=1-1305
2817	OG0002817	YOL098C	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-2.120&CDS=1-3138
2818	OG0002818	YOL102C	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-0.59&CDS=1-591
2819	OG0002819	YOL108C	augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_10_length_413368_cov_23.0473_ID_19-processed-gene-3.82&CDS=1-321
2820	OG0002820	YOL110W	snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_1_length_1396749_cov_23.5698_ID_1-processed-gene-0.133&CDS=1-546
2821	OG0002821	YOL114C	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-1.62&CDS=1-468
2822	OG0002822	YOL123W	maker-NODE_25_length_185076_cov_28.1523_ID_49-snap-gene-0.156-mRNA-1_1&gene=maker-NODE_25_length_185076_cov_28.1523_ID_49-snap-gene-0.156&CDS=1-1284
2823	OG0002823	YOL124C	augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_25_length_185076_cov_28.1523_ID_49-processed-gene-0.83&CDS=1-1284
2824	OG0002824	YOL125W	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-4.146&CDS=1-1176
2825	OG0002825	YOL127W	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.5&CDS=1-435
2826	OG0002826	YOL132W	snap_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_5_length_572190_cov_23.7656_ID_9-processed-gene-1.143&CDS=1-1437
2827	OG0002827	YOL135C	snap_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_8_length_421068_cov_22.5296_ID_15-processed-gene-2.143&CDS=1-714
2828	OG0002828	YOL140W	augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_24_length_197201_cov_29.2507_ID_47-processed-gene-0.75&CDS=1-1356
2829	OG0002829	YOL141W	augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_449235_cov_25.4959_ID_13-processed-gene-0.15&CDS=1-3018
2830	OG0002830	YOL142W	augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_14_length_344857_cov_26.0503_ID_27-processed-gene-0.82&CDS=1-687
2831	OG0002831	YOL143C	augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-2.27&CDS=1-504
2832	OG0002832	YOL144W	augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-2.47&CDS=1-1491
2833	OG0002833	YOL145C	augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_15_length_303709_cov_21.9907_ID_29-processed-gene-2.28&CDS=1-3123
2834	OG0002834	YOL146W	augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.237-mRNA-1_1&gene=augustus_masked-NODE_19_length_261061_cov_22.5448_ID_37-processed-gene-1.237&CDS=1-516
2835	OG0002835	YOL147C	augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-1.93&CDS=1-699
2836	OG0002836	YOL148C	augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_11_length_409265_cov_25.2302_ID_21-processed-gene-1.80&CDS=1-1857
2837	OG0002837	YOL149W	augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_3_length_734043_cov_24.8_ID_5-processed-gene-1.66&CDS=1-423
2838	OG0002838	YOR001W	augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NODE_17_length_284981_cov_23.5242_ID_33-processed-gene-1.192&CDS=1-2193
2839	OG0002839	YOR002W	snap_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_2_length_765441_cov_23.7578_ID_3-processed-gene-0.34&CDS=1-1617
2840	OG0002840	YOR004W	snap_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-3.258-mRNA-1_1&gene=snap_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-3.258&CDS=1-795
2841	OG0002841	YOR005C	augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_6_length_470546_cov_23.8238_ID_11-processed-gene-2.113&CDS=1-2670
2842	OG0002842	YOR006C	maker-NODE_30_length_88320_cov_22.7683_ID_59-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_30_length_88320_cov_22.7683_ID_59-augustus-gene-0.11&CDS=1-2379
2843	OG0002843	YOR007C	augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_16_length_290319_cov_24.671_ID_31-processed-gene-0.52&CDS=1-972
