	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034978_Cyberlindnera_mrakii
2801	OG0002801	YMR038C	genemark-NODE_36_length_101228_cov_12.2831_ID_71-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_36_length_101228_cov_12.2831_ID_71-processed-gene-0.21&CDS=1-669
2802	OG0002802	YMR039C	genemark-NODE_36_length_101228_cov_12.2831_ID_71-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_36_length_101228_cov_12.2831_ID_71-processed-gene-0.23&CDS=1-309
2803	OG0002803	YMR041C	genemark-NODE_36_length_101228_cov_12.2831_ID_71-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_36_length_101228_cov_12.2831_ID_71-processed-gene-0.5&CDS=1-975
2804	OG0002804	YMR043W	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.120-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.120&CDS=1-627
2805	OG0002805	YMR044W	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.121-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.121&CDS=1-1215
2806	OG0002806	YMR048W	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.160-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.160&CDS=1-807
2807	OG0002807	YMR049C	genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.67&CDS=1-2361
2808	OG0002808	YMR058W	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.184-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.184&CDS=1-1869
2809	OG0002809	YMR060C	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.200-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.200&CDS=1-912
2810	OG0002810	YMR061W	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.235-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.235&CDS=1-2019
2811	OG0002811	YMR062C	genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.10&CDS=1-1290
2812	OG0002812	YMR063W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.94&CDS=1-1920
2813	OG0002813	YMR065W	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.144-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-2.144&CDS=1-1353
2814	OG0002814	YMR066W	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.108-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.108&CDS=1-2502
2815	OG0002815	YMR067C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.71&CDS=1-1449
2816	OG0002816	YMR068W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-3.2-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-3.2&CDS=1-1341
2817	OG0002817	YMR069W	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-0.100&CDS=1-612
2818	OG0002818	YMR071C	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.153-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-3.153&CDS=1-501
2819	OG0002819	YMR073C	snap_masked-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.238-mRNA-1_1&gene=snap_masked-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.238&CDS=1-558
2820	OG0002820	YMR074C	genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_21_length_195718_cov_12.8148_ID_41-processed-gene-0.104&CDS=1-363
2821	OG0002821	YMR075W	genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.34&CDS=1-2319
2822	OG0002822	YMR076C	genemark-NODE_35_length_108243_cov_13.851_ID_69-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_35_length_108243_cov_13.851_ID_69-processed-gene-0.125&CDS=1-3768
2823	OG0002823	YMR077C	genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.81&CDS=1-624
2824	OG0002824	YMR078C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.57&CDS=1-2100
2825	OG0002825	YMR079W	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.52&CDS=1-909
2826	OG0002826	YMR080C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.76&CDS=1-2886
2827	OG0002827	YMR087W	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.136-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.136&CDS=1-759
2828	OG0002828	YMR088C	maker-NODE_21_length_195718_cov_12.8148_ID_41-snap-gene-0.94-mRNA-1_1&gene=maker-NODE_21_length_195718_cov_12.8148_ID_41-snap-gene-0.94&CDS=1-4632
2829	OG0002829	YMR090W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.92&CDS=1-684
2830	OG0002830	YMR091C	genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_32_length_123785_cov_11.5377_ID_63-processed-gene-0.71&CDS=1-1332
2831	OG0002831	YMR092C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.135-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.135&CDS=1-1749
2832	OG0002832	YMR093W	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.164-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.164&CDS=1-1485
2833	OG0002833	YMR097C	snap_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.105&CDS=1-1056
2834	OG0002834	YMR098C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.163-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.163&CDS=1-1698
2835	OG0002835	YMR099C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.55&CDS=1-885
2836	OG0002836	YMR100W	genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-0.86&CDS=1-2055
2837	OG0002837	YMR106C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.166-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-4.166&CDS=1-2781
2838	OG0002838	YMR108W	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-1.69&CDS=1-2028
2839	OG0002839	YMR109W	genemark-NODE_59_length_28895_cov_12.501_ID_117-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_59_length_28895_cov_12.501_ID_117-processed-gene-0.39&CDS=1-3738
2840	OG0002840	YMR110C	maker-NODE_1_length_888145_cov_11.6895_ID_1-snap-gene-1.97-mRNA-1_1&gene=maker-NODE_1_length_888145_cov_11.6895_ID_1-snap-gene-1.97&CDS=1-1599
2841	OG0002841	YMR112C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.93&CDS=1-315
2842	OG0002842	YMR113W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-2.67-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-2.67&CDS=1-1302
2843	OG0002843	YMR114C	augustus_masked-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.147&CDS=1-915
2844	OG0002844	YMR116C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-1.71&CDS=1-942
2845	OG0002845	YMR117C	genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_17_length_236667_cov_11.7538_ID_33-processed-gene-1.51&CDS=1-579
2846	OG0002846	YMR119W	snap_masked-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-3.92&CDS=1-1914
2847	OG0002847	YMR120C	genemark-NODE_33_length_117799_cov_11.4822_ID_65-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_33_length_117799_cov_11.4822_ID_65-processed-gene-0.109&CDS=1-1767
2848	OG0002848	YMR125W	genemark-NODE_33_length_117799_cov_11.4822_ID_65-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_33_length_117799_cov_11.4822_ID_65-processed-gene-0.85&CDS=1-2559
2849	OG0002849	YMR126C	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.198-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.198&CDS=1-864
2850	OG0002850	YMR127C	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.197-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.197&CDS=1-933
2851	OG0002851	YMR128W	augustus_masked-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.76&CDS=1-5139
2852	OG0002852	YMR129W	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.233-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.233&CDS=1-3873
2853	OG0002853	YMR130W	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.238-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-1.238&CDS=1-771
2854	OG0002854	YMR131C	genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-2.56&CDS=1-1506
2855	OG0002855	YMR132C	genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_43_length_69127_cov_12.3237_ID_85-processed-gene-0.73&CDS=1-660
2856	OG0002856	YMR134W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-0.57&CDS=1-528
2857	OG0002857	YMR137C	genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-0.80&CDS=1-1560
2858	OG0002858	YMR138W	genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_15_length_266027_cov_11.9535_ID_29-processed-gene-0.78&CDS=1-540
2859	OG0002859	YMR140W	snap_masked-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_10_length_330540_cov_12.3262_ID_19-processed-gene-0.55&CDS=1-1263
2860	OG0002860	YMR145C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.250-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.250&CDS=1-1608
2861	OG0002861	YMR146C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.204-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.204&CDS=1-1020
2862	OG0002862	YMR149W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.75-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.75&CDS=1-816
2863	OG0002863	YMR150C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.257-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.257&CDS=1-540
2864	OG0002864	YMR152W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.63-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.63&CDS=1-1047
2865	OG0002865	YMR153W	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-1.5&CDS=1-1365
2866	OG0002866	YMR154C	maker-NODE_9_length_336998_cov_12.2226_ID_17-snap-gene-1.155-mRNA-1_1&gene=maker-NODE_9_length_336998_cov_12.2226_ID_17-snap-gene-1.155&CDS=1-3123
2867	OG0002867	YMR155W	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-1.33&CDS=1-1539
2868	OG0002868	YMR156C	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.207-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.207&CDS=1-684
2869	OG0002869	YMR158W	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.253-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-3.253&CDS=1-468
2870	OG0002870	YMR159C	genemark-NODE_84_length_9506_cov_12.2443_ID_167-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_84_length_9506_cov_12.2443_ID_167-processed-gene-0.10&CDS=1-525
2871	OG0002871	YMR161W	genemark-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.10&CDS=1-978
2872	OG0002872	YMR162C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.49&CDS=1-4629
2873	OG0002873	YMR164C	augustus_masked-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.222&CDS=1-1608
2874	OG0002874	YMR165C	maker-NODE_16_length_257578_cov_11.8083_ID_31-augustus-gene-1.10-mRNA-1_1&gene=maker-NODE_16_length_257578_cov_11.8083_ID_31-augustus-gene-1.10&CDS=1-2835
2875	OG0002875	YMR166C	genemark-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.52&CDS=1-972
2876	OG0002876	YMR167W	snap_masked-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_24_length_182395_cov_12.0428_ID_47-processed-gene-0.93&CDS=1-2133
2877	OG0002877	YMR171C	augustus_masked-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-1.3&CDS=1-1251
2878	OG0002878	YMR176W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.84&CDS=1-4086
2879	OG0002879	YMR177W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.83&CDS=1-1431
2880	OG0002880	YMR178W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.82&CDS=1-810
2881	OG0002881	YMR179W	maker-NODE_4_length_705674_cov_11.8238_ID_7-snap-gene-6.67-mRNA-1_1&gene=maker-NODE_4_length_705674_cov_11.8238_ID_7-snap-gene-6.67&CDS=1-2091
2882	OG0002882	YMR182C	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.89-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.89&CDS=1-981
2883	OG0002883	YMR185W	genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_19_length_218239_cov_12.78_ID_37-processed-gene-0.31&CDS=1-2718
2884	OG0002884	YMR186W	genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_6_length_464862_cov_11.3774_ID_11-processed-gene-0.82&CDS=1-2097
2885	OG0002885	YMR188C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-2.39&CDS=1-765
2886	OG0002886	YMR189W	genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.94&CDS=1-3069
2887	OG0002887	YMR190C	genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.96&CDS=1-4086
2888	OG0002888	YMR191W	genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_38_length_93158_cov_11.7657_ID_75-processed-gene-0.92&CDS=1-1182
2889	OG0002889	YMR193W	maker-NODE_38_length_93158_cov_11.7657_ID_75-snap-gene-0.62-mRNA-1_1&gene=maker-NODE_38_length_93158_cov_11.7657_ID_75-snap-gene-0.62&CDS=1-960
2890	OG0002890	YMR196W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.47&CDS=1-3138
2891	OG0002891	YMR197C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-0.68&CDS=1-666
2892	OG0002892	YMR200W	genemark-NODE_36_length_101228_cov_12.2831_ID_71-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_36_length_101228_cov_12.2831_ID_71-processed-gene-0.4&CDS=1-723
2893	OG0002893	YMR202W	maker-NODE_4_length_705674_cov_11.8238_ID_7-snap-gene-6.70-mRNA-1_1&gene=maker-NODE_4_length_705674_cov_11.8238_ID_7-snap-gene-6.70&CDS=1-1284
2894	OG0002894	YMR203W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.124-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-6.124&CDS=1-1155
2895	OG0002895	YMR205C	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-0.78&CDS=1-2814
2896	OG0002896	YMR208W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.93-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.93&CDS=1-1260
2897	OG0002897	YMR209C	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.94-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-5.94&CDS=1-1179
2898	OG0002898	YMR211W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.56&CDS=1-1332
2899	OG0002899	YMR212C	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.13-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.13&CDS=1-2289
2900	OG0002900	YMR213W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.61&CDS=1-1935
2901	OG0002901	YMR214W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.11&CDS=1-1116
2902	OG0002902	YMR215W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.1-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.1&CDS=1-1479
2903	OG0002903	YMR216C	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.5-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-3.5&CDS=1-1686
2904	OG0002904	YMR218C	snap_masked-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_7_length_458531_cov_11.9306_ID_13-processed-gene-2.25&CDS=1-3462
2905	OG0002905	YMR220W	genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_2_length_726406_cov_11.9842_ID_3-processed-gene-0.60&CDS=1-1344
2906	OG0002906	YMR221C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.118&CDS=1-1530
2907	OG0002907	YMR223W	genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-3.58-mRNA-1_1&gene=genemark-NODE_4_length_705674_cov_11.8238_ID_7-processed-gene-3.58&CDS=1-1515
2908	OG0002908	YMR224C	genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_11_length_300050_cov_11.9646_ID_21-processed-gene-2.89&CDS=1-1959
2909	OG0002909	YMR225C	genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.173-mRNA-1_1&gene=genemark-NODE_14_length_273612_cov_12.1734_ID_27-processed-gene-1.173&CDS=1-285
2910	OG0002910	YMR227C	genemark-NODE_46_length_66918_cov_13.401_ID_91-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_46_length_66918_cov_13.401_ID_91-processed-gene-0.107&CDS=1-1380
2911	OG0002911	YMR228W	genemark-NODE_46_length_66918_cov_13.401_ID_91-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_46_length_66918_cov_13.401_ID_91-processed-gene-0.89&CDS=1-990
2912	OG0002912	YMR229C	genemark-NODE_46_length_66918_cov_13.401_ID_91-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_46_length_66918_cov_13.401_ID_91-processed-gene-0.92&CDS=1-5076
2913	OG0002913	YMR231W	genemark-NODE_25_length_169497_cov_12.2903_ID_49-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_25_length_169497_cov_12.2903_ID_49-processed-gene-0.108&CDS=1-2793
2914	OG0002914	YMR233W	genemark-NODE_25_length_169497_cov_12.2903_ID_49-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_25_length_169497_cov_12.2903_ID_49-processed-gene-0.110&CDS=1-486
2915	OG0002915	YMR234W	genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_9_length_336998_cov_12.2226_ID_17-processed-gene-0.64&CDS=1-1326
2916	OG0002916	YMR235C	genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_1_length_888145_cov_11.6895_ID_1-processed-gene-0.48&CDS=1-1239
2917	OG0002917	YMR239C	maker-NODE_3_length_717632_cov_12.2362_ID_5-augustus-gene-6.199-mRNA-1_1&gene=maker-NODE_3_length_717632_cov_12.2362_ID_5-augustus-gene-6.199&CDS=1-1683
2918	OG0002918	YMR240C	genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-6.8-mRNA-1_1&gene=genemark-NODE_3_length_717632_cov_12.2362_ID_5-processed-gene-6.8&CDS=1-1482
2919	OG0002919	YMR241W	genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_5_length_658169_cov_12.3468_ID_9-processed-gene-1.138&CDS=1-921
2920	OG0002920	YMR243C	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-0.92&CDS=1-1251
2921	OG0002921	YMR244C-A	genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_16_length_257578_cov_11.8083_ID_31-processed-gene-0.121&CDS=1-315
2922	OG0002922	YMR244W	genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_13_length_280725_cov_12.346_ID_25-processed-gene-1.34&CDS=1-1023
2923	OG0002923	YMR247C	genemark-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_26_length_168686_cov_11.8876_ID_51-processed-gene-0.139&CDS=1-4464
2924	OG0002924	YMR250W	genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.16-mRNA-1_1&gene=genemark-NODE_8_length_379377_cov_11.5979_ID_15-processed-gene-2.16&CDS=1-1623
