	OrthologID	Fusarium_graminearum	Saccharomyces_cerevisiae
1407	OG0001407	XP_011319185.1	YNL024C
1408	OG0001408	XP_011319186.1	YIL140W
1409	OG0001409	XP_011319192.1	YBR055C
1410	OG0001410	XP_011319195.1	YGL030W
1411	OG0001411	XP_011319196.1	YLR075W
1412	OG0001412	XP_011319200.1	YPR069C
1413	OG0001413	XP_011319202.1	YLR351C
1414	OG0001414	XP_011319207.1	YGL011C
1415	OG0001415	XP_011319214.1	YCL031C
1416	OG0001416	XP_011319217.1	YPR035W
1417	OG0001417	XP_011319220.1	YBR084W
1418	OG0001418	XP_011319221.1	YMR146C
1419	OG0001419	XP_011319222.1	YOR304W
1420	OG0001420	XP_011319224.1	YIR001C
1421	OG0001421	XP_011319225.1	YER125W
1422	OG0001422	XP_011319226.1	YOL123W
1423	OG0001423	XP_011319229.1	YOR070C
1424	OG0001424	XP_011319236.1	YER107C
1425	OG0001425	XP_011319240.1	YNL242W
1426	OG0001426	XP_011319251.1	YER151C
1427	OG0001427	XP_011319252.1	YDR529C
1428	OG0001428	XP_011319255.1	YIL010W
1429	OG0001429	XP_011319259.1	YHR013C
1430	OG0001430	XP_011319261.1	YLR291C
1431	OG0001431	XP_011319262.1	YHR004C
1432	OG0001432	XP_011319264.1	YDL208W
1433	OG0001433	XP_011319265.1	YJL166W
1434	OG0001434	XP_011319266.1	YGR132C
1435	OG0001435	XP_011319267.1	YLR107W
1436	OG0001436	XP_011319268.1	YOR059C
1437	OG0001437	XP_011319272.1	YPR073C
1438	OG0001438	XP_011319273.1	YHR030C
1439	OG0001439	XP_011319277.1	YCR028C
1440	OG0001440	XP_011319282.1	YFR007W
1441	OG0001441	XP_011319311.1	YDR189W
1442	OG0001442	XP_011319313.1	YLR174W
1443	OG0001443	XP_011319317.1	YIL038C
1444	OG0001444	XP_011319318.1	YDL219W
1445	OG0001445	XP_011319320.1	YKL092C
1446	OG0001446	XP_011319322.1	YKR085C
1447	OG0001447	XP_011319327.1	YMR217W
1448	OG0001448	XP_011319330.1	YHR114W
1449	OG0001449	XP_011319331.1	YBR222C
1450	OG0001450	XP_011319336.1	YPL260W
1451	OG0001451	XP_011319337.1	YDL081C
1452	OG0001452	XP_011319345.1	YIL090W
1453	OG0001453	XP_011319358.1	YML067C
1454	OG0001454	XP_011319360.1	YMR214W
1455	OG0001455	XP_011319372.1	YDL076C
1456	OG0001456	XP_011319373.1	YBR269C
1457	OG0001457	XP_011319384.1	YDL045C
1458	OG0001458	XP_011319393.1	YJL059W
1459	OG0001459	XP_011319396.1	YKL087C
1460	OG0001460	XP_011319398.1	YNR043W
1461	OG0001461	XP_011319445.1	YOL122C
1462	OG0001462	XP_011319493.1	YDR486C
1463	OG0001463	XP_011319503.1	YAL041W
1464	OG0001464	XP_011319504.1	YDL045W-A
1465	OG0001465	XP_011319506.1	YNL206C
1466	OG0001466	XP_011319509.1	YIR026C
1467	OG0001467	XP_011319522.1	YLR045C
1468	OG0001468	XP_011319524.1	YLL040C
1469	OG0001469	XP_011319678.1	YOR128C
1470	OG0001470	XP_011319739.1	YJL035C
1471	OG0001471	XP_011319741.1	YGR042W
1472	OG0001472	XP_011319745.1	YGR165W
1473	OG0001473	XP_011319746.1	YLR006C
1474	OG0001474	XP_011319754.1	YLR026C
1475	OG0001475	XP_011319759.1	YNL272C
1476	OG0001476	XP_011319760.1	YDL095W
1477	OG0001477	XP_011319762.1	YJL203W
1478	OG0001478	XP_011319763.1	YOR357C
1479	OG0001479	XP_011319764.1	YBR192W
1480	OG0001480	XP_011319767.1	YKL025C
1481	OG0001481	XP_011319769.1	YDL091C
1482	OG0001482	XP_011319778.1	YKR043C
1483	OG0001483	XP_011319780.1	YFR010W
1484	OG0001484	XP_011319781.1	YKL013C
1485	OG0001485	XP_011319783.1	YJL145W
1486	OG0001486	XP_011319786.1	YDR459C
1487	OG0001487	XP_011319787.1	YDR419W
1488	OG0001488	XP_011319792.1	YJR132W
1489	OG0001489	XP_011319794.1	YOR155C
1490	OG0001490	XP_011319800.1	YPR091C
1491	OG0001491	XP_011319801.1	YDR150W
1492	OG0001492	XP_011319805.1	YLR323C
1493	OG0001493	XP_011319806.1	YNR007C
1494	OG0001494	XP_011319808.1	YPL167C
1495	OG0001495	XP_011319809.1	YDR088C
1496	OG0001496	XP_011319810.1	YBR189W
1497	OG0001497	XP_011319812.1	YNL243W
1498	OG0001498	XP_011319818.1	YBL019W
1499	OG0001499	XP_011319819.1	YGL191W
1500	OG0001500	XP_011319828.1	YNL244C
1501	OG0001501	XP_011319829.1	YPL030W
1502	OG0001502	XP_011319833.1	YJR010W
1503	OG0001503	XP_011319835.1	YBR187W
1504	OG0001504	XP_011319837.1	YDR086C
1505	OG0001505	XP_011319843.1	YDR204W
1506	OG0001506	XP_011319844.1	YMR074C
1507	OG0001507	XP_011319847.1	YHR019C
1508	OG0001508	XP_011319848.1	YMR002W
1509	OG0001509	XP_011319850.1	YDR198C
1510	OG0001510	XP_011319852.1	YGR112W
1511	OG0001511	XP_011319856.1	YDL213C
1512	OG0001512	XP_011319861.1	YPR002W
1513	OG0001513	XP_011319863.1	YLR003C
1514	OG0001514	XP_011319867.1	YDR049W
1515	OG0001515	XP_011319871.1	YJL180C
1516	OG0001516	XP_011319872.1	YNL287W
1517	OG0001517	XP_011319897.1	YMR212C
1518	OG0001518	XP_011319915.1	YBR220C
1519	OG0001519	XP_011319917.1	YIL083C
1520	OG0001520	XP_011319938.1	YDR292C
1521	OG0001521	XP_011319939.1	YNL263C
1522	OG0001522	XP_011319945.1	YKL100C
1523	OG0001523	XP_011319950.1	YDL055C
1524	OG0001524	XP_011319952.1	YDL090C
1525	OG0001525	XP_011319955.1	YLL039C
1526	OG0001526	XP_011319956.1	YHL010C
1527	OG0001527	XP_011319957.1	YBL011W
1528	OG0001528	XP_011319966.1	YER141W
1529	OG0001529	XP_011319967.1	YML093W
1530	OG0001530	XP_011319968.1	YDL128W
1531	OG0001531	XP_011319969.1	YLR144C
1532	OG0001532	XP_011319980.1	YBR282W
1533	OG0001533	XP_011319982.1	YLR435W
1534	OG0001534	XP_011319990.1	YPL009C
1535	OG0001535	XP_011319992.1	YNL239W
1536	OG0001536	XP_011320000.1	YPL204W
1537	OG0001537	XP_011320003.1	YGR100W
1538	OG0001538	XP_011320007.1	YJR034W
1539	OG0001539	XP_011320009.1	YLR354C
1540	OG0001540	XP_011320011.1	YJR104C
1541	OG0001541	XP_011320013.1	YHR023W
1542	OG0001542	XP_011320020.1	YPL262W
1543	OG0001543	XP_011320025.1	YMR063W
1544	OG0001544	XP_011320030.1	YHR186C
1545	OG0001545	XP_011320032.1	YOL034W
1546	OG0001546	XP_011320040.1	YMR043W
1547	OG0001547	XP_011320044.1	YML086C
1548	OG0001548	XP_011320045.1	YLR239C
1549	OG0001549	XP_011320047.1	YJL128C
1550	OG0001550	XP_011320048.1	YBR287W
1551	OG0001551	XP_011320055.1	YBR136W
1552	OG0001552	XP_011320059.1	YDR531W
1553	OG0001553	XP_011320062.1	YLR109W
1554	OG0001554	XP_011320064.1	YGL243W
1555	OG0001555	XP_011320066.1	YGR174C
1556	OG0001556	XP_011320077.1	YDL084W
1557	OG0001557	XP_011320080.1	YHR071W
1558	OG0001558	XP_011320082.1	YPL060W
1559	OG0001559	XP_011320084.1	YPL022W
1560	OG0001560	XP_011320086.1	YOR181W
1561	OG0001561	XP_011320087.1	YMR260C
1562	OG0001562	XP_011320089.1	YLR330W
1563	OG0001563	XP_011320092.1	YLR430W
1564	OG0001564	XP_011320097.1	YOL142W
1565	OG0001565	XP_011320098.1	YHR064C
1566	OG0001566	XP_011320104.1	YBR260C
1567	OG0001567	XP_011320105.1	YCR081W
1568	OG0001568	XP_011320116.1	YER004W
1569	OG0001569	XP_011320117.1	YDR236C
1570	OG0001570	XP_011320118.1	YBR239C
1571	OG0001571	XP_011320123.1	YKL007W
1572	OG0001572	XP_011320124.1	YNL111C
1573	OG0001573	XP_011320125.1	YKR062W
1574	OG0001574	XP_011320132.1	YCL034W
1575	OG0001575	XP_011320133.1	YGR264C
1576	OG0001576	XP_011320134.1	YJR073C
1577	OG0001577	XP_011320142.1	YGL019W
1578	OG0001578	XP_011320145.1	YGL164C
1579	OG0001579	XP_011320146.1	YDR172W
1580	OG0001580	XP_011320148.1	YKR097W
1581	OG0001581	XP_011320152.1	YHR085W
1582	OG0001582	XP_011320154.1	YHR039C
1583	OG0001583	XP_011320155.1	YER166W
1584	OG0001584	XP_011320157.1	YOR332W
1585	OG0001585	XP_011320163.1	YLR286C
1586	OG0001586	XP_011320165.1	YJR019C
1587	OG0001587	XP_011320171.1	YOL152W
1588	OG0001588	XP_011320173.1	YOR370C
1589	OG0001589	XP_011320175.1	YBR293W
1590	OG0001590	XP_011320178.1	YLR371W
1591	OG0001591	XP_011320179.1	YKL140W
1592	OG0001592	XP_011320192.1	YHR193C
1593	OG0001593	XP_011320193.1	YKL016C
1594	OG0001594	XP_011320195.1	YDR092W
1595	OG0001595	XP_011320196.1	YDR128W
1596	OG0001596	XP_011320198.1	YPL076W
1597	OG0001597	XP_011320202.1	YDR045C
1598	OG0001598	XP_011320203.1	YGL242C
1599	OG0001599	XP_011320210.1	YNR006W
1600	OG0001600	XP_011320214.1	YER022W
1601	OG0001601	XP_011320215.1	YOR191W
1602	OG0001602	XP_011320221.1	YOR327C
1603	OG0001603	XP_011320226.1	YPL226W
1604	OG0001604	XP_011320227.1	YLR246W
1605	OG0001605	XP_011320229.1	YGR208W
1606	OG0001606	XP_011320230.1	YPR167C
1607	OG0001607	XP_011320231.1	YGL050W
1608	OG0001608	XP_011320234.1	YDL105W
1609	OG0001609	XP_011320238.1	YLR240W
1610	OG0001610	XP_011320239.1	YBR026C
1611	OG0001611	XP_011320243.1	YMR097C
1612	OG0001612	XP_011320244.1	YPL181W
1613	OG0001613	XP_011320263.1	YDR158W
1614	OG0001614	XP_011320270.1	YHL002W
1615	OG0001615	XP_011320271.1	YPR185W
1616	OG0001616	XP_011320273.1	YOR222W
1617	OG0001617	XP_011320285.1	YGL211W
1618	OG0001618	XP_011320287.1	YER009W
1619	OG0001619	XP_011320291.1	YCR093W
1620	OG0001620	XP_011320295.1	YDR316W
1621	OG0001621	XP_011320298.1	YNL289W
1622	OG0001622	XP_011320304.1	YFR030W
1623	OG0001623	XP_011320310.1	YLR017W
1624	OG0001624	XP_011320311.1	YCR054C
1625	OG0001625	XP_011320315.1	YOL096C
1626	OG0001626	XP_011320316.1	YDR487C
1627	OG0001627	XP_011320322.1	YAL048C
1628	OG0001628	XP_011320323.1	YBR236C
1629	OG0001629	XP_011320324.1	YPR108W
1630	OG0001630	XP_011320325.1	YLR089C
1631	OG0001631	XP_011320327.1	YML009C
1632	OG0001632	XP_011320331.1	YGR145W
1633	OG0001633	XP_011320341.1	YLR285W
1634	OG0001634	XP_011320345.1	YDR408C
1635	OG0001635	XP_011320347.1	YER148W
1636	OG0001636	XP_011320348.1	YER069W
1637	OG0001637	XP_011320349.1	YOR356W
1638	OG0001638	XP_011320352.1	YGL141W
1639	OG0001639	XP_011320353.1	YER165W
1640	OG0001640	XP_011320357.1	YJR113C
1641	OG0001641	XP_011320371.1	YJL092W
1642	OG0001642	XP_011320375.1	YJR102C
1643	OG0001643	XP_011320384.1	YGL166W
1644	OG0001644	XP_011320387.1	YGL094C
1645	OG0001645	XP_011320391.1	YAL039C
1646	OG0001646	XP_011320392.1	YPL109C
1647	OG0001647	XP_011320396.1	YDR299W
1648	OG0001648	XP_011320405.1	YER162C
1649	OG0001649	XP_011320431.1	YMR189W
1650	OG0001650	XP_011320448.1	YKL157W
1651	OG0001651	XP_011320456.1	YJL104W
1652	OG0001652	XP_011320460.1	YDL141W
1653	OG0001653	XP_011320461.1	YJR144W
1654	OG0001654	XP_011320477.1	YER100W
1655	OG0001655	XP_011320478.1	YNL026W
1656	OG0001656	XP_011320492.1	YGR127W
1657	OG0001657	XP_011320494.1	YPL122C
1658	OG0001658	XP_011320522.1	YJR133W
1659	OG0001659	XP_011320524.1	YPL107W
1660	OG0001660	XP_011320530.1	YOL116W
1661	OG0001661	XP_011320534.1	YBL015W
1662	OG0001662	XP_011320638.1	YGR172C
1663	OG0001663	XP_011320639.1	YGL097W
1664	OG0001664	XP_011320682.1	YKL203C
1665	OG0001665	XP_011320688.1	YMR140W
1666	OG0001666	XP_011320690.1	YDR221W
1667	OG0001667	XP_011320693.1	YLR085C
1668	OG0001668	XP_011320972.1	YKL071W
1669	OG0001669	XP_011321002.1	YGL245W
1670	OG0001670	XP_011321006.1	YGL143C
1671	OG0001671	XP_011321014.1	YGR007W
1672	OG0001672	XP_011321018.1	YPL059W
1673	OG0001673	XP_011321028.1	YNL036W
1674	OG0001674	XP_011321033.1	YLL018C
1675	OG0001675	XP_011321109.1	YIR030C
1676	OG0001676	XP_011321110.1	YDL029W
1677	OG0001677	XP_011321111.1	YPL042C
1678	OG0001678	XP_011321113.1	YCL010C
1679	OG0001679	XP_011321114.1	YER003C
1680	OG0001680	XP_011321120.1	YJR129C
1681	OG0001681	XP_011321124.1	YBL033C
1682	OG0001682	XP_011321127.1	YOR340C
1683	OG0001683	XP_011321147.1	YOL146W
1684	OG0001684	XP_011321149.1	YDR057W
1685	OG0001685	XP_011321180.1	YDR398W
1686	OG0001686	XP_011321187.1	YJL106W
1687	OG0001687	XP_011321193.1	YDR294C
1688	OG0001688	XP_011321194.1	YJL183W
1689	OG0001689	XP_011321196.1	YML092C
1690	OG0001690	XP_011321199.1	YNL129W
1691	OG0001691	XP_011321201.1	YER082C
1692	OG0001692	XP_011321202.1	YDL060W
1693	OG0001693	XP_011321208.1	YEL064C
1694	OG0001694	XP_011321213.1	YOR216C
1695	OG0001695	XP_011321214.1	YNL110C
1696	OG0001696	XP_011321218.1	YDR228C
1697	OG0001697	XP_011321219.1	YNL218W
1698	OG0001698	XP_011321222.1	YHR011W
1699	OG0001699	XP_011321224.1	YCR091W
1700	OG0001700	XP_011321237.1	YLL028W
1701	OG0001701	XP_011321241.1	YLR319C
1702	OG0001702	XP_011321244.1	YDL235C
1703	OG0001703	XP_011321246.1	YLR384C
1704	OG0001704	XP_011321252.1	YNL025C
1705	OG0001705	XP_011321258.1	YNL003C
1706	OG0001706	XP_011321268.1	YJL155C
1707	OG0001707	XP_011321275.1	YDL077C
1708	OG0001708	XP_011321276.1	YNR013C
1709	OG0001709	XP_011321287.1	YER031C
1710	OG0001710	XP_011321288.1	YOL077C
1711	OG0001711	XP_011321290.1	YNL021W
1712	OG0001712	XP_011321294.1	YMR240C
1713	OG0001713	XP_011321295.1	YOR307C
1714	OG0001714	XP_011321296.1	YNL261W
1715	OG0001715	XP_011321301.1	YBR227C
1716	OG0001716	XP_011321302.1	YEL011W
1717	OG0001717	XP_011321303.1	YJR121W
1718	OG0001718	XP_011321306.1	YIL125W
1719	OG0001719	XP_011321307.1	YDR311W
1720	OG0001720	XP_011321311.1	YDR267C
1721	OG0001721	XP_011321318.1	YOL141W
1722	OG0001722	XP_011321319.1	YFR021W
1723	OG0001723	XP_011321320.1	YBR276C
1724	OG0001724	XP_011321321.1	YER171W
1725	OG0001725	XP_011321325.1	YDR473C
1726	OG0001726	XP_011321326.1	YOR341W
1727	OG0001727	XP_011321329.1	YDL020C
1728	OG0001728	XP_011321330.1	YDR127W
1729	OG0001729	XP_011321332.1	YEL051W
1730	OG0001730	XP_011321333.1	YDR416W
1731	OG0001731	XP_011321336.1	YER168C
1732	OG0001732	XP_011321338.1	YNL325C
1733	OG0001733	XP_011321340.1	YEL036C
1734	OG0001734	XP_011321341.1	YGR158C
1735	OG0001735	XP_011321343.1	YAR008W
1736	OG0001736	XP_011321344.1	YPL101W
1737	OG0001737	XP_011321345.1	YOR224C
1738	OG0001738	XP_011321346.1	YJR142W
1739	OG0001739	XP_011321347.1	YOL032W
1740	OG0001740	XP_011321348.1	YER005W
1741	OG0001741	XP_011321352.1	YPL003W
1742	OG0001742	XP_011321354.1	YDR108W
1743	OG0001743	XP_011321355.1	YGL174W
1744	OG0001744	XP_011321356.1	YGR186W
1745	OG0001745	XP_011321359.1	YKL181W
1746	OG0001746	XP_011321361.1	YJL049W
1747	OG0001747	XP_011321364.1	YER152C
1748	OG0001748	XP_011321366.1	YOR244W
1749	OG0001749	XP_011321367.1	YOL080C
1750	OG0001750	XP_011321380.1	YPR003C
1751	OG0001751	XP_011321386.1	YBR029C
1752	OG0001752	XP_011321404.1	YDR323C
1753	OG0001753	XP_011321427.1	YDR023W
1754	OG0001754	XP_011321439.1	YKL033W-A
1755	OG0001755	XP_011321441.1	YIL145C
1756	OG0001756	XP_011321443.1	YBR257W
1757	OG0001757	XP_011321445.1	YNL313C
1758	OG0001758	XP_011321448.1	YNL014W
1759	OG0001759	XP_011321451.1	YOR087W
1760	OG0001760	XP_011321458.1	YNL071W
1761	OG0001761	XP_011321461.1	YDR170C
1762	OG0001762	XP_011321465.1	YJR093C
1763	OG0001763	XP_011321476.1	YOR005C
1764	OG0001764	XP_011321478.1	YDR481C
1765	OG0001765	XP_011321491.1	YAL020C
1766	OG0001766	XP_011321492.1	YBR166C
1767	OG0001767	XP_011321494.1	YBL092W
1768	OG0001768	XP_011321503.1	YNL112W
1769	OG0001769	XP_011321506.1	YMR145C
1770	OG0001770	XP_011321509.1	YER093C
1771	OG0001771	XP_011321511.1	YOR150W
1772	OG0001772	XP_011321512.1	YMR038C
1773	OG0001773	XP_011321514.1	YOL033W
1774	OG0001774	XP_011321516.1	YPL002C
1775	OG0001775	XP_011321518.1	YAR014C
1776	OG0001776	XP_011321519.1	YDL215C
1777	OG0001777	XP_011321521.1	YNL131W
1778	OG0001778	XP_011321523.1	YBR179C
1779	OG0001779	XP_011321524.1	YKL002W
1780	OG0001780	XP_011321525.1	YDL006W
1781	OG0001781	XP_011321527.1	YDR421W
1782	OG0001782	XP_011321528.1	YPL129W
1783	OG0001783	XP_011321529.1	YDR002W
1784	OG0001784	XP_011321532.1	YOR212W
1785	OG0001785	XP_011321535.1	YDR062W
1786	OG0001786	XP_011321536.1	YCL032W
1787	OG0001787	XP_011321542.1	YMR281W
1788	OG0001788	XP_011321545.1	YLR138W
1789	OG0001789	XP_011321549.1	YOR007C
1790	OG0001790	XP_011321573.1	YER007C-A
1791	OG0001791	XP_011321576.1	YNL091W
1792	OG0001792	XP_011321601.1	YLR262C-A
1793	OG0001793	XP_011321602.1	YOL002C
1794	OG0001794	XP_011321609.1	YPR183W
1795	OG0001795	XP_011321614.1	YDR087C
1796	OG0001796	XP_011321615.1	YJR072C
1797	OG0001797	XP_011321616.1	YHR143W-A
1798	OG0001798	XP_011321624.1	YJR140C
1799	OG0001799	XP_011321626.1	YHR065C
1800	OG0001800	XP_011321639.1	YMR130W
1801	OG0001801	XP_011321652.1	YGR246C
1802	OG0001802	XP_011321658.1	YIR022W
1803	OG0001803	XP_011321665.1	YDL182W
1804	OG0001804	XP_011321666.1	YCR012W
1805	OG0001805	XP_011321668.1	YBR022W
1806	OG0001806	XP_011321710.1	YOL154W
1807	OG0001807	XP_011321835.1	YJR085C
1808	OG0001808	XP_011321910.1	YKL216W
1809	OG0001809	XP_011321915.1	YOR378W
1810	OG0001810	XP_011321937.1	YPL165C
1811	OG0001811	XP_011322001.1	YHR018C
1812	OG0001812	XP_011322075.1	YLR011W
1813	OG0001813	XP_011322111.1	YDR117C
1814	OG0001814	XP_011322180.1	YGR282C
1815	OG0001815	XP_011322385.1	YKR093W
1816	OG0001816	XP_011322502.1	YIL155C
1817	OG0001817	XP_011322503.1	YFL054C
1818	OG0001818	XP_011322659.1	YHL016C
1819	OG0001819	XP_011322800.1	YNL040W
1820	OG0001820	XP_011322924.1	YDR256C
1821	OG0001821	XP_011322991.1	YJL094C
1822	OG0001822	XP_011323001.1	YKL213C
1823	OG0001823	XP_011323012.1	YLR055C
1824	OG0001824	XP_011323015.1	YGL247W
1825	OG0001825	XP_011323016.1	YPR133C
1826	OG0001826	XP_011323018.1	YMR216C
1827	OG0001827	XP_011323020.1	YLR309C
1828	OG0001828	XP_011323028.1	YGR285C
1829	OG0001829	XP_011323029.1	YDR493W
1830	OG0001830	XP_011323032.1	YBR221C
1831	OG0001831	XP_011323033.1	YLR398C
1832	OG0001832	XP_011323034.1	YKR035W-A
1833	OG0001833	XP_011323036.1	YMR048W
1834	OG0001834	XP_011323052.1	YLL055W
1835	OG0001835	XP_011323350.1	YIL039W
1836	OG0001836	XP_011323354.1	YML036W
1837	OG0001837	XP_011323357.1	YGL216W
1838	OG0001838	XP_011323376.1	YDR301W
1839	OG0001839	XP_011323378.1	YLR132C
1840	OG0001840	XP_011323379.1	YBR135W
1841	OG0001841	XP_011323380.1	YML130C
1842	OG0001842	XP_011323400.1	YKL099C
1843	OG0001843	XP_011323405.1	YPL104W
1844	OG0001844	XP_011323415.1	YGL086W
1845	OG0001845	XP_011323416.1	YGR046W
1846	OG0001846	XP_011323419.1	YMR247C
1847	OG0001847	XP_011323428.1	YCR098C
1848	OG0001848	XP_011323458.1	YNL128W
1849	OG0001849	XP_011323459.1	YLL023C
1850	OG0001850	XP_011323464.1	YER134C
1851	OG0001851	XP_011323475.1	YOR250C
1852	OG0001852	XP_011323477.1	YDR173C
1853	OG0001853	XP_011323481.1	YER013W
1854	OG0001854	XP_011323487.1	YDL035C
1855	OG0001855	XP_011323489.1	YGR110W
1856	OG0001856	XP_011323490.1	YAL009W
1857	OG0001857	XP_011323493.1	YGL105W
1858	OG0001858	XP_011323494.1	YFR038W
1859	OG0001859	XP_011323496.1	YHR201C
1860	OG0001860	XP_011323498.1	YFL036W
1861	OG0001861	XP_011323508.1	YPL020C
1862	OG0001862	XP_011323510.1	YHR111W
1863	OG0001863	XP_011323511.1	YKR065C
1864	OG0001864	XP_011323518.1	YMR096W
1865	OG0001865	XP_011323532.1	YPL266W
1866	OG0001866	XP_011323537.1	YPR118W
1867	OG0001867	XP_011323538.1	YMR218C
1868	OG0001868	XP_011323550.1	YDR429C
1869	OG0001869	XP_011323551.1	YGR157W
1870	OG0001870	XP_011323559.1	YDL183C
1871	OG0001871	XP_011323561.1	YDR346C
1872	OG0001872	XP_011323571.1	YLR410W
1873	OG0001873	XP_011323573.1	YLR409C
1874	OG0001874	XP_011323574.1	YDR100W
1875	OG0001875	XP_011323575.1	YJL102W
1876	OG0001876	XP_011323578.1	YMR244W
1877	OG0001877	XP_011323581.1	YGL058W
1878	OG0001878	XP_011323584.1	YDR435C
1879	OG0001879	XP_011323585.1	YDR392W
1880	OG0001880	XP_011323586.1	YGL140C
1881	OG0001881	XP_011323588.1	YNL265C
1882	OG0001882	XP_011323595.1	YDL165W
1883	OG0001883	XP_011323596.1	YNR029C
1884	OG0001884	XP_011323601.1	YFR031C
1885	OG0001885	XP_011323602.1	YBR156C
1886	OG0001886	XP_011323605.1	YDR142C
1887	OG0001887	XP_011323607.1	YBR153W
1888	OG0001888	XP_011323618.1	YLR014C
1889	OG0001889	XP_011323622.1	YER002W
1890	OG0001890	XP_011323629.1	YMR283C
1891	OG0001891	XP_011323631.1	YNL007C
1892	OG0001892	XP_011323634.1	YDR283C
1893	OG0001893	XP_011323637.1	YDL209C
1894	OG0001894	XP_011323638.1	YGR173W
1895	OG0001895	XP_011323641.1	YML001W
1896	OG0001896	XP_011323643.1	YEL042W
1897	OG0001897	XP_011323648.1	YBR235W
1898	OG0001898	XP_011323651.1	YOR037W
1899	OG0001899	XP_011323652.1	YIL048W
1900	OG0001900	XP_011323653.1	YDR190C
1901	OG0001901	XP_011323656.1	YML105C
1902	OG0001902	XP_011323657.1	YPR113W
1903	OG0001903	XP_011323659.1	YEL021W
1904	OG0001904	XP_011323666.1	YCR079W
1905	OG0001905	XP_011323668.1	YMR272C
1906	OG0001906	XP_011323678.1	YER070W
1907	OG0001907	XP_011323687.1	YIL068C
1908	OG0001908	XP_011323688.1	YBL047C
1909	OG0001909	XP_011323689.1	YPL091W
1910	OG0001910	XP_011323695.1	YNL220W
1911	OG0001911	XP_011323696.1	YDR217C
1912	OG0001912	XP_011323699.1	YDL234C
1913	OG0001913	XP_011323701.1	YAL025C
1914	OG0001914	XP_011323702.1	YJR044C
1915	OG0001915	XP_011323703.1	YNR033W
1916	OG0001916	XP_011323705.1	YPL222W
1917	OG0001917	XP_011323709.1	YMR239C
1918	OG0001918	XP_011323710.1	YGR215W
1919	OG0001919	XP_011323713.1	YOR090C
1920	OG0001920	XP_011323716.1	YOL073C
1921	OG0001921	XP_011323718.1	YDR006C
1922	OG0001922	XP_011323720.1	YNL024C-A
1923	OG0001923	XP_011323721.1	YML098W
1924	OG0001924	XP_011323728.1	YNL271C
1925	OG0001925	XP_011323730.1	YGL027C
1926	OG0001926	XP_011323731.1	YMR023C
1927	OG0001927	XP_011323732.1	YOR184W
1928	OG0001928	XP_011323733.1	YMR314W
1929	OG0001929	XP_011323734.1	YJL055W
1930	OG0001930	XP_011323737.1	YLR268W
1931	OG0001931	XP_011323738.1	YHR187W
1932	OG0001932	XP_011323740.1	YBR247C
1933	OG0001933	XP_011323741.1	YGR187C
1934	OG0001934	XP_011323746.1	YGL106W
1935	OG0001935	XP_011323747.1	YCL057W
1936	OG0001936	XP_011323754.1	YNL219C
1937	OG0001937	XP_011323755.1	YNL124W
1938	OG0001938	XP_011323758.1	YJL072C
1939	OG0001939	XP_011323760.1	YHR020W
1940	OG0001940	XP_011323761.1	YDR212W
1941	OG0001941	XP_011323762.1	YEL024W
1942	OG0001942	XP_011323772.1	YBR200W
1943	OG0001943	XP_011323773.1	YPR045C
1944	OG0001944	XP_011323774.1	YLR417W
1945	OG0001945	XP_011323779.1	YNL155W
1946	OG0001946	XP_011323787.1	YGL241W
1947	OG0001947	XP_011323789.1	YMR300C
1948	OG0001948	XP_011323793.1	YDL135C
1949	OG0001949	XP_011323797.1	YGR261C
1950	OG0001950	XP_011323799.1	YOL069W
1951	OG0001951	XP_011323805.1	YIL023C
1952	OG0001952	XP_011323809.1	YML059C
1953	OG0001953	XP_011323810.1	YOR262W
1954	OG0001954	XP_011323812.1	YHR026W
1955	OG0001955	XP_011323813.1	YKL058W
1956	OG0001956	XP_011323817.1	YPL213W
1957	OG0001957	XP_011323818.1	YBR097W
1958	OG0001958	XP_011323828.1	YIL065C
1959	OG0001959	XP_011323830.1	YOR176W
1960	OG0001960	XP_011323831.1	YMR284W
1961	OG0001961	XP_011323836.1	YPL231W
1962	OG0001962	XP_011323837.1	YKL182W
1963	OG0001963	XP_011323838.1	YDL238C
1964	OG0001964	XP_011323844.1	YMR078C
1965	OG0001965	XP_011323845.1	YNL137C
1966	OG0001966	XP_011323847.1	YPL084W
1967	OG0001967	XP_011323854.1	YBR142W
1968	OG0001968	XP_011323864.1	YBL008W
1969	OG0001969	XP_011323885.1	YOL135C
1970	OG0001970	XP_011323889.1	YGR135W
1971	OG0001971	XP_011323890.1	YDR284C
1972	OG0001972	XP_011323900.1	YGR047C
1973	OG0001973	XP_011323901.1	YOR359W
1974	OG0001974	XP_011323902.1	YFR032C-A
1975	OG0001975	XP_011323903.1	YPR128C
1976	OG0001976	XP_011323908.1	YMR059W
1977	OG0001977	XP_011323910.1	YBL049W
1978	OG0001978	XP_011323914.1	YMR012W
1979	OG0001979	XP_011323917.1	YKR002W
1980	OG0001980	XP_011323918.1	YMR211W
1981	OG0001981	XP_011323922.1	YPR140W
1982	OG0001982	XP_011323940.1	YJL026W
1983	OG0001983	XP_011323942.1	YNL118C
1984	OG0001984	XP_011323945.1	YKL018W
1985	OG0001985	XP_011323946.1	YKL120W
1986	OG0001986	XP_011323947.1	YNL119W
1987	OG0001987	XP_011323953.1	YJL141C
1988	OG0001988	XP_011323957.1	YNL102W
