	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035031_Candida_kruisii
3074	OG0003074	YOR148C	augustus_masked-flattened_line_1-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.118&CDS=1-741
3075	OG0003075	YOR150W	augustus_masked-flattened_line_20-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.200&CDS=1-522
3076	OG0003076	YOR151C	augustus_masked-flattened_line_20-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.171&CDS=1-3675
3077	OG0003077	YOR153W	augustus_masked-flattened_line_4-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.6&CDS=1-4512
3078	OG0003078	YOR154W	augustus_masked-flattened_line_6-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.10&CDS=1-1749
3079	OG0003079	YOR157C	augustus_masked-flattened_line_1-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.80&CDS=1-810
3080	OG0003080	YOR160W	augustus_masked-flattened_line_78-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.99&CDS=1-2835
3081	OG0003081	YOR161C	genemark-flattened_line_32-processed-gene-1.215-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.215&CDS=1-1575
3082	OG0003082	YOR163W	augustus_masked-flattened_line_74-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.94&CDS=1-567
3083	OG0003083	YOR164C	augustus_masked-flattened_line_74-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.68&CDS=1-966
3084	OG0003084	YOR165W	augustus_masked-flattened_line_136-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.1&CDS=1-2454
3085	OG0003085	YOR168W	augustus_masked-flattened_line_36-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.17&CDS=1-2388
3086	OG0003086	YOR174W	augustus_masked-flattened_line_17-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.95&CDS=1-900
3087	OG0003087	YOR175C	augustus_masked-flattened_line_17-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.71&CDS=1-1770
3088	OG0003088	YOR176W	augustus_masked-flattened_line_17-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.72&CDS=1-1167
3089	OG0003089	YOR181W	augustus_masked-flattened_line_60-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.239&CDS=1-2082
3090	OG0003090	YOR187W	augustus_masked-flattened_line_72-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.91&CDS=1-1287
3091	OG0003091	YOR188W	augustus_masked-flattened_line_72-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.97&CDS=1-3750
3092	OG0003092	YOR191W	augustus_masked-flattened_line_58-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.53&CDS=1-3177
3093	OG0003093	YOR197W	augustus_masked-flattened_line_58-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.59&CDS=1-1185
3094	OG0003094	YOR201C	snap_masked-flattened_line_22-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.19&CDS=1-1263
3095	OG0003095	YOR202W	augustus_masked-flattened_line_22-processed-gene-1.195-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.195&CDS=1-663
3096	OG0003096	YOR205C	augustus_masked-flattened_line_26-processed-gene-1.235-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.235&CDS=1-1848
3097	OG0003097	YOR206W	augustus_masked-flattened_line_50-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.110&CDS=1-2133
3098	OG0003098	YOR207C	genemark-flattened_line_50-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.67&CDS=1-5295
3099	OG0003099	YOR209C	augustus_masked-flattened_line_30-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.61&CDS=1-1248
3100	OG0003100	YOR219C	genemark-flattened_line_50-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.28&CDS=1-2763
3101	OG0003101	YOR220W	augustus_masked-flattened_line_30-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.68&CDS=1-792
3102	OG0003102	YOR223W	augustus_masked-flattened_line_50-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.107&CDS=1-876
3103	OG0003103	YOR224C	augustus_masked-flattened_line_50-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.102&CDS=1-438
3104	OG0003104	YOR228C	augustus_masked-flattened_line_30-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.65&CDS=1-918
3105	OG0003105	YOR232W	augustus_masked-flattened_line_42-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.225&CDS=1-708
3106	OG0003106	YOR236W	augustus_masked-flattened_line_70-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.118&CDS=1-621
3107	OG0003107	YOR239W	augustus_masked-flattened_line_10-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.83&CDS=1-939
3108	OG0003108	YOR241W	snap_masked-flattened_line_26-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.69&CDS=1-1569
3109	OG0003109	YOR243C	augustus_masked-flattened_line_56-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.184&CDS=1-3018
3110	OG0003110	YOR245C	augustus_masked-flattened_line_38-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.81&CDS=1-1632
3111	OG0003111	YOR246C	augustus_masked-flattened_line_26-processed-gene-1.255-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.255&CDS=1-981
3112	OG0003112	YOR249C	augustus_masked-flattened_line_4-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.49&CDS=1-2295
3113	OG0003113	YOR252W	augustus_masked-flattened_line_6-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.30&CDS=1-537
3114	OG0003114	YOR253W	augustus_masked-flattened_line_30-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.63&CDS=1-543
3115	OG0003115	YOR254C	augustus_masked-flattened_line_42-processed-gene-0.261-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.261&CDS=1-2007
3116	OG0003116	YOR257W	maker-flattened_line_42-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.89&CDS=1-507
3117	OG0003117	YOR258W	genemark-flattened_line_42-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.109&CDS=1-741
3118	OG0003118	YOR259C	augustus_masked-flattened_line_42-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.212&CDS=1-1236
3119	OG0003119	YOR260W	augustus_masked-flattened_line_42-processed-gene-0.256-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.256&CDS=1-1416
3120	OG0003120	YOR261C	augustus_masked-flattened_line_58-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.40&CDS=1-2154
3121	OG0003121	YOR262W	maker-flattened_line_58-augustus-gene-0.224-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.224&CDS=1-3384
3122	OG0003122	YOR270C	maker-flattened_line_4-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.0&CDS=1-2433
3123	OG0003123	YOR271C	augustus_masked-flattened_line_6-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.18&CDS=1-984
3124	OG0003124	YOR272W	augustus_masked-flattened_line_6-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.34&CDS=1-1395
3125	OG0003125	YOR273C	augustus_masked-flattened_line_42-processed-gene-0.253-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.253&CDS=1-2043
3126	OG0003126	YOR274W	augustus_masked-flattened_line_6-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.15&CDS=1-1350
3127	OG0003127	YOR276W	augustus_masked-flattened_line_6-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.13&CDS=1-546
3128	OG0003128	YOR281C	augustus_masked-flattened_line_56-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.213&CDS=1-756
3129	OG0003129	YOR283W	augustus_masked-flattened_line_52-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.213&CDS=1-672
3130	OG0003130	YOR285W	augustus_masked-flattened_line_50-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.116&CDS=1-555
3131	OG0003131	YOR287C	augustus_masked-flattened_line_50-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.155&CDS=1-813
3132	OG0003132	YOR288C	augustus_masked-flattened_line_54-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.112&CDS=1-1683
3133	OG0003133	YOR289W	augustus_masked-flattened_line_4-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.53&CDS=1-642
3134	OG0003134	YOR290C	maker-flattened_line_22-snap-gene-1.286-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.286&CDS=1-4776
3135	OG0003135	YOR291W	augustus_masked-flattened_line_22-processed-gene-1.260-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.260&CDS=1-4032
3136	OG0003136	YOR292C	genemark-flattened_line_1-processed-gene-4.23-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-4.23&CDS=1-909
3137	OG0003137	YOR298C-A	augustus_masked-flattened_line_20-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.141&CDS=1-447
3138	OG0003138	YOR298W	maker-flattened_line_4-augustus-gene-2.2-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.2&CDS=1-966
3139	OG0003139	YOR301W	augustus_masked-flattened_line_127-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_127-processed-gene-0.2&CDS=1-1518
3140	OG0003140	YOR303W	snap_masked-flattened_line_30-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.163&CDS=1-3783
3141	OG0003141	YOR304W	augustus_masked-flattened_line_12-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.75&CDS=1-3159
3142	OG0003142	YOR311C	genemark-flattened_line_4-processed-gene-4.98-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.98&CDS=1-1098
3143	OG0003143	YOR313C	snap_masked-flattened_line_1-processed-gene-4.123-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.123&CDS=1-582
3144	OG0003144	YOR317W	augustus_masked-flattened_line_1-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.77&CDS=1-2103
3145	OG0003145	YOR320C	augustus_masked-flattened_line_22-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.199&CDS=1-1359
3146	OG0003146	YOR322C	augustus_masked-flattened_line_6-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.3&CDS=1-2025
3147	OG0003147	YOR323C	augustus_masked-flattened_line_12-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.38&CDS=1-1299
3148	OG0003148	YOR326W	augustus_masked-flattened_line_46-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.96&CDS=1-4707
3149	OG0003149	YOR327C	augustus_masked-flattened_line_46-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.93&CDS=1-333
3150	OG0003150	YOR329C	augustus_masked-flattened_line_17-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.78&CDS=1-1989
3151	OG0003151	YOR330C	maker-flattened_line_1-augustus-gene-0.41-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-0.41&CDS=1-3813
3152	OG0003152	YOR334W	augustus_masked-flattened_line_87-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.81&CDS=1-2052
3153	OG0003153	YOR335C	augustus_masked-flattened_line_10-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.25&CDS=1-2856
3154	OG0003154	YOR336W	augustus_masked-flattened_line_4-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.32&CDS=1-4446
3155	OG0003155	YOR340C	maker-flattened_line_87-augustus-gene-0.127-mRNA-1_1&gene=maker-flattened_line_87-augustus-gene-0.127&CDS=1-3120
3156	OG0003156	YOR341W	augustus_masked-flattened_line_32-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.63&CDS=1-4896
3157	OG0003157	YOR344C	augustus_masked-flattened_line_76-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.38&CDS=1-828
3158	OG0003158	YOR346W	maker-flattened_line_46-snap-gene-0.145-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.145&CDS=1-4635
3159	OG0003159	YOR348C	augustus_masked-flattened_line_20-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.142&CDS=1-1719
3160	OG0003160	YOR349W	augustus_masked-flattened_line_4-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.117&CDS=1-3003
3161	OG0003161	YOR352W	augustus_masked-flattened_line_12-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.69&CDS=1-1323
3162	OG0003162	YOR353C	augustus_masked-flattened_line_6-processed-gene-3.145-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.145&CDS=1-2619
3163	OG0003163	YOR355W	augustus_masked-flattened_line_8-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.39&CDS=1-3084
3164	OG0003164	YOR356W	genemark-flattened_line_8-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.62&CDS=1-4242
3165	OG0003165	YOR357C	genemark-flattened_line_6-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.20&CDS=1-474
3166	OG0003166	YOR358W	augustus_masked-flattened_line_117-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.1&CDS=1-921
3167	OG0003167	YOR359W	augustus_masked-flattened_line_72-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.59&CDS=1-1650
3168	OG0003168	YOR360C	augustus_masked-flattened_line_72-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.58&CDS=1-1815
3169	OG0003169	YOR361C	augustus_masked-flattened_line_10-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.78&CDS=1-2133
3170	OG0003170	YOR362C	augustus_masked-flattened_line_10-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.77&CDS=1-2967
3171	OG0003171	YOR367W	augustus_masked-flattened_line_17-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.140&CDS=1-558
3172	OG0003172	YOR368W	augustus_masked-flattened_line_58-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.16&CDS=1-1392
3173	OG0003173	YOR370C	augustus_masked-flattened_line_12-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.39&CDS=1-2358
3174	OG0003174	YOR373W	augustus_masked-flattened_line_12-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.55&CDS=1-3990
3175	OG0003175	YOR378W	augustus_masked-flattened_line_52-processed-gene-0.255-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.255&CDS=1-1557
3176	OG0003176	YOR388C	augustus_masked-flattened_line_76-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.23&CDS=1-1146
3177	OG0003177	YPL002C	augustus_masked-flattened_line_6-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.106&CDS=1-690
3178	OG0003178	YPL003W	augustus_masked-flattened_line_6-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.143&CDS=1-1593
3179	OG0003179	YPL005W	genemark-flattened_line_20-processed-gene-1.297-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.297&CDS=1-1911
3180	OG0003180	YPL006W	augustus_masked-flattened_line_20-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.153&CDS=1-3828
3181	OG0003181	YPL008W	augustus_masked-flattened_line_1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.74&CDS=1-2397
3182	OG0003182	YPL011C	augustus_masked-flattened_line_42-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.239&CDS=1-1074
3183	OG0003183	YPL012W	augustus_masked-flattened_line_24-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.18&CDS=1-3609
3184	OG0003184	YPL013C	augustus_masked-flattened_line_24-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.19&CDS=1-408
3185	OG0003185	YPL015C	augustus_masked-flattened_line_89-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.70&CDS=1-993
3186	OG0003186	YPL016W	maker-flattened_line_93-snap-gene-0.74-mRNA-1_1&gene=maker-flattened_line_93-snap-gene-0.74&CDS=1-3438
3187	OG0003187	YPL020C	augustus_masked-flattened_line_42-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.198&CDS=1-1419
3188	OG0003188	YPL022W	augustus_masked-flattened_line_56-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.179&CDS=1-3066
3189	OG0003189	YPL023C	augustus_masked-flattened_line_56-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.178&CDS=1-1908
3190	OG0003190	YPL028W	augustus_masked-flattened_line_26-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.216&CDS=1-1206
3191	OG0003191	YPL029W	augustus_masked-flattened_line_26-processed-gene-1.257-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.257&CDS=1-1995
3192	OG0003192	YPL041C	augustus_masked-flattened_line_26-processed-gene-1.254-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.254&CDS=1-636
3193	OG0003193	YPL042C	augustus_masked-flattened_line_26-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.213&CDS=1-1425
3194	OG0003194	YPL043W	augustus_masked-flattened_line_6-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.125&CDS=1-2136
3195	OG0003195	YPL045W	augustus_masked-flattened_line_6-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.124&CDS=1-2760
3196	OG0003196	YPL046C	augustus_masked-flattened_line_6-processed-gene-3.157-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.157&CDS=1-282
3197	OG0003197	YPL050C	augustus_masked-flattened_line_12-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.72&CDS=1-2289
3198	OG0003198	YPL051W	augustus_masked-flattened_line_14-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.44&CDS=1-717
3199	OG0003199	YPL054W	augustus_masked-flattened_line_12-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.70&CDS=1-1002
3200	OG0003200	YPL059W	augustus_masked-flattened_line_62-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.109&CDS=1-441
3201	OG0003201	YPL060W	augustus_masked-flattened_line_48-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.115&CDS=1-1164
3202	OG0003202	YPL063W	augustus_masked-flattened_line_14-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.81&CDS=1-1389
3203	OG0003203	YPL064C	augustus_masked-flattened_line_24-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.62&CDS=1-999
3204	OG0003204	YPL065W	augustus_masked-flattened_line_36-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.192&CDS=1-852
3205	OG0003205	YPL067C	augustus_masked-flattened_line_6-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.153&CDS=1-765
3206	OG0003206	YPL069C	augustus_masked-flattened_line_74-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.89&CDS=1-1098
3207	OG0003207	YPL078C	augustus_masked-flattened_line_26-processed-gene-1.275-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.275&CDS=1-1971
3208	OG0003208	YPL082C	augustus_masked-flattened_line_26-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.223&CDS=1-5757
3209	OG0003209	YPL083C	augustus_masked-flattened_line_12-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.66&CDS=1-1275
3210	OG0003210	YPL084W	snap_masked-flattened_line_38-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.46&CDS=1-2619
3211	OG0003211	YPL085W	augustus_masked-flattened_line_30-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.88&CDS=1-6558
3212	OG0003212	YPL086C	augustus_masked-flattened_line_12-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.69&CDS=1-1656
3213	OG0003213	YPL091W	augustus_masked-flattened_line_8-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.108&CDS=1-1467
3214	OG0003214	YPL093W	augustus_masked-flattened_line_12-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.71&CDS=1-1920
3215	OG0003215	YPL094C	augustus_masked-flattened_line_64-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.131&CDS=1-843
3216	OG0003216	YPL096W	augustus_masked-flattened_line_89-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.62&CDS=1-1068
3217	OG0003217	YPL097W	snap_masked-flattened_line_1-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.34&CDS=1-1548
3218	OG0003218	YPL098C	augustus_masked-flattened_line_52-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.210&CDS=1-318
3219	OG0003219	YPL101W	augustus_masked-flattened_line_76-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.20&CDS=1-1326
3220	OG0003220	YPL103C	augustus_masked-flattened_line_52-processed-gene-0.249-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.249&CDS=1-1308
3221	OG0003221	YPL104W	augustus_masked-flattened_line_52-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.204&CDS=1-1998
3222	OG0003222	YPL107W	augustus_masked-flattened_line_30-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.84&CDS=1-666
3223	OG0003223	YPL109C	maker-flattened_line_44-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.2&CDS=1-2031
3224	OG0003224	YPL110C	maker-flattened_line_54-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.7&CDS=1-5796
3225	OG0003225	YPL111W	augustus_masked-flattened_line_54-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.106&CDS=1-948
3226	OG0003226	YPL112C	maker-flattened_line_28-snap-gene-0.89-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.89&CDS=1-1545
3227	OG0003227	YPL120W	genemark-flattened_line_30-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.66&CDS=1-1464
3228	OG0003228	YPL122C	augustus_masked-flattened_line_50-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.111&CDS=1-1545
3229	OG0003229	YPL123C	augustus_masked-flattened_line_54-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.147&CDS=1-1221
3230	OG0003230	YPL125W	augustus_masked-flattened_line_30-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.60&CDS=1-2958
3231	OG0003231	YPL127C	maker-flattened_line_70-snap-gene-0.151-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.151&CDS=1-516
3232	OG0003232	YPL131W	augustus_masked-flattened_line_30-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.28&CDS=1-891
3233	OG0003233	YPL133C	augustus_masked-flattened_line_50-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.147&CDS=1-1806
3234	OG0003234	YPL134C	augustus_masked-flattened_line_50-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.108&CDS=1-867
3235	OG0003235	YPL138C	augustus_masked-flattened_line_64-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.134&CDS=1-1125
3236	OG0003236	YPL147W	augustus_masked-flattened_line_28-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.32&CDS=1-2376
3237	OG0003237	YPL150W	augustus_masked-flattened_line_26-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.218&CDS=1-2688
