	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034946_Ambrosiozyma_oregonensis
3034	OG0003034	YNR041C	genemark-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.76&CDS=1-1164
3035	OG0003035	YNR043W	maker-NODE_27_length_200086_cov_97.5813_ID_53-snap-gene-1.138-mRNA-1_1&gene=maker-NODE_27_length_200086_cov_97.5813_ID_53-snap-gene-1.138&CDS=1-4869
3036	OG0003036	YNR046W	snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.22&CDS=1-384
3037	OG0003037	YNR050C	snap_masked-NODE_47_length_113448_cov_67.9831_ID_93-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_47_length_113448_cov_67.9831_ID_93-processed-gene-0.74&CDS=1-1341
3038	OG0003038	YNR051C	snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-2.110&CDS=1-1536
3039	OG0003039	YNR052C	snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-2.111&CDS=1-1698
3040	OG0003040	YNR053C	maker-NODE_13_length_350314_cov_71.6933_ID_25-snap-gene-2.206-mRNA-1_1&gene=maker-NODE_13_length_350314_cov_71.6933_ID_25-snap-gene-2.206&CDS=1-1620
3041	OG0003041	YNR054C	augustus_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.29&CDS=1-4104
3042	OG0003042	YNR055C	snap_masked-NODE_36_length_143234_cov_69.1716_ID_71-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_36_length_143234_cov_69.1716_ID_71-processed-gene-0.33&CDS=1-1773
3043	OG0003043	YNR064C	augustus_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.57&CDS=1-879
3044	OG0003044	YOL001W	snap_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-2.88&CDS=1-1905
3045	OG0003045	YOL002C	snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.88&CDS=1-981
3046	OG0003046	YOL003C	maker-NODE_34_length_152273_cov_66.6081_ID_67-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_34_length_152273_cov_66.6081_ID_67-snap-gene-0.9&CDS=1-1125
3047	OG0003047	YOL004W	snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.100&CDS=1-4389
3048	OG0003048	YOL005C	snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.133&CDS=1-372
3049	OG0003049	YOL006C	snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.143&CDS=1-2370
3050	OG0003050	YOL008W	snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-0.77&CDS=1-567
3051	OG0003051	YOL009C	maker-NODE_20_length_254648_cov_70.6085_ID_39-snap-gene-0.105-mRNA-1_1&gene=maker-NODE_20_length_254648_cov_70.6085_ID_39-snap-gene-0.105&CDS=1-1227
3052	OG0003052	YOL010W	snap_masked-NODE_41_length_129558_cov_66.2536_ID_81-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_41_length_129558_cov_66.2536_ID_81-processed-gene-0.36&CDS=1-1104
3053	OG0003053	YOL012C	augustus_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.63&CDS=1-408
3054	OG0003054	YOL013C	snap_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.29&CDS=1-1656
3055	OG0003055	YOL018C	snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-0.46&CDS=1-1230
3056	OG0003056	YOL021C	augustus_masked-NODE_78_length_27276_cov_78.4228_ID_155-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_78_length_27276_cov_78.4228_ID_155-processed-gene-0.26&CDS=1-5157
3057	OG0003057	YOL022C	snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-1.37&CDS=1-1335
3058	OG0003058	YOL023W	snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.38&CDS=1-2439
3059	OG0003059	YOL030W	augustus_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-0.31&CDS=1-2196
3060	OG0003060	YOL032W	augustus_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_29_length_182628_cov_72.764_ID_57-processed-gene-0.183&CDS=1-672
3061	OG0003061	YOL033W	maker-NODE_29_length_182628_cov_72.764_ID_57-augustus-gene-0.174-mRNA-1_1&gene=maker-NODE_29_length_182628_cov_72.764_ID_57-augustus-gene-0.174&CDS=1-2376
3062	OG0003062	YOL034W	snap_masked-NODE_73_length_34107_cov_94.696_ID_145-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_73_length_34107_cov_94.696_ID_145-processed-gene-0.7&CDS=1-3297
3063	OG0003063	YOL038W	maker-NODE_6_length_511637_cov_80.4519_ID_11-snap-gene-4.0-mRNA-1_1&gene=maker-NODE_6_length_511637_cov_80.4519_ID_11-snap-gene-4.0&CDS=1-1173
3064	OG0003064	YOL040C	snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.38&CDS=1-420
3065	OG0003065	YOL041C	snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_40_length_129560_cov_68.7669_ID_79-processed-gene-0.8&CDS=1-1314
3066	OG0003066	YOL048C	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.84&CDS=1-705
3067	OG0003067	YOL049W	snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.126&CDS=1-1455
3068	OG0003068	YOL052C	snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.33&CDS=1-1281
3069	OG0003069	YOL054W	snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-1.109&CDS=1-1374
3070	OG0003070	YOL057W	snap_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.34&CDS=1-2082
3071	OG0003071	YOL058W	snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.128&CDS=1-1245
3072	OG0003072	YOL062C	snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-3.84&CDS=1-1500
3073	OG0003073	YOL063C	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-3.91&CDS=1-2448
3074	OG0003074	YOL065C	augustus_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-2.206-mRNA-1_1&gene=augustus_masked-NODE_11_length_356766_cov_67.6943_ID_21-processed-gene-2.206&CDS=1-1230
3075	OG0003075	YOL066C	snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_33_length_156756_cov_89.183_ID_65-processed-gene-0.130&CDS=1-1701
3076	OG0003076	YOL067C	snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.93&CDS=1-1038
3077	OG0003077	YOL069W	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.56&CDS=1-1380
3078	OG0003078	YOL070C	augustus_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.58&CDS=1-3324
3079	OG0003079	YOL071W	snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_28_length_190912_cov_99.888_ID_55-processed-gene-0.135&CDS=1-471
3080	OG0003080	YOL072W	snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NODE_3_length_574203_cov_71.0128_ID_5-processed-gene-2.96&CDS=1-1374
3081	OG0003081	YOL073C	augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.19&CDS=1-834
3082	OG0003082	YOL075C	augustus_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-0.24&CDS=1-4044
3083	OG0003083	YOL076W	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.59&CDS=1-2496
3084	OG0003084	YOL077C	snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.112&CDS=1-891
3085	OG0003085	YOL077W-A	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.92&CDS=1-192
3086	OG0003086	YOL078W	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.128&CDS=1-2622
3087	OG0003087	YOL080C	augustus_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_9_length_435884_cov_70.8235_ID_17-processed-gene-2.56&CDS=1-705
3088	OG0003088	YOL086W-A	snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-0.113&CDS=1-624
3089	OG0003089	YOL090W	snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-3.77&CDS=1-2886
3090	OG0003090	YOL093W	snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NODE_16_length_339954_cov_73.013_ID_31-processed-gene-2.120&CDS=1-939
3091	OG0003091	YOL094C	maker-NODE_1_length_719706_cov_69.2366_ID_1-snap-gene-3.52-mRNA-1_1&gene=maker-NODE_1_length_719706_cov_69.2366_ID_1-snap-gene-3.52&CDS=1-2064
3092	OG0003092	YOL095C	snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_12_length_351220_cov_69.727_ID_23-processed-gene-1.60&CDS=1-2145
3093	OG0003093	YOL096C	snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-0.65&CDS=1-936
3094	OG0003094	YOL097C	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-1.77&CDS=1-1284
3095	OG0003095	YOL098C	snap_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_24_length_208480_cov_68.3436_ID_47-processed-gene-1.53&CDS=1-3105
3096	OG0003096	YOL102C	augustus_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-NODE_18_length_291584_cov_90.0546_ID_35-processed-gene-1.182&CDS=1-870
3097	OG0003097	YOL107W	augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.104&CDS=1-1098
3098	OG0003098	YOL108C	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.82&CDS=1-375
3099	OG0003099	YOL110W	augustus_masked-NODE_41_length_129558_cov_66.2536_ID_81-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_41_length_129558_cov_66.2536_ID_81-processed-gene-0.129&CDS=1-573
3100	OG0003100	YOL114C	snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-2.90&CDS=1-567
3101	OG0003101	YOL122C	snap_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.92&CDS=1-1593
3102	OG0003102	YOL123W	snap_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_67_length_45213_cov_65.955_ID_133-processed-gene-0.45&CDS=1-1602
3103	OG0003103	YOL124C	snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.78&CDS=1-1404
3104	OG0003104	YOL125W	snap_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.130&CDS=1-2274
3105	OG0003105	YOL127W	maker-NODE_5_length_517853_cov_64.868_ID_9-snap-gene-3.46-mRNA-1_1&gene=maker-NODE_5_length_517853_cov_64.868_ID_9-snap-gene-3.46&CDS=1-423
3106	OG0003106	YOL129W	maker-NODE_5_length_517853_cov_64.868_ID_9-snap-gene-3.45-mRNA-1_1&gene=maker-NODE_5_length_517853_cov_64.868_ID_9-snap-gene-3.45&CDS=1-1644
3107	OG0003107	YOL132W	maker-NODE_35_length_147298_cov_77.5425_ID_69-snap-gene-0.58-mRNA-1_1&gene=maker-NODE_35_length_147298_cov_77.5425_ID_69-snap-gene-0.58&CDS=1-1431
3108	OG0003108	YOL133W	augustus_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-1.89&CDS=1-339
3109	OG0003109	YOL135C	snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_5_length_517853_cov_64.868_ID_9-processed-gene-1.22&CDS=1-870
3110	OG0003110	YOL136C	augustus_masked-NODE_76_length_29315_cov_65.9185_ID_151-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_76_length_29315_cov_65.9185_ID_151-processed-gene-0.4&CDS=1-1539
3111	OG0003111	YOL138C	snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_10_length_393138_cov_68.3325_ID_19-processed-gene-2.88&CDS=1-3765
3112	OG0003112	YOL139C	snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-0.20&CDS=1-630
3113	OG0003113	YOL140W	snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_27_length_200086_cov_97.5813_ID_53-processed-gene-0.5&CDS=1-1341
3114	OG0003114	YOL141W	augustus_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-0.64&CDS=1-2082
3115	OG0003115	YOL142W	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-0.105&CDS=1-717
3116	OG0003116	YOL143C	snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_34_length_152273_cov_66.6081_ID_67-processed-gene-0.104&CDS=1-498
3117	OG0003117	YOL144W	augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.98&CDS=1-1557
3118	OG0003118	YOL145C	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-1.68&CDS=1-3303
3119	OG0003119	YOL146W	maker-NODE_25_length_206780_cov_70.5737_ID_49-augustus-gene-1.155-mRNA-1_1&gene=maker-NODE_25_length_206780_cov_70.5737_ID_49-augustus-gene-1.155&CDS=1-561
3120	OG0003120	YOL148C	maker-NODE_48_length_101462_cov_85.2912_ID_95-snap-gene-0.77-mRNA-1_1&gene=maker-NODE_48_length_101462_cov_85.2912_ID_95-snap-gene-0.77&CDS=1-2394
3121	OG0003121	YOL149W	snap_masked-NODE_48_length_101462_cov_85.2912_ID_95-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_48_length_101462_cov_85.2912_ID_95-processed-gene-0.9&CDS=1-774
3122	OG0003122	YOL152W	augustus_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_21_length_254489_cov_70.2048_ID_41-processed-gene-0.37&CDS=1-1887
3123	OG0003123	YOL154W	maker-NODE_9_length_435884_cov_70.8235_ID_17-snap-gene-1.40-mRNA-1_1&gene=maker-NODE_9_length_435884_cov_70.8235_ID_17-snap-gene-1.40&CDS=1-1437
3124	OG0003124	YOR001W	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-1.155&CDS=1-2301
3125	OG0003125	YOR002W	maker-NODE_10_length_393138_cov_68.3325_ID_19-snap-gene-2.184-mRNA-1_1&gene=maker-NODE_10_length_393138_cov_68.3325_ID_19-snap-gene-2.184&CDS=1-2643
3126	OG0003126	YOR004W	snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_1_length_719706_cov_69.2366_ID_1-processed-gene-1.80&CDS=1-825
3127	OG0003127	YOR005C	augustus_masked-NODE_26_length_203786_cov_80.1698_ID_51-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_26_length_203786_cov_80.1698_ID_51-processed-gene-0.101&CDS=1-3108
3128	OG0003128	YOR006C	snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_20_length_254648_cov_70.6085_ID_39-processed-gene-1.110&CDS=1-879
3129	OG0003129	YOR007C	snap_masked-NODE_48_length_101462_cov_85.2912_ID_95-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_48_length_101462_cov_85.2912_ID_95-processed-gene-0.18&CDS=1-1173
3130	OG0003130	YOR008C	snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_8_length_454298_cov_69.0551_ID_15-processed-gene-0.48&CDS=1-1083
3131	OG0003131	YOR014W	snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NODE_6_length_511637_cov_80.4519_ID_11-processed-gene-2.3&CDS=1-1929
3132	OG0003132	YOR017W	snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_13_length_350314_cov_71.6933_ID_25-processed-gene-0.89&CDS=1-1941
3133	OG0003133	YOR020C	augustus_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_35_length_147298_cov_77.5425_ID_69-processed-gene-0.47&CDS=1-318
3134	OG0003134	YOR021C	snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_17_length_334567_cov_67.8042_ID_33-processed-gene-1.7&CDS=1-609
3135	OG0003135	YOR022C	snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_23_length_209387_cov_67.0528_ID_45-processed-gene-1.80&CDS=1-2289
3136	OG0003136	YOR025W	snap_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_32_length_163693_cov_61.6862_ID_63-processed-gene-0.106&CDS=1-1602
3137	OG0003137	YOR026W	augustus_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.238&CDS=1-1125
3138	OG0003138	YOR027W	snap_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_19_length_283276_cov_66.6713_ID_37-processed-gene-1.120&CDS=1-1710
3139	OG0003139	YOR035C	augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_14_length_343809_cov_90.6169_ID_27-processed-gene-1.17&CDS=1-2142
3140	OG0003140	YOR036W	snap_masked-NODE_55_length_74542_cov_79.4292_ID_109-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_55_length_74542_cov_79.4292_ID_109-processed-gene-0.74&CDS=1-828
3141	OG0003141	YOR037W	snap_masked-NODE_55_length_74542_cov_79.4292_ID_109-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_55_length_74542_cov_79.4292_ID_109-processed-gene-0.75&CDS=1-1641
3142	OG0003142	YOR038C	maker-NODE_55_length_74542_cov_79.4292_ID_109-snap-gene-0.38-mRNA-1_1&gene=maker-NODE_55_length_74542_cov_79.4292_ID_109-snap-gene-0.38&CDS=1-3276
3143	OG0003143	YOR039W	snap_masked-NODE_55_length_74542_cov_79.4292_ID_109-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_55_length_74542_cov_79.4292_ID_109-processed-gene-0.76&CDS=1-777
3144	OG0003144	YOR042W	snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_2_length_577604_cov_68.7021_ID_3-processed-gene-1.137&CDS=1-1137
3145	OG0003145	YOR043W	snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.101&CDS=1-1047
3146	OG0003146	YOR046C	snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_22_length_240944_cov_72.0822_ID_43-processed-gene-1.133&CDS=1-1530
3147	OG0003147	YOR048C	snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_15_length_340512_cov_70.3414_ID_29-processed-gene-0.49&CDS=1-2940
3148	OG0003148	YOR051C	snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_4_length_548857_cov_63.9947_ID_7-processed-gene-0.48&CDS=1-1365
3149	OG0003149	YOR052C	snap_masked-NODE_47_length_113448_cov_67.9831_ID_93-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_47_length_113448_cov_67.9831_ID_93-processed-gene-0.57&CDS=1-573
3150	OG0003150	YOR056C	snap_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.2&CDS=1-1458
3151	OG0003151	YOR057W	snap_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.30&CDS=1-1272
3152	OG0003152	YOR058C	augustus_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_46_length_114931_cov_70.3255_ID_91-processed-gene-0.109&CDS=1-2934
3153	OG0003153	YOR059C	snap_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_30_length_175768_cov_73.1768_ID_59-processed-gene-0.111&CDS=1-1509
3154	OG0003154	YOR061W	snap_masked-NODE_74_length_30141_cov_58.986_ID_147-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_74_length_30141_cov_58.986_ID_147-processed-gene-0.10&CDS=1-996
