	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034754_Lipomyces_arxii
2340	OG0002340	YLR325C	snap_masked-NODE_121_length_46870_cov_12.3074_ID_241-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_121_length_46870_cov_12.3074_ID_241-processed-gene-0.51&CDS=1-300
2341	OG0002341	YLR326W	genemark-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.163-mRNA-1_1&gene=genemark-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.163&CDS=1-768
2342	OG0002342	YLR330W	genemark-NODE_25_length_182198_cov_11.6102_ID_49-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_25_length_182198_cov_11.6102_ID_49-processed-gene-0.135&CDS=1-1380
2343	OG0002343	YLR336C	genemark-NODE_87_length_67939_cov_11.8386_ID_173-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_87_length_67939_cov_11.8386_ID_173-processed-gene-0.91&CDS=1-2316
2344	OG0002344	YLR337C	maker-NODE_155_length_31338_cov_10.7597_ID_309-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_155_length_31338_cov_10.7597_ID_309-snap-gene-0.49&CDS=1-1971
2345	OG0002345	YLR340W	genemark-NODE_117_length_48820_cov_10.8882_ID_233-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_117_length_48820_cov_10.8882_ID_233-processed-gene-0.22&CDS=1-942
2346	OG0002346	YLR342W	maker-NODE_13_length_234993_cov_11.5573_ID_25-augustus-gene-1.221-mRNA-1_1&gene=maker-NODE_13_length_234993_cov_11.5573_ID_25-augustus-gene-1.221&CDS=1-5829
2347	OG0002347	YLR345W	genemark-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.195-mRNA-1_1&gene=genemark-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.195&CDS=1-1662
2348	OG0002348	YLR347C	genemark-NODE_124_length_45768_cov_11.7547_ID_247-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_124_length_45768_cov_11.7547_ID_247-processed-gene-0.29&CDS=1-2601
2349	OG0002349	YLR348C	augustus_masked-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_19_length_212853_cov_11.6979_ID_37-processed-gene-0.2&CDS=1-834
2350	OG0002350	YLR351C	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.193-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-1.193&CDS=1-870
2351	OG0002351	YLR352W	genemark-NODE_74_length_78857_cov_11.3176_ID_147-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_74_length_78857_cov_11.3176_ID_147-processed-gene-0.31&CDS=1-1482
2352	OG0002352	YLR354C	genemark-NODE_100_length_59455_cov_11.7576_ID_199-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_100_length_59455_cov_11.7576_ID_199-processed-gene-0.56&CDS=1-972
2353	OG0002353	YLR355C	genemark-NODE_106_length_55275_cov_10.9775_ID_211-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_106_length_55275_cov_10.9775_ID_211-processed-gene-0.63&CDS=1-1206
2354	OG0002354	YLR359W	genemark-NODE_31_length_147544_cov_12.4471_ID_61-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_31_length_147544_cov_12.4471_ID_61-processed-gene-0.57&CDS=1-1446
2355	OG0002355	YLR361C	maker-NODE_10_length_247159_cov_11.3339_ID_19-snap-gene-1.117-mRNA-1_1&gene=maker-NODE_10_length_247159_cov_11.3339_ID_19-snap-gene-1.117&CDS=1-3948
2356	OG0002356	YLR362W	snap_masked-NODE_51_length_106695_cov_22.0781_ID_101-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_51_length_106695_cov_22.0781_ID_101-processed-gene-0.67&CDS=1-2700
2357	OG0002357	YLR368W	maker-NODE_6_length_284188_cov_11.2289_ID_11-augustus-gene-1.28-mRNA-1_1&gene=maker-NODE_6_length_284188_cov_11.2289_ID_11-augustus-gene-1.28&CDS=1-1737
2358	OG0002358	YLR370C	maker-NODE_32_length_147441_cov_12.2899_ID_63-augustus-gene-0.87-mRNA-1_1&gene=maker-NODE_32_length_147441_cov_12.2899_ID_63-augustus-gene-0.87&CDS=1-579
2359	OG0002359	YLR377C	genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-1.188-mRNA-1_1&gene=genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-1.188&CDS=1-1062
2360	OG0002360	YLR378C	genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_55_length_100684_cov_11.9594_ID_109-processed-gene-0.47&CDS=1-1425
2361	OG0002361	YLR380W	genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.171&CDS=1-1569
2362	OG0002362	YLR382C	maker-NODE_30_length_147641_cov_11.6001_ID_59-augustus-gene-0.116-mRNA-1_1&gene=maker-NODE_30_length_147641_cov_11.6001_ID_59-augustus-gene-0.116&CDS=1-2787
2363	OG0002363	YLR383W	maker-NODE_4_length_289952_cov_11.2436_ID_7-augustus-gene-0.79-mRNA-1_1&gene=maker-NODE_4_length_289952_cov_11.2436_ID_7-augustus-gene-0.79&CDS=1-3390
2364	OG0002364	YLR384C	genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-0.107&CDS=1-3924
2365	OG0002365	YLR386W	genemark-NODE_64_length_91347_cov_11.5369_ID_127-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_64_length_91347_cov_11.5369_ID_127-processed-gene-0.128&CDS=1-3024
2366	OG0002366	YLR389C	snap_masked-NODE_38_length_132907_cov_11.3871_ID_75-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_38_length_132907_cov_11.3871_ID_75-processed-gene-0.44&CDS=1-3213
2367	OG0002367	YLR390W-A	maker-NODE_11_length_244810_cov_11.4858_ID_21-snap-gene-1.48-mRNA-1_1&gene=maker-NODE_11_length_244810_cov_11.4858_ID_21-snap-gene-1.48&CDS=1-993
2368	OG0002368	YLR393W	genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.201-mRNA-1_1&gene=genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.201&CDS=1-1029
2369	OG0002369	YLR396C	snap_masked-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_33_length_145268_cov_11.4808_ID_65-processed-gene-0.149&CDS=1-1929
2370	OG0002370	YLR397C	genemark-NODE_44_length_123047_cov_11.5463_ID_87-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_44_length_123047_cov_11.5463_ID_87-processed-gene-0.132&CDS=1-2361
2371	OG0002371	YLR398C	maker-NODE_2_length_326681_cov_11.449_ID_3-augustus-gene-2.100-mRNA-1_1&gene=maker-NODE_2_length_326681_cov_11.449_ID_3-augustus-gene-2.100&CDS=1-3834
2372	OG0002372	YLR399C	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.214-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.214&CDS=1-1926
2373	OG0002373	YLR401C	genemark-NODE_44_length_123047_cov_11.5463_ID_87-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_44_length_123047_cov_11.5463_ID_87-processed-gene-0.171&CDS=1-1932
2374	OG0002374	YLR403W	genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.105&CDS=1-828
2375	OG0002375	YLR405W	snap_masked-NODE_78_length_76792_cov_11.4931_ID_155-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_78_length_76792_cov_11.4931_ID_155-processed-gene-0.94&CDS=1-1098
2376	OG0002376	YLR407W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.41&CDS=1-1365
2377	OG0002377	YLR409C	maker-NODE_6_length_284188_cov_11.2289_ID_11-augustus-gene-0.125-mRNA-1_1&gene=maker-NODE_6_length_284188_cov_11.2289_ID_11-augustus-gene-0.125&CDS=1-2775
2378	OG0002378	YLR410W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.40&CDS=1-3081
2379	OG0002379	YLR411W	genemark-NODE_84_length_71601_cov_11.8655_ID_167-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_84_length_71601_cov_11.8655_ID_167-processed-gene-0.43&CDS=1-525
2380	OG0002380	YLR412W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-0.61&CDS=1-996
2381	OG0002381	YLR418C	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.161-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.161&CDS=1-1242
2382	OG0002382	YLR419W	genemark-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_190_length_21864_cov_12.6844_ID_379-processed-gene-0.19&CDS=1-4062
2383	OG0002383	YLR420W	augustus_masked-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.83&CDS=1-2016
2384	OG0002384	YLR421C	genemark-NODE_83_length_73995_cov_12.4544_ID_165-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_83_length_73995_cov_12.4544_ID_165-processed-gene-0.11&CDS=1-966
2385	OG0002385	YLR422W	snap_masked-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_47_length_115791_cov_10.9052_ID_93-processed-gene-0.47&CDS=1-5757
2386	OG0002386	YLR423C	genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.192-mRNA-1_1&gene=genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.192&CDS=1-1287
2387	OG0002387	YLR424W	genemark-NODE_283_length_9360_cov_10.6907_ID_565-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_283_length_9360_cov_10.6907_ID_565-processed-gene-0.7&CDS=1-2451
2388	OG0002388	YLR427W	genemark-NODE_163_length_28409_cov_15.9864_ID_325-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_163_length_28409_cov_15.9864_ID_325-processed-gene-0.1&CDS=1-2205
2389	OG0002389	YLR429W	maker-NODE_9_length_249165_cov_11.2857_ID_17-augustus-gene-1.258-mRNA-1_1&gene=maker-NODE_9_length_249165_cov_11.2857_ID_17-augustus-gene-1.258&CDS=1-1965
2390	OG0002390	YLR430W	genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_6_length_284188_cov_11.2289_ID_11-processed-gene-1.55&CDS=1-5940
2391	OG0002391	YLR433C	genemark-NODE_97_length_62045_cov_11.7576_ID_193-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_97_length_62045_cov_11.7576_ID_193-processed-gene-0.56&CDS=1-1656
2392	OG0002392	YLR435W	genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.131&CDS=1-444
2393	OG0002393	YLR438C-A	genemark-NODE_65_length_90892_cov_11.2911_ID_129-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_65_length_90892_cov_11.2911_ID_129-processed-gene-0.75&CDS=1-291
2394	OG0002394	YLR438W	maker-NODE_187_length_23179_cov_13.5084_ID_373-augustus-gene-0.31-mRNA-1_1&gene=maker-NODE_187_length_23179_cov_13.5084_ID_373-augustus-gene-0.31&CDS=1-1305
2395	OG0002395	YLR439W	genemark-NODE_108_length_53958_cov_11.4862_ID_215-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_108_length_53958_cov_11.4862_ID_215-processed-gene-0.13&CDS=1-969
2396	OG0002396	YLR441C	genemark-NODE_25_length_182198_cov_11.6102_ID_49-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_25_length_182198_cov_11.6102_ID_49-processed-gene-0.146&CDS=1-774
2397	OG0002397	YLR447C	genemark-NODE_181_length_24351_cov_15.3716_ID_361-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_181_length_24351_cov_15.3716_ID_361-processed-gene-0.12&CDS=1-1032
2398	OG0002398	YLR451W	genemark-NODE_42_length_124964_cov_11.4052_ID_83-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_42_length_124964_cov_11.4052_ID_83-processed-gene-0.124&CDS=1-2586
2399	OG0002399	YLR452C	genemark-NODE_86_length_69400_cov_11.2735_ID_171-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_86_length_69400_cov_11.2735_ID_171-processed-gene-0.28&CDS=1-1656
2400	OG0002400	YLR454W	genemark-NODE_57_length_98791_cov_11.4046_ID_113-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_57_length_98791_cov_11.4046_ID_113-processed-gene-0.121&CDS=1-8829
2401	OG0002401	YLR459W	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.211-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.211&CDS=1-1215
2402	OG0002402	YML001W	maker-NODE_172_length_26598_cov_13.3476_ID_343-augustus-gene-0.31-mRNA-1_1&gene=maker-NODE_172_length_26598_cov_13.3476_ID_343-augustus-gene-0.31&CDS=1-618
2403	OG0002403	YML002W	genemark-NODE_79_length_76759_cov_11.5973_ID_157-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_79_length_76759_cov_11.5973_ID_157-processed-gene-0.98&CDS=1-3369
2404	OG0002404	YML004C	snap_masked-NODE_69_length_87016_cov_10.832_ID_137-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_69_length_87016_cov_10.832_ID_137-processed-gene-0.37&CDS=1-1011
2405	OG0002405	YML005W	genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-1.67&CDS=1-1350
2406	OG0002406	YML007W	genemark-NODE_68_length_87717_cov_11.3619_ID_135-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_68_length_87717_cov_11.3619_ID_135-processed-gene-0.73&CDS=1-1590
2407	OG0002407	YML008C	genemark-NODE_96_length_63227_cov_12.2591_ID_191-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_96_length_63227_cov_12.2591_ID_191-processed-gene-0.88&CDS=1-1134
2408	OG0002408	YML009C	augustus_masked-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.47&CDS=1-243
2409	OG0002409	YML010W	genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_13_length_234993_cov_11.5573_ID_25-processed-gene-0.48&CDS=1-3000
2410	OG0002410	YML012W	maker-NODE_123_length_45851_cov_12.4793_ID_245-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_123_length_45851_cov_12.4793_ID_245-augustus-gene-0.48&CDS=1-690
2411	OG0002411	YML014W	genemark-NODE_52_length_103870_cov_11.3034_ID_103-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_52_length_103870_cov_11.3034_ID_103-processed-gene-0.15&CDS=1-711
2412	OG0002412	YML015C	snap_masked-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.93&CDS=1-372
2413	OG0002413	YML018C	genemark-NODE_172_length_26598_cov_13.3476_ID_343-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_172_length_26598_cov_13.3476_ID_343-processed-gene-0.22&CDS=1-1500
2414	OG0002414	YML020W	genemark-NODE_123_length_45851_cov_12.4793_ID_245-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_123_length_45851_cov_12.4793_ID_245-processed-gene-0.4&CDS=1-2841
2415	OG0002415	YML021C	augustus_masked-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-2.74&CDS=1-1665
2416	OG0002416	YML022W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-0.113&CDS=1-579
2417	OG0002417	YML025C	genemark-NODE_122_length_46585_cov_11.714_ID_243-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_122_length_46585_cov_11.714_ID_243-processed-gene-0.21&CDS=1-1092
2418	OG0002418	YML030W	genemark-NODE_145_length_34410_cov_11.2031_ID_289-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_145_length_34410_cov_11.2031_ID_289-processed-gene-0.25&CDS=1-393
2419	OG0002419	YML031W	maker-NODE_11_length_244810_cov_11.4858_ID_21-augustus-gene-0.153-mRNA-1_1&gene=maker-NODE_11_length_244810_cov_11.4858_ID_21-augustus-gene-0.153&CDS=1-1827
2420	OG0002420	YML032C	genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_11_length_244810_cov_11.4858_ID_21-processed-gene-0.112&CDS=1-1695
2421	OG0002421	YML035C	maker-NODE_127_length_41214_cov_11.8478_ID_253-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_127_length_41214_cov_11.8478_ID_253-augustus-gene-0.0&CDS=1-4284
2422	OG0002422	YML036W	genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.187-mRNA-1_1&gene=genemark-NODE_39_length_132718_cov_11.6163_ID_77-processed-gene-0.187&CDS=1-558
2423	OG0002423	YML038C	genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_32_length_147441_cov_12.2899_ID_63-processed-gene-0.122&CDS=1-1554
2424	OG0002424	YML042W	genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_8_length_270071_cov_11.3361_ID_15-processed-gene-0.61&CDS=1-1956
2425	OG0002425	YML046W	maker-NODE_26_length_177985_cov_11.2812_ID_51-augustus-gene-0.266-mRNA-1_1&gene=maker-NODE_26_length_177985_cov_11.2812_ID_51-augustus-gene-0.266&CDS=1-1527
2426	OG0002426	YML048W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.210-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.210&CDS=1-1311
2427	OG0002427	YML049C	maker-NODE_1_length_424910_cov_11.4403_ID_1-augustus-gene-0.68-mRNA-1_1&gene=maker-NODE_1_length_424910_cov_11.4403_ID_1-augustus-gene-0.68&CDS=1-3708
2428	OG0002428	YML054C	genemark-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_12_length_235806_cov_11.4795_ID_23-processed-gene-0.83&CDS=1-1491
2429	OG0002429	YML055W	genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_17_length_218247_cov_11.4706_ID_33-processed-gene-1.107&CDS=1-531
2430	OG0002430	YML056C	genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_94_length_63852_cov_11.6466_ID_187-processed-gene-0.0&CDS=1-1587
2431	OG0002431	YML059C	genemark-NODE_93_length_65092_cov_10.6922_ID_185-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_93_length_65092_cov_10.6922_ID_185-processed-gene-0.105&CDS=1-4368
2432	OG0002432	YML060W	maker-NODE_5_length_287076_cov_11.3809_ID_9-snap-gene-0.91-mRNA-1_1&gene=maker-NODE_5_length_287076_cov_11.3809_ID_9-snap-gene-0.91&CDS=1-912
2433	OG0002433	YML061C	genemark-NODE_82_length_74651_cov_11.0343_ID_163-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_82_length_74651_cov_11.0343_ID_163-processed-gene-0.112&CDS=1-2319
2434	OG0002434	YML064C	maker-NODE_150_length_32944_cov_12.071_ID_299-snap-gene-0.38-mRNA-1_1&gene=maker-NODE_150_length_32944_cov_12.071_ID_299-snap-gene-0.38&CDS=1-627
2435	OG0002435	YML065W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.218-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.218&CDS=1-2175
2436	OG0002436	YML067C	genemark-NODE_58_length_98039_cov_12.0642_ID_115-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_58_length_98039_cov_12.0642_ID_115-processed-gene-0.79&CDS=1-1047
2437	OG0002437	YML069W	genemark-NODE_103_length_57922_cov_13.1606_ID_205-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_103_length_57922_cov_13.1606_ID_205-processed-gene-0.52&CDS=1-1680
2438	OG0002438	YML071C	genemark-NODE_181_length_24351_cov_15.3716_ID_361-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_181_length_24351_cov_15.3716_ID_361-processed-gene-0.18&CDS=1-1218
2439	OG0002439	YML073C	genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.63&CDS=1-588
2440	OG0002440	YML077W	genemark-NODE_147_length_33224_cov_11.5359_ID_293-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_147_length_33224_cov_11.5359_ID_293-processed-gene-0.43&CDS=1-510
2441	OG0002441	YML079W	genemark-NODE_163_length_28409_cov_15.9864_ID_325-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_163_length_28409_cov_15.9864_ID_325-processed-gene-0.8&CDS=1-570
2442	OG0002442	YML080W	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-3.135-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-3.135&CDS=1-1311
2443	OG0002443	YML085C	maker-NODE_123_length_45851_cov_12.4793_ID_245-augustus-gene-0.40-mRNA-1_1&gene=maker-NODE_123_length_45851_cov_12.4793_ID_245-augustus-gene-0.40&CDS=1-1341
2444	OG0002444	YML086C	genemark-NODE_71_length_85177_cov_12.7038_ID_141-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_71_length_85177_cov_12.7038_ID_141-processed-gene-0.118&CDS=1-1569
2445	OG0002445	YML092C	genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_2_length_326681_cov_11.449_ID_3-processed-gene-1.14&CDS=1-750
2446	OG0002446	YML093W	genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_1_length_424910_cov_11.4403_ID_1-processed-gene-0.91&CDS=1-2466
2447	OG0002447	YML094W	genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.195-mRNA-1_1&gene=genemark-NODE_16_length_223381_cov_11.4667_ID_31-processed-gene-1.195&CDS=1-456
2448	OG0002448	YML096W	genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_49_length_108944_cov_11.5035_ID_97-processed-gene-0.52&CDS=1-1644
2449	OG0002449	YML098W	genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_15_length_231195_cov_11.3764_ID_29-processed-gene-0.83&CDS=1-363
2450	OG0002450	YML103C	genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_24_length_184737_cov_11.2875_ID_47-processed-gene-0.144&CDS=1-2916
2451	OG0002451	YML104C	genemark-NODE_62_length_93479_cov_10.9678_ID_123-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_62_length_93479_cov_10.9678_ID_123-processed-gene-0.0&CDS=1-3930
2452	OG0002452	YML105C	genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.210-mRNA-1_1&gene=genemark-NODE_29_length_148249_cov_11.5393_ID_57-processed-gene-0.210&CDS=1-933
2453	OG0002453	YML110C	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-0.147&CDS=1-948
2454	OG0002454	YML112W	maker-NODE_4_length_289952_cov_11.2436_ID_7-augustus-gene-1.19-mRNA-1_1&gene=maker-NODE_4_length_289952_cov_11.2436_ID_7-augustus-gene-1.19&CDS=1-666
2455	OG0002455	YML114C	genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-2.69&CDS=1-807
2456	OG0002456	YML121W	genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.188-mRNA-1_1&gene=genemark-NODE_4_length_289952_cov_11.2436_ID_7-processed-gene-1.188&CDS=1-1011
2457	OG0002457	YML126C	maker-NODE_55_length_100684_cov_11.9594_ID_109-augustus-gene-0.156-mRNA-1_1&gene=maker-NODE_55_length_100684_cov_11.9594_ID_109-augustus-gene-0.156&CDS=1-1401
2458	OG0002458	YML127W	genemark-NODE_92_length_65863_cov_10.9757_ID_183-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_92_length_65863_cov_10.9757_ID_183-processed-gene-0.49&CDS=1-2073
2459	OG0002459	YML128C	snap_masked-NODE_242_length_13882_cov_10.8796_ID_483-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_242_length_13882_cov_10.8796_ID_483-processed-gene-0.24&CDS=1-1671
2460	OG0002460	YML130C	genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.183-mRNA-1_1&gene=genemark-NODE_9_length_249165_cov_11.2857_ID_17-processed-gene-1.183&CDS=1-1653
2461	OG0002461	YML131W	genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_26_length_177985_cov_11.2812_ID_51-processed-gene-0.151&CDS=1-1050
2462	OG0002462	YMR001C	genemark-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.243-mRNA-1_1&gene=genemark-NODE_10_length_247159_cov_11.3339_ID_19-processed-gene-1.243&CDS=1-2403
2463	OG0002463	YMR002W	genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_14_length_231766_cov_11.1265_ID_27-processed-gene-0.9&CDS=1-465
2464	OG0002464	YMR004W	genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_3_length_308411_cov_11.3318_ID_5-processed-gene-0.96&CDS=1-2337
