	OrthologID	Metschnikowia_shivogae	Saccharomyces_cerevisiae
2180	OG0002180	genemark-shi_s53-processed-gene-7.99-mRNA-1_1&gene=genemark-shi_s53-processed-gene-7.99&CDS=1-855	YDL065C
2181	OG0002181	genemark-shi_s53-processed-gene-7.84-mRNA-1_1&gene=genemark-shi_s53-processed-gene-7.84&CDS=1-474	YDL064W
2182	OG0002182	genemark-shi_s53-processed-gene-7.85-mRNA-1_1&gene=genemark-shi_s53-processed-gene-7.85&CDS=1-2304	YJL156C
2183	OG0002183	genemark-shi_s53-processed-gene-7.101-mRNA-1_1&gene=genemark-shi_s53-processed-gene-7.101&CDS=1-1911	YDL063C
2184	OG0002184	maker-shi_s53-snap-gene-7.4-mRNA-1_1&gene=maker-shi_s53-snap-gene-7.4&CDS=1-252	YLR390W
2185	OG0002185	maker-shi_s53-snap-gene-8.90-mRNA-1_1&gene=maker-shi_s53-snap-gene-8.90&CDS=1-3519	YDL060W
2186	OG0002186	genemark-shi_s53-processed-gene-8.3-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.3&CDS=1-2790	YLR386W
2187	OG0002187	maker-shi_s53-augustus-gene-8.92-mRNA-1_1&gene=maker-shi_s53-augustus-gene-8.92&CDS=1-1167	YKL053C-A
2188	OG0002188	augustus_masked-shi_s53-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-8.120&CDS=1-1464	YDR376W
2189	OG0002189	augustus_masked-shi_s53-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-8.101&CDS=1-3666	YMR218C
2190	OG0002190	snap_masked-shi_s53-processed-gene-8.51-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-8.51&CDS=1-1899	YGL110C
2191	OG0002191	genemark-shi_s53-processed-gene-8.9-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.9&CDS=1-3183	YDL215C
2192	OG0002192	genemark-shi_s53-processed-gene-8.10-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.10&CDS=1-1026	YBR246W
2193	OG0002193	snap_masked-shi_s53-processed-gene-8.73-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-8.73&CDS=1-1584	YLR337C
2194	OG0002194	genemark-shi_s53-processed-gene-8.31-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.31&CDS=1-345	YDL120W
2195	OG0002195	genemark-shi_s53-processed-gene-8.13-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.13&CDS=1-792	YIL093C
2196	OG0002196	genemark-shi_s53-processed-gene-8.16-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.16&CDS=1-1890	YOL060C
2197	OG0002197	genemark-shi_s53-processed-gene-8.18-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.18&CDS=1-1614	YKR051W
2198	OG0002198	genemark-shi_s53-processed-gene-8.33-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.33&CDS=1-2556	YNL240C
2199	OG0002199	genemark-shi_s53-processed-gene-8.19-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.19&CDS=1-2448	YIL130W
2200	OG0002200	genemark-shi_s53-processed-gene-8.34-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.34&CDS=1-2247	YOR112W
2201	OG0002201	maker-shi_s53-augustus-gene-8.93-mRNA-1_1&gene=maker-shi_s53-augustus-gene-8.93&CDS=1-921	YLR283W
2202	OG0002202	snap_masked-shi_s53-processed-gene-8.64-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-8.64&CDS=1-249	YMR194C-B
2203	OG0002203	genemark-shi_s53-processed-gene-8.22-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.22&CDS=1-306	YBR268W
2204	OG0002204	genemark-shi_s53-processed-gene-8.37-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.37&CDS=1-2415	YPR089W
2205	OG0002205	genemark-shi_s53-processed-gene-8.23-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.23&CDS=1-846	YPR079W
2206	OG0002206	genemark-shi_s53-processed-gene-8.38-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.38&CDS=1-2799	YNL287W
2207	OG0002207	augustus_masked-shi_s53-processed-gene-8.132-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-8.132&CDS=1-3777	YML091C
2208	OG0002208	genemark-shi_s53-processed-gene-8.40-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.40&CDS=1-1941	YML088W
2209	OG0002209	genemark-shi_s53-processed-gene-8.25-mRNA-1_1&gene=genemark-shi_s53-processed-gene-8.25&CDS=1-3813	YMR012W
2210	OG0002210	maker-shi_s53-augustus-gene-9.171-mRNA-1_1&gene=maker-shi_s53-augustus-gene-9.171&CDS=1-1716	YML125C
2211	OG0002211	genemark-shi_s53-processed-gene-9.64-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.64&CDS=1-1344	YML085C
2212	OG0002212	genemark-shi_s53-processed-gene-9.65-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.65&CDS=1-1341	YML126C
2213	OG0002213	augustus_masked-shi_s53-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-9.123&CDS=1-4752	YOR093C
2214	OG0002214	genemark-shi_s53-processed-gene-9.60-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.60&CDS=1-345	YPR166C
2215	OG0002215	genemark-shi_s53-processed-gene-9.93-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.93&CDS=1-756	YPL064C
2216	OG0002216	genemark-shi_s53-processed-gene-9.70-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.70&CDS=1-2439	YPR029C
2217	OG0002217	snap_masked-shi_s53-processed-gene-9.37-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-9.37&CDS=1-1821	YPR028W
2218	OG0002218	genemark-shi_s53-processed-gene-9.71-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.71&CDS=1-1119	YKL080W
2219	OG0002219	snap_masked-shi_s53-processed-gene-9.14-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-9.14&CDS=1-381	YDL200C
2220	OG0002220	genemark-shi_s53-processed-gene-9.74-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.74&CDS=1-3171	YER026C
2221	OG0002221	genemark-shi_s53-processed-gene-9.75-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.75&CDS=1-1389	YPL063W
2222	OG0002222	snap_masked-shi_s53-processed-gene-9.19-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-9.19&CDS=1-2109	YOR017W
2223	OG0002223	genemark-shi_s53-processed-gene-9.78-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.78&CDS=1-537	YMR009W
2224	OG0002224	genemark-shi_s53-processed-gene-9.98-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.98&CDS=1-366	YEL003W
2225	OG0002225	genemark-shi_s53-processed-gene-9.99-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.99&CDS=1-1305	YEL002C
2226	OG0002226	genemark-shi_s53-processed-gene-9.79-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.79&CDS=1-300	YIL008W
2227	OG0002227	genemark-shi_s53-processed-gene-9.100-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.100&CDS=1-675	YIL007C
2228	OG0002228	genemark-shi_s53-processed-gene-9.80-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.80&CDS=1-735	YPR167C
2229	OG0002229	genemark-shi_s53-processed-gene-9.101-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.101&CDS=1-2970	YOL090W
2230	OG0002230	genemark-shi_s53-processed-gene-9.83-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.83&CDS=1-360	YKL003C
2231	OG0002231	genemark-shi_s53-processed-gene-9.102-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.102&CDS=1-1413	YKL004W
2232	OG0002232	snap_masked-shi_s53-processed-gene-9.46-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-9.46&CDS=1-909	YMR099C
2233	OG0002233	genemark-shi_s53-processed-gene-9.84-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.84&CDS=1-1155	YLR328W
2234	OG0002234	genemark-shi_s53-processed-gene-9.104-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.104&CDS=1-1830	YGR216C
2235	OG0002235	genemark-shi_s53-processed-gene-9.106-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.106&CDS=1-1701	YJL163C
2236	OG0002236	genemark-shi_s53-processed-gene-9.86-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.86&CDS=1-2406	YFL013C
2237	OG0002237	genemark-shi_s53-processed-gene-9.87-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.87&CDS=1-243	YFL017W-A
2238	OG0002238	snap_masked-shi_s53-processed-gene-9.52-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-9.52&CDS=1-447	YFL017C
2239	OG0002239	snap_masked-shi_s53-processed-gene-9.53-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-9.53&CDS=1-2193	YKL171W
2240	OG0002240	genemark-shi_s53-processed-gene-9.109-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.109&CDS=1-2220	YLR362W
2241	OG0002241	snap_masked-shi_s53-processed-gene-9.55-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-9.55&CDS=1-2157	YLR361C
2242	OG0002242	genemark-shi_s53-processed-gene-9.88-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.88&CDS=1-1365	YCL032W
2243	OG0002243	genemark-shi_s53-processed-gene-9.91-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.91&CDS=1-2193	YDR324C
2244	OG0002244	genemark-shi_s53-processed-gene-9.113-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.113&CDS=1-1125	YML008C
2245	OG0002245	genemark-shi_s53-processed-gene-9.114-mRNA-1_1&gene=genemark-shi_s53-processed-gene-9.114&CDS=1-3426	YDR325W
2246	OG0002246	snap_masked-shi_s53-processed-gene-9.35-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-9.35&CDS=1-2325	YEL053C
2247	OG0002247	genemark-shi_s53-processed-gene-10.0-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.0&CDS=1-1365	YML007W
2248	OG0002248	genemark-shi_s53-processed-gene-10.2-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.2&CDS=1-1128	YHR068W
2249	OG0002249	maker-shi_s53-snap-gene-10.125-mRNA-1_1&gene=maker-shi_s53-snap-gene-10.125&CDS=1-1338	YML017W
2250	OG0002250	genemark-shi_s53-processed-gene-10.6-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.6&CDS=1-1263	YER020W
2251	OG0002251	snap_masked-shi_s53-processed-gene-10.70-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-10.70&CDS=1-2049	YKL104C
2252	OG0002252	genemark-shi_s53-processed-gene-10.9-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.9&CDS=1-1149	YDR282C
2253	OG0002253	maker-shi_s53-augustus-gene-10.129-mRNA-1_1&gene=maker-shi_s53-augustus-gene-10.129&CDS=1-3474	YMR108W
2254	OG0002254	genemark-shi_s53-processed-gene-10.13-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.13&CDS=1-2091	YOR317W
2255	OG0002255	genemark-shi_s53-processed-gene-10.42-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.42&CDS=1-1137	YDR321W
2256	OG0002256	genemark-shi_s53-processed-gene-10.14-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.14&CDS=1-315	YMR244C-A
2257	OG0002257	genemark-shi_s53-processed-gene-10.43-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.43&CDS=1-3957	YDR407C
2258	OG0002258	genemark-shi_s53-processed-gene-10.15-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.15&CDS=1-807	YOR157C
2259	OG0002259	genemark-shi_s53-processed-gene-10.17-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.17&CDS=1-1134	YDL168W
2260	OG0002260	genemark-shi_s53-processed-gene-10.18-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.18&CDS=1-1095	YOR136W
2261	OG0002261	genemark-shi_s53-processed-gene-10.44-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.44&CDS=1-681	YDR408C
2262	OG0002262	genemark-shi_s53-processed-gene-10.22-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.22&CDS=1-618	YOR021C
2263	OG0002263	genemark-shi_s53-processed-gene-10.45-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.45&CDS=1-2181	YOR022C
2264	OG0002264	genemark-shi_s53-processed-gene-10.48-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.48&CDS=1-393	YKL170W
2265	OG0002265	maker-shi_s53-augustus-gene-10.130-mRNA-1_1&gene=maker-shi_s53-augustus-gene-10.130&CDS=1-1971	YDL178W
2266	OG0002266	genemark-shi_s53-processed-gene-10.52-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.52&CDS=1-510	YGL068W
2267	OG0002267	genemark-shi_s53-processed-gene-10.27-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.27&CDS=1-300	YGL070C
2268	OG0002268	genemark-shi_s53-processed-gene-10.54-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.54&CDS=1-723	YNL010W
2269	OG0002269	augustus_masked-shi_s53-processed-gene-10.158-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-10.158&CDS=1-5028	YLR247C
2270	OG0002270	genemark-shi_s53-processed-gene-10.55-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.55&CDS=1-768	YNL312W
2271	OG0002271	genemark-shi_s53-processed-gene-10.57-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.57&CDS=1-1413	YNR023W
2272	OG0002272	genemark-shi_s53-processed-gene-10.58-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.58&CDS=1-681	YOR319W
2273	OG0002273	genemark-shi_s53-processed-gene-10.59-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.59&CDS=1-999	YHR040W
2274	OG0002274	genemark-shi_s53-processed-gene-10.60-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.60&CDS=1-1044	YNR021W
2275	OG0002275	genemark-shi_s53-processed-gene-10.61-mRNA-1_1&gene=genemark-shi_s53-processed-gene-10.61&CDS=1-639	YCR051W
2276	OG0002276	augustus_masked-shi_s53-processed-gene-10.165-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-10.165&CDS=1-1290	YCR047C
2277	OG0002277	genemark-shi_s53-processed-gene-11.0-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.0&CDS=1-3141	YNL014W
2278	OG0002278	maker-shi_s53-augustus-gene-11.114-mRNA-1_1&gene=maker-shi_s53-augustus-gene-11.114&CDS=1-1689	YIL033C
2279	OG0002279	genemark-shi_s53-processed-gene-11.7-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.7&CDS=1-1344	YMR026C
2280	OG0002280	genemark-shi_s53-processed-gene-11.8-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.8&CDS=1-1197	YPR118W
2281	OG0002281	genemark-shi_s53-processed-gene-11.27-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.27&CDS=1-3531	YDR027C
2282	OG0002282	augustus_masked-shi_s53-processed-gene-11.144-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-11.144&CDS=1-3408	YPL162C
2283	OG0002283	genemark-shi_s53-processed-gene-11.9-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.9&CDS=1-1395	YDR330W
2284	OG0002284	maker-shi_s53-augustus-gene-11.115-mRNA-1_1&gene=maker-shi_s53-augustus-gene-11.115&CDS=1-1710	YDR328C
2285	OG0002285	genemark-shi_s53-processed-gene-11.12-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.12&CDS=1-3390	YHR079C
2286	OG0002286	genemark-shi_s53-processed-gene-11.35-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.35&CDS=1-555	YHR081W
2287	OG0002287	genemark-shi_s53-processed-gene-11.13-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.13&CDS=1-738	YDR412W
2288	OG0002288	maker-shi_s53-augustus-gene-11.116-mRNA-1_1&gene=maker-shi_s53-augustus-gene-11.116&CDS=1-1284	YDR354W
2289	OG0002289	augustus_masked-shi_s53-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-11.133&CDS=1-7173	YGL234W
2290	OG0002290	genemark-shi_s53-processed-gene-11.18-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.18&CDS=1-897	YGL240W
2291	OG0002291	genemark-shi_s53-processed-gene-11.37-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.37&CDS=1-894	YFR047C
2292	OG0002292	snap_masked-shi_s53-processed-gene-11.72-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-11.72&CDS=1-708	YFR027W
2293	OG0002293	genemark-shi_s53-processed-gene-11.39-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.39&CDS=1-1803	YGL236C
2294	OG0002294	snap_masked-shi_s53-processed-gene-11.74-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-11.74&CDS=1-846	YLR003C
2295	OG0002295	genemark-shi_s53-processed-gene-11.22-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.22&CDS=1-708	YGL237C
2296	OG0002296	genemark-shi_s53-processed-gene-11.41-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.41&CDS=1-2955	YGL238W
2297	OG0002297	genemark-shi_s53-processed-gene-11.42-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.42&CDS=1-1002	YGL225W
2298	OG0002298	genemark-shi_s53-processed-gene-11.43-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.43&CDS=1-969	YER156C
2299	OG0002299	genemark-shi_s53-processed-gene-11.24-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.24&CDS=1-2460	YER157W
2300	OG0002300	augustus_masked-shi_s53-processed-gene-11.161-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-11.161&CDS=1-1257	YDL107W
2301	OG0002301	genemark-shi_s53-processed-gene-11.47-mRNA-1_1&gene=genemark-shi_s53-processed-gene-11.47&CDS=1-1545	YDL106C
2302	OG0002302	genemark-shi_s53-processed-gene-12.69-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.69&CDS=1-477	YJL011C
2303	OG0002303	genemark-shi_s53-processed-gene-12.100-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.100&CDS=1-669	YGR271C-A
2304	OG0002304	genemark-shi_s53-processed-gene-12.71-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.71&CDS=1-1104	YGR173W
2305	OG0002305	genemark-shi_s53-processed-gene-12.73-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.73&CDS=1-1770	YHR037W
2306	OG0002306	maker-shi_s53-augustus-gene-12.125-mRNA-1_1&gene=maker-shi_s53-augustus-gene-12.125&CDS=1-432	YMR292W
2307	OG0002307	genemark-shi_s53-processed-gene-12.105-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.105&CDS=1-1461	YLR015W
2308	OG0002308	snap_masked-shi_s53-processed-gene-12.13-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-12.13&CDS=1-2067	YGR266W
2309	OG0002309	genemark-shi_s53-processed-gene-12.78-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.78&CDS=1-1404	YJR006W
2310	OG0002310	genemark-shi_s53-processed-gene-12.79-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.79&CDS=1-3552	YDR293C
2311	OG0002311	genemark-shi_s53-processed-gene-12.80-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.80&CDS=1-828	YGR267C
2312	OG0002312	genemark-shi_s53-processed-gene-12.108-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.108&CDS=1-1410	YMR293C
2313	OG0002313	genemark-shi_s53-processed-gene-12.81-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.81&CDS=1-2244	YGR264C
2314	OG0002314	genemark-shi_s53-processed-gene-12.109-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.109&CDS=1-4887	YGR170W
2315	OG0002315	augustus_masked-shi_s53-processed-gene-12.154-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-12.154&CDS=1-837	YGR172C
2316	OG0002316	genemark-shi_s53-processed-gene-12.83-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.83&CDS=1-1575	YGR171C
2317	OG0002317	genemark-shi_s53-processed-gene-12.84-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.84&CDS=1-3954	YGR270W
2318	OG0002318	genemark-shi_s53-processed-gene-12.110-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.110&CDS=1-336	YGR063C
2319	OG0002319	augustus_masked-shi_s53-processed-gene-12.157-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-12.157&CDS=1-1617	YGR062C
2320	OG0002320	genemark-shi_s53-processed-gene-12.111-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.111&CDS=1-2547	YGL227W
2321	OG0002321	genemark-shi_s53-processed-gene-12.87-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.87&CDS=1-759	YGR262C
2322	OG0002322	genemark-shi_s53-processed-gene-12.112-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.112&CDS=1-1224	YLL006W
2323	OG0002323	genemark-shi_s53-processed-gene-12.113-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.113&CDS=1-1266	YGR202C
2324	OG0002324	genemark-shi_s53-processed-gene-12.88-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.88&CDS=1-423	YGR203W
2325	OG0002325	genemark-shi_s53-processed-gene-12.115-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.115&CDS=1-462	YLR008C
2326	OG0002326	genemark-shi_s53-processed-gene-12.89-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.89&CDS=1-585	YLR009W
2327	OG0002327	genemark-shi_s53-processed-gene-12.90-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.90&CDS=1-423	YBR167C
2328	OG0002328	genemark-shi_s53-processed-gene-12.117-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.117&CDS=1-609	YJR014W
2329	OG0002329	augustus_masked-shi_s53-processed-gene-12.189-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-12.189&CDS=1-2799	YGR198W
2330	OG0002330	genemark-shi_s53-processed-gene-12.119-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.119&CDS=1-2085	YMR167W
2331	OG0002331	genemark-shi_s53-processed-gene-12.95-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.95&CDS=1-1020	YDL105W
2332	OG0002332	snap_masked-shi_s53-processed-gene-12.61-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-12.61&CDS=1-1230	YDL104C
2333	OG0002333	genemark-shi_s53-processed-gene-12.96-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.96&CDS=1-1053	YMR166C
2334	OG0002334	genemark-shi_s53-processed-gene-12.121-mRNA-1_1&gene=genemark-shi_s53-processed-gene-12.121&CDS=1-1611	YHL036W
2335	OG0002335	augustus_masked-shi_s53-processed-gene-12.193-mRNA-1_1&gene=augustus_masked-shi_s53-processed-gene-12.193&CDS=1-5163	YLL048C
2336	OG0002336	snap_masked-shi_s53-processed-gene-12.38-mRNA-1_1&gene=snap_masked-shi_s53-processed-gene-12.38&CDS=1-186	YFR032C-A
2337	OG0002337	genemark-shi_s54-processed-gene-0.21-mRNA-1_1&gene=genemark-shi_s54-processed-gene-0.21&CDS=1-2574	YNL272C
2338	OG0002338	genemark-shi_s54-processed-gene-0.24-mRNA-1_1&gene=genemark-shi_s54-processed-gene-0.24&CDS=1-882	YGL161C
2339	OG0002339	genemark-shi_s54-processed-gene-0.32-mRNA-1_1&gene=genemark-shi_s54-processed-gene-0.32&CDS=1-1557	YJR152W
2340	OG0002340	snap_masked-shi_s54-processed-gene-0.47-mRNA-1_1&gene=snap_masked-shi_s54-processed-gene-0.47&CDS=1-3672	YLR067C
2341	OG0002341	genemark-shi_s54-processed-gene-0.33-mRNA-1_1&gene=genemark-shi_s54-processed-gene-0.33&CDS=1-567	YLR066W
2342	OG0002342	augustus_masked-shi_s54-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-shi_s54-processed-gene-0.14&CDS=1-2262	YNL247W
2343	OG0002343	snap_masked-shi_s54-processed-gene-0.58-mRNA-1_1&gene=snap_masked-shi_s54-processed-gene-0.58&CDS=1-3414	YBR023C
2344	OG0002344	snap_masked-shi_s54-processed-gene-0.59-mRNA-1_1&gene=snap_masked-shi_s54-processed-gene-0.59&CDS=1-4455	YNL297C
2345	OG0002345	genemark-shi_s54-processed-gene-0.28-mRNA-1_1&gene=genemark-shi_s54-processed-gene-0.28&CDS=1-2532	YGR157W
2346	OG0002346	genemark-shi_s54-processed-gene-0.38-mRNA-1_1&gene=genemark-shi_s54-processed-gene-0.38&CDS=1-777	YGR158C
2347	OG0002347	genemark-shi_s59-processed-gene-0.61-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.61&CDS=1-1122	YKR070W
2348	OG0002348	genemark-shi_s59-processed-gene-0.62-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.62&CDS=1-1674	YKR069W
2349	OG0002349	genemark-shi_s59-processed-gene-0.41-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.41&CDS=1-1332	YOR051C
2350	OG0002350	snap_masked-shi_s59-processed-gene-0.22-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-0.22&CDS=1-516	YOR052C
2351	OG0002351	genemark-shi_s59-processed-gene-0.65-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.65&CDS=1-567	YKR068C
2352	OG0002352	genemark-shi_s59-processed-gene-0.42-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.42&CDS=1-1059	YDR297W
2353	OG0002353	genemark-shi_s59-processed-gene-0.47-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.47&CDS=1-1290	YMR140W
2354	OG0002354	genemark-shi_s59-processed-gene-0.50-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.50&CDS=1-1629	YFR051C
2355	OG0002355	genemark-shi_s59-processed-gene-0.68-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.68&CDS=1-1083	YGL248W
2356	OG0002356	genemark-shi_s59-processed-gene-0.69-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.69&CDS=1-813	YFR050C
2357	OG0002357	genemark-shi_s59-processed-gene-0.51-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.51&CDS=1-879	YOR164C
2358	OG0002358	genemark-shi_s59-processed-gene-0.71-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.71&CDS=1-543	YOR163W
2359	OG0002359	genemark-shi_s59-processed-gene-0.52-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.52&CDS=1-636	YLR250W
2360	OG0002360	genemark-shi_s59-processed-gene-0.72-mRNA-1_1&gene=genemark-shi_s59-processed-gene-0.72&CDS=1-309	YDR031W
2361	OG0002361	snap_masked-shi_s59-processed-gene-0.14-mRNA-1_1&gene=snap_masked-shi_s59-processed-gene-0.14&CDS=1-702	YER100W
