	OrthologID	Saccharomyces_cerevisiae	yHAB158_Kazachstania_viticola
3328	OG0003328	YNL119W	augustus_masked-scf7180000050381-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.38&CDS=1-1281
3329	OG0003329	YNL121C	augustus_masked-scf7180000050299-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.95&CDS=1-1827
3330	OG0003330	YNL122C	snap_masked-scf7180000050381-processed-gene-1.132-mRNA-1_1&gene=snap_masked-scf7180000050381-processed-gene-1.132&CDS=1-180
3331	OG0003331	YNL123W	augustus_masked-scf7180000050381-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.37&CDS=1-2955
3332	OG0003332	YNL124W	augustus_masked-scf7180000050381-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.36&CDS=1-1530
3333	OG0003333	YNL125C	augustus_masked-scf7180000050381-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.64&CDS=1-3585
3334	OG0003334	YNL126W	genemark-scf7180000050381-processed-gene-1.182-mRNA-1_1&gene=genemark-scf7180000050381-processed-gene-1.182&CDS=1-2511
3335	OG0003335	YNL127W	augustus_masked-scf7180000050381-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.34&CDS=1-2910
3336	OG0003336	YNL128W	augustus_masked-scf7180000050381-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.33&CDS=1-1233
3337	OG0003337	YNL129W	maker-scf7180000050381-augustus-gene-1.142-mRNA-1_1&gene=maker-scf7180000050381-augustus-gene-1.142&CDS=1-711
3338	OG0003338	YNL130C	augustus_masked-scf7180000050381-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.62&CDS=1-1185
3339	OG0003339	YNL131W	augustus_masked-scf7180000050381-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.31&CDS=1-456
3340	OG0003340	YNL132W	augustus_masked-scf7180000050381-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.30&CDS=1-3168
3341	OG0003341	YNL133C	genemark-scf7180000050299-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000050299-processed-gene-0.28&CDS=1-519
3342	OG0003342	YNL135C	augustus_masked-scf7180000050381-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.24&CDS=1-342
3343	OG0003343	YNL136W	snap_masked-scf7180000050381-processed-gene-1.123-mRNA-1_1&gene=snap_masked-scf7180000050381-processed-gene-1.123&CDS=1-1380
3344	OG0003344	YNL137C	augustus_masked-scf7180000050381-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.25&CDS=1-1449
3345	OG0003345	YNL138W	augustus_masked-scf7180000050381-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.57&CDS=1-1584
3346	OG0003346	YNL138W-A	augustus_masked-scf7180000050381-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.58&CDS=1-252
3347	OG0003347	YNL139C	genemark-scf7180000050381-processed-gene-1.176-mRNA-1_1&gene=genemark-scf7180000050381-processed-gene-1.176&CDS=1-7170
3348	OG0003348	YNL141W	maker-scf7180000050302-augustus-gene-1.163-mRNA-1_1&gene=maker-scf7180000050302-augustus-gene-1.163&CDS=1-1482
3349	OG0003349	YNL145W	genemark-scf7180000049918-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000049918-processed-gene-0.0&CDS=1-108
3350	OG0003350	YNL147W	augustus_masked-scf7180000050299-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000050299-processed-gene-0.100&CDS=1-327
3351	OG0003351	YNL148C	snap_masked-scf7180000050299-processed-gene-0.213-mRNA-1_1&gene=snap_masked-scf7180000050299-processed-gene-0.213&CDS=1-765
3352	OG0003352	YNL149C	augustus_masked-scf7180000050381-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.60&CDS=1-390
3353	OG0003353	YNL151C	augustus_masked-scf7180000050381-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.59&CDS=1-696
3354	OG0003354	YNL155W	augustus_masked-scf7180000050302-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.18&CDS=1-825
3355	OG0003355	YNL156C	augustus_masked-scf7180000050302-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.53&CDS=1-786
3356	OG0003356	YNL159C	snap_masked-scf7180000050302-processed-gene-1.126-mRNA-1_1&gene=snap_masked-scf7180000050302-processed-gene-1.126&CDS=1-945
3357	OG0003357	YNL160W	snap_masked-scf7180000050302-processed-gene-1.130-mRNA-1_1&gene=snap_masked-scf7180000050302-processed-gene-1.130&CDS=1-1092
3358	OG0003358	YNL161W	genemark-scf7180000050302-processed-gene-1.230-mRNA-1_1&gene=genemark-scf7180000050302-processed-gene-1.230&CDS=1-2094
3359	OG0003359	YNL163C	augustus_masked-scf7180000050302-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.20&CDS=1-3351
3360	OG0003360	YNL164C	augustus_masked-scf7180000050302-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.21&CDS=1-1089
3361	OG0003361	YNL165W	augustus_masked-scf7180000050302-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.58&CDS=1-1284
3362	OG0003362	YNL166C	augustus_masked-scf7180000050302-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.22&CDS=1-1578
3363	OG0003363	YNL167C	snap_masked-scf7180000050302-processed-gene-1.94-mRNA-1_1&gene=snap_masked-scf7180000050302-processed-gene-1.94&CDS=1-1539
3364	OG0003364	YNL168C	genemark-scf7180000050302-processed-gene-1.195-mRNA-1_1&gene=genemark-scf7180000050302-processed-gene-1.195&CDS=1-765
3365	OG0003365	YNL169C	augustus_masked-scf7180000050302-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.24&CDS=1-1638
3366	OG0003366	YNL172W	augustus_masked-scf7180000050302-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-scf7180000050302-processed-gene-1.59&CDS=1-5109
3367	OG0003367	YNL173C	augustus_masked-scf7180000050341-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.5&CDS=1-561
3368	OG0003368	YNL175C	augustus_masked-scf7180000050341-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.6&CDS=1-1164
3369	OG0003369	YNL177C	snap_masked-scf7180000050341-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000050341-processed-gene-0.49&CDS=1-951
3370	OG0003370	YNL178W	augustus_masked-scf7180000050341-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.22&CDS=1-714
3371	OG0003371	YNL180C	augustus_masked-scf7180000050341-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.8&CDS=1-1107
3372	OG0003372	YNL181W	augustus_masked-scf7180000050341-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.23&CDS=1-1248
3373	OG0003373	YNL182C	augustus_masked-scf7180000050341-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.9&CDS=1-1626
3374	OG0003374	YNL183C	augustus_masked-scf7180000050341-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.10&CDS=1-2409
3375	OG0003375	YNL185C	augustus_masked-scf7180000050341-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.11&CDS=1-453
3376	OG0003376	YNL186W	augustus_masked-scf7180000050341-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.24&CDS=1-2382
3377	OG0003377	YNL187W	augustus_masked-scf7180000050341-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.25&CDS=1-1359
3378	OG0003378	YNL188W	augustus_masked-scf7180000050341-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.26&CDS=1-1125
3379	OG0003379	YNL189W	augustus_masked-scf7180000050341-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.27&CDS=1-1632
3380	OG0003380	YNL191W	augustus_masked-scf7180000050341-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.29&CDS=1-1104
3381	OG0003381	YNL192W	augustus_masked-scf7180000050341-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.30&CDS=1-3300
3382	OG0003382	YNL193W	augustus_masked-scf7180000050341-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.31&CDS=1-1485
3383	OG0003383	YNL195C	augustus_masked-scf7180000050341-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.13&CDS=1-777
3384	OG0003384	YNL197C	augustus_masked-scf7180000050341-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.15&CDS=1-2100
3385	OG0003385	YNL199C	snap_masked-scf7180000050341-processed-gene-0.60-mRNA-1_1&gene=snap_masked-scf7180000050341-processed-gene-0.60&CDS=1-1779
3386	OG0003386	YNL200C	augustus_masked-scf7180000050341-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.17&CDS=1-723
3387	OG0003387	YNL201C	augustus_masked-scf7180000050341-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.18&CDS=1-2643
3388	OG0003388	YNL202W	augustus_masked-scf7180000050341-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.32&CDS=1-876
3389	OG0003389	YNL206C	augustus_masked-scf7180000050341-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.19&CDS=1-1371
3390	OG0003390	YNL207W	augustus_masked-scf7180000050341-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.33&CDS=1-1257
3391	OG0003391	YNL208W	augustus_masked-scf7180000050341-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.34&CDS=1-624
3392	OG0003392	YNL210W	augustus_masked-scf7180000050341-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.37&CDS=1-909
3393	OG0003393	YNL211C	snap_masked-scf7180000050341-processed-gene-0.64-mRNA-1_1&gene=snap_masked-scf7180000050341-processed-gene-0.64&CDS=1-246
3394	OG0003394	YNL212W	augustus_masked-scf7180000050341-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000050341-processed-gene-0.38&CDS=1-2400
3395	OG0003395	YNL213C	augustus_masked-scf7180000050371-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.150&CDS=1-621
3396	OG0003396	YNL214W	augustus_masked-scf7180000050371-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.111&CDS=1-594
3397	OG0003397	YNL216W	augustus_masked-scf7180000050371-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.109&CDS=1-2997
3398	OG0003398	YNL218W	augustus_masked-scf7180000050371-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.108&CDS=1-1665
3399	OG0003399	YNL219C	genemark-scf7180000050371-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000050371-processed-gene-0.79&CDS=1-1674
3400	OG0003400	YNL220W	augustus_masked-scf7180000050301-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000050301-processed-gene-0.1&CDS=1-1296
3401	OG0003401	YNL221C	augustus_masked-scf7180000050371-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.148&CDS=1-2592
3402	OG0003402	YNL222W	augustus_masked-scf7180000050371-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.107&CDS=1-618
3403	OG0003403	YNL223W	augustus_masked-scf7180000050371-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.105&CDS=1-1386
3404	OG0003404	YNL224C	augustus_masked-scf7180000050371-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.147&CDS=1-2283
3405	OG0003405	YNL227C	augustus_masked-scf7180000050371-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.145&CDS=1-1809
3406	OG0003406	YNL229C	augustus_masked-scf7180000050371-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.144&CDS=1-969
3407	OG0003407	YNL230C	augustus_masked-scf7180000050371-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.143&CDS=1-1005
3408	OG0003408	YNL231C	augustus_masked-scf7180000050371-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.142&CDS=1-1047
3409	OG0003409	YNL232W	augustus_masked-scf7180000050371-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.104&CDS=1-807
3410	OG0003410	YNL233W	augustus_masked-scf7180000050371-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.103&CDS=1-2580
3411	OG0003411	YNL234W	augustus_masked-scf7180000050371-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.102&CDS=1-1311
3412	OG0003412	YNL236W	maker-scf7180000050371-augustus-gene-0.4-mRNA-1_1&gene=maker-scf7180000050371-augustus-gene-0.4&CDS=1-6594
3413	OG0003413	YNL239W	augustus_masked-scf7180000050371-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.100&CDS=1-1344
3414	OG0003414	YNL240C	augustus_masked-scf7180000050371-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.141&CDS=1-1455
3415	OG0003415	YNL241C	augustus_masked-scf7180000050301-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000050301-processed-gene-0.4&CDS=1-1527
3416	OG0003416	YNL242W	augustus_masked-scf7180000050371-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000050371-processed-gene-0.99&CDS=1-4890
3417	OG0003417	YNL243W	maker-scf7180000050371-augustus-gene-0.3-mRNA-1_1&gene=maker-scf7180000050371-augustus-gene-0.3&CDS=1-6318
3418	OG0003418	YNL244C	augustus_masked-scf7180000050335-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000050335-processed-gene-0.100&CDS=1-756
3419	OG0003419	YNL246W	augustus_masked-scf7180000050095-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.53&CDS=1-738
3420	OG0003420	YNL247W	augustus_masked-scf7180000050095-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.54&CDS=1-2328
3421	OG0003421	YNL248C	augustus_masked-scf7180000050095-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.35&CDS=1-1233
3422	OG0003422	YNL250W	augustus_masked-scf7180000050095-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.55&CDS=1-3903
3423	OG0003423	YNL251C	augustus_masked-scf7180000050095-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.36&CDS=1-1818
3424	OG0003424	YNL252C	augustus_masked-scf7180000050095-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.37&CDS=1-783
3425	OG0003425	YNL253W	augustus_masked-scf7180000050095-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.56&CDS=1-1365
3426	OG0003426	YNL254C	augustus_masked-scf7180000050095-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.38&CDS=1-1113
3427	OG0003427	YNL255C	augustus_masked-scf7180000050095-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.39&CDS=1-480
3428	OG0003428	YNL256W	augustus_masked-scf7180000050095-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.57&CDS=1-2394
3429	OG0003429	YNL257C	maker-scf7180000050095-snap-gene-0.97-mRNA-1_1&gene=maker-scf7180000050095-snap-gene-0.97&CDS=1-3834
3430	OG0003430	YNL258C	augustus_masked-scf7180000050095-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.41&CDS=1-2313
3431	OG0003431	YNL259C	augustus_masked-scf7180000050095-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.42&CDS=1-219
3432	OG0003432	YNL260C	augustus_masked-scf7180000050095-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.43&CDS=1-486
3433	OG0003433	YNL261W	augustus_masked-scf7180000050400-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000050400-processed-gene-0.77&CDS=1-1413
3434	OG0003434	YNL262W	augustus_masked-scf7180000050095-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.58&CDS=1-6639
3435	OG0003435	YNL263C	augustus_masked-scf7180000050095-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.44&CDS=1-987
3436	OG0003436	YNL264C	augustus_masked-scf7180000050095-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.45&CDS=1-1044
3437	OG0003437	YNL265C	augustus_masked-scf7180000050095-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.46&CDS=1-822
3438	OG0003438	YNL267W	augustus_masked-scf7180000050095-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.60&CDS=1-3318
3439	OG0003439	YNL268W	augustus_masked-scf7180000050095-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000050095-processed-gene-0.61&CDS=1-1800
3440	OG0003440	YNL271C	snap_masked-scf7180000050335-processed-gene-0.202-mRNA-1_1&gene=snap_masked-scf7180000050335-processed-gene-0.202&CDS=1-5922
3441	OG0003441	YNL272C	augustus_masked-scf7180000050335-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-scf7180000050335-processed-gene-0.136&CDS=1-1977
3442	OG0003442	YNL273W	augustus_masked-scf7180000050335-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-scf7180000050335-processed-gene-0.110&CDS=1-3633
3443	OG0003443	YNL274C	augustus_masked-scf7180000050335-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-scf7180000050335-processed-gene-0.135&CDS=1-1038
3444	OG0003444	YNL275W	augustus_masked-scf7180000050335-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-scf7180000050335-processed-gene-0.109&CDS=1-1725
3445	OG0003445	YNL277W	augustus_masked-scf7180000050335-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-scf7180000050335-processed-gene-0.108&CDS=1-1485
3446	OG0003446	YNL279W	augustus_masked-scf7180000050335-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-scf7180000050335-processed-gene-0.107&CDS=1-4737
3447	OG0003447	YNL280C	augustus_masked-scf7180000050318-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000050318-processed-gene-0.12&CDS=1-1257
3448	OG0003448	YNL281W	augustus_masked-scf7180000050318-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000050318-processed-gene-0.1&CDS=1-477
3449	OG0003449	YNL282W	augustus_masked-scf7180000050318-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000050318-processed-gene-0.0&CDS=1-588
3450	OG0003450	YNL284C	augustus_masked-scf7180000050318-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000050318-processed-gene-0.10&CDS=1-861
3451	OG0003451	YNL287W	genemark-scf7180000050322-processed-gene-0.111-mRNA-1_1&gene=genemark-scf7180000050322-processed-gene-0.111&CDS=1-2898
3452	OG0003452	YNL289W	augustus_masked-scf7180000050319-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.129&CDS=1-837
3453	OG0003453	YNL290W	maker-scf7180000050322-augustus-gene-0.137-mRNA-1_1&gene=maker-scf7180000050322-augustus-gene-0.137&CDS=1-1866
3454	OG0003454	YNL291C	augustus_masked-scf7180000050322-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.3&CDS=1-1614
3455	OG0003455	YNL292W	augustus_masked-scf7180000050322-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.24&CDS=1-1209
3456	OG0003456	YNL293W	augustus_masked-scf7180000050322-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.25&CDS=1-1860
3457	OG0003457	YNL294C	augustus_masked-scf7180000050322-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.4&CDS=1-1641
3458	OG0003458	YNL295W	augustus_masked-scf7180000050322-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.26&CDS=1-1218
3459	OG0003459	YNL297C	augustus_masked-scf7180000050322-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.5&CDS=1-4917
3460	OG0003460	YNL298W	augustus_masked-scf7180000050322-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.27&CDS=1-2580
3461	OG0003461	YNL304W	augustus_masked-scf7180000050322-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.31&CDS=1-1206
3462	OG0003462	YNL305C	augustus_masked-scf7180000050322-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.7&CDS=1-855
3463	OG0003463	YNL307C	augustus_masked-scf7180000050319-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-scf7180000050319-processed-gene-1.106&CDS=1-1104
3464	OG0003464	YNL308C	augustus_masked-scf7180000050322-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.36&CDS=1-1773
3465	OG0003465	YNL309W	augustus_masked-scf7180000050322-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.10&CDS=1-1278
3466	OG0003466	YNL310C	genemark-scf7180000050322-processed-gene-0.125-mRNA-1_1&gene=genemark-scf7180000050322-processed-gene-0.125&CDS=1-507
3467	OG0003467	YNL311C	augustus_masked-scf7180000050322-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.34&CDS=1-2217
3468	OG0003468	YNL316C	augustus_masked-scf7180000050322-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.11&CDS=1-978
3469	OG0003469	YNL320W	augustus_masked-scf7180000050322-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.37&CDS=1-852
3470	OG0003470	YNL321W	augustus_masked-scf7180000050322-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.38&CDS=1-2886
3471	OG0003471	YNL322C	genemark-scf7180000050322-processed-gene-0.129-mRNA-1_1&gene=genemark-scf7180000050322-processed-gene-0.129&CDS=1-1203
3472	OG0003472	YNL325C	augustus_masked-scf7180000050322-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.13&CDS=1-2640
3473	OG0003473	YNL326C	augustus_masked-scf7180000050322-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.14&CDS=1-1008
3474	OG0003474	YNL328C	augustus_masked-scf7180000050322-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.15&CDS=1-435
3475	OG0003475	YNL329C	augustus_masked-scf7180000050322-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.16&CDS=1-3078
3476	OG0003476	YNL330C	augustus_masked-scf7180000050322-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000050322-processed-gene-0.17&CDS=1-1299
3477	OG0003477	YNR001C	augustus_masked-scf7180000050381-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-0.129&CDS=1-1371
3478	OG0003478	YNR003C	augustus_masked-scf7180000050392-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000050392-processed-gene-0.8&CDS=1-963
3479	OG0003479	YNR004W	augustus_masked-scf7180000050381-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-0.115&CDS=1-426
3480	OG0003480	YNR006W	augustus_masked-scf7180000050273-processed-gene-1.246-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.246&CDS=1-1881
3481	OG0003481	YNR007C	augustus_masked-scf7180000050273-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.205&CDS=1-939
3482	OG0003482	YNR008W	genemark-scf7180000050273-processed-gene-1.52-mRNA-1_1&gene=genemark-scf7180000050273-processed-gene-1.52&CDS=1-1992
3483	OG0003483	YNR009W	augustus_masked-scf7180000050273-processed-gene-1.244-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.244&CDS=1-777
3484	OG0003484	YNR010W	augustus_masked-scf7180000050273-processed-gene-1.243-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.243&CDS=1-546
3485	OG0003485	YNR011C	genemark-scf7180000050273-processed-gene-1.9-mRNA-1_1&gene=genemark-scf7180000050273-processed-gene-1.9&CDS=1-2727
3486	OG0003486	YNR012W	augustus_masked-scf7180000050273-processed-gene-1.242-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.242&CDS=1-1461
3487	OG0003487	YNR013C	augustus_masked-scf7180000050273-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.198&CDS=1-2358
3488	OG0003488	YNR014W	augustus_masked-scf7180000050381-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.53&CDS=1-684
3489	OG0003489	YNR015W	maker-scf7180000050273-augustus-gene-1.194-mRNA-1_1&gene=maker-scf7180000050273-augustus-gene-1.194&CDS=1-1620
3490	OG0003490	YNR016C	augustus_masked-scf7180000050381-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-scf7180000050381-processed-gene-1.19&CDS=1-6732
3491	OG0003491	YNR018W	augustus_masked-scf7180000050273-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-scf7180000050273-processed-gene-1.202&CDS=1-669
