	OrthologID	Saccharomyces_cerevisiae	Sporopachydermia_quercuum
2564	OG0002564	YML085C	-snap-gene-21.24-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-21.24&CDS=1-1332
2565	OG0002565	YML086C	-processed-gene-2.75-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-2.75&CDS=1-1593
2566	OG0002566	YML092C	-processed-gene-2.66-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-2.66&CDS=1-750
2567	OG0002567	YML093W	-snap-gene-2.37-mRNA-1_1&gene=maker-gi|1002316346|dbj|BCGN01000007.1|-snap-gene-2.37&CDS=1-2922
2568	OG0002568	YML094W	-processed-gene-5.41-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-5.41&CDS=1-438
2569	OG0002569	YML095C	-processed-gene-5.60-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-5.60&CDS=1-942
2570	OG0002570	YML096W	-processed-gene-4.63-mRNA-1_1&gene=genemark-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-4.63&CDS=1-1821
2571	OG0002571	YML097C	-snap-gene-4.78-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-4.78&CDS=1-2184
2572	OG0002572	YML098W	-processed-gene-0.39-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-0.39&CDS=1-546
2573	OG0002573	YML099C	-snap-gene-0.3-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-0.3&CDS=1-3159
2574	OG0002574	YML102W	-processed-gene-2.71-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-2.71&CDS=1-2103
2575	OG0002575	YML103C	-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-2.102&CDS=1-5109
2576	OG0002576	YML104C	-processed-gene-7.112-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-7.112&CDS=1-4974
2577	OG0002577	YML105C	-processed-gene-7.111-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-7.111&CDS=1-777
2578	OG0002578	YML110C	-processed-gene-2.61-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-2.61&CDS=1-897
2579	OG0002579	YML114C	-processed-gene-4.55-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-4.55&CDS=1-2553
2580	OG0002580	YML121W	-snap-gene-19.124-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-19.124&CDS=1-990
2581	OG0002581	YML126C	-processed-gene-2.71-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-2.71&CDS=1-1338
2582	OG0002582	YML127W	-processed-gene-2.53-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-2.53&CDS=1-1773
2583	OG0002583	YML128C	-processed-gene-2.69-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-2.69&CDS=1-2106
2584	OG0002584	YML129C	-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-2.26&CDS=1-210
2585	OG0002585	YML130C	-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-0.94&CDS=1-1680
2586	OG0002586	YMR001C	-snap-gene-4.44-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-4.44&CDS=1-2196
2587	OG0002587	YMR002W	-processed-gene-4.64-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-4.64&CDS=1-444
2588	OG0002588	YMR004W	-snap-gene-12.6-mRNA-1_1&gene=maker-gi|1002316350|dbj|BCGN01000003.1|-snap-gene-12.6&CDS=1-1791
2589	OG0002589	YMR005W	-processed-gene-13.59-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-13.59&CDS=1-936
2590	OG0002590	YMR009W	-processed-gene-19.105-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-19.105&CDS=1-519
2591	OG0002591	YMR010W	-processed-gene-17.86-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-17.86&CDS=1-873
2592	OG0002592	YMR012W	-processed-gene-7.26-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-7.26&CDS=1-4074
2593	OG0002593	YMR013C	-processed-gene-7.101-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-7.101&CDS=1-2631
2594	OG0002594	YMR015C	-processed-gene-2.70-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-2.70&CDS=1-1602
2595	OG0002595	YMR019W	-snap-gene-12.137-mRNA-1_1&gene=maker-gi|1002316346|dbj|BCGN01000007.1|-snap-gene-12.137&CDS=1-3351
2596	OG0002596	YMR020W	-processed-gene-6.76-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-6.76&CDS=1-1398
2597	OG0002597	YMR022W	-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-6.35&CDS=1-1155
2598	OG0002598	YMR023C	-snap-gene-11.21-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-11.21&CDS=1-1473
2599	OG0002599	YMR024W	-processed-gene-5.83-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-5.83&CDS=1-1089
2600	OG0002600	YMR026C	-processed-gene-8.78-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-8.78&CDS=1-1335
2601	OG0002601	YMR027W	-processed-gene-16.70-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-16.70&CDS=1-1377
2602	OG0002602	YMR028W	-processed-gene-16.53-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-16.53&CDS=1-1080
2603	OG0002603	YMR029C	-augustus-gene-3.81-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-augustus-gene-3.81&CDS=1-2085
2604	OG0002604	YMR033W	-processed-gene-13.143-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-13.143&CDS=1-1383
2605	OG0002605	YMR034C	-processed-gene-13.120-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-13.120&CDS=1-1497
2606	OG0002606	YMR035W	-processed-gene-21.59-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-21.59&CDS=1-546
2607	OG0002607	YMR036C	-snap-gene-13.54-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-snap-gene-13.54&CDS=1-2553
2608	OG0002608	YMR038C	-processed-gene-10.62-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-10.62&CDS=1-708
2609	OG0002609	YMR039C	-snap-gene-22.35-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-22.35&CDS=1-549
2610	OG0002610	YMR041C	-processed-gene-18.47-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-18.47&CDS=1-1026
2611	OG0002611	YMR043W	-processed-gene-17.74-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-17.74&CDS=1-690
2612	OG0002612	YMR044W	-processed-gene-4.100-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-4.100&CDS=1-1341
2613	OG0002613	YMR048W	-processed-gene-1.84-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-1.84&CDS=1-1161
2614	OG0002614	YMR049C	-processed-gene-7.90-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-7.90&CDS=1-2556
2615	OG0002615	YMR055C	-snap-gene-0.2-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-0.2&CDS=1-1155
2616	OG0002616	YMR058W	-processed-gene-3.36-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-3.36&CDS=1-1890
2617	OG0002617	YMR059W	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-0.45&CDS=1-528
2618	OG0002618	YMR060C	-processed-gene-0.58-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-0.58&CDS=1-1095
2619	OG0002619	YMR061W	-processed-gene-0.74-mRNA-1_1&gene=genemark-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-0.74&CDS=1-2127
2620	OG0002620	YMR062C	-processed-gene-5.82-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-5.82&CDS=1-1329
2621	OG0002621	YMR063W	-processed-gene-3.55-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-3.55&CDS=1-2043
2622	OG0002622	YMR065W	-processed-gene-3.38-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-3.38&CDS=1-1392
2623	OG0002623	YMR067C	-processed-gene-4.98-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-4.98&CDS=1-1566
2624	OG0002624	YMR068W	-processed-gene-7.11-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-7.11&CDS=1-1473
2625	OG0002625	YMR071C	-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-4.23&CDS=1-462
2626	OG0002626	YMR073C	-snap-gene-10.34-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-snap-gene-10.34&CDS=1-546
2627	OG0002627	YMR074C	-processed-gene-2.60-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-2.60&CDS=1-384
2628	OG0002628	YMR075W	-processed-gene-5.67-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-5.67&CDS=1-2478
2629	OG0002629	YMR076C	-processed-gene-5.83-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-5.83&CDS=1-3936
2630	OG0002630	YMR077C	-processed-gene-9.56-mRNA-1_1&gene=genemark-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-9.56&CDS=1-651
2631	OG0002631	YMR078C	-processed-gene-13.94-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-13.94&CDS=1-2025
2632	OG0002632	YMR079W	-processed-gene-8.80-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-8.80&CDS=1-924
2633	OG0002633	YMR080C	-processed-gene-12.112-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-12.112&CDS=1-2853
2634	OG0002634	YMR087W	-processed-gene-7.94-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-7.94&CDS=1-804
2635	OG0002635	YMR091C	-processed-gene-6.51-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-6.51&CDS=1-1674
2636	OG0002636	YMR092C	-processed-gene-7.70-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-7.70&CDS=1-1773
2637	OG0002637	YMR093W	-processed-gene-7.68-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-7.68&CDS=1-1509
2638	OG0002638	YMR097C	-processed-gene-7.72-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-7.72&CDS=1-1077
2639	OG0002639	YMR098C	-processed-gene-7.69-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-7.69&CDS=1-2337
2640	OG0002640	YMR099C	-processed-gene-13.94-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-13.94&CDS=1-906
2641	OG0002641	YMR100W	-snap-gene-19.112-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-19.112&CDS=1-2085
2642	OG0002642	YMR105C	-processed-gene-17.75-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-17.75&CDS=1-1668
2643	OG0002643	YMR108W	-processed-gene-7.74-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-7.74&CDS=1-2034
2644	OG0002644	YMR109W	-processed-gene-0.31-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-0.31&CDS=1-3738
2645	OG0002645	YMR110C	-processed-gene-18.118-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-18.118&CDS=1-1563
2646	OG0002646	YMR112C	-processed-gene-19.27-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-19.27&CDS=1-537
2647	OG0002647	YMR113W	-processed-gene-19.10-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-19.10&CDS=1-1389
2648	OG0002648	YMR114C	-processed-gene-19.52-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-19.52&CDS=1-1113
2649	OG0002649	YMR116C	-processed-gene-19.51-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-19.51&CDS=1-969
2650	OG0002650	YMR117C	-snap-gene-14.21-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-14.21&CDS=1-576
2651	OG0002651	YMR120C	-processed-gene-1.22-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-1.22&CDS=1-1770
2652	OG0002652	YMR123W	-processed-gene-9.34-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-9.34&CDS=1-351
2653	OG0002653	YMR125W	-processed-gene-13.126-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-13.126&CDS=1-2994
2654	OG0002654	YMR126C	-processed-gene-0.56-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-0.56&CDS=1-1443
2655	OG0002655	YMR127C	-processed-gene-9.33-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-9.33&CDS=1-2883
2656	OG0002656	YMR128W	-processed-gene-9.47-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-9.47&CDS=1-4251
2657	OG0002657	YMR129W	-processed-gene-6.48-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-6.48&CDS=1-3840
2658	OG0002658	YMR130W	-processed-gene-0.62-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-0.62&CDS=1-1077
2659	OG0002659	YMR131C	-processed-gene-19.62-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-19.62&CDS=1-1545
2660	OG0002660	YMR132C	-snap-gene-18.8-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-18.8&CDS=1-651
2661	OG0002661	YMR134W	-processed-gene-10.58-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-10.58&CDS=1-654
2662	OG0002662	YMR135C	-snap-gene-10.81-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-10.81&CDS=1-765
2663	OG0002663	YMR137C	-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-5.84&CDS=1-1743
2664	OG0002664	YMR138W	-processed-gene-5.4-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-5.4&CDS=1-552
2665	OG0002665	YMR139W	-processed-gene-5.0-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-5.0&CDS=1-1164
2666	OG0002666	YMR140W	-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.25&CDS=1-1605
2667	OG0002667	YMR146C	-processed-gene-8.83-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.83&CDS=1-1020
2668	OG0002668	YMR149W	-snap-gene-8.8-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-snap-gene-8.8&CDS=1-858
2669	OG0002669	YMR150C	-processed-gene-8.18-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-8.18&CDS=1-594
2670	OG0002670	YMR154C	-processed-gene-8.79-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-8.79&CDS=1-2469
2671	OG0002671	YMR156C	-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.3&CDS=1-831
2672	OG0002672	YMR158W	-processed-gene-8.87-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.87&CDS=1-477
2673	OG0002673	YMR161W	-snap-gene-23.128-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-23.128&CDS=1-984
2674	OG0002674	YMR162C	-processed-gene-6.44-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-6.44&CDS=1-5883
2675	OG0002675	YMR165C	-snap-gene-2.54-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-2.54&CDS=1-2331
2676	OG0002676	YMR166C	-processed-gene-9.45-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-9.45&CDS=1-1191
2677	OG0002677	YMR167W	-processed-gene-9.69-mRNA-1_1&gene=genemark-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-9.69&CDS=1-2181
2678	OG0002678	YMR185W	-processed-gene-12.27-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-12.27&CDS=1-3396
2679	OG0002679	YMR186W	-processed-gene-23.96-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-23.96&CDS=1-2091
2680	OG0002680	YMR188C	-snap-gene-15.11-mRNA-1_1&gene=maker-gi|1002316352|dbj|BCGN01000001.1|-snap-gene-15.11&CDS=1-747
2681	OG0002681	YMR189W	-processed-gene-11.28-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-11.28&CDS=1-3090
2682	OG0002682	YMR190C	-processed-gene-10.48-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-10.48&CDS=1-4626
2683	OG0002683	YMR193W	-processed-gene-10.46-mRNA-1_1&gene=snap_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-10.46&CDS=1-813
2684	OG0002684	YMR194C-B	-snap-gene-10.103-mRNA-1_1&gene=maker-gi|1002316351|dbj|BCGN01000002.1|-snap-gene-10.103&CDS=1-261
2685	OG0002685	YMR196W	-processed-gene-3.95-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-3.95&CDS=1-3084
2686	OG0002686	YMR197C	-snap-gene-3.51-mRNA-1_1&gene=maker-gi|1002316350|dbj|BCGN01000003.1|-snap-gene-3.51&CDS=1-660
2687	OG0002687	YMR200W	-processed-gene-23.123-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-23.123&CDS=1-735
2688	OG0002688	YMR201C	-processed-gene-23.166-mRNA-1_1&gene=augustus_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-23.166&CDS=1-1101
2689	OG0002689	YMR202W	-processed-gene-4.63-mRNA-1_1&gene=genemark-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-4.63&CDS=1-654
2690	OG0002690	YMR203W	-processed-gene-3.73-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-3.73&CDS=1-1125
2691	OG0002691	YMR208W	-processed-gene-2.108-mRNA-1_1&gene=genemark-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-2.108&CDS=1-1338
2692	OG0002692	YMR211W	-snap-gene-1.102-mRNA-1_1&gene=maker-gi|1002316342|dbj|BCGN01000011.1|-snap-gene-1.102&CDS=1-1518
2693	OG0002693	YMR212C	-processed-gene-2.64-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-2.64&CDS=1-2916
2694	OG0002694	YMR213W	-processed-gene-2.81-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-2.81&CDS=1-2196
2695	OG0002695	YMR214W	-snap-gene-1.107-mRNA-1_1&gene=maker-gi|1002316342|dbj|BCGN01000011.1|-snap-gene-1.107&CDS=1-1089
2696	OG0002696	YMR215W	-processed-gene-3.60-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-3.60&CDS=1-1443
2697	OG0002697	YMR217W	-processed-gene-5.15-mRNA-1_1&gene=snap_masked-gi|1002316344|dbj|BCGN01000009.1|-processed-gene-5.15&CDS=1-1572
2698	OG0002698	YMR218C	-processed-gene-8.89-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-8.89&CDS=1-3666
2699	OG0002699	YMR220W	-processed-gene-1.107-mRNA-1_1&gene=snap_masked-gi|1002316341|dbj|BCGN01000012.1|-processed-gene-1.107&CDS=1-1422
2700	OG0002700	YMR223W	-snap-gene-4.78-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-4.78&CDS=1-1665
2701	OG0002701	YMR224C	-processed-gene-5.52-mRNA-1_1&gene=snap_masked-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-5.52&CDS=1-1971
2702	OG0002702	YMR226C	-snap-gene-11.39-mRNA-1_1&gene=maker-gi|1002316347|dbj|BCGN01000006.1|-snap-gene-11.39&CDS=1-807
2703	OG0002703	YMR227C	-processed-gene-8.102-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.102&CDS=1-1566
2704	OG0002704	YMR228W	-processed-gene-8.121-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.121&CDS=1-1050
2705	OG0002705	YMR229C	-processed-gene-10.104-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-10.104&CDS=1-5499
2706	OG0002706	YMR231W	-processed-gene-12.110-mRNA-1_1&gene=snap_masked-gi|1002316345|dbj|BCGN01000008.1|-processed-gene-12.110&CDS=1-3054
2707	OG0002707	YMR234W	-processed-gene-3.81-mRNA-1_1&gene=genemark-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-3.81&CDS=1-993
2708	OG0002708	YMR235C	-processed-gene-8.116-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-8.116&CDS=1-1257
2709	OG0002709	YMR236W	-snap-gene-3.116-mRNA-1_1&gene=maker-gi|1002316349|dbj|BCGN01000004.1|-snap-gene-3.116&CDS=1-507
2710	OG0002710	YMR240C	-processed-gene-0.13-mRNA-1_1&gene=snap_masked-gi|1002316342|dbj|BCGN01000011.1|-processed-gene-0.13&CDS=1-1605
2711	OG0002711	YMR241W	-snap-gene-13.6-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-13.6&CDS=1-927
2712	OG0002712	YMR243C	-snap-gene-7.10-mRNA-1_1&gene=maker-gi|1002316344|dbj|BCGN01000009.1|-snap-gene-7.10&CDS=1-1335
2713	OG0002713	YMR244C-A	-snap-gene-3.106-mRNA-1_1&gene=maker-gi|1002316348|dbj|BCGN01000005.1|-snap-gene-3.106&CDS=1-372
2714	OG0002714	YMR244W	-processed-gene-7.111-mRNA-1_1&gene=snap_masked-gi|1002316350|dbj|BCGN01000003.1|-processed-gene-7.111&CDS=1-1146
2715	OG0002715	YMR247C	-processed-gene-1.19-mRNA-1_1&gene=snap_masked-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-1.19&CDS=1-4587
2716	OG0002716	YMR250W	-processed-gene-8.83-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-8.83&CDS=1-1710
2717	OG0002717	YMR256C	-processed-gene-3.49-mRNA-1_1&gene=snap_masked-gi|1002316343|dbj|BCGN01000010.1|-processed-gene-3.49&CDS=1-186
2718	OG0002718	YMR259C	-processed-gene-5.30-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-5.30&CDS=1-4710
2719	OG0002719	YMR260C	-snap-gene-4.83-mRNA-1_1&gene=maker-gi|1002316345|dbj|BCGN01000008.1|-snap-gene-4.83&CDS=1-462
2720	OG0002720	YMR262W	-processed-gene-4.84-mRNA-1_1&gene=genemark-gi|1002316348|dbj|BCGN01000005.1|-processed-gene-4.84&CDS=1-1439
2721	OG0002721	YMR263W	-processed-gene-2.61-mRNA-1_1&gene=genemark-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-2.61&CDS=1-447
2722	OG0002722	YMR264W	-processed-gene-2.56-mRNA-1_1&gene=snap_masked-gi|1002316347|dbj|BCGN01000006.1|-processed-gene-2.56&CDS=1-627
2723	OG0002723	YMR265C	-processed-gene-0.60-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-0.60&CDS=1-2037
2724	OG0002724	YMR268C	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002316352|dbj|BCGN01000001.1|-processed-gene-2.24&CDS=1-3519
2725	OG0002725	YMR269W	-processed-gene-8.75-mRNA-1_1&gene=snap_masked-gi|1002316349|dbj|BCGN01000004.1|-processed-gene-8.75&CDS=1-543
2726	OG0002726	YMR272C	-processed-gene-17.97-mRNA-1_1&gene=augustus_masked-gi|1002316351|dbj|BCGN01000002.1|-processed-gene-17.97&CDS=1-1161
2727	OG0002727	YMR276W	-processed-gene-4.83-mRNA-1_1&gene=genemark-gi|1002316346|dbj|BCGN01000007.1|-processed-gene-4.83&CDS=1-1032
