	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034635_Nadsonia_fulvescens
10	OG0000010	YBR089C-A, YDL002C, YPR052C, YPR065W	augustus_masked-flattened_line_66-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.173&CDS=1-4419, genemark-flattened_line_56-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.23&CDS=1-312, maker-flattened_line_4-augustus-gene-4.55-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-4.55&CDS=1-1500, snap_masked-flattened_line_18-processed-gene-2.4-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.4&CDS=1-363
11	OG0000011	YDR541C, YGL039W, YGL157W, YOL151W	augustus_masked-flattened_line_18-processed-gene-2.184-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.184&CDS=1-1074, augustus_masked-flattened_line_24-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.196&CDS=1-1053, augustus_masked-flattened_line_78-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.9&CDS=1-1101, augustus_masked-flattened_line_8-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.51&CDS=1-687
12	OG0000012	YDR207C, YDR213W, YLR228C	augustus_masked-flattened_line_16-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.106&CDS=1-2958, augustus_masked-flattened_line_40-processed-gene-0.238-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.238&CDS=1-1875, maker-flattened_line_90-snap-gene-0.194-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.194&CDS=1-1902, snap_masked-flattened_line_12-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.15&CDS=1-1848
13	OG0000013	YGL014W, YGL178W, YLL013C	augustus_masked-flattened_line_0-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.45&CDS=1-3903, augustus_masked-flattened_line_34-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.39&CDS=1-2283, augustus_masked-flattened_line_36-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.8&CDS=1-2937, augustus_masked-flattened_line_8-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.16&CDS=1-2745
14	OG0000014	YPL064C	augustus_masked-flattened_line_40-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.185&CDS=1-1476, augustus_masked-flattened_line_58-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.27&CDS=1-2214, augustus_masked-flattened_line_74-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.178&CDS=1-1422, augustus_masked-flattened_line_82-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.65&CDS=1-534, maker-flattened_line_0-snap-gene-2.105-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.105&CDS=1-513, maker-flattened_line_58-augustus-gene-0.161-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.161&CDS=1-492
15	OG0000015	YBR072W	augustus_masked-flattened_line_0-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.39&CDS=1-561, augustus_masked-flattened_line_0-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.38&CDS=1-549, augustus_masked-flattened_line_56-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.181&CDS=1-552, augustus_masked-flattened_line_78-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.29&CDS=1-567, maker-flattened_line_158-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_158-snap-gene-0.1&CDS=1-825
16	OG0000016	YBR118W, YKR084C, YPR080W	maker-flattened_line_2-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.34&CDS=1-1971, maker-flattened_line_56-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.7&CDS=1-1374, maker-flattened_line_62-augustus-gene-0.78-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.78&CDS=1-1374
17	OG0000017	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-flattened_line_4-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.31&CDS=1-1470, augustus_masked-flattened_line_8-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.23&CDS=1-1734
18	OG0000018	YCL069W, YGR224W, YKR105C, YPR198W	augustus_masked-flattened_line_0-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.16&CDS=1-1752, augustus_masked-flattened_line_94-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.23&CDS=1-1890
19	OG0000019	YCR073W-A, YGR248W, YHR163W, YNR034W	augustus_masked-flattened_line_0-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.118&CDS=1-765, augustus_masked-flattened_line_4-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.102&CDS=1-858
20	OG0000020	YER054C, YIL045W, YLR273C, YOR178C	augustus_masked-flattened_line_142-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_142-processed-gene-0.70&CDS=1-2166, augustus_masked-flattened_line_94-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.33&CDS=1-1362
21	OG0000021	YER133W, YML016C	augustus_masked-flattened_line_24-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.200&CDS=1-954, augustus_masked-flattened_line_42-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.191&CDS=1-1740, maker-flattened_line_20-snap-gene-1.94-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.94&CDS=1-1956, maker-flattened_line_64-augustus-gene-0.161-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.161&CDS=1-972
22	OG0000022	YGL120C, YKR086W, YNR011C	augustus_masked-flattened_line_0-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.19&CDS=1-2253, augustus_masked-flattened_line_2-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.59&CDS=1-3627, augustus_masked-flattened_line_60-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.212&CDS=1-2985
23	OG0000023	YGL227W, YMR171C	augustus_masked-flattened_line_0-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.0&CDS=1-3297, augustus_masked-flattened_line_20-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.92&CDS=1-1503, augustus_masked-flattened_line_8-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.28&CDS=1-2073, genemark-flattened_line_86-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.133&CDS=1-1224
24	OG0000024	YGR070W, YLR371W, YLR425W	augustus_masked-flattened_line_4-processed-gene-5.185-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.185&CDS=1-5319, augustus_masked-flattened_line_50-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.203&CDS=1-4827, maker-flattened_line_18-snap-gene-0.32-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.32&CDS=1-1611
25	OG0000025	YHR178W, YLR014C	augustus_masked-flattened_line_144-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.58&CDS=1-3201, augustus_masked-flattened_line_22-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.28&CDS=1-2655, augustus_masked-flattened_line_88-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.12&CDS=1-2880, augustus_masked-flattened_line_90-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.182&CDS=1-429
26	OG0000026	YJL034W, YLL024C	augustus_masked-flattened_line_0-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.37&CDS=1-1995, augustus_masked-flattened_line_32-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.171&CDS=1-1929, augustus_masked-flattened_line_40-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.192&CDS=1-1929, augustus_masked-flattened_line_44-processed-gene-0.265-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.265&CDS=1-1911
27	OG0000027	YMR169C, YMR170C, YOR374W	augustus_masked-flattened_line_116-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.9&CDS=1-1491, augustus_masked-flattened_line_2-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.90&CDS=1-1500, augustus_masked-flattened_line_6-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.5&CDS=1-1509
28	OG0000028	YAL053W, YGL139W, YPL221W	augustus_masked-flattened_line_0-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.152&CDS=1-2331, augustus_masked-flattened_line_2-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.104&CDS=1-2322
29	OG0000029	YAR019C, YLR362W	augustus_masked-flattened_line_48-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.137&CDS=1-1500, maker-flattened_line_10-augustus-gene-1.7-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.7&CDS=1-2424, maker-flattened_line_46-augustus-gene-0.142-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.142&CDS=1-5457
30	OG0000030	YAR071W, YBR092C, YBR093C, YDL024C, YHR215W	
31	OG0000031	YBR038W, YNL192W	augustus_masked-flattened_line_32-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.157&CDS=1-2946, augustus_masked-flattened_line_66-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.159&CDS=1-3063, maker-flattened_line_12-snap-gene-2.210-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.210&CDS=1-6048
32	OG0000032	YDL137W, YDL192W, YOR094W	augustus_masked-flattened_line_0-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.107&CDS=1-543, augustus_masked-flattened_line_120-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.29&CDS=1-543
33	OG0000033	YDL159W, YJL128C	augustus_masked-flattened_line_132-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.15&CDS=1-1719, augustus_masked-flattened_line_14-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.172&CDS=1-1407, genemark-flattened_line_82-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.183&CDS=1-1791
34	OG0000034	YDL161W, YLR206W	augustus_masked-flattened_line_0-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.111&CDS=1-1686, augustus_masked-flattened_line_0-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.107&CDS=1-1392, augustus_masked-flattened_line_42-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.203&CDS=1-906
35	OG0000035	YDL222C, YML052W, YNL194C	augustus_masked-flattened_line_6-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.26&CDS=1-852, snap_masked-flattened_line_0-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.72&CDS=1-1182
36	OG0000036	YDL244W, YFL058W, YJR156C, YNL332W	snap_masked-flattened_line_4-processed-gene-4.125-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.125&CDS=1-1068
37	OG0000037	YDR021W, YJL138C, YKR059W	augustus_masked-flattened_line_54-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.21&CDS=1-1194, augustus_masked-flattened_line_66-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.197&CDS=1-1182
38	OG0000038	YDR338C, YHR032W	augustus_masked-flattened_line_32-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.166&CDS=1-1758, augustus_masked-flattened_line_6-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.113&CDS=1-2286, maker-flattened_line_66-augustus-gene-0.135-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.135&CDS=1-1839
39	OG0000039	YDR342C, YDR343C, YFL011W, YMR011W	augustus_masked-flattened_line_12-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.20&CDS=1-1665
40	OG0000040	YDR450W, YML026C	augustus_masked-flattened_line_4-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.135&CDS=1-462, genemark-flattened_line_28-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.20&CDS=1-462, maker-flattened_line_28-augustus-gene-1.8-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.8&CDS=1-462
41	OG0000041	YDR533C, YMR322C, YOR391C, YPL280W	augustus_masked-flattened_line_152-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.35&CDS=1-693
42	OG0000042	YEL007W, YHR177W	augustus_masked-flattened_line_18-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.24&CDS=1-1290, augustus_masked-flattened_line_48-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.177&CDS=1-2004, augustus_masked-flattened_line_70-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.46&CDS=1-1509
43	OG0000043	YER027C, YGL208W	augustus_masked-flattened_line_2-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.41&CDS=1-1725, augustus_masked-flattened_line_2-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.50&CDS=1-1491, augustus_masked-flattened_line_32-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.151&CDS=1-1689
44	OG0000044	YER056C, YER060W, YER060W-A	augustus_masked-flattened_line_16-processed-gene-2.186-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.186&CDS=1-1533, augustus_masked-flattened_line_4-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.4&CDS=1-1533
45	OG0000045	YFL037W, YLR212C	augustus_masked-flattened_line_124-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.47&CDS=1-1401, augustus_masked-flattened_line_14-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.139&CDS=1-1395, augustus_masked-flattened_line_48-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.146&CDS=1-1401
46	OG0000046	YGR192C, YJL052W, YJR009C	augustus_masked-flattened_line_102-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.19&CDS=1-555, augustus_masked-flattened_line_170-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.5&CDS=1-555
47	OG0000047	YGR240C, YMR205C	augustus_masked-flattened_line_10-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.105&CDS=1-3003, augustus_masked-flattened_line_36-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.25&CDS=1-2907, augustus_masked-flattened_line_74-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.139&CDS=1-2937
48	OG0000048	YHR023W, YOR326W	augustus_masked-flattened_line_150-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.33&CDS=1-3723, maker-flattened_line_120-augustus-gene-0.88-mRNA-1_1&gene=maker-flattened_line_120-augustus-gene-0.88&CDS=1-6696, maker-flattened_line_48-snap-gene-0.192-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.192&CDS=1-4893
49	OG0000049	YIR013C, YLR013W, YPL021W	augustus_masked-flattened_line_70-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.42&CDS=1-2349, genemark-flattened_line_14-processed-gene-2.60-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.60&CDS=1-1767
50	OG0000050	YJR126C, YOR256C, YPL176C	augustus_masked-flattened_line_6-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.113&CDS=1-2664, augustus_masked-flattened_line_76-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.167&CDS=1-2349
51	OG0000051	YLR034C, YOL122C	augustus_masked-flattened_line_0-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.139&CDS=1-1629, augustus_masked-flattened_line_0-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.128&CDS=1-2010, augustus_masked-flattened_line_62-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.189&CDS=1-1782
52	OG0000052	YLR152C, YNL095C, YOR092W	augustus_masked-flattened_line_110-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.133&CDS=1-1764, augustus_masked-flattened_line_6-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.39&CDS=1-2004
53	OG0000053	YLR441C, YML063W	augustus_masked-flattened_line_30-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.105&CDS=1-774, augustus_masked-flattened_line_6-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.136&CDS=1-774, maker-flattened_line_90-snap-gene-0.191-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.191&CDS=1-2538
54	OG0000054	YML061C	augustus_masked-flattened_line_18-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.164&CDS=1-1734, augustus_masked-flattened_line_70-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.19&CDS=1-2775, augustus_masked-flattened_line_78-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.51&CDS=1-3372, augustus_masked-flattened_line_78-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.52&CDS=1-2706
55	OG0000055	YML072C, YNL087W, YOR086C	augustus_masked-flattened_line_6-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.120&CDS=1-4143, maker-flattened_line_64-augustus-gene-0.157-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.157&CDS=1-4041
56	OG0000056	YNR001C, YPR001W	augustus_masked-flattened_line_42-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.176&CDS=1-1404, augustus_masked-flattened_line_48-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.173&CDS=1-1503, maker-flattened_line_16-augustus-gene-0.41-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.41&CDS=1-1395
57	OG0000057	YOL062C, YPL259C	augustus_masked-flattened_line_54-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.25&CDS=1-2682, augustus_masked-flattened_line_66-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.189&CDS=1-1323, augustus_masked-flattened_line_82-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.23&CDS=1-1926
58	OG0000058	YOR234C, YPL143W	augustus_masked-flattened_line_40-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.202&CDS=1-321, augustus_masked-flattened_line_8-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.120&CDS=1-321, augustus_masked-flattened_line_92-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.186&CDS=1-321
59	OG0000059		augustus_masked-flattened_line_197-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_197-processed-gene-0.0&CDS=1-165, augustus_masked-flattened_line_197-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_197-processed-gene-0.1&CDS=1-1674, augustus_masked-flattened_line_80-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.25&CDS=1-165, maker-flattened_line_16-snap-gene-2.136-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-2.136&CDS=1-6558, maker-flattened_line_80-snap-gene-0.58-mRNA-1_1&gene=maker-flattened_line_80-snap-gene-0.58&CDS=1-4407
60	OG0000060	YAL007C, YOR016C	augustus_masked-flattened_line_0-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.134&CDS=1-627, genemark-flattened_line_16-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.14&CDS=1-618
61	OG0000061	YAL023C, YOR321W	augustus_masked-flattened_line_98-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.105&CDS=1-2238, genemark-flattened_line_128-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.1&CDS=1-2247
62	OG0000062	YAR018C, YBR109C	augustus_masked-flattened_line_98-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.74&CDS=1-4005, maker-flattened_line_128-augustus-gene-0.36-mRNA-1_1&gene=maker-flattened_line_128-augustus-gene-0.36&CDS=1-447
63	OG0000063	YBL002W, YDR224C	augustus_masked-flattened_line_114-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.120&CDS=1-417, augustus_masked-flattened_line_44-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.207&CDS=1-417
64	OG0000064	YBL003C, YDR225W	augustus_masked-flattened_line_114-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.101&CDS=1-402, augustus_masked-flattened_line_44-processed-gene-0.245-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.245&CDS=1-402
65	OG0000065	YBL017C, YIL173W, YJL222W, YNR065C	
66	OG0000066	YBL027W, YBR084C-A	augustus_masked-flattened_line_62-processed-gene-0.231-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.231&CDS=1-564, genemark-flattened_line_42-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.124&CDS=1-564
67	OG0000067	YBL037W, YPR029C	augustus_masked-flattened_line_0-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.14&CDS=1-2538, augustus_masked-flattened_line_108-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.16&CDS=1-2949
68	OG0000068	YBL043W, YJR115W	augustus_masked-flattened_line_0-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.30&CDS=1-1320, augustus_masked-flattened_line_20-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.30&CDS=1-1101
69	OG0000069	YBL054W, YER088C	augustus_masked-flattened_line_86-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.54&CDS=1-1668, maker-flattened_line_8-augustus-gene-0.42-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.42&CDS=1-2136
70	OG0000070	YBL063W	augustus_masked-flattened_line_18-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.167&CDS=1-3381, augustus_masked-flattened_line_70-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.21&CDS=1-3498, augustus_masked-flattened_line_96-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.149&CDS=1-3873
71	OG0000071	YBL064C	augustus_masked-flattened_line_16-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.176&CDS=1-678, augustus_masked-flattened_line_30-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.85&CDS=1-756, augustus_masked-flattened_line_4-processed-gene-5.182-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.182&CDS=1-678
