	OrthologID	Eremothecium_cymbalariae	Saccharomyces_cerevisiae
3065	OG0003065	genemark-NC_016454.1-processed-gene-8.165-mRNA-1_1&gene=genemark-NC_016454.1-processed-gene-8.165&CDS=1-1467	YNL169C
3066	OG0003066	snap_masked-NC_016454.1-processed-gene-8.57-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.57&CDS=1-5118	YNL172W
3067	OG0003067	genemark-NC_016454.1-processed-gene-8.169-mRNA-1_1&gene=genemark-NC_016454.1-processed-gene-8.169&CDS=1-1170	YNL175C
3068	OG0003068	snap_masked-NC_016454.1-processed-gene-8.23-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.23&CDS=1-1755	YDL211C
3069	OG0003069	snap_masked-NC_016454.1-processed-gene-8.24-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.24&CDS=1-921	YNL177C
3070	OG0003070	augustus_masked-NC_016454.1-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-8.130&CDS=1-627	YDL212W
3071	OG0003071	snap_masked-NC_016454.1-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.59&CDS=1-732	YNL178W
3072	OG0003072	snap_masked-NC_016454.1-processed-gene-8.60-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.60&CDS=1-1203	YNL181W
3073	OG0003073	augustus_masked-NC_016454.1-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-8.103&CDS=1-2172	YNL182C
3074	OG0003074	snap_masked-NC_016454.1-processed-gene-8.29-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.29&CDS=1-447	YNL185C
3075	OG0003075	maker-NC_016454.1-augustus-gene-8.7-mRNA-1_1&gene=maker-NC_016454.1-augustus-gene-8.7&CDS=1-2295	YNL186W
3076	OG0003076	snap_masked-NC_016454.1-processed-gene-8.30-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.30&CDS=1-1254	YDL216C
3077	OG0003077	augustus_masked-NC_016454.1-processed-gene-8.134-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-8.134&CDS=1-1224	YNL187W
3078	OG0003078	augustus_masked-NC_016454.1-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NC_016454.1-processed-gene-8.107&CDS=1-603	YDL217C
3079	OG0003079	snap_masked-NC_016454.1-processed-gene-8.63-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.63&CDS=1-1626	YNL189W
3080	OG0003080	snap_masked-NC_016454.1-processed-gene-8.32-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.32&CDS=1-2721	YDL220C
3081	OG0003081	genemark-NC_016454.1-processed-gene-8.181-mRNA-1_1&gene=genemark-NC_016454.1-processed-gene-8.181&CDS=1-2067	YNL197C
3082	OG0003082	snap_masked-NC_016454.1-processed-gene-8.69-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.69&CDS=1-1752	YDL225W
3083	OG0003083	snap_masked-NC_016454.1-processed-gene-8.36-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.36&CDS=1-1311	YNL199C
3084	OG0003084	snap_masked-NC_016454.1-processed-gene-8.37-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.37&CDS=1-2676	YNL201C
3085	OG0003085	snap_masked-NC_016454.1-processed-gene-8.70-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.70&CDS=1-876	YNL202W
3086	OG0003086	snap_masked-NC_016454.1-processed-gene-8.38-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.38&CDS=1-1173	YDL226C
3087	OG0003087	snap_masked-NC_016454.1-processed-gene-8.39-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.39&CDS=1-1266	YNL206C
3088	OG0003088	snap_masked-NC_016454.1-processed-gene-8.71-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.71&CDS=1-1251	YNL207W
3089	OG0003089	snap_masked-NC_016454.1-processed-gene-8.40-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.40&CDS=1-2493	YNL212W
3090	OG0003090	snap_masked-NC_016454.1-processed-gene-8.73-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.73&CDS=1-3198	YDL231C
3091	OG0003091	snap_masked-NC_016454.1-processed-gene-8.41-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.41&CDS=1-993	YDL230W
3092	OG0003092	snap_masked-NC_016454.1-processed-gene-8.42-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.42&CDS=1-930	YNL210W
3093	OG0003093	genemark-NC_016454.1-processed-gene-8.190-mRNA-1_1&gene=genemark-NC_016454.1-processed-gene-8.190&CDS=1-648	YNL213C
3094	OG0003094	snap_masked-NC_016454.1-processed-gene-8.74-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.74&CDS=1-624	YNL214W
3095	OG0003095	snap_masked-NC_016454.1-processed-gene-8.75-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.75&CDS=1-1518	YDL233W
3096	OG0003096	snap_masked-NC_016454.1-processed-gene-8.76-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.76&CDS=1-945	YNL215W
3097	OG0003097	snap_masked-NC_016454.1-processed-gene-8.45-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.45&CDS=1-2247	YDL234C
3098	OG0003098	snap_masked-NC_016454.1-processed-gene-8.77-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.77&CDS=1-2106	YNL216W
3099	OG0003099	snap_masked-NC_016454.1-processed-gene-8.78-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.78&CDS=1-930	YNL217W
3100	OG0003100	snap_masked-NC_016454.1-processed-gene-8.46-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.46&CDS=1-411	YDL235C
3101	OG0003101	snap_masked-NC_016454.1-processed-gene-8.79-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.79&CDS=1-1752	YNL218W
3102	OG0003102	snap_masked-NC_016454.1-processed-gene-8.80-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.80&CDS=1-927	YDL236W
3103	OG0003103	snap_masked-NC_016454.1-processed-gene-8.47-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.47&CDS=1-1656	YNL219C
3104	OG0003104	snap_masked-NC_016454.1-processed-gene-8.81-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.81&CDS=1-1302	YNL220W
3105	OG0003105	snap_masked-NC_016454.1-processed-gene-8.48-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.48&CDS=1-2508	YNL221C
3106	OG0003106	snap_masked-NC_016454.1-processed-gene-8.84-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.84&CDS=1-627	YNL222W
3107	OG0003107	snap_masked-NC_016454.1-processed-gene-8.85-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.85&CDS=1-1407	YNL223W
3108	OG0003108	snap_masked-NC_016454.1-processed-gene-8.49-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.49&CDS=1-2046	YNL224C
3109	OG0003109	snap_masked-NC_016454.1-processed-gene-8.50-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.50&CDS=1-2550	YNL225C
3110	OG0003110	maker-NC_016454.1-snap-gene-8.2-mRNA-1_1&gene=maker-NC_016454.1-snap-gene-8.2&CDS=1-1770	YNL227C
3111	OG0003111	snap_masked-NC_016454.1-processed-gene-8.52-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.52&CDS=1-1101	YNL229C
3112	OG0003112	snap_masked-NC_016454.1-processed-gene-8.53-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.53&CDS=1-1083	YNL230C
3113	OG0003113	snap_masked-NC_016454.1-processed-gene-8.54-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.54&CDS=1-1071	YNL231C
3114	OG0003114	snap_masked-NC_016454.1-processed-gene-8.86-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.86&CDS=1-876	YNL232W
3115	OG0003115	snap_masked-NC_016454.1-processed-gene-8.87-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.87&CDS=1-2559	YNL233W
3116	OG0003116	snap_masked-NC_016454.1-processed-gene-8.88-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.88&CDS=1-1341	YNL234W
3117	OG0003117	snap_masked-NC_016454.1-processed-gene-8.89-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.89&CDS=1-2511	YNL236W
3118	OG0003118	maker-NC_016454.1-augustus-gene-8.9-mRNA-1_1&gene=maker-NC_016454.1-augustus-gene-8.9&CDS=1-3840	YNL238W
3119	OG0003119	snap_masked-NC_016454.1-processed-gene-8.55-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.55&CDS=1-1395	YNL240C
3120	OG0003120	snap_masked-NC_016454.1-processed-gene-8.56-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.56&CDS=1-1524	YNL241C
3121	OG0003121	genemark-NC_016454.1-processed-gene-8.237-mRNA-1_1&gene=genemark-NC_016454.1-processed-gene-8.237&CDS=1-2931	YDL240W
3122	OG0003122	snap_masked-NC_016454.1-processed-gene-8.93-mRNA-1_1&gene=snap_masked-NC_016454.1-processed-gene-8.93&CDS=1-4593	YNL242W
3123	OG0003123	maker-NC_016455.1-snap-gene-0.127-mRNA-1_1&gene=maker-NC_016455.1-snap-gene-0.127&CDS=1-1539	YNR053C
3124	OG0003124	genemark-NC_016455.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-0.3&CDS=1-1269	YNR052C
3125	OG0003125	snap_masked-NC_016455.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.46&CDS=1-1440	YNR051C
3126	OG0003126	maker-NC_016455.1-augustus-gene-0.123-mRNA-1_1&gene=maker-NC_016455.1-augustus-gene-0.123&CDS=1-996	YCR095C
3127	OG0003127	snap_masked-NC_016455.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.48&CDS=1-1338	YNR050C
3128	OG0003128	snap_masked-NC_016455.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.70&CDS=1-4227	YLR419W
3129	OG0003129	snap_masked-NC_016455.1-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.49&CDS=1-1074	YLR418C
3130	OG0003130	augustus_masked-NC_016455.1-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-0.92&CDS=1-1578	YJR152W
3131	OG0003131	maker-NC_016455.1-augustus-gene-0.126-mRNA-1_1&gene=maker-NC_016455.1-augustus-gene-0.126&CDS=1-525	YKL190W
3132	OG0003132	snap_masked-NC_016455.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.72&CDS=1-1713	YKL191W
3133	OG0003133	snap_masked-NC_016455.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.51&CDS=1-1092	YLR420W
3134	OG0003134	augustus_masked-NC_016455.1-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-0.111&CDS=1-645	YLR421C
3135	OG0003135	snap_masked-NC_016455.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.52&CDS=1-5733	YLR422W
3136	OG0003136	snap_masked-NC_016455.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.53&CDS=1-354	YKL192C
3137	OG0003137	snap_masked-NC_016455.1-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.54&CDS=1-1059	YKL193C
3138	OG0003138	snap_masked-NC_016455.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.74&CDS=1-1236	YLR423C
3139	OG0003139	snap_masked-NC_016455.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.56&CDS=1-1890	YLR424W
3140	OG0003140	snap_masked-NC_016455.1-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.75&CDS=1-795	YKL195W
3141	OG0003141	snap_masked-NC_016455.1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.57&CDS=1-600	YKL196C
3142	OG0003142	genemark-NC_016455.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-0.15&CDS=1-4923	YLR425W
3143	OG0003143	snap_masked-NC_016455.1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.76&CDS=1-507	YML055W
3144	OG0003144	snap_masked-NC_016455.1-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.60&CDS=1-1884	YLR427W
3145	OG0003145	genemark-NC_016455.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-0.17&CDS=1-1875	YLR429W
3146	OG0003146	snap_masked-NC_016455.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.62&CDS=1-6057	YLR430W
3147	OG0003147	snap_masked-NC_016455.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.77&CDS=1-1236	YLR431C
3148	OG0003148	snap_masked-NC_016455.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.78&CDS=1-1677	YLR433C
3149	OG0003149	snap_masked-NC_016455.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.64&CDS=1-633	YLR435W
3150	OG0003150	genemark-NC_016455.1-processed-gene-0.37-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-0.37&CDS=1-3969	YLR436C
3151	OG0003151	snap_masked-NC_016455.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.81&CDS=1-1374	YBR199W
3152	OG0003152	snap_masked-NC_016455.1-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.83&CDS=1-2199	YPL075W
3153	OG0003153	snap_masked-NC_016455.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.65&CDS=1-2400	YBR198C
3154	OG0003154	snap_masked-NC_016455.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.84&CDS=1-876	YPL076W
3155	OG0003155	snap_masked-NC_016455.1-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.66&CDS=1-1665	YBR196C
3156	OG0003156	snap_masked-NC_016455.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-0.67&CDS=1-1242	YBR195C
3157	OG0003157	maker-NC_016455.1-snap-gene-0.129-mRNA-1_1&gene=maker-NC_016455.1-snap-gene-0.129&CDS=1-708	YPL078C
3158	OG0003158	snap_masked-NC_016455.1-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.59&CDS=1-666	YBR193C
3159	OG0003159	snap_masked-NC_016455.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.61&CDS=1-1104	YBR192W
3160	OG0003160	snap_masked-NC_016455.1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.60&CDS=1-5835	YPL082C
3161	OG0003161	snap_masked-NC_016455.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.64&CDS=1-483	YBR188C
3162	OG0003162	augustus_masked-NC_016455.1-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.145&CDS=1-2337	YBR187W
3163	OG0003163	snap_masked-NC_016455.1-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.65&CDS=1-1350	YPL083C
3164	OG0003164	snap_masked-NC_016455.1-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.88&CDS=1-2493	YPL084W
3165	OG0003165	snap_masked-NC_016455.1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.66&CDS=1-813	YBR185C
3166	OG0003166	snap_masked-NC_016455.1-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.89&CDS=1-6387	YPL085W
3167	OG0003167	snap_masked-NC_016455.1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.67&CDS=1-1671	YPL086C
3168	OG0003168	augustus_masked-NC_016455.1-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.128&CDS=1-1824	YBR182C
3169	OG0003169	snap_masked-NC_016455.1-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.92&CDS=1-1401	YPL091W
3170	OG0003170	maker-NC_016455.1-snap-gene-1.57-mRNA-1_1&gene=maker-NC_016455.1-snap-gene-1.57&CDS=1-3399	YPL093W
3171	OG0003171	augustus_masked-NC_016455.1-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.130&CDS=1-732	YPL094C
3172	OG0003172	snap_masked-NC_016455.1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.71&CDS=1-2418	YBR179C
3173	OG0003173	augustus_masked-NC_016455.1-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.152&CDS=1-2433	YPL097W
3174	OG0003174	augustus_masked-NC_016455.1-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.133&CDS=1-771	YPL098C
3175	OG0003175	augustus_masked-NC_016455.1-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.153&CDS=1-2526	YPL101W
3176	OG0003176	snap_masked-NC_016455.1-processed-gene-1.74-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.74&CDS=1-1371	YPL103C
3177	OG0003177	genemark-NC_016455.1-processed-gene-1.40-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-1.40&CDS=1-918	YBR176W
3178	OG0003178	maker-NC_016455.1-augustus-gene-1.117-mRNA-1_1&gene=maker-NC_016455.1-augustus-gene-1.117&CDS=1-2865	YPL104W
3179	OG0003179	snap_masked-NC_016455.1-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.76&CDS=1-444	YBR173C
3180	OG0003180	snap_masked-NC_016455.1-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.77&CDS=1-2304	YPL105C
3181	OG0003181	snap_masked-NC_016455.1-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.102&CDS=1-615	YBR171W
3182	OG0003182	snap_masked-NC_016455.1-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.78&CDS=1-1719	YBR170C
3183	OG0003183	maker-NC_016455.1-snap-gene-1.54-mRNA-1_1&gene=maker-NC_016455.1-snap-gene-1.54&CDS=1-2115	YPL106C
3184	OG0003184	snap_masked-NC_016455.1-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.103&CDS=1-2067	YPR003C
3185	OG0003185	snap_masked-NC_016455.1-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.104&CDS=1-783	YPL107W
3186	OG0003186	snap_masked-NC_016455.1-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.105&CDS=1-1161	YBR168W
3187	OG0003187	snap_masked-NC_016455.1-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.80&CDS=1-405	YBR167C
3188	OG0003188	augustus_masked-NC_016455.1-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.158&CDS=1-1146	YIR032C
3189	OG0003189	snap_masked-NC_016455.1-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.81&CDS=1-1341	YBR166C
3190	OG0003190	snap_masked-NC_016455.1-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.108&CDS=1-849	YBR165W
3191	OG0003191	augustus_masked-NC_016455.1-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-1.142&CDS=1-549	YBR164C
3192	OG0003192	snap_masked-NC_016455.1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.83&CDS=1-1764	YPL109C
3193	OG0003193	snap_masked-NC_016455.1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.84&CDS=1-4041	YPL110C
3194	OG0003194	snap_masked-NC_016455.1-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-1.110&CDS=1-966	YPL111W
3195	OG0003195	augustus_masked-NC_016455.1-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-2.9&CDS=1-1296	YPL112C
3196	OG0003196	snap_masked-NC_016455.1-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.49&CDS=1-1212	YPL113C
3197	OG0003197	snap_masked-NC_016455.1-processed-gene-2.52-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.52&CDS=1-714	YOR194C
3198	OG0003198	snap_masked-NC_016455.1-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.50&CDS=1-2151	YOR195W
3199	OG0003199	snap_masked-NC_016455.1-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.51&CDS=1-3087	YPL115C
3200	OG0003200	snap_masked-NC_016455.1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.71&CDS=1-1146	YOR196C
3201	OG0003201	augustus_masked-NC_016455.1-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-2.14&CDS=1-1398	YLR019W
3202	OG0003202	augustus_masked-NC_016455.1-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-2.30&CDS=1-2811	YLL011W
3203	OG0003203	snap_masked-NC_016455.1-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.54&CDS=1-537	YLR021W
3204	OG0003204	snap_masked-NC_016455.1-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.74&CDS=1-849	YLR022C
3205	OG0003205	genemark-NC_016455.1-processed-gene-2.120-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-2.120&CDS=1-1704	YLR023C
3206	OG0003206	maker-NC_016455.1-snap-gene-2.1-mRNA-1_1&gene=maker-NC_016455.1-snap-gene-2.1&CDS=1-2088	YLL013C
3207	OG0003207	snap_masked-NC_016455.1-processed-gene-2.76-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.76&CDS=1-324	YLL014W
3208	OG0003208	snap_masked-NC_016455.1-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.56&CDS=1-1119	YGR187C
3209	OG0003209	maker-NC_016455.1-snap-gene-2.2-mRNA-1_1&gene=maker-NC_016455.1-snap-gene-2.2&CDS=1-2058	YGR186W
3210	OG0003210	snap_masked-NC_016455.1-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.57&CDS=1-1209	YGR185C
3211	OG0003211	snap_masked-NC_016455.1-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.78&CDS=1-5442	YLR024C
3212	OG0003212	augustus_masked-NC_016455.1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-2.19&CDS=1-5688	YGR184C
3213	OG0003213	snap_masked-NC_016455.1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.59&CDS=1-234	YGR183C
3214	OG0003214	snap_masked-NC_016455.1-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.79&CDS=1-309	YGR181W
3215	OG0003215	maker-NC_016455.1-snap-gene-2.3-mRNA-1_1&gene=maker-NC_016455.1-snap-gene-2.3&CDS=1-3729	YPR026W
3216	OG0003216	snap_masked-NC_016455.1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.60&CDS=1-1644	YBL099W
3217	OG0003217	snap_masked-NC_016455.1-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.61&CDS=1-1197	YPR025C
3218	OG0003218	snap_masked-NC_016455.1-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.81&CDS=1-2181	YPR024W
3219	OG0003219	snap_masked-NC_016455.1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.82&CDS=1-2235	YBL097W
3220	OG0003220	snap_masked-NC_016455.1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.83&CDS=1-1398	YBL098W
3221	OG0003221	snap_masked-NC_016455.1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.62&CDS=1-702	YBL095W
3222	OG0003222	snap_masked-NC_016455.1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.63&CDS=1-1449	YER122C
3223	OG0003223	snap_masked-NC_016455.1-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.84&CDS=1-660	YBL093C
3224	OG0003224	snap_masked-NC_016455.1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.64&CDS=1-393	YBL092W
3225	OG0003225	snap_masked-NC_016455.1-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.85&CDS=1-645	YER120W
3226	OG0003226	snap_masked-NC_016455.1-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.86&CDS=1-1233	YBL091C
3227	OG0003227	genemark-NC_016455.1-processed-gene-2.110-mRNA-1_1&gene=genemark-NC_016455.1-processed-gene-2.110&CDS=1-483	YBL090W
3228	OG0003228	snap_masked-NC_016455.1-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.67&CDS=1-996	YER118C
3229	OG0003229	maker-NC_016455.1-augustus-gene-2.7-mRNA-1_1&gene=maker-NC_016455.1-augustus-gene-2.7&CDS=1-8262	YBL088C
3230	OG0003230	augustus_masked-NC_016455.1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NC_016455.1-processed-gene-2.27&CDS=1-789	YER116C
3231	OG0003231	snap_masked-NC_016455.1-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NC_016455.1-processed-gene-2.90&CDS=1-1353	YBL086C
