	OrthologID	Saccharomyces_cerevisiae	Wickerhamiella_domercqiae
1875	OG0001875	YLR438W	-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.2&CDS=1-1284
1876	OG0001876	YLR439W	-processed-gene-25.84-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-25.84&CDS=1-867
1877	OG0001877	YLR440C	-processed-gene-11.91-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.91&CDS=1-1737
1878	OG0001878	YLR447C	-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-6.29&CDS=1-1041
1879	OG0001879	YLR451W	-processed-gene-21.83-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.83&CDS=1-1899
1880	OG0001880	YLR452C	-processed-gene-21.81-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.81&CDS=1-1770
1881	OG0001881	YLR459W	-processed-gene-17.81-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-17.81&CDS=1-3015
1882	OG0001882	YML004C	-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-5.102&CDS=1-918
1883	OG0001883	YML008C	-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-4.2&CDS=1-3201
1884	OG0001884	YML009C	-processed-gene-31.93-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.93&CDS=1-234
1885	OG0001885	YML010W	-processed-gene-31.13-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.13&CDS=1-2937
1886	OG0001886	YML012W	-processed-gene-31.33-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.33&CDS=1-627
1887	OG0001887	YML018C	-processed-gene-22.50-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-22.50&CDS=1-1998
1888	OG0001888	YML020W	-processed-gene-22.30-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-22.30&CDS=1-2007
1889	OG0001889	YML021C	-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-1.32&CDS=1-1032
1890	OG0001890	YML025C	-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-1.18&CDS=1-681
1891	OG0001891	YML030W	-processed-gene-8.108-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.108&CDS=1-414
1892	OG0001892	YML032C	-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-0.34&CDS=1-2880
1893	OG0001893	YML035C	-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.85&CDS=1-2676
1894	OG0001894	YML038C	-processed-gene-20.140-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-20.140&CDS=1-1368
1895	OG0001895	YML042W	-processed-gene-12.8-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.8&CDS=1-1809
1896	OG0001896	YML043C	-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-2.118&CDS=1-1731
1897	OG0001897	YML046W	-processed-gene-23.26-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-23.26&CDS=1-954
1898	OG0001898	YML048W	-processed-gene-27.26-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-27.26&CDS=1-1092
1899	OG0001899	YML049C	-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-6.25&CDS=1-3297
1900	OG0001900	YML055W	-processed-gene-14.103-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-14.103&CDS=1-495
1901	OG0001901	YML056C	-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.27&CDS=1-1563
1902	OG0001902	YML059C	-processed-gene-25.85-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-25.85&CDS=1-3552
1903	OG0001903	YML060W	-processed-gene-11.89-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.89&CDS=1-996
1904	OG0001904	YML064C	-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-9.25&CDS=1-630
1905	OG0001905	YML069W	-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-14.21&CDS=1-1515
1906	OG0001906	YML071C	-processed-gene-1.53-mRNA-1_1&gene=snap_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-1.53&CDS=1-1107
1907	OG0001907	YML073C	-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-12.11&CDS=1-537
1908	OG0001908	YML074C	-processed-gene-18.34-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-18.34&CDS=1-1080
1909	OG0001909	YML076C	-processed-gene-8.33-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-8.33&CDS=1-2484
1910	OG0001910	YML077W	-processed-gene-13.75-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.75&CDS=1-504
1911	OG0001911	YML080W	-augustus-gene-13.50-mRNA-1_1&gene=maker-gi|1002316079|dbj|BCGM01000003.1|-augustus-gene-13.50&CDS=1-1854
1912	OG0001912	YML085C	-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-5.146&CDS=1-1347
1913	OG0001913	YML088W	-processed-gene-12.158-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-12.158&CDS=1-1947
1914	OG0001914	YML092C	-processed-gene-16.33-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-16.33&CDS=1-1299
1915	OG0001915	YML093W	-processed-gene-16.14-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-16.14&CDS=1-2487
1916	OG0001916	YML094W	-processed-gene-8.28-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-8.28&CDS=1-441
1917	OG0001917	YML097C	-processed-gene-30.86-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-30.86&CDS=1-1947
1918	OG0001918	YML098W	-processed-gene-15.10-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-15.10&CDS=1-507
1919	OG0001919	YML102W	-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.87&CDS=1-1278
1920	OG0001920	YML105C	-processed-gene-12.18-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-12.18&CDS=1-1206
1921	OG0001921	YML110C	-processed-gene-32.75-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-32.75&CDS=1-855
1922	OG0001922	YML114C	-processed-gene-12.69-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.69&CDS=1-1458
1923	OG0001923	YML121W	-processed-gene-9.129-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-9.129&CDS=1-930
1924	OG0001924	YML126C	-augustus-gene-16.54-mRNA-1_1&gene=maker-gi|1002316079|dbj|BCGM01000003.1|-augustus-gene-16.54&CDS=1-2118
1925	OG0001925	YML127W	-processed-gene-29.83-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-29.83&CDS=1-1671
1926	OG0001926	YML128C	-processed-gene-16.34-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-16.34&CDS=1-1149
1927	OG0001927	YML130C	-processed-gene-15.35-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-15.35&CDS=1-1563
1928	OG0001928	YMR002W	-processed-gene-17.23-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-17.23&CDS=1-1209
1929	OG0001929	YMR003W	-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.15&CDS=1-630
1930	OG0001930	YMR004W	-processed-gene-26.115-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-26.115&CDS=1-2157
1931	OG0001931	YMR009W	-processed-gene-35.98-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-35.98&CDS=1-2940
1932	OG0001932	YMR012W	-processed-gene-13.11-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.11&CDS=1-3117
1933	OG0001933	YMR015C	-augustus-gene-0.1-mRNA-1_1&gene=maker-gi|1002316079|dbj|BCGM01000003.1|-augustus-gene-0.1&CDS=1-2529
1934	OG0001934	YMR021C	-processed-gene-21.23-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-21.23&CDS=1-927
1935	OG0001935	YMR022W	-processed-gene-21.48-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-21.48&CDS=1-516
1936	OG0001936	YMR023C	-processed-gene-11.140-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-11.140&CDS=1-1224
1937	OG0001937	YMR024W	-processed-gene-10.132-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-10.132&CDS=1-981
1938	OG0001938	YMR026C	-processed-gene-14.22-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-14.22&CDS=1-1698
1939	OG0001939	YMR027W	-processed-gene-33.94-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-33.94&CDS=1-1335
1940	OG0001940	YMR028W	-processed-gene-22.10-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-22.10&CDS=1-1380
1941	OG0001941	YMR032W	-snap-gene-17.56-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-snap-gene-17.56&CDS=1-2010
1942	OG0001942	YMR035W	-processed-gene-25.20-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-25.20&CDS=1-483
1943	OG0001943	YMR036C	-processed-gene-11.43-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.43&CDS=1-1611
1944	OG0001944	YMR038C	-processed-gene-28.26-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-28.26&CDS=1-618
1945	OG0001945	YMR041C	-processed-gene-25.14-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-25.14&CDS=1-924
1946	OG0001946	YMR043W	-processed-gene-20.162-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-20.162&CDS=1-729
1947	OG0001947	YMR044W	-processed-gene-3.172-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-3.172&CDS=1-1095
1948	OG0001948	YMR048W	-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-8.14&CDS=1-681
1949	OG0001949	YMR049C	-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.83&CDS=1-2223
1950	OG0001950	YMR055C	-processed-gene-29.68-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-29.68&CDS=1-966
1951	OG0001951	YMR059W	-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-0.34&CDS=1-324
1952	OG0001952	YMR061W	-processed-gene-12.99-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.99&CDS=1-1827
1953	OG0001953	YMR062C	-augustus-gene-5.69-mRNA-1_1&gene=maker-gi|1002316079|dbj|BCGM01000003.1|-augustus-gene-5.69&CDS=1-2061
1954	OG0001954	YMR063W	-processed-gene-14.65-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-14.65&CDS=1-1731
1955	OG0001955	YMR065W	-processed-gene-15.9-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-15.9&CDS=1-903
1956	OG0001956	YMR067C	-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-2.84&CDS=1-1245
1957	OG0001957	YMR068W	-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-1.39&CDS=1-1137
1958	OG0001958	YMR069W	-processed-gene-16.70-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.70&CDS=1-333
1959	OG0001959	YMR071C	-processed-gene-19.57-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-19.57&CDS=1-903
1960	OG0001960	YMR074C	-processed-gene-17.73-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-17.73&CDS=1-483
1961	OG0001961	YMR078C	-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.83&CDS=1-1860
1962	OG0001962	YMR079W	-processed-gene-12.39-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-12.39&CDS=1-1062
1963	OG0001963	YMR091C	-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-3.83&CDS=1-1248
1964	OG0001964	YMR092C	-processed-gene-20.133-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-20.133&CDS=1-2874
1965	OG0001965	YMR093W	-processed-gene-13.71-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-13.71&CDS=1-1479
1966	OG0001966	YMR096W	-processed-gene-16.101-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.101&CDS=1-882
1967	OG0001967	YMR097C	-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-13.73&CDS=1-2328
1968	OG0001968	YMR099C	-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-9.89&CDS=1-1505
1969	OG0001969	YMR100W	-processed-gene-4.43-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-4.43&CDS=1-1668
1970	OG0001970	YMR105C	-processed-gene-20.39-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-20.39&CDS=1-1665
1971	OG0001971	YMR108W	-processed-gene-31.18-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-31.18&CDS=1-4431
1972	OG0001972	YMR109W	-processed-gene-20.137-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-20.137&CDS=1-4314
1973	OG0001973	YMR110C	-processed-gene-21.116-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.116&CDS=1-1575
1974	OG0001974	YMR113W	-processed-gene-9.128-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-9.128&CDS=1-1146
1975	OG0001975	YMR114C	-snap-gene-9.118-mRNA-1_1&gene=maker-gi|1002316080|dbj|BCGM01000002.1|-snap-gene-9.118&CDS=1-1581
1976	OG0001976	YMR116C	-processed-gene-2.125-mRNA-1_1&gene=genemark-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-2.125&CDS=1-1011
1977	OG0001977	YMR120C	-processed-gene-18.39-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-18.39&CDS=1-1764
1978	OG0001978	YMR123W	-processed-gene-21.88-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.88&CDS=1-363
1979	OG0001979	YMR125W	-processed-gene-18.32-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-18.32&CDS=1-2484
1980	OG0001980	YMR127C	-processed-gene-12.76-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.76&CDS=1-1059
1981	OG0001981	YMR128W	-processed-gene-12.98-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-12.98&CDS=1-3510
1982	OG0001982	YMR131C	-processed-gene-18.22-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-18.22&CDS=1-2214
1983	OG0001983	YMR137C	-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-1.16&CDS=1-1680
1984	OG0001984	YMR139W	-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-8.82&CDS=1-1134
1985	OG0001985	YMR149W	-processed-gene-21.102-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.102&CDS=1-756
1986	OG0001986	YMR150C	-augustus-gene-22.1-mRNA-1_1&gene=maker-gi|1002316081|dbj|BCGM01000001.1|-augustus-gene-22.1&CDS=1-2064
1987	OG0001987	YMR155W	-processed-gene-1.1-mRNA-1_1&gene=genemark-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-1.1&CDS=1-1329
1988	OG0001988	YMR156C	-processed-gene-3.215-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-3.215&CDS=1-597
1989	OG0001989	YMR158W	-processed-gene-19.24-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-19.24&CDS=1-393
1990	OG0001990	YMR161W	-processed-gene-21.191-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-21.191&CDS=1-1062
1991	OG0001991	YMR162C	-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-1.24&CDS=1-4833
1992	OG0001992	YMR166C	-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-3.105&CDS=1-951
1993	OG0001993	YMR167W	-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-4.18&CDS=1-2064
1994	OG0001994	YMR176W	-processed-gene-14.164-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-14.164&CDS=1-2934
1995	OG0001995	YMR178W	-processed-gene-14.162-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-14.162&CDS=1-804
1996	OG0001996	YMR188C	-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-3.161&CDS=1-2772
1997	OG0001997	YMR189W	-processed-gene-28.31-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-28.31&CDS=1-3876
1998	OG0001998	YMR190C	-processed-gene-14.76-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-14.76&CDS=1-3090
1999	OG0001999	YMR193W	-processed-gene-13.33-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.33&CDS=1-690
2000	OG0002000	YMR196W	-processed-gene-3.169-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-3.169&CDS=1-2955
2001	OG0002001	YMR197C	-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-3.148&CDS=1-687
2002	OG0002002	YMR200W	-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-3.165&CDS=1-870
2003	OG0002003	YMR201C	-processed-gene-15.26-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-15.26&CDS=1-933
2004	OG0002004	YMR202W	-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-11.71&CDS=1-666
2005	OG0002005	YMR203W	-processed-gene-23.87-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-23.87&CDS=1-1092
2006	OG0002006	YMR205C	-processed-gene-15.70-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.70&CDS=1-2898
2007	OG0002007	YMR208W	-processed-gene-23.83-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-23.83&CDS=1-1146
2008	OG0002008	YMR210W	-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.99&CDS=1-1329
2009	OG0002009	YMR211W	-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-13.77&CDS=1-1194
2010	OG0002010	YMR212C	-processed-gene-15.116-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-15.116&CDS=1-2271
2011	OG0002011	YMR213W	-processed-gene-16.62-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-16.62&CDS=1-1260
2012	OG0002012	YMR215W	-processed-gene-7.143-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-7.143&CDS=1-2250
2013	OG0002013	YMR216C	-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-7.38&CDS=1-1617
2014	OG0002014	YMR217W	-processed-gene-17.68-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-17.68&CDS=1-1569
2015	OG0002015	YMR220W	-processed-gene-21.112-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-21.112&CDS=1-1179
2016	OG0002016	YMR221C	-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-13.26&CDS=1-1587
2017	OG0002017	YMR224C	-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-7.40&CDS=1-3039
2018	OG0002018	YMR225C	-processed-gene-13.125-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-13.125&CDS=1-288
2019	OG0002019	YMR226C	-processed-gene-1.84-mRNA-1_1&gene=snap_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-1.84&CDS=1-804
2020	OG0002020	YMR227C	-processed-gene-16.24-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.24&CDS=1-1395
2021	OG0002021	YMR228W	-processed-gene-16.46-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-16.46&CDS=1-1044
2022	OG0002022	YMR229C	-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-2.47&CDS=1-4569
2023	OG0002023	YMR231W	-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-2.38&CDS=1-2817
2024	OG0002024	YMR234W	-processed-gene-19.81-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-19.81&CDS=1-804
2025	OG0002025	YMR235C	-processed-gene-12.2-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-12.2&CDS=1-1602
2026	OG0002026	YMR236W	-processed-gene-22.42-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-22.42&CDS=1-639
2027	OG0002027	YMR239C	-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-10.13&CDS=1-4020
2028	OG0002028	YMR240C	-processed-gene-1.64-mRNA-1_1&gene=snap_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-1.64&CDS=1-1272
2029	OG0002029	YMR241W	-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-gi|1002316078|dbj|BCGM01000004.1|-processed-gene-1.135&CDS=1-936
2030	OG0002030	YMR244C-A	-processed-gene-15.85-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-15.85&CDS=1-1836
2031	OG0002031	YMR256C	-processed-gene-18.68-mRNA-1_1&gene=snap_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-18.68&CDS=1-177
2032	OG0002032	YMR259C	-processed-gene-12.52-mRNA-1_1&gene=snap_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-12.52&CDS=1-3339
2033	OG0002033	YMR260C	-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-gi|1002316081|dbj|BCGM01000001.1|-processed-gene-11.71&CDS=1-444
2034	OG0002034	YMR263W	-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-gi|1002316079|dbj|BCGM01000003.1|-processed-gene-7.113&CDS=1-408
2035	OG0002035	YMR266W	-processed-gene-9.147-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-9.147&CDS=1-2487
2036	OG0002036	YMR272C	-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-gi|1002316080|dbj|BCGM01000002.1|-processed-gene-12.17&CDS=1-1026
