	OrthologID	Lachancea_quebecensis	Saccharomyces_cerevisiae
3405	OG0003405	genemark-LAQU0S16-processed-gene-1.97-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.97&CDS=1-402	YDR482C
3406	OG0003406	snap_masked-LAQU0S16-processed-gene-1.167-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.167&CDS=1-408	YPL052W
3407	OG0003407	genemark-LAQU0S16-processed-gene-1.72-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.72&CDS=1-1134	YBR155W
3408	OG0003408	genemark-LAQU0S16-processed-gene-1.99-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.99&CDS=1-2349	YBR156C
3409	OG0003409	genemark-LAQU0S16-processed-gene-1.101-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.101&CDS=1-1092	YPL054W
3410	OG0003410	augustus_masked-LAQU0S16-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-LAQU0S16-processed-gene-1.9&CDS=1-1446	YBR158W
3411	OG0003411	genemark-LAQU0S16-processed-gene-1.75-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.75&CDS=1-1029	YBR159W
3412	OG0003412	genemark-LAQU0S16-processed-gene-1.76-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.76&CDS=1-894	YBR160W
3413	OG0003413	genemark-LAQU0S16-processed-gene-1.102-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.102&CDS=1-1392	YBR162C
3414	OG0003414	snap_masked-LAQU0S16-processed-gene-1.145-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.145&CDS=1-186	YBR162W-A
3415	OG0003415	snap_masked-LAQU0S16-processed-gene-1.146-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.146&CDS=1-1656	YBR163W
3416	OG0003416	genemark-LAQU0S16-processed-gene-1.103-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.103&CDS=1-408	YPL059W
3417	OG0003417	genemark-LAQU0S16-processed-gene-1.79-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.79&CDS=1-5484	YBR208C
3418	OG0003418	snap_masked-LAQU0S16-processed-gene-1.148-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.148&CDS=1-1008	YBR204C
3419	OG0003419	snap_masked-LAQU0S16-processed-gene-1.178-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.178&CDS=1-2457	YBR203W
3420	OG0003420	genemark-LAQU0S16-processed-gene-1.110-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.110&CDS=1-1428	YPL063W
3421	OG0003421	genemark-LAQU0S16-processed-gene-1.81-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.81&CDS=1-939	YPL064C
3422	OG0003422	genemark-LAQU0S16-processed-gene-1.111-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.111&CDS=1-678	YPL065W
3423	OG0003423	snap_masked-LAQU0S16-processed-gene-1.181-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.181&CDS=1-1146	YPL066W
3424	OG0003424	genemark-LAQU0S16-processed-gene-1.113-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.113&CDS=1-2484	YBR202W
3425	OG0003425	augustus_masked-LAQU0S16-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-LAQU0S16-processed-gene-1.17&CDS=1-1563	YPL067C
3426	OG0003426	snap_masked-LAQU0S16-processed-gene-1.183-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.183&CDS=1-669	YBR201W
3427	OG0003427	augustus_masked-LAQU0S16-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-LAQU0S16-processed-gene-1.18&CDS=1-978	YPL069C
3428	OG0003428	genemark-LAQU0S16-processed-gene-1.115-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.115&CDS=1-1545	YPL070W
3429	OG0003429	snap_masked-LAQU0S16-processed-gene-1.154-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.154&CDS=1-381	YPL071C
3430	OG0003430	genemark-LAQU0S16-processed-gene-1.117-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.117&CDS=1-3882	YBR200W
3431	OG0003431	genemark-LAQU0S16-processed-gene-1.119-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.119&CDS=1-1995	YPL075W
3432	OG0003432	augustus_masked-LAQU0S16-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-LAQU0S16-processed-gene-1.20&CDS=1-2265	YBR198C
3433	OG0003433	genemark-LAQU0S16-processed-gene-1.120-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.120&CDS=1-822	YPL076W
3434	OG0003434	snap_masked-LAQU0S16-processed-gene-1.156-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.156&CDS=1-408	YPL077C
3435	OG0003435	augustus_masked-LAQU0S16-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-LAQU0S16-processed-gene-1.22&CDS=1-2871	YBR196C
3436	OG0003436	maker-LAQU0S16-augustus-gene-1.202-mRNA-1_1&gene=maker-LAQU0S16-augustus-gene-1.202&CDS=1-708	YPL078C
3437	OG0003437	augustus_masked-LAQU0S16-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-LAQU0S16-processed-gene-1.45&CDS=1-264	YBR194W
3438	OG0003438	genemark-LAQU0S16-processed-gene-1.91-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.91&CDS=1-654	YBR193C
3439	OG0003439	genemark-LAQU0S16-processed-gene-1.122-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.122&CDS=1-1116	YBR192W
3440	OG0003440	snap_masked-LAQU0S16-processed-gene-1.161-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.161&CDS=1-5565	YPL082C
3441	OG0003441	snap_masked-LAQU0S16-processed-gene-1.162-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.162&CDS=1-426	YBR188C
3442	OG0003442	augustus_masked-LAQU0S16-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-LAQU0S16-processed-gene-1.49&CDS=1-2358	YBR187W
3443	OG0003443	genemark-LAQU0S16-processed-gene-1.93-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.93&CDS=1-1329	YPL083C
3444	OG0003444	genemark-LAQU0S16-processed-gene-1.126-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.126&CDS=1-2469	YPL084W
3445	OG0003445	genemark-LAQU0S16-processed-gene-1.94-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.94&CDS=1-822	YBR185C
3446	OG0003446	snap_masked-LAQU0S16-processed-gene-1.198-mRNA-1_1&gene=snap_masked-LAQU0S16-processed-gene-1.198&CDS=1-7056	YPL085W
3447	OG0003447	genemark-LAQU0S16-processed-gene-1.95-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.95&CDS=1-1671	YPL086C
3448	OG0003448	genemark-LAQU0S16-processed-gene-1.129-mRNA-1_1&gene=genemark-LAQU0S16-processed-gene-1.129&CDS=1-975	YBR183W
3449	OG0003449	maker-LAQU0S17-augustus-gene-0.50-mRNA-1_1&gene=maker-LAQU0S17-augustus-gene-0.50&CDS=1-1182	YJR004C
3450	OG0003450	genemark-LAQU0S17-processed-gene-0.125-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.125&CDS=1-1749	YNR055C
3451	OG0003451	genemark-LAQU0S17-processed-gene-0.126-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.126&CDS=1-1410	YLR005W
3452	OG0003452	maker-LAQU0S17-augustus-gene-0.49-mRNA-1_1&gene=maker-LAQU0S17-augustus-gene-0.49&CDS=1-2442	YLR004C
3453	OG0003453	maker-LAQU0S17-augustus-gene-0.51-mRNA-1_1&gene=maker-LAQU0S17-augustus-gene-0.51&CDS=1-3819	YJR005W
3454	OG0003454	snap_masked-LAQU0S17-processed-gene-0.55-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-0.55&CDS=1-867	YLR007W
3455	OG0003455	genemark-LAQU0S17-processed-gene-0.130-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.130&CDS=1-477	YLR008C
3456	OG0003456	augustus_masked-LAQU0S17-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LAQU0S17-processed-gene-0.10&CDS=1-591	YLR009W
3457	OG0003457	maker-LAQU0S17-snap-gene-0.1-mRNA-1_1&gene=maker-LAQU0S17-snap-gene-0.1&CDS=1-1173	YGR173W
3458	OG0003458	genemark-LAQU0S17-processed-gene-0.106-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.106&CDS=1-717	YGR172C
3459	OG0003459	genemark-LAQU0S17-processed-gene-0.107-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.107&CDS=1-1581	YGR171C
3460	OG0003460	maker-LAQU0S17-augustus-gene-0.52-mRNA-1_1&gene=maker-LAQU0S17-augustus-gene-0.52&CDS=1-4452	YGR170W
3461	OG0003461	snap_masked-LAQU0S17-processed-gene-0.86-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-0.86&CDS=1-996	YJL023C
3462	OG0003462	augustus_masked-LAQU0S17-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LAQU0S17-processed-gene-0.15&CDS=1-1194	YGR169C
3463	OG0003463	genemark-LAQU0S17-processed-gene-0.135-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.135&CDS=1-3681	YJL020C
3464	OG0003464	genemark-LAQU0S17-processed-gene-0.136-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.136&CDS=1-654	YGR167W
3465	OG0003465	snap_masked-LAQU0S17-processed-gene-0.89-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-0.89&CDS=1-1371	YGR166W
3466	OG0003466	genemark-LAQU0S17-processed-gene-0.138-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.138&CDS=1-1026	YGR165W
3467	OG0003467	snap_masked-LAQU0S17-processed-gene-0.63-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-0.63&CDS=1-1884	YJL019W
3468	OG0003468	snap_masked-LAQU0S17-processed-gene-0.64-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-0.64&CDS=1-1590	YJL016W
3469	OG0003469	genemark-LAQU0S17-processed-gene-0.113-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.113&CDS=1-1605	YJL014W
3470	OG0003470	augustus_masked-LAQU0S17-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-LAQU0S17-processed-gene-0.41&CDS=1-5568	YJL012C
3471	OG0003471	augustus_masked-LAQU0S17-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LAQU0S17-processed-gene-0.42&CDS=1-1908	YGR189C
3472	OG0003472	genemark-LAQU0S17-processed-gene-0.117-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.117&CDS=1-906	YJR007W
3473	OG0003473	genemark-LAQU0S17-processed-gene-0.118-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.118&CDS=1-966	YJR008W
3474	OG0003474	genemark-LAQU0S17-processed-gene-0.120-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.120&CDS=1-1515	YJR010W
3475	OG0003475	augustus_masked-LAQU0S17-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-LAQU0S17-processed-gene-0.44&CDS=1-1146	YGR193C
3476	OG0003476	genemark-LAQU0S17-processed-gene-0.144-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.144&CDS=1-1743	YGR194C
3477	OG0003477	snap_masked-LAQU0S17-processed-gene-0.97-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-0.97&CDS=1-264	YJR010C-A
3478	OG0003478	snap_masked-LAQU0S17-processed-gene-0.99-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-0.99&CDS=1-339	YJR012C
3479	OG0003479	genemark-LAQU0S17-processed-gene-0.122-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.122&CDS=1-1182	YJR013W
3480	OG0003480	genemark-LAQU0S17-processed-gene-0.123-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.123&CDS=1-735	YGR195W
3481	OG0003481	genemark-LAQU0S17-processed-gene-0.147-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-0.147&CDS=1-2454	YGR196C
3482	OG0003482	genemark-LAQU0S17-processed-gene-1.65-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.65&CDS=1-591	YJR014W
3483	OG0003483	augustus_masked-LAQU0S17-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-LAQU0S17-processed-gene-1.124&CDS=1-2196	YGR198W
3484	OG0003484	genemark-LAQU0S17-processed-gene-1.69-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.69&CDS=1-2370	YGR200C
3485	OG0003485	genemark-LAQU0S17-processed-gene-1.70-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.70&CDS=1-1770	YJR016C
3486	OG0003486	genemark-LAQU0S17-processed-gene-1.71-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.71&CDS=1-1299	YGR202C
3487	OG0003487	genemark-LAQU0S17-processed-gene-1.68-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.68&CDS=1-438	YGR203W
3488	OG0003488	genemark-LAQU0S17-processed-gene-1.72-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.72&CDS=1-483	YJR017C
3489	OG0003489	genemark-LAQU0S17-processed-gene-1.99-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.99&CDS=1-1017	YJR019C
3490	OG0003490	genemark-LAQU0S17-processed-gene-1.74-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.74&CDS=1-897	YGR205W
3491	OG0003491	snap_masked-LAQU0S17-processed-gene-1.42-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-1.42&CDS=1-777	YJR021C
3492	OG0003492	snap_masked-LAQU0S17-processed-gene-1.13-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-1.13&CDS=1-330	YJR022W
3493	OG0003493	maker-LAQU0S17-augustus-gene-1.2-mRNA-1_1&gene=maker-LAQU0S17-augustus-gene-1.2&CDS=1-1263	YJR024C
3494	OG0003494	snap_masked-LAQU0S17-processed-gene-1.14-mRNA-1_1&gene=snap_masked-LAQU0S17-processed-gene-1.14&CDS=1-312	YGR206W
3495	OG0003495	genemark-LAQU0S17-processed-gene-1.103-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.103&CDS=1-774	YGR207C
3496	OG0003496	genemark-LAQU0S17-processed-gene-1.76-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.76&CDS=1-933	YGR208W
3497	OG0003497	augustus_masked-LAQU0S17-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-LAQU0S17-processed-gene-1.134&CDS=1-2598	YLR045C
3498	OG0003498	genemark-LAQU0S17-processed-gene-1.106-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.106&CDS=1-1749	YPL265W
3499	OG0003499	genemark-LAQU0S17-processed-gene-1.107-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.107&CDS=1-1233	YGR210C
3500	OG0003500	genemark-LAQU0S17-processed-gene-1.108-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.108&CDS=1-651	YJR073C
3501	OG0003501	genemark-LAQU0S17-processed-gene-1.79-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.79&CDS=1-3891	YKL209C
3502	OG0003502	genemark-LAQU0S17-processed-gene-1.109-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.109&CDS=1-3045	YKL210W
3503	OG0003503	maker-LAQU0S17-augustus-gene-1.0-mRNA-1_1&gene=maker-LAQU0S17-augustus-gene-1.0&CDS=1-1866	YJR075W
3504	OG0003504	genemark-LAQU0S17-processed-gene-1.110-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.110&CDS=1-1212	YJR076C
3505	OG0003505	genemark-LAQU0S17-processed-gene-1.82-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.82&CDS=1-1464	YKL211C
3506	OG0003506	genemark-LAQU0S17-processed-gene-1.111-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.111&CDS=1-1869	YKL212W
3507	OG0003507	genemark-LAQU0S17-processed-gene-1.83-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.83&CDS=1-2142	YKL213C
3508	OG0003508	genemark-LAQU0S17-processed-gene-1.84-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.84&CDS=1-543	YKL214C
3509	OG0003509	genemark-LAQU0S17-processed-gene-1.113-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.113&CDS=1-915	YJR077C
3510	OG0003510	genemark-LAQU0S17-processed-gene-1.117-mRNA-1_1&gene=genemark-LAQU0S17-processed-gene-1.117&CDS=1-1923	YFL054C
3511	OG0003511	augustus_masked-LAQU0S17-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-LAQU0S17-processed-gene-1.146&CDS=1-1773	YFL053W
3512	OG0003512	genemark-LAQU0S18-processed-gene-0.91-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.91&CDS=1-2076	YOL057W
3513	OG0003513	genemark-LAQU0S18-processed-gene-0.92-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.92&CDS=1-1254	YOL058W
3514	OG0003514	genemark-LAQU0S18-processed-gene-0.93-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.93&CDS=1-1170	YDL022W
3515	OG0003515	maker-LAQU0S18-augustus-gene-0.72-mRNA-1_1&gene=maker-LAQU0S18-augustus-gene-0.72&CDS=1-3801	YOL060C
3516	OG0003516	genemark-LAQU0S18-processed-gene-0.94-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.94&CDS=1-1395	YOL061W
3517	OG0003517	genemark-LAQU0S18-processed-gene-0.76-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.76&CDS=1-1317	YOL062C
3518	OG0003518	snap_masked-LAQU0S18-processed-gene-0.38-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-0.38&CDS=1-648	YDL027C
3519	OG0003519	augustus_masked-LAQU0S18-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LAQU0S18-processed-gene-0.5&CDS=1-1212	YDL029W
3520	OG0003520	augustus_masked-LAQU0S18-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LAQU0S18-processed-gene-0.21&CDS=1-2421	YDL028C
3521	OG0003521	genemark-LAQU0S18-processed-gene-0.96-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.96&CDS=1-921	YJL115W
3522	OG0003522	augustus_masked-LAQU0S18-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-LAQU0S18-processed-gene-0.24&CDS=1-990	YLR224W
3523	OG0003523	genemark-LAQU0S18-processed-gene-0.99-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.99&CDS=1-813	YKR043C
3524	OG0003524	genemark-LAQU0S18-processed-gene-0.81-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.81&CDS=1-1242	YKR044W
3525	OG0003525	genemark-LAQU0S18-processed-gene-0.100-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.100&CDS=1-903	YJL117W
3526	OG0003526	augustus_masked-LAQU0S18-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LAQU0S18-processed-gene-0.27&CDS=1-573	YKR045C
3527	OG0003527	augustus_masked-LAQU0S18-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-LAQU0S18-processed-gene-0.28&CDS=1-2307	YKR048C
3528	OG0003528	genemark-LAQU0S18-processed-gene-0.83-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.83&CDS=1-708	YJL121C
3529	OG0003529	genemark-LAQU0S18-processed-gene-0.104-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.104&CDS=1-483	YJL122W
3530	OG0003530	genemark-LAQU0S18-processed-gene-0.84-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.84&CDS=1-1386	YJL123C
3531	OG0003531	genemark-LAQU0S18-processed-gene-0.105-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.105&CDS=1-384	YKR049C
3532	OG0003532	genemark-LAQU0S18-processed-gene-0.85-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.85&CDS=1-480	YJL124C
3533	OG0003533	genemark-LAQU0S18-processed-gene-0.86-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.86&CDS=1-1200	YJL125C
3534	OG0003534	genemark-LAQU0S18-processed-gene-0.106-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.106&CDS=1-900	YJL126W
3535	OG0003535	genemark-LAQU0S18-processed-gene-0.87-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.87&CDS=1-1662	YJL127C
3536	OG0003536	genemark-LAQU0S18-processed-gene-0.88-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.88&CDS=1-4965	YJL128C
3537	OG0003537	augustus_masked-LAQU0S18-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LAQU0S18-processed-gene-0.33&CDS=1-2190	YJL132W
3538	OG0003538	genemark-LAQU0S18-processed-gene-0.90-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-0.90&CDS=1-1185	YKR051W
3539	OG0003539	snap_masked-LAQU0S18-processed-gene-0.53-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-0.53&CDS=1-276	YJL133C-A
3540	OG0003540	snap_masked-LAQU0S18-processed-gene-1.67-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-1.67&CDS=1-12336	YKR054C
3541	OG0003541	genemark-LAQU0S18-processed-gene-1.143-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.143&CDS=1-771	YKR055W
3542	OG0003542	genemark-LAQU0S18-processed-gene-1.144-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.144&CDS=1-1911	YKR056W
3543	OG0003543	genemark-LAQU0S18-processed-gene-1.151-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.151&CDS=1-1269	YKR061W
3544	OG0003544	genemark-LAQU0S18-processed-gene-1.184-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.184&CDS=1-591	YJL140W
3545	OG0003545	genemark-LAQU0S18-processed-gene-1.152-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.152&CDS=1-1938	YJL141C
3546	OG0003546	genemark-LAQU0S18-processed-gene-1.185-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.185&CDS=1-474	YJL143W
3547	OG0003547	genemark-LAQU0S18-processed-gene-1.153-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.153&CDS=1-1155	YGR286C
3548	OG0003548	genemark-LAQU0S18-processed-gene-1.187-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.187&CDS=1-855	YJL145W
3549	OG0003549	snap_masked-LAQU0S18-processed-gene-1.106-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-1.106&CDS=1-1125	YJL146W
3550	OG0003550	snap_masked-LAQU0S18-processed-gene-1.72-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-1.72&CDS=1-1095	YJL147C
3551	OG0003551	genemark-LAQU0S18-processed-gene-1.155-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.155&CDS=1-813	YKR062W
3552	OG0003552	snap_masked-LAQU0S18-processed-gene-1.107-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-1.107&CDS=1-507	YJL148W
3553	OG0003553	genemark-LAQU0S18-processed-gene-1.190-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.190&CDS=1-1374	YKR063C
3554	OG0003554	genemark-LAQU0S18-processed-gene-1.156-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.156&CDS=1-2181	YKR064W
3555	OG0003555	genemark-LAQU0S18-processed-gene-1.192-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.192&CDS=1-585	YKR065C
3556	OG0003556	genemark-LAQU0S18-processed-gene-1.193-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.193&CDS=1-1041	YKR066C
3557	OG0003557	genemark-LAQU0S18-processed-gene-1.159-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.159&CDS=1-2571	YJL154C
3558	OG0003558	augustus_masked-LAQU0S18-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-LAQU0S18-processed-gene-1.16&CDS=1-3411	YJL155C
3559	OG0003559	snap_masked-LAQU0S18-processed-gene-1.80-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-1.80&CDS=1-3246	YJL157C
3560	OG0003560	snap_masked-LAQU0S18-processed-gene-1.113-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-1.113&CDS=1-519	YJL161W
3561	OG0003561	genemark-LAQU0S18-processed-gene-1.165-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.165&CDS=1-1770	YJL162C
3562	OG0003562	genemark-LAQU0S18-processed-gene-1.166-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.166&CDS=1-2766	YKL165C
3563	OG0003563	snap_masked-LAQU0S18-processed-gene-1.85-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-1.85&CDS=1-1851	YJL163C
3564	OG0003564	maker-LAQU0S18-augustus-gene-1.138-mRNA-1_1&gene=maker-LAQU0S18-augustus-gene-1.138&CDS=1-2955	YKL170W
3565	OG0003565	maker-LAQU0S18-snap-gene-1.58-mRNA-1_1&gene=maker-LAQU0S18-snap-gene-1.58&CDS=1-1275	YJL167W
3566	OG0003566	genemark-LAQU0S18-processed-gene-1.199-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.199&CDS=1-1233	YKL172W
3567	OG0003567	genemark-LAQU0S18-processed-gene-1.200-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.200&CDS=1-2817	YKL173W
3568	OG0003568	genemark-LAQU0S18-processed-gene-1.172-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.172&CDS=1-1647	YKL174C
3569	OG0003569	genemark-LAQU0S18-processed-gene-1.201-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.201&CDS=1-1293	YKL175W
3570	OG0003570	genemark-LAQU0S18-processed-gene-1.173-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.173&CDS=1-2004	YKL176C
3571	OG0003571	genemark-LAQU0S18-processed-gene-1.174-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.174&CDS=1-2055	YJL168C
3572	OG0003572	snap_masked-LAQU0S18-processed-gene-1.93-mRNA-1_1&gene=snap_masked-LAQU0S18-processed-gene-1.93&CDS=1-588	YJL170C
3573	OG0003573	genemark-LAQU0S18-processed-gene-1.176-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.176&CDS=1-1179	YJL171C
3574	OG0003574	genemark-LAQU0S18-processed-gene-1.177-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.177&CDS=1-1395	YKL178C
3575	OG0003575	genemark-LAQU0S18-processed-gene-1.178-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.178&CDS=1-348	YJL173C
3576	OG0003576	genemark-LAQU0S18-processed-gene-1.203-mRNA-1_1&gene=genemark-LAQU0S18-processed-gene-1.203&CDS=1-912	YJL174W
