	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035274_Wickerhamomyces_alni
3066	OG0003066	YNL163C	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.156-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.156&CDS=1-3111
3067	OG0003067	YNL165W	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.206-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.206&CDS=1-1179
3068	OG0003068	YNL166C	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.158-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.158&CDS=1-642
3069	OG0003069	YNL168C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.98&CDS=1-702
3070	OG0003070	YNL169C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.77-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.77&CDS=1-1647
3071	OG0003071	YNL172W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.76-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-3.76&CDS=1-4473
3072	OG0003072	YNL175C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-0.20&CDS=1-1104
3073	OG0003073	YNL177C	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-1.129&CDS=1-882
3074	OG0003074	YNL178W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.60&CDS=1-741
3075	OG0003075	YNL181W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.75&CDS=1-1329
3076	OG0003076	YNL182C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.57&CDS=1-1494
3077	OG0003077	YNL185C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.56&CDS=1-450
3078	OG0003078	YNL186W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.55&CDS=1-2487
3079	OG0003079	YNL187W	augustus_masked-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-1.113&CDS=1-1149
3080	OG0003080	YNL189W	genemark-NODE_20_length_174309_cov_13.8906_ID_18056-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_20_length_174309_cov_13.8906_ID_18056-processed-gene-0.88&CDS=1-1605
3081	OG0003081	YNL191W	maker-NODE_20_length_174309_cov_13.8906_ID_18056-augustus-gene-0.280-mRNA-1_1&gene=maker-NODE_20_length_174309_cov_13.8906_ID_18056-augustus-gene-0.280&CDS=1-1038
3082	OG0003082	YNL193W	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.153-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-2.153&CDS=1-1539
3083	OG0003083	YNL200C	genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.161&CDS=1-699
3084	OG0003084	YNL201C	genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.160&CDS=1-2661
3085	OG0003085	YNL202W	genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_24_length_154977_cov_11.286_ID_5711-processed-gene-0.122&CDS=1-876
3086	OG0003086	YNL206C	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.64-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.64&CDS=1-1194
3087	OG0003087	YNL207W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.84-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.84&CDS=1-1269
3088	OG0003088	YNL210W	snap_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.34-mRNA-1_1&gene=snap_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.34&CDS=1-1029
3089	OG0003089	YNL211C	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.67-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.67&CDS=1-258
3090	OG0003090	YNL212W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.89-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.89&CDS=1-2376
3091	OG0003091	YNL213C	augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.120&CDS=1-615
3092	OG0003092	YNL214W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.90-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.90&CDS=1-660
3093	OG0003093	YNL215W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.92-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.92&CDS=1-1074
3094	OG0003094	YNL216W	genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_10_length_274997_cov_10.7885_ID_5235-processed-gene-1.146&CDS=1-1827
3095	OG0003095	YNL217W	augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.145&CDS=1-1011
3096	OG0003096	YNL219C	maker-NODE_1_length_1016687_cov_11.3563_ID_17831-snap-gene-7.157-mRNA-1_1&gene=maker-NODE_1_length_1016687_cov_11.3563_ID_17831-snap-gene-7.157&CDS=1-1929
3097	OG0003097	YNL220W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.96-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.96&CDS=1-1287
3098	OG0003098	YNL221C	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.74-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.74&CDS=1-2388
3099	OG0003099	YNL222W	maker-NODE_1_length_1016687_cov_11.3563_ID_17831-snap-gene-7.160-mRNA-1_1&gene=maker-NODE_1_length_1016687_cov_11.3563_ID_17831-snap-gene-7.160&CDS=1-612
3100	OG0003100	YNL223W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.98-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.98&CDS=1-1692
3101	OG0003101	YNL224C	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.76-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.76&CDS=1-2412
3102	OG0003102	YNL227C	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.99-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-7.99&CDS=1-1782
3103	OG0003103	YNL229C	genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.15&CDS=1-963
3104	OG0003104	YNL230C	genemark-NODE_57_length_46308_cov_10.9304_ID_7921-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_57_length_46308_cov_10.9304_ID_7921-processed-gene-0.0&CDS=1-984
3105	OG0003105	YNL231C	genemark-NODE_57_length_46308_cov_10.9304_ID_7921-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_57_length_46308_cov_10.9304_ID_7921-processed-gene-0.13&CDS=1-1122
3106	OG0003106	YNL232W	genemark-NODE_71_length_27140_cov_10.9187_ID_8269-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_71_length_27140_cov_10.9187_ID_8269-processed-gene-0.31&CDS=1-840
3107	OG0003107	YNL233W	augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-3.116&CDS=1-2391
3108	OG0003108	YNL234W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-4.98-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-4.98&CDS=1-942
3109	OG0003109	YNL236W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-4.96-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-4.96&CDS=1-2628
3110	OG0003110	YNL237W	augustus_masked-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.42&CDS=1-1332
3111	OG0003111	YNL238W	genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.277-mRNA-1_1&gene=genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.277&CDS=1-2373
3112	OG0003112	YNL239W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-3.4-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-3.4&CDS=1-1317
3113	OG0003113	YNL240C	genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.284-mRNA-1_1&gene=genemark-NODE_18_length_180217_cov_13.295_ID_5353-processed-gene-0.284&CDS=1-1551
3114	OG0003114	YNL241C	genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.27&CDS=1-1512
3115	OG0003115	YNL242W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-4.140-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-4.140&CDS=1-5121
3116	OG0003116	YNL243W	genemark-NODE_94_length_7341_cov_29.7533_ID_9674-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_94_length_7341_cov_29.7533_ID_9674-processed-gene-0.6&CDS=1-3147
3117	OG0003117	YNL244C	genemark-NODE_94_length_7341_cov_29.7533_ID_9674-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_94_length_7341_cov_29.7533_ID_9674-processed-gene-0.5&CDS=1-327
3118	OG0003118	YNL245C	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.35&CDS=1-759
3119	OG0003119	YNL246W	maker-NODE_12_length_247088_cov_12.6365_ID_9252-snap-gene-1.272-mRNA-1_1&gene=maker-NODE_12_length_247088_cov_12.6365_ID_9252-snap-gene-1.272&CDS=1-867
3120	OG0003120	YNL247W	augustus_masked-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.211-mRNA-1_1&gene=augustus_masked-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.211&CDS=1-2319
3121	OG0003121	YNL248C	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.81&CDS=1-1239
3122	OG0003122	YNL250W	augustus_masked-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.253-mRNA-1_1&gene=augustus_masked-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.253&CDS=1-5649
3123	OG0003123	YNL251C	genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_12_length_247088_cov_12.6365_ID_9252-processed-gene-1.39&CDS=1-1716
3124	OG0003124	YNL252C	augustus_masked-NODE_80_length_13850_cov_12.317_ID_9031-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_80_length_13850_cov_12.317_ID_9031-processed-gene-0.19&CDS=1-837
3125	OG0003125	YNL254C	genemark-NODE_80_length_13850_cov_12.317_ID_9031-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_80_length_13850_cov_12.317_ID_9031-processed-gene-0.1&CDS=1-1482
3126	OG0003126	YNL256W	augustus_masked-NODE_80_length_13850_cov_12.317_ID_9031-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_80_length_13850_cov_12.317_ID_9031-processed-gene-0.27&CDS=1-2373
3127	OG0003127	YNL258C	snap_masked-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-0.55&CDS=1-2085
3128	OG0003128	YNL259C	maker-NODE_23_length_158662_cov_14.2458_ID_5533-snap-gene-0.182-mRNA-1_1&gene=maker-NODE_23_length_158662_cov_14.2458_ID_5533-snap-gene-0.182&CDS=1-213
3129	OG0003129	YNL260C	genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.36&CDS=1-465
3130	OG0003130	YNL261W	augustus_masked-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.250-mRNA-1_1&gene=augustus_masked-NODE_23_length_158662_cov_14.2458_ID_5533-processed-gene-0.250&CDS=1-1194
3131	OG0003131	YNL262W	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-9.84-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-9.84&CDS=1-6570
3132	OG0003132	YNL263C	genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-9.112-mRNA-1_1&gene=genemark-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-9.112&CDS=1-1023
3133	OG0003133	YNL265C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-4.68-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-4.68&CDS=1-888
3134	OG0003134	YNL267W	maker-NODE_2_length_785837_cov_11.428_ID_4746-augustus-gene-5.3-mRNA-1_1&gene=maker-NODE_2_length_785837_cov_11.428_ID_4746-augustus-gene-5.3&CDS=1-3999
3135	OG0003135	YNL268W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.47-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.47&CDS=1-1716
3136	OG0003136	YNL272C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.46-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-5.46&CDS=1-1866
3137	OG0003137	YNL273W	augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1016687_cov_11.3563_ID_17831-processed-gene-9.127&CDS=1-3837
3138	OG0003138	YNL274C	genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_8_length_333546_cov_11.6749_ID_5273-processed-gene-2.108&CDS=1-1023
3139	OG0003139	YNL275W	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.94-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.94&CDS=1-1524
3140	OG0003140	YNL277W	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-1.92&CDS=1-1389
3141	OG0003141	YNL279W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.55-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-6.55&CDS=1-2223
3142	OG0003142	YNL280C	genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.14&CDS=1-1302
3143	OG0003143	YNL281W	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.106&CDS=1-453
3144	OG0003144	YNL282W	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.81&CDS=1-675
3145	OG0003145	YNL284C	genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_11_length_264536_cov_11.317_ID_9389-processed-gene-0.12&CDS=1-846
3146	OG0003146	YNL287W	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.216-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.216&CDS=1-2709
3147	OG0003147	YNL288W	augustus_masked-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.33&CDS=1-1116
3148	OG0003148	YNL289W	genemark-NODE_65_length_36854_cov_12.6514_ID_8013-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_65_length_36854_cov_12.6514_ID_8013-processed-gene-0.22&CDS=1-891
3149	OG0003149	YNL290W	maker-NODE_4_length_618645_cov_11.4762_ID_4643-augustus-gene-2.184-mRNA-1_1&gene=maker-NODE_4_length_618645_cov_11.4762_ID_4643-augustus-gene-2.184&CDS=1-1482
3150	OG0003150	YNL291C	augustus_masked-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-2.52&CDS=1-1515
3151	OG0003151	YNL292W	genemark-NODE_79_length_15882_cov_10.8818_ID_9091-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_79_length_15882_cov_10.8818_ID_9091-processed-gene-0.31&CDS=1-1242
3152	OG0003152	YNL293W	augustus_masked-NODE_65_length_36854_cov_12.6514_ID_8013-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_65_length_36854_cov_12.6514_ID_8013-processed-gene-0.13&CDS=1-1659
3153	OG0003153	YNL297C	augustus_masked-NODE_65_length_36854_cov_12.6514_ID_8013-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_65_length_36854_cov_12.6514_ID_8013-processed-gene-0.6&CDS=1-6171
3154	OG0003154	YNL298W	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.41&CDS=1-2547
3155	OG0003155	YNL305C	genemark-NODE_29_length_134270_cov_11.4931_ID_6149-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_29_length_134270_cov_11.4931_ID_6149-processed-gene-0.123&CDS=1-759
3156	OG0003156	YNL306W	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.266-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.266&CDS=1-663
3157	OG0003157	YNL307C	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.222-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.222&CDS=1-1080
3158	OG0003158	YNL308C	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-0.15&CDS=1-1656
3159	OG0003159	YNL310C	snap_masked-NODE_48_length_69957_cov_11.0484_ID_7666-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_48_length_69957_cov_11.0484_ID_7666-processed-gene-0.71&CDS=1-282
3160	OG0003160	YNL311C	genemark-NODE_48_length_69957_cov_11.0484_ID_7666-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_48_length_69957_cov_11.0484_ID_7666-processed-gene-0.87&CDS=1-1398
3161	OG0003161	YNL312W	maker-NODE_48_length_69957_cov_11.0484_ID_7666-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_48_length_69957_cov_11.0484_ID_7666-augustus-gene-0.2&CDS=1-765
3162	OG0003162	YNL313C	genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_5_length_396261_cov_11.9408_ID_5026-processed-gene-1.13&CDS=1-2742
3163	OG0003163	YNL315C	genemark-NODE_31_length_119511_cov_10.6209_ID_5953-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_31_length_119511_cov_10.6209_ID_5953-processed-gene-0.113&CDS=1-921
3164	OG0003164	YNL316C	genemark-NODE_31_length_119511_cov_10.6209_ID_5953-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_31_length_119511_cov_10.6209_ID_5953-processed-gene-0.112&CDS=1-897
3165	OG0003165	YNL317W	genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_14_length_216528_cov_11.0368_ID_5637-processed-gene-1.112&CDS=1-1449
3166	OG0003166	YNL320W	genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.89&CDS=1-876
3167	OG0003167	YNL321W	genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.123&CDS=1-2949
3168	OG0003168	YNL322C	genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_27_length_140818_cov_11.2745_ID_5826-processed-gene-0.88&CDS=1-852
3169	OG0003169	YNL325C	genemark-NODE_16_length_205259_cov_12.8162_ID_5189-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_16_length_205259_cov_12.8162_ID_5189-processed-gene-0.23&CDS=1-2610
3170	OG0003170	YNL326C	augustus_masked-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.142&CDS=1-1032
3171	OG0003171	YNL328C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.108-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.108&CDS=1-414
3172	OG0003172	YNL329C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.79-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.79&CDS=1-3078
3173	OG0003173	YNL330C	genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.80-mRNA-1_1&gene=genemark-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.80&CDS=1-1305
3174	OG0003174	YNR003C	genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_9_length_289240_cov_11.2825_ID_8777-processed-gene-1.64&CDS=1-894
3175	OG0003175	YNR006W	genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-5.42-mRNA-1_1&gene=genemark-NODE_3_length_702318_cov_12.2707_ID_4671-processed-gene-5.42&CDS=1-2001
3176	OG0003176	YNR007C	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.234-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.234&CDS=1-945
3177	OG0003177	YNR008W	genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.279-mRNA-1_1&gene=genemark-NODE_7_length_364968_cov_11.2443_ID_4962-processed-gene-2.279&CDS=1-1965
3178	OG0003178	YNR012W	genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_22_length_169033_cov_11.1949_ID_6056-processed-gene-0.4&CDS=1-1512
3179	OG0003179	YNR015W	maker-NODE_6_length_379886_cov_11.4463_ID_6363-augustus-gene-2.4-mRNA-1_1&gene=maker-NODE_6_length_379886_cov_11.4463_ID_6363-augustus-gene-2.4&CDS=1-1098
3180	OG0003180	YNR016C	genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_19_length_176701_cov_11.6693_ID_5405-processed-gene-0.23&CDS=1-6726
3181	OG0003181	YNR017W	genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_6_length_379886_cov_11.4463_ID_6363-processed-gene-2.21&CDS=1-645
3182	OG0003182	YNR018W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.37&CDS=1-648
3183	OG0003183	YNR019W	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.36&CDS=1-1641
3184	OG0003184	YNR020C	genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_2_length_785837_cov_11.428_ID_4746-processed-gene-2.15&CDS=1-720
3185	OG0003185	YNR021W	augustus_masked-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.167-mRNA-1_1&gene=augustus_masked-NODE_4_length_618645_cov_11.4762_ID_4643-processed-gene-4.167&CDS=1-1098
3186	OG0003186	YNR022C	genemark-NODE_64_length_40056_cov_10.6292_ID_8693-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_64_length_40056_cov_10.6292_ID_8693-processed-gene-0.37&CDS=1-678
