	OrthologID	Saccharomyces_cerevisiae	Spathaspora_girioi
2476	OG0002476	YML030W	genemark-LQMS01002281.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQMS01002281.1-processed-gene-0.33&CDS=1-474
2477	OG0002477	YML031W	maker-LQMS01002367.1-augustus-gene-0.195-mRNA-1_1&gene=maker-LQMS01002367.1-augustus-gene-0.195&CDS=1-2853
2478	OG0002478	YML035C	maker-LQMS01002369.1-augustus-gene-0.206-mRNA-1_1&gene=maker-LQMS01002369.1-augustus-gene-0.206&CDS=1-4065
2479	OG0002479	YML038C	genemark-LQMS01002363.1-processed-gene-0.98-mRNA-1_1&gene=genemark-LQMS01002363.1-processed-gene-0.98&CDS=1-1203
2480	OG0002480	YML042W	genemark-LQMS01002330.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQMS01002330.1-processed-gene-0.58&CDS=1-1923
2481	OG0002481	YML043C	genemark-LQMS01002374.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMS01002374.1-processed-gene-0.8&CDS=1-2085
2482	OG0002482	YML046W	augustus_masked-LQMS01001432.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMS01001432.1-processed-gene-0.2&CDS=1-513
2483	OG0002483	YML048W	genemark-LQMS01002183.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMS01002183.1-processed-gene-0.11&CDS=1-1197
2484	OG0002484	YML049C	genemark-LQMS01002275.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQMS01002275.1-processed-gene-0.15&CDS=1-2742
2485	OG0002485	YML051W	snap_masked-LQMS01002231.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-LQMS01002231.1-processed-gene-0.12&CDS=1-1422
2486	OG0002486	YML052W	genemark-LQMS01002328.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMS01002328.1-processed-gene-0.16&CDS=1-801
2487	OG0002487	YML054C	genemark-LQMS01002311.1-processed-gene-0.63-mRNA-1_1&gene=genemark-LQMS01002311.1-processed-gene-0.63&CDS=1-1653
2488	OG0002488	YML055W	genemark-LQMS01002323.1-processed-gene-0.94-mRNA-1_1&gene=genemark-LQMS01002323.1-processed-gene-0.94&CDS=1-519
2489	OG0002489	YML056C	genemark-LQMS01002357.1-processed-gene-0.140-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.140&CDS=1-1563
2490	OG0002490	YML057W	genemark-LQMS01002358.1-processed-gene-0.93-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.93&CDS=1-1692
2491	OG0002491	YML059C	snap_masked-LQMS01002270.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LQMS01002270.1-processed-gene-0.4&CDS=1-4047
2492	OG0002492	YML060W	genemark-LQMS01002306.1-processed-gene-0.53-mRNA-1_1&gene=genemark-LQMS01002306.1-processed-gene-0.53&CDS=1-993
2493	OG0002493	YML061C	genemark-LQMS01002148.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMS01002148.1-processed-gene-0.2&CDS=1-2631
2494	OG0002494	YML064C	genemark-LQMS01002358.1-processed-gene-0.64-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.64&CDS=1-603
2495	OG0002495	YML065W	genemark-LQMS01002358.1-processed-gene-0.65-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.65&CDS=1-2247
2496	OG0002496	YML067C	genemark-LQMS01002297.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQMS01002297.1-processed-gene-0.58&CDS=1-1059
2497	OG0002497	YML068W	genemark-LQMS01002297.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQMS01002297.1-processed-gene-0.46&CDS=1-1437
2498	OG0002498	YML069W	genemark-LQMS01002356.1-processed-gene-0.121-mRNA-1_1&gene=genemark-LQMS01002356.1-processed-gene-0.121&CDS=1-1638
2499	OG0002499	YML071C	genemark-LQMS01002230.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMS01002230.1-processed-gene-0.11&CDS=1-1218
2500	OG0002500	YML075C	snap_masked-LQMS01002358.1-processed-gene-0.142-mRNA-1_1&gene=snap_masked-LQMS01002358.1-processed-gene-0.142&CDS=1-3138
2501	OG0002501	YML076C	genemark-LQMS01002160.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMS01002160.1-processed-gene-0.7&CDS=1-3084
2502	OG0002502	YML077W	genemark-LQMS01002337.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMS01002337.1-processed-gene-0.6&CDS=1-480
2503	OG0002503	YML080W	genemark-LQMS01002238.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMS01002238.1-processed-gene-0.21&CDS=1-1293
2504	OG0002504	YML085C	snap_masked-LQMS01002313.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-LQMS01002313.1-processed-gene-0.32&CDS=1-1344
2505	OG0002505	YML086C	genemark-LQMS01002313.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQMS01002313.1-processed-gene-0.47&CDS=1-1683
2506	OG0002506	YML088W	snap_masked-LQMS01002365.1-processed-gene-0.21-mRNA-1_1&gene=snap_masked-LQMS01002365.1-processed-gene-0.21&CDS=1-2073
2507	OG0002507	YML091C	augustus_masked-LQMS01002365.1-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-LQMS01002365.1-processed-gene-0.150&CDS=1-3963
2508	OG0002508	YML092C	genemark-LQMS01002313.1-processed-gene-0.66-mRNA-1_1&gene=genemark-LQMS01002313.1-processed-gene-0.66&CDS=1-750
2509	OG0002509	YML093W	genemark-LQMS01002313.1-processed-gene-0.65-mRNA-1_1&gene=genemark-LQMS01002313.1-processed-gene-0.65&CDS=1-2568
2510	OG0002510	YML094W	snap_masked-LQMS01002310.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-LQMS01002310.1-processed-gene-0.16&CDS=1-459
2511	OG0002511	YML095C	genemark-LQMS01002310.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQMS01002310.1-processed-gene-0.67&CDS=1-999
2512	OG0002512	YML096W	genemark-LQMS01002266.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMS01002266.1-processed-gene-0.10&CDS=1-1908
2513	OG0002513	YML097C	genemark-LQMS01002260.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQMS01002260.1-processed-gene-0.39&CDS=1-2277
2514	OG0002514	YML102W	genemark-LQMS01002379.1-processed-gene-1.191-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.191&CDS=1-1371
2515	OG0002515	YML103C	genemark-LQMS01002280.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQMS01002280.1-processed-gene-0.24&CDS=1-4788
2516	OG0002516	YML104C	maker-LQMS01002335.1-augustus-gene-0.10-mRNA-1_1&gene=maker-LQMS01002335.1-augustus-gene-0.10&CDS=1-3564
2517	OG0002517	YML105C	genemark-LQMS01002335.1-processed-gene-0.64-mRNA-1_1&gene=genemark-LQMS01002335.1-processed-gene-0.64&CDS=1-831
2518	OG0002518	YML110C	genemark-LQMS01002263.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002263.1-processed-gene-0.23&CDS=1-870
2519	OG0002519	YML114C	genemark-LQMS01002377.1-processed-gene-0.71-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-0.71&CDS=1-1590
2520	OG0002520	YML115C	genemark-LQMS01002348.1-processed-gene-0.75-mRNA-1_1&gene=genemark-LQMS01002348.1-processed-gene-0.75&CDS=1-1410
2521	OG0002521	YML121W	genemark-LQMS01002273.1-processed-gene-0.59-mRNA-1_1&gene=genemark-LQMS01002273.1-processed-gene-0.59&CDS=1-954
2522	OG0002522	YML123C	genemark-LQMS01002329.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQMS01002329.1-processed-gene-0.34&CDS=1-1650
2523	OG0002523	YML125C	genemark-LQMS01002313.1-processed-gene-0.62-mRNA-1_1&gene=genemark-LQMS01002313.1-processed-gene-0.62&CDS=1-888
2524	OG0002524	YML126C	genemark-LQMS01002313.1-processed-gene-0.64-mRNA-1_1&gene=genemark-LQMS01002313.1-processed-gene-0.64&CDS=1-1341
2525	OG0002525	YML127W	genemark-LQMS01002310.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LQMS01002310.1-processed-gene-0.45&CDS=1-2202
2526	OG0002526	YML130C	genemark-LQMS01002380.1-processed-gene-1.57-mRNA-1_1&gene=genemark-LQMS01002380.1-processed-gene-1.57&CDS=1-1734
2527	OG0002527	YMR001C	genemark-LQMS01002358.1-processed-gene-0.104-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.104&CDS=1-1968
2528	OG0002528	YMR002W	genemark-LQMS01002367.1-processed-gene-0.92-mRNA-1_1&gene=genemark-LQMS01002367.1-processed-gene-0.92&CDS=1-444
2529	OG0002529	YMR004W	genemark-LQMS01002373.1-processed-gene-0.169-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.169&CDS=1-1962
2530	OG0002530	YMR005W	genemark-LQMS01002213.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMS01002213.1-processed-gene-0.13&CDS=1-1302
2531	OG0002531	YMR009W	genemark-LQMS01002345.1-processed-gene-0.73-mRNA-1_1&gene=genemark-LQMS01002345.1-processed-gene-0.73&CDS=1-531
2532	OG0002532	YMR010W	genemark-LQMS01002365.1-processed-gene-0.114-mRNA-1_1&gene=genemark-LQMS01002365.1-processed-gene-0.114&CDS=1-999
2533	OG0002533	YMR012W	genemark-LQMS01002256.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQMS01002256.1-processed-gene-0.27&CDS=1-3930
2534	OG0002534	YMR013C	genemark-LQMS01002327.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMS01002327.1-processed-gene-0.14&CDS=1-1647
2535	OG0002535	YMR015C	genemark-LQMS01002347.1-processed-gene-0.117-mRNA-1_1&gene=genemark-LQMS01002347.1-processed-gene-0.117&CDS=1-1581
2536	OG0002536	YMR019W	genemark-LQMS01002322.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQMS01002322.1-processed-gene-0.33&CDS=1-2856
2537	OG0002537	YMR022W	genemark-LQMS01002320.1-processed-gene-0.60-mRNA-1_1&gene=genemark-LQMS01002320.1-processed-gene-0.60&CDS=1-501
2538	OG0002538	YMR023C	augustus_masked-LQMS01002252.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMS01002252.1-processed-gene-0.9&CDS=1-1518
2539	OG0002539	YMR024W	snap_masked-LQMS01002222.1-processed-gene-0.20-mRNA-1_1&gene=snap_masked-LQMS01002222.1-processed-gene-0.20&CDS=1-1083
2540	OG0002540	YMR026C	genemark-LQMS01002359.1-processed-gene-0.52-mRNA-1_1&gene=genemark-LQMS01002359.1-processed-gene-0.52&CDS=1-1317
2541	OG0002541	YMR027W	maker-LQMS01002229.1-augustus-gene-0.34-mRNA-1_1&gene=maker-LQMS01002229.1-augustus-gene-0.34&CDS=1-1587
2542	OG0002542	YMR028W	genemark-LQMS01002229.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMS01002229.1-processed-gene-0.6&CDS=1-1041
2543	OG0002543	YMR034C	maker-LQMS01002321.1-snap-gene-0.5-mRNA-1_1&gene=maker-LQMS01002321.1-snap-gene-0.5&CDS=1-2532
2544	OG0002544	YMR035W	genemark-LQMS01002379.1-processed-gene-1.197-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.197&CDS=1-372
2545	OG0002545	YMR036C	genemark-LQMS01002316.1-processed-gene-0.55-mRNA-1_1&gene=genemark-LQMS01002316.1-processed-gene-0.55&CDS=1-1758
2546	OG0002546	YMR038C	maker-LQMS01002329.1-augustus-gene-0.93-mRNA-1_1&gene=maker-LQMS01002329.1-augustus-gene-0.93&CDS=1-3075
2547	OG0002547	YMR039C	genemark-LQMS01002321.1-processed-gene-0.36-mRNA-1_1&gene=genemark-LQMS01002321.1-processed-gene-0.36&CDS=1-450
2548	OG0002548	YMR041C	genemark-LQMS01002321.1-processed-gene-0.35-mRNA-1_1&gene=genemark-LQMS01002321.1-processed-gene-0.35&CDS=1-1050
2549	OG0002549	YMR043W	genemark-LQMS01002373.1-processed-gene-0.110-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.110&CDS=1-792
2550	OG0002550	YMR044W	genemark-LQMS01002373.1-processed-gene-0.109-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.109&CDS=1-1200
2551	OG0002551	YMR048W	genemark-LQMS01002357.1-processed-gene-0.93-mRNA-1_1&gene=genemark-LQMS01002357.1-processed-gene-0.93&CDS=1-795
2552	OG0002552	YMR049C	genemark-LQMS01002301.1-processed-gene-0.95-mRNA-1_1&gene=genemark-LQMS01002301.1-processed-gene-0.95&CDS=1-2421
2553	OG0002553	YMR055C	genemark-LQMS01002174.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQMS01002174.1-processed-gene-0.11&CDS=1-954
2554	OG0002554	YMR059W	genemark-LQMS01002301.1-processed-gene-0.84-mRNA-1_1&gene=genemark-LQMS01002301.1-processed-gene-0.84&CDS=1-306
2555	OG0002555	YMR060C	genemark-LQMS01002361.1-processed-gene-0.60-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.60&CDS=1-1062
2556	OG0002556	YMR061W	genemark-LQMS01002361.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.33&CDS=1-2184
2557	OG0002557	YMR062C	genemark-LQMS01002373.1-processed-gene-0.165-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.165&CDS=1-1314
2558	OG0002558	YMR065W	genemark-LQMS01002367.1-processed-gene-0.69-mRNA-1_1&gene=genemark-LQMS01002367.1-processed-gene-0.69&CDS=1-1347
2559	OG0002559	YMR067C	genemark-LQMS01002317.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQMS01002317.1-processed-gene-0.67&CDS=1-1461
2560	OG0002560	YMR071C	genemark-LQMS01002292.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMS01002292.1-processed-gene-0.10&CDS=1-522
2561	OG0002561	YMR074C	genemark-LQMS01002346.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQMS01002346.1-processed-gene-0.38&CDS=1-408
2562	OG0002562	YMR075W	genemark-LQMS01002373.1-processed-gene-0.118-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.118&CDS=1-2163
2563	OG0002563	YMR076C	genemark-LQMS01002300.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQMS01002300.1-processed-gene-0.24&CDS=1-3564
2564	OG0002564	YMR077C	genemark-LQMS01002369.1-processed-gene-0.85-mRNA-1_1&gene=genemark-LQMS01002369.1-processed-gene-0.85&CDS=1-639
2565	OG0002565	YMR078C	genemark-LQMS01002314.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMS01002314.1-processed-gene-0.6&CDS=1-2208
2566	OG0002566	YMR079W	genemark-LQMS01002366.1-processed-gene-0.159-mRNA-1_1&gene=genemark-LQMS01002366.1-processed-gene-0.159&CDS=1-903
2567	OG0002567	YMR080C	genemark-LQMS01002366.1-processed-gene-0.127-mRNA-1_1&gene=genemark-LQMS01002366.1-processed-gene-0.127&CDS=1-3024
2568	OG0002568	YMR087W	genemark-LQMS01002301.1-processed-gene-0.78-mRNA-1_1&gene=genemark-LQMS01002301.1-processed-gene-0.78&CDS=1-882
2569	OG0002569	YMR091C	genemark-LQMS01002295.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQMS01002295.1-processed-gene-0.17&CDS=1-1344
2570	OG0002570	YMR092C	genemark-LQMS01002379.1-processed-gene-1.210-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.210&CDS=1-1842
2571	OG0002571	YMR093W	genemark-LQMS01002377.1-processed-gene-1.28-mRNA-1_1&gene=genemark-LQMS01002377.1-processed-gene-1.28&CDS=1-1512
2572	OG0002572	YMR096W	genemark-LQMS01002378.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-0.43&CDS=1-882
2573	OG0002573	YMR097C	genemark-LQMS01002379.1-processed-gene-1.178-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.178&CDS=1-1095
2574	OG0002574	YMR098C	genemark-LQMS01002379.1-processed-gene-1.207-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.207&CDS=1-1722
2575	OG0002575	YMR099C	genemark-LQMS01002332.1-processed-gene-0.48-mRNA-1_1&gene=genemark-LQMS01002332.1-processed-gene-0.48&CDS=1-906
2576	OG0002576	YMR100W	genemark-LQMS01002362.1-processed-gene-0.71-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.71&CDS=1-2400
2577	OG0002577	YMR101C	genemark-LQMS01002375.1-processed-gene-0.134-mRNA-1_1&gene=genemark-LQMS01002375.1-processed-gene-0.134&CDS=1-945
2578	OG0002578	YMR105C	genemark-LQMS01002354.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQMS01002354.1-processed-gene-0.34&CDS=1-1680
2579	OG0002579	YMR106C	genemark-LQMS01002379.1-processed-gene-1.209-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.209&CDS=1-1881
2580	OG0002580	YMR108W	genemark-LQMS01002304.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQMS01002304.1-processed-gene-0.18&CDS=1-3165
2581	OG0002581	YMR109W	genemark-LQMS01002351.1-processed-gene-0.28-mRNA-1_1&gene=genemark-LQMS01002351.1-processed-gene-0.28&CDS=1-3828
2582	OG0002582	YMR110C	genemark-LQMS01002308.1-processed-gene-0.37-mRNA-1_1&gene=genemark-LQMS01002308.1-processed-gene-0.37&CDS=1-1662
2583	OG0002583	YMR112C	genemark-LQMS01002373.1-processed-gene-0.136-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.136&CDS=1-558
2584	OG0002584	YMR114C	genemark-LQMS01002378.1-processed-gene-1.72-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-1.72&CDS=1-1680
2585	OG0002585	YMR115W	genemark-LQMS01002341.1-processed-gene-0.50-mRNA-1_1&gene=genemark-LQMS01002341.1-processed-gene-0.50&CDS=1-1632
2586	OG0002586	YMR116C	genemark-LQMS01002373.1-processed-gene-0.137-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.137&CDS=1-951
2587	OG0002587	YMR120C	genemark-LQMS01002372.1-processed-gene-0.127-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.127&CDS=1-1770
2588	OG0002588	YMR125W	genemark-LQMS01002201.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMS01002201.1-processed-gene-0.13&CDS=1-2817
2589	OG0002589	YMR126C	genemark-LQMS01002301.1-processed-gene-0.69-mRNA-1_1&gene=genemark-LQMS01002301.1-processed-gene-0.69&CDS=1-1578
2590	OG0002590	YMR127C	genemark-LQMS01002197.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002197.1-processed-gene-0.9&CDS=1-981
2591	OG0002591	YMR128W	snap_masked-LQMS01002197.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LQMS01002197.1-processed-gene-0.4&CDS=1-3627
2592	OG0002592	YMR129W	snap_masked-LQMS01002197.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-LQMS01002197.1-processed-gene-0.3&CDS=1-3498
2593	OG0002593	YMR130W	genemark-LQMS01002295.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002295.1-processed-gene-0.25&CDS=1-807
2594	OG0002594	YMR131C	genemark-LQMS01002311.1-processed-gene-0.90-mRNA-1_1&gene=genemark-LQMS01002311.1-processed-gene-0.90&CDS=1-1503
2595	OG0002595	YMR132C	genemark-LQMS01002215.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMS01002215.1-processed-gene-0.6&CDS=1-699
2596	OG0002596	YMR134W	genemark-LQMS01002219.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002219.1-processed-gene-0.25&CDS=1-663
2597	OG0002597	YMR135C	genemark-LQMS01002219.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQMS01002219.1-processed-gene-0.32&CDS=1-1224
2598	OG0002598	YMR137C	genemark-LQMS01002378.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-0.10&CDS=1-2022
2599	OG0002599	YMR138W	snap_masked-LQMS01002378.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-LQMS01002378.1-processed-gene-0.69&CDS=1-549
2600	OG0002600	YMR140W	genemark-LQMS01002310.1-processed-gene-0.52-mRNA-1_1&gene=genemark-LQMS01002310.1-processed-gene-0.52&CDS=1-1464
2601	OG0002601	YMR145C	genemark-LQMS01002161.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMS01002161.1-processed-gene-0.8&CDS=1-1677
2602	OG0002602	YMR146C	genemark-LQMS01002370.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQMS01002370.1-processed-gene-0.30&CDS=1-1047
2603	OG0002603	YMR149W	genemark-LQMS01002378.1-processed-gene-1.55-mRNA-1_1&gene=genemark-LQMS01002378.1-processed-gene-1.55&CDS=1-825
2604	OG0002604	YMR156C	genemark-LQMS01002171.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMS01002171.1-processed-gene-0.3&CDS=1-753
2605	OG0002605	YMR157C	genemark-LQMS01002171.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMS01002171.1-processed-gene-0.6&CDS=1-834
2606	OG0002606	YMR158W	genemark-LQMS01002209.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQMS01002209.1-processed-gene-0.24&CDS=1-465
2607	OG0002607	YMR161W	genemark-LQMS01002306.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LQMS01002306.1-processed-gene-0.45&CDS=1-981
2608	OG0002608	YMR162C	genemark-LQMS01002379.1-processed-gene-1.171-mRNA-1_1&gene=genemark-LQMS01002379.1-processed-gene-1.171&CDS=1-5241
2609	OG0002609	YMR165C	genemark-LQMS01002369.1-processed-gene-0.143-mRNA-1_1&gene=genemark-LQMS01002369.1-processed-gene-0.143&CDS=1-2271
2610	OG0002610	YMR166C	genemark-LQMS01002323.1-processed-gene-0.100-mRNA-1_1&gene=genemark-LQMS01002323.1-processed-gene-0.100&CDS=1-1092
2611	OG0002611	YMR167W	augustus_masked-LQMS01002323.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMS01002323.1-processed-gene-0.6&CDS=1-4719
2612	OG0002612	YMR176W	genemark-LQMS01002310.1-processed-gene-0.63-mRNA-1_1&gene=genemark-LQMS01002310.1-processed-gene-0.63&CDS=1-5967
2613	OG0002613	YMR178W	snap_masked-LQMS01002173.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-LQMS01002173.1-processed-gene-0.8&CDS=1-879
2614	OG0002614	YMR185W	genemark-LQMS01002333.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMS01002333.1-processed-gene-0.21&CDS=1-2709
2615	OG0002615	YMR186W	genemark-LQMS01002333.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQMS01002333.1-processed-gene-0.23&CDS=1-2130
2616	OG0002616	YMR188C	genemark-LQMS01002230.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMS01002230.1-processed-gene-0.8&CDS=1-744
2617	OG0002617	YMR189W	genemark-LQMS01002201.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002201.1-processed-gene-0.9&CDS=1-3063
2618	OG0002618	YMR190C	genemark-LQMS01002268.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMS01002268.1-processed-gene-0.6&CDS=1-3660
2619	OG0002619	YMR194C-B	augustus_masked-LQMS01002340.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMS01002340.1-processed-gene-0.3&CDS=1-1140
2620	OG0002620	YMR196W	maker-LQMS01002337.1-augustus-gene-0.121-mRNA-1_1&gene=maker-LQMS01002337.1-augustus-gene-0.121&CDS=1-3888
2621	OG0002621	YMR200W	genemark-LQMS01002358.1-processed-gene-0.96-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.96&CDS=1-747
2622	OG0002622	YMR201C	maker-LQMS01002333.1-augustus-gene-0.2-mRNA-1_1&gene=maker-LQMS01002333.1-augustus-gene-0.2&CDS=1-1188
2623	OG0002623	YMR202W	genemark-LQMS01002358.1-processed-gene-0.69-mRNA-1_1&gene=genemark-LQMS01002358.1-processed-gene-0.69&CDS=1-651
2624	OG0002624	YMR203W	genemark-LQMS01002333.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQMS01002333.1-processed-gene-0.18&CDS=1-1143
2625	OG0002625	YMR205C	maker-LQMS01002363.1-augustus-gene-0.180-mRNA-1_1&gene=maker-LQMS01002363.1-augustus-gene-0.180&CDS=1-3648
2626	OG0002626	YMR208W	genemark-LQMS01002280.1-processed-gene-0.37-mRNA-1_1&gene=genemark-LQMS01002280.1-processed-gene-0.37&CDS=1-1293
2627	OG0002627	YMR209C	genemark-LQMS01002292.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQMS01002292.1-processed-gene-0.3&CDS=1-1230
2628	OG0002628	YMR210W	maker-LQMS01002371.1-snap-gene-0.6-mRNA-1_1&gene=maker-LQMS01002371.1-snap-gene-0.6&CDS=1-1632
2629	OG0002629	YMR211W	genemark-LQMS01002362.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQMS01002362.1-processed-gene-0.54&CDS=1-1449
2630	OG0002630	YMR212C	genemark-LQMS01002334.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQMS01002334.1-processed-gene-0.30&CDS=1-2754
2631	OG0002631	YMR213W	genemark-LQMS01002334.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMS01002334.1-processed-gene-0.16&CDS=1-1791
2632	OG0002632	YMR214W	snap_masked-LQMS01002336.1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-LQMS01002336.1-processed-gene-0.81&CDS=1-1335
2633	OG0002633	YMR216C	genemark-LQMS01002345.1-processed-gene-0.86-mRNA-1_1&gene=genemark-LQMS01002345.1-processed-gene-0.86&CDS=1-2196
2634	OG0002634	YMR217W	genemark-LQMS01002127.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQMS01002127.1-processed-gene-0.9&CDS=1-1587
2635	OG0002635	YMR220W	genemark-LQMS01002261.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQMS01002261.1-processed-gene-0.70&CDS=1-1275
2636	OG0002636	YMR221C	genemark-LQMS01002279.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMS01002279.1-processed-gene-0.16&CDS=1-1614
2637	OG0002637	YMR223W	maker-LQMS01002377.1-augustus-gene-1.168-mRNA-1_1&gene=maker-LQMS01002377.1-augustus-gene-1.168&CDS=1-5400
2638	OG0002638	YMR224C	genemark-LQMS01002373.1-processed-gene-0.129-mRNA-1_1&gene=genemark-LQMS01002373.1-processed-gene-0.129&CDS=1-1704
2639	OG0002639	YMR225C	genemark-LQMS01002372.1-processed-gene-0.138-mRNA-1_1&gene=genemark-LQMS01002372.1-processed-gene-0.138&CDS=1-540
2640	OG0002640	YMR226C	augustus_masked-LQMS01002346.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LQMS01002346.1-processed-gene-0.85&CDS=1-1614
2641	OG0002641	YMR227C	genemark-LQMS01002361.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQMS01002361.1-processed-gene-0.25&CDS=1-1524
