	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035641_Yamadazyma_scolyti
2873	OG0002873	YOR296W	augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.19&CDS=1-3990
2874	OG0002874	YOR298C-A	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-5.119&CDS=1-447
2875	OG0002875	YOR298W	genemark-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-5.16-mRNA-1_1&gene=genemark-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-5.16&CDS=1-939
2876	OG0002876	YOR301W	augustus_masked-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.177&CDS=1-1329
2877	OG0002877	YOR303W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-2.123&CDS=1-1287
2878	OG0002878	YOR305W	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-3.92&CDS=1-804
2879	OG0002879	YOR307C	augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-5.132&CDS=1-1242
2880	OG0002880	YOR310C	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-1.95&CDS=1-1533
2881	OG0002881	YOR311C	genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-8.101-mRNA-1_1&gene=genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-8.101&CDS=1-1026
2882	OG0002882	YOR315W	augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-2.33&CDS=1-1005
2883	OG0002883	YOR317W	augustus_masked-NODE_27_length_98042_cov_29.9253_ID_4903-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_27_length_98042_cov_29.9253_ID_4903-processed-gene-0.13&CDS=1-2097
2884	OG0002884	YOR319W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-7.27&CDS=1-705
2885	OG0002885	YOR320C	augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.26&CDS=1-1164
2886	OG0002886	YOR322C	augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.227&CDS=1-1989
2887	OG0002887	YOR323C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-4.43&CDS=1-1317
2888	OG0002888	YOR326W	augustus_masked-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.46&CDS=1-4584
2889	OG0002889	YOR327C	augustus_masked-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.55&CDS=1-333
2890	OG0002890	YOR329C	augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_14_length_232044_cov_26.2844_ID_2850-processed-gene-1.50&CDS=1-1599
2891	OG0002891	YOR330C	maker-NODE_5_length_662747_cov_30.4918_ID_1752-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_5_length_662747_cov_30.4918_ID_1752-augustus-gene-1.1&CDS=1-3561
2892	OG0002892	YOR332W	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.113&CDS=1-1227
2893	OG0002893	YOR334W	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.114&CDS=1-1431
2894	OG0002894	YOR335C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-7.86&CDS=1-2874
2895	OG0002895	YOR340C	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.130&CDS=1-843
2896	OG0002896	YOR341W	maker-NODE_3_length_891353_cov_30.1887_ID_1825-augustus-gene-1.115-mRNA-1_1&gene=maker-NODE_3_length_891353_cov_30.1887_ID_1825-augustus-gene-1.115&CDS=1-9831
2897	OG0002897	YOR344C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.71&CDS=1-669
2898	OG0002898	YOR346W	genemark-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.237-mRNA-1_1&gene=genemark-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.237&CDS=1-3171
2899	OG0002899	YOR349W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-5.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-5.144&CDS=1-3048
2900	OG0002900	YOR352W	augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.219&CDS=1-798
2901	OG0002901	YOR354C	augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.53&CDS=1-2082
2902	OG0002902	YOR355W	augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.51&CDS=1-2688
2903	OG0002903	YOR356W	snap_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.181-mRNA-1_1&gene=snap_masked-NODE_9_length_364984_cov_35.4331_ID_4957-processed-gene-2.181&CDS=1-1800
2904	OG0002904	YOR357C	genemark-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_13_length_238975_cov_27.1687_ID_2188-processed-gene-1.166&CDS=1-408
2905	OG0002905	YOR360C	genemark-NODE_59_length_7338_cov_20.3598_ID_7590-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_59_length_7338_cov_20.3598_ID_7590-processed-gene-0.1&CDS=1-1929
2906	OG0002906	YOR361C	genemark-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.85&CDS=1-2163
2907	OG0002907	YOR362C	augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_21_length_134725_cov_26.4827_ID_2445-processed-gene-0.16&CDS=1-780
2908	OG0002908	YOR369C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-4.49&CDS=1-429
2909	OG0002909	YOR370C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-4.44&CDS=1-1722
2910	OG0002910	YOR374W	maker-NODE_13_length_238975_cov_27.1687_ID_2188-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_13_length_238975_cov_27.1687_ID_2188-augustus-gene-0.51&CDS=1-1929
2911	OG0002911	YOR375C	augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_16_length_216442_cov_36.8176_ID_2354-processed-gene-1.19&CDS=1-1359
2912	OG0002912	YOR378W	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.83&CDS=1-1575
2913	OG0002913	YOR386W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.134-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-8.134&CDS=1-1614
2914	OG0002914	YOR388C	augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.140&CDS=1-1125
2915	OG0002915	YPL001W	augustus_masked-NODE_24_length_108804_cov_29.3414_ID_3852-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_24_length_108804_cov_29.3414_ID_3852-processed-gene-0.82&CDS=1-1170
2916	OG0002916	YPL002C	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.154&CDS=1-666
2917	OG0002917	YPL003W	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.185&CDS=1-1518
2918	OG0002918	YPL005W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.82&CDS=1-1692
2919	OG0002919	YPL006W	maker-NODE_2_length_1067750_cov_25.7923_ID_1649-augustus-gene-5.0-mRNA-1_1&gene=maker-NODE_2_length_1067750_cov_25.7923_ID_1649-augustus-gene-5.0&CDS=1-5079
2920	OG0002920	YPL008W	augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.92&CDS=1-3345
2921	OG0002921	YPL010W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.129&CDS=1-564
2922	OG0002922	YPL011C	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-2.128&CDS=1-705
2923	OG0002923	YPL012W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-1.157&CDS=1-3573
2924	OG0002924	YPL013C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-1.156&CDS=1-399
2925	OG0002925	YPL015C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-2.119&CDS=1-1953
2926	OG0002926	YPL016W	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.74&CDS=1-4659
2927	OG0002927	YPL020C	augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-1.82&CDS=1-2196
2928	OG0002928	YPL022W	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.70&CDS=1-2739
2929	OG0002929	YPL023C	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-1.71&CDS=1-1746
2930	OG0002930	YPL028W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.55&CDS=1-1194
2931	OG0002931	YPL029W	genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.102-mRNA-1_1&gene=genemark-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.102&CDS=1-2094
2932	OG0002932	YPL030W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.101&CDS=1-1608
2933	OG0002933	YPL031C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.104&CDS=1-921
2934	OG0002934	YPL034W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.249-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.249&CDS=1-417
2935	OG0002935	YPL041C	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.57&CDS=1-660
2936	OG0002936	YPL043W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.113&CDS=1-2106
2937	OG0002937	YPL045W	genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.83&CDS=1-2769
2938	OG0002938	YPL046C	snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-1.15&CDS=1-288
2939	OG0002939	YPL050C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.63&CDS=1-2211
2940	OG0002940	YPL051W	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-0.61&CDS=1-699
2941	OG0002941	YPL054W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.43&CDS=1-1326
2942	OG0002942	YPL057C	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-3.93&CDS=1-987
2943	OG0002943	YPL059W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-4.81&CDS=1-453
2944	OG0002944	YPL060W	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.189-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-10.189&CDS=1-1098
2945	OG0002945	YPL063W	genemark-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_26_length_99811_cov_27.7239_ID_4270-processed-gene-0.49&CDS=1-1368
2946	OG0002946	YPL067C	augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_25_length_107794_cov_42.2009_ID_3383-processed-gene-0.95&CDS=1-654
2947	OG0002947	YPL069C	augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_401942_cov_32.945_ID_2553-processed-gene-1.74&CDS=1-1017
2948	OG0002948	YPL072W	augustus_masked-NODE_48_length_27703_cov_33.2025_ID_5002-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_48_length_27703_cov_33.2025_ID_5002-processed-gene-0.14&CDS=1-2640
2949	OG0002949	YPL076W	augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.100&CDS=1-891
2950	OG0002950	YPL078C	snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-3.110&CDS=1-690
2951	OG0002951	YPL082C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-2.28&CDS=1-6804
2952	OG0002952	YPL083C	augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-NODE_7_length_412794_cov_29.0303_ID_3442-processed-gene-3.91&CDS=1-954
2953	OG0002953	YPL084W	genemark-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_33_length_72579_cov_28.3893_ID_7737-processed-gene-0.61&CDS=1-2472
2954	OG0002954	YPL085W	snap_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-0.118&CDS=1-5922
2955	OG0002955	YPL086C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.42&CDS=1-1695
2956	OG0002956	YPL091W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-0.122&CDS=1-1479
2957	OG0002957	YPL092W	snap_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-2.182-mRNA-1_1&gene=snap_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-2.182&CDS=1-1359
2958	OG0002958	YPL093W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-5.62&CDS=1-1923
2959	OG0002959	YPL094C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.24&CDS=1-4182
2960	OG0002960	YPL096W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-9.37&CDS=1-1125
2961	OG0002961	YPL097W	snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-9.200-mRNA-1_1&gene=snap_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-9.200&CDS=1-1530
2962	OG0002962	YPL098C	augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_11_length_331018_cov_25.7707_ID_1971-processed-gene-2.108&CDS=1-318
2963	OG0002963	YPL101W	augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.108&CDS=1-3135
2964	OG0002964	YPL104W	augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-NODE_6_length_638402_cov_25.8398_ID_2084-processed-gene-3.108&CDS=1-2082
2965	OG0002965	YPL106C	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-4.26&CDS=1-2088
2966	OG0002966	YPL107W	augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-0.110&CDS=1-618
2967	OG0002967	YPL109C	maker-NODE_10_length_341731_cov_26.5013_ID_5740-snap-gene-2.145-mRNA-1_1&gene=maker-NODE_10_length_341731_cov_26.5013_ID_5740-snap-gene-2.145&CDS=1-2112
2968	OG0002968	YPL110C	augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.90&CDS=1-4956
2969	OG0002969	YPL111W	maker-NODE_19_length_173433_cov_42.9605_ID_3700-augustus-gene-0.158-mRNA-1_1&gene=maker-NODE_19_length_173433_cov_42.9605_ID_3700-augustus-gene-0.158&CDS=1-951
2970	OG0002970	YPL118W	augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_662747_cov_30.4918_ID_1752-processed-gene-4.42&CDS=1-1050
2971	OG0002971	YPL120W	augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_20_length_149750_cov_40.9465_ID_2229-processed-gene-0.152&CDS=1-1431
2972	OG0002972	YPL122C	augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_15_length_231884_cov_38.0692_ID_3232-processed-gene-1.122&CDS=1-1506
2973	OG0002973	YPL123C	augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_19_length_173433_cov_42.9605_ID_3700-processed-gene-0.119&CDS=1-1113
2974	OG0002974	YPL126W	augustus_masked-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_17_length_195034_cov_27.8368_ID_2750-processed-gene-0.132&CDS=1-2172
2975	OG0002975	YPL128C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-8.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-8.149&CDS=1-1797
2976	OG0002976	YPL129W	snap_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_10_length_341731_cov_26.5013_ID_5740-processed-gene-0.107&CDS=1-1158
2977	OG0002977	YPL131W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-3.30&CDS=1-891
2978	OG0002978	YPL133C	maker-NODE_15_length_231884_cov_38.0692_ID_3232-augustus-gene-1.147-mRNA-1_1&gene=maker-NODE_15_length_231884_cov_38.0692_ID_3232-augustus-gene-1.147&CDS=1-3237
2979	OG0002979	YPL138C	genemark-NODE_41_length_45134_cov_26.7857_ID_6629-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_41_length_45134_cov_26.7857_ID_6629-processed-gene-0.47&CDS=1-1515
2980	OG0002980	YPL146C	augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-8.157-mRNA-1_1&gene=augustus_masked-NODE_1_length_1124597_cov_29.4403_ID_2943-processed-gene-8.157&CDS=1-1113
2981	OG0002981	YPL147W	maker-NODE_11_length_331018_cov_25.7707_ID_1971-augustus-gene-0.125-mRNA-1_1&gene=maker-NODE_11_length_331018_cov_25.7707_ID_1971-augustus-gene-0.125&CDS=1-3558
2982	OG0002982	YPL149W	genemark-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-6.144-mRNA-1_1&gene=genemark-NODE_2_length_1067750_cov_25.7923_ID_1649-processed-gene-6.144&CDS=1-759
2983	OG0002983	YPL150W	augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_830719_cov_29.352_ID_3346-processed-gene-6.60&CDS=1-2493
2984	OG0002984	YPL151C	augustus_masked-NODE_52_length_22249_cov_27.1232_ID_6353-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_52_length_22249_cov_27.1232_ID_6353-processed-gene-0.12&CDS=1-1065
2985	OG0002985	YPL152W	genemark-NODE_52_length_22249_cov_27.1232_ID_6353-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_52_length_22249_cov_27.1232_ID_6353-processed-gene-0.21&CDS=1-1020
2986	OG0002986	YPL154C	augustus_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_18_length_180892_cov_30.0919_ID_5399-processed-gene-0.96&CDS=1-1224
2987	OG0002987	YPL160W	augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.325-mRNA-1_1&gene=augustus_masked-NODE_3_length_891353_cov_30.1887_ID_1825-processed-gene-7.325&CDS=1-3279
2988	OG0002988	YPL162C	augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_23_length_117406_cov_28.2574_ID_6316-processed-gene-0.72&CDS=1-840
2989	OG0002989	YPL164C	augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.182-mRNA-1_1&gene=augustus_masked-NODE_12_length_314762_cov_25.5892_ID_2686-processed-gene-2.182&CDS=1-1620
