	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035040_Ambrosiozyma_maleeae
2368	OG0002368	YLR321C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-0.55&CDS=1-1224
2369	OG0002369	YLR323C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.149&CDS=1-597
2370	OG0002370	YLR324W	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-3.130&CDS=1-1584
2371	OG0002371	YLR325C	maker-NODE_11_length_412070_cov_44.6161_ID_21-snap-gene-3.1-mRNA-1_1&gene=maker-NODE_11_length_412070_cov_44.6161_ID_21-snap-gene-3.1&CDS=1-234
2372	OG0002372	YLR326W	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-1.6&CDS=1-627
2373	OG0002373	YLR330W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.11&CDS=1-1539
2374	OG0002374	YLR336C	augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.117&CDS=1-3702
2375	OG0002375	YLR337C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.35&CDS=1-2622
2376	OG0002376	YLR340W	augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_23_length_184207_cov_38.6036_ID_45-processed-gene-0.116&CDS=1-1200
2377	OG0002377	YLR345W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.19&CDS=1-1494
2378	OG0002378	YLR348C	snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.59-mRNA-1_1&gene=snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.59&CDS=1-870
2379	OG0002379	YLR351C	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.120&CDS=1-1746
2380	OG0002380	YLR352W	maker-NODE_2_length_1346259_cov_39.2016_ID_3-snap-gene-11.124-mRNA-1_1&gene=maker-NODE_2_length_1346259_cov_39.2016_ID_3-snap-gene-11.124&CDS=1-2559
2381	OG0002381	YLR354C	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.191&CDS=1-969
2382	OG0002382	YLR355C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-3.105&CDS=1-1179
2383	OG0002383	YLR359W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.109&CDS=1-1443
2384	OG0002384	YLR361C	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-4.86&CDS=1-1956
2385	OG0002385	YLR363C	snap_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.131-mRNA-1_1&gene=snap_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.131&CDS=1-1173
2386	OG0002386	YLR363W-A	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-5.77&CDS=1-273
2387	OG0002387	YLR364W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.199-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.199&CDS=1-315
2388	OG0002388	YLR370C	snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-1.116&CDS=1-534
2389	OG0002389	YLR372W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.74&CDS=1-978
2390	OG0002390	YLR377C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-4.96&CDS=1-1011
2391	OG0002391	YLR382C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.48&CDS=1-2649
2392	OG0002392	YLR383W	snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-2.28&CDS=1-3297
2393	OG0002393	YLR384C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.74&CDS=1-4101
2394	OG0002394	YLR386W	maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-4.154-mRNA-1_1&gene=maker-NODE_4_length_788429_cov_41.9372_ID_7-snap-gene-4.154&CDS=1-3213
2395	OG0002395	YLR389C	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-0.21&CDS=1-3330
2396	OG0002396	YLR390W-A	maker-NODE_20_length_229787_cov_48.6478_ID_39-snap-gene-0.116-mRNA-1_1&gene=maker-NODE_20_length_229787_cov_48.6478_ID_39-snap-gene-0.116&CDS=1-1269
2397	OG0002397	YLR393W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.28&CDS=1-915
2398	OG0002398	YLR395C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.120&CDS=1-228
2399	OG0002399	YLR396C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.104-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-9.104&CDS=1-2262
2400	OG0002400	YLR397C	maker-NODE_4_length_788429_cov_41.9372_ID_7-augustus-gene-4.50-mRNA-1_1&gene=maker-NODE_4_length_788429_cov_41.9372_ID_7-augustus-gene-4.50&CDS=1-2550
2401	OG0002401	YLR398C	snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-1.106&CDS=1-3852
2402	OG0002402	YLR399C	snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-2.14&CDS=1-1701
2403	OG0002403	YLR401C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.187-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.187&CDS=1-1896
2404	OG0002404	YLR403W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.159-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.159&CDS=1-1614
2405	OG0002405	YLR405W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.161-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.161&CDS=1-1047
2406	OG0002406	YLR407W	maker-NODE_2_length_1346259_cov_39.2016_ID_3-snap-gene-12.1-mRNA-1_1&gene=maker-NODE_2_length_1346259_cov_39.2016_ID_3-snap-gene-12.1&CDS=1-717
2407	OG0002407	YLR409C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.191-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.191&CDS=1-2844
2408	OG0002408	YLR410W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.164-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-12.164&CDS=1-3327
2409	OG0002409	YLR411W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.66&CDS=1-699
2410	OG0002410	YLR412W	snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-0.27&CDS=1-861
2411	OG0002411	YLR414C	snap_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.185-mRNA-1_1&gene=snap_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.185&CDS=1-837
2412	OG0002412	YLR418C	augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.160&CDS=1-1194
2413	OG0002413	YLR419W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-5.114&CDS=1-6411
2414	OG0002414	YLR420W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.197-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.197&CDS=1-1104
2415	OG0002415	YLR421C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.245-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.245&CDS=1-405
2416	OG0002416	YLR422W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.37&CDS=1-5841
2417	OG0002417	YLR423C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-6.61&CDS=1-1302
2418	OG0002418	YLR424W	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-2.32&CDS=1-2343
2419	OG0002419	YLR427W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-4.8&CDS=1-2043
2420	OG0002420	YLR429W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-3.57&CDS=1-1962
2421	OG0002421	YLR430W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-3.74&CDS=1-6381
2422	OG0002422	YLR435W	augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_20_length_229787_cov_48.6478_ID_39-processed-gene-1.38&CDS=1-618
2423	OG0002423	YLR438C-A	maker-NODE_6_length_707688_cov_38.2434_ID_11-augustus-gene-5.82-mRNA-1_1&gene=maker-NODE_6_length_707688_cov_38.2434_ID_11-augustus-gene-5.82&CDS=1-282
2424	OG0002424	YLR438W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.199-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.199&CDS=1-1326
2425	OG0002425	YLR439W	genemark-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.111-mRNA-1_1&gene=genemark-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.111&CDS=1-882
2426	OG0002426	YLR441C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.104&CDS=1-768
2427	OG0002427	YLR443W	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.40-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.40&CDS=1-1476
2428	OG0002428	YLR447C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.94&CDS=1-1059
2429	OG0002429	YLR451W	maker-NODE_7_length_668977_cov_43.4603_ID_13-snap-gene-2.71-mRNA-1_1&gene=maker-NODE_7_length_668977_cov_43.4603_ID_13-snap-gene-2.71&CDS=1-2730
2430	OG0002430	YLR452C	snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-3.42-mRNA-1_1&gene=snap_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-3.42&CDS=1-2040
2431	OG0002431	YLR459W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.96&CDS=1-1212
2432	OG0002432	YML001W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-3.83&CDS=1-621
2433	OG0002433	YML002W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.73-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.73&CDS=1-3891
2434	OG0002434	YML004C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.93&CDS=1-924
2435	OG0002435	YML005W	augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_16_length_282022_cov_38.1116_ID_31-processed-gene-1.134&CDS=1-1311
2436	OG0002436	YML007W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-4.16&CDS=1-1539
2437	OG0002437	YML008C	augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_15_length_290363_cov_40.5998_ID_29-processed-gene-1.133&CDS=1-1134
2438	OG0002438	YML009C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.24&CDS=1-228
2439	OG0002439	YML010W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.23&CDS=1-2913
2440	OG0002440	YML012W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-1.22&CDS=1-657
2441	OG0002441	YML014W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-2.73&CDS=1-864
2442	OG0002442	YML015C	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-7.80&CDS=1-960
2443	OG0002443	YML018C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.203-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.203&CDS=1-1125
2444	OG0002444	YML020W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.57&CDS=1-1893
2445	OG0002445	YML021C	maker-NODE_3_length_819385_cov_40.0357_ID_5-snap-gene-2.50-mRNA-1_1&gene=maker-NODE_3_length_819385_cov_40.0357_ID_5-snap-gene-2.50&CDS=1-2709
2446	OG0002446	YML022W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-2.80&CDS=1-570
2447	OG0002447	YML025C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-3.54&CDS=1-882
2448	OG0002448	YML031W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.90&CDS=1-1992
2449	OG0002449	YML032C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-2.69&CDS=1-1401
2450	OG0002450	YML035C	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.92&CDS=1-2484
2451	OG0002451	YML036W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.121&CDS=1-561
2452	OG0002452	YML038C	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-5.28&CDS=1-2238
2453	OG0002453	YML042W	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-0.98&CDS=1-1842
2454	OG0002454	YML043C	snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-0.92&CDS=1-2349
2455	OG0002455	YML046W	augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_21_length_217050_cov_48.8671_ID_41-processed-gene-1.26&CDS=1-2010
2456	OG0002456	YML048W	augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.207-mRNA-1_1&gene=augustus_masked-NODE_4_length_788429_cov_41.9372_ID_7-processed-gene-6.207&CDS=1-1083
2457	OG0002457	YML049C	augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_10_length_550745_cov_39.138_ID_19-processed-gene-0.98&CDS=1-3660
2458	OG0002458	YML055W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-10.43&CDS=1-513
2459	OG0002459	YML059C	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-6.51&CDS=1-4866
2460	OG0002460	YML060W	augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.91&CDS=1-1080
2461	OG0002461	YML064C	snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.41-mRNA-1_1&gene=snap_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.41&CDS=1-591
2462	OG0002462	YML065W	augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-NODE_2_length_1346259_cov_39.2016_ID_3-processed-gene-9.103&CDS=1-2352
2463	OG0002463	YML068W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-11.69&CDS=1-1431
2464	OG0002464	YML069W	augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-5.98-mRNA-1_1&gene=augustus_masked-NODE_6_length_707688_cov_38.2434_ID_11-processed-gene-5.98&CDS=1-1665
2465	OG0002465	YML076C	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.95&CDS=1-2787
2466	OG0002466	YML077W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-13.120&CDS=1-654
2467	OG0002467	YML079W	snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-4.110&CDS=1-627
2468	OG0002468	YML080W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-12.49&CDS=1-1290
2469	OG0002469	YML081C-A	maker-NODE_7_length_668977_cov_43.4603_ID_13-snap-gene-4.48-mRNA-1_1&gene=maker-NODE_7_length_668977_cov_43.4603_ID_13-snap-gene-4.48&CDS=1-183
2470	OG0002470	YML085C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.190-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-6.190&CDS=1-1344
2471	OG0002471	YML086C	augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.47&CDS=1-1596
2472	OG0002472	YML088W	augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-NODE_13_length_373471_cov_44.1009_ID_25-processed-gene-2.164&CDS=1-2187
2473	OG0002473	YML092C	maker-NODE_8_length_556485_cov_39.8289_ID_15-augustus-gene-2.147-mRNA-1_1&gene=maker-NODE_8_length_556485_cov_39.8289_ID_15-augustus-gene-2.147&CDS=1-777
2474	OG0002474	YML093W	augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.186-mRNA-1_1&gene=augustus_masked-NODE_8_length_556485_cov_39.8289_ID_15-processed-gene-4.186&CDS=1-2631
2475	OG0002475	YML094W	genemark-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_28_length_97988_cov_49.1149_ID_55-processed-gene-0.99&CDS=1-483
2476	OG0002476	YML095C	augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_24_length_160991_cov_50.864_ID_47-processed-gene-0.145&CDS=1-966
2477	OG0002477	YML096W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-2.78&CDS=1-1758
2478	OG0002478	YML097C	augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_11_length_412070_cov_44.6161_ID_21-processed-gene-1.119&CDS=1-2049
2479	OG0002479	YML098W	augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-NODE_9_length_553621_cov_69.3391_ID_17-processed-gene-4.133&CDS=1-423
2480	OG0002480	YML099C	maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-4.73-mRNA-1_1&gene=maker-NODE_9_length_553621_cov_69.3391_ID_17-snap-gene-4.73&CDS=1-3573
2481	OG0002481	YML102W	snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_3_length_819385_cov_40.0357_ID_5-processed-gene-1.8&CDS=1-2052
2482	OG0002482	YML103C	maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-11.80-mRNA-1_1&gene=maker-NODE_1_length_1450014_cov_38.9627_ID_1-augustus-gene-11.80&CDS=1-4923
2483	OG0002483	YML104C	snap_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_27_length_114979_cov_45.4315_ID_53-processed-gene-0.16&CDS=1-3579
2484	OG0002484	YML105C	augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-NODE_7_length_668977_cov_43.4603_ID_13-processed-gene-5.74&CDS=1-837
2485	OG0002485	YML108W	augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1450014_cov_38.9627_ID_1-processed-gene-0.106&CDS=1-414
2486	OG0002486	YML110C	augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_5_length_785164_cov_45.4552_ID_9-processed-gene-2.124&CDS=1-885
