	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035633_Candida_hispaniensis
2975	OG0002975	YOR287C	snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.197-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.197&CDS=1-801
2976	OG0002976	YOR288C	augustus_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.233-mRNA-1_1&gene=augustus_masked-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-4.233&CDS=1-885
2977	OG0002977	YOR289W	genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-0.108&CDS=1-582
2978	OG0002978	YOR291W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-16.100-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-16.100&CDS=1-4371
2979	OG0002979	YOR292C	snap_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-3.5&CDS=1-711
2980	OG0002980	YOR294W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-3.98-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-3.98&CDS=1-603
2981	OG0002981	YOR296W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-3.95-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-3.95&CDS=1-3783
2982	OG0002982	YOR298C-A	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.137-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-10.137&CDS=1-453
2983	OG0002983	YOR301W	maker-NODE_14_length_51995_cov_100.988_ID_27-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_14_length_51995_cov_100.988_ID_27-snap-gene-0.1&CDS=1-1320
2984	OG0002984	YOR303W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-6.138-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-6.138&CDS=1-1335
2985	OG0002985	YOR307C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.119-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.119&CDS=1-1407
2986	OG0002986	YOR310C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.154-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-17.154&CDS=1-1524
2987	OG0002987	YOR311C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.116&CDS=1-771
2988	OG0002988	YOR313C	augustus_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.31&CDS=1-933
2989	OG0002989	YOR317W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-13.161-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-13.161&CDS=1-2070
2990	OG0002990	YOR319W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-3.9&CDS=1-660
2991	OG0002991	YOR322C	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-1.104&CDS=1-1602
2992	OG0002992	YOR323C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.113&CDS=1-1302
2993	OG0002993	YOR326W	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-1.99&CDS=1-4695
2994	OG0002994	YOR327C	genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.137-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-2.137&CDS=1-321
2995	OG0002995	YOR329C	snap_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.64&CDS=1-1743
2996	OG0002996	YOR330C	snap_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.65&CDS=1-3753
2997	OG0002997	YOR332W	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.12&CDS=1-684
2998	OG0002998	YOR335C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-18.139-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-18.139&CDS=1-2949
2999	OG0002999	YOR336W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.22-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.22&CDS=1-4335
3000	OG0003000	YOR339C	genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-2.34&CDS=1-531
3001	OG0003001	YOR340C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.125-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.125&CDS=1-807
3002	OG0003002	YOR341W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.144&CDS=1-4869
3003	OG0003003	YOR346W	snap_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-1.88&CDS=1-3444
3004	OG0003004	YOR348C	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.14-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.14&CDS=1-1659
3005	OG0003005	YOR349W	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.81-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.81&CDS=1-3030
3006	OG0003006	YOR352W	snap_masked-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-3.137&CDS=1-678
3007	OG0003007	YOR353C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.91-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-18.91&CDS=1-1632
3008	OG0003008	YOR356W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-1.3&CDS=1-1950
3009	OG0003009	YOR357C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-5.119-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-5.119&CDS=1-483
3010	OG0003010	YOR358W	genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-2.115&CDS=1-747
3011	OG0003011	YOR359W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-20.39-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-20.39&CDS=1-1173
3012	OG0003012	YOR360C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-20.21-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-20.21&CDS=1-1710
3013	OG0003013	YOR361C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.167-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-4.167&CDS=1-2115
3014	OG0003014	YOR362C	genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_10_length_457428_cov_88.5336_ID_19-processed-gene-1.40&CDS=1-753
3015	OG0003015	YOR367W	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-2.7&CDS=1-1380
3016	OG0003016	YOR369C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.151-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.151&CDS=1-426
3017	OG0003017	YOR370C	genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.125&CDS=1-1671
3018	OG0003018	YPL001W	genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-4.17-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-4.17&CDS=1-1353
3019	OG0003019	YPL002C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-5.111-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-5.111&CDS=1-741
3020	OG0003020	YPL003W	snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.41-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.41&CDS=1-1530
3021	OG0003021	YPL006W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-5.45-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-5.45&CDS=1-3708
3022	OG0003022	YPL007C	augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-14.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-14.117&CDS=1-2019
3023	OG0003023	YPL008W	snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.59-mRNA-1_1&gene=snap_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.59&CDS=1-2466
3024	OG0003024	YPL009C	maker-NODE_4_length_720416_cov_129.062_ID_7-snap-gene-4.3-mRNA-1_1&gene=maker-NODE_4_length_720416_cov_129.062_ID_7-snap-gene-4.3&CDS=1-3516
3025	OG0003025	YPL010W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.148-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.148&CDS=1-537
3026	OG0003026	YPL011C	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.126-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-4.126&CDS=1-951
3027	OG0003027	YPL012W	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.20-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.20&CDS=1-3525
3028	OG0003028	YPL013C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.42-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.42&CDS=1-348
3029	OG0003029	YPL014W	augustus_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-3.109&CDS=1-852
3030	OG0003030	YPL016W	augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.142-mRNA-1_1&gene=augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-21.142&CDS=1-3639
3031	OG0003031	YPL020C	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-1.115&CDS=1-1914
3032	OG0003032	YPL022W	snap_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-0.77&CDS=1-2871
3033	OG0003033	YPL023C	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.130&CDS=1-1854
3034	OG0003034	YPL029W	snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-1.94&CDS=1-2187
3035	OG0003035	YPL030W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-1.111&CDS=1-1557
3036	OG0003036	YPL034W	augustus_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.27&CDS=1-702
3037	OG0003037	YPL040C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.104-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.104&CDS=1-2901
3038	OG0003038	YPL041C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.105-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-7.105&CDS=1-744
3039	OG0003039	YPL042C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-11.125-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-11.125&CDS=1-1206
3040	OG0003040	YPL043W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-1.132&CDS=1-2097
3041	OG0003041	YPL045W	augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-1.83&CDS=1-2472
3042	OG0003042	YPL046C	genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-4.42-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-4.42&CDS=1-924
3043	OG0003043	YPL047W	augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-14.153-mRNA-1_1&gene=augustus_masked-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-14.153&CDS=1-510
3044	OG0003044	YPL050C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.159-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.159&CDS=1-1008
3045	OG0003045	YPL051W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.128-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-6.128&CDS=1-570
3046	OG0003046	YPL054W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.158-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.158&CDS=1-1425
3047	OG0003047	YPL059W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.48-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-10.48&CDS=1-426
3048	OG0003048	YPL060W	genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-3.7-mRNA-1_1&gene=genemark-NODE_6_length_558064_cov_88.2895_ID_11-processed-gene-3.7&CDS=1-1305
3049	OG0003049	YPL063W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-9.166-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-9.166&CDS=1-1401
3050	OG0003050	YPL064C	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.29&CDS=1-1161
3051	OG0003051	YPL065W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.11&CDS=1-714
3052	OG0003052	YPL066W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.36&CDS=1-1149
3053	OG0003053	YPL069C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.115-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-9.115&CDS=1-987
3054	OG0003054	YPL072W	snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.24-mRNA-1_1&gene=snap_masked-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-16.24&CDS=1-1614
3055	OG0003055	YPL076W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-19.47-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-19.47&CDS=1-939
3056	OG0003056	YPL078C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-0.154&CDS=1-702
3057	OG0003057	YPL082C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-3.118-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-3.118&CDS=1-5433
3058	OG0003058	YPL083C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-14.29-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-14.29&CDS=1-1041
3059	OG0003059	YPL084W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.13&CDS=1-2478
3060	OG0003060	YPL086C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.146-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-5.146&CDS=1-1683
3061	OG0003061	YPL088W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.15-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-8.15&CDS=1-1128
3062	OG0003062	YPL091W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-16.133-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-16.133&CDS=1-1398
3063	OG0003063	YPL092W	genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-3.18-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-3.18&CDS=1-1224
3064	OG0003064	YPL093W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-1.30&CDS=1-1926
3065	OG0003065	YPL094C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-9.177-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-9.177&CDS=1-1191
3066	OG0003066	YPL096W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-12.49-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-12.49&CDS=1-981
3067	OG0003067	YPL097W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-12.51-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-12.51&CDS=1-1581
3068	OG0003068	YPL101W	snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-6.95-mRNA-1_1&gene=snap_masked-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-6.95&CDS=1-1134
3069	OG0003069	YPL103C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-5.131-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-5.131&CDS=1-1323
3070	OG0003070	YPL107W	genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_4_length_720416_cov_129.062_ID_7-processed-gene-0.31&CDS=1-612
3071	OG0003071	YPL109C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-3.123-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-3.123&CDS=1-2028
3072	OG0003072	YPL110C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-3.125-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-3.125&CDS=1-3177
3073	OG0003073	YPL111W	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-0.96&CDS=1-933
3074	OG0003074	YPL115C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-17.97-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-17.97&CDS=1-3795
3075	OG0003075	YPL116W	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.159-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-22.159&CDS=1-1593
3076	OG0003076	YPL117C	genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_1_length_2307085_cov_87.2863_ID_1-processed-gene-0.146&CDS=1-810
3077	OG0003077	YPL118W	augustus_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.5&CDS=1-843
3078	OG0003078	YPL120W	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.135-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.135&CDS=1-1260
3079	OG0003079	YPL122C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-2.128&CDS=1-1395
3080	OG0003080	YPL123C	genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-4.12-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-4.12&CDS=1-1203
3081	OG0003081	YPL125W	genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-1.138&CDS=1-2883
3082	OG0003082	YPL126W	snap_masked-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NODE_11_length_435260_cov_89.7022_ID_21-processed-gene-1.21&CDS=1-2289
3083	OG0003083	YPL127C	genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.61-mRNA-1_1&gene=genemark-NODE_5_length_698713_cov_87.6757_ID_9-processed-gene-5.61&CDS=1-627
3084	OG0003084	YPL128C	genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.162-mRNA-1_1&gene=genemark-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.162&CDS=1-1671
3085	OG0003085	YPL129W	snap_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_7_length_507417_cov_87.0109_ID_13-processed-gene-1.45&CDS=1-714
3086	OG0003086	YPL131W	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.147-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.147&CDS=1-885
3087	OG0003087	YPL132W	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-4.54-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-4.54&CDS=1-867
3088	OG0003088	YPL133C	maker-NODE_2_length_2227012_cov_87.1037_ID_3-snap-gene-4.68-mRNA-1_1&gene=maker-NODE_2_length_2227012_cov_87.1037_ID_3-snap-gene-4.68&CDS=1-1635
3089	OG0003089	YPL134C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-11.141-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-11.141&CDS=1-804
3090	OG0003090	YPL138C	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.130-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-8.130&CDS=1-1323
3091	OG0003091	YPL146C	genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_2_length_2227012_cov_87.1037_ID_3-processed-gene-0.31&CDS=1-1356
3092	OG0003092	YPL149W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.32-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.32&CDS=1-831
3093	OG0003093	YPL150W	genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.70-mRNA-1_1&gene=genemark-NODE_3_length_1168197_cov_88.2392_ID_5-processed-gene-10.70&CDS=1-2187
3094	OG0003094	YPL151C	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-3.64-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-3.64&CDS=1-1389
3095	OG0003095	YPL152W	genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.151-mRNA-1_1&gene=genemark-NODE_9_length_487716_cov_87.0303_ID_17-processed-gene-2.151&CDS=1-1134
3096	OG0003096	YPL153C	genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_8_length_489089_cov_85.1595_ID_15-processed-gene-1.124&CDS=1-2148
