	OrthologID	Metschnikowia_kamakouana	Saccharomyces_cerevisiae
2504	OG0002504	snap_masked-kam_s38-processed-gene-3.70-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.70&CDS=1-8559	YBL088C
2505	OG0002505	snap_masked-kam_s38-processed-gene-3.72-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.72&CDS=1-1794	YPL184C
2506	OG0002506	snap_masked-kam_s38-processed-gene-3.75-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.75&CDS=1-495	YER116C
2507	OG0002507	snap_masked-kam_s38-processed-gene-3.76-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.76&CDS=1-756	YNL305C
2508	OG0002508	maker-kam_s38-augustus-gene-3.111-mRNA-1_1&gene=maker-kam_s38-augustus-gene-3.111&CDS=1-1323	YDL007W
2509	OG0002509	snap_masked-kam_s38-processed-gene-3.77-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.77&CDS=1-2076	YDR496C
2510	OG0002510	genemark-kam_s38-processed-gene-3.23-mRNA-1_1&gene=genemark-kam_s38-processed-gene-3.23&CDS=1-3498	YGL156W
2511	OG0002511	snap_masked-kam_s38-processed-gene-3.80-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.80&CDS=1-765	YLR022C
2512	OG0002512	snap_masked-kam_s38-processed-gene-3.81-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.81&CDS=1-2190	YDR211W
2513	OG0002513	maker-kam_s38-augustus-gene-3.110-mRNA-1_1&gene=maker-kam_s38-augustus-gene-3.110&CDS=1-2760	YDL128W
2514	OG0002514	snap_masked-kam_s38-processed-gene-3.104-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.104&CDS=1-1662	YDR212W
2515	OG0002515	snap_masked-kam_s38-processed-gene-3.85-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.85&CDS=1-1305	YER061C
2516	OG0002516	snap_masked-kam_s38-processed-gene-3.86-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.86&CDS=1-2691	YDL149W
2517	OG0002517	snap_masked-kam_s38-processed-gene-3.87-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.87&CDS=1-2364	YDL148C
2518	OG0002518	snap_masked-kam_s38-processed-gene-3.108-mRNA-1_1&gene=snap_masked-kam_s38-processed-gene-3.108&CDS=1-684	YGR232W
2519	OG0002519	snap_masked-kam_s39-processed-gene-0.118-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.118&CDS=1-1899	YAR018C
2520	OG0002520	snap_masked-kam_s39-processed-gene-0.147-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.147&CDS=1-915	YAR015W
2521	OG0002521	snap_masked-kam_s39-processed-gene-0.119-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.119&CDS=1-597	YKL001C
2522	OG0002522	snap_masked-kam_s39-processed-gene-0.150-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.150&CDS=1-6369	YJL207C
2523	OG0002523	snap_masked-kam_s39-processed-gene-0.152-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.152&CDS=1-2016	YDR026C
2524	OG0002524	snap_masked-kam_s39-processed-gene-0.122-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.122&CDS=1-252	YLR038C
2525	OG0002525	snap_masked-kam_s39-processed-gene-0.153-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.153&CDS=1-699	YMR132C
2526	OG0002526	snap_masked-kam_s39-processed-gene-0.124-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.124&CDS=1-6729	YCR093W
2527	OG0002527	snap_masked-kam_s39-processed-gene-0.125-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.125&CDS=1-660	YDR177W
2528	OG0002528	augustus_masked-kam_s39-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-kam_s39-processed-gene-0.67&CDS=1-1281	YNR051C
2529	OG0002529	snap_masked-kam_s39-processed-gene-0.154-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.154&CDS=1-2577	YIL143C
2530	OG0002530	snap_masked-kam_s39-processed-gene-0.155-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.155&CDS=1-1038	YKR092C
2531	OG0002531	snap_masked-kam_s39-processed-gene-0.156-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.156&CDS=1-1122	YOR084W
2532	OG0002532	snap_masked-kam_s39-processed-gene-0.129-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.129&CDS=1-924	YIL145C
2533	OG0002533	snap_masked-kam_s39-processed-gene-0.158-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.158&CDS=1-1950	YGR119C
2534	OG0002534	snap_masked-kam_s39-processed-gene-0.131-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.131&CDS=1-1221	YPR065W
2535	OG0002535	snap_masked-kam_s39-processed-gene-0.161-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.161&CDS=1-1077	YKR071C
2536	OG0002536	snap_masked-kam_s39-processed-gene-0.132-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.132&CDS=1-1911	YIL144W
2537	OG0002537	snap_masked-kam_s39-processed-gene-0.163-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.163&CDS=1-552	YKR085C
2538	OG0002538	snap_masked-kam_s39-processed-gene-0.133-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.133&CDS=1-645	YNL151C
2539	OG0002539	snap_masked-kam_s39-processed-gene-0.166-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.166&CDS=1-1545	YPR137W
2540	OG0002540	snap_masked-kam_s39-processed-gene-0.167-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.167&CDS=1-393	YNL149C
2541	OG0002541	snap_masked-kam_s39-processed-gene-0.168-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.168&CDS=1-717	YNL148C
2542	OG0002542	snap_masked-kam_s39-processed-gene-0.134-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.134&CDS=1-429	YNL147W
2543	OG0002543	snap_masked-kam_s39-processed-gene-0.135-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.135&CDS=1-648	YHR128W
2544	OG0002544	snap_masked-kam_s39-processed-gene-0.171-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.171&CDS=1-1119	YPR191W
2545	OG0002545	snap_masked-kam_s39-processed-gene-0.172-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.172&CDS=1-1278	YLR459W
2546	OG0002546	snap_masked-kam_s39-processed-gene-0.137-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.137&CDS=1-333	YPR182W
2547	OG0002547	snap_masked-kam_s39-processed-gene-0.174-mRNA-1_1&gene=snap_masked-kam_s39-processed-gene-0.174&CDS=1-669	YJR123W
2548	OG0002548	snap_masked-kam_s4-processed-gene-0.1-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-0.1&CDS=1-1413	YNL022C
2549	OG0002549	augustus_masked-kam_s4-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-kam_s4-processed-gene-0.58&CDS=1-699	YOR232W
2550	OG0002550	snap_masked-kam_s4-processed-gene-0.18-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-0.18&CDS=1-1848	YBR123C
2551	OG0002551	snap_masked-kam_s4-processed-gene-0.21-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-0.21&CDS=1-1188	YHR004C
2552	OG0002552	snap_masked-kam_s4-processed-gene-0.24-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-0.24&CDS=1-1407	YBR182C
2553	OG0002553	snap_masked-kam_s4-processed-gene-0.10-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-0.10&CDS=1-6804	YPL085W
2554	OG0002554	snap_masked-kam_s4-processed-gene-0.26-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-0.26&CDS=1-888	YOR311C
2555	OG0002555	snap_masked-kam_s4-processed-gene-1.98-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.98&CDS=1-1419	YMR023C
2556	OG0002556	snap_masked-kam_s4-processed-gene-1.99-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.99&CDS=1-1794	YPR048W
2557	OG0002557	snap_masked-kam_s4-processed-gene-1.100-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.100&CDS=1-1326	YPR047W
2558	OG0002558	snap_masked-kam_s4-processed-gene-1.103-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.103&CDS=1-687	YBL038W
2559	OG0002559	genemark-kam_s4-processed-gene-1.70-mRNA-1_1&gene=genemark-kam_s4-processed-gene-1.70&CDS=1-657	YKL041W
2560	OG0002560	snap_masked-kam_s4-processed-gene-1.123-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.123&CDS=1-1074	YBR087W
2561	OG0002561	snap_masked-kam_s4-processed-gene-1.124-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.124&CDS=1-561	YER042W
2562	OG0002562	snap_masked-kam_s4-processed-gene-1.127-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.127&CDS=1-618	YOR289W
2563	OG0002563	snap_masked-kam_s4-processed-gene-1.108-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.108&CDS=1-660	YMR134W
2564	OG0002564	snap_masked-kam_s4-processed-gene-1.129-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.129&CDS=1-1104	YMR135C
2565	OG0002565	snap_masked-kam_s4-processed-gene-1.130-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.130&CDS=1-2472	YGL027C
2566	OG0002566	snap_masked-kam_s4-processed-gene-1.110-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.110&CDS=1-1248	YOL058W
2567	OG0002567	snap_masked-kam_s4-processed-gene-1.133-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.133&CDS=1-1566	YER051W
2568	OG0002568	snap_masked-kam_s4-processed-gene-1.111-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.111&CDS=1-1236	YIL042C
2569	OG0002569	snap_masked-kam_s4-processed-gene-1.112-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.112&CDS=1-1905	YDL146W
2570	OG0002570	snap_masked-kam_s4-processed-gene-1.134-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.134&CDS=1-3627	YGR233C
2571	OG0002571	snap_masked-kam_s4-processed-gene-1.135-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.135&CDS=1-606	YDR002W
2572	OG0002572	snap_masked-kam_s4-processed-gene-1.136-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.136&CDS=1-3237	YGR218W
2573	OG0002573	snap_masked-kam_s4-processed-gene-1.114-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.114&CDS=1-1455	YBR003W
2574	OG0002574	snap_masked-kam_s4-processed-gene-1.138-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.138&CDS=1-843	YGR220C
2575	OG0002575	snap_masked-kam_s4-processed-gene-1.139-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.139&CDS=1-663	YHR147C
2576	OG0002576	snap_masked-kam_s4-processed-gene-1.115-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.115&CDS=1-549	YHR148W
2577	OG0002577	snap_masked-kam_s4-processed-gene-1.142-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.142&CDS=1-372	YJL104W
2578	OG0002578	snap_masked-kam_s4-processed-gene-1.117-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.117&CDS=1-1938	YBR030W
2579	OG0002579	snap_masked-kam_s4-processed-gene-1.118-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.118&CDS=1-1848	YKR017C
2580	OG0002580	snap_masked-kam_s4-processed-gene-1.120-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.120&CDS=1-954	YKR030W
2581	OG0002581	snap_masked-kam_s4-processed-gene-1.144-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-1.144&CDS=1-678	YNL129W
2582	OG0002582	snap_masked-kam_s4-processed-gene-2.4-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.4&CDS=1-798	YNL036W
2583	OG0002583	snap_masked-kam_s4-processed-gene-2.8-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.8&CDS=1-669	YJL055W
2584	OG0002584	snap_masked-kam_s4-processed-gene-2.6-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.6&CDS=1-801	YAL014C
2585	OG0002585	snap_masked-kam_s4-processed-gene-2.9-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.9&CDS=1-420	YJR044C
2586	OG0002586	snap_masked-kam_s4-processed-gene-2.7-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.7&CDS=1-1575	YOL033W
2587	OG0002587	snap_masked-kam_s4-processed-gene-2.35-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.35&CDS=1-3237	YOL034W
2588	OG0002588	maker-kam_s4-augustus-gene-2.56-mRNA-1_1&gene=maker-kam_s4-augustus-gene-2.56&CDS=1-993	YGL106W
2589	OG0002589	augustus_masked-kam_s4-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-kam_s4-processed-gene-2.137&CDS=1-2265	YNL001W
2590	OG0002590	augustus_masked-kam_s4-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-kam_s4-processed-gene-2.122&CDS=1-1161	YGR029W
2591	OG0002591	snap_masked-kam_s4-processed-gene-2.20-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.20&CDS=1-2736	YJL187C
2592	OG0002592	snap_masked-kam_s4-processed-gene-2.43-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.43&CDS=1-4095	YER008C
2593	OG0002593	snap_masked-kam_s4-processed-gene-2.44-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.44&CDS=1-633	YBR171W
2594	OG0002594	snap_masked-kam_s4-processed-gene-2.47-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.47&CDS=1-717	YPL051W
2595	OG0002595	snap_masked-kam_s4-processed-gene-2.24-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.24&CDS=1-1398	YER081W
2596	OG0002596	snap_masked-kam_s4-processed-gene-2.25-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.25&CDS=1-2913	YIL075C
2597	OG0002597	snap_masked-kam_s4-processed-gene-2.28-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.28&CDS=1-1617	YER014W
2598	OG0002598	snap_masked-kam_s4-processed-gene-2.49-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.49&CDS=1-348	YIR009W
2599	OG0002599	snap_masked-kam_s4-processed-gene-2.50-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.50&CDS=1-1158	YGL143C
2600	OG0002600	snap_masked-kam_s4-processed-gene-2.51-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.51&CDS=1-1380	YDR316W
2601	OG0002601	snap_masked-kam_s4-processed-gene-2.30-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.30&CDS=1-1272	YDL097C
2602	OG0002602	snap_masked-kam_s4-processed-gene-2.52-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.52&CDS=1-2352	YDL116W
2603	OG0002603	snap_masked-kam_s4-processed-gene-2.31-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.31&CDS=1-2088	YDL113C
2604	OG0002604	snap_masked-kam_s4-processed-gene-2.32-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.32&CDS=1-4227	YDL112W
2605	OG0002605	snap_masked-kam_s4-processed-gene-2.54-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-2.54&CDS=1-867	YDL111C
2606	OG0002606	snap_masked-kam_s4-processed-gene-3.44-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.44&CDS=1-372	YDL092W
2607	OG0002607	snap_masked-kam_s4-processed-gene-3.45-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.45&CDS=1-2613	YBR179C
2608	OG0002608	snap_masked-kam_s4-processed-gene-3.43-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.43&CDS=1-642	YIR032C
2609	OG0002609	snap_masked-kam_s4-processed-gene-3.48-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.48&CDS=1-2583	YGL233W
2610	OG0002610	snap_masked-kam_s4-processed-gene-3.49-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.49&CDS=1-861	YMR314W
2611	OG0002611	snap_masked-kam_s4-processed-gene-3.50-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.50&CDS=1-846	YGL232W
2612	OG0002612	snap_masked-kam_s4-processed-gene-3.65-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.65&CDS=1-504	YGL231C
2613	OG0002613	snap_masked-kam_s4-processed-gene-3.53-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.53&CDS=1-1191	YPL138C
2614	OG0002614	snap_masked-kam_s4-processed-gene-3.66-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.66&CDS=1-1422	YDR403W
2615	OG0002615	snap_masked-kam_s4-processed-gene-3.54-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.54&CDS=1-3195	YDR060W
2616	OG0002616	augustus_masked-kam_s4-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-kam_s4-processed-gene-3.23&CDS=1-5319	YBL104C
2617	OG0002617	snap_masked-kam_s4-processed-gene-3.57-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.57&CDS=1-3807	YFL036W
2618	OG0002618	snap_masked-kam_s4-processed-gene-3.70-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.70&CDS=1-855	YFL034C-B
2619	OG0002619	genemark-kam_s4-processed-gene-3.114-mRNA-1_1&gene=genemark-kam_s4-processed-gene-3.114&CDS=1-1809	YNL169C
2620	OG0002620	genemark-kam_s4-processed-gene-3.115-mRNA-1_1&gene=genemark-kam_s4-processed-gene-3.115&CDS=1-5925	YOR187W
2621	OG0002621	snap_masked-kam_s4-processed-gene-3.76-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.76&CDS=1-1161	YBR155W
2622	OG0002622	snap_masked-kam_s4-processed-gene-3.59-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.59&CDS=1-1908	YLR299W
2623	OG0002623	snap_masked-kam_s4-processed-gene-3.78-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-3.78&CDS=1-3687	YOR188W
2624	OG0002624	genemark-kam_s4-processed-gene-3.122-mRNA-1_1&gene=genemark-kam_s4-processed-gene-3.122&CDS=1-3843	YJR131W
2625	OG0002625	snap_masked-kam_s4-processed-gene-4.99-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.99&CDS=1-2445	YML076C
2626	OG0002626	maker-kam_s4-snap-gene-4.146-mRNA-1_1&gene=maker-kam_s4-snap-gene-4.146&CDS=1-1467	YLR212C
2627	OG0002627	snap_masked-kam_s4-processed-gene-4.129-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.129&CDS=1-1599	YER052C
2628	OG0002628	snap_masked-kam_s4-processed-gene-4.107-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.107&CDS=1-1839	YER049W
2629	OG0002629	snap_masked-kam_s4-processed-gene-4.130-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.130&CDS=1-2295	YLL013C
2630	OG0002630	snap_masked-kam_s4-processed-gene-4.131-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.131&CDS=1-1305	YGR223C
2631	OG0002631	genemark-kam_s4-processed-gene-4.75-mRNA-1_1&gene=genemark-kam_s4-processed-gene-4.75&CDS=1-2049	YKL022C
2632	OG0002632	snap_masked-kam_s4-processed-gene-4.133-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.133&CDS=1-1101	YIR034C
2633	OG0002633	snap_masked-kam_s4-processed-gene-4.134-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.134&CDS=1-1419	YJR003C
2634	OG0002634	snap_masked-kam_s4-processed-gene-4.135-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.135&CDS=1-1824	YGR194C
2635	OG0002635	snap_masked-kam_s4-processed-gene-4.138-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.138&CDS=1-4488	YPR184W
2636	OG0002636	snap_masked-kam_s4-processed-gene-4.115-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.115&CDS=1-4836	YNL139C
2637	OG0002637	snap_masked-kam_s4-processed-gene-4.139-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.139&CDS=1-1188	YPR186C
2638	OG0002638	snap_masked-kam_s4-processed-gene-4.119-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.119&CDS=1-453	YDR397C
2639	OG0002639	snap_masked-kam_s4-processed-gene-4.140-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.140&CDS=1-282	YER074W-A
2640	OG0002640	snap_masked-kam_s4-processed-gene-4.121-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.121&CDS=1-1065	YGR048W
2641	OG0002641	snap_masked-kam_s4-processed-gene-4.122-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.122&CDS=1-2688	YKL073W
2642	OG0002642	snap_masked-kam_s4-processed-gene-4.123-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.123&CDS=1-1767	YKL074C
2643	OG0002643	augustus_masked-kam_s4-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-kam_s4-processed-gene-4.39&CDS=1-858	YMR055C
2644	OG0002644	snap_masked-kam_s4-processed-gene-4.124-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.124&CDS=1-861	YCL031C
2645	OG0002645	snap_masked-kam_s4-processed-gene-4.125-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.125&CDS=1-807	YMR289W
2646	OG0002646	snap_masked-kam_s4-processed-gene-4.145-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-4.145&CDS=1-1434	YJL025W
2647	OG0002647	snap_masked-kam_s4-processed-gene-5.147-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.147&CDS=1-2148	YDR017C
2648	OG0002648	snap_masked-kam_s4-processed-gene-5.146-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.146&CDS=1-2862	YDL031W
2649	OG0002649	snap_masked-kam_s4-processed-gene-5.148-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.148&CDS=1-1524	YOL123W
2650	OG0002650	snap_masked-kam_s4-processed-gene-5.149-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.149&CDS=1-1314	YOL124C
2651	OG0002651	snap_masked-kam_s4-processed-gene-5.150-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.150&CDS=1-990	YGR144W
2652	OG0002652	genemark-kam_s4-processed-gene-5.7-mRNA-1_1&gene=genemark-kam_s4-processed-gene-5.7&CDS=1-2808	YLR277C
2653	OG0002653	maker-kam_s4-augustus-gene-5.140-mRNA-1_1&gene=maker-kam_s4-augustus-gene-5.140&CDS=1-3078	YLR289W
2654	OG0002654	snap_masked-kam_s4-processed-gene-5.186-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.186&CDS=1-1686	YER086W
2655	OG0002655	snap_masked-kam_s4-processed-gene-5.187-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.187&CDS=1-1242	YGR058W
2656	OG0002656	augustus_masked-kam_s4-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-kam_s4-processed-gene-5.78&CDS=1-1305	YLR363C
2657	OG0002657	snap_masked-kam_s4-processed-gene-5.160-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.160&CDS=1-1092	YMR228W
2658	OG0002658	snap_masked-kam_s4-processed-gene-5.192-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.192&CDS=1-2226	YMR061W
2659	OG0002659	snap_masked-kam_s4-processed-gene-5.161-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.161&CDS=1-1029	YMR060C
2660	OG0002660	snap_masked-kam_s4-processed-gene-5.162-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.162&CDS=1-1341	YKL077W
2661	OG0002661	snap_masked-kam_s4-processed-gene-5.163-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.163&CDS=1-1452	YKL175W
2662	OG0002662	snap_masked-kam_s4-processed-gene-5.166-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.166&CDS=1-660	YFL010C
2663	OG0002663	snap_masked-kam_s4-processed-gene-5.197-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.197&CDS=1-1767	YLR060W
2664	OG0002664	snap_masked-kam_s4-processed-gene-5.198-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.198&CDS=1-2853	YFL034W
2665	OG0002665	snap_masked-kam_s4-processed-gene-5.168-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.168&CDS=1-3834	YJL197W
2666	OG0002666	snap_masked-kam_s4-processed-gene-5.169-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.169&CDS=1-951	YLR063W
2667	OG0002667	snap_masked-kam_s4-processed-gene-5.199-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.199&CDS=1-996	YPL015C
2668	OG0002668	snap_masked-kam_s4-processed-gene-5.170-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.170&CDS=1-3036	YPL009C
2669	OG0002669	snap_masked-kam_s4-processed-gene-5.200-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.200&CDS=1-945	YNL229C
2670	OG0002670	snap_masked-kam_s4-processed-gene-5.172-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.172&CDS=1-861	YLR126C
2671	OG0002671	genemark-kam_s4-processed-gene-5.27-mRNA-1_1&gene=genemark-kam_s4-processed-gene-5.27&CDS=1-999	YIL061C
2672	OG0002672	snap_masked-kam_s4-processed-gene-5.174-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.174&CDS=1-1752	YNL308C
2673	OG0002673	snap_masked-kam_s4-processed-gene-5.205-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.205&CDS=1-954	YDR044W
2674	OG0002674	snap_masked-kam_s4-processed-gene-5.206-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.206&CDS=1-660	YFR007W
2675	OG0002675	snap_masked-kam_s4-processed-gene-5.207-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.207&CDS=1-1119	YOR166C
2676	OG0002676	snap_masked-kam_s4-processed-gene-5.208-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.208&CDS=1-1824	YFR048W
2677	OG0002677	snap_masked-kam_s4-processed-gene-5.176-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.176&CDS=1-2148	YGL245W
2678	OG0002678	snap_masked-kam_s4-processed-gene-5.180-mRNA-1_1&gene=snap_masked-kam_s4-processed-gene-5.180&CDS=1-717	YDL087C
