	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026145_Ambrosiozyma_vanderkliftii
2934	OG0002934	YNL260C	augustus_masked-flattened_line_176-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_176-processed-gene-0.12&CDS=1-534
2935	OG0002935	YNL261W	snap_masked-flattened_line_176-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.39&CDS=1-1509
2936	OG0002936	YNL262W	augustus_masked-flattened_line_0-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.6&CDS=1-6711
2937	OG0002937	YNL263C	augustus_masked-flattened_line_0-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.42&CDS=1-1020
2938	OG0002938	YNL267W	augustus_masked-flattened_line_108-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.65&CDS=1-3054
2939	OG0002939	YNL271C	augustus_masked-flattened_line_72-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.91&CDS=1-5622
2940	OG0002940	YNL272C	augustus_masked-flattened_line_286-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_286-processed-gene-0.3&CDS=1-1611
2941	OG0002941	YNL273W	augustus_masked-flattened_line_72-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.90&CDS=1-3915
2942	OG0002942	YNL274C	augustus_masked-flattened_line_22-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.85&CDS=1-1056
2943	OG0002943	YNL275W	augustus_masked-flattened_line_50-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.34&CDS=1-1647
2944	OG0002944	YNL277W	augustus_masked-flattened_line_290-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_290-processed-gene-0.14&CDS=1-1518
2945	OG0002945	YNL279W	augustus_masked-flattened_line_86-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.117&CDS=1-2424
2946	OG0002946	YNL280C	augustus_masked-flattened_line_74-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.123&CDS=1-1317
2947	OG0002947	YNL284C	augustus_masked-flattened_line_2-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.28&CDS=1-885
2948	OG0002948	YNL286W	augustus_masked-flattened_line_265-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_265-processed-gene-0.29&CDS=1-1254
2949	OG0002949	YNL287W	augustus_masked-flattened_line_52-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.162&CDS=1-2754
2950	OG0002950	YNL290W	augustus_masked-flattened_line_2-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.111&CDS=1-990
2951	OG0002951	YNL292W	augustus_masked-flattened_line_24-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.55&CDS=1-1170
2952	OG0002952	YNL294C	augustus_masked-flattened_line_6-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.13&CDS=1-2064
2953	OG0002953	YNL297C	augustus_masked-flattened_line_24-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.38&CDS=1-5055
2954	OG0002954	YNL306W	maker-flattened_line_100-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_100-snap-gene-0.1&CDS=1-633
2955	OG0002955	YNL307C	augustus_masked-flattened_line_100-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.76&CDS=1-1113
2956	OG0002956	YNL308C	augustus_masked-flattened_line_211-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_211-processed-gene-0.54&CDS=1-1701
2957	OG0002957	YNL310C	maker-flattened_line_8-augustus-gene-0.116-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.116&CDS=1-612
2958	OG0002958	YNL312W	augustus_masked-flattened_line_158-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.5&CDS=1-786
2959	OG0002959	YNL313C	genemark-flattened_line_8-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.13&CDS=1-2934
2960	OG0002960	YNL315C	maker-flattened_line_2-snap-gene-2.91-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-2.91&CDS=1-969
2961	OG0002961	YNL316C	maker-flattened_line_2-augustus-gene-2.87-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.87&CDS=1-1008
2962	OG0002962	YNL317W	augustus_masked-flattened_line_100-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.71&CDS=1-1749
2963	OG0002963	YNL320W	augustus_masked-flattened_line_26-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.157&CDS=1-960
2964	OG0002964	YNL321W	augustus_masked-flattened_line_110-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.33&CDS=1-4464
2965	OG0002965	YNL323W	augustus_masked-flattened_line_62-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.108&CDS=1-1275
2966	OG0002966	YNL325C	augustus_masked-flattened_line_112-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.29&CDS=1-3402
2967	OG0002967	YNL326C	augustus_masked-flattened_line_22-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.95&CDS=1-1008
2968	OG0002968	YNL328C	genemark-flattened_line_12-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.56&CDS=1-366
2969	OG0002969	YNL329C	augustus_masked-flattened_line_263-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_263-processed-gene-0.23&CDS=1-3354
2970	OG0002970	YNL330C	genemark-flattened_line_22-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.50&CDS=1-1794
2971	OG0002971	YNR003C	augustus_masked-flattened_line_38-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.198&CDS=1-1086
2972	OG0002972	YNR006W	augustus_masked-flattened_line_10-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.99&CDS=1-2163
2973	OG0002973	YNR007C	augustus_masked-flattened_line_24-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.66&CDS=1-1164
2974	OG0002974	YNR012W	augustus_masked-flattened_line_52-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.150&CDS=1-1476
2975	OG0002975	YNR015W	augustus_masked-flattened_line_62-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.111&CDS=1-1152
2976	OG0002976	YNR016C	augustus_masked-flattened_line_98-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.10&CDS=1-6648
2977	OG0002977	YNR017W	augustus_masked-flattened_line_156-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.60&CDS=1-729
2978	OG0002978	YNR020C	augustus_masked-flattened_line_92-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.92&CDS=1-726
2979	OG0002979	YNR021W	augustus_masked-flattened_line_150-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.93&CDS=1-1137
2980	OG0002980	YNR022C	augustus_masked-flattened_line_150-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.79&CDS=1-714
2981	OG0002981	YNR026C	augustus_masked-flattened_line_66-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.114&CDS=1-2889
2982	OG0002982	YNR029C	augustus_masked-flattened_line_225-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_225-processed-gene-0.59&CDS=1-1275
2983	OG0002983	YNR030W	augustus_masked-flattened_line_225-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_225-processed-gene-0.50&CDS=1-1701
2984	OG0002984	YNR032C-A	augustus_masked-flattened_line_116-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.66&CDS=1-219
2985	OG0002985	YNR032W	maker-flattened_line_170-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_170-snap-gene-0.4&CDS=1-1104
2986	OG0002986	YNR033W	augustus_masked-flattened_line_30-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.157&CDS=1-2193
2987	OG0002987	YNR035C	augustus_masked-flattened_line_96-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.1&CDS=1-999
2988	OG0002988	YNR036C	augustus_masked-flattened_line_144-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.97&CDS=1-570
2989	OG0002989	YNR037C	augustus_masked-flattened_line_170-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.53&CDS=1-273
2990	OG0002990	YNR038W	augustus_masked-flattened_line_144-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.83&CDS=1-2127
2991	OG0002991	YNR039C	augustus_masked-flattened_line_116-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.87&CDS=1-1962
2992	OG0002992	YNR041C	augustus_masked-flattened_line_84-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.19&CDS=1-1179
2993	OG0002993	YNR043W	augustus_masked-flattened_line_62-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.95&CDS=1-1188
2994	OG0002994	YNR046W	augustus_masked-flattened_line_8-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.189&CDS=1-1860
2995	OG0002995	YNR050C	augustus_masked-flattened_line_28-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.58&CDS=1-1341
2996	OG0002996	YNR052C	augustus_masked-flattened_line_54-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.34&CDS=1-1698
2997	OG0002997	YNR053C	maker-flattened_line_54-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.5&CDS=1-1608
2998	OG0002998	YNR055C	augustus_masked-flattened_line_8-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.105&CDS=1-1797
2999	OG0002999	YNR074C	snap_masked-flattened_line_22-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.18&CDS=1-1143
3000	OG0003000	YOL001W	augustus_masked-flattened_line_48-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.47&CDS=1-1686
3001	OG0003001	YOL002C	augustus_masked-flattened_line_36-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.175&CDS=1-993
3002	OG0003002	YOL003C	genemark-flattened_line_170-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_170-processed-gene-0.48&CDS=1-1218
3003	OG0003003	YOL004W	maker-flattened_line_170-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_170-augustus-gene-0.0&CDS=1-4101
3004	OG0003004	YOL005C	maker-flattened_line_170-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_170-augustus-gene-0.2&CDS=1-372
3005	OG0003005	YOL006C	augustus_masked-flattened_line_170-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.67&CDS=1-2436
3006	OG0003006	YOL008W	augustus_masked-flattened_line_186-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.45&CDS=1-591
3007	OG0003007	YOL009C	maker-flattened_line_292-snap-gene-0.18-mRNA-1_1&gene=maker-flattened_line_292-snap-gene-0.18&CDS=1-1119
3008	OG0003008	YOL010W	augustus_masked-flattened_line_186-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.43&CDS=1-1110
3009	OG0003009	YOL012C	augustus_masked-flattened_line_154-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.30&CDS=1-405
3010	OG0003010	YOL018C	augustus_masked-flattened_line_211-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_211-processed-gene-0.45&CDS=1-1242
3011	OG0003011	YOL019W	augustus_masked-flattened_line_110-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.32&CDS=1-660
3012	OG0003012	YOL021C	augustus_masked-flattened_line_32-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.128&CDS=1-2937
3013	OG0003013	YOL022C	augustus_masked-flattened_line_66-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.133&CDS=1-1332
3014	OG0003014	YOL023W	augustus_masked-flattened_line_30-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.196&CDS=1-2475
3015	OG0003015	YOL026C	augustus_masked-flattened_line_16-processed-gene-1.208-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.208&CDS=1-375
3016	OG0003016	YOL030W	augustus_masked-flattened_line_66-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.128&CDS=1-1389
3017	OG0003017	YOL031C	augustus_masked-flattened_line_10-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.101&CDS=1-1695
3018	OG0003018	YOL032W	augustus_masked-flattened_line_94-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.50&CDS=1-660
3019	OG0003019	YOL033W	augustus_masked-flattened_line_94-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.73&CDS=1-1581
3020	OG0003020	YOL034W	augustus_masked-flattened_line_26-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.176&CDS=1-3321
3021	OG0003021	YOL038W	snap_masked-flattened_line_344-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_344-processed-gene-0.11&CDS=1-756
3022	OG0003022	YOL040C	augustus_masked-flattened_line_16-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.168&CDS=1-420
3023	OG0003023	YOL041C	augustus_masked-flattened_line_16-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.198&CDS=1-1374
3024	OG0003024	YOL049W	augustus_masked-flattened_line_156-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.57&CDS=1-1473
3025	OG0003025	YOL051W	maker-flattened_line_2-snap-gene-3.161-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.161&CDS=1-3150
3026	OG0003026	YOL052C	augustus_masked-flattened_line_30-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.162&CDS=1-1269
3027	OG0003027	YOL057W	augustus_masked-flattened_line_58-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.121&CDS=1-2196
3028	OG0003028	YOL058W	augustus_masked-flattened_line_62-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.101&CDS=1-1248
3029	OG0003029	YOL060C	augustus_masked-flattened_line_116-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.71&CDS=1-3642
3030	OG0003030	YOL061W	snap_masked-flattened_line_116-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.7&CDS=1-1539
3031	OG0003031	YOL062C	snap_masked-flattened_line_116-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.26&CDS=1-1545
3032	OG0003032	YOL063C	augustus_masked-flattened_line_24-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.45&CDS=1-2400
3033	OG0003033	YOL065C	augustus_masked-flattened_line_48-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.11&CDS=1-1263
3034	OG0003034	YOL067C	augustus_masked-flattened_line_18-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.52&CDS=1-1158
3035	OG0003035	YOL069W	augustus_masked-flattened_line_6-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.62&CDS=1-1374
3036	OG0003036	YOL070C	maker-flattened_line_96-snap-gene-0.78-mRNA-1_1&gene=maker-flattened_line_96-snap-gene-0.78&CDS=1-1551
3037	OG0003037	YOL071W	augustus_masked-flattened_line_18-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.53&CDS=1-474
3038	OG0003038	YOL072W	augustus_masked-flattened_line_24-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.40&CDS=1-1389
3039	OG0003039	YOL073C	augustus_masked-flattened_line_2-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.44&CDS=1-897
3040	OG0003040	YOL075C	augustus_masked-flattened_line_10-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.115&CDS=1-4062
3041	OG0003041	YOL077C	augustus_masked-flattened_line_70-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.115&CDS=1-894
3042	OG0003042	YOL077W-A	augustus_masked-flattened_line_70-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.143&CDS=1-204
3043	OG0003043	YOL078W	augustus_masked-flattened_line_70-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.116&CDS=1-2796
3044	OG0003044	YOL080C	augustus_masked-flattened_line_52-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.131&CDS=1-762
3045	OG0003045	YOL086W-A	augustus_masked-flattened_line_70-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.117&CDS=1-522
3046	OG0003046	YOL090W	augustus_masked-flattened_line_90-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.73&CDS=1-2907
3047	OG0003047	YOL093W	augustus_masked-flattened_line_104-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.9&CDS=1-993
3048	OG0003048	YOL094C	augustus_masked-flattened_line_56-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.85&CDS=1-984
3049	OG0003049	YOL095C	augustus_masked-flattened_line_172-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.54&CDS=1-2286
3050	OG0003050	YOL096C	augustus_masked-flattened_line_48-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.28&CDS=1-969
3051	OG0003051	YOL097C	augustus_masked-flattened_line_6-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.84&CDS=1-1278
3052	OG0003052	YOL098C	augustus_masked-flattened_line_2-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.66&CDS=1-3117
3053	OG0003053	YOL102C	augustus_masked-flattened_line_8-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.185&CDS=1-924
3054	OG0003054	YOL107W	augustus_masked-flattened_line_6-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.106&CDS=1-1140
3055	OG0003055	YOL108C	genemark-flattened_line_6-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.84&CDS=1-318
3056	OG0003056	YOL110W	augustus_masked-flattened_line_6-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.12&CDS=1-588
3057	OG0003057	YOL114C	snap_masked-flattened_line_136-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.5&CDS=1-567
3058	OG0003058	YOL116W	augustus_masked-flattened_line_148-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.56&CDS=1-1146
3059	OG0003059	YOL122C	augustus_masked-flattened_line_62-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.106&CDS=1-1674
3060	OG0003060	YOL123W	augustus_masked-flattened_line_2-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.49&CDS=1-1557
3061	OG0003061	YOL124C	augustus_masked-flattened_line_2-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.13&CDS=1-1335
3062	OG0003062	YOL125W	augustus_masked-flattened_line_10-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.112&CDS=1-2199
3063	OG0003063	YOL127W	maker-flattened_line_100-augustus-gene-0.52-mRNA-1_1&gene=maker-flattened_line_100-augustus-gene-0.52&CDS=1-423
3064	OG0003064	YOL129W	augustus_masked-flattened_line_100-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.56&CDS=1-519
3065	OG0003065	YOL132W	genemark-flattened_line_2-processed-gene-2.23-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.23&CDS=1-1365
3066	OG0003066	YOL133W	augustus_masked-flattened_line_8-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.93&CDS=1-321
3067	OG0003067	YOL135C	augustus_masked-flattened_line_8-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.110&CDS=1-888
3068	OG0003068	YOL136C	augustus_masked-flattened_line_100-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.89&CDS=1-1347
3069	OG0003069	YOL137W	augustus_masked-flattened_line_8-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.177&CDS=1-1515
3070	OG0003070	YOL138C	genemark-flattened_line_26-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.124&CDS=1-3321
3071	OG0003071	YOL139C	augustus_masked-flattened_line_110-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.14&CDS=1-627
3072	OG0003072	YOL140W	augustus_masked-flattened_line_110-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.11&CDS=1-1359
3073	OG0003073	YOL141W	augustus_masked-flattened_line_112-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.13&CDS=1-2100
3074	OG0003074	YOL142W	augustus_masked-flattened_line_112-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.12&CDS=1-720
3075	OG0003075	YOL143C	augustus_masked-flattened_line_130-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.40&CDS=1-1473
3076	OG0003076	YOL144W	augustus_masked-flattened_line_130-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.43&CDS=1-1566
3077	OG0003077	YOL145C	augustus_masked-flattened_line_130-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.51&CDS=1-3318
3078	OG0003078	YOL146W	maker-flattened_line_104-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_104-augustus-gene-0.7&CDS=1-561
3079	OG0003079	YOL147C	augustus_masked-flattened_line_136-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.63&CDS=1-732
3080	OG0003080	YOL148C	augustus_masked-flattened_line_32-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.93&CDS=1-2370
3081	OG0003081	YOL149W	augustus_masked-flattened_line_32-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.123&CDS=1-663
3082	OG0003082	YOL152W	augustus_masked-flattened_line_241-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_241-processed-gene-0.13&CDS=1-1881
3083	OG0003083	YOL154W	augustus_masked-flattened_line_40-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.98&CDS=1-765
3084	OG0003084	YOR001W	augustus_masked-flattened_line_0-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.134&CDS=1-2364
3085	OG0003085	YOR002W	maker-flattened_line_227-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_227-snap-gene-0.0&CDS=1-2646
3086	OG0003086	YOR004W	augustus_masked-flattened_line_56-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.82&CDS=1-864
3087	OG0003087	YOR005C	augustus_masked-flattened_line_296-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_296-processed-gene-0.17&CDS=1-2862
3088	OG0003088	YOR006C	augustus_masked-flattened_line_36-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.162&CDS=1-978
3089	OG0003089	YOR007C	augustus_masked-flattened_line_36-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.163&CDS=1-1176
3090	OG0003090	YOR014W	augustus_masked-flattened_line_94-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.63&CDS=1-1950
3091	OG0003091	YOR017W	augustus_masked-flattened_line_66-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.95&CDS=1-2115
3092	OG0003092	YOR020C	augustus_masked-flattened_line_2-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.62&CDS=1-318
3093	OG0003093	YOR021C	augustus_masked-flattened_line_30-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.207&CDS=1-609
3094	OG0003094	YOR022C	augustus_masked-flattened_line_6-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.94&CDS=1-2196
3095	OG0003095	YOR025W	augustus_masked-flattened_line_166-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.44&CDS=1-1512
3096	OG0003096	YOR026W	snap_masked-flattened_line_302-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_302-processed-gene-0.14&CDS=1-1203
3097	OG0003097	YOR027W	augustus_masked-flattened_line_166-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_166-processed-gene-0.38&CDS=1-1773
