	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034760_Lipomyces_kononenkoae
2876	OG0002876	YOL098C	snap_masked-NODE_9_length_328160_cov_18.9397_ID_17-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_9_length_328160_cov_18.9397_ID_17-processed-gene-1.60&CDS=1-3192
2877	OG0002877	YOL102C	augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-0.144&CDS=1-681
2878	OG0002878	YOL107W	snap_masked-NODE_34_length_171312_cov_19.2618_ID_67-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_34_length_171312_cov_19.2618_ID_67-processed-gene-0.123&CDS=1-1206
2879	OG0002879	YOL110W	augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_10_length_308460_cov_19.375_ID_19-processed-gene-1.41&CDS=1-579
2880	OG0002880	YOL114C	maker-NODE_30_length_185954_cov_19.4228_ID_59-snap-gene-0.129-mRNA-1_1&gene=maker-NODE_30_length_185954_cov_19.4228_ID_59-snap-gene-0.129&CDS=1-603
2881	OG0002881	YOL116W	augustus_masked-NODE_9_length_328160_cov_18.9397_ID_17-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_9_length_328160_cov_18.9397_ID_17-processed-gene-1.155&CDS=1-1104
2882	OG0002882	YOL123W	maker-NODE_38_length_160055_cov_18.8417_ID_75-augustus-gene-0.13-mRNA-1_1&gene=maker-NODE_38_length_160055_cov_18.8417_ID_75-augustus-gene-0.13&CDS=1-1686
2883	OG0002883	YOL124C	maker-NODE_15_length_255706_cov_19.5054_ID_29-augustus-gene-0.58-mRNA-1_1&gene=maker-NODE_15_length_255706_cov_19.5054_ID_29-augustus-gene-0.58&CDS=1-1335
2884	OG0002884	YOL125W	maker-NODE_15_length_255706_cov_19.5054_ID_29-augustus-gene-0.62-mRNA-1_1&gene=maker-NODE_15_length_255706_cov_19.5054_ID_29-augustus-gene-0.62&CDS=1-1344
2885	OG0002885	YOL127W	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-2.83-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-2.83&CDS=1-438
2886	OG0002886	YOL129W	augustus_masked-NODE_15_length_255706_cov_19.5054_ID_29-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_15_length_255706_cov_19.5054_ID_29-processed-gene-1.30&CDS=1-525
2887	OG0002887	YOL132W	maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-0.88-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-0.88&CDS=1-1521
2888	OG0002888	YOL133W	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-2.167&CDS=1-324
2889	OG0002889	YOL135C	maker-NODE_29_length_189010_cov_19.6402_ID_57-augustus-gene-0.189-mRNA-1_1&gene=maker-NODE_29_length_189010_cov_19.6402_ID_57-augustus-gene-0.189&CDS=1-774
2890	OG0002890	YOL138C	augustus_masked-NODE_26_length_191657_cov_19.4068_ID_51-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_26_length_191657_cov_19.4068_ID_51-processed-gene-0.217&CDS=1-1911
2891	OG0002891	YOL139C	snap_masked-NODE_43_length_144385_cov_19.5137_ID_85-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_43_length_144385_cov_19.5137_ID_85-processed-gene-0.119&CDS=1-789
2892	OG0002892	YOL140W	augustus_masked-NODE_47_length_131077_cov_18.1418_ID_93-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_47_length_131077_cov_18.1418_ID_93-processed-gene-0.18&CDS=1-1410
2893	OG0002893	YOL141W	maker-NODE_21_length_222959_cov_18.8651_ID_41-augustus-gene-1.146-mRNA-1_1&gene=maker-NODE_21_length_222959_cov_18.8651_ID_41-augustus-gene-1.146&CDS=1-3081
2894	OG0002894	YOL142W	augustus_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-4.111&CDS=1-777
2895	OG0002895	YOL143C	augustus_masked-NODE_31_length_179249_cov_19.1009_ID_61-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_31_length_179249_cov_19.1009_ID_61-processed-gene-0.91&CDS=1-597
2896	OG0002896	YOL144W	augustus_masked-NODE_8_length_336372_cov_19.1489_ID_15-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_8_length_336372_cov_19.1489_ID_15-processed-gene-2.80&CDS=1-1872
2897	OG0002897	YOL145C	maker-NODE_61_length_83660_cov_18.6574_ID_121-augustus-gene-0.59-mRNA-1_1&gene=maker-NODE_61_length_83660_cov_18.6574_ID_121-augustus-gene-0.59&CDS=1-2943
2898	OG0002898	YOL146W	maker-NODE_9_length_328160_cov_18.9397_ID_17-augustus-gene-1.8-mRNA-1_1&gene=maker-NODE_9_length_328160_cov_18.9397_ID_17-augustus-gene-1.8&CDS=1-546
2899	OG0002899	YOL147C	maker-NODE_72_length_63210_cov_19.478_ID_143-augustus-gene-0.39-mRNA-1_1&gene=maker-NODE_72_length_63210_cov_19.478_ID_143-augustus-gene-0.39&CDS=1-702
2900	OG0002900	YOL148C	maker-NODE_30_length_185954_cov_19.4228_ID_59-augustus-gene-0.191-mRNA-1_1&gene=maker-NODE_30_length_185954_cov_19.4228_ID_59-augustus-gene-0.191&CDS=1-1551
2901	OG0002901	YOR001W	augustus_masked-NODE_15_length_255706_cov_19.5054_ID_29-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_15_length_255706_cov_19.5054_ID_29-processed-gene-1.32&CDS=1-1812
2902	OG0002902	YOR002W	maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-0.77-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-0.77&CDS=1-1605
2903	OG0002903	YOR004W	maker-NODE_49_length_124783_cov_20.3228_ID_97-snap-gene-0.190-mRNA-1_1&gene=maker-NODE_49_length_124783_cov_20.3228_ID_97-snap-gene-0.190&CDS=1-609
2904	OG0002904	YOR005C	genemark-NODE_49_length_124783_cov_20.3228_ID_97-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_49_length_124783_cov_20.3228_ID_97-processed-gene-0.67&CDS=1-2970
2905	OG0002905	YOR006C	augustus_masked-NODE_13_length_279715_cov_18.2027_ID_25-processed-gene-1.295-mRNA-1_1&gene=augustus_masked-NODE_13_length_279715_cov_18.2027_ID_25-processed-gene-1.295&CDS=1-876
2906	OG0002906	YOR007C	augustus_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-0.52&CDS=1-1029
2907	OG0002907	YOR008C	maker-NODE_78_length_51526_cov_18.6156_ID_155-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_78_length_51526_cov_18.6156_ID_155-augustus-gene-0.2&CDS=1-1074
2908	OG0002908	YOR014W	maker-NODE_114_length_25222_cov_18.7408_ID_227-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_114_length_25222_cov_18.7408_ID_227-augustus-gene-0.43&CDS=1-1869
2909	OG0002909	YOR017W	snap_masked-NODE_55_length_96634_cov_19.9288_ID_109-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_55_length_96634_cov_19.9288_ID_109-processed-gene-0.71&CDS=1-1674
2910	OG0002910	YOR018W	maker-NODE_29_length_189010_cov_19.6402_ID_57-augustus-gene-0.192-mRNA-1_1&gene=maker-NODE_29_length_189010_cov_19.6402_ID_57-augustus-gene-0.192&CDS=1-1785
2911	OG0002911	YOR020C	genemark-NODE_68_length_69446_cov_19.0023_ID_135-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_68_length_69446_cov_19.0023_ID_135-processed-gene-0.76&CDS=1-318
2912	OG0002912	YOR021C	snap_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-2.111&CDS=1-684
2913	OG0002913	YOR022C	maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-3.91-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-3.91&CDS=1-2805
2914	OG0002914	YOR023C	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-4.4&CDS=1-1803
2915	OG0002915	YOR025W	maker-NODE_25_length_197380_cov_19.4087_ID_49-augustus-gene-0.136-mRNA-1_1&gene=maker-NODE_25_length_197380_cov_19.4087_ID_49-augustus-gene-0.136&CDS=1-1428
2916	OG0002916	YOR027W	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-4.6&CDS=1-1734
2917	OG0002917	YOR028C	augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-0.38&CDS=1-414
2918	OG0002918	YOR032C	maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-5.148-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-5.148&CDS=1-3075
2919	OG0002919	YOR035C	augustus_masked-NODE_27_length_190369_cov_19.1575_ID_53-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_27_length_190369_cov_19.1575_ID_53-processed-gene-0.25&CDS=1-1851
2920	OG0002920	YOR036W	augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-0.102&CDS=1-885
2921	OG0002921	YOR037W	augustus_masked-NODE_33_length_172806_cov_20.3289_ID_65-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_33_length_172806_cov_20.3289_ID_65-processed-gene-0.155&CDS=1-1620
2922	OG0002922	YOR039W	maker-NODE_9_length_328160_cov_18.9397_ID_17-augustus-gene-0.42-mRNA-1_1&gene=maker-NODE_9_length_328160_cov_18.9397_ID_17-augustus-gene-0.42&CDS=1-684
2923	OG0002923	YOR043W	augustus_masked-NODE_24_length_201069_cov_18.7772_ID_47-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_24_length_201069_cov_18.7772_ID_47-processed-gene-1.138&CDS=1-1245
2924	OG0002924	YOR046C	maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-0.80-mRNA-1_1&gene=maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-0.80&CDS=1-1830
2925	OG0002925	YOR048C	snap_masked-NODE_74_length_54858_cov_18.7059_ID_147-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_74_length_54858_cov_18.7059_ID_147-processed-gene-0.9&CDS=1-2697
2926	OG0002926	YOR051C	maker-NODE_46_length_135155_cov_19.4454_ID_91-augustus-gene-0.74-mRNA-1_1&gene=maker-NODE_46_length_135155_cov_19.4454_ID_91-augustus-gene-0.74&CDS=1-1200
2927	OG0002927	YOR052C	maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-1.85-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-1.85&CDS=1-438
2928	OG0002928	YOR056C	augustus_masked-NODE_37_length_163127_cov_19.5494_ID_73-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_37_length_163127_cov_19.5494_ID_73-processed-gene-0.26&CDS=1-1590
2929	OG0002929	YOR057W	augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-2.24&CDS=1-621
2930	OG0002930	YOR058C	augustus_masked-NODE_49_length_124783_cov_20.3228_ID_97-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_49_length_124783_cov_20.3228_ID_97-processed-gene-0.44&CDS=1-2526
2931	OG0002931	YOR059C	maker-NODE_44_length_140868_cov_19.0139_ID_87-augustus-gene-0.126-mRNA-1_1&gene=maker-NODE_44_length_140868_cov_19.0139_ID_87-augustus-gene-0.126&CDS=1-1518
2932	OG0002932	YOR063W	maker-NODE_49_length_124783_cov_20.3228_ID_97-augustus-gene-0.196-mRNA-1_1&gene=maker-NODE_49_length_124783_cov_20.3228_ID_97-augustus-gene-0.196&CDS=1-1164
2933	OG0002933	YOR065W	maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.269-mRNA-1_1&gene=maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.269&CDS=1-930
2934	OG0002934	YOR067C	maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.264-mRNA-1_1&gene=maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.264&CDS=1-1530
2935	OG0002935	YOR069W	maker-NODE_7_length_344975_cov_19.2962_ID_13-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_7_length_344975_cov_19.2962_ID_13-snap-gene-0.47&CDS=1-1770
2936	OG0002936	YOR070C	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-6.256-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-6.256&CDS=1-1578
2937	OG0002937	YOR074C	augustus_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_16_length_252440_cov_18.8808_ID_31-processed-gene-1.36&CDS=1-1002
2938	OG0002938	YOR077W	snap_masked-NODE_32_length_174022_cov_19.146_ID_63-processed-gene-0.147-mRNA-1_1&gene=snap_masked-NODE_32_length_174022_cov_19.146_ID_63-processed-gene-0.147&CDS=1-741
2939	OG0002939	YOR085W	snap_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-2.110&CDS=1-1008
2940	OG0002940	YOR087W	maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-5.150-mRNA-1_1&gene=maker-NODE_3_length_726745_cov_18.6369_ID_5-augustus-gene-5.150&CDS=1-1905
2941	OG0002941	YOR089C	maker-NODE_31_length_179249_cov_19.1009_ID_61-augustus-gene-0.204-mRNA-1_1&gene=maker-NODE_31_length_179249_cov_19.1009_ID_61-augustus-gene-0.204&CDS=1-684
2942	OG0002942	YOR090C	snap_masked-NODE_17_length_243555_cov_19.5157_ID_33-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_17_length_243555_cov_19.5157_ID_33-processed-gene-1.70&CDS=1-1809
2943	OG0002943	YOR091W	maker-NODE_13_length_279715_cov_18.2027_ID_25-augustus-gene-1.84-mRNA-1_1&gene=maker-NODE_13_length_279715_cov_18.2027_ID_25-augustus-gene-1.84&CDS=1-1002
2944	OG0002944	YOR093C	genemark-NODE_23_length_209442_cov_18.9369_ID_45-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_23_length_209442_cov_18.9369_ID_45-processed-gene-0.7&CDS=1-4671
2945	OG0002945	YOR095C	augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-1.105&CDS=1-744
2946	OG0002946	YOR099W	augustus_masked-NODE_18_length_243082_cov_18.8276_ID_35-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-NODE_18_length_243082_cov_18.8276_ID_35-processed-gene-1.238&CDS=1-1254
2947	OG0002947	YOR100C	genemark-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-3.145-mRNA-1_1&gene=genemark-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-3.145&CDS=1-942
2948	OG0002948	YOR101W	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-0.68-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-0.68&CDS=1-633
2949	OG0002949	YOR104W	augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.43&CDS=1-465
2950	OG0002950	YOR108W	maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.294-mRNA-1_1&gene=maker-NODE_14_length_256127_cov_18.7261_ID_27-augustus-gene-1.294&CDS=1-1701
2951	OG0002951	YOR111W	maker-NODE_2_length_758014_cov_19.0229_ID_3-snap-gene-2.162-mRNA-1_1&gene=maker-NODE_2_length_758014_cov_19.0229_ID_3-snap-gene-2.162&CDS=1-759
2952	OG0002952	YOR112W	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-1.78-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-1.78&CDS=1-2379
2953	OG0002953	YOR113W	augustus_masked-NODE_27_length_190369_cov_19.1575_ID_53-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_27_length_190369_cov_19.1575_ID_53-processed-gene-0.34&CDS=1-3072
2954	OG0002954	YOR115C	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-5.62-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-5.62&CDS=1-816
2955	OG0002955	YOR116C	maker-NODE_69_length_67845_cov_19.406_ID_137-augustus-gene-0.40-mRNA-1_1&gene=maker-NODE_69_length_67845_cov_19.406_ID_137-augustus-gene-0.40&CDS=1-4341
2956	OG0002956	YOR117W	maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-6.107-mRNA-1_1&gene=maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-6.107&CDS=1-1326
2957	OG0002957	YOR118W	maker-NODE_1_length_800456_cov_18.956_ID_1-snap-gene-4.166-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-snap-gene-4.166&CDS=1-2097
2958	OG0002958	YOR119C	maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-2.249-mRNA-1_1&gene=maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-2.249&CDS=1-1545
2959	OG0002959	YOR122C	maker-NODE_59_length_90394_cov_20.2607_ID_117-snap-gene-0.85-mRNA-1_1&gene=maker-NODE_59_length_90394_cov_20.2607_ID_117-snap-gene-0.85&CDS=1-378
2960	OG0002960	YOR123C	maker-NODE_148_length_10864_cov_20.3847_ID_295-augustus-gene-0.22-mRNA-1_1&gene=maker-NODE_148_length_10864_cov_20.3847_ID_295-augustus-gene-0.22&CDS=1-1428
2961	OG0002961	YOR124C	maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-2.256-mRNA-1_1&gene=maker-NODE_8_length_336372_cov_19.1489_ID_15-augustus-gene-2.256&CDS=1-4107
2962	OG0002962	YOR125C	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-2.161&CDS=1-738
2963	OG0002963	YOR126C	maker-NODE_59_length_90394_cov_20.2607_ID_117-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_59_length_90394_cov_20.2607_ID_117-augustus-gene-0.3&CDS=1-789
2964	OG0002964	YOR128C	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-7.91-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-7.91&CDS=1-1680
2965	OG0002965	YOR129C	maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-1.97-mRNA-1_1&gene=maker-NODE_2_length_758014_cov_19.0229_ID_3-augustus-gene-1.97&CDS=1-1848
2966	OG0002966	YOR131C	augustus_masked-NODE_5_length_380752_cov_19.4279_ID_9-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_5_length_380752_cov_19.4279_ID_9-processed-gene-0.80&CDS=1-687
2967	OG0002967	YOR132W	augustus_masked-NODE_5_length_380752_cov_19.4279_ID_9-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_5_length_380752_cov_19.4279_ID_9-processed-gene-0.58&CDS=1-2181
2968	OG0002968	YOR136W	maker-NODE_114_length_25222_cov_18.7408_ID_227-augustus-gene-0.40-mRNA-1_1&gene=maker-NODE_114_length_25222_cov_18.7408_ID_227-augustus-gene-0.40&CDS=1-1131
2969	OG0002969	YOR138C	maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-3.78-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-augustus-gene-3.78&CDS=1-2655
2970	OG0002970	YOR141C	maker-NODE_9_length_328160_cov_18.9397_ID_17-snap-gene-1.81-mRNA-1_1&gene=maker-NODE_9_length_328160_cov_18.9397_ID_17-snap-gene-1.81&CDS=1-2205
2971	OG0002971	YOR142W	genemark-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_4_length_545746_cov_20.1284_ID_7-processed-gene-1.154&CDS=1-1218
2972	OG0002972	YOR143C	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-1.50&CDS=1-795
2973	OG0002973	YOR144C	snap_masked-NODE_81_length_50234_cov_19.7018_ID_161-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_81_length_50234_cov_19.7018_ID_161-processed-gene-0.12&CDS=1-3348
2974	OG0002974	YOR145C	snap_masked-NODE_32_length_174022_cov_19.146_ID_63-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_32_length_174022_cov_19.146_ID_63-processed-gene-0.140&CDS=1-834
2975	OG0002975	YOR148C	augustus_masked-NODE_92_length_39140_cov_19.1844_ID_183-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_92_length_39140_cov_19.1844_ID_183-processed-gene-0.25&CDS=1-927
2976	OG0002976	YOR149C	maker-NODE_4_length_545746_cov_20.1284_ID_7-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-snap-gene-0.8&CDS=1-1854
2977	OG0002977	YOR150W	augustus_masked-NODE_13_length_279715_cov_18.2027_ID_25-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_13_length_279715_cov_18.2027_ID_25-processed-gene-0.40&CDS=1-483
2978	OG0002978	YOR151C	maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-6.79-mRNA-1_1&gene=maker-NODE_1_length_800456_cov_18.956_ID_1-augustus-gene-6.79&CDS=1-3654
2979	OG0002979	YOR153W	augustus_masked-NODE_48_length_125197_cov_18.864_ID_95-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_48_length_125197_cov_18.864_ID_95-processed-gene-0.88&CDS=1-4413
2980	OG0002980	YOR154W	maker-NODE_37_length_163127_cov_19.5494_ID_73-augustus-gene-0.179-mRNA-1_1&gene=maker-NODE_37_length_163127_cov_19.5494_ID_73-augustus-gene-0.179&CDS=1-2265
2981	OG0002981	YOR155C	maker-NODE_30_length_185954_cov_19.4228_ID_59-snap-gene-0.118-mRNA-1_1&gene=maker-NODE_30_length_185954_cov_19.4228_ID_59-snap-gene-0.118&CDS=1-1272
2982	OG0002982	YOR157C	maker-NODE_29_length_189010_cov_19.6402_ID_57-augustus-gene-0.150-mRNA-1_1&gene=maker-NODE_29_length_189010_cov_19.6402_ID_57-augustus-gene-0.150&CDS=1-819
2983	OG0002983	YOR159C	maker-NODE_16_length_252440_cov_18.8808_ID_31-augustus-gene-0.41-mRNA-1_1&gene=maker-NODE_16_length_252440_cov_18.8808_ID_31-augustus-gene-0.41&CDS=1-264
2984	OG0002984	YOR160W	maker-NODE_16_length_252440_cov_18.8808_ID_31-augustus-gene-0.51-mRNA-1_1&gene=maker-NODE_16_length_252440_cov_18.8808_ID_31-augustus-gene-0.51&CDS=1-2904
2985	OG0002985	YOR161C	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-6.282-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-6.282&CDS=1-1593
2986	OG0002986	YOR162C	snap_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_3_length_726745_cov_18.6369_ID_5-processed-gene-0.98&CDS=1-1218
2987	OG0002987	YOR163W	snap_masked-NODE_55_length_96634_cov_19.9288_ID_109-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_55_length_96634_cov_19.9288_ID_109-processed-gene-0.83&CDS=1-510
2988	OG0002988	YOR164C	augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-1.152&CDS=1-972
2989	OG0002989	YOR165W	augustus_masked-NODE_25_length_197380_cov_19.4087_ID_49-processed-gene-0.335-mRNA-1_1&gene=augustus_masked-NODE_25_length_197380_cov_19.4087_ID_49-processed-gene-0.335&CDS=1-2403
2990	OG0002990	YOR166C	augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_20_length_225737_cov_18.5558_ID_39-processed-gene-1.58&CDS=1-909
2991	OG0002991	YOR168W	maker-NODE_4_length_545746_cov_20.1284_ID_7-snap-gene-4.174-mRNA-1_1&gene=maker-NODE_4_length_545746_cov_20.1284_ID_7-snap-gene-4.174&CDS=1-2385
2992	OG0002992	YOR174W	maker-NODE_87_length_45590_cov_18.8479_ID_173-augustus-gene-0.39-mRNA-1_1&gene=maker-NODE_87_length_45590_cov_18.8479_ID_173-augustus-gene-0.39&CDS=1-1401
2993	OG0002993	YOR175C	maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-1.72-mRNA-1_1&gene=maker-NODE_6_length_362797_cov_19.7437_ID_11-augustus-gene-1.72&CDS=1-1731
2994	OG0002994	YOR176W	augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-NODE_2_length_758014_cov_19.0229_ID_3-processed-gene-5.40&CDS=1-1764
2995	OG0002995	YOR181W	maker-NODE_23_length_209442_cov_18.9369_ID_45-augustus-gene-0.69-mRNA-1_1&gene=maker-NODE_23_length_209442_cov_18.9369_ID_45-augustus-gene-0.69&CDS=1-1992
2996	OG0002996	YOR184W	augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-5.184-mRNA-1_1&gene=augustus_masked-NODE_1_length_800456_cov_18.956_ID_1-processed-gene-5.184&CDS=1-1164
2997	OG0002997	YOR187W	snap_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_6_length_362797_cov_19.7437_ID_11-processed-gene-1.29&CDS=1-1335
