	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034990_Candida_corydali
2516	OG0002516	YMR156C	snap_masked-flattened_line_7-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.29&CDS=1-717
2517	OG0002517	YMR157C	snap_masked-flattened_line_7-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.58&CDS=1-837
2518	OG0002518	YMR158W	snap_masked-flattened_line_7-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-1.30&CDS=1-471
2519	OG0002519	YMR162C	snap_masked-flattened_line_1-processed-gene-4.36-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.36&CDS=1-4755
2520	OG0002520	YMR165C	snap_masked-flattened_line_7-processed-gene-4.60-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.60&CDS=1-4059
2521	OG0002521	YMR166C	snap_masked-flattened_line_27-processed-gene-1.277-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.277&CDS=1-1062
2522	OG0002522	YMR167W	snap_masked-flattened_line_11-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.61&CDS=1-2136
2523	OG0002523	YMR171C	snap_masked-flattened_line_1-processed-gene-5.82-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.82&CDS=1-1305
2524	OG0002524	YMR185W	augustus_masked-flattened_line_9-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.1&CDS=1-2838
2525	OG0002525	YMR186W	snap_masked-flattened_line_11-processed-gene-3.71-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.71&CDS=1-2118
2526	OG0002526	YMR188C	snap_masked-flattened_line_27-processed-gene-1.211-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.211&CDS=1-720
2527	OG0002527	YMR189W	snap_masked-flattened_line_31-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.98&CDS=1-3021
2528	OG0002528	YMR190C	genemark-flattened_line_51-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.54&CDS=1-2934
2529	OG0002529	YMR194C-B	augustus_masked-flattened_line_7-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.89&CDS=1-1362
2530	OG0002530	YMR196W	snap_masked-flattened_line_11-processed-gene-2.40-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.40&CDS=1-3099
2531	OG0002531	YMR200W	snap_masked-flattened_line_13-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.38&CDS=1-753
2532	OG0002532	YMR201C	snap_masked-flattened_line_11-processed-gene-3.70-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.70&CDS=1-1185
2533	OG0002533	YMR202W	snap_masked-flattened_line_41-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.61&CDS=1-651
2534	OG0002534	YMR203W	snap_masked-flattened_line_11-processed-gene-5.173-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.173&CDS=1-1152
2535	OG0002535	YMR205C	snap_masked-flattened_line_11-processed-gene-4.121-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-4.121&CDS=1-2874
2536	OG0002536	YMR208W	genemark-flattened_line_5-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.125&CDS=1-1263
2537	OG0002537	YMR210W	snap_masked-flattened_line_39-processed-gene-1.153-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.153&CDS=1-1398
2538	OG0002538	YMR211W	augustus_masked-flattened_line_13-processed-gene-3.238-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.238&CDS=1-1377
2539	OG0002539	YMR212C	genemark-flattened_line_31-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-0.7&CDS=1-2775
2540	OG0002540	YMR214W	snap_masked-flattened_line_23-processed-gene-2.106-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-2.106&CDS=1-1101
2541	OG0002541	YMR216C	augustus_masked-flattened_line_29-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.3&CDS=1-2907
2542	OG0002542	YMR217W	snap_masked-flattened_line_5-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.95&CDS=1-1593
2543	OG0002543	YMR220W	snap_masked-flattened_line_1-processed-gene-5.54-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.54&CDS=1-1236
2544	OG0002544	YMR221C	snap_masked-flattened_line_3-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.5&CDS=1-1410
2545	OG0002545	YMR223W	snap_masked-flattened_line_41-processed-gene-1.115-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.115&CDS=1-1551
2546	OG0002546	YMR224C	snap_masked-flattened_line_11-processed-gene-5.135-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.135&CDS=1-1638
2547	OG0002547	YMR226C	maker-flattened_line_1-snap-gene-5.104-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-5.104&CDS=1-1545
2548	OG0002548	YMR227C	snap_masked-flattened_line_17-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-0.115&CDS=1-1458
2549	OG0002549	YMR228W	snap_masked-flattened_line_7-processed-gene-6.66-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-6.66&CDS=1-1119
2550	OG0002550	YMR229C	genemark-flattened_line_17-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.42&CDS=1-4917
2551	OG0002551	YMR231W	genemark-flattened_line_1-processed-gene-7.37-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.37&CDS=1-2811
2552	OG0002552	YMR235C	snap_masked-flattened_line_25-processed-gene-1.140-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.140&CDS=1-1245
2553	OG0002553	YMR239C	snap_masked-flattened_line_1-processed-gene-7.108-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.108&CDS=1-1791
2554	OG0002554	YMR240C	genemark-flattened_line_33-processed-gene-1.165-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.165&CDS=1-1524
2555	OG0002555	YMR241W	snap_masked-flattened_line_37-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.79&CDS=1-924
2556	OG0002556	YMR244C-A	snap_masked-flattened_line_33-processed-gene-1.263-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.263&CDS=1-312
2557	OG0002557	YMR244W	genemark-flattened_line_25-processed-gene-1.328-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.328&CDS=1-843
2558	OG0002558	YMR250W	augustus_masked-flattened_line_5-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-2.34&CDS=1-2496
2559	OG0002559	YMR258C	snap_masked-flattened_line_9-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.42&CDS=1-1725
2560	OG0002560	YMR260C	genemark-flattened_line_51-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.44&CDS=1-459
2561	OG0002561	YMR262W	genemark-flattened_line_45-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.140&CDS=1-780
2562	OG0002562	YMR264W	genemark-flattened_line_15-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.14&CDS=1-489
2563	OG0002563	YMR266W	snap_masked-flattened_line_5-processed-gene-2.69-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-2.69&CDS=1-2580
2564	OG0002564	YMR269W	snap_masked-flattened_line_19-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.86&CDS=1-492
2565	OG0002565	YMR272C	snap_masked-flattened_line_53-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.9&CDS=1-1125
2566	OG0002566	YMR274C	augustus_masked-flattened_line_53-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.171&CDS=1-1260
2567	OG0002567	YMR276W	maker-flattened_line_51-augustus-gene-0.86-mRNA-1_1&gene=maker-flattened_line_51-augustus-gene-0.86&CDS=1-2838
2568	OG0002568	YMR277W	snap_masked-flattened_line_45-processed-gene-0.184-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.184&CDS=1-2070
2569	OG0002569	YMR278W	maker-flattened_line_45-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_45-snap-gene-0.1&CDS=1-3075
2570	OG0002570	YMR283C	genemark-flattened_line_45-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.97&CDS=1-1145
2571	OG0002571	YMR284W	snap_masked-flattened_line_21-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.109&CDS=1-1842
2572	OG0002572	YMR285C	snap_masked-flattened_line_55-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.63&CDS=1-1332
2573	OG0002573	YMR286W	snap_masked-flattened_line_11-processed-gene-2.37-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.37&CDS=1-291
2574	OG0002574	YMR287C	snap_masked-flattened_line_51-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.109&CDS=1-3258
2575	OG0002575	YMR288W	snap_masked-flattened_line_1-processed-gene-4.34-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.34&CDS=1-3222
2576	OG0002576	YMR290C	augustus_masked-flattened_line_35-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.38&CDS=1-1617
2577	OG0002577	YMR292W	maker-flattened_line_35-snap-gene-0.50-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.50&CDS=1-420
2578	OG0002578	YMR293C	genemark-flattened_line_35-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.115&CDS=1-1131
2579	OG0002579	YMR295C	snap_masked-flattened_line_1-processed-gene-4.2-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.2&CDS=1-579
2580	OG0002580	YMR296C	augustus_masked-flattened_line_57-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.8&CDS=1-1644
2581	OG0002581	YMR297W	snap_masked-flattened_line_9-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.53&CDS=1-1620
2582	OG0002582	YMR300C	snap_masked-flattened_line_7-processed-gene-2.122-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.122&CDS=1-1590
2583	OG0002583	YMR301C	snap_masked-flattened_line_37-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.108&CDS=1-1761
2584	OG0002584	YMR304W	snap_masked-flattened_line_41-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.121&CDS=1-3984
2585	OG0002585	YMR305C	genemark-flattened_line_41-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-1.19&CDS=1-1086
2586	OG0002586	YMR308C	snap_masked-flattened_line_21-processed-gene-2.121-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.121&CDS=1-3273
2587	OG0002587	YMR309C	snap_masked-flattened_line_1-processed-gene-5.69-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.69&CDS=1-2355
2588	OG0002588	YMR310C	snap_masked-flattened_line_59-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.52&CDS=1-1032
2589	OG0002589	YMR311C	snap_masked-flattened_line_1-processed-gene-5.55-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-5.55&CDS=1-639
2590	OG0002590	YMR312W	augustus_masked-flattened_line_27-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.40&CDS=1-1242
2591	OG0002591	YMR313C	snap_masked-flattened_line_27-processed-gene-1.273-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.273&CDS=1-1875
2592	OG0002592	YMR314W	augustus_masked-flattened_line_11-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.28&CDS=1-1779
2593	OG0002593	YMR315W	augustus_masked-flattened_line_55-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.107&CDS=1-2514
2594	OG0002594	YNL001W	snap_masked-flattened_line_3-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.53&CDS=1-1176
2595	OG0002595	YNL002C	snap_masked-flattened_line_3-processed-gene-5.103-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.103&CDS=1-831
2596	OG0002596	YNL003C	snap_masked-flattened_line_9-processed-gene-3.60-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.60&CDS=1-828
2597	OG0002597	YNL006W	snap_masked-flattened_line_3-processed-gene-5.124-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.124&CDS=1-966
2598	OG0002598	YNL007C	snap_masked-flattened_line_3-processed-gene-5.125-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-5.125&CDS=1-1044
2599	OG0002599	YNL010W	snap_masked-flattened_line_41-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.51&CDS=1-741
2600	OG0002600	YNL011C	snap_masked-flattened_line_11-processed-gene-5.150-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.150&CDS=1-1353
2601	OG0002601	YNL012W	snap_masked-flattened_line_35-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.20&CDS=1-2748
2602	OG0002602	YNL014W	snap_masked-flattened_line_35-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.19&CDS=1-3147
2603	OG0002603	YNL015W	snap_masked-flattened_line_1-processed-gene-4.13-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.13&CDS=1-225
2604	OG0002604	YNL020C	snap_masked-flattened_line_47-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.143&CDS=1-1917
2605	OG0002605	YNL021W	snap_masked-flattened_line_47-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.112&CDS=1-2562
2606	OG0002606	YNL022C	snap_masked-flattened_line_47-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.113&CDS=1-1383
2607	OG0002607	YNL023C	genemark-flattened_line_3-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.114&CDS=1-2526
2608	OG0002608	YNL025C	snap_masked-flattened_line_41-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.86&CDS=1-1107
2609	OG0002609	YNL026W	snap_masked-flattened_line_41-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.87&CDS=1-1476
2610	OG0002610	YNL027W	genemark-flattened_line_19-processed-gene-2.257-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.257&CDS=1-1179
2611	OG0002611	YNL032W	genemark-flattened_line_19-processed-gene-2.245-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.245&CDS=1-780
2612	OG0002612	YNL035C	snap_masked-flattened_line_3-processed-gene-3.75-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.75&CDS=1-1080
2613	OG0002613	YNL036W	snap_masked-flattened_line_11-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.4&CDS=1-768
2614	OG0002614	YNL039W	augustus_masked-flattened_line_3-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.37&CDS=1-2124
2615	OG0002615	YNL040W	maker-flattened_line_5-augustus-gene-1.46-mRNA-1_1&gene=maker-flattened_line_5-augustus-gene-1.46&CDS=1-3021
2616	OG0002616	YNL041C	snap_masked-flattened_line_17-processed-gene-2.78-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.78&CDS=1-2199
2617	OG0002617	YNL042W	genemark-flattened_line_17-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-2.111&CDS=1-1407
2618	OG0002618	YNL045W	genemark-flattened_line_5-processed-gene-6.63-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-6.63&CDS=1-2391
2619	OG0002619	YNL051W	augustus_masked-flattened_line_31-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.66&CDS=1-1827
2620	OG0002620	YNL056W	augustus_masked-flattened_line_51-processed-gene-0.234-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.234&CDS=1-699
2621	OG0002621	YNL059C	snap_masked-flattened_line_19-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.88&CDS=1-2319
2622	OG0002622	YNL061W	snap_masked-flattened_line_19-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.64&CDS=1-1833
2623	OG0002623	YNL062C	snap_masked-flattened_line_19-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.87&CDS=1-1347
2624	OG0002624	YNL064C	augustus_masked-flattened_line_19-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.117&CDS=1-2766
2625	OG0002625	YNL066W	snap_masked-flattened_line_1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.67&CDS=1-1221
2626	OG0002626	YNL070W	snap_masked-flattened_line_9-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-1.35&CDS=1-204
2627	OG0002627	YNL071W	genemark-flattened_line_9-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.103&CDS=1-1422
2628	OG0002628	YNL072W	genemark-flattened_line_9-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.104&CDS=1-1284
2629	OG0002629	YNL073W	genemark-flattened_line_9-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.85&CDS=1-1605
2630	OG0002630	YNL075W	genemark-flattened_line_19-processed-gene-2.212-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.212&CDS=1-855
2631	OG0002631	YNL080C	snap_masked-flattened_line_19-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.71&CDS=1-1179
2632	OG0002632	YNL081C	snap_masked-flattened_line_47-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-0.139&CDS=1-366
2633	OG0002633	YNL083W	snap_masked-flattened_line_39-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.11&CDS=1-1665
2634	OG0002634	YNL084C	snap_masked-flattened_line_11-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.62&CDS=1-1137
2635	OG0002635	YNL085W	snap_masked-flattened_line_1-processed-gene-4.28-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-4.28&CDS=1-2361
2636	OG0002636	YNL088W	snap_masked-flattened_line_1-processed-gene-7.100-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.100&CDS=1-4140
2637	OG0002637	YNL090W	genemark-flattened_line_39-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-1.68&CDS=1-564
2638	OG0002638	YNL092W	snap_masked-flattened_line_19-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.106&CDS=1-1161
2639	OG0002639	YNL094W	snap_masked-flattened_line_49-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.149&CDS=1-1719
2640	OG0002640	YNL097C	snap_masked-flattened_line_41-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.126&CDS=1-1245
2641	OG0002641	YNL099C	snap_masked-flattened_line_41-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-1.124&CDS=1-609
2642	OG0002642	YNL101W	snap_masked-flattened_line_21-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.111&CDS=1-1923
2643	OG0002643	YNL102W	maker-flattened_line_25-augustus-gene-0.81-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-0.81&CDS=1-7503
2644	OG0002644	YNL103W	snap_masked-flattened_line_27-processed-gene-1.236-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.236&CDS=1-996
2645	OG0002645	YNL107W	genemark-flattened_line_11-processed-gene-3.156-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.156&CDS=1-669
2646	OG0002646	YNL110C	snap_masked-flattened_line_11-processed-gene-5.155-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.155&CDS=1-699
2647	OG0002647	YNL111C	snap_masked-flattened_line_11-processed-gene-5.154-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-5.154&CDS=1-399
2648	OG0002648	YNL112W	maker-flattened_line_19-snap-gene-2.80-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-2.80&CDS=1-1710
2649	OG0002649	YNL113W	snap_masked-flattened_line_19-processed-gene-2.148-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.148&CDS=1-411
2650	OG0002650	YNL115C	snap_masked-flattened_line_37-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.102&CDS=1-1530
2651	OG0002651	YNL118C	snap_masked-flattened_line_19-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.78&CDS=1-1398
2652	OG0002652	YNL119W	snap_masked-flattened_line_19-processed-gene-2.151-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.151&CDS=1-1329
2653	OG0002653	YNL123W	augustus_masked-flattened_line_41-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-1.148&CDS=1-3864
2654	OG0002654	YNL124W	snap_masked-flattened_line_19-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.58&CDS=1-1689
2655	OG0002655	YNL125C	snap_masked-flattened_line_15-processed-gene-3.80-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-3.80&CDS=1-1854
2656	OG0002656	YNL127W	snap_masked-flattened_line_11-processed-gene-3.99-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.99&CDS=1-2616
2657	OG0002657	YNL128W	snap_masked-flattened_line_11-processed-gene-3.100-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.100&CDS=1-936
2658	OG0002658	YNL129W	snap_masked-flattened_line_3-processed-gene-7.38-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.38&CDS=1-699
2659	OG0002659	YNL131W	snap_masked-flattened_line_11-processed-gene-3.98-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.98&CDS=1-441
2660	OG0002660	YNL132W	snap_masked-flattened_line_3-processed-gene-7.8-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.8&CDS=1-3132
2661	OG0002661	YNL135C	snap_masked-flattened_line_11-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.74&CDS=1-354
2662	OG0002662	YNL137C	snap_masked-flattened_line_19-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.63&CDS=1-2241
2663	OG0002663	YNL139C	snap_masked-flattened_line_17-processed-gene-3.47-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-3.47&CDS=1-4524
2664	OG0002664	YNL141W	genemark-flattened_line_61-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.88&CDS=1-1068
2665	OG0002665	YNL142W	snap_masked-flattened_line_27-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.99&CDS=1-1500
2666	OG0002666	YNL147W	augustus_masked-flattened_line_35-processed-gene-1.223-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.223&CDS=1-861
2667	OG0002667	YNL148C	genemark-flattened_line_3-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.76&CDS=1-717
2668	OG0002668	YNL149C	snap_masked-flattened_line_3-processed-gene-1.19-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.19&CDS=1-381
2669	OG0002669	YNL151C	genemark-flattened_line_3-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.100&CDS=1-684
2670	OG0002670	YNL152W	genemark-flattened_line_3-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.79&CDS=1-1287
2671	OG0002671	YNL153C	snap_masked-flattened_line_1-processed-gene-7.133-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.133&CDS=1-390
2672	OG0002672	YNL161W	snap_masked-flattened_line_21-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.146&CDS=1-2019
2673	OG0002673	YNL163C	augustus_masked-flattened_line_7-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.18&CDS=1-5661
2674	OG0002674	YNL167C	maker-flattened_line_13-snap-gene-1.87-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-1.87&CDS=1-1752
2675	OG0002675	YNL168C	snap_masked-flattened_line_5-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.76&CDS=1-696
2676	OG0002676	YNL169C	augustus_masked-flattened_line_25-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.9&CDS=1-2730
2677	OG0002677	YNL172W	snap_masked-flattened_line_25-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.47&CDS=1-4647
2678	OG0002678	YNL175C	genemark-flattened_line_45-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.162&CDS=1-975
2679	OG0002679	YNL177C	maker-flattened_line_1-snap-gene-3.100-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-3.100&CDS=1-1080
2680	OG0002680	YNL178W	snap_masked-flattened_line_3-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.8&CDS=1-729
2681	OG0002681	YNL181W	snap_masked-flattened_line_5-processed-gene-6.100-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.100&CDS=1-1293
2682	OG0002682	YNL182C	snap_masked-flattened_line_5-processed-gene-6.96-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.96&CDS=1-1380
2683	OG0002683	YNL183C	genemark-flattened_line_5-processed-gene-6.19-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-6.19&CDS=1-1968
