	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035674_Kregervanrija_delftensis
2537	OG0002537	YMR110C	genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-0.31&CDS=1-1476
2538	OG0002538	YMR112C	genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-0.11&CDS=1-336
2539	OG0002539	YMR113W	genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-1.128&CDS=1-1203
2540	OG0002540	YMR114C	genemark-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_40_length_105744_cov_29.28_ID_13649-processed-gene-0.57&CDS=1-906
2541	OG0002541	YMR116C	genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_17_length_227260_cov_30.3112_ID_11747-processed-gene-0.32&CDS=1-939
2542	OG0002542	YMR117C	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-1.57&CDS=1-621
2543	OG0002543	YMR120C	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-0.53&CDS=1-1773
2544	OG0002544	YMR121C	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-0.52&CDS=1-612
2545	OG0002545	YMR123W	maker-NODE_3_length_410227_cov_25.6116_ID_22000-snap-gene-0.42-mRNA-1_1&gene=maker-NODE_3_length_410227_cov_25.6116_ID_22000-snap-gene-0.42&CDS=1-498
2546	OG0002546	YMR125W	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-0.70&CDS=1-3042
2547	OG0002547	YMR126C	genemark-NODE_34_length_129258_cov_28.785_ID_42393-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_34_length_129258_cov_28.785_ID_42393-processed-gene-0.64&CDS=1-873
2548	OG0002548	YMR127C	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-4.20-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-4.20&CDS=1-1077
2549	OG0002549	YMR128W	augustus_masked-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-4.85&CDS=1-5154
2550	OG0002550	YMR129W	genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_14_length_251124_cov_27.5689_ID_15618-processed-gene-1.122&CDS=1-3828
2551	OG0002551	YMR131C	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-1.142&CDS=1-1554
2552	OG0002552	YMR134W	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-0.27&CDS=1-633
2553	OG0002553	YMR137C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.300-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-2.300&CDS=1-1593
2554	OG0002554	YMR139W	genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-0.89&CDS=1-1170
2555	OG0002555	YMR140W	snap_masked-NODE_74_length_40569_cov_26.6979_ID_18878-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_74_length_40569_cov_26.6979_ID_18878-processed-gene-0.43&CDS=1-3675
2556	OG0002556	YMR149W	genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.210-mRNA-1_1&gene=genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.210&CDS=1-843
2557	OG0002557	YMR150C	genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.175&CDS=1-636
2558	OG0002558	YMR152W	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-0.98&CDS=1-1086
2559	OG0002559	YMR154C	snap_masked-NODE_69_length_43092_cov_29.1321_ID_18100-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_69_length_43092_cov_29.1321_ID_18100-processed-gene-0.58&CDS=1-2085
2560	OG0002560	YMR155W	genemark-NODE_69_length_43092_cov_29.1321_ID_18100-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_69_length_43092_cov_29.1321_ID_18100-processed-gene-0.13&CDS=1-2187
2561	OG0002561	YMR156C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.57&CDS=1-789
2562	OG0002562	YMR157C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.53&CDS=1-1008
2563	OG0002563	YMR158W	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.58&CDS=1-468
2564	OG0002564	YMR162C	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-0.51&CDS=1-5049
2565	OG0002565	YMR165C	maker-NODE_4_length_388123_cov_26.2772_ID_24820-snap-gene-1.164-mRNA-1_1&gene=maker-NODE_4_length_388123_cov_26.2772_ID_24820-snap-gene-1.164&CDS=1-4437
2566	OG0002566	YMR166C	genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.126-mRNA-1_1&gene=genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.126&CDS=1-1056
2567	OG0002567	YMR167W	genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.86&CDS=1-2121
2568	OG0002568	YMR171C	genemark-NODE_15_length_243239_cov_27.1044_ID_38948-processed-gene-1.236-mRNA-1_1&gene=genemark-NODE_15_length_243239_cov_27.1044_ID_38948-processed-gene-1.236&CDS=1-1347
2569	OG0002569	YMR178W	genemark-NODE_69_length_43092_cov_29.1321_ID_18100-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_69_length_43092_cov_29.1321_ID_18100-processed-gene-0.9&CDS=1-363
2570	OG0002570	YMR179W	genemark-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-0.89&CDS=1-2325
2571	OG0002571	YMR185W	genemark-NODE_48_length_78224_cov_26.2464_ID_48421-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_48_length_78224_cov_26.2464_ID_48421-processed-gene-0.39&CDS=1-2889
2572	OG0002572	YMR186W	genemark-NODE_61_length_55871_cov_26.7814_ID_16847-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_61_length_55871_cov_26.7814_ID_16847-processed-gene-0.47&CDS=1-2127
2573	OG0002573	YMR188C	genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-2.44&CDS=1-732
2574	OG0002574	YMR189W	genemark-NODE_46_length_92263_cov_27.1172_ID_13870-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_46_length_92263_cov_27.1172_ID_13870-processed-gene-0.120&CDS=1-3081
2575	OG0002575	YMR190C	genemark-NODE_42_length_104565_cov_25.9856_ID_18546-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_42_length_104565_cov_25.9856_ID_18546-processed-gene-0.30&CDS=1-4737
2576	OG0002576	YMR194C-B	genemark-NODE_33_length_135795_cov_26.9639_ID_17199-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_33_length_135795_cov_26.9639_ID_17199-processed-gene-0.90&CDS=1-258
2577	OG0002577	YMR196W	genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.196&CDS=1-6381
2578	OG0002578	YMR197C	genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.235-mRNA-1_1&gene=genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.235&CDS=1-648
2579	OG0002579	YMR200W	genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-1.101&CDS=1-1380
2580	OG0002580	YMR201C	genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.146&CDS=1-1149
2581	OG0002581	YMR202W	genemark-NODE_31_length_137690_cov_24.5755_ID_14827-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_31_length_137690_cov_24.5755_ID_14827-processed-gene-0.97&CDS=1-657
2582	OG0002582	YMR203W	genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.141&CDS=1-1155
2583	OG0002583	YMR208W	genemark-NODE_84_length_21365_cov_29.1117_ID_22126-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_84_length_21365_cov_29.1117_ID_22126-processed-gene-0.28&CDS=1-1278
2584	OG0002584	YMR209C	genemark-NODE_84_length_21365_cov_29.1117_ID_22126-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_84_length_21365_cov_29.1117_ID_22126-processed-gene-0.27&CDS=1-1113
2585	OG0002585	YMR210W	genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.84&CDS=1-1437
2586	OG0002586	YMR211W	genemark-NODE_29_length_145728_cov_24.974_ID_11695-processed-gene-0.199-mRNA-1_1&gene=genemark-NODE_29_length_145728_cov_24.974_ID_11695-processed-gene-0.199&CDS=1-1473
2587	OG0002587	YMR212C	genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-1.132&CDS=1-2397
2588	OG0002588	YMR213W	genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-1.102-mRNA-1_1&gene=genemark-NODE_16_length_230356_cov_26.6168_ID_18686-processed-gene-1.102&CDS=1-2004
2589	OG0002589	YMR214W	genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-3.163-mRNA-1_1&gene=genemark-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-3.163&CDS=1-1092
2590	OG0002590	YMR215W	maker-NODE_13_length_253781_cov_26.1644_ID_15989-snap-gene-1.154-mRNA-1_1&gene=maker-NODE_13_length_253781_cov_26.1644_ID_15989-snap-gene-1.154&CDS=1-1791
2591	OG0002591	YMR217W	genemark-NODE_84_length_21365_cov_29.1117_ID_22126-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_84_length_21365_cov_29.1117_ID_22126-processed-gene-0.26&CDS=1-1581
2592	OG0002592	YMR218C	genemark-NODE_33_length_135795_cov_26.9639_ID_17199-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_33_length_135795_cov_26.9639_ID_17199-processed-gene-0.114&CDS=1-3402
2593	OG0002593	YMR220W	genemark-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.38-mRNA-1_1&gene=genemark-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.38&CDS=1-1392
2594	OG0002594	YMR223W	genemark-NODE_33_length_135795_cov_26.9639_ID_17199-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_33_length_135795_cov_26.9639_ID_17199-processed-gene-0.140&CDS=1-1818
2595	OG0002595	YMR224C	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.51&CDS=1-2112
2596	OG0002596	YMR225C	augustus_masked-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.126&CDS=1-288
2597	OG0002597	YMR226C	augustus_masked-NODE_486_length_436_cov_0.790476_ID_32621-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_486_length_436_cov_0.790476_ID_32621-processed-gene-0.0&CDS=1-345
2598	OG0002598	YMR227C	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.166&CDS=1-1665
2599	OG0002599	YMR228W	maker-NODE_9_length_292977_cov_25.1657_ID_10131-snap-gene-1.179-mRNA-1_1&gene=maker-NODE_9_length_292977_cov_25.1657_ID_10131-snap-gene-1.179&CDS=1-2196
2600	OG0002600	YMR229C	genemark-NODE_38_length_119979_cov_27.5442_ID_13934-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_38_length_119979_cov_27.5442_ID_13934-processed-gene-0.65&CDS=1-5115
2601	OG0002601	YMR231W	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.161-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.161&CDS=1-2952
2602	OG0002602	YMR233W	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-4.24-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-4.24&CDS=1-804
2603	OG0002603	YMR234W	maker-NODE_27_length_150341_cov_26.0932_ID_11459-snap-gene-0.78-mRNA-1_1&gene=maker-NODE_27_length_150341_cov_26.0932_ID_11459-snap-gene-0.78&CDS=1-2613
2604	OG0002604	YMR235C	genemark-NODE_36_length_122867_cov_27.4798_ID_15696-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_36_length_122867_cov_27.4798_ID_15696-processed-gene-0.133&CDS=1-1203
2605	OG0002605	YMR239C	genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.155-mRNA-1_1&gene=genemark-NODE_25_length_151658_cov_25.1767_ID_13276-processed-gene-0.155&CDS=1-3294
2606	OG0002606	YMR241W	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-0.23&CDS=1-891
2607	OG0002607	YMR243C	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.129&CDS=1-1437
2608	OG0002608	YMR244W	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.128&CDS=1-912
2609	OG0002609	YMR247C	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-3.41-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-3.41&CDS=1-4683
2610	OG0002610	YMR250W	genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-0.83&CDS=1-1836
2611	OG0002611	YMR256C	snap_masked-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-1.66&CDS=1-2541
2612	OG0002612	YMR259C	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.128&CDS=1-4518
2613	OG0002613	YMR260C	genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_8_length_296065_cov_26.2734_ID_35064-processed-gene-1.127&CDS=1-456
2614	OG0002614	YMR262W	genemark-NODE_24_length_156215_cov_26.8018_ID_13414-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_24_length_156215_cov_26.8018_ID_13414-processed-gene-0.61&CDS=1-870
2615	OG0002615	YMR263W	genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_2_length_500633_cov_25.5139_ID_10700-processed-gene-0.69&CDS=1-447
2616	OG0002616	YMR264W	augustus_masked-NODE_495_length_434_cov_0.779553_ID_32631-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_495_length_434_cov_0.779553_ID_32631-processed-gene-0.1&CDS=1-282
2617	OG0002617	YMR265C	augustus_masked-NODE_42_length_104565_cov_25.9856_ID_18546-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_42_length_104565_cov_25.9856_ID_18546-processed-gene-0.86&CDS=1-1146
2618	OG0002618	YMR269W	genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_27_length_150341_cov_26.0932_ID_11459-processed-gene-0.95&CDS=1-861
2619	OG0002619	YMR272C	genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.230-mRNA-1_1&gene=genemark-NODE_28_length_150083_cov_25.3932_ID_11605-processed-gene-0.230&CDS=1-1137
2620	OG0002620	YMR274C	genemark-NODE_33_length_135795_cov_26.9639_ID_17199-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_33_length_135795_cov_26.9639_ID_17199-processed-gene-0.94&CDS=1-675
2621	OG0002621	YMR276W	genemark-NODE_20_length_216721_cov_25.9753_ID_15554-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_20_length_216721_cov_25.9753_ID_15554-processed-gene-1.128&CDS=1-1146
2622	OG0002622	YMR277W	genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.143&CDS=1-2316
2623	OG0002623	YMR281W	genemark-NODE_54_length_68950_cov_26.5741_ID_15524-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_54_length_68950_cov_26.5741_ID_15524-processed-gene-0.41&CDS=1-900
2624	OG0002624	YMR283C	genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.94-mRNA-1_1&gene=genemark-NODE_4_length_388123_cov_26.2772_ID_24820-processed-gene-1.94&CDS=1-1407
2625	OG0002625	YMR284W	snap_masked-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NODE_3_length_410227_cov_25.6116_ID_22000-processed-gene-3.13&CDS=1-1950
2626	OG0002626	YMR285C	genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-0.64&CDS=1-1521
2627	OG0002627	YMR286W	augustus_masked-NODE_65_length_48356_cov_31.5698_ID_19090-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_65_length_48356_cov_31.5698_ID_19090-processed-gene-0.42&CDS=1-267
2628	OG0002628	YMR287C	genemark-NODE_46_length_92263_cov_27.1172_ID_13870-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_46_length_92263_cov_27.1172_ID_13870-processed-gene-0.108&CDS=1-3138
2629	OG0002629	YMR288W	genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_11_length_272510_cov_25.6571_ID_23527-processed-gene-1.138&CDS=1-3324
2630	OG0002630	YMR289W	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.19&CDS=1-921
2631	OG0002631	YMR290C	genemark-NODE_76_length_36272_cov_36.7926_ID_20721-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_76_length_36272_cov_36.7926_ID_20721-processed-gene-0.33&CDS=1-1758
2632	OG0002632	YMR292W	augustus_masked-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.137&CDS=1-417
2633	OG0002633	YMR293C	augustus_masked-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.180-mRNA-1_1&gene=augustus_masked-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.180&CDS=1-1515
2634	OG0002634	YMR295C	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.101&CDS=1-588
2635	OG0002635	YMR296C	genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_39_length_119097_cov_26.0366_ID_12994-processed-gene-0.145&CDS=1-1680
2636	OG0002636	YMR300C	genemark-NODE_41_length_105267_cov_27.8204_ID_31568-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_41_length_105267_cov_27.8204_ID_31568-processed-gene-0.3&CDS=1-1668
2637	OG0002637	YMR301C	genemark-NODE_87_length_17664_cov_27.1776_ID_21563-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_87_length_17664_cov_27.1776_ID_21563-processed-gene-0.1&CDS=1-2163
2638	OG0002638	YMR302C	genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-2.40-mRNA-1_1&gene=genemark-NODE_1_length_541563_cov_27.9706_ID_22646-processed-gene-2.40&CDS=1-2349
2639	OG0002639	YMR304W	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-2.21&CDS=1-3717
2640	OG0002640	YMR307W	maker-NODE_6_length_371428_cov_26.1942_ID_14693-snap-gene-0.127-mRNA-1_1&gene=maker-NODE_6_length_371428_cov_26.1942_ID_14693-snap-gene-0.127&CDS=1-3255
2641	OG0002641	YMR308C	genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_6_length_371428_cov_26.1942_ID_14693-processed-gene-0.105&CDS=1-3276
2642	OG0002642	YMR309C	genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.99-mRNA-1_1&gene=genemark-NODE_9_length_292977_cov_25.1657_ID_10131-processed-gene-1.99&CDS=1-2550
2643	OG0002643	YMR310C	genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.58-mRNA-1_1&gene=genemark-NODE_10_length_281918_cov_25.6214_ID_12450-processed-gene-1.58&CDS=1-978
2644	OG0002644	YMR311C	genemark-NODE_536_length_422_cov_1.60133_ID_33008-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_536_length_422_cov_1.60133_ID_33008-processed-gene-0.1&CDS=1-258
2645	OG0002645	YMR312W	genemark-NODE_45_length_96596_cov_29.6697_ID_25890-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_45_length_96596_cov_29.6697_ID_25890-processed-gene-0.113&CDS=1-783
2646	OG0002646	YMR313C	genemark-NODE_45_length_96596_cov_29.6697_ID_25890-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_45_length_96596_cov_29.6697_ID_25890-processed-gene-0.140&CDS=1-1689
2647	OG0002647	YMR314W	genemark-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_5_length_380124_cov_25.8902_ID_9938-processed-gene-2.65&CDS=1-882
2648	OG0002648	YMR315W	genemark-NODE_33_length_135795_cov_26.9639_ID_17199-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_33_length_135795_cov_26.9639_ID_17199-processed-gene-0.97&CDS=1-1056
2649	OG0002649	YNL001W	maker-NODE_22_length_204236_cov_24.9953_ID_12299-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_22_length_204236_cov_24.9953_ID_12299-snap-gene-0.3&CDS=1-2145
2650	OG0002650	YNL002C	genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-1.97&CDS=1-843
2651	OG0002651	YNL003C	genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_7_length_357703_cov_25.2778_ID_10322-processed-gene-1.100&CDS=1-837
2652	OG0002652	YNL005C	augustus_masked-NODE_60_length_56871_cov_27.962_ID_16689-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_60_length_56871_cov_27.962_ID_16689-processed-gene-0.80&CDS=1-1113
2653	OG0002653	YNL006W	genemark-NODE_73_length_40955_cov_28.4007_ID_18948-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_73_length_40955_cov_28.4007_ID_18948-processed-gene-0.61&CDS=1-909
2654	OG0002654	YNL010W	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.58&CDS=1-699
2655	OG0002655	YNL011C	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.26&CDS=1-1242
2656	OG0002656	YNL014W	genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_37_length_122081_cov_27.0011_ID_12910-processed-gene-0.25&CDS=1-3138
2657	OG0002657	YNL015W	genemark-NODE_63_length_53218_cov_29.507_ID_17471-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_63_length_53218_cov_29.507_ID_17471-processed-gene-0.4&CDS=1-222
2658	OG0002658	YNL016W	genemark-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_19_length_216850_cov_25.7051_ID_10513-processed-gene-1.96&CDS=1-1164
