	OrthologID	Saccharomyces_cerevisiae	yHAB164_Kazachstania_aerobia
2777	OG0002777	YLR299W	genemark-scf7180000019979-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000019979-processed-gene-0.0&CDS=1-1899
2778	OG0002778	YLR301W	genemark-scf7180000019979-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000019979-processed-gene-0.1&CDS=1-720
2779	OG0002779	YLR303W	genemark-scf7180000020004-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000020004-processed-gene-0.5&CDS=1-1335
2780	OG0002780	YLR304C	genemark-scf7180000020167-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000020167-processed-gene-0.39&CDS=1-2355
2781	OG0002781	YLR305C	augustus_masked-scf7180000020004-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000020004-processed-gene-0.14&CDS=1-5730
2782	OG0002782	YLR306W	snap_masked-scf7180000020004-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000020004-processed-gene-0.11&CDS=1-513
2783	OG0002783	YLR308W	genemark-scf7180000020004-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000020004-processed-gene-0.4&CDS=1-933
2784	OG0002784	YLR309C	augustus_masked-scf7180000020004-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000020004-processed-gene-0.13&CDS=1-3063
2785	OG0002785	YLR310C	augustus_masked-scf7180000020167-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000020167-processed-gene-0.10&CDS=1-4947
2786	OG0002786	YLR312W-A	snap_masked-scf7180000020167-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scf7180000020167-processed-gene-0.79&CDS=1-693
2787	OG0002787	YLR315W	snap_masked-scf7180000020134-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000020134-processed-gene-0.20&CDS=1-492
2788	OG0002788	YLR316C	genemark-scf7180000020134-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000020134-processed-gene-0.79&CDS=1-969
2789	OG0002789	YLR318W	augustus_masked-scf7180000020192-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000020192-processed-gene-0.26&CDS=1-2550
2790	OG0002790	YLR319C	genemark-scf7180000020134-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000020134-processed-gene-0.80&CDS=1-2217
2791	OG0002791	YLR320W	augustus_masked-scf7180000020134-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scf7180000020134-processed-gene-0.112&CDS=1-4362
2792	OG0002792	YLR321C	genemark-scf7180000019875-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000019875-processed-gene-0.4&CDS=1-1386
2793	OG0002793	YLR325C	augustus_masked-scf7180000020120-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-scf7180000020120-processed-gene-0.95&CDS=1-234
2794	OG0002794	YLR326W	genemark-scf7180000020120-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000020120-processed-gene-0.36&CDS=1-900
2795	OG0002795	YLR329W	snap_masked-scf7180000020180-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000020180-processed-gene-0.13&CDS=1-588
2796	OG0002796	YLR330W	genemark-scf7180000020180-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000020180-processed-gene-0.5&CDS=1-1782
2797	OG0002797	YLR335W	genemark-scf7180000020216-processed-gene-0.144-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.144&CDS=1-2337
2798	OG0002798	YLR336C	genemark-scf7180000020216-processed-gene-0.110-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.110&CDS=1-2997
2799	OG0002799	YLR337C	maker-scf7180000020216-snap-gene-0.75-mRNA-1_1&gene=maker-scf7180000020216-snap-gene-0.75&CDS=1-1980
2800	OG0002800	YLR340W	genemark-scf7180000020106-processed-gene-0.140-mRNA-1_1&gene=genemark-scf7180000020106-processed-gene-0.140&CDS=1-936
2801	OG0002801	YLR345W	genemark-scf7180000020216-processed-gene-0.140-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.140&CDS=1-1368
2802	OG0002802	YLR347C	genemark-scf7180000020216-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.108&CDS=1-2583
2803	OG0002803	YLR348C	genemark-scf7180000020216-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.107&CDS=1-894
2804	OG0002804	YLR351C	genemark-scf7180000020216-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.106&CDS=1-873
2805	OG0002805	YLR352W	snap_masked-scf7180000020216-processed-gene-0.62-mRNA-1_1&gene=snap_masked-scf7180000020216-processed-gene-0.62&CDS=1-2322
2806	OG0002806	YLR354C	genemark-scf7180000020216-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.105&CDS=1-999
2807	OG0002807	YLR355C	genemark-scf7180000020216-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000020216-processed-gene-0.104&CDS=1-1188
2808	OG0002808	YLR359W	genemark-scf7180000020064-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000020064-processed-gene-0.29&CDS=1-1446
2809	OG0002809	YLR361C	augustus_masked-scf7180000020064-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000020064-processed-gene-0.9&CDS=1-1782
2810	OG0002810	YLR362W	genemark-scf7180000020064-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000020064-processed-gene-0.31&CDS=1-2334
2811	OG0002811	YLR363C	genemark-scf7180000020064-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000020064-processed-gene-0.37&CDS=1-801
2812	OG0002812	YLR363W-A	augustus_masked-scf7180000020184-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-scf7180000020184-processed-gene-0.117&CDS=1-267
2813	OG0002813	YLR364W	genemark-scf7180000020185-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000020185-processed-gene-0.79&CDS=1-336
2814	OG0002814	YLR368W	augustus_masked-scf7180000020064-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000020064-processed-gene-0.5&CDS=1-1824
2815	OG0002815	YLR369W	genemark-scf7180000020064-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000020064-processed-gene-0.33&CDS=1-1971
2816	OG0002816	YLR370C	genemark-scf7180000020107-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000020107-processed-gene-0.60&CDS=1-600
2817	OG0002817	YLR371W	genemark-scf7180000020107-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000020107-processed-gene-0.49&CDS=1-4293
2818	OG0002818	YLR372W	genemark-scf7180000020064-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000020064-processed-gene-0.34&CDS=1-1098
2819	OG0002819	YLR375W	genemark-scf7180000020235-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.64&CDS=1-993
2820	OG0002820	YLR376C	snap_masked-scf7180000020235-processed-gene-0.179-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.179&CDS=1-456
2821	OG0002821	YLR377C	genemark-scf7180000020235-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.97&CDS=1-1053
2822	OG0002822	YLR378C	genemark-scf7180000020235-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.65&CDS=1-1437
2823	OG0002823	YLR380W	genemark-scf7180000020235-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.66&CDS=1-1215
2824	OG0002824	YLR381W	snap_masked-scf7180000020235-processed-gene-0.153-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.153&CDS=1-2199
2825	OG0002825	YLR382C	genemark-scf7180000020235-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.98&CDS=1-2757
2826	OG0002826	YLR383W	genemark-scf7180000020235-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.68&CDS=1-3321
2827	OG0002827	YLR384C	genemark-scf7180000020235-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.99&CDS=1-4002
2828	OG0002828	YLR385C	snap_masked-scf7180000020235-processed-gene-0.183-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.183&CDS=1-408
2829	OG0002829	YLR386W	snap_masked-scf7180000020235-processed-gene-0.155-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.155&CDS=1-2646
2830	OG0002830	YLR389C	genemark-scf7180000020235-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.103&CDS=1-2916
2831	OG0002831	YLR390W	augustus_masked-scf7180000020235-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000020235-processed-gene-0.6&CDS=1-294
2832	OG0002832	YLR390W-A	augustus_masked-scf7180000020235-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000020235-processed-gene-0.7&CDS=1-657
2833	OG0002833	YLR392C	genemark-scf7180000020235-processed-gene-0.104-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.104&CDS=1-1662
2834	OG0002834	YLR393W	maker-scf7180000020235-augustus-gene-0.143-mRNA-1_1&gene=maker-scf7180000020235-augustus-gene-0.143&CDS=1-2247
2835	OG0002835	YLR396C	genemark-scf7180000020235-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.105&CDS=1-2010
2836	OG0002836	YLR398C	augustus_masked-scf7180000020235-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000020235-processed-gene-0.39&CDS=1-6105
2837	OG0002837	YLR399C	genemark-scf7180000020235-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.108&CDS=1-2244
2838	OG0002838	YLR401C	genemark-scf7180000020235-processed-gene-0.109-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.109&CDS=1-2052
2839	OG0002839	YLR403W	genemark-scf7180000020235-processed-gene-0.73-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.73&CDS=1-2331
2840	OG0002840	YLR404W	augustus_masked-scf7180000020235-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000020235-processed-gene-0.10&CDS=1-999
2841	OG0002841	YLR405W	genemark-scf7180000020235-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.75&CDS=1-1074
2842	OG0002842	YLR407W	snap_masked-scf7180000020235-processed-gene-0.162-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.162&CDS=1-831
2843	OG0002843	YLR409C	genemark-scf7180000020235-processed-gene-0.110-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.110&CDS=1-3054
2844	OG0002844	YLR410W	genemark-scf7180000020235-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.77&CDS=1-3495
2845	OG0002845	YLR412W	genemark-scf7180000020235-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.78&CDS=1-825
2846	OG0002846	YLR414C	genemark-scf7180000020235-processed-gene-0.112-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.112&CDS=1-783
2847	OG0002847	YLR417W	genemark-scf7180000020235-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.80&CDS=1-1656
2848	OG0002848	YLR418C	genemark-scf7180000020235-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.113&CDS=1-1185
2849	OG0002849	YLR419W	genemark-scf7180000020235-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.81&CDS=1-4368
2850	OG0002850	YLR420W	augustus_masked-scf7180000020235-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000020235-processed-gene-0.57&CDS=1-1086
2851	OG0002851	YLR421C	augustus_masked-scf7180000020235-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000020235-processed-gene-0.23&CDS=1-528
2852	OG0002852	YLR422W	augustus_masked-scf7180000020235-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000020235-processed-gene-0.56&CDS=1-6057
2853	OG0002853	YLR423C	snap_masked-scf7180000020235-processed-gene-0.171-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.171&CDS=1-1332
2854	OG0002854	YLR424W	augustus_masked-scf7180000020235-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000020235-processed-gene-0.54&CDS=1-2121
2855	OG0002855	YLR425W	genemark-scf7180000020235-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.121&CDS=1-3810
2856	OG0002856	YLR426W	genemark-scf7180000020235-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.120&CDS=1-870
2857	OG0002857	YLR427W	genemark-scf7180000020235-processed-gene-0.119-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.119&CDS=1-2022
2858	OG0002858	YLR429W	genemark-scf7180000020235-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.118&CDS=1-1965
2859	OG0002859	YLR430W	genemark-scf7180000020235-processed-gene-0.117-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.117&CDS=1-6402
2860	OG0002860	YLR431C	snap_masked-scf7180000020235-processed-gene-0.169-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.169&CDS=1-1488
2861	OG0002861	YLR435W	genemark-scf7180000020235-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.116&CDS=1-612
2862	OG0002862	YLR436C	snap_masked-scf7180000020235-processed-gene-0.168-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.168&CDS=1-4125
2863	OG0002863	YLR438C-A	genemark-scf7180000020235-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.82&CDS=1-327
2864	OG0002864	YLR438W	genemark-scf7180000020235-processed-gene-0.115-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.115&CDS=1-1263
2865	OG0002865	YLR439W	genemark-scf7180000020235-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.88&CDS=1-972
2866	OG0002866	YLR441C	genemark-scf7180000020224-processed-gene-0.153-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.153&CDS=1-765
2867	OG0002867	YLR443W	snap_masked-scf7180000020235-processed-gene-0.173-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.173&CDS=1-1770
2868	OG0002868	YLR446W	snap_masked-scf7180000020235-processed-gene-0.174-mRNA-1_1&gene=snap_masked-scf7180000020235-processed-gene-0.174&CDS=1-1314
2869	OG0002869	YLR447C	genemark-scf7180000020235-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.127&CDS=1-1095
2870	OG0002870	YLR449W	genemark-scf7180000020235-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000020235-processed-gene-0.93&CDS=1-1254
2871	OG0002871	YLR452C	genemark-scf7180000020112-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.50&CDS=1-2139
2872	OG0002872	YLR454W	genemark-scf7180000020112-processed-gene-0.23-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.23&CDS=1-8055
2873	OG0002873	YLR455W	genemark-scf7180000020112-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000020112-processed-gene-0.25&CDS=1-942
2874	OG0002874	YLR459W	augustus_masked-scf7180000020192-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000020192-processed-gene-0.30&CDS=1-975
2875	OG0002875	YML001W	genemark-scf7180000020134-processed-gene-0.58-mRNA-1_1&gene=genemark-scf7180000020134-processed-gene-0.58&CDS=1-621
2876	OG0002876	YML002W	augustus_masked-scf7180000020166-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-scf7180000020166-processed-gene-0.195&CDS=1-3372
2877	OG0002877	YML004C	genemark-scf7180000020120-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000020120-processed-gene-0.18&CDS=1-948
2878	OG0002878	YML005W	genemark-scf7180000019970-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000019970-processed-gene-0.3&CDS=1-1299
2879	OG0002879	YML006C	snap_masked-scf7180000020224-processed-gene-0.170-mRNA-1_1&gene=snap_masked-scf7180000020224-processed-gene-0.170&CDS=1-2457
2880	OG0002880	YML007W	genemark-scf7180000020224-processed-gene-0.134-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.134&CDS=1-1845
2881	OG0002881	YML008C	genemark-scf7180000020224-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.97&CDS=1-1131
2882	OG0002882	YML009C	augustus_masked-scf7180000020224-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000020224-processed-gene-0.19&CDS=1-222
2883	OG0002883	YML010W	genemark-scf7180000020224-processed-gene-0.136-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.136&CDS=1-3024
2884	OG0002884	YML011C	genemark-scf7180000020224-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.99&CDS=1-543
2885	OG0002885	YML012W	genemark-scf7180000020224-processed-gene-0.137-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.137&CDS=1-639
2886	OG0002886	YML013W	genemark-scf7180000020224-processed-gene-0.138-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.138&CDS=1-1923
2887	OG0002887	YML014W	genemark-scf7180000020107-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000020107-processed-gene-0.65&CDS=1-828
2888	OG0002888	YML015C	genemark-scf7180000020231-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000020231-processed-gene-0.99&CDS=1-1059
2889	OG0002889	YML017W	augustus_masked-scf7180000020107-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000020107-processed-gene-0.16&CDS=1-1467
2890	OG0002890	YML018C	augustus_masked-scf7180000020107-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000020107-processed-gene-0.6&CDS=1-1305
2891	OG0002891	YML020W	augustus_masked-scf7180000020107-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000020107-processed-gene-0.18&CDS=1-2010
2892	OG0002892	YML021C	genemark-scf7180000020107-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000020107-processed-gene-0.57&CDS=1-1071
2893	OG0002893	YML022W	genemark-scf7180000020107-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000020107-processed-gene-0.68&CDS=1-561
2894	OG0002894	YML023C	augustus_masked-scf7180000020107-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000020107-processed-gene-0.8&CDS=1-1635
2895	OG0002895	YML025C	genemark-scf7180000020163-processed-gene-1.117-mRNA-1_1&gene=genemark-scf7180000020163-processed-gene-1.117&CDS=1-825
2896	OG0002896	YML029W	augustus_masked-scf7180000020163-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-scf7180000020163-processed-gene-1.148&CDS=1-2847
2897	OG0002897	YML030W	augustus_masked-scf7180000020163-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-scf7180000020163-processed-gene-1.147&CDS=1-438
2898	OG0002898	YML031W	snap_masked-scf7180000020163-processed-gene-1.21-mRNA-1_1&gene=snap_masked-scf7180000020163-processed-gene-1.21&CDS=1-1722
2899	OG0002899	YML032C	genemark-scf7180000020163-processed-gene-1.115-mRNA-1_1&gene=genemark-scf7180000020163-processed-gene-1.115&CDS=1-1437
2900	OG0002900	YML034W	maker-scf7180000020163-augustus-gene-1.61-mRNA-1_1&gene=maker-scf7180000020163-augustus-gene-1.61&CDS=1-2526
2901	OG0002901	YML035C	genemark-scf7180000020163-processed-gene-1.114-mRNA-1_1&gene=genemark-scf7180000020163-processed-gene-1.114&CDS=1-2409
2902	OG0002902	YML036W	genemark-scf7180000020163-processed-gene-1.81-mRNA-1_1&gene=genemark-scf7180000020163-processed-gene-1.81&CDS=1-528
2903	OG0002903	YML037C	snap_masked-scf7180000020163-processed-gene-1.53-mRNA-1_1&gene=snap_masked-scf7180000020163-processed-gene-1.53&CDS=1-1464
2904	OG0002904	YML038C	genemark-scf7180000020163-processed-gene-1.112-mRNA-1_1&gene=genemark-scf7180000020163-processed-gene-1.112&CDS=1-1389
2905	OG0002905	YML041C	genemark-scf7180000020210-processed-gene-1.14-mRNA-1_1&gene=genemark-scf7180000020210-processed-gene-1.14&CDS=1-792
2906	OG0002906	YML042W	genemark-scf7180000020224-processed-gene-0.131-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.131&CDS=1-2049
2907	OG0002907	YML043C	augustus_masked-scf7180000020134-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000020134-processed-gene-0.105&CDS=1-1731
2908	OG0002908	YML046W	genemark-scf7180000020214-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.82&CDS=1-1887
2909	OG0002909	YML048W	genemark-scf7180000020214-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.81&CDS=1-1203
2910	OG0002910	YML049C	maker-scf7180000020214-augustus-gene-0.132-mRNA-1_1&gene=maker-scf7180000020214-augustus-gene-0.132&CDS=1-3855
2911	OG0002911	YML051W	genemark-scf7180000020214-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000020214-processed-gene-0.80&CDS=1-1332
2912	OG0002912	YML052W	snap_masked-scf7180000020214-processed-gene-0.145-mRNA-1_1&gene=snap_masked-scf7180000020214-processed-gene-0.145&CDS=1-1062
2913	OG0002913	YML054C	genemark-scf7180000020224-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.113&CDS=1-1815
2914	OG0002914	YML055W	genemark-scf7180000020224-processed-gene-0.149-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.149&CDS=1-522
2915	OG0002915	YML057W	genemark-scf7180000020224-processed-gene-0.150-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.150&CDS=1-1695
2916	OG0002916	YML058W	augustus_masked-scf7180000020224-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000020224-processed-gene-0.71&CDS=1-291
2917	OG0002917	YML059C	genemark-scf7180000020224-processed-gene-0.115-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.115&CDS=1-4143
2918	OG0002918	YML060W	genemark-scf7180000020224-processed-gene-0.152-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.152&CDS=1-1110
2919	OG0002919	YML061C	genemark-scf7180000020224-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.116&CDS=1-2586
2920	OG0002920	YML062C	genemark-scf7180000020224-processed-gene-0.117-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.117&CDS=1-1104
2921	OG0002921	YML064C	genemark-scf7180000020224-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.118&CDS=1-789
2922	OG0002922	YML066C	snap_masked-scf7180000020224-processed-gene-0.193-mRNA-1_1&gene=snap_masked-scf7180000020224-processed-gene-0.193&CDS=1-900
2923	OG0002923	YML067C	snap_masked-scf7180000020224-processed-gene-0.194-mRNA-1_1&gene=snap_masked-scf7180000020224-processed-gene-0.194&CDS=1-1059
2924	OG0002924	YML068W	genemark-scf7180000020224-processed-gene-0.155-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.155&CDS=1-1332
2925	OG0002925	YML069W	genemark-scf7180000020224-processed-gene-0.156-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.156&CDS=1-1632
2926	OG0002926	YML070W	genemark-scf7180000020224-processed-gene-0.157-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.157&CDS=1-1755
2927	OG0002927	YML071C	genemark-scf7180000020224-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.120&CDS=1-1623
2928	OG0002928	YML072C	genemark-scf7180000020224-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000020224-processed-gene-0.121&CDS=1-5208
2929	OG0002929	YML076C	augustus_masked-scf7180000020071-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000020071-processed-gene-0.40&CDS=1-3126
2930	OG0002930	YML077W	genemark-scf7180000020071-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000020071-processed-gene-0.5&CDS=1-498
2931	OG0002931	YML079W	genemark-scf7180000020169-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000020169-processed-gene-0.83&CDS=1-612
2932	OG0002932	YML080W	augustus_masked-scf7180000020169-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-scf7180000020169-processed-gene-0.156&CDS=1-5538
2933	OG0002933	YML081C-A	snap_masked-scf7180000020169-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000020169-processed-gene-0.45&CDS=1-183
2934	OG0002934	YML086C	genemark-scf7180000020127-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000020127-processed-gene-0.63&CDS=1-1572
2935	OG0002935	YML088W	augustus_masked-scf7180000020127-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000020127-processed-gene-0.83&CDS=1-2103
2936	OG0002936	YML091C	snap_masked-scf7180000020127-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000020127-processed-gene-0.27&CDS=1-3921
2937	OG0002937	YML092C	genemark-scf7180000020127-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000020127-processed-gene-0.60&CDS=1-750
2938	OG0002938	YML093W	genemark-scf7180000020127-processed-gene-0.44-mRNA-1_1&gene=genemark-scf7180000020127-processed-gene-0.44&CDS=1-2715
2939	OG0002939	YML094W	genemark-scf7180000020213-processed-gene-1.178-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.178&CDS=1-483
2940	OG0002940	YML095C	genemark-scf7180000020213-processed-gene-1.140-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.140&CDS=1-708
2941	OG0002941	YML096W	augustus_masked-scf7180000020127-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-scf7180000020127-processed-gene-0.81&CDS=1-1605
2942	OG0002942	YML097C	genemark-scf7180000020213-processed-gene-1.141-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.141&CDS=1-1425
2943	OG0002943	YML098W	genemark-scf7180000020213-processed-gene-1.179-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.179&CDS=1-444
2944	OG0002944	YML099C	maker-scf7180000020127-snap-gene-0.69-mRNA-1_1&gene=maker-scf7180000020127-snap-gene-0.69&CDS=1-2532
2945	OG0002945	YML101C	augustus_masked-scf7180000020213-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-scf7180000020213-processed-gene-1.31&CDS=1-459
2946	OG0002946	YML102W	genemark-scf7180000020213-processed-gene-1.165-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.165&CDS=1-1776
2947	OG0002947	YML103C	augustus_masked-scf7180000020213-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-scf7180000020213-processed-gene-1.32&CDS=1-5106
2948	OG0002948	YML104C	genemark-scf7180000020213-processed-gene-1.129-mRNA-1_1&gene=genemark-scf7180000020213-processed-gene-1.129&CDS=1-3264
