	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034893_Ogataea_philodendra
2675	OG0002675	YOL097C	augustus_masked-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.274-mRNA-1_1&gene=augustus_masked-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.274&CDS=1-2643
2676	OG0002676	YOL098C	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-0.68&CDS=1-3111
2677	OG0002677	YOL102C	genemark-NODE_19_length_141596_cov_74.0208_ID_37-processed-gene-0.144-mRNA-1_1&gene=genemark-NODE_19_length_141596_cov_74.0208_ID_37-processed-gene-0.144&CDS=1-681
2678	OG0002678	YOL107W	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.151-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.151&CDS=1-1038
2679	OG0002679	YOL108C	snap_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.207-mRNA-1_1&gene=snap_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-4.207&CDS=1-279
2680	OG0002680	YOL114C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.113-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.113&CDS=1-519
2681	OG0002681	YOL115W	snap_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.46&CDS=1-1746
2682	OG0002682	YOL123W	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.99&CDS=1-1215
2683	OG0002683	YOL124C	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.73&CDS=1-1302
2684	OG0002684	YOL125W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.37&CDS=1-1257
2685	OG0002685	YOL127W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.161-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.161&CDS=1-423
2686	OG0002686	YOL129W	maker-NODE_2_length_789798_cov_75.9216_ID_3-snap-gene-6.362-mRNA-1_1&gene=maker-NODE_2_length_789798_cov_75.9216_ID_3-snap-gene-6.362&CDS=1-1455
2687	OG0002687	YOL132W	augustus_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.91&CDS=1-1701
2688	OG0002688	YOL133W	genemark-NODE_21_length_128179_cov_67.4733_ID_41-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_21_length_128179_cov_67.4733_ID_41-processed-gene-0.76&CDS=1-345
2689	OG0002689	YOL135C	genemark-NODE_21_length_128179_cov_67.4733_ID_41-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_21_length_128179_cov_67.4733_ID_41-processed-gene-0.110&CDS=1-690
2690	OG0002690	YOL137W	augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-3.163-mRNA-1_1&gene=augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-3.163&CDS=1-3699
2691	OG0002691	YOL139C	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-2.112&CDS=1-633
2692	OG0002692	YOL142W	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.242-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.242&CDS=1-645
2693	OG0002693	YOL143C	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.112&CDS=1-4308
2694	OG0002694	YOL144W	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.110-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.110&CDS=1-1233
2695	OG0002695	YOL145C	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.87-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-2.87&CDS=1-3156
2696	OG0002696	YOL146W	snap_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.36&CDS=1-561
2697	OG0002697	YOL147C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.94-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-4.94&CDS=1-777
2698	OG0002698	YOL148C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.92-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.92&CDS=1-1716
2699	OG0002699	YOL149W	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.111&CDS=1-525
2700	OG0002700	YOR001W	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.10&CDS=1-2256
2701	OG0002701	YOR002W	maker-NODE_3_length_643798_cov_66.6584_ID_5-snap-gene-4.165-mRNA-1_1&gene=maker-NODE_3_length_643798_cov_66.6584_ID_5-snap-gene-4.165&CDS=1-2694
2702	OG0002702	YOR004W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.98-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-4.98&CDS=1-714
2703	OG0002703	YOR005C	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.45&CDS=1-2709
2704	OG0002704	YOR006C	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.48&CDS=1-426
2705	OG0002705	YOR007C	genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_16_length_209552_cov_67.4697_ID_31-processed-gene-0.47&CDS=1-1023
2706	OG0002706	YOR014W	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-0.117&CDS=1-2049
2707	OG0002707	YOR020C	augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.340-mRNA-1_1&gene=augustus_masked-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.340&CDS=1-336
2708	OG0002708	YOR021C	snap_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-0.26&CDS=1-366
2709	OG0002709	YOR022C	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-1.61&CDS=1-1986
2710	OG0002710	YOR025W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.49&CDS=1-1161
2711	OG0002711	YOR026W	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.124&CDS=1-960
2712	OG0002712	YOR027W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-1.43&CDS=1-1701
2713	OG0002713	YOR028C	genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.92&CDS=1-603
2714	OG0002714	YOR035C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-10.143-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-10.143&CDS=1-1917
2715	OG0002715	YOR036W	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.145&CDS=1-801
2716	OG0002716	YOR037W	augustus_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.39&CDS=1-1293
2717	OG0002717	YOR038C	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.112&CDS=1-2715
2718	OG0002718	YOR039W	genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_8_length_389341_cov_68.8812_ID_15-processed-gene-0.142&CDS=1-756
2719	OG0002719	YOR042W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.80-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.80&CDS=1-873
2720	OG0002720	YOR043W	genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.97&CDS=1-1032
2721	OG0002721	YOR046C	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-1.50&CDS=1-1416
2722	OG0002722	YOR048C	maker-NODE_16_length_209552_cov_67.4697_ID_31-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_16_length_209552_cov_67.4697_ID_31-augustus-gene-1.6&CDS=1-3735
2723	OG0002723	YOR051C	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.86-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.86&CDS=1-1257
2724	OG0002724	YOR052C	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-1.111&CDS=1-522
2725	OG0002725	YOR056C	genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.237-mRNA-1_1&gene=genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.237&CDS=1-1353
2726	OG0002726	YOR057W	genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.284-mRNA-1_1&gene=genemark-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.284&CDS=1-1032
2727	OG0002727	YOR058C	augustus_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_18_length_162580_cov_65.1521_ID_35-processed-gene-0.49&CDS=1-2427
2728	OG0002728	YOR059C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.140-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-3.140&CDS=1-1374
2729	OG0002729	YOR063W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.11-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.11&CDS=1-1167
2730	OG0002730	YOR065W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.117&CDS=1-909
2731	OG0002731	YOR067C	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.121&CDS=1-1641
2732	OG0002732	YOR069W	augustus_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.69&CDS=1-1962
2733	OG0002733	YOR070C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.75-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-3.75&CDS=1-1557
2734	OG0002734	YOR074C	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-1.111&CDS=1-888
2735	OG0002735	YOR075W	augustus_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-2.31&CDS=1-978
2736	OG0002736	YOR079C	genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_14_length_283762_cov_68.7995_ID_27-processed-gene-0.79&CDS=1-918
2737	OG0002737	YOR080W	snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-5.113-mRNA-1_1&gene=snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-5.113&CDS=1-1152
2738	OG0002738	YOR085W	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-1.49&CDS=1-969
2739	OG0002739	YOR087W	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.117-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.117&CDS=1-1902
2740	OG0002740	YOR089C	augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.181-mRNA-1_1&gene=augustus_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.181&CDS=1-633
2741	OG0002741	YOR090C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.88-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.88&CDS=1-1641
2742	OG0002742	YOR091W	snap_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.45-mRNA-1_1&gene=snap_masked-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-5.45&CDS=1-1032
2743	OG0002743	YOR093C	snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-5.109-mRNA-1_1&gene=snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-5.109&CDS=1-705
2744	OG0002744	YOR095C	maker-NODE_7_length_450359_cov_65.6065_ID_13-snap-gene-2.165-mRNA-1_1&gene=maker-NODE_7_length_450359_cov_65.6065_ID_13-snap-gene-2.165&CDS=1-1428
2745	OG0002745	YOR103C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.171-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-2.171&CDS=1-438
2746	OG0002746	YOR111W	genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_11_length_352897_cov_66.8228_ID_21-processed-gene-0.147&CDS=1-666
2747	OG0002747	YOR113W	genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_7_length_450359_cov_65.6065_ID_13-processed-gene-2.123&CDS=1-1854
2748	OG0002748	YOR116C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.109&CDS=1-4392
2749	OG0002749	YOR117W	augustus_masked-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-1.160&CDS=1-1278
2750	OG0002750	YOR118W	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.61&CDS=1-1749
2751	OG0002751	YOR119C	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.19&CDS=1-1389
2752	OG0002752	YOR122C	maker-NODE_23_length_126160_cov_79.7986_ID_45-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_23_length_126160_cov_79.7986_ID_45-augustus-gene-0.5&CDS=1-1473
2753	OG0002753	YOR124C	snap_masked-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.129&CDS=1-3834
2754	OG0002754	YOR125C	augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.253-mRNA-1_1&gene=augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-5.253&CDS=1-2070
2755	OG0002755	YOR126C	genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_9_length_380031_cov_67.2163_ID_17-processed-gene-2.105&CDS=1-750
2756	OG0002756	YOR128C	maker-NODE_12_length_348569_cov_68.2112_ID_23-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_12_length_348569_cov_68.2112_ID_23-augustus-gene-2.0&CDS=1-3267
2757	OG0002757	YOR130C	genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_23_length_126160_cov_79.7986_ID_45-processed-gene-0.25&CDS=1-885
2758	OG0002758	YOR131C	snap_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_10_length_361062_cov_67.9065_ID_19-processed-gene-2.68&CDS=1-621
2759	OG0002759	YOR132W	augustus_masked-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-0.165&CDS=1-1584
2760	OG0002760	YOR134W	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.105&CDS=1-1887
2761	OG0002761	YOR136W	snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-8.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-8.36&CDS=1-1098
2762	OG0002762	YOR138C	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.109-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.109&CDS=1-1731
2763	OG0002763	YOR141C	augustus_masked-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-0.117&CDS=1-3030
2764	OG0002764	YOR142W	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-0.71&CDS=1-957
2765	OG0002765	YOR143C	genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_13_length_304413_cov_67.7473_ID_25-processed-gene-0.83&CDS=1-897
2766	OG0002766	YOR145C	genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_15_length_270368_cov_69.5672_ID_29-processed-gene-1.79&CDS=1-759
2767	OG0002767	YOR149C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.207-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-6.207&CDS=1-1347
2768	OG0002768	YOR150W	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.189-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.189&CDS=1-528
2769	OG0002769	YOR151C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.136-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.136&CDS=1-3825
2770	OG0002770	YOR154W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.97-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.97&CDS=1-1764
2771	OG0002771	YOR155C	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.134-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.134&CDS=1-1284
2772	OG0002772	YOR157C	genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.54-mRNA-1_1&gene=genemark-NODE_2_length_789798_cov_75.9216_ID_3-processed-gene-3.54&CDS=1-510
2773	OG0002773	YOR158W	genemark-NODE_24_length_80549_cov_69.0098_ID_47-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_24_length_80549_cov_69.0098_ID_47-processed-gene-0.54&CDS=1-954
2774	OG0002774	YOR159C	augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-0.130&CDS=1-255
2775	OG0002775	YOR160W	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-0.50&CDS=1-2871
2776	OG0002776	YOR163W	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.69-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.69&CDS=1-870
2777	OG0002777	YOR164C	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.18&CDS=1-1992
2778	OG0002778	YOR165W	maker-NODE_1_length_1278667_cov_66.6163_ID_1-augustus-gene-11.6-mRNA-1_1&gene=maker-NODE_1_length_1278667_cov_66.6163_ID_1-augustus-gene-11.6&CDS=1-3879
2779	OG0002779	YOR166C	augustus_masked-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.73&CDS=1-927
2780	OG0002780	YOR168W	genemark-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_17_length_175091_cov_70.6054_ID_33-processed-gene-0.83&CDS=1-2388
2781	OG0002781	YOR174W	augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.151&CDS=1-735
2782	OG0002782	YOR175C	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.117-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.117&CDS=1-1821
2783	OG0002783	YOR176W	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.83-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.83&CDS=1-1152
2784	OG0002784	YOR181W	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.241-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-11.241&CDS=1-1803
2785	OG0002785	YOR184W	genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_12_length_348569_cov_68.2112_ID_23-processed-gene-2.141&CDS=1-1164
2786	OG0002786	YOR187W	maker-NODE_6_length_488750_cov_65.2929_ID_11-snap-gene-2.12-mRNA-1_1&gene=maker-NODE_6_length_488750_cov_65.2929_ID_11-snap-gene-2.12&CDS=1-3138
2787	OG0002787	YOR188W	genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_6_length_488750_cov_65.2929_ID_11-processed-gene-2.114&CDS=1-2901
2788	OG0002788	YOR191W	maker-NODE_24_length_80549_cov_69.0098_ID_47-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_24_length_80549_cov_69.0098_ID_47-snap-gene-0.3&CDS=1-5745
2789	OG0002789	YOR194C	genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.75&CDS=1-762
2790	OG0002790	YOR195W	genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_22_length_127543_cov_73.0507_ID_43-processed-gene-0.114&CDS=1-2298
2791	OG0002791	YOR196C	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.132&CDS=1-3000
2792	OG0002792	YOR197W	genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-4.118-mRNA-1_1&gene=genemark-NODE_3_length_643798_cov_66.6584_ID_5-processed-gene-4.118&CDS=1-1149
2793	OG0002793	YOR198C	genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-0.61&CDS=1-1374
2794	OG0002794	YOR201C	augustus_masked-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_20_length_141134_cov_67.3989_ID_39-processed-gene-0.64&CDS=1-1143
2795	OG0002795	YOR204W	genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_4_length_568887_cov_64.9081_ID_7-processed-gene-2.12&CDS=1-1809
2796	OG0002796	YOR205C	augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1278667_cov_66.6163_ID_1-processed-gene-7.136&CDS=1-1608
2797	OG0002797	YOR206W	genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_5_length_524919_cov_64.9816_ID_9-processed-gene-2.93&CDS=1-2040
