	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035318_Hyphopichia_heimii
3159	OG0003159	YOR149C	snap_masked-NODE_64_length_65594_cov_18.0805_ID_20433-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_64_length_65594_cov_18.0805_ID_20433-processed-gene-0.52&CDS=1-1704
3160	OG0003160	YOR150W	snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.167-mRNA-1_1&gene=snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.167&CDS=1-519
3161	OG0003161	YOR151C	snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.194&CDS=1-3690
3162	OG0003162	YOR154W	snap_masked-NODE_95_length_41644_cov_15.1653_ID_21126-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_95_length_41644_cov_15.1653_ID_21126-processed-gene-0.16&CDS=1-1935
3163	OG0003163	YOR155C	snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.197-mRNA-1_1&gene=snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.197&CDS=1-1521
3164	OG0003164	YOR157C	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.87&CDS=1-807
3165	OG0003165	YOR159C	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.18&CDS=1-267
3166	OG0003166	YOR160W	snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.183-mRNA-1_1&gene=snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.183&CDS=1-2907
3167	OG0003167	YOR161C	snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.49&CDS=1-1623
3168	OG0003168	YOR163W	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.106&CDS=1-552
3169	OG0003169	YOR164C	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.142&CDS=1-969
3170	OG0003170	YOR165W	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-1.79&CDS=1-2568
3171	OG0003171	YOR168W	snap_masked-NODE_44_length_93205_cov_17.6086_ID_19683-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_44_length_93205_cov_17.6086_ID_19683-processed-gene-0.75&CDS=1-2118
3172	OG0003172	YOR174W	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.11&CDS=1-933
3173	OG0003173	YOR175C	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.34&CDS=1-1839
3174	OG0003174	YOR176W	augustus_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.68&CDS=1-1176
3175	OG0003175	YOR181W	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-0.114&CDS=1-2025
3176	OG0003176	YOR187W	snap_masked-NODE_58_length_68610_cov_16.9537_ID_17471-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_58_length_68610_cov_16.9537_ID_17471-processed-gene-0.22&CDS=1-1305
3177	OG0003177	YOR188W	snap_masked-NODE_58_length_68610_cov_16.9537_ID_17471-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_58_length_68610_cov_16.9537_ID_17471-processed-gene-0.29&CDS=1-3501
3178	OG0003178	YOR191W	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.135-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.135&CDS=1-3513
3179	OG0003179	YOR194C	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.202-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.202&CDS=1-750
3180	OG0003180	YOR195W	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.252-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.252&CDS=1-2244
3181	OG0003181	YOR196C	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.251-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.251&CDS=1-1185
3182	OG0003182	YOR198C	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.199-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.199&CDS=1-1341
3183	OG0003183	YOR201C	snap_masked-NODE_67_length_61163_cov_16.9679_ID_28074-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_67_length_61163_cov_16.9679_ID_28074-processed-gene-0.28&CDS=1-1245
3184	OG0003184	YOR202W	snap_masked-NODE_67_length_61163_cov_16.9679_ID_28074-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_67_length_61163_cov_16.9679_ID_28074-processed-gene-0.29&CDS=1-666
3185	OG0003185	YOR204W	snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_62_length_65892_cov_16.3975_ID_22895-processed-gene-0.4&CDS=1-1932
3186	OG0003186	YOR205C	augustus_masked-NODE_89_length_43505_cov_15.2145_ID_20554-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_89_length_43505_cov_15.2145_ID_20554-processed-gene-0.45&CDS=1-1695
3187	OG0003187	YOR206W	snap_masked-NODE_88_length_43722_cov_16.5025_ID_24316-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_88_length_43722_cov_16.5025_ID_24316-processed-gene-0.60&CDS=1-2181
3188	OG0003188	YOR207C	augustus_masked-NODE_167_length_13639_cov_16.1689_ID_24455-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_167_length_13639_cov_16.1689_ID_24455-processed-gene-0.8&CDS=1-5391
3189	OG0003189	YOR210W	snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.254-mRNA-1_1&gene=snap_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.254&CDS=1-216
3190	OG0003190	YOR211C	augustus_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_11_length_197687_cov_22.5789_ID_23058-processed-gene-0.164&CDS=1-2604
3191	OG0003191	YOR212W	genemark-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.103&CDS=1-1209
3192	OG0003192	YOR215C	snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.35&CDS=1-540
3193	OG0003193	YOR216C	snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.20&CDS=1-1344
3194	OG0003194	YOR217W	maker-NODE_55_length_79861_cov_16.653_ID_16856-snap-gene-0.46-mRNA-1_1&gene=maker-NODE_55_length_79861_cov_16.653_ID_16856-snap-gene-0.46&CDS=1-2679
3195	OG0003195	YOR223W	snap_masked-NODE_88_length_43722_cov_16.5025_ID_24316-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_88_length_43722_cov_16.5025_ID_24316-processed-gene-0.62&CDS=1-894
3196	OG0003196	YOR224C	snap_masked-NODE_88_length_43722_cov_16.5025_ID_24316-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_88_length_43722_cov_16.5025_ID_24316-processed-gene-0.67&CDS=1-444
3197	OG0003197	YOR228C	genemark-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.4&CDS=1-888
3198	OG0003198	YOR232W	snap_masked-NODE_34_length_124283_cov_18.9863_ID_28887-processed-gene-0.162-mRNA-1_1&gene=snap_masked-NODE_34_length_124283_cov_18.9863_ID_28887-processed-gene-0.162&CDS=1-747
3199	OG0003199	YOR236W	snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_55_length_79861_cov_16.653_ID_16856-processed-gene-0.36&CDS=1-678
3200	OG0003200	YOR239W	snap_masked-NODE_87_length_44729_cov_23.4724_ID_21885-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_87_length_44729_cov_23.4724_ID_21885-processed-gene-0.63&CDS=1-1059
3201	OG0003201	YOR241W	genemark-NODE_61_length_66840_cov_17.3533_ID_19610-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_61_length_66840_cov_17.3533_ID_19610-processed-gene-0.99&CDS=1-1593
3202	OG0003202	YOR242C	snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.47&CDS=1-984
3203	OG0003203	YOR243C	snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.59&CDS=1-2055
3204	OG0003204	YOR244W	snap_masked-NODE_33_length_124481_cov_17.4528_ID_22026-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_33_length_124481_cov_17.4528_ID_22026-processed-gene-0.130&CDS=1-1479
3205	OG0003205	YOR245C	snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.201-mRNA-1_1&gene=snap_masked-NODE_10_length_207889_cov_17.328_ID_18435-processed-gene-1.201&CDS=1-1527
3206	OG0003206	YOR246C	maker-NODE_61_length_66840_cov_17.3533_ID_19610-augustus-gene-0.70-mRNA-1_1&gene=maker-NODE_61_length_66840_cov_17.3533_ID_19610-augustus-gene-0.70&CDS=1-1713
3207	OG0003207	YOR249C	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-1.85&CDS=1-2571
3208	OG0003208	YOR250C	snap_masked-NODE_33_length_124481_cov_17.4528_ID_22026-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_33_length_124481_cov_17.4528_ID_22026-processed-gene-0.128&CDS=1-1446
3209	OG0003209	YOR251C	snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.58&CDS=1-945
3210	OG0003210	YOR252W	snap_masked-NODE_95_length_41644_cov_15.1653_ID_21126-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_95_length_41644_cov_15.1653_ID_21126-processed-gene-0.2&CDS=1-534
3211	OG0003211	YOR253W	snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.84&CDS=1-519
3212	OG0003212	YOR254C	snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.57&CDS=1-2001
3213	OG0003213	YOR257W	maker-NODE_42_length_95463_cov_16.6925_ID_17994-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_42_length_95463_cov_16.6925_ID_17994-snap-gene-0.0&CDS=1-477
3214	OG0003214	YOR258W	snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.4&CDS=1-786
3215	OG0003215	YOR259C	snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.86&CDS=1-1236
3216	OG0003216	YOR260W	snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.62&CDS=1-1416
3217	OG0003217	YOR261C	snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.128&CDS=1-1008
3218	OG0003218	YOR262W	snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.156&CDS=1-1044
3219	OG0003219	YOR265W	snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_32_length_126318_cov_17.2359_ID_16641-processed-gene-0.127&CDS=1-288
3220	OG0003220	YOR267C	snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.44&CDS=1-2004
3221	OG0003221	YOR269W	snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.46&CDS=1-1524
3222	OG0003222	YOR270C	maker-NODE_2_length_316506_cov_16.9557_ID_27379-augustus-gene-1.37-mRNA-1_1&gene=maker-NODE_2_length_316506_cov_16.9557_ID_27379-augustus-gene-1.37&CDS=1-2481
3223	OG0003223	YOR271C	genemark-NODE_89_length_43505_cov_15.2145_ID_20554-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_89_length_43505_cov_15.2145_ID_20554-processed-gene-0.30&CDS=1-984
3224	OG0003224	YOR272W	snap_masked-NODE_89_length_43505_cov_15.2145_ID_20554-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_89_length_43505_cov_15.2145_ID_20554-processed-gene-0.7&CDS=1-1398
3225	OG0003225	YOR273C	snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_15_length_165856_cov_16.9442_ID_20110-processed-gene-0.145&CDS=1-2088
3226	OG0003226	YOR274W	snap_masked-NODE_95_length_41644_cov_15.1653_ID_21126-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_95_length_41644_cov_15.1653_ID_21126-processed-gene-0.9&CDS=1-1416
3227	OG0003227	YOR276W	snap_masked-NODE_95_length_41644_cov_15.1653_ID_21126-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_95_length_41644_cov_15.1653_ID_21126-processed-gene-0.12&CDS=1-513
3228	OG0003228	YOR278W	snap_masked-NODE_105_length_38056_cov_19.2652_ID_22360-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_105_length_38056_cov_19.2652_ID_22360-processed-gene-0.31&CDS=1-777
3229	OG0003229	YOR281C	snap_masked-NODE_33_length_124481_cov_17.4528_ID_22026-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_33_length_124481_cov_17.4528_ID_22026-processed-gene-0.158&CDS=1-771
3230	OG0003230	YOR283W	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-1.117&CDS=1-675
3231	OG0003231	YOR285W	snap_masked-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.46&CDS=1-558
3232	OG0003232	YOR287C	snap_masked-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_97_length_40441_cov_16.6227_ID_25261-processed-gene-0.33&CDS=1-807
3233	OG0003233	YOR288C	genemark-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_49_length_85120_cov_22.9756_ID_22926-processed-gene-0.112&CDS=1-1179
3234	OG0003234	YOR289W	snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_20_length_148379_cov_17.5798_ID_26595-processed-gene-0.51&CDS=1-627
3235	OG0003235	YOR291W	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.172-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.172&CDS=1-3912
3236	OG0003236	YOR292C	snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_112_length_36137_cov_16.9078_ID_21342-processed-gene-0.64&CDS=1-855
3237	OG0003237	YOR296W	snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.76&CDS=1-3930
3238	OG0003238	YOR298C-A	snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_1_length_317107_cov_21.5492_ID_27152-processed-gene-0.89&CDS=1-453
3239	OG0003239	YOR301W	genemark-NODE_58_length_68610_cov_16.9537_ID_17471-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_58_length_68610_cov_16.9537_ID_17471-processed-gene-0.30&CDS=1-1497
3240	OG0003240	YOR303W	snap_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_38_length_115253_cov_22.3265_ID_19407-processed-gene-0.125&CDS=1-1302
3241	OG0003241	YOR305W	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.41&CDS=1-768
3242	OG0003242	YOR307C	snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_8_length_237339_cov_17.8205_ID_26405-processed-gene-1.47&CDS=1-1260
3243	OG0003243	YOR310C	snap_masked-NODE_116_length_34443_cov_21.9514_ID_19735-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_116_length_34443_cov_21.9514_ID_19735-processed-gene-0.14&CDS=1-1551
3244	OG0003244	YOR311C	maker-NODE_14_length_173023_cov_17.2555_ID_27503-augustus-gene-0.173-mRNA-1_1&gene=maker-NODE_14_length_173023_cov_17.2555_ID_27503-augustus-gene-0.173&CDS=1-1854
3245	OG0003245	YOR313C	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.35&CDS=1-696
3246	OG0003246	YOR317W	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.89&CDS=1-2094
3247	OG0003247	YOR319W	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-1.51&CDS=1-750
3248	OG0003248	YOR320C	snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.187-mRNA-1_1&gene=snap_masked-NODE_2_length_316506_cov_16.9557_ID_27379-processed-gene-2.187&CDS=1-1275
3249	OG0003249	YOR322C	snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_18_length_149404_cov_17.6318_ID_33062-processed-gene-0.6&CDS=1-2100
3250	OG0003250	YOR323C	snap_masked-NODE_190_length_9139_cov_17.3622_ID_26175-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_190_length_9139_cov_17.3622_ID_26175-processed-gene-0.1&CDS=1-1299
3251	OG0003251	YOR326W	snap_masked-NODE_29_length_130344_cov_17.3185_ID_23113-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_29_length_130344_cov_17.3185_ID_23113-processed-gene-0.49&CDS=1-4722
3252	OG0003252	YOR327C	maker-NODE_120_length_32249_cov_15.3745_ID_22980-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_120_length_32249_cov_15.3745_ID_22980-snap-gene-0.0&CDS=1-333
3253	OG0003253	YOR329C	snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_74_length_52495_cov_17.7394_ID_24389-processed-gene-0.9&CDS=1-2031
3254	OG0003254	YOR330C	maker-NODE_50_length_84594_cov_18.1551_ID_24989-augustus-gene-0.85-mRNA-1_1&gene=maker-NODE_50_length_84594_cov_18.1551_ID_24989-augustus-gene-0.85&CDS=1-4080
3255	OG0003255	YOR332W	maker-NODE_159_length_14941_cov_17.0271_ID_23891-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_159_length_14941_cov_17.0271_ID_23891-snap-gene-0.9&CDS=1-678
3256	OG0003256	YOR334W	augustus_masked-NODE_159_length_14941_cov_17.0271_ID_23891-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_159_length_14941_cov_17.0271_ID_23891-processed-gene-0.15&CDS=1-1392
3257	OG0003257	YOR335C	snap_masked-NODE_53_length_81234_cov_16.3993_ID_17330-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_53_length_81234_cov_16.3993_ID_17330-processed-gene-0.101&CDS=1-2862
3258	OG0003258	YOR336W	snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_40_length_99243_cov_23.3573_ID_26809-processed-gene-0.13&CDS=1-4275
3259	OG0003259	YOR340C	snap_masked-NODE_159_length_14941_cov_17.0271_ID_23891-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_159_length_14941_cov_17.0271_ID_23891-processed-gene-0.5&CDS=1-963
3260	OG0003260	YOR341W	snap_masked-NODE_47_length_89955_cov_17.0631_ID_19749-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_47_length_89955_cov_17.0631_ID_19749-processed-gene-0.57&CDS=1-4944
3261	OG0003261	YOR344C	snap_masked-NODE_66_length_62194_cov_16.852_ID_18060-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_66_length_62194_cov_16.852_ID_18060-processed-gene-0.11&CDS=1-870
3262	OG0003262	YOR346W	augustus_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.82&CDS=1-4575
3263	OG0003263	YOR349W	snap_masked-NODE_84_length_47098_cov_18.8445_ID_22264-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_84_length_47098_cov_18.8445_ID_22264-processed-gene-0.6&CDS=1-3270
3264	OG0003264	YOR352W	snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_14_length_173023_cov_17.2555_ID_27503-processed-gene-0.65&CDS=1-765
3265	OG0003265	YOR353C	snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_3_length_307707_cov_19.6315_ID_16958-processed-gene-2.5&CDS=1-2868
3266	OG0003266	YOR355W	snap_masked-NODE_164_length_14132_cov_17.5477_ID_24130-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_164_length_14132_cov_17.5477_ID_24130-processed-gene-0.2&CDS=1-1755
3267	OG0003267	YOR356W	genemark-NODE_164_length_14132_cov_17.5477_ID_24130-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_164_length_14132_cov_17.5477_ID_24130-processed-gene-0.7&CDS=1-4287
3268	OG0003268	YOR357C	maker-NODE_18_length_149404_cov_17.6318_ID_33062-snap-gene-0.121-mRNA-1_1&gene=maker-NODE_18_length_149404_cov_17.6318_ID_33062-snap-gene-0.121&CDS=1-471
3269	OG0003269	YOR358W	snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_7_length_241877_cov_16.5541_ID_27338-processed-gene-1.43&CDS=1-900
3270	OG0003270	YOR359W	snap_masked-NODE_63_length_65765_cov_16.3474_ID_26203-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_63_length_65765_cov_16.3474_ID_26203-processed-gene-0.16&CDS=1-1824
3271	OG0003271	YOR360C	snap_masked-NODE_63_length_65765_cov_16.3474_ID_26203-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_63_length_65765_cov_16.3474_ID_26203-processed-gene-0.15&CDS=1-1926
3272	OG0003272	YOR361C	snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.72&CDS=1-2154
3273	OG0003273	YOR362C	snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_42_length_95463_cov_16.6925_ID_17994-processed-gene-0.70&CDS=1-765
3274	OG0003274	YOR367W	snap_masked-NODE_144_length_18948_cov_17.1533_ID_22851-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_144_length_18948_cov_17.1533_ID_22851-processed-gene-0.7&CDS=1-540
3275	OG0003275	YOR368W	snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_9_length_221159_cov_17.9112_ID_23687-processed-gene-1.137&CDS=1-1344
3276	OG0003276	YOR369C	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.1&CDS=1-426
3277	OG0003277	YOR370C	snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_6_length_253678_cov_16.585_ID_18500-processed-gene-0.0&CDS=1-1893
