	OrthologID	Metschnikowia_kipukae	Saccharomyces_cerevisiae
2601	OG0002601	snap_masked-kipT_s63-processed-gene-1.110-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-1.110&CDS=1-966	YHR144C
2602	OG0002602	snap_masked-kipT_s63-processed-gene-1.133-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-1.133&CDS=1-690	YNL168C
2603	OG0002603	snap_masked-kipT_s63-processed-gene-1.114-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-1.114&CDS=1-3126	YPL183C
2604	OG0002604	snap_masked-kipT_s63-processed-gene-1.134-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-1.134&CDS=1-3240	YBL076C
2605	OG0002605	snap_masked-kipT_s63-processed-gene-1.116-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-1.116&CDS=1-4722	YCR042C
2606	OG0002606	snap_masked-kipT_s63-processed-gene-1.117-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-1.117&CDS=1-2697	YML097C
2607	OG0002607	snap_masked-kipT_s63-processed-gene-1.119-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-1.119&CDS=1-1599	YDR168W
2608	OG0002608	snap_masked-kipT_s63-processed-gene-1.121-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-1.121&CDS=1-1035	YMR315W
2609	OG0002609	snap_masked-kipT_s63-processed-gene-1.135-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-1.135&CDS=1-1986	YDR498C
2610	OG0002610	maker-kipT_s63-augustus-gene-2.163-mRNA-1_1&gene=maker-kipT_s63-augustus-gene-2.163&CDS=1-1425	YIL106W
2611	OG0002611	snap_masked-kipT_s63-processed-gene-2.55-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.55&CDS=1-843	YLL027W
2612	OG0002612	snap_masked-kipT_s63-processed-gene-2.51-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.51&CDS=1-3060	YGL016W
2613	OG0002613	snap_masked-kipT_s63-processed-gene-2.82-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.82&CDS=1-1827	YAR007C
2614	OG0002614	snap_masked-kipT_s63-processed-gene-2.83-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.83&CDS=1-1203	YGL184C
2615	OG0002615	maker-kipT_s63-snap-gene-2.103-mRNA-1_1&gene=maker-kipT_s63-snap-gene-2.103&CDS=1-1236	YDR517W
2616	OG0002616	snap_masked-kipT_s63-processed-gene-2.58-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.58&CDS=1-1029	YCR019W
2617	OG0002617	snap_masked-kipT_s63-processed-gene-2.60-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.60&CDS=1-1200	YML018C
2618	OG0002618	snap_masked-kipT_s63-processed-gene-2.61-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.61&CDS=1-1080	YML019W
2619	OG0002619	snap_masked-kipT_s63-processed-gene-2.87-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.87&CDS=1-3354	YDR440W
2620	OG0002620	snap_masked-kipT_s63-processed-gene-2.90-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.90&CDS=1-633	YML012W
2621	OG0002621	augustus_masked-kipT_s63-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-kipT_s63-processed-gene-2.13&CDS=1-210	YML009C
2622	OG0002622	snap_masked-kipT_s63-processed-gene-2.91-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.91&CDS=1-3084	YDR430C
2623	OG0002623	snap_masked-kipT_s63-processed-gene-2.69-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.69&CDS=1-3492	YNL329C
2624	OG0002624	genemark-kipT_s63-processed-gene-2.152-mRNA-1_1&gene=genemark-kipT_s63-processed-gene-2.152&CDS=1-429	YNL328C
2625	OG0002625	snap_masked-kipT_s63-processed-gene-2.70-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.70&CDS=1-1512	YAL038W
2626	OG0002626	snap_masked-kipT_s63-processed-gene-2.71-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.71&CDS=1-909	YML110C
2627	OG0002627	snap_masked-kipT_s63-processed-gene-2.72-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.72&CDS=1-1074	YLR291C
2628	OG0002628	snap_masked-kipT_s63-processed-gene-2.95-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.95&CDS=1-1107	YKL193C
2629	OG0002629	snap_masked-kipT_s63-processed-gene-2.96-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.96&CDS=1-342	YKL192C
2630	OG0002630	snap_masked-kipT_s63-processed-gene-2.97-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.97&CDS=1-5655	YLR422W
2631	OG0002631	maker-kipT_s63-snap-gene-2.106-mRNA-1_1&gene=maker-kipT_s63-snap-gene-2.106&CDS=1-3132	YOL051W
2632	OG0002632	snap_masked-kipT_s63-processed-gene-2.76-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.76&CDS=1-480	YPR073C
2633	OG0002633	snap_masked-kipT_s63-processed-gene-2.79-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.79&CDS=1-2022	YPR074C
2634	OG0002634	maker-kipT_s63-snap-gene-2.109-mRNA-1_1&gene=maker-kipT_s63-snap-gene-2.109&CDS=1-468	YOR357C
2635	OG0002635	snap_masked-kipT_s63-processed-gene-2.101-mRNA-1_1&gene=snap_masked-kipT_s63-processed-gene-2.101&CDS=1-1452	YGL055W
2636	OG0002636	snap_masked-kipT_s64-processed-gene-0.11-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.11&CDS=1-2223	YPL249C
2637	OG0002637	snap_masked-kipT_s64-processed-gene-0.13-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.13&CDS=1-1086	YPL248C
2638	OG0002638	snap_masked-kipT_s64-processed-gene-0.15-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.15&CDS=1-4326	YMR190C
2639	OG0002639	snap_masked-kipT_s64-processed-gene-0.2-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.2&CDS=1-8121	YGL195W
2640	OG0002640	snap_masked-kipT_s64-processed-gene-0.5-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.5&CDS=1-2016	YNL186W
2641	OG0002641	snap_masked-kipT_s64-processed-gene-0.18-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.18&CDS=1-627	YBL049W
2642	OG0002642	maker-kipT_s64-snap-gene-0.0-mRNA-1_1&gene=maker-kipT_s64-snap-gene-0.0&CDS=1-1110	YNL177C
2643	OG0002643	snap_masked-kipT_s64-processed-gene-0.21-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.21&CDS=1-624	YDL212W
2644	OG0002644	snap_masked-kipT_s64-processed-gene-0.22-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.22&CDS=1-711	YDL213C
2645	OG0002645	snap_masked-kipT_s64-processed-gene-0.23-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.23&CDS=1-1392	YNL182C
2646	OG0002646	snap_masked-kipT_s64-processed-gene-0.7-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.7&CDS=1-1362	YNL181W
2647	OG0002647	genemark-kipT_s64-processed-gene-0.76-mRNA-1_1&gene=genemark-kipT_s64-processed-gene-0.76&CDS=1-429	YNL185C
2648	OG0002648	snap_masked-kipT_s64-processed-gene-0.25-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.25&CDS=1-1263	YPL247C
2649	OG0002649	snap_masked-kipT_s64-processed-gene-0.26-mRNA-1_1&gene=snap_masked-kipT_s64-processed-gene-0.26&CDS=1-3099	YMR189W
2650	OG0002650	maker-kipT_s8-snap-gene-0.45-mRNA-1_1&gene=maker-kipT_s8-snap-gene-0.45&CDS=1-333	YOR327C
2651	OG0002651	snap_masked-kipT_s8-processed-gene-0.116-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.116&CDS=1-507	YAL044C
2652	OG0002652	snap_masked-kipT_s8-processed-gene-0.117-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.117&CDS=1-1800	YDL206W
2653	OG0002653	augustus_masked-kipT_s8-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-0.51&CDS=1-1935	YGL084C
2654	OG0002654	snap_masked-kipT_s8-processed-gene-0.119-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.119&CDS=1-411	YGL087C
2655	OG0002655	genemark-kipT_s8-processed-gene-0.4-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-0.4&CDS=1-2013	YGL086W
2656	OG0002656	snap_masked-kipT_s8-processed-gene-0.120-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.120&CDS=1-2595	YBR055C
2657	OG0002657	snap_masked-kipT_s8-processed-gene-0.96-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.96&CDS=1-1491	YMR131C
2658	OG0002658	snap_masked-kipT_s8-processed-gene-0.97-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.97&CDS=1-1872	YPL263C
2659	OG0002659	snap_masked-kipT_s8-processed-gene-0.121-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.121&CDS=1-963	YPL266W
2660	OG0002660	snap_masked-kipT_s8-processed-gene-0.101-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.101&CDS=1-1596	YEL058W
2661	OG0002661	snap_masked-kipT_s8-processed-gene-0.124-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.124&CDS=1-699	YGL085W
2662	OG0002662	snap_masked-kipT_s8-processed-gene-0.104-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.104&CDS=1-1326	YBR130C
2663	OG0002663	snap_masked-kipT_s8-processed-gene-0.105-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.105&CDS=1-1140	YFL030W
2664	OG0002664	snap_masked-kipT_s8-processed-gene-0.107-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.107&CDS=1-4257	YNL088W
2665	OG0002665	snap_masked-kipT_s8-processed-gene-0.129-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.129&CDS=1-1092	YOR042W
2666	OG0002666	snap_masked-kipT_s8-processed-gene-0.132-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.132&CDS=1-1146	YDR502C
2667	OG0002667	snap_masked-kipT_s8-processed-gene-0.109-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.109&CDS=1-3210	YCL061C
2668	OG0002668	snap_masked-kipT_s8-processed-gene-0.134-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.134&CDS=1-1137	YCL059C
2669	OG0002669	snap_masked-kipT_s8-processed-gene-0.111-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.111&CDS=1-1248	YIR012W
2670	OG0002670	snap_masked-kipT_s8-processed-gene-0.112-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-0.112&CDS=1-1413	YIR008C
2671	OG0002671	snap_masked-kipT_s8-processed-gene-1.48-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.48&CDS=1-585	YER012W
2672	OG0002672	snap_masked-kipT_s8-processed-gene-1.49-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.49&CDS=1-699	YBR256C
2673	OG0002673	snap_masked-kipT_s8-processed-gene-1.52-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.52&CDS=1-1254	YIL160C
2674	OG0002674	snap_masked-kipT_s8-processed-gene-1.71-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.71&CDS=1-2790	YNL313C
2675	OG0002675	snap_masked-kipT_s8-processed-gene-1.73-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.73&CDS=1-2262	YBR060C
2676	OG0002676	augustus_masked-kipT_s8-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-1.6&CDS=1-333	YDR045C
2677	OG0002677	snap_masked-kipT_s8-processed-gene-1.75-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.75&CDS=1-690	YBR070C
2678	OG0002678	snap_masked-kipT_s8-processed-gene-1.77-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.77&CDS=1-4110	YMR259C
2679	OG0002679	augustus_masked-kipT_s8-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-1.29&CDS=1-1818	YDR049W
2680	OG0002680	maker-kipT_s8-snap-gene-1.100-mRNA-1_1&gene=maker-kipT_s8-snap-gene-1.100&CDS=1-1083	YDR047W
2681	OG0002681	snap_masked-kipT_s8-processed-gene-1.57-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.57&CDS=1-2958	YBR074W
2682	OG0002682	maker-kipT_s8-augustus-gene-1.102-mRNA-1_1&gene=maker-kipT_s8-augustus-gene-1.102&CDS=1-2352	YDR333C
2683	OG0002683	snap_masked-kipT_s8-processed-gene-1.60-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.60&CDS=1-1848	YHR039C
2684	OG0002684	snap_masked-kipT_s8-processed-gene-1.81-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.81&CDS=1-333	YHR039C-A
2685	OG0002685	augustus_masked-kipT_s8-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-1.35&CDS=1-681	YLR271W
2686	OG0002686	snap_masked-kipT_s8-processed-gene-1.62-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.62&CDS=1-930	YOR174W
2687	OG0002687	snap_masked-kipT_s8-processed-gene-1.85-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.85&CDS=1-1152	YOR176W
2688	OG0002688	augustus_masked-kipT_s8-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-1.37&CDS=1-5133	YLR272C
2689	OG0002689	snap_masked-kipT_s8-processed-gene-1.88-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.88&CDS=1-1575	YMR005W
2690	OG0002690	snap_masked-kipT_s8-processed-gene-1.63-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.63&CDS=1-1101	YOL010W
2691	OG0002691	snap_masked-kipT_s8-processed-gene-1.89-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.89&CDS=1-7389	YKL203C
2692	OG0002692	snap_masked-kipT_s8-processed-gene-1.90-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.90&CDS=1-1260	YJR065C
2693	OG0002693	snap_masked-kipT_s8-processed-gene-1.91-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.91&CDS=1-1647	YJR064W
2694	OG0002694	snap_masked-kipT_s8-processed-gene-1.64-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.64&CDS=1-951	YJR070C
2695	OG0002695	snap_masked-kipT_s8-processed-gene-1.92-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.92&CDS=1-369	YJR063W
2696	OG0002696	snap_masked-kipT_s8-processed-gene-1.65-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.65&CDS=1-783	YOR004W
2697	OG0002697	snap_masked-kipT_s8-processed-gene-1.93-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.93&CDS=1-771	YNL023C
2698	OG0002698	snap_masked-kipT_s8-processed-gene-1.66-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.66&CDS=1-3798	YMR076C
2699	OG0002699	snap_masked-kipT_s8-processed-gene-1.96-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.96&CDS=1-1440	YDL207W
2700	OG0002700	snap_masked-kipT_s8-processed-gene-1.67-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.67&CDS=1-858	YDR237W
2701	OG0002701	snap_masked-kipT_s8-processed-gene-1.68-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-1.68&CDS=1-690	YGR042W
2702	OG0002702	snap_masked-kipT_s8-processed-gene-2.47-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.47&CDS=1-1128	YOL001W
2703	OG0002703	snap_masked-kipT_s8-processed-gene-2.48-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.48&CDS=1-861	YMR178W
2704	OG0002704	snap_masked-kipT_s8-processed-gene-2.51-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.51&CDS=1-2859	YOR335C
2705	OG0002705	augustus_masked-kipT_s8-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-2.2&CDS=1-2598	YGL073W
2706	OG0002706	snap_masked-kipT_s8-processed-gene-2.72-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.72&CDS=1-1053	YHR052W
2707	OG0002707	snap_masked-kipT_s8-processed-gene-2.74-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.74&CDS=1-1338	YMR065W
2708	OG0002708	genemark-kipT_s8-processed-gene-2.123-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-2.123&CDS=1-966	YMR063W
2709	OG0002709	augustus_masked-kipT_s8-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-2.6&CDS=1-1083	YOL064C
2710	OG0002710	maker-kipT_s8-snap-gene-2.148-mRNA-1_1&gene=maker-kipT_s8-snap-gene-2.148&CDS=1-1689	YPL097W
2711	OG0002711	snap_masked-kipT_s8-processed-gene-2.77-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.77&CDS=1-1113	YPL096W
2712	OG0002712	augustus_masked-kipT_s8-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-2.8&CDS=1-1659	YOR002W
2713	OG0002713	snap_masked-kipT_s8-processed-gene-2.57-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.57&CDS=1-1401	YPL120W
2714	OG0002714	genemark-kipT_s8-processed-gene-2.106-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-2.106&CDS=1-1173	YDR459C
2715	OG0002715	snap_masked-kipT_s8-processed-gene-2.60-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.60&CDS=1-588	YHR026W
2716	OG0002716	snap_masked-kipT_s8-processed-gene-2.82-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.82&CDS=1-2844	YHR027C
2717	OG0002717	snap_masked-kipT_s8-processed-gene-2.61-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.61&CDS=1-1701	YJL201W
2718	OG0002718	genemark-kipT_s8-processed-gene-2.133-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-2.133&CDS=1-699	YLR145W
2719	OG0002719	genemark-kipT_s8-processed-gene-2.112-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-2.112&CDS=1-1143	YDR161W
2720	OG0002720	snap_masked-kipT_s8-processed-gene-2.65-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.65&CDS=1-606	YDR163W
2721	OG0002721	snap_masked-kipT_s8-processed-gene-2.86-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.86&CDS=1-3810	YLL021W
2722	OG0002722	snap_masked-kipT_s8-processed-gene-2.87-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.87&CDS=1-852	YDL052C
2723	OG0002723	snap_masked-kipT_s8-processed-gene-2.88-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.88&CDS=1-1878	YOR129C
2724	OG0002724	maker-kipT_s8-snap-gene-2.149-mRNA-1_1&gene=maker-kipT_s8-snap-gene-2.149&CDS=1-657	YDR381W
2725	OG0002725	genemark-kipT_s8-processed-gene-2.115-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-2.115&CDS=1-1356	YOR301W
2726	OG0002726	snap_masked-kipT_s8-processed-gene-2.68-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.68&CDS=1-1683	YOR128C
2727	OG0002727	snap_masked-kipT_s8-processed-gene-2.91-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.91&CDS=1-1773	YBR083W
2728	OG0002728	snap_masked-kipT_s8-processed-gene-2.92-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-2.92&CDS=1-2154	YPR031W
2729	OG0002729	augustus_masked-kipT_s8-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-3.4&CDS=1-1314	YDR364C
2730	OG0002730	snap_masked-kipT_s8-processed-gene-3.40-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.40&CDS=1-900	YDR361C
2731	OG0002731	snap_masked-kipT_s8-processed-gene-3.41-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.41&CDS=1-2817	YBR079C
2732	OG0002732	snap_masked-kipT_s8-processed-gene-3.42-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.42&CDS=1-990	YCR036W
2733	OG0002733	snap_masked-kipT_s8-processed-gene-3.43-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.43&CDS=1-762	YBR153W
2734	OG0002734	snap_masked-kipT_s8-processed-gene-3.46-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.46&CDS=1-639	YBR154C
2735	OG0002735	snap_masked-kipT_s8-processed-gene-3.66-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.66&CDS=1-282	YOL086W-A
2736	OG0002736	snap_masked-kipT_s8-processed-gene-3.48-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.48&CDS=1-1458	YJL194W
2737	OG0002737	snap_masked-kipT_s8-processed-gene-3.49-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.49&CDS=1-3435	YCR033W
2738	OG0002738	snap_masked-kipT_s8-processed-gene-3.50-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.50&CDS=1-948	YBR146W
2739	OG0002739	snap_masked-kipT_s8-processed-gene-3.67-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.67&CDS=1-1332	YNL040W
2740	OG0002740	genemark-kipT_s8-processed-gene-3.102-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-3.102&CDS=1-633	YKL119C
2741	OG0002741	genemark-kipT_s8-processed-gene-3.120-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-3.120&CDS=1-1068	YOL077C
2742	OG0002742	augustus_masked-kipT_s8-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-3.28&CDS=1-3309	YOL080C
2743	OG0002743	snap_masked-kipT_s8-processed-gene-3.56-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.56&CDS=1-1281	YOL097C
2744	OG0002744	genemark-kipT_s8-processed-gene-3.108-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-3.108&CDS=1-606	YDR487C
2745	OG0002745	genemark-kipT_s8-processed-gene-3.124-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-3.124&CDS=1-2928	YOL021C
2746	OG0002746	snap_masked-kipT_s8-processed-gene-3.76-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.76&CDS=1-981	YKL051W
2747	OG0002747	snap_masked-kipT_s8-processed-gene-3.58-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.58&CDS=1-747	YGL136C
2748	OG0002748	snap_masked-kipT_s8-processed-gene-3.79-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.79&CDS=1-1146	YJL171C
2749	OG0002749	snap_masked-kipT_s8-processed-gene-3.61-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.61&CDS=1-4800	YGR098C
2750	OG0002750	snap_masked-kipT_s8-processed-gene-3.81-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.81&CDS=1-2436	YMR100W
2751	OG0002751	snap_masked-kipT_s8-processed-gene-3.83-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.83&CDS=1-2370	YMR078C
2752	OG0002752	snap_masked-kipT_s8-processed-gene-3.84-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.84&CDS=1-897	YMR079W
2753	OG0002753	snap_masked-kipT_s8-processed-gene-3.85-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.85&CDS=1-3531	YKL092C
2754	OG0002754	genemark-kipT_s8-processed-gene-3.115-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-3.115&CDS=1-2769	YMR080C
2755	OG0002755	snap_masked-kipT_s8-processed-gene-3.65-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-3.65&CDS=1-453	YDR092W
2756	OG0002756	snap_masked-kipT_s8-processed-gene-4.90-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.90&CDS=1-897	YBR085W
2757	OG0002757	snap_masked-kipT_s8-processed-gene-4.93-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.93&CDS=1-1278	YOL052C
2758	OG0002758	snap_masked-kipT_s8-processed-gene-4.103-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.103&CDS=1-477	YBR022W
2759	OG0002759	snap_masked-kipT_s8-processed-gene-4.106-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.106&CDS=1-1215	YNL292W
2760	OG0002760	snap_masked-kipT_s8-processed-gene-4.107-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.107&CDS=1-735	YOL110W
2761	OG0002761	snap_masked-kipT_s8-processed-gene-4.108-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.108&CDS=1-795	YAL039C
2762	OG0002762	snap_masked-kipT_s8-processed-gene-4.109-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.109&CDS=1-894	YHL013C
2763	OG0002763	genemark-kipT_s8-processed-gene-4.9-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-4.9&CDS=1-1500	YOR355W
2764	OG0002764	augustus_masked-kipT_s8-processed-gene-4.70-mRNA-1_1&gene=augustus_masked-kipT_s8-processed-gene-4.70&CDS=1-4203	YOR356W
2765	OG0002765	snap_masked-kipT_s8-processed-gene-4.97-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.97&CDS=1-1242	YAL042W
2766	OG0002766	snap_masked-kipT_s8-processed-gene-4.116-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.116&CDS=1-819	YNL252C
2767	OG0002767	snap_masked-kipT_s8-processed-gene-4.98-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.98&CDS=1-2031	YNL251C
2768	OG0002768	genemark-kipT_s8-processed-gene-4.28-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-4.28&CDS=1-2004	YPR024W
2769	OG0002769	snap_masked-kipT_s8-processed-gene-4.118-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.118&CDS=1-2142	YBL097W
2770	OG0002770	snap_masked-kipT_s8-processed-gene-4.119-mRNA-1_1&gene=snap_masked-kipT_s8-processed-gene-4.119&CDS=1-972	YIL019W
2771	OG0002771	genemark-kipT_s8-processed-gene-4.12-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-4.12&CDS=1-822	YIL020C
2772	OG0002772	genemark-kipT_s8-processed-gene-4.31-mRNA-1_1&gene=genemark-kipT_s8-processed-gene-4.31&CDS=1-924	YIL021W
