	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034625_Pichia_kudriavzevii
2185	OG0002185	YLR182W	genemark-scf7180000023373-processed-gene-1.28-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-1.28&CDS=1-2559
2186	OG0002186	YLR186W	snap_masked-scf7180000023377-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000023377-processed-gene-0.50&CDS=1-774
2187	OG0002187	YLR189C	snap_masked-scf7180000023375-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000023375-processed-gene-0.19&CDS=1-4206
2188	OG0002188	YLR193C	genemark-scf7180000023373-processed-gene-1.17-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-1.17&CDS=1-555
2189	OG0002189	YLR195C	snap_masked-scf7180000023395-processed-gene-4.176-mRNA-1_1&gene=snap_masked-scf7180000023395-processed-gene-4.176&CDS=1-1344
2190	OG0002190	YLR196W	genemark-scf7180000023406-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000023406-processed-gene-0.90&CDS=1-1785
2191	OG0002191	YLR197W	genemark-scf7180000023373-processed-gene-1.38-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-1.38&CDS=1-1482
2192	OG0002192	YLR200W	genemark-scf7180000023373-processed-gene-1.19-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-1.19&CDS=1-306
2193	OG0002193	YLR201C	genemark-scf7180000023373-processed-gene-1.41-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-1.41&CDS=1-723
2194	OG0002194	YLR203C	genemark-scf7180000023346-processed-gene-1.130-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.130&CDS=1-1251
2195	OG0002195	YLR205C	genemark-scf7180000023396-processed-gene-1.49-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-1.49&CDS=1-870
2196	OG0002196	YLR207W	genemark-scf7180000023344-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-0.64&CDS=1-2646
2197	OG0002197	YLR208W	genemark-scf7180000023344-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-0.81&CDS=1-879
2198	OG0002198	YLR209C	genemark-scf7180000023419-processed-gene-1.68-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-1.68&CDS=1-948
2199	OG0002199	YLR210W	genemark-scf7180000023395-processed-gene-4.87-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-4.87&CDS=1-1350
2200	OG0002200	YLR212C	genemark-scf7180000023347-processed-gene-2.65-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-2.65&CDS=1-1440
2201	OG0002201	YLR215C	genemark-scf7180000023365-processed-gene-2.133-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.133&CDS=1-1068
2202	OG0002202	YLR216C	genemark-scf7180000023365-processed-gene-2.136-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.136&CDS=1-1104
2203	OG0002203	YLR220W	genemark-scf7180000023395-processed-gene-4.115-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-4.115&CDS=1-939
2204	OG0002204	YLR222C	genemark-scf7180000023370-processed-gene-2.127-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.127&CDS=1-2385
2205	OG0002205	YLR223C	genemark-scf7180000023370-processed-gene-2.126-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.126&CDS=1-2451
2206	OG0002206	YLR229C	genemark-scf7180000023373-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-0.56&CDS=1-585
2207	OG0002207	YLR234W	augustus_masked-scf7180000023396-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000023396-processed-gene-0.61&CDS=1-1890
2208	OG0002208	YLR239C	genemark-scf7180000023396-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-0.82&CDS=1-867
2209	OG0002209	YLR240W	snap_masked-scf7180000023365-processed-gene-1.89-mRNA-1_1&gene=snap_masked-scf7180000023365-processed-gene-1.89&CDS=1-3252
2210	OG0002210	YLR241W	augustus_masked-scf7180000023396-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000023396-processed-gene-0.44&CDS=1-2943
2211	OG0002211	YLR242C	genemark-scf7180000023396-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-0.97&CDS=1-1206
2212	OG0002212	YLR243W	genemark-scf7180000023343-processed-gene-1.98-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.98&CDS=1-846
2213	OG0002213	YLR244C	genemark-scf7180000023146-processed-gene-0.8-mRNA-1_1&gene=genemark-scf7180000023146-processed-gene-0.8&CDS=1-1110
2214	OG0002214	YLR245C	genemark-scf7180000023144-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000023144-processed-gene-0.33&CDS=1-450
2215	OG0002215	YLR247C	genemark-scf7180000023396-processed-gene-0.86-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-0.86&CDS=1-4545
2216	OG0002216	YLR248W	genemark-scf7180000023396-processed-gene-0.103-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-0.103&CDS=1-1743
2217	OG0002217	YLR250W	genemark-scf7180000023396-processed-gene-1.92-mRNA-1_1&gene=genemark-scf7180000023396-processed-gene-1.92&CDS=1-711
2218	OG0002218	YLR253W	genemark-scf7180000023343-processed-gene-1.90-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.90&CDS=1-5748
2219	OG0002219	YLR259C	maker-scf7180000023373-augustus-gene-2.131-mRNA-1_1&gene=maker-scf7180000023373-augustus-gene-2.131&CDS=1-2862
2220	OG0002220	YLR262C-A	snap_masked-scf7180000023354-processed-gene-0.110-mRNA-1_1&gene=snap_masked-scf7180000023354-processed-gene-0.110&CDS=1-189
2221	OG0002221	YLR268W	genemark-scf7180000023414-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000023414-processed-gene-0.10&CDS=1-648
2222	OG0002222	YLR272C	genemark-scf7180000022352-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000022352-processed-gene-0.13&CDS=1-3678
2223	OG0002223	YLR274W	genemark-scf7180000023399-processed-gene-0.82-mRNA-1_1&gene=genemark-scf7180000023399-processed-gene-0.82&CDS=1-2178
2224	OG0002224	YLR277C	genemark-scf7180000023347-processed-gene-1.51-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-1.51&CDS=1-2355
2225	OG0002225	YLR278C	snap_masked-scf7180000023334-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000023334-processed-gene-0.54&CDS=1-2835
2226	OG0002226	YLR281C	genemark-scf7180000023344-processed-gene-1.226-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-1.226&CDS=1-606
2227	OG0002227	YLR285W	genemark-scf7180000023398-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000023398-processed-gene-0.5&CDS=1-807
2228	OG0002228	YLR286C	genemark-scf7180000023398-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000023398-processed-gene-0.56&CDS=1-1611
2229	OG0002229	YLR287C	genemark-scf7180000023354-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000023354-processed-gene-0.76&CDS=1-1065
2230	OG0002230	YLR289W	maker-scf7180000023392-augustus-gene-1.118-mRNA-1_1&gene=maker-scf7180000023392-augustus-gene-1.118&CDS=1-3117
2231	OG0002231	YLR290C	genemark-scf7180000023392-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000023392-processed-gene-0.76&CDS=1-879
2232	OG0002232	YLR291C	genemark-scf7180000023341-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000023341-processed-gene-0.71&CDS=1-1146
2233	OG0002233	YLR295C	genemark-scf7180000023377-processed-gene-0.137-mRNA-1_1&gene=genemark-scf7180000023377-processed-gene-0.137&CDS=1-318
2234	OG0002234	YLR298C	genemark-scf7180000023377-processed-gene-0.135-mRNA-1_1&gene=genemark-scf7180000023377-processed-gene-0.135&CDS=1-702
2235	OG0002235	YLR299W	augustus_masked-scf7180000023343-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-scf7180000023343-processed-gene-1.212&CDS=1-3729
2236	OG0002236	YLR303W	snap_masked-scf7180000023330-processed-gene-2.42-mRNA-1_1&gene=snap_masked-scf7180000023330-processed-gene-2.42&CDS=1-1320
2237	OG0002237	YLR304C	genemark-scf7180000023358-processed-gene-1.42-mRNA-1_1&gene=genemark-scf7180000023358-processed-gene-1.42&CDS=1-2337
2238	OG0002238	YLR305C	genemark-scf7180000023339-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000023339-processed-gene-0.66&CDS=1-5547
2239	OG0002239	YLR306W	genemark-scf7180000023370-processed-gene-2.173-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-2.173&CDS=1-480
2240	OG0002240	YLR308W	genemark-scf7180000023338-processed-gene-0.169-mRNA-1_1&gene=genemark-scf7180000023338-processed-gene-0.169&CDS=1-954
2241	OG0002241	YLR309C	snap_masked-scf7180000023321-processed-gene-0.169-mRNA-1_1&gene=snap_masked-scf7180000023321-processed-gene-0.169&CDS=1-3045
2242	OG0002242	YLR312W-A	genemark-scf7180000023364-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000023364-processed-gene-0.99&CDS=1-672
2243	OG0002243	YLR314C	snap_masked-scf7180000023369-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scf7180000023369-processed-gene-0.102&CDS=1-1407
2244	OG0002244	YLR316C	snap_masked-scf7180000023365-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000023365-processed-gene-0.57&CDS=1-984
2245	OG0002245	YLR318W	augustus_masked-scf7180000023365-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-scf7180000023365-processed-gene-0.112&CDS=1-2016
2246	OG0002246	YLR319C	genemark-scf7180000023365-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-0.16&CDS=1-2271
2247	OG0002247	YLR321C	genemark-scf7180000023378-processed-gene-0.128-mRNA-1_1&gene=genemark-scf7180000023378-processed-gene-0.128&CDS=1-1272
2248	OG0002248	YLR323C	genemark-scf7180000023395-processed-gene-2.50-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-2.50&CDS=1-591
2249	OG0002249	YLR325C	genemark-scf7180000023395-processed-gene-2.74-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-2.74&CDS=1-255
2250	OG0002250	YLR326W	genemark-scf7180000023330-processed-gene-2.94-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-2.94&CDS=1-1110
2251	OG0002251	YLR330W	augustus_masked-scf7180000023329-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000023329-processed-gene-0.50&CDS=1-1791
2252	OG0002252	YLR335W	genemark-scf7180000023373-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-0.54&CDS=1-2136
2253	OG0002253	YLR337C	maker-scf7180000023140-snap-gene-0.68-mRNA-1_1&gene=maker-scf7180000023140-snap-gene-0.68&CDS=1-1989
2254	OG0002254	YLR340W	snap_masked-scf7180000023199-processed-gene-1.141-mRNA-1_1&gene=snap_masked-scf7180000023199-processed-gene-1.141&CDS=1-930
2255	OG0002255	YLR342W	snap_masked-scf7180000023374-processed-gene-0.215-mRNA-1_1&gene=snap_masked-scf7180000023374-processed-gene-0.215&CDS=1-5655
2256	OG0002256	YLR347C	genemark-scf7180000023233-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000023233-processed-gene-0.127&CDS=1-2619
2257	OG0002257	YLR351C	genemark-scf7180000023344-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-0.59&CDS=1-882
2258	OG0002258	YLR352W	genemark-scf7180000023378-processed-gene-0.113-mRNA-1_1&gene=genemark-scf7180000023378-processed-gene-0.113&CDS=1-1737
2259	OG0002259	YLR354C	genemark-scf7180000023346-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-0.28&CDS=1-969
2260	OG0002260	YLR355C	genemark-scf7180000023395-processed-gene-1.84-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-1.84&CDS=1-1179
2261	OG0002261	YLR359W	genemark-scf7180000023373-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-0.75&CDS=1-1446
2262	OG0002262	YLR361C	genemark-scf7180000023374-processed-gene-0.34-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.34&CDS=1-1617
2263	OG0002263	YLR362W	snap_masked-scf7180000023374-processed-gene-0.197-mRNA-1_1&gene=snap_masked-scf7180000023374-processed-gene-0.197&CDS=1-3588
2264	OG0002264	YLR363C	genemark-scf7180000023386-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000023386-processed-gene-0.10&CDS=1-1059
2265	OG0002265	YLR364W	genemark-scf7180000023333-processed-gene-0.48-mRNA-1_1&gene=genemark-scf7180000023333-processed-gene-0.48&CDS=1-312
2266	OG0002266	YLR368W	augustus_masked-scf7180000023366-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-scf7180000023366-processed-gene-2.115&CDS=1-1902
2267	OG0002267	YLR370C	snap_masked-scf7180000023346-processed-gene-0.75-mRNA-1_1&gene=snap_masked-scf7180000023346-processed-gene-0.75&CDS=1-528
2268	OG0002268	YLR372W	genemark-scf7180000023339-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000023339-processed-gene-0.54&CDS=1-975
2269	OG0002269	YLR377C	genemark-scf7180000023370-processed-gene-1.69-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.69&CDS=1-1017
2270	OG0002270	YLR378C	genemark-scf7180000023370-processed-gene-1.71-mRNA-1_1&gene=genemark-scf7180000023370-processed-gene-1.71&CDS=1-1431
2271	OG0002271	YLR380W	genemark-scf7180000023374-processed-gene-0.9-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.9&CDS=1-1296
2272	OG0002272	YLR382C	augustus_masked-scf7180000023332-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000023332-processed-gene-0.63&CDS=1-3513
2273	OG0002273	YLR383W	genemark-scf7180000023332-processed-gene-0.49-mRNA-1_1&gene=genemark-scf7180000023332-processed-gene-0.49&CDS=1-3417
2274	OG0002274	YLR384C	genemark-scf7180000023382-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000023382-processed-gene-0.15&CDS=1-3954
2275	OG0002275	YLR386W	maker-scf7180000023384-snap-gene-0.57-mRNA-1_1&gene=maker-scf7180000023384-snap-gene-0.57&CDS=1-2898
2276	OG0002276	YLR389C	genemark-scf7180000023360-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000023360-processed-gene-0.14&CDS=1-3261
2277	OG0002277	YLR390W	genemark-scf7180000023384-processed-gene-0.38-mRNA-1_1&gene=genemark-scf7180000023384-processed-gene-0.38&CDS=1-2061
2278	OG0002278	YLR393W	snap_masked-scf7180000023373-processed-gene-1.114-mRNA-1_1&gene=snap_masked-scf7180000023373-processed-gene-1.114&CDS=1-900
2279	OG0002279	YLR395C	genemark-scf7180000023372-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000023372-processed-gene-0.105&CDS=1-222
2280	OG0002280	YLR396C	genemark-scf7180000023335-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000023335-processed-gene-0.68&CDS=1-2004
2281	OG0002281	YLR397C	genemark-scf7180000023384-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000023384-processed-gene-0.37&CDS=1-2241
2282	OG0002282	YLR398C	genemark-scf7180000023373-processed-gene-1.22-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-1.22&CDS=1-3822
2283	OG0002283	YLR399C	maker-scf7180000023352-snap-gene-0.74-mRNA-1_1&gene=maker-scf7180000023352-snap-gene-0.74&CDS=1-3147
2284	OG0002284	YLR401C	genemark-scf7180000023138-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.59&CDS=1-1854
2285	OG0002285	YLR403W	genemark-scf7180000023138-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.19&CDS=1-1824
2286	OG0002286	YLR405W	genemark-scf7180000023138-processed-gene-0.21-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.21&CDS=1-1122
2287	OG0002287	YLR409C	genemark-scf7180000023138-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.63&CDS=1-2832
2288	OG0002288	YLR410W	genemark-scf7180000023138-processed-gene-0.24-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.24&CDS=1-3612
2289	OG0002289	YLR411W	genemark-scf7180000023321-processed-gene-0.58-mRNA-1_1&gene=genemark-scf7180000023321-processed-gene-0.58&CDS=1-696
2290	OG0002290	YLR412W	genemark-scf7180000023343-processed-gene-0.68-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-0.68&CDS=1-780
2291	OG0002291	YLR418C	genemark-scf7180000023328-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000023328-processed-gene-0.56&CDS=1-1146
2292	OG0002292	YLR419W	genemark-scf7180000023373-processed-gene-2.5-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-2.5&CDS=1-4212
2293	OG0002293	YLR420W	snap_masked-scf7180000023344-processed-gene-1.77-mRNA-1_1&gene=snap_masked-scf7180000023344-processed-gene-1.77&CDS=1-1083
2294	OG0002294	YLR422W	genemark-scf7180000023138-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.56&CDS=1-5910
2295	OG0002295	YLR424W	augustus_masked-scf7180000023236-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000023236-processed-gene-0.104&CDS=1-1977
2296	OG0002296	YLR427W	genemark-scf7180000023395-processed-gene-2.45-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-2.45&CDS=1-2151
2297	OG0002297	YLR429W	maker-scf7180000023344-snap-gene-1.170-mRNA-1_1&gene=maker-scf7180000023344-snap-gene-1.170&CDS=1-2550
2298	OG0002298	YLR430W	genemark-scf7180000023344-processed-gene-1.233-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-1.233&CDS=1-5859
2299	OG0002299	YLR435W	genemark-scf7180000023138-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.17&CDS=1-618
2300	OG0002300	YLR438C-A	snap_masked-scf7180000023347-processed-gene-1.99-mRNA-1_1&gene=snap_masked-scf7180000023347-processed-gene-1.99&CDS=1-264
2301	OG0002301	YLR438W	genemark-scf7180000023198-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000023198-processed-gene-0.88&CDS=1-1314
2302	OG0002302	YLR439W	genemark-scf7180000023344-processed-gene-1.189-mRNA-1_1&gene=genemark-scf7180000023344-processed-gene-1.189&CDS=1-897
2303	OG0002303	YLR440C	genemark-scf7180000023335-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000023335-processed-gene-0.40&CDS=1-2304
2304	OG0002304	YLR441C	genemark-scf7180000023343-processed-gene-1.128-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.128&CDS=1-768
2305	OG0002305	YLR443W	augustus_masked-scf7180000023343-processed-gene-1.253-mRNA-1_1&gene=augustus_masked-scf7180000023343-processed-gene-1.253&CDS=1-1803
2306	OG0002306	YLR445W	genemark-scf7180000023201-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000023201-processed-gene-0.19&CDS=1-624
2307	OG0002307	YLR447C	genemark-scf7180000023330-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.108&CDS=1-1053
2308	OG0002308	YLR451W	genemark-scf7180000023325-processed-gene-0.80-mRNA-1_1&gene=genemark-scf7180000023325-processed-gene-0.80&CDS=1-3120
2309	OG0002309	YLR452C	genemark-scf7180000023325-processed-gene-0.56-mRNA-1_1&gene=genemark-scf7180000023325-processed-gene-0.56&CDS=1-1842
2310	OG0002310	YLR454W	genemark-scf7180000023395-processed-gene-3.37-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-3.37&CDS=1-7590
2311	OG0002311	YLR455W	snap_masked-scf7180000023339-processed-gene-0.116-mRNA-1_1&gene=snap_masked-scf7180000023339-processed-gene-0.116&CDS=1-1416
2312	OG0002312	YLR459W	genemark-scf7180000023150-processed-gene-0.29-mRNA-1_1&gene=genemark-scf7180000023150-processed-gene-0.29&CDS=1-1260
2313	OG0002313	YML001W	genemark-scf7180000023198-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000023198-processed-gene-0.74&CDS=1-618
2314	OG0002314	YML002W	genemark-scf7180000023410-processed-gene-0.139-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.139&CDS=1-3738
2315	OG0002315	YML004C	maker-scf7180000023375-augustus-gene-0.41-mRNA-1_1&gene=maker-scf7180000023375-augustus-gene-0.41&CDS=1-1836
2316	OG0002316	YML005W	genemark-scf7180000023395-processed-gene-3.4-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-3.4&CDS=1-1296
2317	OG0002317	YML007W	genemark-scf7180000023373-processed-gene-2.15-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-2.15&CDS=1-1521
2318	OG0002318	YML008C	genemark-scf7180000023395-processed-gene-4.116-mRNA-1_1&gene=genemark-scf7180000023395-processed-gene-4.116&CDS=1-1137
2319	OG0002319	YML010W	genemark-scf7180000023329-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000023329-processed-gene-0.0&CDS=1-3510
2320	OG0002320	YML012W	genemark-scf7180000023329-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000023329-processed-gene-0.1&CDS=1-654
2321	OG0002321	YML013W	genemark-scf7180000023373-processed-gene-0.83-mRNA-1_1&gene=genemark-scf7180000023373-processed-gene-0.83&CDS=1-1788
2322	OG0002322	YML014W	genemark-scf7180000023365-processed-gene-2.77-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.77&CDS=1-789
2323	OG0002323	YML018C	genemark-scf7180000023410-processed-gene-0.186-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.186&CDS=1-852
2324	OG0002324	YML020W	snap_masked-scf7180000023374-processed-gene-0.179-mRNA-1_1&gene=snap_masked-scf7180000023374-processed-gene-0.179&CDS=1-1512
2325	OG0002325	YML021C	genemark-scf7180000023374-processed-gene-0.57-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.57&CDS=1-1062
2326	OG0002326	YML022W	genemark-scf7180000023374-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000023374-processed-gene-0.60&CDS=1-579
2327	OG0002327	YML025C	snap_masked-scf7180000023358-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000023358-processed-gene-0.41&CDS=1-843
2328	OG0002328	YML030W	maker-scf7180000023333-snap-gene-0.23-mRNA-1_1&gene=maker-scf7180000023333-snap-gene-0.23&CDS=1-468
2329	OG0002329	YML031W	genemark-scf7180000023419-processed-gene-0.109-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-0.109&CDS=1-2061
2330	OG0002330	YML032C	genemark-scf7180000023419-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000023419-processed-gene-0.89&CDS=1-1581
2331	OG0002331	YML035C	snap_masked-scf7180000023150-processed-gene-0.112-mRNA-1_1&gene=snap_masked-scf7180000023150-processed-gene-0.112&CDS=1-4266
2332	OG0002332	YML036W	genemark-scf7180000023150-processed-gene-0.15-mRNA-1_1&gene=genemark-scf7180000023150-processed-gene-0.15&CDS=1-576
2333	OG0002333	YML038C	genemark-scf7180000023343-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-0.39&CDS=1-1293
2334	OG0002334	YML041C	genemark-scf7180000023377-processed-gene-0.146-mRNA-1_1&gene=genemark-scf7180000023377-processed-gene-0.146&CDS=1-702
2335	OG0002335	YML042W	genemark-scf7180000023208-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000023208-processed-gene-0.1&CDS=1-1809
2336	OG0002336	YML046W	genemark-scf7180000023138-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000023138-processed-gene-0.69&CDS=1-1971
2337	OG0002337	YML048W	genemark-scf7180000023346-processed-gene-1.157-mRNA-1_1&gene=genemark-scf7180000023346-processed-gene-1.157&CDS=1-1158
2338	OG0002338	YML049C	genemark-scf7180000023414-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000023414-processed-gene-0.64&CDS=1-3726
2339	OG0002339	YML052W	genemark-scf7180000023410-processed-gene-0.151-mRNA-1_1&gene=genemark-scf7180000023410-processed-gene-0.151&CDS=1-831
2340	OG0002340	YML055W	genemark-scf7180000023343-processed-gene-1.171-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.171&CDS=1-516
2341	OG0002341	YML059C	genemark-scf7180000023347-processed-gene-1.50-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-1.50&CDS=1-4500
2342	OG0002342	YML060W	genemark-scf7180000023343-processed-gene-1.158-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.158&CDS=1-1170
2343	OG0002343	YML061C	snap_masked-scf7180000023335-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000023335-processed-gene-0.21&CDS=1-2673
2344	OG0002344	YML064C	genemark-scf7180000023343-processed-gene-1.168-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.168&CDS=1-600
2345	OG0002345	YML065W	genemark-scf7180000023343-processed-gene-1.127-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.127&CDS=1-2298
2346	OG0002346	YML068W	genemark-scf7180000023347-processed-gene-1.36-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-1.36&CDS=1-1434
2347	OG0002347	YML069W	genemark-scf7180000023347-processed-gene-2.58-mRNA-1_1&gene=genemark-scf7180000023347-processed-gene-2.58&CDS=1-1635
2348	OG0002348	YML072C	genemark-scf7180000023330-processed-gene-0.88-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.88&CDS=1-5259
2349	OG0002349	YML073C	genemark-scf7180000023364-processed-gene-0.105-mRNA-1_1&gene=genemark-scf7180000023364-processed-gene-0.105&CDS=1-504
2350	OG0002350	YML076C	augustus_masked-scf7180000023330-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000023330-processed-gene-0.24&CDS=1-2685
2351	OG0002351	YML077W	genemark-scf7180000023330-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000023330-processed-gene-0.106&CDS=1-495
2352	OG0002352	YML079W	genemark-scf7180000023343-processed-gene-1.134-mRNA-1_1&gene=genemark-scf7180000023343-processed-gene-1.134&CDS=1-591
2353	OG0002353	YML080W	augustus_masked-scf7180000023330-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-scf7180000023330-processed-gene-1.103&CDS=1-2697
2354	OG0002354	YML086C	genemark-scf7180000023144-processed-gene-0.55-mRNA-1_1&gene=genemark-scf7180000023144-processed-gene-0.55&CDS=1-1602
2355	OG0002355	YML092C	genemark-scf7180000023365-processed-gene-2.98-mRNA-1_1&gene=genemark-scf7180000023365-processed-gene-2.98&CDS=1-750
2356	OG0002356	YML093W	snap_masked-scf7180000022364-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000022364-processed-gene-0.23&CDS=1-2832
2357	OG0002357	YML094W	genemark-scf7180000023412-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000023412-processed-gene-0.0&CDS=1-480
