	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035690_Candida_vartiovaarae
3061	OG0003061	YNL289W	genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.65&CDS=1-876
3062	OG0003062	YNL290W	genemark-NODE_28_length_123216_cov_22.7908_ID_2601-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_28_length_123216_cov_22.7908_ID_2601-processed-gene-0.83&CDS=1-984
3063	OG0003063	YNL291C	genemark-NODE_28_length_123216_cov_22.7908_ID_2601-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_28_length_123216_cov_22.7908_ID_2601-processed-gene-0.138&CDS=1-1593
3064	OG0003064	YNL292W	maker-NODE_27_length_127294_cov_23.973_ID_3308-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_27_length_127294_cov_23.973_ID_3308-augustus-gene-0.4&CDS=1-1896
3065	OG0003065	YNL293W	genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.34&CDS=1-1752
3066	OG0003066	YNL297C	maker-NODE_27_length_127294_cov_23.973_ID_3308-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_27_length_127294_cov_23.973_ID_3308-augustus-gene-0.6&CDS=1-6090
3067	OG0003067	YNL305C	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-3.144-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-3.144&CDS=1-753
3068	OG0003068	YNL307C	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.246-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.246&CDS=1-1116
3069	OG0003069	YNL308C	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.107&CDS=1-1656
3070	OG0003070	YNL310C	genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.93&CDS=1-420
3071	OG0003071	YNL311C	genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.97&CDS=1-1458
3072	OG0003072	YNL312W	augustus_masked-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.230&CDS=1-1128
3073	OG0003073	YNL313C	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.128&CDS=1-2706
3074	OG0003074	YNL315C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.36-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.36&CDS=1-894
3075	OG0003075	YNL316C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.37-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.37&CDS=1-852
3076	OG0003076	YNL317W	genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.107&CDS=1-1386
3077	OG0003077	YNL320W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-2.50&CDS=1-873
3078	OG0003078	YNL321W	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-2.48-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-2.48&CDS=1-3036
3079	OG0003079	YNL322C	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-2.29&CDS=1-774
3080	OG0003080	YNL325C	augustus_masked-NODE_14_length_337236_cov_23.4214_ID_1415-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_14_length_337236_cov_23.4214_ID_1415-processed-gene-0.14&CDS=1-2502
3081	OG0003081	YNL326C	genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.82&CDS=1-999
3082	OG0003082	YNL328C	maker-NODE_40_length_53420_cov_24.2761_ID_3230-augustus-gene-0.95-mRNA-1_1&gene=maker-NODE_40_length_53420_cov_24.2761_ID_3230-augustus-gene-0.95&CDS=1-414
3083	OG0003083	YNL329C	genemark-NODE_40_length_53420_cov_24.2761_ID_3230-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_40_length_53420_cov_24.2761_ID_3230-processed-gene-0.45&CDS=1-3018
3084	OG0003084	YNR003C	genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.45-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-4.45&CDS=1-894
3085	OG0003085	YNR006W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.171-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.171&CDS=1-1956
3086	OG0003086	YNR007C	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.218-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.218&CDS=1-924
3087	OG0003087	YNR008W	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.216-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.216&CDS=1-1905
3088	OG0003088	YNR012W	genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.80&CDS=1-1518
3089	OG0003089	YNR015W	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.70-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.70&CDS=1-1146
3090	OG0003090	YNR016C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-1.63&CDS=1-6729
3091	OG0003091	YNR017W	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.65-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-4.65&CDS=1-639
3092	OG0003092	YNR018W	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-0.104&CDS=1-654
3093	OG0003093	YNR020C	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-0.75&CDS=1-666
3094	OG0003094	YNR021W	genemark-NODE_44_length_43926_cov_23.1683_ID_3532-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_44_length_43926_cov_23.1683_ID_3532-processed-gene-0.54&CDS=1-1095
3095	OG0003095	YNR022C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-3.43-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-3.43&CDS=1-705
3096	OG0003096	YNR023W	augustus_masked-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-3.114&CDS=1-1278
3097	OG0003097	YNR026C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-3.11-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-3.11&CDS=1-1593
3098	OG0003098	YNR027W	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.124-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-5.124&CDS=1-969
3099	OG0003099	YNR029C	snap_masked-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-0.41&CDS=1-1164
3100	OG0003100	YNR030W	genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-0.64&CDS=1-1752
3101	OG0003101	YNR032C-A	augustus_masked-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.50&CDS=1-219
3102	OG0003102	YNR033W	genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.109&CDS=1-2073
3103	OG0003103	YNR035C	genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.116&CDS=1-921
3104	OG0003104	YNR036C	genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.162&CDS=1-537
3105	OG0003105	YNR037C	genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.119&CDS=1-276
3106	OG0003106	YNR038W	genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.163-mRNA-1_1&gene=genemark-NODE_23_length_170326_cov_35.0982_ID_2563-processed-gene-0.163&CDS=1-1866
3107	OG0003107	YNR039C	genemark-NODE_36_length_74578_cov_49.1665_ID_3424-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_36_length_74578_cov_49.1665_ID_3424-processed-gene-0.40&CDS=1-1455
3108	OG0003108	YNR041C	genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_2_length_635021_cov_26.9864_ID_2124-processed-gene-1.108&CDS=1-1140
3109	OG0003109	YNR043W	maker-NODE_2_length_635021_cov_26.9864_ID_2124-augustus-gene-1.161-mRNA-1_1&gene=maker-NODE_2_length_635021_cov_26.9864_ID_2124-augustus-gene-1.161&CDS=1-1200
3110	OG0003110	YNR046W	genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_16_length_253005_cov_23.2191_ID_1666-processed-gene-0.67&CDS=1-387
3111	OG0003111	YNR049C	genemark-NODE_18_length_207861_cov_23.0039_ID_2975-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_18_length_207861_cov_23.0039_ID_2975-processed-gene-1.23&CDS=1-519
3112	OG0003112	YNR050C	genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.62&CDS=1-1347
3113	OG0003113	YNR052C	genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_19_length_180822_cov_36.1012_ID_4465-processed-gene-0.66&CDS=1-1035
3114	OG0003114	YNR053C	genemark-NODE_26_length_138084_cov_23.5948_ID_2523-processed-gene-0.182-mRNA-1_1&gene=genemark-NODE_26_length_138084_cov_23.5948_ID_2523-processed-gene-0.182&CDS=1-1545
3115	OG0003115	YNR054C	genemark-NODE_26_length_138084_cov_23.5948_ID_2523-processed-gene-0.183-mRNA-1_1&gene=genemark-NODE_26_length_138084_cov_23.5948_ID_2523-processed-gene-0.183&CDS=1-921
3116	OG0003116	YNR055C	genemark-NODE_21_length_177589_cov_23.0123_ID_2228-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_21_length_177589_cov_23.0123_ID_2228-processed-gene-0.134&CDS=1-1701
3117	OG0003117	YNR057C	genemark-NODE_48_length_33727_cov_56.3551_ID_3714-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_48_length_33727_cov_56.3551_ID_3714-processed-gene-0.17&CDS=1-630
3118	OG0003118	YNR058W	augustus_masked-NODE_48_length_33727_cov_56.3551_ID_3714-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_48_length_33727_cov_56.3551_ID_3714-processed-gene-0.48&CDS=1-1290
3119	OG0003119	YNR064C	genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.18&CDS=1-1092
3120	OG0003120	YNR074C	maker-NODE_4_length_566648_cov_23.4753_ID_1818-snap-gene-4.23-mRNA-1_1&gene=maker-NODE_4_length_566648_cov_23.4753_ID_1818-snap-gene-4.23&CDS=1-2148
3121	OG0003121	YOL001W	maker-NODE_16_length_253005_cov_23.2191_ID_1666-augustus-gene-1.8-mRNA-1_1&gene=maker-NODE_16_length_253005_cov_23.2191_ID_1666-augustus-gene-1.8&CDS=1-1830
3122	OG0003122	YOL003C	maker-NODE_12_length_358393_cov_23.4571_ID_1576-augustus-gene-0.130-mRNA-1_1&gene=maker-NODE_12_length_358393_cov_23.4571_ID_1576-augustus-gene-0.130&CDS=1-903
3123	OG0003123	YOL004W	maker-NODE_12_length_358393_cov_23.4571_ID_1576-augustus-gene-0.127-mRNA-1_1&gene=maker-NODE_12_length_358393_cov_23.4571_ID_1576-augustus-gene-0.127&CDS=1-4383
3124	OG0003124	YOL005C	genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-0.60&CDS=1-360
3125	OG0003125	YOL006C	genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.188-mRNA-1_1&gene=genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.188&CDS=1-2262
3126	OG0003126	YOL008W	genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.193-mRNA-1_1&gene=genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.193&CDS=1-513
3127	OG0003127	YOL009C	genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.238-mRNA-1_1&gene=genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.238&CDS=1-783
3128	OG0003128	YOL010W	genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.239-mRNA-1_1&gene=genemark-NODE_24_length_153470_cov_22.5394_ID_2397-processed-gene-0.239&CDS=1-1083
3129	OG0003129	YOL013C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.34-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-3.34&CDS=1-1524
3130	OG0003130	YOL016C	genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-3.56-mRNA-1_1&gene=genemark-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-3.56&CDS=1-1254
3131	OG0003131	YOL021C	genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.119-mRNA-1_1&gene=genemark-NODE_9_length_497673_cov_23.0063_ID_2152-processed-gene-3.119&CDS=1-2928
3132	OG0003132	YOL022C	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.85&CDS=1-1194
3133	OG0003133	YOL023W	genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_15_length_332055_cov_30.5975_ID_1738-processed-gene-2.114&CDS=1-2004
3134	OG0003134	YOL026C	genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.96&CDS=1-435
3135	OG0003135	YOL030W	genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_10_length_454449_cov_24.1248_ID_1905-processed-gene-0.21&CDS=1-1401
3136	OG0003136	YOL032W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.136-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.136&CDS=1-576
3137	OG0003137	YOL033W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.143-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.143&CDS=1-1569
3138	OG0003138	YOL034W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.155-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.155&CDS=1-3252
3139	OG0003139	YOL038W	genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.97&CDS=1-750
3140	OG0003140	YOL039W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.138-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.138&CDS=1-387
3141	OG0003141	YOL040C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.187-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.187&CDS=1-426
3142	OG0003142	YOL041C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.186-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.186&CDS=1-1248
3143	OG0003143	YOL042W	genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-3.94-mRNA-1_1&gene=genemark-NODE_4_length_566648_cov_23.4753_ID_1818-processed-gene-3.94&CDS=1-1092
3144	OG0003144	YOL049W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.207-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-4.207&CDS=1-1425
3145	OG0003145	YOL051W	genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_7_length_529036_cov_27.7071_ID_1471-processed-gene-1.53&CDS=1-3738
3146	OG0003146	YOL052C	genemark-NODE_38_length_67241_cov_23.6889_ID_3678-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_38_length_67241_cov_23.6889_ID_3678-processed-gene-0.44&CDS=1-1131
3147	OG0003147	YOL054W	maker-NODE_2_length_635021_cov_26.9864_ID_2124-augustus-gene-3.6-mRNA-1_1&gene=maker-NODE_2_length_635021_cov_26.9864_ID_2124-augustus-gene-3.6&CDS=1-1080
3148	OG0003148	YOL057W	genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.253-mRNA-1_1&gene=genemark-NODE_13_length_358203_cov_22.5065_ID_1307-processed-gene-2.253&CDS=1-2037
3149	OG0003149	YOL058W	genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.91&CDS=1-1254
3150	OG0003150	YOL060C	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.106&CDS=1-3471
3151	OG0003151	YOL061W	maker-NODE_1_length_719504_cov_26.1459_ID_4637-snap-gene-1.131-mRNA-1_1&gene=maker-NODE_1_length_719504_cov_26.1459_ID_4637-snap-gene-1.131&CDS=1-1242
3152	OG0003152	YOL062C	genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_1_length_719504_cov_26.1459_ID_4637-processed-gene-1.75&CDS=1-1341
3153	OG0003153	YOL063C	snap_masked-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_5_length_565793_cov_22.9871_ID_1255-processed-gene-2.50&CDS=1-1650
3154	OG0003154	YOL064C	genemark-NODE_18_length_207861_cov_23.0039_ID_2975-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_18_length_207861_cov_23.0039_ID_2975-processed-gene-1.15&CDS=1-1056
3155	OG0003155	YOL065C	genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.84-mRNA-1_1&gene=genemark-NODE_17_length_211088_cov_32.7383_ID_2339-processed-gene-1.84&CDS=1-1077
3156	OG0003156	YOL066C	genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.27&CDS=1-1635
3157	OG0003157	YOL067C	genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.73&CDS=1-606
3158	OG0003158	YOL069W	genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.72&CDS=1-1347
3159	OG0003159	YOL070C	genemark-NODE_50_length_28278_cov_23.3214_ID_3858-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_50_length_28278_cov_23.3214_ID_3858-processed-gene-0.32&CDS=1-1479
3160	OG0003160	YOL071W	augustus_masked-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.169&CDS=1-459
3161	OG0003161	YOL072W	genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_20_length_178901_cov_27.0317_ID_2682-processed-gene-0.44&CDS=1-1311
3162	OG0003162	YOL073C	genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_11_length_425465_cov_33.8237_ID_2463-processed-gene-1.110&CDS=1-792
3163	OG0003163	YOL075C	genemark-NODE_25_length_149664_cov_31.4308_ID_2431-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_25_length_149664_cov_31.4308_ID_2431-processed-gene-0.160&CDS=1-3834
3164	OG0003164	YOL076W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.90&CDS=1-2301
3165	OG0003165	YOL077C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.66&CDS=1-858
3166	OG0003166	YOL077W-A	snap_masked-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.43&CDS=1-195
3167	OG0003167	YOL078W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.67&CDS=1-2481
3168	OG0003168	YOL086W-A	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-1.67&CDS=1-393
3169	OG0003169	YOL090W	genemark-NODE_28_length_123216_cov_22.7908_ID_2601-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_28_length_123216_cov_22.7908_ID_2601-processed-gene-0.88&CDS=1-2781
3170	OG0003170	YOL093W	genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.105&CDS=1-1029
3171	OG0003171	YOL094C	genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.102&CDS=1-966
3172	OG0003172	YOL095C	genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.100-mRNA-1_1&gene=genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.100&CDS=1-1886
3173	OG0003173	YOL096C	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-0.87&CDS=1-915
3174	OG0003174	YOL097C	genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_6_length_558662_cov_22.883_ID_1610-processed-gene-0.82&CDS=1-1314
3175	OG0003175	YOL098C	augustus_masked-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_8_length_507317_cov_22.9669_ID_5596-processed-gene-0.129&CDS=1-3153
3176	OG0003176	YOL102C	genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_31_length_87998_cov_21.6238_ID_3054-processed-gene-0.82&CDS=1-621
3177	OG0003177	YOL107W	genemark-NODE_33_length_84056_cov_25.7069_ID_2867-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_33_length_84056_cov_25.7069_ID_2867-processed-gene-0.15&CDS=1-1056
3178	OG0003178	YOL108C	genemark-NODE_33_length_84056_cov_25.7069_ID_2867-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_33_length_84056_cov_25.7069_ID_2867-processed-gene-0.43&CDS=1-300
3179	OG0003179	YOL111C	genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_27_length_127294_cov_23.973_ID_3308-processed-gene-0.68&CDS=1-609
3180	OG0003180	YOL114C	augustus_masked-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-2.166&CDS=1-468
3181	OG0003181	YOL115W	genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_3_length_582014_cov_23.6254_ID_1337-processed-gene-2.17&CDS=1-1728
3182	OG0003182	YOL116W	genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_12_length_358393_cov_23.4571_ID_1576-processed-gene-2.65&CDS=1-1308
