	OrthologID	Hyphopichia_burtonii	Saccharomyces_cerevisiae
2687	OG0002687	genemark-scaffold_6-processed-gene-3.108-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.108&CDS=1-1857	YKL212W
2688	OG0002688	genemark-scaffold_6-processed-gene-3.111-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.111&CDS=1-936	YJR077C
2689	OG0002689	genemark-scaffold_6-processed-gene-4.33-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.33&CDS=1-615	YJL148W
2690	OG0002690	genemark-scaffold_6-processed-gene-4.35-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.35&CDS=1-735	YER010C
2691	OG0002691	genemark-scaffold_6-processed-gene-4.56-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.56&CDS=1-1833	YHR177W
2692	OG0002692	genemark-scaffold_6-processed-gene-4.40-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.40&CDS=1-1752	YBR203W
2693	OG0002693	genemark-scaffold_6-processed-gene-4.41-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.41&CDS=1-1167	YER009W
2694	OG0002694	genemark-scaffold_6-processed-gene-4.57-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.57&CDS=1-354	YDR482C
2695	OG0002695	augustus_masked-scaffold_6-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.23&CDS=1-4854	YNL243W
2696	OG0002696	genemark-scaffold_6-processed-gene-4.61-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.61&CDS=1-2520	YLR127C
2697	OG0002697	augustus_masked-scaffold_6-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.12&CDS=1-813	YLR128W
2698	OG0002698	snap_masked-scaffold_6-processed-gene-4.108-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.108&CDS=1-1683	YDR087C
2699	OG0002699	genemark-scaffold_6-processed-gene-4.64-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.64&CDS=1-204	YDR086C
2700	OG0002700	genemark-scaffold_6-processed-gene-4.51-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.51&CDS=1-1494	YGL112C
2701	OG0002701	genemark-scaffold_6-processed-gene-4.67-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.67&CDS=1-2217	YOR322C
2702	OG0002702	genemark-scaffold_6-processed-gene-4.52-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.52&CDS=1-1251	YLR085C
2703	OG0002703	augustus_masked-scaffold_6-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.29&CDS=1-945	YMR281W
2704	OG0002704	genemark-scaffold_6-processed-gene-5.41-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.41&CDS=1-2913	YLR129W
2705	OG0002705	snap_masked-scaffold_6-processed-gene-5.89-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.89&CDS=1-3747	YOL051W
2706	OG0002706	maker-scaffold_6-augustus-gene-5.81-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.81&CDS=1-504	YPR073C
2707	OG0002707	genemark-scaffold_6-processed-gene-5.43-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.43&CDS=1-1869	YPR072W
2708	OG0002708	snap_masked-scaffold_6-processed-gene-5.118-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.118&CDS=1-237	YOR357C
2709	OG0002709	genemark-scaffold_6-processed-gene-5.69-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.69&CDS=1-1479	YGL055W
2710	OG0002710	genemark-scaffold_6-processed-gene-5.48-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.48&CDS=1-3099	YMR189W
2711	OG0002711	genemark-scaffold_6-processed-gene-5.49-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.49&CDS=1-1650	YPL247C
2712	OG0002712	genemark-scaffold_6-processed-gene-5.51-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.51&CDS=1-438	YNL185C
2713	OG0002713	genemark-scaffold_6-processed-gene-5.71-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.71&CDS=1-1410	YNL181W
2714	OG0002714	genemark-scaffold_6-processed-gene-5.52-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.52&CDS=1-1536	YNL182C
2715	OG0002715	genemark-scaffold_6-processed-gene-5.53-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.53&CDS=1-729	YDL213C
2716	OG0002716	genemark-scaffold_6-processed-gene-5.54-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.54&CDS=1-636	YDL212W
2717	OG0002717	genemark-scaffold_6-processed-gene-5.55-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.55&CDS=1-915	YNL177C
2718	OG0002718	genemark-scaffold_6-processed-gene-5.56-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.56&CDS=1-672	YBL049W
2719	OG0002719	genemark-scaffold_6-processed-gene-5.74-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.74&CDS=1-2256	YNL186W
2720	OG0002720	genemark-scaffold_6-processed-gene-5.76-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.76&CDS=1-2043	YHL024W
2721	OG0002721	genemark-scaffold_6-processed-gene-5.78-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.78&CDS=1-8202	YGL195W
2722	OG0002722	augustus_masked-scaffold_6-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.19&CDS=1-3678	YMR190C
2723	OG0002723	genemark-scaffold_6-processed-gene-5.61-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.61&CDS=1-1071	YPL248C
2724	OG0002724	genemark-scaffold_6-processed-gene-5.63-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.63&CDS=1-3087	YPL249C
2725	OG0002725	augustus_masked-scaffold_6-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.38&CDS=1-543	YKL186C
2726	OG0002726	genemark-scaffold_6-processed-gene-6.85-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.85&CDS=1-1926	YKL185W
2727	OG0002727	genemark-scaffold_6-processed-gene-6.88-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.88&CDS=1-1488	YLL036C
2728	OG0002728	genemark-scaffold_6-processed-gene-6.90-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.90&CDS=1-2511	YMR277W
2729	OG0002729	augustus_masked-scaffold_6-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.69&CDS=1-5655	YMR276W
2730	OG0002730	genemark-scaffold_6-processed-gene-6.92-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.92&CDS=1-1881	YMR278W
2731	OG0002731	genemark-scaffold_6-processed-gene-6.93-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.93&CDS=1-1461	YML115C
2732	OG0002732	genemark-scaffold_6-processed-gene-6.114-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.114&CDS=1-960	YGL198W
2733	OG0002733	genemark-scaffold_6-processed-gene-6.115-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.115&CDS=1-681	YJL218W
2734	OG0002734	genemark-scaffold_6-processed-gene-6.95-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.95&CDS=1-2907	YLR187W
2735	OG0002735	snap_masked-scaffold_6-processed-gene-6.38-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.38&CDS=1-270	YDR510W
2736	OG0002736	genemark-scaffold_6-processed-gene-6.97-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.97&CDS=1-1854	YNL279W
2737	OG0002737	genemark-scaffold_6-processed-gene-6.121-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.121&CDS=1-2271	YNL218W
2738	OG0002738	genemark-scaffold_6-processed-gene-6.98-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.98&CDS=1-1083	YML060W
2739	OG0002739	genemark-scaffold_6-processed-gene-6.123-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.123&CDS=1-2322	YDR499W
2740	OG0002740	genemark-scaffold_6-processed-gene-6.100-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.100&CDS=1-831	YLR186W
2741	OG0002741	genemark-scaffold_6-processed-gene-6.102-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.102&CDS=1-1386	YPR186C
2742	OG0002742	maker-scaffold_6-augustus-gene-6.133-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.133&CDS=1-6048	YNL139C
2743	OG0002743	augustus_masked-scaffold_6-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.83&CDS=1-750	YGL136C
2744	OG0002744	augustus_masked-scaffold_6-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.65&CDS=1-1890	YJR002W
2745	OG0002745	genemark-scaffold_6-processed-gene-6.106-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.106&CDS=1-1983	YKL125W
2746	OG0002746	snap_masked-scaffold_6-processed-gene-7.2-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.2&CDS=1-1026	YNL274C
2747	OG0002747	genemark-scaffold_6-processed-gene-7.59-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.59&CDS=1-1635	YBR286W
2748	OG0002748	genemark-scaffold_6-processed-gene-7.61-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.61&CDS=1-1203	YGL048C
2749	OG0002749	augustus_masked-scaffold_6-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.127&CDS=1-954	YNL213C
2750	OG0002750	genemark-scaffold_6-processed-gene-7.62-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.62&CDS=1-2496	YNL212W
2751	OG0002751	snap_masked-scaffold_6-processed-gene-7.26-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.26&CDS=1-252	YNL211C
2752	OG0002752	genemark-scaffold_6-processed-gene-7.65-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.65&CDS=1-981	YGL127C
2753	OG0002753	genemark-scaffold_6-processed-gene-7.66-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.66&CDS=1-957	YGL126W
2754	OG0002754	augustus_masked-scaffold_6-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.113&CDS=1-2754	YIL140W
2755	OG0002755	genemark-scaffold_6-processed-gene-7.68-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.68&CDS=1-1176	YBR221C
2756	OG0002756	genemark-scaffold_6-processed-gene-7.69-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.69&CDS=1-1698	YBR220C
2757	OG0002757	genemark-scaffold_6-processed-gene-7.88-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.88&CDS=1-2382	YBR198C
2758	OG0002758	augustus_masked-scaffold_6-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.117&CDS=1-948	YMR101C
2759	OG0002759	augustus_masked-scaffold_6-processed-gene-7.135-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.135&CDS=1-576	YKL119C
2760	OG0002760	genemark-scaffold_6-processed-gene-7.72-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.72&CDS=1-1341	YNL040W
2761	OG0002761	augustus_masked-scaffold_6-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.136&CDS=1-5013	YBR146W
2762	OG0002762	genemark-scaffold_6-processed-gene-7.93-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.93&CDS=1-1509	YJL194W
2763	OG0002763	genemark-scaffold_6-processed-gene-7.94-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.94&CDS=1-303	YOL086W-A
2764	OG0002764	genemark-scaffold_6-processed-gene-7.74-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.74&CDS=1-642	YBR154C
2765	OG0002765	augustus_masked-scaffold_6-processed-gene-7.139-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.139&CDS=1-1236	YBR153W
2766	OG0002766	genemark-scaffold_6-processed-gene-7.75-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.75&CDS=1-1005	YCR034W
2767	OG0002767	genemark-scaffold_6-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.97&CDS=1-993	YCR036W
2768	OG0002768	genemark-scaffold_6-processed-gene-7.98-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.98&CDS=1-2748	YBR079C
2769	OG0002769	genemark-scaffold_6-processed-gene-7.99-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.99&CDS=1-876	YDR361C
2770	OG0002770	genemark-scaffold_6-processed-gene-7.76-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.76&CDS=1-1467	YDR364C
2771	OG0002771	genemark-scaffold_6-processed-gene-7.77-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-7.77&CDS=1-2289	YPR031W
2772	OG0002772	augustus_masked-scaffold_6-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.124&CDS=1-2322	YBR083W
2773	OG0002773	genemark-scaffold_6-processed-gene-8.3-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.3&CDS=1-1677	YOR128C
2774	OG0002774	maker-scaffold_6-augustus-gene-8.235-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-8.235&CDS=1-1692	YOR301W
2775	OG0002775	genemark-scaffold_6-processed-gene-8.2-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.2&CDS=1-678	YDR381W
2776	OG0002776	genemark-scaffold_6-processed-gene-8.6-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.6&CDS=1-1935	YOR129C
2777	OG0002777	genemark-scaffold_6-processed-gene-8.9-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.9&CDS=1-1140	YDL237W
2778	OG0002778	genemark-scaffold_6-processed-gene-8.41-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.41&CDS=1-861	YOR130C
2779	OG0002779	genemark-scaffold_6-processed-gene-8.42-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.42&CDS=1-426	YOL040C
2780	OG0002780	augustus_masked-scaffold_6-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.121&CDS=1-1647	YLR242C
2781	OG0002781	snap_masked-scaffold_6-processed-gene-8.196-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.196&CDS=1-1713	YOR205C
2782	OG0002782	genemark-scaffold_6-processed-gene-8.48-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.48&CDS=1-777	YCR015C
2783	OG0002783	genemark-scaffold_6-processed-gene-8.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.15&CDS=1-933	YCR016W
2784	OG0002784	augustus_masked-scaffold_6-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.93&CDS=1-228	YDR525W-A
2785	OG0002785	genemark-scaffold_6-processed-gene-8.49-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.49&CDS=1-2034	YDR234W
2786	OG0002786	genemark-scaffold_6-processed-gene-8.18-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.18&CDS=1-1125	YMR272C
2787	OG0002787	genemark-scaffold_6-processed-gene-8.50-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.50&CDS=1-1590	YMR270C
2788	OG0002788	genemark-scaffold_6-processed-gene-8.51-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.51&CDS=1-828	YML105C
2789	OG0002789	genemark-scaffold_6-processed-gene-8.53-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.53&CDS=1-3279	YPL160W
2790	OG0002790	genemark-scaffold_6-processed-gene-8.54-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.54&CDS=1-2784	YMR268C
2791	OG0002791	maker-scaffold_6-augustus-gene-8.232-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-8.232&CDS=1-4293	YML104C
2792	OG0002792	genemark-scaffold_6-processed-gene-8.55-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.55&CDS=1-6435	YMR229C
2793	OG0002793	genemark-scaffold_6-processed-gene-8.59-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.59&CDS=1-1668	YMR227C
2794	OG0002794	snap_masked-scaffold_6-processed-gene-8.173-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.173&CDS=1-4233	YOR291W
2795	OG0002795	genemark-scaffold_6-processed-gene-8.26-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.26&CDS=1-2649	YGR178C
2796	OG0002796	genemark-scaffold_6-processed-gene-8.27-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.27&CDS=1-2526	YIL068C
2797	OG0002797	genemark-scaffold_6-processed-gene-8.61-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.61&CDS=1-1020	YKL095W
2798	OG0002798	genemark-scaffold_6-processed-gene-8.28-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.28&CDS=1-1602	YJL025W
2799	OG0002799	genemark-scaffold_6-processed-gene-8.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.31&CDS=1-924	YGR208W
2800	OG0002800	augustus_masked-scaffold_6-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.135&CDS=1-1608	YCL031C
2801	OG0002801	genemark-scaffold_6-processed-gene-8.32-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.32&CDS=1-3003	YDR395W
2802	OG0002802	genemark-scaffold_6-processed-gene-8.33-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.33&CDS=1-1092	YGR048W
2803	OG0002803	genemark-scaffold_6-processed-gene-8.66-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.66&CDS=1-657	YDR399W
2804	OG0002804	genemark-scaffold_6-processed-gene-8.34-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.34&CDS=1-2820	YKL073W
2805	OG0002805	genemark-scaffold_6-processed-gene-8.35-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.35&CDS=1-1902	YKL074C
2806	OG0002806	genemark-scaffold_6-processed-gene-8.67-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.67&CDS=1-957	YMR055C
2807	OG0002807	snap_masked-scaffold_6-processed-gene-8.187-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-8.187&CDS=1-279	YER074W-A
2808	OG0002808	augustus_masked-scaffold_6-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.138&CDS=1-1062	YDR397C
2809	OG0002809	genemark-scaffold_6-processed-gene-8.70-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-8.70&CDS=1-663	YOR320C
2810	OG0002810	maker-scaffold_6-snap-gene-8.228-mRNA-1_1&gene=maker-scaffold_6-snap-gene-8.228&CDS=1-1320	YJL171C
2811	OG0002811	augustus_masked-scaffold_6-processed-gene-8.115-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.115&CDS=1-5157	YGR098C
2812	OG0002812	genemark-scaffold_7-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.9&CDS=1-2034	YBR019C
2813	OG0002813	snap_masked-scaffold_7-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.90&CDS=1-561	YDR246W
2814	OG0002814	augustus_masked-scaffold_7-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.50&CDS=1-2052	YBR018C
2815	OG0002815	augustus_masked-scaffold_7-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.68&CDS=1-855	YPL149W
2816	OG0002816	genemark-scaffold_7-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.31&CDS=1-732	YNL200C
2817	OG0002817	genemark-scaffold_7-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.13&CDS=1-1842	YDL225W
2818	OG0002818	genemark-scaffold_7-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.14&CDS=1-2610	YLR347C
2819	OG0002819	genemark-scaffold_7-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.15&CDS=1-705	YGR036C
2820	OG0002820	genemark-scaffold_7-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.32&CDS=1-1128	YDL226C
2821	OG0002821	genemark-scaffold_7-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.34&CDS=1-3237	YNL201C
2822	OG0002822	genemark-scaffold_7-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.35&CDS=1-1080	YJL180C
2823	OG0002823	genemark-scaffold_7-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.16&CDS=1-360	YJL179W
2824	OG0002824	genemark-scaffold_7-processed-gene-0.36-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.36&CDS=1-321	YJL184W
2825	OG0002825	genemark-scaffold_7-processed-gene-0.37-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.37&CDS=1-1623	YLR345W
2826	OG0002826	genemark-scaffold_7-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.17&CDS=1-777	YGR033C
2827	OG0002827	genemark-scaffold_7-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.41&CDS=1-549	YMR138W
2828	OG0002828	genemark-scaffold_7-processed-gene-0.18-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-0.18&CDS=1-2061	YMR137C
2829	OG0002829	maker-scaffold_7-augustus-gene-0.4-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-0.4&CDS=1-2241	YJL183W
2830	OG0002830	genemark-scaffold_7-processed-gene-1.69-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.69&CDS=1-2703	YGR054W
2831	OG0002831	genemark-scaffold_7-processed-gene-1.70-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.70&CDS=1-462	YLR074C
2832	OG0002832	genemark-scaffold_7-processed-gene-1.66-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.66&CDS=1-660	YLR075W
2833	OG0002833	genemark-scaffold_7-processed-gene-1.72-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.72&CDS=1-732	YPL051W
2834	OG0002834	genemark-scaffold_7-processed-gene-1.92-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.92&CDS=1-831	YFR032C
2835	OG0002835	snap_masked-scaffold_7-processed-gene-1.40-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-1.40&CDS=1-189	YFR032C-A
2836	OG0002836	augustus_masked-scaffold_7-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.120&CDS=1-270	YJR135W-A
2837	OG0002837	augustus_masked-scaffold_7-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.138&CDS=1-3621	YDL055C
2838	OG0002838	genemark-scaffold_7-processed-gene-1.79-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.79&CDS=1-1437	YLR378C
2839	OG0002839	genemark-scaffold_7-processed-gene-1.82-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.82&CDS=1-732	YJR144W
2840	OG0002840	genemark-scaffold_7-processed-gene-1.83-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.83&CDS=1-516	YGR082W
2841	OG0002841	genemark-scaffold_7-processed-gene-1.104-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.104&CDS=1-5040	YJR138W
2842	OG0002842	genemark-scaffold_7-processed-gene-1.107-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.107&CDS=1-4545	YAL024C
2843	OG0002843	genemark-scaffold_7-processed-gene-1.87-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.87&CDS=1-5523	YPR103W
2844	OG0002844	genemark-scaffold_7-processed-gene-1.109-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-1.109&CDS=1-1074	YGR080W
2845	OG0002845	maker-scaffold_7-snap-gene-2.52-mRNA-1_1&gene=maker-scaffold_7-snap-gene-2.52&CDS=1-3333	YOR014W
2846	OG0002846	genemark-scaffold_7-processed-gene-2.72-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.72&CDS=1-1563	YML056C
2847	OG0002847	genemark-scaffold_7-processed-gene-2.75-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.75&CDS=1-516	YOR367W
2848	OG0002848	genemark-scaffold_7-processed-gene-2.76-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.76&CDS=1-912	YAL025C
2849	OG0002849	genemark-scaffold_7-processed-gene-2.78-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.78&CDS=1-642	YLR293C
2850	OG0002850	augustus_masked-scaffold_7-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.135&CDS=1-1440	YLR295C
2851	OG0002851	augustus_masked-scaffold_7-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.151&CDS=1-1164	YLR281C
2852	OG0002852	augustus_masked-scaffold_7-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.136&CDS=1-9030	YLR274W
2853	OG0002853	genemark-scaffold_7-processed-gene-2.108-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.108&CDS=1-1737	YER086W
2854	OG0002854	genemark-scaffold_7-processed-gene-2.109-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.109&CDS=1-1194	YGR058W
2855	OG0002855	genemark-scaffold_7-processed-gene-2.87-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.87&CDS=1-1701	YHR108W
2856	OG0002856	genemark-scaffold_7-processed-gene-2.110-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.110&CDS=1-684	YDR262W
2857	OG0002857	augustus_masked-scaffold_7-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.138&CDS=1-1167	YDR305C
2858	OG0002858	maker-scaffold_7-augustus-gene-2.64-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-2.64&CDS=1-1989	YOR142W
2859	OG0002859	genemark-scaffold_7-processed-gene-2.115-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.115&CDS=1-2556	YOR141C
2860	OG0002860	genemark-scaffold_7-processed-gene-2.116-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.116&CDS=1-978	YNL229C
2861	OG0002861	genemark-scaffold_7-processed-gene-2.92-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.92&CDS=1-888	YLR126C
2862	OG0002862	genemark-scaffold_7-processed-gene-2.93-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.93&CDS=1-930	YIL061C
2863	OG0002863	genemark-scaffold_7-processed-gene-2.94-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.94&CDS=1-1200	YIL063C
