	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034903_Ogataea_naganishii
3208	OG0003208	YOR301W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-5.70&CDS=1-1500
3209	OG0003209	YOR303W	maker-NODE_1_length_1633205_cov_71.5147_ID_1-augustus-gene-2.50-mRNA-1_1&gene=maker-NODE_1_length_1633205_cov_71.5147_ID_1-augustus-gene-2.50&CDS=1-3396
3210	OG0003210	YOR305W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-7.82&CDS=1-912
3211	OG0003211	YOR310C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.1-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-12.1&CDS=1-1563
3212	OG0003212	YOR311C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-1.10&CDS=1-1080
3213	OG0003213	YOR313C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-2.86&CDS=1-975
3214	OG0003214	YOR317W	genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.25&CDS=1-2097
3215	OG0003215	YOR320C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.219-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.219&CDS=1-1347
3216	OG0003216	YOR322C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.222-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.222&CDS=1-2496
3217	OG0003217	YOR323C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.19&CDS=1-1356
3218	OG0003218	YOR329C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.66&CDS=1-2631
3219	OG0003219	YOR330C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.65&CDS=1-3357
3220	OG0003220	YOR332W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.88&CDS=1-690
3221	OG0003221	YOR334W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.87&CDS=1-1506
3222	OG0003222	YOR335C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.4&CDS=1-2901
3223	OG0003223	YOR336W	maker-NODE_1_length_1633205_cov_71.5147_ID_1-augustus-gene-15.121-mRNA-1_1&gene=maker-NODE_1_length_1633205_cov_71.5147_ID_1-augustus-gene-15.121&CDS=1-4497
3224	OG0003224	YOR340C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.85&CDS=1-912
3225	OG0003225	YOR341W	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.6&CDS=1-4944
3226	OG0003226	YOR344C	snap_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.58&CDS=1-1095
3227	OG0003227	YOR346W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.36&CDS=1-3183
3228	OG0003228	YOR349W	snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-8.107-mRNA-1_1&gene=snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-8.107&CDS=1-3117
3229	OG0003229	YOR352W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.70&CDS=1-1245
3230	OG0003230	YOR353C	snap_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.99&CDS=1-2571
3231	OG0003231	YOR355W	maker-NODE_3_length_860372_cov_71.9849_ID_5-snap-gene-6.131-mRNA-1_1&gene=maker-NODE_3_length_860372_cov_71.9849_ID_5-snap-gene-6.131&CDS=1-3108
3232	OG0003232	YOR356W	maker-NODE_3_length_860372_cov_71.9849_ID_5-snap-gene-6.133-mRNA-1_1&gene=maker-NODE_3_length_860372_cov_71.9849_ID_5-snap-gene-6.133&CDS=1-4887
3233	OG0003233	YOR357C	genemark-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.0&CDS=1-465
3234	OG0003234	YOR358W	augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.133&CDS=1-1260
3235	OG0003235	YOR359W	genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.55&CDS=1-1905
3236	OG0003236	YOR360C	genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-0.56&CDS=1-1590
3237	OG0003237	YOR361C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.90&CDS=1-2229
3238	OG0003238	YOR362C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.91&CDS=1-777
3239	OG0003239	YOR368W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.71&CDS=1-1476
3240	OG0003240	YOR369C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.70&CDS=1-438
3241	OG0003241	YOR370C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.55&CDS=1-1971
3242	OG0003242	YOR375C	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.158&CDS=1-1377
3243	OG0003243	YOR388C	genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.97-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-6.97&CDS=1-1086
3244	OG0003244	YPL002C	augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-0.3&CDS=1-840
3245	OG0003245	YPL003W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.154-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.154&CDS=1-1518
3246	OG0003246	YPL006W	genemark-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-2.112&CDS=1-3885
3247	OG0003247	YPL008W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.41&CDS=1-2460
3248	OG0003248	YPL009C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.29&CDS=1-3081
3249	OG0003249	YPL010W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.57&CDS=1-579
3250	OG0003250	YPL011C	genemark-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.172-mRNA-1_1&gene=genemark-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.172&CDS=1-954
3251	OG0003251	YPL012W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.58&CDS=1-3630
3252	OG0003252	YPL013C	snap_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.93&CDS=1-363
3253	OG0003253	YPL015C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.56&CDS=1-1125
3254	OG0003254	YPL016W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.12&CDS=1-4146
3255	OG0003255	YPL020C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-3.28&CDS=1-1773
3256	OG0003256	YPL022W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.31&CDS=1-3048
3257	OG0003257	YPL023C	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.13&CDS=1-1971
3258	OG0003258	YPL024W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.32&CDS=1-591
3259	OG0003259	YPL028W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-15.3&CDS=1-1191
3260	OG0003260	YPL029W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.95&CDS=1-2388
3261	OG0003261	YPL030W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.65&CDS=1-1740
3262	OG0003262	YPL031C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.55&CDS=1-999
3263	OG0003263	YPL037C	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.31&CDS=1-483
3264	OG0003264	YPL040C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-3.135&CDS=1-3135
3265	OG0003265	YPL042C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-4.94&CDS=1-1344
3266	OG0003266	YPL043W	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.83&CDS=1-2190
3267	OG0003267	YPL045W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.21&CDS=1-2547
3268	OG0003268	YPL046C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.45&CDS=1-309
3269	OG0003269	YPL047W	genemark-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.8&CDS=1-450
3270	OG0003270	YPL048W	maker-NODE_4_length_841044_cov_71.5186_ID_7-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_4_length_841044_cov_71.5186_ID_7-augustus-gene-3.2&CDS=1-1224
3271	OG0003271	YPL050C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.101&CDS=1-1122
3272	OG0003272	YPL051W	maker-NODE_6_length_768710_cov_73.8521_ID_11-augustus-gene-0.116-mRNA-1_1&gene=maker-NODE_6_length_768710_cov_73.8521_ID_11-augustus-gene-0.116&CDS=1-1272
3273	OG0003273	YPL054W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.100&CDS=1-1395
3274	OG0003274	YPL059W	genemark-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_19_length_201287_cov_70.2906_ID_37-processed-gene-1.77&CDS=1-465
3275	OG0003275	YPL060W	augustus_masked-NODE_25_length_51826_cov_72.1866_ID_49-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_25_length_51826_cov_72.1866_ID_49-processed-gene-0.55&CDS=1-1179
3276	OG0003276	YPL063W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-2.77&CDS=1-1344
3277	OG0003277	YPL065W	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.138&CDS=1-789
3278	OG0003278	YPL067C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.56&CDS=1-618
3279	OG0003279	YPL069C	augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.62&CDS=1-1026
3280	OG0003280	YPL070W	snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.85-mRNA-1_1&gene=snap_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.85&CDS=1-2337
3281	OG0003281	YPL072W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-2.20&CDS=1-2697
3282	OG0003282	YPL076W	genemark-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.89-mRNA-1_1&gene=genemark-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.89&CDS=1-852
3283	OG0003283	YPL078C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-0.89&CDS=1-693
3284	OG0003284	YPL082C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.114&CDS=1-5781
3285	OG0003285	YPL083C	snap_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.84&CDS=1-1395
3286	OG0003286	YPL084W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.20&CDS=1-2754
3287	OG0003287	YPL085W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-13.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-13.119&CDS=1-7611
3288	OG0003288	YPL086C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-13.99-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-13.99&CDS=1-1650
3289	OG0003289	YPL091W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.282-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.282&CDS=1-1398
3290	OG0003290	YPL093W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.84&CDS=1-1923
3291	OG0003291	YPL094C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.132&CDS=1-876
3292	OG0003292	YPL096W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.107&CDS=1-1071
3293	OG0003293	YPL098C	maker-NODE_4_length_841044_cov_71.5186_ID_7-augustus-gene-7.5-mRNA-1_1&gene=maker-NODE_4_length_841044_cov_71.5186_ID_7-augustus-gene-7.5&CDS=1-351
3294	OG0003294	YPL099C	genemark-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.138&CDS=1-552
3295	OG0003295	YPL101W	augustus_masked-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_22_length_128910_cov_70.9562_ID_43-processed-gene-0.110&CDS=1-1404
3296	OG0003296	YPL103C	genemark-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.48&CDS=1-1203
3297	OG0003297	YPL104W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.47&CDS=1-1989
3298	OG0003298	YPL106C	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.133&CDS=1-2064
3299	OG0003299	YPL107W	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.121&CDS=1-717
3300	OG0003300	YPL108W	snap_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.144-mRNA-1_1&gene=snap_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.144&CDS=1-462
3301	OG0003301	YPL109C	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.10&CDS=1-1992
3302	OG0003302	YPL110C	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.11&CDS=1-4101
3303	OG0003303	YPL111W	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.23&CDS=1-954
3304	OG0003304	YPL112C	snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.2&CDS=1-1446
3305	OG0003305	YPL116W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-5.119&CDS=1-1920
3306	OG0003306	YPL117C	augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_16_length_269614_cov_67.8004_ID_31-processed-gene-0.37&CDS=1-825
3307	OG0003307	YPL118W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.117&CDS=1-1098
3308	OG0003308	YPL122C	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.13&CDS=1-1818
3309	OG0003309	YPL123C	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.11&CDS=1-1197
3310	OG0003310	YPL125W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.10&CDS=1-3213
3311	OG0003311	YPL126W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.8&CDS=1-2499
3312	OG0003312	YPL127C	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.161&CDS=1-468
3313	OG0003313	YPL128C	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.193-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-2.193&CDS=1-2940
3314	OG0003314	YPL129W	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-1.28&CDS=1-750
3315	OG0003315	YPL131W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.16&CDS=1-1923
3316	OG0003316	YPL132W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.36&CDS=1-837
3317	OG0003317	YPL133C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-3.25&CDS=1-2040
3318	OG0003318	YPL134C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-1.18&CDS=1-894
3319	OG0003319	YPL138C	snap_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-2.117&CDS=1-1152
3320	OG0003320	YPL146C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.206-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.206&CDS=1-1266
3321	OG0003321	YPL147W	maker-NODE_7_length_679996_cov_70.6581_ID_13-snap-gene-5.200-mRNA-1_1&gene=maker-NODE_7_length_679996_cov_70.6581_ID_13-snap-gene-5.200&CDS=1-2430
3322	OG0003322	YPL149W	augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-2.249-mRNA-1_1&gene=augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-2.249&CDS=1-912
3323	OG0003323	YPL151C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-2.91&CDS=1-1314
3324	OG0003324	YPL152W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.129&CDS=1-1080
3325	OG0003325	YPL153C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.6&CDS=1-2835
3326	OG0003326	YPL154C	genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.100-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.100&CDS=1-1368
