	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034876_Tetrapisispora_iriomotensis
2842	OG0002842	YLR192C	augustus_masked-flattened_line_13-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-0.18&CDS=1-780
2843	OG0002843	YLR193C	augustus_masked-flattened_line_5-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.135&CDS=1-519
2844	OG0002844	YLR195C	augustus_masked-flattened_line_5-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.133&CDS=1-1371
2845	OG0002845	YLR196W	augustus_masked-flattened_line_5-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.137&CDS=1-1740
2846	OG0002846	YLR197W	augustus_masked-flattened_line_5-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.136&CDS=1-1557
2847	OG0002847	YLR199C	augustus_masked-flattened_line_5-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-5.131&CDS=1-846
2848	OG0002848	YLR200W	augustus_masked-flattened_line_5-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.50&CDS=1-321
2849	OG0002849	YLR201C	augustus_masked-flattened_line_5-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.28&CDS=1-792
2850	OG0002850	YLR203C	augustus_masked-flattened_line_5-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.25&CDS=1-1311
2851	OG0002851	YLR205C	genemark-flattened_line_5-processed-gene-4.125-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-4.125&CDS=1-966
2852	OG0002852	YLR207W	augustus_masked-flattened_line_33-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.9&CDS=1-2553
2853	OG0002853	YLR208W	augustus_masked-flattened_line_5-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.46&CDS=1-885
2854	OG0002854	YLR209C	augustus_masked-flattened_line_5-processed-gene-4.22-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.22&CDS=1-942
2855	OG0002855	YLR211C	snap_masked-flattened_line_11-processed-gene-2.129-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.129&CDS=1-795
2856	OG0002856	YLR212C	augustus_masked-flattened_line_33-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.23&CDS=1-1437
2857	OG0002857	YLR213C	augustus_masked-flattened_line_11-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.34&CDS=1-1590
2858	OG0002858	YLR214W	augustus_masked-flattened_line_53-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.54&CDS=1-2127
2859	OG0002859	YLR215C	augustus_masked-flattened_line_53-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.19&CDS=1-1107
2860	OG0002860	YLR216C	augustus_masked-flattened_line_33-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.25&CDS=1-1116
2861	OG0002861	YLR218C	genemark-flattened_line_53-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.135&CDS=1-807
2862	OG0002862	YLR219W	snap_masked-flattened_line_1-processed-gene-3.129-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.129&CDS=1-2730
2863	OG0002863	YLR220W	augustus_masked-flattened_line_1-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.29&CDS=1-930
2864	OG0002864	YLR221C	augustus_masked-flattened_line_1-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.12&CDS=1-525
2865	OG0002865	YLR222C	snap_masked-flattened_line_1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-0.16&CDS=1-2502
2866	OG0002866	YLR223C	augustus_masked-flattened_line_1-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.11&CDS=1-3252
2867	OG0002867	YLR226W	augustus_masked-flattened_line_1-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.9&CDS=1-1290
2868	OG0002868	YLR228C	maker-flattened_line_1-snap-gene-2.148-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-2.148&CDS=1-2145
2869	OG0002869	YLR229C	augustus_masked-flattened_line_1-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.124&CDS=1-573
2870	OG0002870	YLR231C	augustus_masked-flattened_line_1-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.88&CDS=1-1356
2871	OG0002871	YLR234W	augustus_masked-flattened_line_1-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.109&CDS=1-1956
2872	OG0002872	YLR238W	augustus_masked-flattened_line_1-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.144&CDS=1-1764
2873	OG0002873	YLR239C	augustus_masked-flattened_line_1-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.120&CDS=1-960
2874	OG0002874	YLR240W	augustus_masked-flattened_line_1-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.142&CDS=1-2868
2875	OG0002875	YLR241W	augustus_masked-flattened_line_1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.105&CDS=1-2394
2876	OG0002876	YLR242C	augustus_masked-flattened_line_1-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.118&CDS=1-906
2877	OG0002877	YLR243W	augustus_masked-flattened_line_1-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.104&CDS=1-810
2878	OG0002878	YLR244C	augustus_masked-flattened_line_1-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.116&CDS=1-1161
2879	OG0002879	YLR245C	snap_masked-flattened_line_9-processed-gene-3.123-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.123&CDS=1-459
2880	OG0002880	YLR246W	genemark-flattened_line_1-processed-gene-2.42-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-2.42&CDS=1-1185
2881	OG0002881	YLR247C	augustus_masked-flattened_line_7-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.119&CDS=1-4695
2882	OG0002882	YLR248W	augustus_masked-flattened_line_9-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.48&CDS=1-1800
2883	OG0002883	YLR250W	augustus_masked-flattened_line_9-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.13&CDS=1-708
2884	OG0002884	YLR251W	augustus_masked-flattened_line_9-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.16&CDS=1-681
2885	OG0002885	YLR253W	augustus_masked-flattened_line_7-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.99&CDS=1-1719
2886	OG0002886	YLR254C	augustus_masked-flattened_line_7-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.117&CDS=1-324
2887	OG0002887	YLR256W	augustus_masked-flattened_line_7-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-3.100&CDS=1-4302
2888	OG0002888	YLR257W	augustus_masked-flattened_line_9-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-4.24&CDS=1-3726
2889	OG0002889	YLR259C	augustus_masked-flattened_line_37-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.144&CDS=1-1704
2890	OG0002890	YLR262C	augustus_masked-flattened_line_5-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.6&CDS=1-645
2891	OG0002891	YLR262C-A	augustus_masked-flattened_line_37-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-1.143&CDS=1-219
2892	OG0002892	YLR263W	snap_masked-flattened_line_37-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.70&CDS=1-2451
2893	OG0002893	YLR266C	snap_masked-flattened_line_5-processed-gene-4.55-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.55&CDS=1-2316
2894	OG0002894	YLR267W	snap_masked-flattened_line_29-processed-gene-1.188-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.188&CDS=1-1650
2895	OG0002895	YLR268W	augustus_masked-flattened_line_5-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.8&CDS=1-645
2896	OG0002896	YLR272C	augustus_masked-flattened_line_5-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.30&CDS=1-3474
2897	OG0002897	YLR274W	augustus_masked-flattened_line_29-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.25&CDS=1-2286
2898	OG0002898	YLR275W	genemark-flattened_line_29-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.105&CDS=1-330
2899	OG0002899	YLR277C	maker-flattened_line_29-augustus-gene-1.14-mRNA-1_1&gene=maker-flattened_line_29-augustus-gene-1.14&CDS=1-4212
2900	OG0002900	YLR278C	augustus_masked-flattened_line_5-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.32&CDS=1-3750
2901	OG0002901	YLR283W	augustus_masked-flattened_line_5-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.11&CDS=1-1104
2902	OG0002902	YLR285W	augustus_masked-flattened_line_29-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.26&CDS=1-813
2903	OG0002903	YLR286C	augustus_masked-flattened_line_29-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.67&CDS=1-1584
2904	OG0002904	YLR287C	augustus_masked-flattened_line_5-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.37&CDS=1-1131
2905	OG0002905	YLR288C	augustus_masked-flattened_line_5-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.38&CDS=1-1362
2906	OG0002906	YLR289W	snap_masked-flattened_line_29-processed-gene-1.192-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.192&CDS=1-2034
2907	OG0002907	YLR290C	augustus_masked-flattened_line_5-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.40&CDS=1-825
2908	OG0002908	YLR291C	augustus_masked-flattened_line_5-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.41&CDS=1-1200
2909	OG0002909	YLR292C	augustus_masked-flattened_line_5-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.42&CDS=1-597
2910	OG0002910	YLR299W	augustus_masked-flattened_line_29-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.29&CDS=1-1914
2911	OG0002911	YLR300W	augustus_masked-flattened_line_5-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.16&CDS=1-1317
2912	OG0002912	YLR301W	augustus_masked-flattened_line_5-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.17&CDS=1-747
2913	OG0002913	YLR303W	augustus_masked-flattened_line_45-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-1.87&CDS=1-1323
2914	OG0002914	YLR304C	augustus_masked-flattened_line_33-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.7&CDS=1-2352
2915	OG0002915	YLR305C	augustus_masked-flattened_line_45-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-1.103&CDS=1-5763
2916	OG0002916	YLR306W	augustus_masked-flattened_line_45-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-1.88&CDS=1-573
2917	OG0002917	YLR308W	augustus_masked-flattened_line_33-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.35&CDS=1-972
2918	OG0002918	YLR309C	augustus_masked-flattened_line_33-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.6&CDS=1-2730
2919	OG0002919	YLR312W-A	augustus_masked-flattened_line_33-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.2&CDS=1-723
2920	OG0002920	YLR314C	augustus_masked-flattened_line_33-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.13&CDS=1-1548
2921	OG0002921	YLR315W	snap_masked-flattened_line_37-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.30&CDS=1-501
2922	OG0002922	YLR316C	snap_masked-flattened_line_45-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.119&CDS=1-1074
2923	OG0002923	YLR318W	augustus_masked-flattened_line_37-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.114&CDS=1-2547
2924	OG0002924	YLR319C	augustus_masked-flattened_line_37-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.96&CDS=1-2298
2925	OG0002925	YLR320W	augustus_masked-flattened_line_45-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.31&CDS=1-4653
2926	OG0002926	YLR321C	augustus_masked-flattened_line_37-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.116&CDS=1-1578
2927	OG0002927	YLR323C	augustus_masked-flattened_line_45-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.10&CDS=1-738
2928	OG0002928	YLR324W	augustus_masked-flattened_line_45-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.30&CDS=1-1704
2929	OG0002929	YLR326W	augustus_masked-flattened_line_45-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.29&CDS=1-876
2930	OG0002930	YLR327C	augustus_masked-flattened_line_37-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.92&CDS=1-261
2931	OG0002931	YLR329W	augustus_masked-flattened_line_45-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.9&CDS=1-783
2932	OG0002932	YLR330W	snap_masked-flattened_line_45-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.104&CDS=1-1497
2933	OG0002933	YLR335W	augustus_masked-flattened_line_39-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.187&CDS=1-2076
2934	OG0002934	YLR336C	augustus_masked-flattened_line_39-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.155&CDS=1-2988
2935	OG0002935	YLR338W	snap_masked-flattened_line_11-processed-gene-3.149-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-3.149&CDS=1-384
2936	OG0002936	YLR340W	augustus_masked-flattened_line_39-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.185&CDS=1-939
2937	OG0002937	YLR342W	augustus_masked-flattened_line_11-processed-gene-3.230-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.230&CDS=1-5643
2938	OG0002938	YLR343W	augustus_masked-flattened_line_39-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.182&CDS=1-1731
2939	OG0002939	YLR345W	augustus_masked-flattened_line_11-processed-gene-3.228-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.228&CDS=1-1560
2940	OG0002940	YLR347C	augustus_masked-flattened_line_11-processed-gene-3.185-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.185&CDS=1-2865
2941	OG0002941	YLR348C	snap_masked-flattened_line_3-processed-gene-4.147-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.147&CDS=1-948
2942	OG0002942	YLR351C	augustus_masked-flattened_line_11-processed-gene-3.184-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.184&CDS=1-858
2943	OG0002943	YLR352W	augustus_masked-flattened_line_11-processed-gene-3.225-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.225&CDS=1-2466
2944	OG0002944	YLR354C	augustus_masked-flattened_line_11-processed-gene-3.183-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.183&CDS=1-996
2945	OG0002945	YLR355C	augustus_masked-flattened_line_11-processed-gene-3.181-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.181&CDS=1-1206
2946	OG0002946	YLR356W	augustus_masked-flattened_line_11-processed-gene-3.223-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.223&CDS=1-633
2947	OG0002947	YLR357W	augustus_masked-flattened_line_31-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.24&CDS=1-2805
2948	OG0002948	YLR359W	augustus_masked-flattened_line_31-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.25&CDS=1-1446
2949	OG0002949	YLR361C	augustus_masked-flattened_line_39-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.153&CDS=1-1689
2950	OG0002950	YLR362W	maker-flattened_line_31-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-1.1&CDS=1-4341
2951	OG0002951	YLR364W	augustus_masked-flattened_line_31-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.28&CDS=1-522
2952	OG0002952	YLR369W	snap_masked-flattened_line_39-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.49&CDS=1-1959
2953	OG0002953	YLR370C	augustus_masked-flattened_line_39-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.148&CDS=1-528
2954	OG0002954	YLR371W	augustus_masked-flattened_line_39-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.175&CDS=1-4023
2955	OG0002955	YLR372W	augustus_masked-flattened_line_39-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.174&CDS=1-1107
2956	OG0002956	YLR375W	augustus_masked-flattened_line_31-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.29&CDS=1-999
2957	OG0002957	YLR376C	augustus_masked-flattened_line_31-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.64&CDS=1-771
2958	OG0002958	YLR377C	augustus_masked-flattened_line_31-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.65&CDS=1-1026
2959	OG0002959	YLR378C	augustus_masked-flattened_line_39-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.170&CDS=1-1437
2960	OG0002960	YLR380W	augustus_masked-flattened_line_39-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.168&CDS=1-1227
2961	OG0002961	YLR381W	augustus_masked-flattened_line_31-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.33&CDS=1-2193
2962	OG0002962	YLR382C	augustus_masked-flattened_line_39-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.145&CDS=1-2718
2963	OG0002963	YLR383W	augustus_masked-flattened_line_31-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.34&CDS=1-3357
2964	OG0002964	YLR384C	maker-flattened_line_31-snap-gene-1.86-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-1.86&CDS=1-6414
2965	OG0002965	YLR385C	augustus_masked-flattened_line_39-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.144&CDS=1-387
2966	OG0002966	YLR386W	augustus_masked-flattened_line_39-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.167&CDS=1-2823
2967	OG0002967	YLR387C	augustus_masked-flattened_line_39-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.143&CDS=1-1269
2968	OG0002968	YLR389C	augustus_masked-flattened_line_39-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.142&CDS=1-2913
2969	OG0002969	YLR390W	augustus_masked-flattened_line_39-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.166&CDS=1-282
2970	OG0002970	YLR390W-A	augustus_masked-flattened_line_39-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.165&CDS=1-585
2971	OG0002971	YLR392C	augustus_masked-flattened_line_39-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.141&CDS=1-1665
2972	OG0002972	YLR393W	augustus_masked-flattened_line_39-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.164&CDS=1-843
2973	OG0002973	YLR395C	snap_masked-flattened_line_39-processed-gene-1.9-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.9&CDS=1-216
2974	OG0002974	YLR397C	maker-flattened_line_31-augustus-gene-1.7-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-1.7&CDS=1-4368
2975	OG0002975	YLR398C	snap_masked-flattened_line_39-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.8&CDS=1-3777
2976	OG0002976	YLR399C	augustus_masked-flattened_line_39-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.138&CDS=1-2235
2977	OG0002977	YLR401C	augustus_masked-flattened_line_31-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.72&CDS=1-2007
2978	OG0002978	YLR403W	snap_masked-flattened_line_31-processed-gene-1.189-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.189&CDS=1-1923
2979	OG0002979	YLR404W	snap_masked-flattened_line_31-processed-gene-1.190-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.190&CDS=1-666
2980	OG0002980	YLR405W	augustus_masked-flattened_line_39-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.160&CDS=1-1065
2981	OG0002981	YLR407W	augustus_masked-flattened_line_31-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.39&CDS=1-705
2982	OG0002982	YLR408C	genemark-flattened_line_39-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-1.72&CDS=1-366
2983	OG0002983	YLR409C	augustus_masked-flattened_line_39-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.136&CDS=1-2805
2984	OG0002984	YLR410W	augustus_masked-flattened_line_39-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.135&CDS=1-3417
2985	OG0002985	YLR412W	augustus_masked-flattened_line_39-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.134&CDS=1-783
2986	OG0002986	YLR413W	augustus_masked-flattened_line_39-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.45&CDS=1-2070
2987	OG0002987	YLR414C	augustus_masked-flattened_line_39-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.26&CDS=1-798
2988	OG0002988	YLR417W	augustus_masked-flattened_line_39-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.24&CDS=1-1617
2989	OG0002989	YLR418C	snap_masked-flattened_line_39-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.127&CDS=1-1197
2990	OG0002990	YLR419W	augustus_masked-flattened_line_39-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.25&CDS=1-4332
2991	OG0002991	YLR420W	augustus_masked-flattened_line_31-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.41&CDS=1-1080
2992	OG0002992	YLR421C	augustus_masked-flattened_line_39-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.20&CDS=1-489
2993	OG0002993	YLR422W	augustus_masked-flattened_line_39-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.43&CDS=1-5559
2994	OG0002994	YLR423C	augustus_masked-flattened_line_39-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.19&CDS=1-1251
2995	OG0002995	YLR424W	augustus_masked-flattened_line_39-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.40&CDS=1-1764
2996	OG0002996	YLR425W	augustus_masked-flattened_line_31-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.43&CDS=1-3825
2997	OG0002997	YLR426W	augustus_masked-flattened_line_39-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.37&CDS=1-1047
2998	OG0002998	YLR427W	augustus_masked-flattened_line_31-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.44&CDS=1-2130
2999	OG0002999	YLR429W	augustus_masked-flattened_line_31-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.45&CDS=1-1845
3000	OG0003000	YLR430W	augustus_masked-flattened_line_39-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.36&CDS=1-6267
3001	OG0003001	YLR431C	augustus_masked-flattened_line_39-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.16&CDS=1-1452
3002	OG0003002	YLR433C	augustus_masked-flattened_line_31-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.76&CDS=1-1716
3003	OG0003003	YLR435W	augustus_masked-flattened_line_31-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.47&CDS=1-636
3004	OG0003004	YLR436C	augustus_masked-flattened_line_31-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.77&CDS=1-4059
3005	OG0003005	YLR438C-A	augustus_masked-flattened_line_31-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.78&CDS=1-255
