	OrthologID	Naumovozyma_castellii	Saccharomyces_cerevisiae
2868	OG0002868	augustus_masked-HE576756-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.135&CDS=1-1896	YEL007W
2869	OG0002869	augustus_masked-HE576756-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.112&CDS=1-2238	YER047C
2870	OG0002870	snap_masked-HE576756-processed-gene-3.89-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-3.89&CDS=1-426	YER046W
2871	OG0002871	snap_masked-HE576756-processed-gene-3.63-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-3.63&CDS=1-1098	YER044C-A
2872	OG0002872	augustus_masked-HE576756-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.115&CDS=1-444	YER044C
2873	OG0002873	augustus_masked-HE576756-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.137&CDS=1-2538	YFR038W
2874	OG0002874	augustus_masked-HE576756-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.116&CDS=1-5097	YIL026C
2875	OG0002875	augustus_masked-HE576756-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.117&CDS=1-954	YIL021W
2876	OG0002876	genemark-HE576756-processed-gene-3.16-mRNA-1_1&gene=genemark-HE576756-processed-gene-3.16&CDS=1-1140	YIL019W
2877	OG0002877	genemark-HE576756-processed-gene-3.17-mRNA-1_1&gene=genemark-HE576756-processed-gene-3.17&CDS=1-1173	YFR034C
2878	OG0002878	snap_masked-HE576756-processed-gene-3.72-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-3.72&CDS=1-966	YFR032C
2879	OG0002879	augustus_masked-HE576756-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.121&CDS=1-3510	YFR031C
2880	OG0002880	augustus_masked-HE576756-processed-gene-3.141-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.141&CDS=1-3141	YFR030W
2881	OG0002881	augustus_masked-HE576756-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.122&CDS=1-711	YBR256C
2882	OG0002882	augustus_masked-HE576756-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.123&CDS=1-1233	YIR011C
2883	OG0002883	maker-HE576756-augustus-gene-3.44-mRNA-1_1&gene=maker-HE576756-augustus-gene-3.44&CDS=1-333	YBR255C-A
2884	OG0002884	snap_masked-HE576756-processed-gene-3.98-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-3.98&CDS=1-2052	YBR255W
2885	OG0002885	augustus_masked-HE576756-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.125&CDS=1-654	YBR254C
2886	OG0002886	maker-HE576756-augustus-gene-3.45-mRNA-1_1&gene=maker-HE576756-augustus-gene-3.45&CDS=1-1302	YBR251W
2887	OG0002887	augustus_masked-HE576756-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-3.126&CDS=1-2319	YER017C
2888	OG0002888	augustus_masked-HE576756-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.0&CDS=1-933	YER016W
2889	OG0002889	augustus_masked-HE576756-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.1&CDS=1-2238	YER015W
2890	OG0002890	augustus_masked-HE576756-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.2&CDS=1-5100	YER013W
2891	OG0002891	augustus_masked-HE576756-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.3&CDS=1-585	YER012W
2892	OG0002892	maker-HE576756-augustus-gene-4.86-mRNA-1_1&gene=maker-HE576756-augustus-gene-4.86&CDS=1-1359	YER004W
2893	OG0002893	augustus_masked-HE576756-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.6&CDS=1-1134	YOR008C
2894	OG0002894	augustus_masked-HE576756-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.7&CDS=1-1578	YPL260W
2895	OG0002895	augustus_masked-HE576756-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.25&CDS=1-1350	YPL259C
2896	OG0002896	maker-HE576756-snap-gene-4.84-mRNA-1_1&gene=maker-HE576756-snap-gene-4.84&CDS=1-342	YIL009C-A
2897	OG0002897	augustus_masked-HE576756-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.26&CDS=1-1818	YOR356W
2898	OG0002898	augustus_masked-HE576756-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.27&CDS=1-1689	YOR355W
2899	OG0002899	snap_masked-HE576756-processed-gene-4.50-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-4.50&CDS=1-2154	YOR354C
2900	OG0002900	augustus_masked-HE576756-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.9&CDS=1-2682	YOR353C
2901	OG0002901	augustus_masked-HE576756-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.29&CDS=1-933	YOR352W
2902	OG0002902	maker-HE576756-augustus-gene-4.85-mRNA-1_1&gene=maker-HE576756-augustus-gene-4.85&CDS=1-1491	YOR351C
2903	OG0002903	snap_masked-HE576756-processed-gene-4.54-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-4.54&CDS=1-1887	YOR350C
2904	OG0002904	snap_masked-HE576756-processed-gene-4.73-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-4.73&CDS=1-3192	YOR349W
2905	OG0002905	augustus_masked-HE576756-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.13&CDS=1-1779	YOR348C
2906	OG0002906	augustus_masked-HE576756-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.31&CDS=1-3498	YOR330C
2907	OG0002907	augustus_masked-HE576756-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.14&CDS=1-1329	YOR334W
2908	OG0002908	augustus_masked-HE576756-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.32&CDS=1-2868	YOR335C
2909	OG0002909	augustus_masked-HE576756-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.15&CDS=1-3876	YOR336W
2910	OG0002910	augustus_masked-HE576756-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.16&CDS=1-2154	YOR337W
2911	OG0002911	augustus_masked-HE576756-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.33&CDS=1-939	YOR340C
2912	OG0002912	augustus_masked-HE576756-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.34&CDS=1-2949	YAL035W
2913	OG0002913	snap_masked-HE576756-processed-gene-4.78-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-4.78&CDS=1-876	YOR342C
2914	OG0002914	augustus_masked-HE576756-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.18&CDS=1-2622	YOR346W
2915	OG0002915	augustus_masked-HE576756-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.19&CDS=1-1605	YBL099W
2916	OG0002916	augustus_masked-HE576756-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.20&CDS=1-2322	YBL097W
2917	OG0002917	augustus_masked-HE576756-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.21&CDS=1-753	YBL095W
2918	OG0002918	augustus_masked-HE576756-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.38&CDS=1-642	YBL093C
2919	OG0002919	augustus_masked-HE576756-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-4.23&CDS=1-1485	YER119C
2920	OG0002920	genemark-HE576756-processed-gene-5.102-mRNA-1_1&gene=genemark-HE576756-processed-gene-5.102&CDS=1-7662	YBL088C
2921	OG0002921	augustus_masked-HE576756-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.10&CDS=1-1419	YBL086C
2922	OG0002922	maker-HE576756-snap-gene-5.151-mRNA-1_1&gene=maker-HE576756-snap-gene-5.151&CDS=1-2076	YBL084C
2923	OG0002923	genemark-HE576756-processed-gene-5.101-mRNA-1_1&gene=genemark-HE576756-processed-gene-5.101&CDS=1-3300	YBL082C
2924	OG0002924	augustus_masked-HE576756-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.12&CDS=1-1242	YBL081W
2925	OG0002925	augustus_masked-HE576756-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.26&CDS=1-1653	YBL080C
2926	OG0002926	augustus_masked-HE576756-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.13&CDS=1-4329	YBL079W
2927	OG0002927	augustus_masked-HE576756-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.27&CDS=1-357	YBL078C
2928	OG0002928	maker-HE576756-augustus-gene-5.3-mRNA-1_1&gene=maker-HE576756-augustus-gene-5.3&CDS=1-5133	YBL076C
2929	OG0002929	maker-HE576756-augustus-gene-5.4-mRNA-1_1&gene=maker-HE576756-augustus-gene-5.4&CDS=1-3918	YBL066C
2930	OG0002930	augustus_masked-HE576756-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.14&CDS=1-3243	YBL063W
2931	OG0002931	augustus_masked-HE576756-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.33&CDS=1-2040	YBL061C
2932	OG0002932	augustus_masked-HE576756-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.15&CDS=1-2016	YBL060W
2933	OG0002933	augustus_masked-HE576756-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.34&CDS=1-336	YBL059C-A
2934	OG0002934	maker-HE576756-snap-gene-5.149-mRNA-1_1&gene=maker-HE576756-snap-gene-5.149&CDS=1-288	YER093C-A
2935	OG0002935	augustus_masked-HE576756-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.16&CDS=1-1194	YBL058W
2936	OG0002936	snap_masked-HE576756-processed-gene-5.83-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-5.83&CDS=1-663	YBL057C
2937	OG0002937	augustus_masked-HE576756-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.36&CDS=1-1137	YBL055C
2938	OG0002938	augustus_masked-HE576756-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.37&CDS=1-2154	YBL052C
2939	OG0002939	snap_masked-HE576756-processed-gene-5.63-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-5.63&CDS=1-240	YER087C-B
2940	OG0002940	augustus_masked-HE576756-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.20&CDS=1-1713	YLR190W
2941	OG0002941	augustus_masked-HE576756-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.21&CDS=1-1137	YLR191W
2942	OG0002942	augustus_masked-HE576756-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.39&CDS=1-810	YLR192C
2943	OG0002943	augustus_masked-HE576756-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.40&CDS=1-1401	YLR193C
2944	OG0002944	augustus_masked-HE576756-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.41&CDS=1-1371	YLR195C
2945	OG0002945	augustus_masked-HE576756-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.22&CDS=1-1740	YLR196W
2946	OG0002946	augustus_masked-HE576756-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.42&CDS=1-843	YLR199C
2947	OG0002947	augustus_masked-HE576756-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.23&CDS=1-315	YLR200W
2948	OG0002948	augustus_masked-HE576756-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.43&CDS=1-783	YLR201C
2949	OG0002949	augustus_masked-HE576756-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.44&CDS=1-1197	YLR203C
2950	OG0002950	augustus_masked-HE576756-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.45&CDS=1-945	YLR205C
2951	OG0002951	snap_masked-HE576756-processed-gene-5.70-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-5.70&CDS=1-411	YER050C
2952	OG0002952	augustus_masked-HE576756-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.46&CDS=1-1896	YER049W
2953	OG0002953	augustus_masked-HE576756-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.47&CDS=1-285	YER048W-A
2954	OG0002954	augustus_masked-HE576756-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-5.25&CDS=1-1161	YER048C
2955	OG0002955	augustus_masked-HE576756-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.0&CDS=1-2874	YBL101C
2956	OG0002956	augustus_masked-HE576756-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.4&CDS=1-639	YBL102W
2957	OG0002957	augustus_masked-HE576756-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.1&CDS=1-1380	YBL103C
2958	OG0002958	genemark-HE576756-processed-gene-6.104-mRNA-1_1&gene=genemark-HE576756-processed-gene-6.104&CDS=1-6216	YBL105C
2959	OG0002959	genemark-HE576756-processed-gene-6.106-mRNA-1_1&gene=genemark-HE576756-processed-gene-6.106&CDS=1-3102	YPR032W
2960	OG0002960	augustus_masked-HE576756-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.5&CDS=1-591	YBL107C
2961	OG0002961	augustus_masked-HE576756-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.22&CDS=1-1233	YJR080C
2962	OG0002962	augustus_masked-HE576756-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.23&CDS=1-426	YJR082C
2963	OG0002963	augustus_masked-HE576756-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.24&CDS=1-855	YJR083C
2964	OG0002964	augustus_masked-HE576756-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.6&CDS=1-1200	YJR084W
2965	OG0002965	snap_masked-HE576756-processed-gene-6.72-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-6.72&CDS=1-192	YJR085C
2966	OG0002966	augustus_masked-HE576756-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.26&CDS=1-1584	YER052C
2967	OG0002967	augustus_masked-HE576756-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.27&CDS=1-915	YER053C
2968	OG0002968	augustus_masked-HE576756-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.28&CDS=1-1710	YER054C
2969	OG0002969	augustus_masked-HE576756-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.29&CDS=1-891	YER055C
2970	OG0002970	augustus_masked-HE576756-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.7&CDS=1-1344	YER061C
2971	OG0002971	augustus_masked-HE576756-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.36&CDS=1-321	YER058W
2972	OG0002972	augustus_masked-HE576756-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.8&CDS=1-384	YER057C
2973	OG0002973	augustus_masked-HE576756-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.37&CDS=1-2604	YER069W
2974	OG0002974	augustus_masked-HE576756-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.38&CDS=1-963	YIL061C
2975	OG0002975	augustus_masked-HE576756-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.39&CDS=1-1836	YER068W
2976	OG0002976	augustus_masked-HE576756-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.11&CDS=1-1653	YER065C
2977	OG0002977	augustus_masked-HE576756-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.14&CDS=1-459	YIL062C
2978	OG0002978	augustus_masked-HE576756-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.16&CDS=1-2403	YIL068C
2979	OG0002979	snap_masked-HE576756-processed-gene-6.91-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-6.91&CDS=1-384	YER071C
2980	OG0002980	augustus_masked-HE576756-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.17&CDS=1-393	YER072W
2981	OG0002981	maker-HE576756-snap-gene-6.96-mRNA-1_1&gene=maker-HE576756-snap-gene-6.96&CDS=1-1917	YER073W
2982	OG0002982	snap_masked-HE576756-processed-gene-6.92-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-6.92&CDS=1-2562	YER075C
2983	OG0002983	maker-HE576756-augustus-gene-6.101-mRNA-1_1&gene=maker-HE576756-augustus-gene-6.101&CDS=1-3378	YER078C
2984	OG0002984	augustus_masked-HE576756-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-6.21&CDS=1-1812	YER080W
2985	OG0002985	augustus_masked-HE576756-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.84&CDS=1-2820	YIL075C
2986	OG0002986	augustus_masked-HE576756-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.87&CDS=1-1650	YER082C
2987	OG0002987	augustus_masked-HE576756-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.88&CDS=1-462	YDL125C
2988	OG0002988	snap_masked-HE576756-processed-gene-7.6-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-7.6&CDS=1-2154	YDL176W
2989	OG0002989	genemark-HE576756-processed-gene-7.158-mRNA-1_1&gene=genemark-HE576756-processed-gene-7.158&CDS=1-813	YER083C
2990	OG0002990	snap_masked-HE576756-processed-gene-7.41-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-7.41&CDS=1-1257	YDL128W
2991	OG0002991	snap_masked-HE576756-processed-gene-7.42-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-7.42&CDS=1-1491	YDL180W
2992	OG0002992	maker-HE576756-augustus-gene-7.222-mRNA-1_1&gene=maker-HE576756-augustus-gene-7.222&CDS=1-318	YDL130W
2993	OG0002993	augustus_masked-HE576756-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.90&CDS=1-864	YDL183C
2994	OG0002994	snap_masked-HE576756-processed-gene-7.46-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-7.46&CDS=1-735	YDL186W
2995	OG0002995	augustus_masked-HE576756-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.123&CDS=1-933	YDL189W
2996	OG0002996	augustus_masked-HE576756-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.92&CDS=1-2970	YDL190C
2997	OG0002997	snap_masked-HE576756-processed-gene-7.50-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-7.50&CDS=1-996	YDL193W
2998	OG0002998	augustus_masked-HE576756-processed-gene-7.128-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.128&CDS=1-3828	YDL195W
2999	OG0002999	maker-HE576756-snap-gene-7.79-mRNA-1_1&gene=maker-HE576756-snap-gene-7.79&CDS=1-1395	YLR216C
3000	OG0003000	genemark-HE576756-processed-gene-7.165-mRNA-1_1&gene=genemark-HE576756-processed-gene-7.165&CDS=1-630	YDL142C
3001	OG0003001	augustus_masked-HE576756-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.96&CDS=1-2304	YGR245C
3002	OG0003002	augustus_masked-HE576756-processed-gene-7.97-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.97&CDS=1-1281	YGR244C
3003	OG0003003	augustus_masked-HE576756-processed-gene-7.130-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.130&CDS=1-1119	YLR215C
3004	OG0003004	augustus_masked-HE576756-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.131&CDS=1-1770	YGR246C
3005	OG0003005	augustus_masked-HE576756-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.99&CDS=1-660	YGR247W
3006	OG0003006	augustus_masked-HE576756-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.101&CDS=1-1179	YGR249W
3007	OG0003007	augustus_masked-HE576756-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.132&CDS=1-2151	YGR250C
3008	OG0003008	augustus_masked-HE576756-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.134&CDS=1-1365	YGR252W
3009	OG0003009	augustus_masked-HE576756-processed-gene-7.135-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.135&CDS=1-615	YGR251W
3010	OG0003010	genemark-HE576756-processed-gene-7.203-mRNA-1_1&gene=genemark-HE576756-processed-gene-7.203&CDS=1-1311	YHR169W
3011	OG0003011	genemark-HE576756-processed-gene-7.204-mRNA-1_1&gene=genemark-HE576756-processed-gene-7.204&CDS=1-1098	YGR257C
3012	OG0003012	augustus_masked-HE576756-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.138&CDS=1-3000	YGR258C
3013	OG0003013	augustus_masked-HE576756-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.106&CDS=1-1638	YGR260W
3014	OG0003014	genemark-HE576756-processed-gene-7.206-mRNA-1_1&gene=genemark-HE576756-processed-gene-7.206&CDS=1-3336	YGR261C
3015	OG0003015	snap_masked-HE576756-processed-gene-7.65-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-7.65&CDS=1-921	YGR263C
3016	OG0003016	augustus_masked-HE576756-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.107&CDS=1-2118	YGR266W
3017	OG0003017	augustus_masked-HE576756-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.140&CDS=1-723	YGR267C
3018	OG0003018	augustus_masked-HE576756-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.141&CDS=1-597	YGR268C
3019	OG0003019	augustus_masked-HE576756-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.108&CDS=1-9735	YGR271W
3020	OG0003020	augustus_masked-HE576756-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.142&CDS=1-744	YGR271C-A
3021	OG0003021	augustus_masked-HE576756-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.109&CDS=1-426	YMR298W
3022	OG0003022	snap_masked-HE576756-processed-gene-7.32-mRNA-1_1&gene=snap_masked-HE576756-processed-gene-7.32&CDS=1-813	YGR275W
3023	OG0003023	augustus_masked-HE576756-processed-gene-7.144-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.144&CDS=1-1980	YGR276C
3024	OG0003024	augustus_masked-HE576756-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.145&CDS=1-945	YGR277C
3025	OG0003025	augustus_masked-HE576756-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.111&CDS=1-1713	YGR278W
3026	OG0003026	augustus_masked-HE576756-processed-gene-7.147-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.147&CDS=1-816	YGR280C
3027	OG0003027	augustus_masked-HE576756-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.112&CDS=1-4518	YGR281W
3028	OG0003028	augustus_masked-HE576756-processed-gene-7.148-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.148&CDS=1-942	YGR282C
3029	OG0003029	augustus_masked-HE576756-processed-gene-7.149-mRNA-1_1&gene=augustus_masked-HE576756-processed-gene-7.149&CDS=1-2178	YGR285C
3030	OG0003030	augustus_masked-HE576757-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.83&CDS=1-1833	YJL201W
3031	OG0003031	augustus_masked-HE576757-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.102&CDS=1-2388	YJL200C
3032	OG0003032	augustus_masked-HE576757-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.84&CDS=1-669	YIL161W
3033	OG0003033	augustus_masked-HE576757-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.85&CDS=1-3054	YEL055C
3034	OG0003034	augustus_masked-HE576757-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.103&CDS=1-1233	YEL056W
3035	OG0003035	augustus_masked-HE576757-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.104&CDS=1-1647	YEL058W
3036	OG0003036	augustus_masked-HE576757-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.86&CDS=1-2085	YEL060C
3037	OG0003037	augustus_masked-HE576757-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.105&CDS=1-2433	YOR168W
3038	OG0003038	snap_masked-HE576757-processed-gene-0.45-mRNA-1_1&gene=snap_masked-HE576757-processed-gene-0.45&CDS=1-1251	YOR166C
3039	OG0003039	augustus_masked-HE576757-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.107&CDS=1-2361	YOR165W
3040	OG0003040	augustus_masked-HE576757-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.89&CDS=1-948	YOR164C
3041	OG0003041	augustus_masked-HE576757-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.108&CDS=1-528	YOR163W
3042	OG0003042	augustus_masked-HE576757-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.92&CDS=1-843	YOR174W
3043	OG0003043	augustus_masked-HE576757-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.109&CDS=1-1845	YOR175C
3044	OG0003044	maker-HE576757-snap-gene-0.78-mRNA-1_1&gene=maker-HE576757-snap-gene-0.78&CDS=1-1827	YOR181W
3045	OG0003045	augustus_masked-HE576757-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-HE576757-processed-gene-0.96&CDS=1-1185	YOR184W
