	OrthologID	Komagataella_pastoris	Saccharomyces_cerevisiae
2646	OG0002646	snap_masked-chromosome_3-processed-gene-18.74-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.74&CDS=1-855	YDR050C
2647	OG0002647	snap_masked-chromosome_3-processed-gene-18.103-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.103&CDS=1-2970	YBR074W
2648	OG0002648	snap_masked-chromosome_3-processed-gene-18.75-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.75&CDS=1-1083	YDR047W
2649	OG0002649	snap_masked-chromosome_3-processed-gene-18.76-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.76&CDS=1-894	YDR280W
2650	OG0002650	snap_masked-chromosome_3-processed-gene-18.105-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.105&CDS=1-1545	YHR007C
2651	OG0002651	snap_masked-chromosome_3-processed-gene-18.106-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.106&CDS=1-423	YKL167C
2652	OG0002652	snap_masked-chromosome_3-processed-gene-18.107-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.107&CDS=1-396	YKL170W
2653	OG0002653	snap_masked-chromosome_3-processed-gene-18.77-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.77&CDS=1-792	YJL174W
2654	OG0002654	snap_masked-chromosome_3-processed-gene-18.78-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.78&CDS=1-1458	YKL211C
2655	OG0002655	snap_masked-chromosome_3-processed-gene-18.108-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.108&CDS=1-1335	YPL203W
2656	OG0002656	snap_masked-chromosome_3-processed-gene-18.81-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.81&CDS=1-1668	YMR250W
2657	OG0002657	snap_masked-chromosome_3-processed-gene-18.109-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.109&CDS=1-1197	YKL175W
2658	OG0002658	snap_masked-chromosome_3-processed-gene-18.110-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.110&CDS=1-1197	YJR076C
2659	OG0002659	augustus_masked-chromosome_3-processed-gene-18.164-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-18.164&CDS=1-825	YMR042W
2660	OG0002660	snap_masked-chromosome_3-processed-gene-18.82-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.82&CDS=1-2448	YKR079C
2661	OG0002661	snap_masked-chromosome_3-processed-gene-18.83-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-18.83&CDS=1-606	YOL139C
2662	OG0002662	snap_masked-chromosome_3-processed-gene-19.4-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.4&CDS=1-1074	YDL226C
2663	OG0002663	snap_masked-chromosome_3-processed-gene-19.5-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.5&CDS=1-834	YNL202W
2664	OG0002664	snap_masked-chromosome_3-processed-gene-19.6-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.6&CDS=1-696	YNL200C
2665	OG0002665	snap_masked-chromosome_3-processed-gene-19.2-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.2&CDS=1-1989	YLR214W
2666	OG0002666	snap_masked-chromosome_3-processed-gene-19.33-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.33&CDS=1-906	YDL115C
2667	OG0002667	maker-chromosome_3-augustus-gene-19.177-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-19.177&CDS=1-1893	YDL114W
2668	OG0002668	maker-chromosome_3-snap-gene-19.59-mRNA-1_1&gene=maker-chromosome_3-snap-gene-19.59&CDS=1-1803	YKR084C
2669	OG0002669	snap_masked-chromosome_3-processed-gene-19.34-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.34&CDS=1-990	YOR075W
2670	OG0002670	snap_masked-chromosome_3-processed-gene-19.13-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.13&CDS=1-1980	YOR069W
2671	OG0002671	snap_masked-chromosome_3-processed-gene-19.35-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.35&CDS=1-957	YKR081C
2672	OG0002672	snap_masked-chromosome_3-processed-gene-19.14-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.14&CDS=1-3537	YML049C
2673	OG0002673	snap_masked-chromosome_3-processed-gene-19.15-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.15&CDS=1-3447	YKR082W
2674	OG0002674	snap_masked-chromosome_3-processed-gene-19.16-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.16&CDS=1-1074	YOR073W
2675	OG0002675	augustus_masked-chromosome_3-processed-gene-19.101-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-19.101&CDS=1-894	YOR074C
2676	OG0002676	snap_masked-chromosome_3-processed-gene-19.17-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.17&CDS=1-864	YOR065W
2677	OG0002677	augustus_masked-chromosome_3-processed-gene-19.82-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-19.82&CDS=1-690	YOR064C
2678	OG0002678	snap_masked-chromosome_3-processed-gene-19.38-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.38&CDS=1-1629	YOR067C
2679	OG0002679	snap_masked-chromosome_3-processed-gene-19.40-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.40&CDS=1-1785	YCR084C
2680	OG0002680	augustus_masked-chromosome_3-processed-gene-19.83-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-19.83&CDS=1-747	YLR285W
2681	OG0002681	maker-chromosome_3-augustus-gene-19.180-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-19.180&CDS=1-1968	YLR286C
2682	OG0002682	snap_masked-chromosome_3-processed-gene-19.42-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.42&CDS=1-1140	YJR072C
2683	OG0002683	snap_masked-chromosome_3-processed-gene-19.21-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.21&CDS=1-1008	YPL069C
2684	OG0002684	snap_masked-chromosome_3-processed-gene-19.22-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.22&CDS=1-1536	YOL070C
2685	OG0002685	snap_masked-chromosome_3-processed-gene-19.23-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.23&CDS=1-1272	YLR149C
2686	OG0002686	snap_masked-chromosome_3-processed-gene-19.44-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.44&CDS=1-1386	YPL091W
2687	OG0002687	snap_masked-chromosome_3-processed-gene-19.24-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.24&CDS=1-921	YBR176W
2688	OG0002688	snap_masked-chromosome_3-processed-gene-19.45-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.45&CDS=1-1206	YPL103C
2689	OG0002689	snap_masked-chromosome_3-processed-gene-19.46-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.46&CDS=1-849	YPL094C
2690	OG0002690	maker-chromosome_3-snap-gene-19.61-mRNA-1_1&gene=maker-chromosome_3-snap-gene-19.61&CDS=1-303	YPL098C
2691	OG0002691	snap_masked-chromosome_3-processed-gene-19.47-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.47&CDS=1-2040	YLR207W
2692	OG0002692	snap_masked-chromosome_3-processed-gene-19.49-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.49&CDS=1-1770	YDL174C
2693	OG0002693	snap_masked-chromosome_3-processed-gene-19.50-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.50&CDS=1-768	YLR192C
2694	OG0002694	maker-chromosome_3-augustus-gene-19.181-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-19.181&CDS=1-8205	YDL171C
2695	OG0002695	snap_masked-chromosome_3-processed-gene-19.29-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.29&CDS=1-1380	YLR195C
2696	OG0002696	snap_masked-chromosome_3-processed-gene-19.54-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.54&CDS=1-1923	YDL167C
2697	OG0002697	maker-chromosome_3-snap-gene-19.64-mRNA-1_1&gene=maker-chromosome_3-snap-gene-19.64&CDS=1-1137	YDL168W
2698	OG0002698	snap_masked-chromosome_3-processed-gene-19.58-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-19.58&CDS=1-1431	YOR056C
2699	OG0002699	snap_masked-chromosome_3-processed-gene-20.5-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.5&CDS=1-3132	YOL145C
2700	OG0002700	snap_masked-chromosome_3-processed-gene-20.2-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.2&CDS=1-1755	YOL144W
2701	OG0002701	snap_masked-chromosome_3-processed-gene-20.6-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.6&CDS=1-483	YOL143C
2702	OG0002702	snap_masked-chromosome_3-processed-gene-20.4-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.4&CDS=1-2301	YJR042W
2703	OG0002703	snap_masked-chromosome_3-processed-gene-20.32-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.32&CDS=1-480	YEL027W
2704	OG0002704	snap_masked-chromosome_3-processed-gene-20.7-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.7&CDS=1-378	YEL026W
2705	OG0002705	snap_masked-chromosome_3-processed-gene-20.8-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.8&CDS=1-2874	YOL021C
2706	OG0002706	snap_masked-chromosome_3-processed-gene-20.9-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.9&CDS=1-1797	YBR156C
2707	OG0002707	snap_masked-chromosome_3-processed-gene-20.10-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.10&CDS=1-2250	YFR009W
2708	OG0002708	augustus_masked-chromosome_3-processed-gene-20.136-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-20.136&CDS=1-3420	YKL197C
2709	OG0002709	snap_masked-chromosome_3-processed-gene-20.11-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.11&CDS=1-435	YJR058C
2710	OG0002710	snap_masked-chromosome_3-processed-gene-20.35-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.35&CDS=1-465	YEL034W
2711	OG0002711	snap_masked-chromosome_3-processed-gene-20.12-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.12&CDS=1-459	YJL011C
2712	OG0002712	snap_masked-chromosome_3-processed-gene-20.40-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.40&CDS=1-480	YBL093C
2713	OG0002713	snap_masked-chromosome_3-processed-gene-20.15-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.15&CDS=1-396	YBL092W
2714	OG0002714	snap_masked-chromosome_3-processed-gene-20.42-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.42&CDS=1-711	YJR056C
2715	OG0002715	augustus_masked-chromosome_3-processed-gene-20.125-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-20.125&CDS=1-1851	YGL145W
2716	OG0002716	snap_masked-chromosome_3-processed-gene-20.22-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.22&CDS=1-4371	YDL112W
2717	OG0002717	maker-chromosome_3-augustus-gene-20.153-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-20.153&CDS=1-1194	YDL111C
2718	OG0002718	snap_masked-chromosome_3-processed-gene-20.23-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.23&CDS=1-1215	YGL143C
2719	OG0002719	genemark-chromosome_3-processed-gene-20.79-mRNA-1_1&gene=genemark-chromosome_3-processed-gene-20.79&CDS=1-1278	YDL097C
2720	OG0002720	snap_masked-chromosome_3-processed-gene-20.46-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.46&CDS=1-2349	YDL116W
2721	OG0002721	snap_masked-chromosome_3-processed-gene-20.25-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.25&CDS=1-540	YHR081W
2722	OG0002722	snap_masked-chromosome_3-processed-gene-20.26-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.26&CDS=1-1365	YDR329C
2723	OG0002723	snap_masked-chromosome_3-processed-gene-20.49-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.49&CDS=1-1233	YLR094C
2724	OG0002724	maker-chromosome_3-augustus-gene-20.154-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-20.154&CDS=1-8886	YHR165C
2725	OG0002725	snap_masked-chromosome_3-processed-gene-20.31-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-20.31&CDS=1-273	YJR135W-A
2726	OG0002726	snap_masked-chromosome_3-processed-gene-21.175-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.175&CDS=1-645	YOR319W
2727	OG0002727	snap_masked-chromosome_3-processed-gene-21.177-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.177&CDS=1-801	YHR200W
2728	OG0002728	snap_masked-chromosome_3-processed-gene-21.178-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.178&CDS=1-4242	YJR137C
2729	OG0002729	snap_masked-chromosome_3-processed-gene-21.174-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.174&CDS=1-657	YMR197C
2730	OG0002730	snap_masked-chromosome_3-processed-gene-21.179-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.179&CDS=1-4398	YMR196W
2731	OG0002731	snap_masked-chromosome_3-processed-gene-21.218-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.218&CDS=1-2277	YPL153C
2732	OG0002732	snap_masked-chromosome_3-processed-gene-21.180-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.180&CDS=1-1998	YOR243C
2733	OG0002733	snap_masked-chromosome_3-processed-gene-21.181-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.181&CDS=1-1158	YOR242C
2734	OG0002734	snap_masked-chromosome_3-processed-gene-21.183-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.183&CDS=1-1500	YOR269W
2735	OG0002735	genemark-chromosome_3-processed-gene-21.24-mRNA-1_1&gene=genemark-chromosome_3-processed-gene-21.24&CDS=1-2976	YDR430C
2736	OG0002736	snap_masked-chromosome_3-processed-gene-21.222-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.222&CDS=1-912	YDL201W
2737	OG0002737	snap_masked-chromosome_3-processed-gene-21.223-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.223&CDS=1-735	YDL202W
2738	OG0002738	snap_masked-chromosome_3-processed-gene-21.190-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.190&CDS=1-1170	YDR414C
2739	OG0002739	snap_masked-chromosome_3-processed-gene-21.224-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.224&CDS=1-5268	YHR079C
2740	OG0002740	maker-chromosome_3-augustus-gene-21.1-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-21.1&CDS=1-2766	YJL059W
2741	OG0002741	augustus_masked-chromosome_3-processed-gene-21.136-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.136&CDS=1-792	YOL002C
2742	OG0002742	snap_masked-chromosome_3-processed-gene-21.194-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.194&CDS=1-813	YGL181W
2743	OG0002743	augustus_masked-chromosome_3-processed-gene-21.137-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.137&CDS=1-1482	YPL097W
2744	OG0002744	snap_masked-chromosome_3-processed-gene-21.195-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.195&CDS=1-801	YLL041C
2745	OG0002745	snap_masked-chromosome_3-processed-gene-21.196-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.196&CDS=1-2130	YDL164C
2746	OG0002746	augustus_masked-chromosome_3-processed-gene-21.139-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.139&CDS=1-375	YER009W
2747	OG0002747	augustus_masked-chromosome_3-processed-gene-21.112-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.112&CDS=1-1302	YER003C
2748	OG0002748	maker-chromosome_3-snap-gene-21.167-mRNA-1_1&gene=maker-chromosome_3-snap-gene-21.167&CDS=1-273	YNR037C
2749	OG0002749	snap_masked-chromosome_3-processed-gene-21.199-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.199&CDS=1-2163	YNR038W
2750	OG0002750	snap_masked-chromosome_3-processed-gene-21.229-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.229&CDS=1-390	YKL192C
2751	OG0002751	snap_masked-chromosome_3-processed-gene-21.200-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.200&CDS=1-528	YNR036C
2752	OG0002752	maker-chromosome_3-snap-gene-21.163-mRNA-1_1&gene=maker-chromosome_3-snap-gene-21.163&CDS=1-2349	YNL062C
2753	OG0002753	snap_masked-chromosome_3-processed-gene-21.230-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.230&CDS=1-876	YNL063W
2754	OG0002754	snap_masked-chromosome_3-processed-gene-21.233-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.233&CDS=1-3066	YGR170W
2755	OG0002755	snap_masked-chromosome_3-processed-gene-21.234-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.234&CDS=1-765	YGR253C
2756	OG0002756	snap_masked-chromosome_3-processed-gene-21.205-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.205&CDS=1-564	YDR328C
2757	OG0002757	snap_masked-chromosome_3-processed-gene-21.207-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.207&CDS=1-1302	YJL060W
2758	OG0002758	snap_masked-chromosome_3-processed-gene-21.208-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.208&CDS=1-1980	YDR440W
2759	OG0002759	snap_masked-chromosome_3-processed-gene-21.235-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.235&CDS=1-4353	YDR443C
2760	OG0002760	maker-chromosome_3-snap-gene-21.164-mRNA-1_1&gene=maker-chromosome_3-snap-gene-21.164&CDS=1-225	YML009C
2761	OG0002761	augustus_masked-chromosome_3-processed-gene-21.124-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.124&CDS=1-3264	YML012W
2762	OG0002762	snap_masked-chromosome_3-processed-gene-21.236-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.236&CDS=1-507	YML011C
2763	OG0002763	snap_masked-chromosome_3-processed-gene-21.212-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.212&CDS=1-549	YML022W
2764	OG0002764	snap_masked-chromosome_3-processed-gene-21.237-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.237&CDS=1-1500	YDR425W
2765	OG0002765	snap_masked-chromosome_3-processed-gene-21.213-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.213&CDS=1-294	YDR424C
2766	OG0002766	snap_masked-chromosome_3-processed-gene-21.214-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.214&CDS=1-1020	YML019W
2767	OG0002767	genemark-chromosome_3-processed-gene-21.79-mRNA-1_1&gene=genemark-chromosome_3-processed-gene-21.79&CDS=1-1020	YML018C
2768	OG0002768	maker-chromosome_3-snap-gene-21.169-mRNA-1_1&gene=maker-chromosome_3-snap-gene-21.169&CDS=1-456	YDR519W
2769	OG0002769	snap_masked-chromosome_3-processed-gene-21.241-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.241&CDS=1-2316	YDR520C
2770	OG0002770	snap_masked-chromosome_3-processed-gene-21.242-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.242&CDS=1-1263	YDR522C
2771	OG0002771	snap_masked-chromosome_3-processed-gene-21.244-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.244&CDS=1-1221	YHL004W
2772	OG0002772	augustus_masked-chromosome_3-processed-gene-21.153-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.153&CDS=1-780	YKL007W
2773	OG0002773	augustus_masked-chromosome_3-processed-gene-21.127-mRNA-1_1&gene=augustus_masked-chromosome_3-processed-gene-21.127&CDS=1-1302	YHL002W
2774	OG0002774	snap_masked-chromosome_3-processed-gene-21.245-mRNA-1_1&gene=snap_masked-chromosome_3-processed-gene-21.245&CDS=1-456	YBR122C
2775	OG0002775	maker-chromosome_3-augustus-gene-21.9-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-21.9&CDS=1-1827	YKL002W
2776	OG0002776	maker-chromosome_3-snap-gene-21.171-mRNA-1_1&gene=maker-chromosome_3-snap-gene-21.171&CDS=1-2553	YBR126C
2777	OG0002777	maker-chromosome_3-augustus-gene-21.11-mRNA-1_1&gene=maker-chromosome_3-augustus-gene-21.11&CDS=1-1512	YBR127C
2778	OG0002778	snap_masked-chromosome_4-processed-gene-0.1-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.1&CDS=1-2382	YJL212C
2779	OG0002779	snap_masked-chromosome_4-processed-gene-0.7-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.7&CDS=1-2268	YDR160W
2780	OG0002780	augustus_masked-chromosome_4-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-0.69&CDS=1-759	YJR050W
2781	OG0002781	snap_masked-chromosome_4-processed-gene-0.8-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.8&CDS=1-1650	YEL042W
2782	OG0002782	snap_masked-chromosome_4-processed-gene-0.10-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.10&CDS=1-3624	YMR304W
2783	OG0002783	snap_masked-chromosome_4-processed-gene-0.29-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.29&CDS=1-891	YGR277C
2784	OG0002784	snap_masked-chromosome_4-processed-gene-0.11-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.11&CDS=1-282	YDR016C
2785	OG0002785	maker-chromosome_4-snap-gene-0.42-mRNA-1_1&gene=maker-chromosome_4-snap-gene-0.42&CDS=1-1698	YDR017C
2786	OG0002786	maker-chromosome_4-snap-gene-0.43-mRNA-1_1&gene=maker-chromosome_4-snap-gene-0.43&CDS=1-1821	YDR031W
2787	OG0002787	augustus_masked-chromosome_4-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-0.73&CDS=1-570	YDR013W
2788	OG0002788	snap_masked-chromosome_4-processed-gene-0.34-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.34&CDS=1-2088	YKR024C
2789	OG0002789	augustus_masked-chromosome_4-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-0.57&CDS=1-645	YKR025W
2790	OG0002790	snap_masked-chromosome_4-processed-gene-0.35-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.35&CDS=1-912	YKR026C
2791	OG0002791	snap_masked-chromosome_4-processed-gene-0.14-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.14&CDS=1-2457	YJL102W
2792	OG0002792	snap_masked-chromosome_4-processed-gene-0.15-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.15&CDS=1-753	YNL312W
2793	OG0002793	snap_masked-chromosome_4-processed-gene-0.36-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.36&CDS=1-4644	YLR247C
2794	OG0002794	maker-chromosome_4-snap-gene-0.39-mRNA-1_1&gene=maker-chromosome_4-snap-gene-0.39&CDS=1-1470	YHR113W
2795	OG0002795	snap_masked-chromosome_4-processed-gene-0.20-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.20&CDS=1-3153	YNL014W
2796	OG0002796	snap_masked-chromosome_4-processed-gene-0.37-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-0.37&CDS=1-675	YLR250W
2797	OG0002797	augustus_masked-chromosome_4-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-1.119&CDS=1-1026	YDL139C
2798	OG0002798	snap_masked-chromosome_4-processed-gene-1.7-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.7&CDS=1-1038	YKR042W
2799	OG0002799	snap_masked-chromosome_4-processed-gene-1.36-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.36&CDS=1-882	YBR105C
2800	OG0002800	augustus_masked-chromosome_4-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-1.152&CDS=1-846	YPR060C
2801	OG0002801	augustus_masked-chromosome_4-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-1.153&CDS=1-882	YPR061C
2802	OG0002802	augustus_masked-chromosome_4-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-1.127&CDS=1-3189	YKL057C
2803	OG0002803	augustus_masked-chromosome_4-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-1.155&CDS=1-1680	YER014W
2804	OG0002804	augustus_masked-chromosome_4-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-1.156&CDS=1-1137	YBR204C
2805	OG0002805	snap_masked-chromosome_4-processed-gene-1.42-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.42&CDS=1-468	YFL017C
2806	OG0002806	augustus_masked-chromosome_4-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-1.158&CDS=1-2151	YER157W
2807	OG0002807	augustus_masked-chromosome_4-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-1.159&CDS=1-213	YDR079C-A
2808	OG0002808	snap_masked-chromosome_4-processed-gene-1.13-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.13&CDS=1-3216	YDR080W
2809	OG0002809	snap_masked-chromosome_4-processed-gene-1.14-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.14&CDS=1-1440	YGL012W
2810	OG0002810	maker-chromosome_4-snap-gene-1.117-mRNA-1_1&gene=maker-chromosome_4-snap-gene-1.117&CDS=1-744	YGL011C
2811	OG0002811	maker-chromosome_4-snap-gene-1.116-mRNA-1_1&gene=maker-chromosome_4-snap-gene-1.116&CDS=1-2856	YKL155C
2812	OG0002812	snap_masked-chromosome_4-processed-gene-1.17-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.17&CDS=1-1113	YNL042W
2813	OG0002813	snap_masked-chromosome_4-processed-gene-1.49-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.49&CDS=1-1527	YIL104C
2814	OG0002814	snap_masked-chromosome_4-processed-gene-1.18-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.18&CDS=1-1272	YIL103W
2815	OG0002815	augustus_masked-chromosome_4-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-chromosome_4-processed-gene-1.165&CDS=1-2412	YNL041C
2816	OG0002816	snap_masked-chromosome_4-processed-gene-1.19-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.19&CDS=1-1359	YBR287W
2817	OG0002817	snap_masked-chromosome_4-processed-gene-1.20-mRNA-1_1&gene=snap_masked-chromosome_4-processed-gene-1.20&CDS=1-891	YJL053W
