	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041678_Debaryomyces_prosopidis
2792	OG0002792	YNL064C	augustus_masked-flattened_line_15-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.78&CDS=1-1218
2793	OG0002793	YNL066W	augustus_masked-flattened_line_15-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.72&CDS=1-1224
2794	OG0002794	YNL070W	snap_masked-flattened_line_1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-0.63&CDS=1-183
2795	OG0002795	YNL071W	maker-flattened_line_1-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-0.1&CDS=1-2568
2796	OG0002796	YNL075W	augustus_masked-flattened_line_1-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.94&CDS=1-852
2797	OG0002797	YNL080C	augustus_masked-flattened_line_1-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.33&CDS=1-1083
2798	OG0002798	YNL081C	maker-flattened_line_1-augustus-gene-5.4-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-5.4&CDS=1-363
2799	OG0002799	YNL082W	augustus_masked-flattened_line_1-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.14&CDS=1-7698
2800	OG0002800	YNL083W	maker-flattened_line_1-augustus-gene-5.0-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-5.0&CDS=1-3258
2801	OG0002801	YNL084C	augustus_masked-flattened_line_1-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.35&CDS=1-1179
2802	OG0002802	YNL085W	augustus_masked-flattened_line_41-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.147&CDS=1-2493
2803	OG0002803	YNL086W	augustus_masked-flattened_line_9-processed-gene-3.269-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.269&CDS=1-492
2804	OG0002804	YNL088W	maker-flattened_line_43-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_43-augustus-gene-0.4&CDS=1-5112
2805	OG0002805	YNL090W	augustus_masked-flattened_line_31-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.72&CDS=1-561
2806	OG0002806	YNL091W	augustus_masked-flattened_line_31-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.73&CDS=1-3510
2807	OG0002807	YNL092W	augustus_masked-flattened_line_1-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.15&CDS=1-1233
2808	OG0002808	YNL094W	snap_masked-flattened_line_1-processed-gene-3.74-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-3.74&CDS=1-2121
2809	OG0002809	YNL097C	augustus_masked-flattened_line_29-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.28&CDS=1-1086
2810	OG0002810	YNL099C	augustus_masked-flattened_line_29-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.30&CDS=1-588
2811	OG0002811	YNL101W	genemark-flattened_line_29-processed-gene-2.41-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-2.41&CDS=1-1977
2812	OG0002812	YNL102W	augustus_masked-flattened_line_67-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.99&CDS=1-8520
2813	OG0002813	YNL103W	snap_masked-flattened_line_31-processed-gene-1.233-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.233&CDS=1-978
2814	OG0002814	YNL104C	augustus_masked-flattened_line_1-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-6.87&CDS=1-1782
2815	OG0002815	YNL107W	augustus_masked-flattened_line_1-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.115&CDS=1-666
2816	OG0002816	YNL111C	augustus_masked-flattened_line_7-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.146&CDS=1-510
2817	OG0002817	YNL112W	augustus_masked-flattened_line_1-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-6.102&CDS=1-4275
2818	OG0002818	YNL113W	augustus_masked-flattened_line_1-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-6.103&CDS=1-381
2819	OG0002819	YNL115C	augustus_masked-flattened_line_1-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.21&CDS=1-1707
2820	OG0002820	YNL118C	augustus_masked-flattened_line_1-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.42&CDS=1-2796
2821	OG0002821	YNL119W	genemark-flattened_line_15-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.39&CDS=1-1344
2822	OG0002822	YNL122C	snap_masked-flattened_line_15-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.113&CDS=1-267
2823	OG0002823	YNL123W	augustus_masked-flattened_line_15-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.90&CDS=1-2961
2824	OG0002824	YNL124W	augustus_masked-flattened_line_15-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.92&CDS=1-1989
2825	OG0002825	YNL126W	augustus_masked-flattened_line_25-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.40&CDS=1-2595
2826	OG0002826	YNL127W	augustus_masked-flattened_line_25-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.25&CDS=1-2697
2827	OG0002827	YNL129W	augustus_masked-flattened_line_15-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.6&CDS=1-750
2828	OG0002828	YNL131W	augustus_masked-flattened_line_25-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.24&CDS=1-456
2829	OG0002829	YNL132W	augustus_masked-flattened_line_15-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.9&CDS=1-3138
2830	OG0002830	YNL135C	augustus_masked-flattened_line_25-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.8&CDS=1-459
2831	OG0002831	YNL136W	augustus_masked-flattened_line_15-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.93&CDS=1-957
2832	OG0002832	YNL137C	augustus_masked-flattened_line_15-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.74&CDS=1-1401
2833	OG0002833	YNL138W	augustus_masked-flattened_line_15-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.77&CDS=1-1590
2834	OG0002834	YNL138W-A	snap_masked-flattened_line_29-processed-gene-2.81-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-2.81&CDS=1-255
2835	OG0002835	YNL139C	augustus_masked-flattened_line_31-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.91&CDS=1-4815
2836	OG0002836	YNL142W	augustus_masked-flattened_line_13-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-2.79&CDS=1-1548
2837	OG0002837	YNL147W	maker-flattened_line_3-augustus-gene-5.60-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-5.60&CDS=1-363
2838	OG0002838	YNL148C	augustus_masked-flattened_line_3-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.16&CDS=1-747
2839	OG0002839	YNL149C	augustus_masked-flattened_line_3-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.17&CDS=1-375
2840	OG0002840	YNL151C	augustus_masked-flattened_line_3-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.39&CDS=1-678
2841	OG0002841	YNL152W	augustus_masked-flattened_line_3-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-5.19&CDS=1-1605
2842	OG0002842	YNL153C	genemark-flattened_line_13-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.0&CDS=1-522
2843	OG0002843	YNL155W	augustus_masked-flattened_line_1-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.61&CDS=1-846
2844	OG0002844	YNL161W	augustus_masked-flattened_line_21-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.110&CDS=1-2244
2845	OG0002845	YNL163C	maker-flattened_line_37-augustus-gene-0.129-mRNA-1_1&gene=maker-flattened_line_37-augustus-gene-0.129&CDS=1-4578
2846	OG0002846	YNL167C	maker-flattened_line_19-augustus-gene-0.106-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-0.106&CDS=1-2130
2847	OG0002847	YNL168C	augustus_masked-flattened_line_13-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.114&CDS=1-702
2848	OG0002848	YNL169C	augustus_masked-flattened_line_19-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.87&CDS=1-1782
2849	OG0002849	YNL175C	augustus_masked-flattened_line_5-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.9&CDS=1-1176
2850	OG0002850	YNL177C	maker-flattened_line_5-snap-gene-3.50-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-3.50&CDS=1-1101
2851	OG0002851	YNL178W	augustus_masked-flattened_line_9-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.4&CDS=1-717
2852	OG0002852	YNL181W	augustus_masked-flattened_line_5-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.128&CDS=1-1392
2853	OG0002853	YNL182C	augustus_masked-flattened_line_5-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.111&CDS=1-1533
2854	OG0002854	YNL183C	augustus_masked-flattened_line_5-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.127&CDS=1-2502
2855	OG0002855	YNL185C	augustus_masked-flattened_line_5-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.110&CDS=1-429
2856	OG0002856	YNL186W	augustus_masked-flattened_line_5-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-3.131&CDS=1-2094
2857	OG0002857	YNL189W	augustus_masked-flattened_line_59-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.153&CDS=1-1635
2858	OG0002858	YNL191W	augustus_masked-flattened_line_53-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.176&CDS=1-1035
2859	OG0002859	YNL192W	augustus_masked-flattened_line_13-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.123&CDS=1-2958
2860	OG0002860	YNL193W	augustus_masked-flattened_line_67-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.109&CDS=1-1644
2861	OG0002861	YNL200C	augustus_masked-flattened_line_23-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.20&CDS=1-735
2862	OG0002862	YNL201C	augustus_masked-flattened_line_23-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.17&CDS=1-2685
2863	OG0002863	YNL202W	augustus_masked-flattened_line_9-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.14&CDS=1-867
2864	OG0002864	YNL206C	augustus_masked-flattened_line_1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.19&CDS=1-1446
2865	OG0002865	YNL207W	augustus_masked-flattened_line_1-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-5.41&CDS=1-1272
2866	OG0002866	YNL212W	snap_masked-flattened_line_31-processed-gene-1.284-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.284&CDS=1-2589
2867	OG0002867	YNL213C	augustus_masked-flattened_line_31-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-1.56&CDS=1-672
2868	OG0002868	YNL216W	augustus_masked-flattened_line_35-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.48&CDS=1-1821
2869	OG0002869	YNL217W	augustus_masked-flattened_line_35-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.47&CDS=1-1233
2870	OG0002870	YNL218W	maker-flattened_line_17-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-0.0&CDS=1-3435
2871	OG0002871	YNL219C	augustus_masked-flattened_line_65-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.118&CDS=1-1752
2872	OG0002872	YNL220W	augustus_masked-flattened_line_65-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.119&CDS=1-1287
2873	OG0002873	YNL221C	augustus_masked-flattened_line_1-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.17&CDS=1-4419
2874	OG0002874	YNL224C	augustus_masked-flattened_line_1-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-2.37&CDS=1-2385
2875	OG0002875	YNL227C	snap_masked-flattened_line_1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.69&CDS=1-1809
2876	OG0002876	YNL229C	augustus_masked-flattened_line_29-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.26&CDS=1-924
2877	OG0002877	YNL230C	augustus_masked-flattened_line_1-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.60&CDS=1-1230
2878	OG0002878	YNL231C	augustus_masked-flattened_line_1-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.81&CDS=1-1044
2879	OG0002879	YNL232W	augustus_masked-flattened_line_1-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.59&CDS=1-894
2880	OG0002880	YNL233W	augustus_masked-flattened_line_1-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-4.57&CDS=1-3558
2881	OG0002881	YNL236W	augustus_masked-flattened_line_35-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-1.83&CDS=1-3120
2882	OG0002882	YNL237W	augustus_masked-flattened_line_65-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.128&CDS=1-1407
2883	OG0002883	YNL238W	augustus_masked-flattened_line_65-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.108&CDS=1-2766
2884	OG0002884	YNL240C	augustus_masked-flattened_line_65-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.127&CDS=1-1635
2885	OG0002885	YNL241C	augustus_masked-flattened_line_65-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.109&CDS=1-1506
2886	OG0002886	YNL242W	genemark-flattened_line_35-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.84&CDS=1-7341
2887	OG0002887	YNL243W	maker-flattened_line_75-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_75-augustus-gene-0.1&CDS=1-3717
2888	OG0002888	YNL244C	augustus_masked-flattened_line_27-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.110&CDS=1-1122
2889	OG0002889	YNL246W	augustus_masked-flattened_line_3-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.20&CDS=1-846
2890	OG0002890	YNL247W	augustus_masked-flattened_line_3-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.53&CDS=1-2295
2891	OG0002891	YNL248C	augustus_masked-flattened_line_3-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.19&CDS=1-1245
2892	OG0002892	YNL249C	snap_masked-flattened_line_11-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.71&CDS=1-1707
2893	OG0002893	YNL250W	augustus_masked-flattened_line_11-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.26&CDS=1-3927
2894	OG0002894	YNL251C	snap_masked-flattened_line_3-processed-gene-3.119-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.119&CDS=1-1992
2895	OG0002895	YNL252C	augustus_masked-flattened_line_3-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-3.45&CDS=1-819
2896	OG0002896	YNL254C	snap_masked-flattened_line_3-processed-gene-3.120-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.120&CDS=1-1365
2897	OG0002897	YNL256W	snap_masked-flattened_line_3-processed-gene-3.121-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.121&CDS=1-2901
2898	OG0002898	YNL258C	snap_masked-flattened_line_27-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.30&CDS=1-2214
2899	OG0002899	YNL259C	augustus_masked-flattened_line_27-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.107&CDS=1-213
2900	OG0002900	YNL260C	augustus_masked-flattened_line_27-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.106&CDS=1-516
2901	OG0002901	YNL261W	snap_masked-flattened_line_27-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.14&CDS=1-1479
2902	OG0002902	YNL262W	maker-flattened_line_27-snap-gene-1.87-mRNA-1_1&gene=maker-flattened_line_27-snap-gene-1.87&CDS=1-7644
2903	OG0002903	YNL265C	maker-flattened_line_61-snap-gene-0.55-mRNA-1_1&gene=maker-flattened_line_61-snap-gene-0.55&CDS=1-759
2904	OG0002904	YNL267W	maker-flattened_line_3-augustus-gene-3.2-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-3.2&CDS=1-4476
2905	OG0002905	YNL271C	augustus_masked-flattened_line_3-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.72&CDS=1-5274
2906	OG0002906	YNL272C	augustus_masked-flattened_line_3-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.73&CDS=1-1923
2907	OG0002907	YNL273W	augustus_masked-flattened_line_3-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.134&CDS=1-3876
2908	OG0002908	YNL274C	snap_masked-flattened_line_31-processed-gene-1.244-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.244&CDS=1-1104
2909	OG0002909	YNL275W	snap_masked-flattened_line_27-processed-gene-2.11-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-2.11&CDS=1-1707
2910	OG0002910	YNL277W	snap_masked-flattened_line_27-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-2.43&CDS=1-1452
2911	OG0002911	YNL279W	genemark-flattened_line_3-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.37&CDS=1-1938
2912	OG0002912	YNL280C	augustus_masked-flattened_line_35-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.36&CDS=1-4653
2913	OG0002913	YNL281W	augustus_masked-flattened_line_21-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-0.118&CDS=1-924
2914	OG0002914	YNL282W	augustus_masked-flattened_line_1-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.109&CDS=1-849
2915	OG0002915	YNL284C	augustus_masked-flattened_line_31-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.88&CDS=1-837
2916	OG0002916	YNL286W	augustus_masked-flattened_line_85-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.62&CDS=1-1152
2917	OG0002917	YNL287W	augustus_masked-flattened_line_33-processed-gene-1.255-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-1.255&CDS=1-2820
2918	OG0002918	YNL288W	augustus_masked-flattened_line_85-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.58&CDS=1-936
2919	OG0002919	YNL289W	augustus_masked-flattened_line_3-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.119&CDS=1-849
2920	OG0002920	YNL290W	maker-flattened_line_27-augustus-gene-1.134-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-1.134&CDS=1-2547
2921	OG0002921	YNL292W	maker-flattened_line_3-snap-gene-3.10-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-3.10&CDS=1-1977
2922	OG0002922	YNL293W	maker-flattened_line_3-augustus-gene-3.6-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-3.6&CDS=1-1899
2923	OG0002923	YNL294C	snap_masked-flattened_line_3-processed-gene-3.127-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.127&CDS=1-1662
2924	OG0002924	YNL297C	augustus_masked-flattened_line_3-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.49&CDS=1-4806
2925	OG0002925	YNL305C	augustus_masked-flattened_line_91-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.7&CDS=1-762
2926	OG0002926	YNL307C	augustus_masked-flattened_line_55-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.214&CDS=1-1131
2927	OG0002927	YNL308C	maker-flattened_line_21-augustus-gene-2.5-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-2.5&CDS=1-4110
2928	OG0002928	YNL310C	augustus_masked-flattened_line_21-processed-gene-2.219-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.219&CDS=1-543
2929	OG0002929	YNL312W	augustus_masked-flattened_line_15-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.65&CDS=1-780
2930	OG0002930	YNL313C	augustus_masked-flattened_line_5-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-0.128&CDS=1-5880
2931	OG0002931	YNL315C	augustus_masked-flattened_line_21-processed-gene-2.220-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.220&CDS=1-906
2932	OG0002932	YNL316C	maker-flattened_line_51-augustus-gene-0.162-mRNA-1_1&gene=maker-flattened_line_51-augustus-gene-0.162&CDS=1-1458
2933	OG0002933	YNL317W	augustus_masked-flattened_line_39-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-1.185&CDS=1-1515
2934	OG0002934	YNL320W	genemark-flattened_line_1-processed-gene-7.160-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.160&CDS=1-867
2935	OG0002935	YNL321W	augustus_masked-flattened_line_1-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.116&CDS=1-3231
2936	OG0002936	YNL323W	augustus_masked-flattened_line_71-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.18&CDS=1-1314
2937	OG0002937	YNL325C	augustus_masked-flattened_line_57-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.17&CDS=1-3165
2938	OG0002938	YNL326C	augustus_masked-flattened_line_5-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.36&CDS=1-1191
2939	OG0002939	YNL328C	augustus_masked-flattened_line_19-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.94&CDS=1-588
2940	OG0002940	YNL329C	augustus_masked-flattened_line_19-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.126&CDS=1-3588
2941	OG0002941	YNL330C	augustus_masked-flattened_line_5-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-4.35&CDS=1-1494
2942	OG0002942	YNR001C	maker-flattened_line_15-augustus-gene-1.52-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.52&CDS=1-1389
2943	OG0002943	YNR003C	augustus_masked-flattened_line_1-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.44&CDS=1-969
2944	OG0002944	YNR006W	augustus_masked-flattened_line_19-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.100&CDS=1-2196
2945	OG0002945	YNR007C	augustus_masked-flattened_line_19-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.105&CDS=1-996
2946	OG0002946	YNR008W	augustus_masked-flattened_line_19-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.106&CDS=1-1998
2947	OG0002947	YNR011C	augustus_masked-flattened_line_7-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.113&CDS=1-2703
2948	OG0002948	YNR012W	augustus_masked-flattened_line_7-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-1.137&CDS=1-1518
2949	OG0002949	YNR013C	augustus_masked-flattened_line_13-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-0.8&CDS=1-2490
2950	OG0002950	YNR015W	snap_masked-flattened_line_25-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.88&CDS=1-1122
2951	OG0002951	YNR016C	augustus_masked-flattened_line_25-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.35&CDS=1-6669
2952	OG0002952	YNR017W	augustus_masked-flattened_line_25-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.13&CDS=1-627
2953	OG0002953	YNR018W	augustus_masked-flattened_line_17-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.65&CDS=1-618
2954	OG0002954	YNR021W	genemark-flattened_line_15-processed-gene-3.228-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.228&CDS=1-1023
2955	OG0002955	YNR022C	augustus_masked-flattened_line_15-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.39&CDS=1-741
2956	OG0002956	YNR023W	augustus_masked-flattened_line_15-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.66&CDS=1-1449
