	OrthologID	Saccharomyces_cerevisiae	Spathaspora_arborariae
2468	OG0002468	YML009C	augustus_masked-KI547140.1-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-3.55&CDS=1-207
2469	OG0002469	YML010W	genemark-KI547140.1-processed-gene-5.19-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.19&CDS=1-2739
2470	OG0002470	YML012W	genemark-KI547140.1-processed-gene-3.35-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-3.35&CDS=1-582
2471	OG0002471	YML014W	genemark-KI547142.1-processed-gene-4.184-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.184&CDS=1-795
2472	OG0002472	YML015C	genemark-KI547139.1-processed-gene-0.21-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-0.21&CDS=1-774
2473	OG0002473	YML017W	snap_masked-KI547141.1-processed-gene-2.99-mRNA-1_1&gene=snap_masked-KI547141.1-processed-gene-2.99&CDS=1-2172
2474	OG0002474	YML018C	genemark-KI547140.1-processed-gene-3.3-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-3.3&CDS=1-1215
2475	OG0002475	YML019W	genemark-KI547140.1-processed-gene-3.4-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-3.4&CDS=1-1020
2476	OG0002476	YML020W	genemark-KI547140.1-processed-gene-3.32-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-3.32&CDS=1-2121
2477	OG0002477	YML021C	genemark-KI547140.1-processed-gene-3.5-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-3.5&CDS=1-990
2478	OG0002478	YML022W	genemark-KI547140.1-processed-gene-5.17-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.17&CDS=1-555
2479	OG0002479	YML025C	genemark-KI547159.1-processed-gene-0.47-mRNA-1_1&gene=genemark-KI547159.1-processed-gene-0.47&CDS=1-768
2480	OG0002480	YML030W	genemark-KI547146.1-processed-gene-3.27-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-3.27&CDS=1-519
2481	OG0002481	YML031W	genemark-KI547138.1-processed-gene-1.51-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.51&CDS=1-1791
2482	OG0002482	YML035C	genemark-KI547140.1-processed-gene-5.81-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.81&CDS=1-2298
2483	OG0002483	YML036W	augustus_masked-KI547143.1-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-KI547143.1-processed-gene-2.13&CDS=1-534
2484	OG0002484	YML038C	genemark-KI547151.1-processed-gene-0.85-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.85&CDS=1-1236
2485	OG0002485	YML042W	genemark-KI547145.1-processed-gene-1.94-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-1.94&CDS=1-1920
2486	OG0002486	YML043C	genemark-KI547148.1-processed-gene-1.42-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-1.42&CDS=1-2070
2487	OG0002487	YML048W	augustus_masked-KI547134.1-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-12.41&CDS=1-1497
2488	OG0002488	YML049C	genemark-KI547147.1-processed-gene-1.65-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-1.65&CDS=1-3339
2489	OG0002489	YML050W	genemark-KI547142.1-processed-gene-4.105-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-4.105&CDS=1-834
2490	OG0002490	YML052W	genemark-KI547138.1-processed-gene-3.133-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-3.133&CDS=1-804
2491	OG0002491	YML054C	genemark-KI547135.1-processed-gene-2.5-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-2.5&CDS=1-1683
2492	OG0002492	YML055W	genemark-KI547145.1-processed-gene-3.79-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-3.79&CDS=1-516
2493	OG0002493	YML057W	genemark-KI547134.1-processed-gene-11.56-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.56&CDS=1-1629
2494	OG0002494	YML059C	augustus_masked-KI547148.1-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-KI547148.1-processed-gene-0.96&CDS=1-3975
2495	OG0002495	YML060W	genemark-KI547151.1-processed-gene-0.49-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-0.49&CDS=1-1002
2496	OG0002496	YML061C	genemark-KI547148.1-processed-gene-0.44-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-0.44&CDS=1-2469
2497	OG0002497	YML064C	maker-KI547134.1-augustus-gene-11.137-mRNA-1_1&gene=maker-KI547134.1-augustus-gene-11.137&CDS=1-2691
2498	OG0002498	YML067C	genemark-KI547141.1-processed-gene-4.64-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-4.64&CDS=1-1047
2499	OG0002499	YML069W	genemark-KI547136.1-processed-gene-7.144-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.144&CDS=1-1626
2500	OG0002500	YML071C	augustus_masked-KI547145.1-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-KI547145.1-processed-gene-3.48&CDS=1-1293
2501	OG0002501	YML072C	maker-KI547134.1-augustus-gene-10.5-mRNA-1_1&gene=maker-KI547134.1-augustus-gene-10.5&CDS=1-4257
2502	OG0002502	YML073C	maker-KI547134.1-augustus-gene-10.4-mRNA-1_1&gene=maker-KI547134.1-augustus-gene-10.4&CDS=1-531
2503	OG0002503	YML075C	snap_masked-KI547134.1-processed-gene-10.125-mRNA-1_1&gene=snap_masked-KI547134.1-processed-gene-10.125&CDS=1-3117
2504	OG0002504	YML076C	genemark-KI547134.1-processed-gene-10.30-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-10.30&CDS=1-2958
2505	OG0002505	YML077W	genemark-KI547141.1-processed-gene-3.77-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-3.77&CDS=1-480
2506	OG0002506	YML080W	genemark-KI547153.1-processed-gene-0.243-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.243&CDS=1-1314
2507	OG0002507	YML081C-A	maker-KI547156.1-augustus-gene-0.255-mRNA-1_1&gene=maker-KI547156.1-augustus-gene-0.255&CDS=1-1164
2508	OG0002508	YML085C	maker-KI547142.1-augustus-gene-3.1-mRNA-1_1&gene=maker-KI547142.1-augustus-gene-3.1&CDS=1-1344
2509	OG0002509	YML086C	augustus_masked-KI547142.1-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-KI547142.1-processed-gene-3.13&CDS=1-1659
2510	OG0002510	YML088W	genemark-KI547134.1-processed-gene-4.23-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-4.23&CDS=1-1989
2511	OG0002511	YML091C	genemark-KI547134.1-processed-gene-4.24-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-4.24&CDS=1-3894
2512	OG0002512	YML092C	genemark-KI547142.1-processed-gene-3.50-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-3.50&CDS=1-750
2513	OG0002513	YML093W	genemark-KI547142.1-processed-gene-3.51-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-3.51&CDS=1-2535
2514	OG0002514	YML094W	augustus_masked-KI547139.1-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-6.60&CDS=1-462
2515	OG0002515	YML095C	genemark-KI547139.1-processed-gene-6.41-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-6.41&CDS=1-1002
2516	OG0002516	YML096W	genemark-KI547153.1-processed-gene-0.191-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.191&CDS=1-1890
2517	OG0002517	YML097C	genemark-KI547138.1-processed-gene-5.130-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-5.130&CDS=1-2337
2518	OG0002518	YML099C	genemark-KI547135.1-processed-gene-7.93-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.93&CDS=1-2838
2519	OG0002519	YML102W	genemark-KI547157.1-processed-gene-0.117-mRNA-1_1&gene=genemark-KI547157.1-processed-gene-0.117&CDS=1-1293
2520	OG0002520	YML103C	genemark-KI547135.1-processed-gene-9.68-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-9.68&CDS=1-4845
2521	OG0002521	YML104C	augustus_masked-KI547137.1-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-2.44&CDS=1-3573
2522	OG0002522	YML105C	genemark-KI547137.1-processed-gene-1.86-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-1.86&CDS=1-825
2523	OG0002523	YML108W	genemark-KI547148.1-processed-gene-2.72-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-2.72&CDS=1-348
2524	OG0002524	YML110C	genemark-KI547136.1-processed-gene-3.54-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-3.54&CDS=1-852
2525	OG0002525	YML112W	genemark-KI547150.1-processed-gene-0.62-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-0.62&CDS=1-888
2526	OG0002526	YML114C	genemark-KI547150.1-processed-gene-0.48-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-0.48&CDS=1-1455
2527	OG0002527	YML115C	augustus_masked-KI547140.1-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-KI547140.1-processed-gene-1.100&CDS=1-1443
2528	OG0002528	YML121W	genemark-KI547153.1-processed-gene-0.262-mRNA-1_1&gene=genemark-KI547153.1-processed-gene-0.262&CDS=1-951
2529	OG0002529	YML123C	genemark-KI547134.1-processed-gene-3.53-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-3.53&CDS=1-1650
2530	OG0002530	YML125C	genemark-KI547142.1-processed-gene-3.55-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-3.55&CDS=1-888
2531	OG0002531	YML126C	genemark-KI547142.1-processed-gene-3.52-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-3.52&CDS=1-1341
2532	OG0002532	YML127W	genemark-KI547139.1-processed-gene-6.12-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-6.12&CDS=1-2196
2533	OG0002533	YML130C	genemark-KI547135.1-processed-gene-7.116-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-7.116&CDS=1-1716
2534	OG0002534	YMR001C	genemark-KI547134.1-processed-gene-11.86-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.86&CDS=1-1953
2535	OG0002535	YMR002W	genemark-KI547138.1-processed-gene-1.69-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.69&CDS=1-438
2536	OG0002536	YMR004W	genemark-KI547154.1-processed-gene-0.244-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.244&CDS=1-1926
2537	OG0002537	YMR005W	genemark-KI547155.1-processed-gene-0.187-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.187&CDS=1-1122
2538	OG0002538	YMR009W	genemark-KI547134.1-processed-gene-0.95-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-0.95&CDS=1-531
2539	OG0002539	YMR010W	genemark-KI547134.1-processed-gene-5.68-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-5.68&CDS=1-987
2540	OG0002540	YMR012W	genemark-KI547134.1-processed-gene-4.43-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-4.43&CDS=1-3897
2541	OG0002541	YMR013C	genemark-KI547141.1-processed-gene-2.73-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-2.73&CDS=1-1683
2542	OG0002542	YMR014W	genemark-KI547137.1-processed-gene-0.90-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-0.90&CDS=1-1383
2543	OG0002543	YMR015C	genemark-KI547149.1-processed-gene-2.152-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-2.152&CDS=1-1575
2544	OG0002544	YMR019W	genemark-KI547146.1-processed-gene-3.10-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-3.10&CDS=1-2805
2545	OG0002545	YMR022W	genemark-KI547142.1-processed-gene-2.70-mRNA-1_1&gene=genemark-KI547142.1-processed-gene-2.70&CDS=1-501
2546	OG0002546	YMR023C	augustus_masked-KI547156.1-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-KI547156.1-processed-gene-0.73&CDS=1-1488
2547	OG0002547	YMR024W	genemark-KI547134.1-processed-gene-2.76-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-2.76&CDS=1-1089
2548	OG0002548	YMR026C	genemark-KI547141.1-processed-gene-5.149-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-5.149&CDS=1-1359
2549	OG0002549	YMR027W	genemark-KI547145.1-processed-gene-1.85-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-1.85&CDS=1-1329
2550	OG0002550	YMR028W	genemark-KI547145.1-processed-gene-1.84-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-1.84&CDS=1-1029
2551	OG0002551	YMR033W	genemark-KI547147.1-processed-gene-0.83-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-0.83&CDS=1-1395
2552	OG0002552	YMR035W	genemark-KI547157.1-processed-gene-0.99-mRNA-1_1&gene=genemark-KI547157.1-processed-gene-0.99&CDS=1-369
2553	OG0002553	YMR036C	genemark-KI547147.1-processed-gene-1.54-mRNA-1_1&gene=genemark-KI547147.1-processed-gene-1.54&CDS=1-1734
2554	OG0002554	YMR038C	genemark-KI547134.1-processed-gene-3.48-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-3.48&CDS=1-747
2555	OG0002555	YMR039C	genemark-KI547145.1-processed-gene-3.98-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-3.98&CDS=1-435
2556	OG0002556	YMR041C	genemark-KI547145.1-processed-gene-3.97-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-3.97&CDS=1-1053
2557	OG0002557	YMR043W	genemark-KI547159.1-processed-gene-0.59-mRNA-1_1&gene=genemark-KI547159.1-processed-gene-0.59&CDS=1-780
2558	OG0002558	YMR044W	augustus_masked-KI547159.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-KI547159.1-processed-gene-0.26&CDS=1-2112
2559	OG0002559	YMR048W	genemark-KI547136.1-processed-gene-0.62-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-0.62&CDS=1-801
2560	OG0002560	YMR049C	genemark-KI547134.1-processed-gene-6.110-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.110&CDS=1-2418
2561	OG0002561	YMR055C	augustus_masked-KI547136.1-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-KI547136.1-processed-gene-7.75&CDS=1-921
2562	OG0002562	YMR058W	maker-KI547138.1-snap-gene-0.75-mRNA-1_1&gene=maker-KI547138.1-snap-gene-0.75&CDS=1-3669
2563	OG0002563	YMR059W	augustus_masked-KI547134.1-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-6.19&CDS=1-327
2564	OG0002564	YMR060C	snap_masked-KI547136.1-processed-gene-5.9-mRNA-1_1&gene=snap_masked-KI547136.1-processed-gene-5.9&CDS=1-1074
2565	OG0002565	YMR061W	genemark-KI547136.1-processed-gene-5.70-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-5.70&CDS=1-2127
2566	OG0002566	YMR062C	genemark-KI547154.1-processed-gene-0.239-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.239&CDS=1-1314
2567	OG0002567	YMR063W	genemark-KI547138.1-processed-gene-1.84-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.84&CDS=1-810
2568	OG0002568	YMR065W	genemark-KI547138.1-processed-gene-1.83-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-1.83&CDS=1-1383
2569	OG0002569	YMR071C	augustus_masked-KI547135.1-processed-gene-10.119-mRNA-1_1&gene=augustus_masked-KI547135.1-processed-gene-10.119&CDS=1-3132
2570	OG0002570	YMR074C	genemark-KI547148.1-processed-gene-1.38-mRNA-1_1&gene=genemark-KI547148.1-processed-gene-1.38&CDS=1-417
2571	OG0002571	YMR075W	genemark-KI547154.1-processed-gene-0.191-mRNA-1_1&gene=genemark-KI547154.1-processed-gene-0.191&CDS=1-2019
2572	OG0002572	YMR076C	genemark-KI547155.1-processed-gene-0.252-mRNA-1_1&gene=genemark-KI547155.1-processed-gene-0.252&CDS=1-3672
2573	OG0002573	YMR078C	genemark-KI547137.1-processed-gene-0.107-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-0.107&CDS=1-2517
2574	OG0002574	YMR079W	genemark-KI547143.1-processed-gene-1.43-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-1.43&CDS=1-903
2575	OG0002575	YMR080C	genemark-KI547143.1-processed-gene-1.44-mRNA-1_1&gene=genemark-KI547143.1-processed-gene-1.44&CDS=1-2985
2576	OG0002576	YMR087W	genemark-KI547134.1-processed-gene-6.133-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.133&CDS=1-852
2577	OG0002577	YMR088C	genemark-KI547139.1-processed-gene-2.96-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-2.96&CDS=1-1797
2578	OG0002578	YMR091C	genemark-KI547156.1-processed-gene-0.196-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.196&CDS=1-1302
2579	OG0002579	YMR092C	genemark-KI547137.1-processed-gene-4.60-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.60&CDS=1-1836
2580	OG0002580	YMR093W	genemark-KI547150.1-processed-gene-2.27-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-2.27&CDS=1-1512
2581	OG0002581	YMR097C	augustus_masked-KI547137.1-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-KI547137.1-processed-gene-4.143&CDS=1-1104
2582	OG0002582	YMR098C	genemark-KI547137.1-processed-gene-4.57-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.57&CDS=1-1755
2583	OG0002583	YMR099C	augustus_masked-KI547143.1-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-KI547143.1-processed-gene-3.47&CDS=1-906
2584	OG0002584	YMR105C	genemark-KI547137.1-processed-gene-3.92-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-3.92&CDS=1-1680
2585	OG0002585	YMR106C	genemark-KI547137.1-processed-gene-4.59-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.59&CDS=1-1938
2586	OG0002586	YMR108W	augustus_masked-KI547141.1-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-KI547141.1-processed-gene-2.15&CDS=1-6612
2587	OG0002587	YMR109W	genemark-KI547144.1-processed-gene-4.3-mRNA-1_1&gene=genemark-KI547144.1-processed-gene-4.3&CDS=1-3870
2588	OG0002588	YMR110C	genemark-KI547134.1-processed-gene-12.165-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-12.165&CDS=1-1743
2589	OG0002589	YMR112C	genemark-KI547161.1-processed-gene-0.5-mRNA-1_1&gene=genemark-KI547161.1-processed-gene-0.5&CDS=1-558
2590	OG0002590	YMR113W	snap_masked-KI547161.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-KI547161.1-processed-gene-0.30&CDS=1-1254
2591	OG0002591	YMR115W	genemark-KI547137.1-processed-gene-5.37-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-5.37&CDS=1-1545
2592	OG0002592	YMR116C	genemark-KI547161.1-processed-gene-0.4-mRNA-1_1&gene=genemark-KI547161.1-processed-gene-0.4&CDS=1-951
2593	OG0002593	YMR120C	genemark-KI547137.1-processed-gene-6.68-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-6.68&CDS=1-1767
2594	OG0002594	YMR123W	genemark-KI547137.1-processed-gene-4.64-mRNA-1_1&gene=genemark-KI547137.1-processed-gene-4.64&CDS=1-330
2595	OG0002595	YMR125W	genemark-KI547135.1-processed-gene-11.60-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-11.60&CDS=1-2772
2596	OG0002596	YMR126C	genemark-KI547134.1-processed-gene-6.145-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-6.145&CDS=1-1536
2597	OG0002597	YMR127C	augustus_masked-KI547156.1-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-KI547156.1-processed-gene-0.58&CDS=1-972
2598	OG0002598	YMR128W	genemark-KI547156.1-processed-gene-0.186-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.186&CDS=1-3591
2599	OG0002599	YMR129W	genemark-KI547156.1-processed-gene-0.188-mRNA-1_1&gene=genemark-KI547156.1-processed-gene-0.188&CDS=1-3663
2600	OG0002600	YMR130W	augustus_masked-KI547156.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-KI547156.1-processed-gene-0.23&CDS=1-816
2601	OG0002601	YMR131C	genemark-KI547135.1-processed-gene-1.66-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-1.66&CDS=1-1485
2602	OG0002602	YMR132C	genemark-KI547138.1-processed-gene-5.134-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-5.134&CDS=1-699
2603	OG0002603	YMR134W	genemark-KI547139.1-processed-gene-0.25-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-0.25&CDS=1-663
2604	OG0002604	YMR135C	genemark-KI547139.1-processed-gene-0.43-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-0.43&CDS=1-1155
2605	OG0002605	YMR137C	augustus_masked-KI547134.1-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-8.39&CDS=1-1995
2606	OG0002606	YMR138W	genemark-KI547134.1-processed-gene-9.100-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.100&CDS=1-555
2607	OG0002607	YMR139W	genemark-KI547136.1-processed-gene-2.136-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-2.136&CDS=1-1239
2608	OG0002608	YMR140W	genemark-KI547139.1-processed-gene-6.18-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-6.18&CDS=1-1380
2609	OG0002609	YMR145C	genemark-KI547141.1-processed-gene-4.57-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-4.57&CDS=1-1665
2610	OG0002610	YMR146C	genemark-KI547134.1-processed-gene-9.124-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-9.124&CDS=1-1041
2611	OG0002611	YMR149W	genemark-KI547134.1-processed-gene-7.113-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-7.113&CDS=1-816
2612	OG0002612	YMR152W	genemark-KI547136.1-processed-gene-3.65-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-3.65&CDS=1-1074
2613	OG0002613	YMR154C	genemark-KI547146.1-processed-gene-1.97-mRNA-1_1&gene=genemark-KI547146.1-processed-gene-1.97&CDS=1-2187
2614	OG0002614	YMR156C	genemark-KI547136.1-processed-gene-7.112-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.112&CDS=1-750
2615	OG0002615	YMR158W	genemark-KI547136.1-processed-gene-7.113-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-7.113&CDS=1-465
2616	OG0002616	YMR161W	genemark-KI547149.1-processed-gene-0.85-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-0.85&CDS=1-981
2617	OG0002617	YMR162C	augustus_masked-KI547139.1-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-KI547139.1-processed-gene-3.85&CDS=1-5097
2618	OG0002618	YMR165C	genemark-KI547140.1-processed-gene-5.22-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-5.22&CDS=1-2271
2619	OG0002619	YMR166C	genemark-KI547145.1-processed-gene-2.77-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-2.77&CDS=1-1083
2620	OG0002620	YMR167W	maker-KI547145.1-augustus-gene-2.2-mRNA-1_1&gene=maker-KI547145.1-augustus-gene-2.2&CDS=1-4611
2621	OG0002621	YMR171C	genemark-KI547139.1-processed-gene-4.97-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-4.97&CDS=1-1650
2622	OG0002622	YMR176W	genemark-KI547139.1-processed-gene-6.37-mRNA-1_1&gene=genemark-KI547139.1-processed-gene-6.37&CDS=1-5712
2623	OG0002623	YMR178W	genemark-KI547138.1-processed-gene-6.67-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-6.67&CDS=1-879
2624	OG0002624	YMR185W	genemark-KI547151.1-processed-gene-1.171-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.171&CDS=1-2700
2625	OG0002625	YMR186W	genemark-KI547151.1-processed-gene-1.169-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.169&CDS=1-2133
2626	OG0002626	YMR188C	genemark-KI547145.1-processed-gene-3.113-mRNA-1_1&gene=genemark-KI547145.1-processed-gene-3.113&CDS=1-729
2627	OG0002627	YMR189W	genemark-KI547135.1-processed-gene-11.75-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-11.75&CDS=1-3063
2628	OG0002628	YMR190C	genemark-KI547150.1-processed-gene-0.40-mRNA-1_1&gene=genemark-KI547150.1-processed-gene-0.40&CDS=1-3543
2629	OG0002629	YMR193W	genemark-KI547136.1-processed-gene-3.78-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-3.78&CDS=1-777
2630	OG0002630	YMR194C-B	genemark-KI547136.1-processed-gene-3.59-mRNA-1_1&gene=genemark-KI547136.1-processed-gene-3.59&CDS=1-2610
2631	OG0002631	YMR196W	genemark-KI547141.1-processed-gene-3.73-mRNA-1_1&gene=genemark-KI547141.1-processed-gene-3.73&CDS=1-3837
2632	OG0002632	YMR200W	augustus_masked-KI547134.1-processed-gene-11.119-mRNA-1_1&gene=augustus_masked-KI547134.1-processed-gene-11.119&CDS=1-741
2633	OG0002633	YMR201C	genemark-KI547151.1-processed-gene-1.170-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.170&CDS=1-1152
2634	OG0002634	YMR202W	genemark-KI547134.1-processed-gene-11.60-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-11.60&CDS=1-651
2635	OG0002635	YMR203W	genemark-KI547151.1-processed-gene-1.174-mRNA-1_1&gene=genemark-KI547151.1-processed-gene-1.174&CDS=1-1143
2636	OG0002636	YMR205C	genemark-KI547149.1-processed-gene-1.55-mRNA-1_1&gene=genemark-KI547149.1-processed-gene-1.55&CDS=1-2847
2637	OG0002637	YMR208W	genemark-KI547135.1-processed-gene-9.91-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-9.91&CDS=1-1317
2638	OG0002638	YMR209C	genemark-KI547135.1-processed-gene-10.87-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-10.87&CDS=1-1203
2639	OG0002639	YMR210W	maker-KI547155.1-snap-gene-0.83-mRNA-1_1&gene=maker-KI547155.1-snap-gene-0.83&CDS=1-1611
2640	OG0002640	YMR211W	genemark-KI547140.1-processed-gene-2.61-mRNA-1_1&gene=genemark-KI547140.1-processed-gene-2.61&CDS=1-1413
2641	OG0002641	YMR212C	genemark-KI547135.1-processed-gene-10.70-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-10.70&CDS=1-2727
2642	OG0002642	YMR213W	genemark-KI547135.1-processed-gene-10.89-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-10.89&CDS=1-1773
2643	OG0002643	YMR214W	genemark-KI547138.1-processed-gene-2.95-mRNA-1_1&gene=genemark-KI547138.1-processed-gene-2.95&CDS=1-1116
2644	OG0002644	YMR216C	genemark-KI547134.1-processed-gene-0.80-mRNA-1_1&gene=genemark-KI547134.1-processed-gene-0.80&CDS=1-2190
2645	OG0002645	YMR217W	genemark-KI547135.1-processed-gene-9.87-mRNA-1_1&gene=genemark-KI547135.1-processed-gene-9.87&CDS=1-1590
