	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034605_Spencermartinsiella_europaea
2856	OG0002856	YNL271C	maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.192-mRNA-1_1&gene=maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-1.192&CDS=1-5685
2857	OG0002857	YNL272C	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.53&CDS=1-2334
2858	OG0002858	YNL273W	maker-NODE_9_length_374175_cov_27.2202_ID_17-augustus-gene-2.231-mRNA-1_1&gene=maker-NODE_9_length_374175_cov_27.2202_ID_17-augustus-gene-2.231&CDS=1-3294
2859	OG0002859	YNL275W	maker-NODE_18_length_280325_cov_26.708_ID_35-augustus-gene-0.90-mRNA-1_1&gene=maker-NODE_18_length_280325_cov_26.708_ID_35-augustus-gene-0.90&CDS=1-1857
2860	OG0002860	YNL277W	augustus_masked-NODE_19_length_271016_cov_27.2153_ID_37-processed-gene-1.240-mRNA-1_1&gene=augustus_masked-NODE_19_length_271016_cov_27.2153_ID_37-processed-gene-1.240&CDS=1-1419
2861	OG0002861	YNL279W	augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-0.106&CDS=1-2268
2862	OG0002862	YNL280C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-9.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-9.138&CDS=1-1281
2863	OG0002863	YNL282W	augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-0.19&CDS=1-660
2864	OG0002864	YNL284C	augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_23_length_245976_cov_27.2225_ID_45-processed-gene-1.139&CDS=1-903
2865	OG0002865	YNL286W	augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.94&CDS=1-1389
2866	OG0002866	YNL287W	augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_28_length_204468_cov_32.9351_ID_55-processed-gene-0.93&CDS=1-2691
2867	OG0002867	YNL288W	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-0.0&CDS=1-957
2868	OG0002868	YNL290W	augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.179&CDS=1-1020
2869	OG0002869	YNL291C	augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.149&CDS=1-1755
2870	OG0002870	YNL292W	augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-1.180&CDS=1-1113
2871	OG0002871	YNL293W	augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.17&CDS=1-1929
2872	OG0002872	YNL297C	augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_30_length_172163_cov_26.6541_ID_59-processed-gene-0.16&CDS=1-4908
2873	OG0002873	YNL298W	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-13.85-mRNA-1_1&gene=maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-13.85&CDS=1-2679
2874	OG0002874	YNL305C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-15.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-15.25&CDS=1-792
2875	OG0002875	YNL306W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-13.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-13.102&CDS=1-600
2876	OG0002876	YNL308C	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.56&CDS=1-1734
2877	OG0002877	YNL310C	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.31&CDS=1-582
2878	OG0002878	YNL312W	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.32&CDS=1-1578
2879	OG0002879	YNL313C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-11.17&CDS=1-2580
2880	OG0002880	YNL315C	maker-NODE_20_length_270141_cov_27.5218_ID_39-augustus-gene-1.99-mRNA-1_1&gene=maker-NODE_20_length_270141_cov_27.5218_ID_39-augustus-gene-1.99&CDS=1-1008
2881	OG0002881	YNL316C	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.25&CDS=1-891
2882	OG0002882	YNL317W	augustus_masked-NODE_41_length_105529_cov_27.8891_ID_81-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_41_length_105529_cov_27.8891_ID_81-processed-gene-0.33&CDS=1-1299
2883	OG0002883	YNL320W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.120&CDS=1-903
2884	OG0002884	YNL321W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.137&CDS=1-2982
2885	OG0002885	YNL325C	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-0.26&CDS=1-2796
2886	OG0002886	YNL326C	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-1.125&CDS=1-1872
2887	OG0002887	YNL329C	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-1.126&CDS=1-3498
2888	OG0002888	YNL330C	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-1.145&CDS=1-1422
2889	OG0002889	YNR001C	augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_5_length_492506_cov_27.4869_ID_9-processed-gene-2.10&CDS=1-1395
2890	OG0002890	YNR003C	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-1.37&CDS=1-906
2891	OG0002891	YNR006W	augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.193&CDS=1-1806
2892	OG0002892	YNR007C	augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.158&CDS=1-1014
2893	OG0002893	YNR008W	augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-1.185&CDS=1-2043
2894	OG0002894	YNR011C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-14.14&CDS=1-3150
2895	OG0002895	YNR012W	augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.8&CDS=1-1401
2896	OG0002896	YNR013C	snap_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_16_length_303609_cov_28.553_ID_31-processed-gene-0.60&CDS=1-2457
2897	OG0002897	YNR015W	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.164&CDS=1-1113
2898	OG0002898	YNR016C	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.162&CDS=1-6708
2899	OG0002899	YNR017W	augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NODE_14_length_313792_cov_28.8988_ID_27-processed-gene-2.142&CDS=1-618
2900	OG0002900	YNR018W	augustus_masked-NODE_52_length_46058_cov_26.4706_ID_103-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_52_length_46058_cov_26.4706_ID_103-processed-gene-0.10&CDS=1-663
2901	OG0002901	YNR019W	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.22&CDS=1-1566
2902	OG0002902	YNR020C	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.51&CDS=1-699
2903	OG0002903	YNR021W	augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-2.24&CDS=1-1185
2904	OG0002904	YNR023W	augustus_masked-NODE_35_length_134487_cov_28.4228_ID_69-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_35_length_134487_cov_28.4228_ID_69-processed-gene-0.46&CDS=1-1353
2905	OG0002905	YNR029C	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-3.7&CDS=1-1140
2906	OG0002906	YNR030W	maker-NODE_4_length_497818_cov_28.3057_ID_7-augustus-gene-3.91-mRNA-1_1&gene=maker-NODE_4_length_497818_cov_28.3057_ID_7-augustus-gene-3.91&CDS=1-1842
2907	OG0002907	YNR032C-A	maker-NODE_53_length_44449_cov_28.155_ID_105-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_53_length_44449_cov_28.155_ID_105-augustus-gene-0.0&CDS=1-210
2908	OG0002908	YNR032W	augustus_masked-NODE_53_length_44449_cov_28.155_ID_105-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_53_length_44449_cov_28.155_ID_105-processed-gene-0.15&CDS=1-972
2909	OG0002909	YNR033W	augustus_masked-NODE_53_length_44449_cov_28.155_ID_105-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_53_length_44449_cov_28.155_ID_105-processed-gene-0.6&CDS=1-2208
2910	OG0002910	YNR035C	augustus_masked-NODE_53_length_44449_cov_28.155_ID_105-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_53_length_44449_cov_28.155_ID_105-processed-gene-0.1&CDS=1-954
2911	OG0002911	YNR036C	augustus_masked-NODE_53_length_44449_cov_28.155_ID_105-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_53_length_44449_cov_28.155_ID_105-processed-gene-0.12&CDS=1-543
2912	OG0002912	YNR037C	maker-NODE_3_length_533584_cov_27.3585_ID_5-augustus-gene-3.90-mRNA-1_1&gene=maker-NODE_3_length_533584_cov_27.3585_ID_5-augustus-gene-3.90&CDS=1-276
2913	OG0002913	YNR038W	augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_3_length_533584_cov_27.3585_ID_5-processed-gene-3.122&CDS=1-1740
2914	OG0002914	YNR039C	augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.26&CDS=1-1539
2915	OG0002915	YNR040W	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.92&CDS=1-1167
2916	OG0002916	YNR041C	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.90&CDS=1-1071
2917	OG0002917	YNR043W	augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_4_length_497818_cov_28.3057_ID_7-processed-gene-2.93&CDS=1-1155
2918	OG0002918	YNR046W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.145-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.145&CDS=1-402
2919	OG0002919	YNR050C	snap_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-5.71&CDS=1-1401
2920	OG0002920	YNR052C	augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-2.8&CDS=1-1248
2921	OG0002921	YNR053C	maker-NODE_3_length_533584_cov_27.3585_ID_5-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_3_length_533584_cov_27.3585_ID_5-augustus-gene-0.1&CDS=1-1593
2922	OG0002922	YNR054C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-15.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-15.31&CDS=1-942
2923	OG0002923	YNR055C	augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_33_length_161565_cov_26.848_ID_65-processed-gene-0.48&CDS=1-1686
2924	OG0002924	YOL001W	augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-0.109&CDS=1-978
2925	OG0002925	YOL002C	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.52&CDS=1-969
2926	OG0002926	YOL003C	augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.80&CDS=1-1131
2927	OG0002927	YOL004W	maker-NODE_18_length_280325_cov_26.708_ID_35-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_18_length_280325_cov_26.708_ID_35-augustus-gene-1.2&CDS=1-4752
2928	OG0002928	YOL005C	maker-NODE_18_length_280325_cov_26.708_ID_35-augustus-gene-1.7-mRNA-1_1&gene=maker-NODE_18_length_280325_cov_26.708_ID_35-augustus-gene-1.7&CDS=1-363
2929	OG0002929	YOL006C	augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.78&CDS=1-2430
2930	OG0002930	YOL008W	maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-0.56-mRNA-1_1&gene=maker-NODE_24_length_234863_cov_28.0511_ID_47-augustus-gene-0.56&CDS=1-579
2931	OG0002931	YOL009C	augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.215&CDS=1-1158
2932	OG0002932	YOL010W	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.29&CDS=1-1071
2933	OG0002933	YOL012C	augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_431703_cov_27.3617_ID_11-processed-gene-3.29&CDS=1-402
2934	OG0002934	YOL016C	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-7.125&CDS=1-1200
2935	OG0002935	YOL018C	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-0.25&CDS=1-1107
2936	OG0002936	YOL021C	augustus_masked-NODE_36_length_129941_cov_28.2018_ID_71-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_36_length_129941_cov_28.2018_ID_71-processed-gene-0.154&CDS=1-2940
2937	OG0002937	YOL022C	augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-0.22&CDS=1-1260
2938	OG0002938	YOL023W	snap_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-0.86&CDS=1-2490
2939	OG0002939	YOL026C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.160-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-16.160&CDS=1-348
2940	OG0002940	YOL030W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.264-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.264&CDS=1-1359
2941	OG0002941	YOL031C	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-9.123-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-9.123&CDS=1-1098
2942	OG0002942	YOL032W	augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-9.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_1276072_cov_27.1787_ID_3-processed-gene-9.124&CDS=1-609
2943	OG0002943	YOL033W	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-0.139&CDS=1-1689
2944	OG0002944	YOL034W	augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_8_length_386848_cov_31.3559_ID_15-processed-gene-0.119&CDS=1-3330
2945	OG0002945	YOL038W	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-8.110-mRNA-1_1&gene=maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-8.110&CDS=1-765
2946	OG0002946	YOL039W	snap_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.114&CDS=1-363
2947	OG0002947	YOL040C	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.43&CDS=1-444
2948	OG0002948	YOL041C	augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.259-mRNA-1_1&gene=augustus_masked-NODE_17_length_297273_cov_27.7333_ID_33-processed-gene-1.259&CDS=1-1377
2949	OG0002949	YOL049W	augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_24_length_234863_cov_28.0511_ID_47-processed-gene-0.20&CDS=1-1407
2950	OG0002950	YOL051W	snap_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_43_length_101563_cov_26.953_ID_85-processed-gene-0.49&CDS=1-4230
2951	OG0002951	YOL052C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-5.16&CDS=1-1278
2952	OG0002952	YOL057W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.259-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.259&CDS=1-2061
2953	OG0002953	YOL058W	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-0.141&CDS=1-1941
2954	OG0002954	YOL060C	augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_11_length_349578_cov_28.2102_ID_21-processed-gene-2.11&CDS=1-2295
2955	OG0002955	YOL061W	augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_26_length_226459_cov_28.0762_ID_51-processed-gene-1.0&CDS=1-1197
2956	OG0002956	YOL062C	augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_9_length_374175_cov_27.2202_ID_17-processed-gene-0.5&CDS=1-1293
2957	OG0002957	YOL063C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.205-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-17.205&CDS=1-2031
2958	OG0002958	YOL064C	augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_27_length_218879_cov_27.44_ID_53-processed-gene-0.86&CDS=1-1041
2959	OG0002959	YOL065C	snap_masked-NODE_44_length_99337_cov_31.1569_ID_87-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_44_length_99337_cov_31.1569_ID_87-processed-gene-0.90&CDS=1-1125
2960	OG0002960	YOL066C	maker-NODE_44_length_99337_cov_31.1569_ID_87-snap-gene-0.153-mRNA-1_1&gene=maker-NODE_44_length_99337_cov_31.1569_ID_87-snap-gene-0.153&CDS=1-1833
2961	OG0002961	YOL067C	augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.50&CDS=1-1311
2962	OG0002962	YOL069W	augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.51&CDS=1-1356
2963	OG0002963	YOL070C	snap_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-2.224-mRNA-1_1&gene=snap_masked-NODE_10_length_350817_cov_26.8939_ID_19-processed-gene-2.224&CDS=1-654
2964	OG0002964	YOL071W	augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_18_length_280325_cov_26.708_ID_35-processed-gene-1.87&CDS=1-414
2965	OG0002965	YOL072W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-0.4&CDS=1-1341
2966	OG0002966	YOL073C	augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_20_length_270141_cov_27.5218_ID_39-processed-gene-1.20&CDS=1-639
2967	OG0002967	YOL075C	augustus_masked-NODE_44_length_99337_cov_31.1569_ID_87-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_44_length_99337_cov_31.1569_ID_87-processed-gene-0.33&CDS=1-4011
2968	OG0002968	YOL076W	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.115&CDS=1-2397
2969	OG0002969	YOL077C	augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1866239_cov_27.8708_ID_1-processed-gene-3.134&CDS=1-864
2970	OG0002970	YOL078W	maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-3.0-mRNA-1_1&gene=maker-NODE_1_length_1866239_cov_27.8708_ID_1-augustus-gene-3.0&CDS=1-2856
2971	OG0002971	YOL080C	snap_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_12_length_347462_cov_28.1594_ID_23-processed-gene-0.128&CDS=1-873
2972	OG0002972	YOL087C	augustus_masked-NODE_29_length_203005_cov_28.2568_ID_57-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_29_length_203005_cov_28.2568_ID_57-processed-gene-1.153&CDS=1-2901
2973	OG0002973	YOL090W	augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_22_length_248937_cov_28.0058_ID_43-processed-gene-0.18&CDS=1-2877
2974	OG0002974	YOL093W	augustus_masked-NODE_47_length_87473_cov_28.0353_ID_93-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_47_length_87473_cov_28.0353_ID_93-processed-gene-0.20&CDS=1-939
