	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034604_Sporopachydermia_lactativora
2947	OG0002947	YNR035C	snap_masked-NODE_66_length_79812_cov_35.0127_ID_131-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_66_length_79812_cov_35.0127_ID_131-processed-gene-0.94&CDS=1-951
2948	OG0002948	YNR036C	snap_masked-NODE_66_length_79812_cov_35.0127_ID_131-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_66_length_79812_cov_35.0127_ID_131-processed-gene-0.80&CDS=1-552
2949	OG0002949	YNR037C	snap_masked-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-0.24&CDS=1-300
2950	OG0002950	YNR038W	snap_masked-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-0.6&CDS=1-1932
2951	OG0002951	YNR039C	snap_masked-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-0.12&CDS=1-1686
2952	OG0002952	YNR040W	snap_masked-NODE_6_length_266345_cov_30.7293_ID_11-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_6_length_266345_cov_30.7293_ID_11-processed-gene-0.18&CDS=1-1239
2953	OG0002953	YNR041C	snap_masked-NODE_120_length_44029_cov_29.5558_ID_239-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_120_length_44029_cov_29.5558_ID_239-processed-gene-0.15&CDS=1-1134
2954	OG0002954	YNR043W	snap_masked-NODE_120_length_44029_cov_29.5558_ID_239-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_120_length_44029_cov_29.5558_ID_239-processed-gene-0.8&CDS=1-1212
2955	OG0002955	YNR046W	genemark-NODE_29_length_128192_cov_37.8004_ID_57-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_29_length_128192_cov_37.8004_ID_57-processed-gene-0.57&CDS=1-309
2956	OG0002956	YNR050C	snap_masked-NODE_212_length_14432_cov_41.2236_ID_423-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_212_length_14432_cov_41.2236_ID_423-processed-gene-0.5&CDS=1-1236
2957	OG0002957	YNR051C	snap_masked-NODE_203_length_15760_cov_28.3592_ID_405-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_203_length_15760_cov_28.3592_ID_405-processed-gene-0.15&CDS=1-1305
2958	OG0002958	YNR052C	genemark-NODE_203_length_15760_cov_28.3592_ID_405-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_203_length_15760_cov_28.3592_ID_405-processed-gene-0.11&CDS=1-1404
2959	OG0002959	YNR053C	maker-NODE_203_length_15760_cov_28.3592_ID_405-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_203_length_15760_cov_28.3592_ID_405-snap-gene-0.0&CDS=1-1578
2960	OG0002960	YNR054C	snap_masked-NODE_112_length_46746_cov_31.3595_ID_223-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_112_length_46746_cov_31.3595_ID_223-processed-gene-0.3&CDS=1-1128
2961	OG0002961	YOL001W	snap_masked-NODE_19_length_153673_cov_30.6289_ID_37-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_19_length_153673_cov_30.6289_ID_37-processed-gene-0.133&CDS=1-1002
2962	OG0002962	YOL002C	maker-NODE_232_length_10241_cov_33.9128_ID_463-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_232_length_10241_cov_33.9128_ID_463-snap-gene-0.7&CDS=1-993
2963	OG0002963	YOL003C	maker-NODE_48_length_100665_cov_35.6736_ID_95-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_48_length_100665_cov_35.6736_ID_95-snap-gene-0.7&CDS=1-1086
2964	OG0002964	YOL004W	maker-NODE_48_length_100665_cov_35.6736_ID_95-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_48_length_100665_cov_35.6736_ID_95-snap-gene-0.2&CDS=1-4743
2965	OG0002965	YOL005C	snap_masked-NODE_48_length_100665_cov_35.6736_ID_95-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_48_length_100665_cov_35.6736_ID_95-processed-gene-0.126&CDS=1-369
2966	OG0002966	YOL006C	genemark-NODE_48_length_100665_cov_35.6736_ID_95-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_48_length_100665_cov_35.6736_ID_95-processed-gene-0.74&CDS=1-2337
2967	OG0002967	YOL007C	snap_masked-NODE_110_length_47753_cov_41.7505_ID_219-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_110_length_47753_cov_41.7505_ID_219-processed-gene-0.3&CDS=1-1206
2968	OG0002968	YOL008W	genemark-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.98-mRNA-1_1&gene=genemark-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.98&CDS=1-588
2969	OG0002969	YOL009C	snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.59&CDS=1-1146
2970	OG0002970	YOL010W	snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.60&CDS=1-1092
2971	OG0002971	YOL012C	snap_masked-NODE_78_length_71771_cov_30.6161_ID_155-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_78_length_71771_cov_30.6161_ID_155-processed-gene-0.5&CDS=1-387
2972	OG0002972	YOL013C	snap_masked-NODE_139_length_35822_cov_26.4652_ID_277-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_139_length_35822_cov_26.4652_ID_277-processed-gene-0.7&CDS=1-1707
2973	OG0002973	YOL018C	maker-NODE_12_length_215069_cov_32.3968_ID_23-snap-gene-1.94-mRNA-1_1&gene=maker-NODE_12_length_215069_cov_32.3968_ID_23-snap-gene-1.94&CDS=1-954
2974	OG0002974	YOL021C	snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.209-mRNA-1_1&gene=snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.209&CDS=1-2934
2975	OG0002975	YOL022C	maker-NODE_1_length_289408_cov_29.0569_ID_1-snap-gene-1.100-mRNA-1_1&gene=maker-NODE_1_length_289408_cov_29.0569_ID_1-snap-gene-1.100&CDS=1-1215
2976	OG0002976	YOL023W	snap_masked-NODE_164_length_27301_cov_29.5048_ID_327-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_164_length_27301_cov_29.5048_ID_327-processed-gene-0.2&CDS=1-2373
2977	OG0002977	YOL026C	genemark-NODE_74_length_72567_cov_27.8581_ID_147-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_74_length_72567_cov_27.8581_ID_147-processed-gene-0.64&CDS=1-387
2978	OG0002978	YOL030W	snap_masked-NODE_32_length_124474_cov_32.8998_ID_63-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_32_length_124474_cov_32.8998_ID_63-processed-gene-0.151&CDS=1-1413
2979	OG0002979	YOL031C	snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-1.69&CDS=1-1248
2980	OG0002980	YOL032W	maker-NODE_7_length_250496_cov_31.8261_ID_13-snap-gene-1.145-mRNA-1_1&gene=maker-NODE_7_length_250496_cov_31.8261_ID_13-snap-gene-1.145&CDS=1-576
2981	OG0002981	YOL033W	snap_masked-NODE_6_length_266345_cov_30.7293_ID_11-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_6_length_266345_cov_30.7293_ID_11-processed-gene-1.33&CDS=1-1746
2982	OG0002982	YOL034W	snap_masked-NODE_6_length_266345_cov_30.7293_ID_11-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_6_length_266345_cov_30.7293_ID_11-processed-gene-1.73&CDS=1-3297
2983	OG0002983	YOL038W	snap_masked-NODE_74_length_72567_cov_27.8581_ID_147-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_74_length_72567_cov_27.8581_ID_147-processed-gene-0.90&CDS=1-750
2984	OG0002984	YOL040C	snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.63&CDS=1-438
2985	OG0002985	YOL041C	snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_49_length_100376_cov_30.1612_ID_97-processed-gene-0.107&CDS=1-1386
2986	OG0002986	YOL048C	maker-NODE_218_length_12732_cov_35.2537_ID_435-snap-gene-0.13-mRNA-1_1&gene=maker-NODE_218_length_12732_cov_35.2537_ID_435-snap-gene-0.13&CDS=1-822
2987	OG0002987	YOL049W	snap_masked-NODE_218_length_12732_cov_35.2537_ID_435-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_218_length_12732_cov_35.2537_ID_435-processed-gene-0.19&CDS=1-1434
2988	OG0002988	YOL051W	maker-NODE_4_length_277153_cov_35.8334_ID_7-snap-gene-1.11-mRNA-1_1&gene=maker-NODE_4_length_277153_cov_35.8334_ID_7-snap-gene-1.11&CDS=1-3744
2989	OG0002989	YOL052C	snap_masked-NODE_30_length_126226_cov_40.344_ID_59-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_30_length_126226_cov_40.344_ID_59-processed-gene-0.16&CDS=1-1161
2990	OG0002990	YOL054W	maker-NODE_96_length_59356_cov_27.8972_ID_191-snap-gene-0.33-mRNA-1_1&gene=maker-NODE_96_length_59356_cov_27.8972_ID_191-snap-gene-0.33&CDS=1-1065
2991	OG0002991	YOL057W	maker-NODE_1_length_289408_cov_29.0569_ID_1-augustus-gene-1.12-mRNA-1_1&gene=maker-NODE_1_length_289408_cov_29.0569_ID_1-augustus-gene-1.12&CDS=1-2859
2992	OG0002992	YOL058W	snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.228-mRNA-1_1&gene=snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.228&CDS=1-1257
2993	OG0002993	YOL060C	snap_masked-NODE_44_length_107860_cov_31.8971_ID_87-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_44_length_107860_cov_31.8971_ID_87-processed-gene-0.16&CDS=1-2049
2994	OG0002994	YOL061W	snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_41_length_111743_cov_31.469_ID_81-processed-gene-0.9&CDS=1-1437
2995	OG0002995	YOL062C	snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_7_length_250496_cov_31.8261_ID_13-processed-gene-0.26&CDS=1-1668
2996	OG0002996	YOL063C	maker-NODE_53_length_94997_cov_31.9757_ID_105-snap-gene-0.42-mRNA-1_1&gene=maker-NODE_53_length_94997_cov_31.9757_ID_105-snap-gene-0.42&CDS=1-3186
2997	OG0002997	YOL064C	snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.190-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.190&CDS=1-1056
2998	OG0002998	YOL065C	snap_masked-NODE_21_length_149707_cov_30.2286_ID_41-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_21_length_149707_cov_30.2286_ID_41-processed-gene-0.142&CDS=1-1149
2999	OG0002999	YOL066C	genemark-NODE_278_length_4400_cov_30.3039_ID_555-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_278_length_4400_cov_30.3039_ID_555-processed-gene-0.2&CDS=1-1758
3000	OG0003000	YOL067C	snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.63&CDS=1-1506
3001	OG0003001	YOL069W	snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.64&CDS=1-1395
3002	OG0003002	YOL070C	snap_masked-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_5_length_271561_cov_29.3437_ID_9-processed-gene-1.184&CDS=1-1641
3003	OG0003003	YOL071W	snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_93_length_61265_cov_33.4472_ID_185-processed-gene-0.75&CDS=1-483
3004	OG0003004	YOL072W	maker-NODE_4_length_277153_cov_35.8334_ID_7-snap-gene-1.2-mRNA-1_1&gene=maker-NODE_4_length_277153_cov_35.8334_ID_7-snap-gene-1.2&CDS=1-1689
3005	OG0003005	YOL073C	maker-NODE_31_length_125216_cov_30.9394_ID_61-snap-gene-0.113-mRNA-1_1&gene=maker-NODE_31_length_125216_cov_30.9394_ID_61-snap-gene-0.113&CDS=1-786
3006	OG0003006	YOL076W	snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.72&CDS=1-2514
3007	OG0003007	YOL077C	snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.36&CDS=1-885
3008	OG0003008	YOL077W-A	snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.73&CDS=1-207
3009	OG0003009	YOL078W	snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-0.101&CDS=1-3114
3010	OG0003010	YOL080C	snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-0.102&CDS=1-1431
3011	OG0003011	YOL086W-A	genemark-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.198-mRNA-1_1&gene=genemark-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-1.198&CDS=1-300
3012	OG0003012	YOL087C	snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.224-mRNA-1_1&gene=snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.224&CDS=1-3132
3013	OG0003013	YOL090W	snap_masked-NODE_174_length_24864_cov_29.2618_ID_347-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_174_length_24864_cov_29.2618_ID_347-processed-gene-0.28&CDS=1-2862
3014	OG0003014	YOL093W	maker-NODE_174_length_24864_cov_29.2618_ID_347-snap-gene-0.8-mRNA-1_1&gene=maker-NODE_174_length_24864_cov_29.2618_ID_347-snap-gene-0.8&CDS=1-1128
3015	OG0003015	YOL094C	maker-NODE_174_length_24864_cov_29.2618_ID_347-snap-gene-0.9-mRNA-1_1&gene=maker-NODE_174_length_24864_cov_29.2618_ID_347-snap-gene-0.9&CDS=1-1005
3016	OG0003016	YOL096C	augustus_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.52&CDS=1-939
3017	OG0003017	YOL097C	snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.177-mRNA-1_1&gene=snap_masked-NODE_4_length_277153_cov_35.8334_ID_7-processed-gene-1.177&CDS=1-1278
3018	OG0003018	YOL098C	snap_masked-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.111&CDS=1-3375
3019	OG0003019	YOL102C	snap_masked-NODE_37_length_120084_cov_30.4625_ID_73-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_37_length_120084_cov_30.4625_ID_73-processed-gene-0.133&CDS=1-771
3020	OG0003020	YOL107W	snap_masked-NODE_101_length_53674_cov_46.6581_ID_201-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_101_length_53674_cov_46.6581_ID_201-processed-gene-0.56&CDS=1-1089
3021	OG0003021	YOL108C	maker-NODE_44_length_107860_cov_31.8971_ID_87-snap-gene-0.157-mRNA-1_1&gene=maker-NODE_44_length_107860_cov_31.8971_ID_87-snap-gene-0.157&CDS=1-390
3022	OG0003022	YOL110W	augustus_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.53&CDS=1-828
3023	OG0003023	YOL114C	maker-NODE_94_length_61017_cov_42.626_ID_187-snap-gene-0.45-mRNA-1_1&gene=maker-NODE_94_length_61017_cov_42.626_ID_187-snap-gene-0.45&CDS=1-564
3024	OG0003024	YOL122C	snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-0.72&CDS=1-1854
3025	OG0003025	YOL123W	snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_2_length_287206_cov_30.0926_ID_3-processed-gene-0.88&CDS=1-1617
3026	OG0003026	YOL124C	snap_masked-NODE_31_length_125216_cov_30.9394_ID_61-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_31_length_125216_cov_30.9394_ID_61-processed-gene-0.163&CDS=1-1287
3027	OG0003027	YOL125W	snap_masked-NODE_45_length_103464_cov_30.7022_ID_89-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_45_length_103464_cov_30.7022_ID_89-processed-gene-0.107&CDS=1-1458
3028	OG0003028	YOL127W	augustus_masked-NODE_38_length_117957_cov_41.9387_ID_75-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_38_length_117957_cov_41.9387_ID_75-processed-gene-0.79&CDS=1-1071
3029	OG0003029	YOL129W	augustus_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.168&CDS=1-1653
3030	OG0003030	YOL132W	maker-NODE_22_length_148056_cov_28.3308_ID_43-snap-gene-0.109-mRNA-1_1&gene=maker-NODE_22_length_148056_cov_28.3308_ID_43-snap-gene-0.109&CDS=1-1446
3031	OG0003031	YOL133W	maker-NODE_31_length_125216_cov_30.9394_ID_61-snap-gene-0.112-mRNA-1_1&gene=maker-NODE_31_length_125216_cov_30.9394_ID_61-snap-gene-0.112&CDS=1-339
3032	OG0003032	YOL135C	snap_masked-NODE_31_length_125216_cov_30.9394_ID_61-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_31_length_125216_cov_30.9394_ID_61-processed-gene-0.132&CDS=1-789
3033	OG0003033	YOL137W	snap_masked-NODE_131_length_39675_cov_31.7286_ID_261-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_131_length_39675_cov_31.7286_ID_261-processed-gene-0.39&CDS=1-1890
3034	OG0003034	YOL138C	snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.154-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.154&CDS=1-2967
3035	OG0003035	YOL139C	snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_3_length_278811_cov_36.2391_ID_5-processed-gene-1.155&CDS=1-681
3036	OG0003036	YOL140W	snap_masked-NODE_56_length_90915_cov_30.3303_ID_111-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_56_length_90915_cov_30.3303_ID_111-processed-gene-0.102&CDS=1-1365
3037	OG0003037	YOL141W	genemark-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_9_length_242264_cov_31.2854_ID_17-processed-gene-1.22&CDS=1-3282
3038	OG0003038	YOL142W	snap_masked-NODE_47_length_101368_cov_33.3512_ID_93-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_47_length_101368_cov_33.3512_ID_93-processed-gene-0.95&CDS=1-798
3039	OG0003039	YOL143C	snap_masked-NODE_94_length_61017_cov_42.626_ID_187-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_94_length_61017_cov_42.626_ID_187-processed-gene-0.3&CDS=1-501
3040	OG0003040	YOL144W	snap_masked-NODE_94_length_61017_cov_42.626_ID_187-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_94_length_61017_cov_42.626_ID_187-processed-gene-0.16&CDS=1-1584
3041	OG0003041	YOL145C	snap_masked-NODE_94_length_61017_cov_42.626_ID_187-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_94_length_61017_cov_42.626_ID_187-processed-gene-0.4&CDS=1-3507
3042	OG0003042	YOL146W	maker-NODE_94_length_61017_cov_42.626_ID_187-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_94_length_61017_cov_42.626_ID_187-snap-gene-0.47&CDS=1-534
3043	OG0003043	YOL147C	snap_masked-NODE_70_length_77800_cov_49.3668_ID_139-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_70_length_77800_cov_49.3668_ID_139-processed-gene-0.20&CDS=1-702
3044	OG0003044	YOL148C	snap_masked-NODE_94_length_61017_cov_42.626_ID_187-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_94_length_61017_cov_42.626_ID_187-processed-gene-0.5&CDS=1-2085
3045	OG0003045	YOL149W	snap_masked-NODE_94_length_61017_cov_42.626_ID_187-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_94_length_61017_cov_42.626_ID_187-processed-gene-0.18&CDS=1-699
3046	OG0003046	YOR001W	snap_masked-NODE_232_length_10241_cov_33.9128_ID_463-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_232_length_10241_cov_33.9128_ID_463-processed-gene-0.2&CDS=1-2217
3047	OG0003047	YOR002W	genemark-NODE_79_length_70665_cov_35.0344_ID_157-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_79_length_70665_cov_35.0344_ID_157-processed-gene-0.24&CDS=1-1887
3048	OG0003048	YOR004W	maker-NODE_92_length_62830_cov_34.0727_ID_183-snap-gene-0.41-mRNA-1_1&gene=maker-NODE_92_length_62830_cov_34.0727_ID_183-snap-gene-0.41&CDS=1-894
3049	OG0003049	YOR005C	genemark-NODE_10_length_233323_cov_32.9491_ID_19-processed-gene-1.178-mRNA-1_1&gene=genemark-NODE_10_length_233323_cov_32.9491_ID_19-processed-gene-1.178&CDS=1-2832
3050	OG0003050	YOR006C	snap_masked-NODE_10_length_233323_cov_32.9491_ID_19-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_10_length_233323_cov_32.9491_ID_19-processed-gene-1.53&CDS=1-957
3051	OG0003051	YOR007C	snap_masked-NODE_10_length_233323_cov_32.9491_ID_19-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_10_length_233323_cov_32.9491_ID_19-processed-gene-1.54&CDS=1-1092
3052	OG0003052	YOR008C	snap_masked-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NODE_35_length_121438_cov_32.3242_ID_69-processed-gene-0.117&CDS=1-1113
3053	OG0003053	YOR014W	maker-NODE_17_length_160593_cov_33.6237_ID_33-snap-gene-0.194-mRNA-1_1&gene=maker-NODE_17_length_160593_cov_33.6237_ID_33-snap-gene-0.194&CDS=1-2316
3054	OG0003054	YOR017W	snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_17_length_160593_cov_33.6237_ID_33-processed-gene-0.59&CDS=1-3123
3055	OG0003055	YOR020C	genemark-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.103&CDS=1-312
3056	OG0003056	YOR021C	snap_masked-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.25&CDS=1-621
3057	OG0003057	YOR022C	snap_masked-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_24_length_144559_cov_30.1636_ID_47-processed-gene-0.48&CDS=1-2295
3058	OG0003058	YOR025W	maker-NODE_152_length_30373_cov_29.3602_ID_303-snap-gene-0.33-mRNA-1_1&gene=maker-NODE_152_length_30373_cov_29.3602_ID_303-snap-gene-0.33&CDS=1-1434
3059	OG0003059	YOR027W	snap_masked-NODE_111_length_47527_cov_31.4148_ID_221-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_111_length_47527_cov_31.4148_ID_221-processed-gene-0.34&CDS=1-1782
3060	OG0003060	YOR035C	snap_masked-NODE_190_length_20366_cov_39.324_ID_379-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_190_length_20366_cov_39.324_ID_379-processed-gene-0.17&CDS=1-2871
3061	OG0003061	YOR036W	snap_masked-NODE_37_length_120084_cov_30.4625_ID_73-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_37_length_120084_cov_30.4625_ID_73-processed-gene-0.101&CDS=1-897
3062	OG0003062	YOR037W	maker-NODE_103_length_52931_cov_31.6312_ID_205-snap-gene-0.22-mRNA-1_1&gene=maker-NODE_103_length_52931_cov_31.6312_ID_205-snap-gene-0.22&CDS=1-1605
3063	OG0003063	YOR039W	maker-NODE_87_length_65432_cov_36.5929_ID_173-snap-gene-0.25-mRNA-1_1&gene=maker-NODE_87_length_65432_cov_36.5929_ID_173-snap-gene-0.25&CDS=1-816
3064	OG0003064	YOR042W	snap_masked-NODE_44_length_107860_cov_31.8971_ID_87-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_44_length_107860_cov_31.8971_ID_87-processed-gene-0.36&CDS=1-1134
3065	OG0003065	YOR043W	genemark-NODE_161_length_28224_cov_38.3183_ID_321-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_161_length_28224_cov_38.3183_ID_321-processed-gene-0.17&CDS=1-927
3066	OG0003066	YOR046C	genemark-NODE_44_length_107860_cov_31.8971_ID_87-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_44_length_107860_cov_31.8971_ID_87-processed-gene-0.79&CDS=1-1623
3067	OG0003067	YOR048C	genemark-NODE_72_length_75265_cov_29.8981_ID_143-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_72_length_75265_cov_29.8981_ID_143-processed-gene-0.46&CDS=1-3492
3068	OG0003068	YOR049C	snap_masked-NODE_64_length_83804_cov_29.1141_ID_127-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_64_length_83804_cov_29.1141_ID_127-processed-gene-0.29&CDS=1-1077
