	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035243_Zygoascus_meyerae
2360	OG0002360	YLR407W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-2.61&CDS=1-954
2361	OG0002361	YLR409C	augustus_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-2.133&CDS=1-2724
2362	OG0002362	YLR410W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-2.59&CDS=1-3150
2363	OG0002363	YLR411W	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-0.95&CDS=1-858
2364	OG0002364	YLR412W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-2.58&CDS=1-759
2365	OG0002365	YLR414C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.141-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.141&CDS=1-843
2366	OG0002366	YLR417W	maker-NODE_20_length_182353_cov_19.2443_ID_1960-snap-gene-0.31-mRNA-1_1&gene=maker-NODE_20_length_182353_cov_19.2443_ID_1960-snap-gene-0.31&CDS=1-1599
2367	OG0002367	YLR418C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.147&CDS=1-1140
2368	OG0002368	YLR420W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-0.123&CDS=1-1035
2369	OG0002369	YLR421C	maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_1_length_1065328_cov_19.742_ID_1323-snap-gene-0.5&CDS=1-948
2370	OG0002370	YLR422W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-0.120&CDS=1-5787
2371	OG0002371	YLR423C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.145&CDS=1-1272
2372	OG0002372	YLR424W	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.170-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.170&CDS=1-2259
2373	OG0002373	YLR427W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.106-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.106&CDS=1-1758
2374	OG0002374	YLR429W	augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.6&CDS=1-1890
2375	OG0002375	YLR430W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.87-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.87&CDS=1-6027
2376	OG0002376	YLR433C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.218-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.218&CDS=1-1677
2377	OG0002377	YLR435W	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.265-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-5.265&CDS=1-567
2378	OG0002378	YLR438C-A	maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-4.3-mRNA-1_1&gene=maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-4.3&CDS=1-264
2379	OG0002379	YLR438W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.160&CDS=1-1293
2380	OG0002380	YLR439W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.36&CDS=1-882
2381	OG0002381	YLR441C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.35&CDS=1-768
2382	OG0002382	YLR447C	snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.176-mRNA-1_1&gene=snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.176&CDS=1-1032
2383	OG0002383	YLR451W	augustus_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.103&CDS=1-2247
2384	OG0002384	YLR452C	snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_18_length_328044_cov_21.3707_ID_2954-processed-gene-1.28&CDS=1-1764
2385	OG0002385	YLR459W	augustus_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-1.138&CDS=1-1197
2386	OG0002386	YML001W	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-0.22&CDS=1-621
2387	OG0002387	YML002W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-1.130&CDS=1-3363
2388	OG0002388	YML004C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-3.153-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-3.153&CDS=1-966
2389	OG0002389	YML005W	snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_14_length_402958_cov_18.9881_ID_2029-processed-gene-1.75&CDS=1-1131
2390	OG0002390	YML008C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-8.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-8.2&CDS=1-1125
2391	OG0002391	YML009C	maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-1.118-mRNA-1_1&gene=maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-1.118&CDS=1-198
2392	OG0002392	YML010W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-1.165&CDS=1-2808
2393	OG0002393	YML012W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-1.143&CDS=1-645
2394	OG0002394	YML014W	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.68&CDS=1-732
2395	OG0002395	YML015C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-2.33&CDS=1-591
2396	OG0002396	YML018C	maker-NODE_7_length_674142_cov_18.8803_ID_1132-augustus-gene-5.292-mRNA-1_1&gene=maker-NODE_7_length_674142_cov_18.8803_ID_1132-augustus-gene-5.292&CDS=1-1053
2397	OG0002397	YML019W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-1.168&CDS=1-969
2398	OG0002398	YML020W	maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-1.125-mRNA-1_1&gene=maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-1.125&CDS=1-2562
2399	OG0002399	YML021C	maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-5.284-mRNA-1_1&gene=maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-5.284&CDS=1-1062
2400	OG0002400	YML022W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-1.150-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-1.150&CDS=1-543
2401	OG0002401	YML025C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-1.101&CDS=1-744
2402	OG0002402	YML030W	maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-5.1-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-snap-gene-5.1&CDS=1-483
2403	OG0002403	YML031W	augustus_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.60&CDS=1-1854
2404	OG0002404	YML032C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.38&CDS=1-1140
2405	OG0002405	YML035C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.62-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.62&CDS=1-2334
2406	OG0002406	YML036W	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-0.123&CDS=1-540
2407	OG0002407	YML038C	snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.169-mRNA-1_1&gene=snap_masked-NODE_11_length_435590_cov_18.4678_ID_1220-processed-gene-2.169&CDS=1-1113
2408	OG0002408	YML042W	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-2.51&CDS=1-1842
2409	OG0002409	YML048W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.69&CDS=1-1182
2410	OG0002410	YML049C	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-0.84&CDS=1-3402
2411	OG0002411	YML054C	maker-NODE_15_length_376289_cov_21.1717_ID_1409-snap-gene-1.9-mRNA-1_1&gene=maker-NODE_15_length_376289_cov_21.1717_ID_1409-snap-gene-1.9&CDS=1-1470
2412	OG0002412	YML055W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.90-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-6.90&CDS=1-531
2413	OG0002413	YML056C	maker-NODE_4_length_827553_cov_19.7208_ID_1272-augustus-gene-2.4-mRNA-1_1&gene=maker-NODE_4_length_827553_cov_19.7208_ID_1272-augustus-gene-2.4&CDS=1-1590
2414	OG0002414	YML059C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.53&CDS=1-4257
2415	OG0002415	YML060W	augustus_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.107&CDS=1-990
2416	OG0002416	YML064C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-1.128&CDS=1-636
2417	OG0002417	YML067C	maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-5.291-mRNA-1_1&gene=maker-NODE_7_length_674142_cov_18.8803_ID_1132-snap-gene-5.291&CDS=1-996
2418	OG0002418	YML069W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-7.74-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-7.74&CDS=1-1764
2419	OG0002419	YML071C	snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.204-mRNA-1_1&gene=snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.204&CDS=1-1167
2420	OG0002420	YML073C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-0.106&CDS=1-585
2421	OG0002421	YML076C	maker-NODE_21_length_170389_cov_19.3193_ID_2324-snap-gene-0.16-mRNA-1_1&gene=maker-NODE_21_length_170389_cov_19.3193_ID_2324-snap-gene-0.16&CDS=1-2541
2422	OG0002422	YML077W	augustus_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.75&CDS=1-495
2423	OG0002423	YML080W	snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_22_length_135448_cov_23.8262_ID_2282-processed-gene-0.166&CDS=1-1275
2424	OG0002424	YML081C-A	maker-NODE_22_length_135448_cov_23.8262_ID_2282-snap-gene-0.11-mRNA-1_1&gene=maker-NODE_22_length_135448_cov_23.8262_ID_2282-snap-gene-0.11&CDS=1-177
2425	OG0002425	YML085C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-3.20&CDS=1-1341
2426	OG0002426	YML086C	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.276-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.276&CDS=1-1599
2427	OG0002427	YML088W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.273-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.273&CDS=1-2181
2428	OG0002428	YML092C	maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-3.189-mRNA-1_1&gene=maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-3.189&CDS=1-750
2429	OG0002429	YML093W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.232-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.232&CDS=1-2748
2430	OG0002430	YML094W	maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-3.188-mRNA-1_1&gene=maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-3.188&CDS=1-459
2431	OG0002431	YML095C	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.228-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.228&CDS=1-858
2432	OG0002432	YML096W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-6.139-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-6.139&CDS=1-1560
2433	OG0002433	YML098W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.30-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.30&CDS=1-564
2434	OG0002434	YML099C	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.53&CDS=1-2166
2435	OG0002435	YML102W	snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-8.21-mRNA-1_1&gene=snap_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-8.21&CDS=1-2022
2436	OG0002436	YML103C	augustus_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_24_length_131066_cov_19.6241_ID_2412-processed-gene-0.183&CDS=1-4944
2437	OG0002437	YML104C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-6.39-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-6.39&CDS=1-3102
2438	OG0002438	YML105C	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-0.126&CDS=1-840
2439	OG0002439	YML110C	snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NODE_13_length_418862_cov_18.7454_ID_1788-processed-gene-3.146&CDS=1-882
2440	OG0002440	YML114C	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-2.43&CDS=1-1134
2441	OG0002441	YML121W	snap_masked-NODE_25_length_117720_cov_23.487_ID_2525-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_25_length_117720_cov_23.487_ID_2525-processed-gene-0.109&CDS=1-963
2442	OG0002442	YML126C	maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-3.182-mRNA-1_1&gene=maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-3.182&CDS=1-1335
2443	OG0002443	YML127W	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.266-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.266&CDS=1-1740
2444	OG0002444	YML128C	snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.225-mRNA-1_1&gene=snap_masked-NODE_10_length_453567_cov_20.6492_ID_1595-processed-gene-3.225&CDS=1-1035
2445	OG0002445	YML129C	maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-3.190-mRNA-1_1&gene=maker-NODE_10_length_453567_cov_20.6492_ID_1595-snap-gene-3.190&CDS=1-195
2446	OG0002446	YML130C	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.54&CDS=1-1704
2447	OG0002447	YMR001C	maker-NODE_16_length_358951_cov_18.8291_ID_1516-snap-gene-2.221-mRNA-1_1&gene=maker-NODE_16_length_358951_cov_18.8291_ID_1516-snap-gene-2.221&CDS=1-2193
2448	OG0002448	YMR002W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.28-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.28&CDS=1-441
2449	OG0002449	YMR003W	augustus_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.248-mRNA-1_1&gene=augustus_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-9.248&CDS=1-729
2450	OG0002450	YMR004W	maker-NODE_12_length_423269_cov_19.1425_ID_1554-snap-gene-3.175-mRNA-1_1&gene=maker-NODE_12_length_423269_cov_19.1425_ID_1554-snap-gene-3.175&CDS=1-1653
2451	OG0002451	YMR005W	genemark-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.127-mRNA-1_1&gene=genemark-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.127&CDS=1-957
2452	OG0002452	YMR009W	snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NODE_6_length_745053_cov_20.2367_ID_1009-processed-gene-2.146&CDS=1-528
2453	OG0002453	YMR010W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.52-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-4.52&CDS=1-801
2454	OG0002454	YMR012W	maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-3.11-mRNA-1_1&gene=maker-NODE_6_length_745053_cov_20.2367_ID_1009-snap-gene-3.11&CDS=1-3471
2455	OG0002455	YMR013C	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-0.32&CDS=1-1374
2456	OG0002456	YMR015C	augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_1055940_cov_18.7611_ID_4341-processed-gene-5.74&CDS=1-1551
2457	OG0002457	YMR019W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.48&CDS=1-2562
2458	OG0002458	YMR022W	maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-9.83-mRNA-1_1&gene=maker-NODE_2_length_1055940_cov_18.7611_ID_4341-snap-gene-9.83&CDS=1-510
2459	OG0002459	YMR023C	snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_7_length_674142_cov_18.8803_ID_1132-processed-gene-1.78&CDS=1-1527
2460	OG0002460	YMR024W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-7.69-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-7.69&CDS=1-1077
2461	OG0002461	YMR026C	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-5.92&CDS=1-1125
2462	OG0002462	YMR027W	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.35&CDS=1-1350
2463	OG0002463	YMR028W	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-2.19&CDS=1-1074
2464	OG0002464	YMR032W	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.38-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.38&CDS=1-2544
2465	OG0002465	YMR033W	maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-4.5-mRNA-1_1&gene=maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-4.5&CDS=1-1341
2466	OG0002466	YMR034C	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.37-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.37&CDS=1-1251
2467	OG0002467	YMR035W	snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.54-mRNA-1_1&gene=snap_masked-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.54&CDS=1-540
2468	OG0002468	YMR036C	genemark-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.159-mRNA-1_1&gene=genemark-NODE_3_length_863959_cov_18.7832_ID_1457-processed-gene-4.159&CDS=1-1752
2469	OG0002469	YMR038C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.32-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.32&CDS=1-726
2470	OG0002470	YMR039C	maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-4.1-mRNA-1_1&gene=maker-NODE_3_length_863959_cov_18.7832_ID_1457-snap-gene-4.1&CDS=1-408
2471	OG0002471	YMR041C	snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.48-mRNA-1_1&gene=snap_masked-NODE_1_length_1065328_cov_19.742_ID_1323-processed-gene-5.48&CDS=1-990
2472	OG0002472	YMR043W	snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_9_length_615366_cov_18.973_ID_1912-processed-gene-1.132&CDS=1-747
2473	OG0002473	YMR048W	snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_12_length_423269_cov_19.1425_ID_1554-processed-gene-3.15&CDS=1-954
2474	OG0002474	YMR049C	snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.35-mRNA-1_1&gene=snap_masked-NODE_5_length_798211_cov_19.4048_ID_1084-processed-gene-4.35&CDS=1-2400
2475	OG0002475	YMR055C	snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_17_length_335658_cov_21.0353_ID_2164-processed-gene-1.47&CDS=1-996
2476	OG0002476	YMR058W	snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_15_length_376289_cov_21.1717_ID_1409-processed-gene-0.22&CDS=1-1872
2477	OG0002477	YMR060C	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-0.108&CDS=1-960
2478	OG0002478	YMR061W	snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NODE_8_length_668598_cov_18.9487_ID_973-processed-gene-1.0&CDS=1-1986
2479	OG0002479	YMR062C	snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-5.159-mRNA-1_1&gene=snap_masked-NODE_4_length_827553_cov_19.7208_ID_1272-processed-gene-5.159&CDS=1-1308
