	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035671_Phaffomyces_antillensis
2519	OG0002519	YLR286C	snap_masked-flattened_line_20-processed-gene-1.294-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.294&CDS=1-1821
2520	OG0002520	YLR287C	snap_masked-flattened_line_72-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.7&CDS=1-1014
2521	OG0002521	YLR288C	maker-flattened_line_14-snap-gene-0.164-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.164&CDS=1-846
2522	OG0002522	YLR289W	genemark-flattened_line_16-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.128&CDS=1-1941
2523	OG0002523	YLR290C	maker-flattened_line_20-snap-gene-1.102-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.102&CDS=1-789
2524	OG0002524	YLR291C	augustus_masked-flattened_line_14-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.26&CDS=1-1158
2525	OG0002525	YLR292C	snap_masked-flattened_line_116-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.20&CDS=1-603
2526	OG0002526	YLR295C	snap_masked-flattened_line_118-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.70&CDS=1-330
2527	OG0002527	YLR298C	genemark-flattened_line_118-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.52&CDS=1-366
2528	OG0002528	YLR299W	snap_masked-flattened_line_14-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.102&CDS=1-1878
2529	OG0002529	YLR303W	snap_masked-flattened_line_20-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.34&CDS=1-1314
2530	OG0002530	YLR304C	genemark-flattened_line_36-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.30&CDS=1-2346
2531	OG0002531	YLR305C	snap_masked-flattened_line_10-processed-gene-2.6-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.6&CDS=1-5655
2532	OG0002532	YLR306W	genemark-flattened_line_12-processed-gene-2.87-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.87&CDS=1-546
2533	OG0002533	YLR308W	snap_masked-flattened_line_64-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.97&CDS=1-918
2534	OG0002534	YLR309C	snap_masked-flattened_line_64-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.99&CDS=1-3180
2535	OG0002535	YLR310C	snap_masked-flattened_line_151-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_151-processed-gene-0.21&CDS=1-3678
2536	OG0002536	YLR312W-A	snap_masked-flattened_line_16-processed-gene-2.148-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.148&CDS=1-666
2537	OG0002537	YLR314C	genemark-flattened_line_34-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.124&CDS=1-1542
2538	OG0002538	YLR316C	augustus_masked-flattened_line_122-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.75&CDS=1-942
2539	OG0002539	YLR318W	snap_masked-flattened_line_122-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.35&CDS=1-2505
2540	OG0002540	YLR319C	snap_masked-flattened_line_122-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.51&CDS=1-2157
2541	OG0002541	YLR321C	snap_masked-flattened_line_122-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.33&CDS=1-1005
2542	OG0002542	YLR323C	snap_masked-flattened_line_2-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.51&CDS=1-660
2543	OG0002543	YLR324W	snap_masked-flattened_line_2-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.71&CDS=1-1473
2544	OG0002544	YLR326W	maker-flattened_line_4-snap-gene-1.151-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.151&CDS=1-654
2545	OG0002545	YLR330W	snap_masked-flattened_line_12-processed-gene-2.123-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.123&CDS=1-1488
2546	OG0002546	YLR335W	snap_masked-flattened_line_66-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.172&CDS=1-2091
2547	OG0002547	YLR336C	augustus_masked-flattened_line_28-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.78&CDS=1-2988
2548	OG0002548	YLR337C	maker-flattened_line_171-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_171-snap-gene-0.3&CDS=1-1671
2549	OG0002549	YLR340W	snap_masked-flattened_line_173-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.12&CDS=1-939
2550	OG0002550	YLR345W	snap_masked-flattened_line_12-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.98&CDS=1-1611
2551	OG0002551	YLR347C	snap_masked-flattened_line_12-processed-gene-2.138-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.138&CDS=1-2583
2552	OG0002552	YLR348C	snap_masked-flattened_line_147-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.20&CDS=1-906
2553	OG0002553	YLR351C	snap_masked-flattened_line_24-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.94&CDS=1-876
2554	OG0002554	YLR352W	snap_masked-flattened_line_130-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.11&CDS=1-1530
2555	OG0002555	YLR354C	genemark-flattened_line_6-processed-gene-2.39-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.39&CDS=1-975
2556	OG0002556	YLR355C	snap_masked-flattened_line_68-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.51&CDS=1-1191
2557	OG0002557	YLR359W	snap_masked-flattened_line_38-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.61&CDS=1-1443
2558	OG0002558	YLR361C	genemark-flattened_line_26-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.65&CDS=1-1563
2559	OG0002559	YLR362W	snap_masked-flattened_line_26-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.32&CDS=1-1980
2560	OG0002560	YLR363W-A	snap_masked-flattened_line_137-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.33&CDS=1-279
2561	OG0002561	YLR364W	snap_masked-flattened_line_82-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.116&CDS=1-318
2562	OG0002562	YLR370C	genemark-flattened_line_26-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.48&CDS=1-528
2563	OG0002563	YLR377C	snap_masked-flattened_line_82-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.138&CDS=1-1017
2564	OG0002564	YLR378C	snap_masked-flattened_line_82-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.137&CDS=1-2817
2565	OG0002565	YLR380W	snap_masked-flattened_line_14-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.16&CDS=1-1305
2566	OG0002566	YLR382C	snap_masked-flattened_line_14-processed-gene-2.47-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.47&CDS=1-2700
2567	OG0002567	YLR383W	snap_masked-flattened_line_14-processed-gene-2.18-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.18&CDS=1-3300
2568	OG0002568	YLR384C	snap_masked-flattened_line_14-processed-gene-2.49-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.49&CDS=1-4083
2569	OG0002569	YLR386W	genemark-flattened_line_16-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.62&CDS=1-3468
2570	OG0002570	YLR387C	genemark-flattened_line_16-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.90&CDS=1-1455
2571	OG0002571	YLR389C	snap_masked-flattened_line_16-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.145&CDS=1-2883
2572	OG0002572	YLR390W	maker-flattened_line_16-snap-gene-1.168-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.168&CDS=1-291
2573	OG0002573	YLR390W-A	snap_masked-flattened_line_16-processed-gene-1.117-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.117&CDS=1-621
2574	OG0002574	YLR393W	snap_masked-flattened_line_16-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.118&CDS=1-885
2575	OG0002575	YLR394W	maker-flattened_line_16-snap-gene-1.170-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.170&CDS=1-1257
2576	OG0002576	YLR395C	snap_masked-flattened_line_14-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.19&CDS=1-222
2577	OG0002577	YLR396C	snap_masked-flattened_line_14-processed-gene-2.50-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.50&CDS=1-1863
2578	OG0002578	YLR397C	snap_masked-flattened_line_16-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.111&CDS=1-2316
2579	OG0002579	YLR398C	snap_masked-flattened_line_16-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.108&CDS=1-3750
2580	OG0002580	YLR399C	snap_masked-flattened_line_70-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.138&CDS=1-1905
2581	OG0002581	YLR401C	snap_masked-flattened_line_70-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.141&CDS=1-1938
2582	OG0002582	YLR403W	snap_masked-flattened_line_70-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.114&CDS=1-1446
2583	OG0002583	YLR405W	snap_masked-flattened_line_70-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.116&CDS=1-1020
2584	OG0002584	YLR407W	snap_masked-flattened_line_155-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.8&CDS=1-384
2585	OG0002585	YLR409C	snap_masked-flattened_line_155-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.2&CDS=1-2799
2586	OG0002586	YLR410W	snap_masked-flattened_line_155-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.6&CDS=1-2955
2587	OG0002587	YLR411W	snap_masked-flattened_line_24-processed-gene-1.150-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.150&CDS=1-711
2588	OG0002588	YLR412W	snap_masked-flattened_line_155-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.5&CDS=1-780
2589	OG0002589	YLR414C	snap_masked-flattened_line_30-processed-gene-1.164-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.164&CDS=1-843
2590	OG0002590	YLR417W	genemark-flattened_line_96-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.71&CDS=1-1563
2591	OG0002591	YLR418C	snap_masked-flattened_line_10-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.102&CDS=1-1074
2592	OG0002592	YLR419W	snap_masked-flattened_line_26-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.112&CDS=1-4197
2593	OG0002593	YLR420W	snap_masked-flattened_line_0-processed-gene-2.127-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.127&CDS=1-1077
2594	OG0002594	YLR421C	snap_masked-flattened_line_88-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.96&CDS=1-414
2595	OG0002595	YLR422W	snap_masked-flattened_line_0-processed-gene-3.41-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.41&CDS=1-5766
2596	OG0002596	YLR423C	augustus_masked-flattened_line_10-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.21&CDS=1-1284
2597	OG0002597	YLR424W	augustus_masked-flattened_line_10-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.44&CDS=1-2127
2598	OG0002598	YLR425W	snap_masked-flattened_line_30-processed-gene-1.160-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.160&CDS=1-3861
2599	OG0002599	YLR427W	snap_masked-flattened_line_30-processed-gene-1.171-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.171&CDS=1-1944
2600	OG0002600	YLR429W	genemark-flattened_line_28-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.135&CDS=1-1911
2601	OG0002601	YLR430W	snap_masked-flattened_line_108-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.28&CDS=1-6579
2602	OG0002602	YLR433C	genemark-flattened_line_30-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.130&CDS=1-1707
2603	OG0002603	YLR435W	snap_masked-flattened_line_30-processed-gene-1.169-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.169&CDS=1-639
2604	OG0002604	YLR436C	snap_masked-flattened_line_30-processed-gene-1.158-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.158&CDS=1-3432
2605	OG0002605	YLR438C-A	maker-flattened_line_72-snap-gene-0.93-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.93&CDS=1-258
2606	OG0002606	YLR438W	snap_masked-flattened_line_30-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.86&CDS=1-1275
2607	OG0002607	YLR439W	snap_masked-flattened_line_72-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.25&CDS=1-819
2608	OG0002608	YLR446W	snap_masked-flattened_line_24-processed-gene-1.158-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.158&CDS=1-1353
2609	OG0002609	YLR447C	snap_masked-flattened_line_118-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.62&CDS=1-1032
2610	OG0002610	YLR449W	snap_masked-flattened_line_118-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.66&CDS=1-1242
2611	OG0002611	YLR451W	augustus_masked-flattened_line_6-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.88&CDS=1-4950
2612	OG0002612	YLR452C	genemark-flattened_line_6-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.33&CDS=1-2091
2613	OG0002613	YLR454W	snap_masked-flattened_line_6-processed-gene-3.117-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.117&CDS=1-7965
2614	OG0002614	YLR455W	augustus_masked-flattened_line_6-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.1&CDS=1-936
2615	OG0002615	YLR459W	augustus_masked-flattened_line_62-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.21&CDS=1-1194
2616	OG0002616	YML001W	snap_masked-flattened_line_141-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.24&CDS=1-615
2617	OG0002617	YML002W	snap_masked-flattened_line_28-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.66&CDS=1-3303
2618	OG0002618	YML004C	snap_masked-flattened_line_106-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.43&CDS=1-987
2619	OG0002619	YML005W	snap_masked-flattened_line_70-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.107&CDS=1-1278
2620	OG0002620	YML006C	augustus_masked-flattened_line_14-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.28&CDS=1-1299
2621	OG0002621	YML007W	snap_masked-flattened_line_10-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.56&CDS=1-1410
2622	OG0002622	YML008C	snap_masked-flattened_line_6-processed-gene-3.153-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.153&CDS=1-1110
2623	OG0002623	YML009C	snap_masked-flattened_line_8-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.53&CDS=1-222
2624	OG0002624	YML010W	snap_masked-flattened_line_8-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.25&CDS=1-2862
2625	OG0002625	YML011C	snap_masked-flattened_line_8-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.2&CDS=1-540
2626	OG0002626	YML012W	snap_masked-flattened_line_8-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.26&CDS=1-633
2627	OG0002627	YML014W	genemark-flattened_line_94-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.43&CDS=1-1899
2628	OG0002628	YML015C	snap_masked-flattened_line_94-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.93&CDS=1-840
2629	OG0002629	YML017W	augustus_masked-flattened_line_94-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.27&CDS=1-2937
2630	OG0002630	YML018C	snap_masked-flattened_line_94-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.71&CDS=1-1074
2631	OG0002631	YML020W	snap_masked-flattened_line_94-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.68&CDS=1-1956
2632	OG0002632	YML021C	snap_masked-flattened_line_94-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.89&CDS=1-906
2633	OG0002633	YML022W	snap_masked-flattened_line_94-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.87&CDS=1-570
2634	OG0002634	YML025C	snap_masked-flattened_line_2-processed-gene-2.27-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.27&CDS=1-795
2635	OG0002635	YML028W	snap_masked-flattened_line_82-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.124&CDS=1-594
2636	OG0002636	YML030W	snap_masked-flattened_line_82-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.117&CDS=1-459
2637	OG0002637	YML031W	genemark-flattened_line_82-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.99&CDS=1-1737
2638	OG0002638	YML034W	maker-flattened_line_6-snap-gene-3.177-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.177&CDS=1-2502
2639	OG0002639	YML035C	augustus_masked-flattened_line_42-processed-gene-0.296-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.296&CDS=1-2298
2640	OG0002640	YML036W	genemark-flattened_line_56-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.34&CDS=1-516
2641	OG0002641	YML038C	augustus_masked-flattened_line_16-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.61&CDS=1-732
2642	OG0002642	YML041C	snap_masked-flattened_line_114-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.33&CDS=1-648
2643	OG0002643	YML042W	genemark-flattened_line_16-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.126&CDS=1-2622
2644	OG0002644	YML043C	augustus_masked-flattened_line_116-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.84&CDS=1-1923
2645	OG0002645	YML046W	genemark-flattened_line_10-processed-gene-2.137-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.137&CDS=1-1872
2646	OG0002646	YML048W	snap_masked-flattened_line_8-processed-gene-2.132-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.132&CDS=1-1137
2647	OG0002647	YML049C	snap_masked-flattened_line_0-processed-gene-4.42-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.42&CDS=1-3351
2648	OG0002648	YML052W	snap_masked-flattened_line_10-processed-gene-2.73-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.73&CDS=1-828
2649	OG0002649	YML054C	snap_masked-flattened_line_0-processed-gene-3.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.45&CDS=1-1683
2650	OG0002650	YML055W	snap_masked-flattened_line_30-processed-gene-1.206-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.206&CDS=1-522
2651	OG0002651	YML056C	maker-flattened_line_30-snap-gene-1.71-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.71&CDS=1-1566
2652	OG0002652	YML058W	snap_masked-flattened_line_30-processed-gene-1.157-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.157&CDS=1-381
2653	OG0002653	YML059C	snap_masked-flattened_line_72-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.24&CDS=1-4035
2654	OG0002654	YML060W	snap_masked-flattened_line_72-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.43&CDS=1-1032
2655	OG0002655	YML064C	snap_masked-flattened_line_30-processed-gene-1.161-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.161&CDS=1-618
2656	OG0002656	YML065W	snap_masked-flattened_line_30-processed-gene-1.203-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.203&CDS=1-2244
2657	OG0002657	YML066C	snap_masked-flattened_line_30-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.163&CDS=1-1542
2658	OG0002658	YML067C	genemark-flattened_line_90-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.69&CDS=1-1032
2659	OG0002659	YML068W	augustus_masked-flattened_line_90-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.89&CDS=1-1185
2660	OG0002660	YML069W	snap_masked-flattened_line_24-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.114&CDS=1-1581
2661	OG0002661	YML070W	snap_masked-flattened_line_24-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.113&CDS=1-1734
2662	OG0002662	YML071C	snap_masked-flattened_line_118-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.63&CDS=1-1734
2663	OG0002663	YML072C	genemark-flattened_line_118-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.35&CDS=1-4119
2664	OG0002664	YML076C	snap_masked-flattened_line_118-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.68&CDS=1-2502
2665	OG0002665	YML078W	augustus_masked-flattened_line_4-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.118&CDS=1-555
2666	OG0002666	YML080W	snap_masked-flattened_line_4-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.71&CDS=1-1239
2667	OG0002667	YML081C-A	snap_masked-flattened_line_54-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.61&CDS=1-186
2668	OG0002668	YML081W	snap_masked-flattened_line_54-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.55&CDS=1-3366
2669	OG0002669	YML085C	snap_masked-flattened_line_14-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.103&CDS=1-1347
2670	OG0002670	YML086C	snap_masked-flattened_line_14-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.104&CDS=1-1587
2671	OG0002671	YML088W	snap_masked-flattened_line_56-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.114&CDS=1-1851
2672	OG0002672	YML091C	snap_masked-flattened_line_56-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.75&CDS=1-2220
2673	OG0002673	YML092C	augustus_masked-flattened_line_56-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.136&CDS=1-1212
2674	OG0002674	YML093W	snap_masked-flattened_line_56-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.105&CDS=1-2778
2675	OG0002675	YML094W	snap_masked-flattened_line_56-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.81&CDS=1-453
2676	OG0002676	YML095C	snap_masked-flattened_line_56-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.82&CDS=1-612
2677	OG0002677	YML096W	snap_masked-flattened_line_56-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.106&CDS=1-1485
2678	OG0002678	YML097C	snap_masked-flattened_line_56-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.83&CDS=1-786
2679	OG0002679	YML098W	snap_masked-flattened_line_38-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.76&CDS=1-597
2680	OG0002680	YML099C	snap_masked-flattened_line_38-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.99&CDS=1-2637
2681	OG0002681	YML102W	snap_masked-flattened_line_6-processed-gene-2.91-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.91&CDS=1-1983
2682	OG0002682	YML103C	genemark-flattened_line_54-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.89&CDS=1-4644
2683	OG0002683	YML104C	genemark-flattened_line_4-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.11&CDS=1-3378
2684	OG0002684	YML105C	genemark-flattened_line_4-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.12&CDS=1-738
2685	OG0002685	YML106W	snap_masked-flattened_line_4-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.73&CDS=1-666
2686	OG0002686	YML110C	snap_masked-flattened_line_12-processed-gene-1.16-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.16&CDS=1-834
